Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
22,Nayef Aguerd\288e1e13,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,4,1,0,17,7,1,1,4,14,0,0,0,90,30,12,71.4,Matches
23,Sergio Agüero\4d034881,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,4,0,0,22,31,26,15,11,14,0,0,0,126,13,17,43.3,Matches
24,Ruben Aguilar\3dd738a1,fr FRA,DFMF,Montpellier,fr Ligue 1,25,1993,28.1,8,0,0,38,43,1,81,26,55,0,1,0,269,25,28,47.2,Matches
25,Juan Aguilera\18dc8533,es ESP,MF,Huesca,es La Liga,32,1985,3.8,1,0,0,4,5,0,2,2,2,0,1,0,37,2,4,33.3,Matches
26,Emmanuel Agyemang-Badu\fe0b8f0e,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,0,0,0,2,4,0,0,0,4,0,0,0,10,4,5,44.4,Matches
27,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,2,0,0,31,18,0,2,11,17,0,0,0,119,12,12,50.0,Matches
28,Antonis Aidonis\54507986,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,1,0,0,2,0,0,5,2,1,0,0,0,9,0,5,0.0,Matches
29,Ola Aina\246d153b,ng NGA,DFMF,Torino,it Serie A,21,1996,24.0,5,1,0,31,41,4,72,34,44,0,0,0,244,28,20,58.3,Matches
30,Youssef Aït Bennasser\c46fa34c,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,0,0,0,9,11,0,2,9,16,0,0,0,111,5,9,35.7,Matches
31,Youssef Aït Bennasser\c46fa34c,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,2,0,0,14,12,0,2,11,24,0,0,0,166,4,9,30.8,Matches
32,Rayan Aït Nouri\9b398aea,fr FRA,DF,Angers,fr Ligue 1,17,2001,0.6,1,0,0,1,0,0,1,0,2,0,1,0,3,0,2,0.0,Matches
33,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,24,1994,17.0,5,0,0,46,18,3,8,6,7,1,0,0,63,87,52,62.6,Matches
34,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1,0,0,13,18,0,3,17,25,0,0,0,215,30,23,56.6,Matches
35,Carlos Akapo\f2a68b97,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,2,0,0,18,12,0,8,17,17,0,0,0,98,15,11,57.7,Matches
36,Nathan Aké\eaeca114,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,3,0,0,27,24,2,7,45,41,1,1,0,318,76,57,57.1,Matches
37,Sergio Akieme\06efa9dc,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,0,0,0,4,3,0,6,1,3,0,0,1,14,0,3,0.0,Matches
38,Chadrac Akolo\debc2f28,cd COD,MFFW,Stuttgart,de Bundesliga,23,1995,5.8,0,0,0,10,16,1,7,2,5,0,0,0,51,6,7,46.2,Matches
39,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,2,0,0,7,11,0,0,7,11,0,0,0,59,2,2,50.0,Matches
40,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,2,0,0,5,2,0,0,4,4,0,1,0,28,5,1,83.3,Matches
41,David Alaba\05439de2,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,4,0,0,14,10,6,103,15,21,0,0,0,260,16,14,53.3,Matches
42,Sofiane Alakouch\5314e067,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,4,0,0,34,31,0,26,29,36,0,0,0,202,12,22,35.3,Matches
43,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,14.1,1,0,0,22,26,15,9,1,9,0,0,0,56,32,46,41.0,Matches
44,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,6,0,0,27,26,9,85,41,33,1,0,0,298,11,20,35.5,Matches
45,Luis Alberto\5294a83f,es ESP,MFFW,Lazio,it Serie A,25,1992,22.1,5,1,0,23,29,3,42,11,28,0,0,0,173,12,22,35.3,Matches
46,Raúl Albiol\4bd414c1,es ESP,DF,Napoli,it Serie A,32,1985,19.0,4,0,0,12,8,0,3,18,17,0,0,0,193,40,32,55.6,Matches
47,Miiko Albornoz\d459281d,cl CHI,DFMF,Hannover 96,de Bundesliga,27,1990,18.4,3,1,0,36,37,1,44,6,25,0,1,0,180,8,16,33.3,Matches
48,Marc Albrighton\b827d5b3,eng ENG,FWMF,Leicester City,eng Premier League,28,1989,18.1,3,0,0,12,22,2,83,23,21,0,0,0,162,12,16,42.9,Matches
49,Paco Alcácer\a7a9d95a,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,0,0,0,6,9,10,6,7,4,0,0,0,44,5,31,13.9,Matches
50,Pedro Alcalá\ba71d071,es ESP,DF,Girona,es La Liga,29,1989,20.8,9,0,0,23,17,2,3,29,20,0,0,0,194,63,37,63.0,Matches
51,Thiago Alcántara\77e84962,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,5,0,0,55,46,1,16,35,66,0,0,0,383,25,31,44.6,Matches
52,Rubén Alcaraz\036bba5f,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,13,0,0,73,110,1,19,34,66,0,0,0,445,35,55,38.9,Matches
53,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,3,0,0,14,2,1,5,35,21,0,1,1,335,36,43,45.6,Matches
54,Álex Alegría\46166b49,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,1.6,0,0,0,7,3,3,1,0,1,0,0,0,8,5,3,62.5,Matches
55,Alexis Alegue\0f4c0bad,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
56,Iván Alejo\3d7e48ce,es ESP,MFFW,Getafe,es La Liga,23,1995,1.6,2,1,0,9,6,0,2,0,0,0,0,0,11,2,2,50.0,Matches
57,Carles Aleñá\6c811eb7,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,2,0,0,11,18,1,1,4,3,0,0,0,48,4,2,66.7,Matches
58,Rúnar Alex Rúnarsson\8fa8f8d2,is ISL,GK,Dijon,fr Ligue 1,23,1995,25.0,0,0,0,0,4,0,0,0,0,0,0,0,136,0,0,,Matches
59,Alexander\3e1858af,ar ARG,DF,Leganés,es La Liga,29,1988,0.1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,Matches
60,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,3,0,0,16,7,4,114,44,28,0,0,0,280,7,20,25.9,Matches
61,Rachid Alioui\bdedd861,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,1,0,0,12,11,7,23,3,6,0,0,0,79,35,60,36.8,Matches
62,Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,25,1992,38.0,1,0,0,0,1,0,0,0,0,0,0,0,218,1,0,100.0,Matches
63,Bobby Allain\8870154f,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13.0,1,0,0,1,7,0,0,0,0,0,1,0,78,0,0,,Matches
64,Allan\b15e93aa,br BRA,MFDF,Eint Frankfurt,de Bundesliga,21,1997,2.0,1,0,0,6,4,0,1,0,3,0,0,0,25,2,1,66.7,Matches
65,Allan\cc700722,br BRA,MF,Napoli,it Serie A,27,1991,29.1,10,0,0,56,70,0,9,16,92,0,0,0,329,8,16,33.3,Matches
66,Dele Alli\cea4ee8f,eng ENG,MF,Tottenham,eng Premier League,22,1996,20.3,4,0,0,24,28,3,19,19,21,0,0,0,193,13,20,39.4,Matches
67,Miguel Almirón\862a1c15,py PAR,FWMF,Newcastle Utd,eng Premier League,24,1994,8.4,0,0,0,7,19,4,19,4,11,0,0,0,84,4,8,33.3,Matches
68,Júnior Alonso\b18a3023,py PAR,DFMF,Celta Vigo,es La Liga,25,1993,6.0,2,0,0,6,2,1,13,3,6,0,0,0,54,13,5,72.2,Matches
69,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,6,0,0,29,42,2,79,41,39,2,1,0,324,62,45,57.9,Matches
70,Mickaël Alphonse\0a63446f,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,0,0,0,10,11,0,15,5,3,0,0,0,71,12,4,75.0,Matches
71,Sergio Álvarez\8875b8c9,es ESP,GK,Celta Vigo,es La Liga,31,1986,13.0,1,0,0,1,0,0,0,0,0,0,1,0,71,0,0,,Matches
72,Sergio Álvarez\88d91621,es ESP,MFDF,Eibar,es La Liga,26,1992,11.9,1,0,0,22,5,1,1,10,22,0,0,0,152,27,18,60.0,Matches
73,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,10,0,0,32,27,0,3,49,35,0,0,0,266,73,54,57.5,Matches
74,Bruno Alves\585a73a8,pt POR,DF,Parma,it Serie A,36,1981,32.5,9,1,1,31,15,1,16,15,8,0,1,1,310,88,29,75.2,Matches
75,Dani Alves\c9e99e49,br BRA,MFDF,Paris S-G,fr Ligue 1,35,1983,18.0,4,0,0,43,26,4,45,9,29,0,0,0,180,9,11,45.0,Matches
76,Alfons Amade\d73a07e2,de GER,MF,Hoffenheim,de Bundesliga,18,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
77,Ibrahim Amadou\9260926b,fr FRA,MFDF,Sevilla,es La Liga,25,1993,8.5,2,0,0,17,11,1,2,7,20,0,0,0,89,18,19,48.6,Matches
78,Romain Amalfitano\d7bf3d19,fr FRA,MFFW,Dijon,fr Ligue 1,28,1989,28.0,3,1,0,46,35,1,17,34,41,0,0,0,252,11,24,31.4,Matches
79,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,2,0,0,8,2,1,3,15,11,0,1,0,80,11,7,61.1,Matches
80,Jordi Amat\d70a2141,es ESP,DF,Rayo Vallecano,es La Liga,26,1992,30.7,9,0,0,47,13,1,1,30,28,0,2,0,287,34,25,57.6,Matches
81,Amath\f3b1d9a2,sn SEN,MFFW,Getafe,es La Liga,22,1996,11.1,4,0,0,30,25,3,18,11,10,0,0,0,84,9,11,45.0,Matches
82,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,7,2,0,47,38,1,62,32,29,0,1,0,303,58,27,68.2,Matches
83,Kelvin Amian\bcc81786,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,6,0,0,40,10,3,17,23,46,0,0,0,261,36,33,52.2,Matches
84,Nadiem Amiri\555d5edd,de GER,MFFW,Hoffenheim,de Bundesliga,21,1996,8.4,1,0,0,18,18,0,13,6,12,0,0,0,72,2,8,20.0,Matches
85,Yanis Ammour\aeed036d,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
86,Luke Amos\77128f7e,eng ENG,MF,Tottenham,eng Premier League,21,1997,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches
87,Joachim Andersen\e34fc66d,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,7,0,0,33,11,0,1,18,20,0,1,0,388,64,38,62.7,Matches
88,Felipe Anderson\9f1893b9,br BRA,MFFW,West Ham,eng Premier League,25,1993,33.8,3,0,0,27,63,5,80,54,48,0,1,0,293,7,27,20.6,Matches
89,Florin Andone\dc008610,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,5,0,0,33,21,4,9,1,10,0,0,0,53,29,62,31.9,Matches
90,Benjamin André\ef9c1c95,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,8,1,1,67,53,4,11,37,66,1,0,0,338,116,66,63.7,Matches
91,Marco Andreolli\13d820de,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,1,0,0,4,0,0,0,1,1,0,1,0,10,3,0,100.0,Matches
92,Marco Andreolli\13d820de,it ITA,DF,Chievo,it Serie A,32,1986,7.2,2,0,0,10,3,1,0,4,7,0,2,0,45,29,7,80.6,Matches
93,Yoann Andreu\872cd68c,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
94,Miguel Ángel Moyá\011d8c56,es ESP,GK,Real Sociedad,es La Liga,34,1984,11.0,1,0,0,0,1,0,0,0,0,0,0,0,50,0,0,,Matches
95,José Ángel\3024e383,es ESP,DF,Eibar,es La Liga,28,1989,33.6,10,0,0,29,26,1,142,40,44,0,1,0,430,38,24,61.3,Matches
96,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Torino,it Serie A,31,1986,20.1,3,0,0,26,35,2,131,15,24,0,0,0,150,4,18,18.2,Matches
97,Mirco Antenucci\43a2e16c,it ITA,FW,SPAL,it Serie A,33,1984,23.7,0,0,0,33,37,17,29,6,7,0,0,0,107,25,34,42.4,Matches
98,Waldemar Anton\5e66fa06,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,4,0,0,26,22,1,2,46,35,0,1,1,411,68,51,57.1,Matches
99,Luca Antonelli\40f0ed6c,it ITA,DFMF,Empoli,it Serie A,31,1987,8.4,1,0,0,12,22,3,9,10,9,0,0,0,74,6,3,66.7,Matches
100,Mauro Antonio Burruchaga\0830a4f9,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,0,0,0,2,0,0,0,0,2,0,0,0,11,1,1,50.0,Matches
101,Michail Antonio\ac05f970,jm JAM,FWMF,West Ham,eng Premier League,28,1990,23.4,3,0,0,37,53,10,47,18,23,2,0,0,157,62,87,41.6,Matches
102,Antoñito\dbe519cf,es ESP,DFMF,Valladolid,es La Liga,30,1987,20.7,5,0,0,30,12,5,65,11,13,0,0,0,145,10,14,41.7,Matches
103,Vitorino Antunes\3e4f735d,pt POR,DF,Getafe,es La Liga,31,1987,24.2,5,0,0,40,21,1,83,25,26,0,0,0,246,14,30,31.8,Matches
104,Anuar\c93231dc,ma MAR,MF,Valladolid,es La Liga,23,1995,12.0,6,0,0,31,21,4,4,7,19,0,0,0,126,22,28,44.0,Matches
105,Dennis Aogo\c311243f,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,1,0,0,9,5,2,16,12,8,0,0,0,114,6,1,85.7,Matches
106,Houssem Aouar\a5db0bec,fr FRA,MF,Lyon,fr Ligue 1,20,1998,34.0,2,0,0,32,57,11,12,31,36,2,0,0,284,8,25,24.2,Matches
107,Emmanuel Apeh\a230ebcc,ng NGA,MF,Celta Vigo,es La Liga,21,1996,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
108,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,22,1995,29.7,8,0,0,77,66,1,18,25,54,0,1,1,351,38,43,46.9,Matches
109,Guilherme Arana\2b15a82a,br BRA,MFDF,Sevilla,es La Liga,21,1997,7.0,3,0,0,5,9,0,10,3,5,0,0,0,50,2,1,66.7,Matches
110,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21.0,3,0,0,28,37,0,10,23,33,0,0,0,279,12,13,48.0,Matches
111,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,22,1996,8.7,2,1,0,21,9,1,17,1,11,0,0,0,47,2,8,20.0,Matches
112,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,3,1,1,18,5,1,3,23,24,0,1,0,259,59,29,67.0,Matches
113,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,31,1987,21.7,6,1,1,14,6,0,7,28,18,0,0,0,318,40,27,59.7,Matches
114,Joaquín Ardaiz\eb823875,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,50.0,Matches
115,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21.0,1,0,0,0,2,0,0,0,0,0,0,0,84,0,0,,Matches
116,Santiago Arias\fdd60087,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,4,0,0,23,35,2,43,25,34,0,0,0,206,35,28,55.6,Matches
117,Lorenzo Ariaudo\68b78c2a,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,2,0,0,17,24,2,0,11,12,0,0,1,120,35,31,53.0,Matches
118,Nicolò Armini\2f7407fa,it ITA,DF,Lazio,it Serie A,17,2001,0.4,0,0,0,2,1,0,0,0,0,0,0,0,4,0,2,0.0,Matches
119,Yoël Armougom\9dd5da03,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,20.6,5,1,1,17,15,1,49,8,18,0,0,0,159,17,12,58.6,Matches
120,Stuart Armstrong\97333cf5,sct SCO,MFFW,Southampton,eng Premier League,26,1992,15.9,2,0,0,21,23,3,13,18,14,0,1,0,128,16,17,48.5,Matches
121,José Arnaiz\46e07328,es ESP,DFMF,Leganés,es La Liga,23,1995,1.3,0,0,0,2,4,0,1,1,1,0,0,0,10,3,2,60.0,Matches
122,Marko Arnautović\00459419,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,3,0,0,30,15,21,28,2,8,0,1,0,79,24,28,46.2,Matches
123,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,7,0,0,51,92,2,61,38,33,1,0,0,325,19,41,31.7,Matches
124,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,2,0,0,0,4,0,0,0,0,0,0,0,162,0,0,,Matches
125,Harry Arter\2f4c5a52,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,10,0,0,35,18,2,12,31,42,0,0,0,219,7,14,33.3,Matches
126,Kwadwo Asamoah\089550f5,gh GHA,DF,Inter,it Serie A,29,1988,29.7,6,0,0,30,72,0,59,30,21,0,0,0,307,16,22,42.1,Matches
127,Takuma Asano\13ddc856,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,7.8,0,0,0,7,16,5,8,2,4,0,0,0,35,5,14,26.3,Matches
128,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,10,1,0,30,35,0,10,23,41,0,0,1,391,19,31,38.0,Matches
129,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,0,0,0,0,4,0,0,0,0,0,0,0,115,0,0,,Matches
130,Marco Asensio\45af8a54,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,3,0,0,19,30,8,72,15,8,3,0,0,102,1,8,11.1,Matches
131,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,30,1987,25.0,5,0,0,18,56,7,31,16,10,1,0,0,126,16,32,33.3,Matches
132,Simon Asta\dfc85b89,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,1,0,0,1,0,0,1,4,1,0,0,0,9,2,1,66.7,Matches
133,Youcef Atal\6a827d8e,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,25.1,8,0,0,45,60,9,58,26,33,3,0,0,222,33,31,51.6,Matches
134,Christian Atsu\8816329f,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,16.6,2,0,0,15,31,4,29,9,14,0,0,0,122,8,51,13.6,Matches
135,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,0,0,0,19,26,23,42,8,14,1,0,0,100,26,76,25.5,Matches
136,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,4,0,0,3,4,0,0,0,0,0,2,0,181,0,0,,Matches
137,Jean-Kévin Augustin\97bfa797,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,0,0,0,10,18,5,6,5,0,0,0,0,15,1,7,12.5,Matches
138,Ludwig Augustinsson\9fec8860,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,5,0,0,42,28,2,100,29,31,0,1,0,293,44,52,45.8,Matches
139,Serge Aurier\5c2b4f07,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,6.3,1,0,0,16,4,1,17,7,12,0,0,0,76,12,10,54.5,Matches
140,Charlie Austin\8d228291,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,1,0,0,13,17,9,2,2,6,0,0,0,54,32,61,34.4,Matches
141,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Huesca,es La Liga,24,1994,22.2,12,1,1,44,51,10,39,18,15,0,0,0,131,54,53,50.5,Matches
142,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,3,0,0,36,27,9,10,8,27,0,0,0,64,31,90,25.6,Matches
143,Kaan Ayhan\2200181e,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,10,0,0,29,18,3,4,40,40,0,2,0,249,24,10,70.6,Matches
144,Floyd Ayité\fd5888a0,tg TOG,FWMF,Fulham,eng Premier League,29,1988,5.3,0,0,0,6,7,4,5,6,6,0,0,0,51,5,6,45.5,Matches
145,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,4,0,0,45,14,2,94,45,62,1,1,0,392,54,41,56.8,Matches
146,Abdoulaye Ba\1f54ed90,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,4,2,0,22,17,1,0,26,28,0,3,0,246,62,19,76.5,Matches
147,Florian Baak\150d5992,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
148,Ludovic Baal\d3ce9f1f,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,0,0,0,0,3,0,3,0,1,0,0,0,24,0,1,0.0,Matches
149,Khouma Babacar\422ec08a,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,0,0,0,26,22,10,4,6,8,1,1,0,63,24,32,42.9,Matches
150,Ryan Babel\6438d426,nl NED,FW,Fulham,eng Premier League,31,1986,13.9,3,0,0,14,20,9,17,11,7,0,0,0,66,9,14,39.1,Matches
151,Carlos Bacca\09a9e921,co COL,FW,Villarreal,es La Liga,31,1986,14.1,3,0,0,21,14,15,15,6,5,1,0,0,55,15,16,48.4,Matches
152,Juninho Bacuna\aaf1bf05,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,15.7,4,0,0,36,24,1,14,29,25,0,1,0,183,17,19,47.2,Matches
153,Leandro Bacuna\9dc69d38,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,6.2,2,0,0,15,4,0,4,13,9,0,0,0,77,6,6,50.0,Matches
154,Milan Badelj\e8c930bb,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,6,0,0,26,16,0,9,28,21,0,0,0,176,13,10,56.5,Matches
155,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,4,0,0,12,7,0,0,20,18,1,1,1,173,35,13,72.9,Matches
156,Holger Badstuber\45b7edae,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,1,0,0,6,3,0,0,7,5,0,0,0,65,9,3,75.0,Matches
157,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,3,0,0,58,40,31,32,5,12,0,0,0,110,27,65,29.3,Matches
158,Daniel Baier\f261abcb,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,7,0,0,58,58,0,17,44,38,0,0,0,494,21,23,47.7,Matches
159,Leon Bailey\3a233281,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,21.3,4,0,0,19,37,6,93,15,12,0,0,0,155,14,7,66.7,Matches
