Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
113,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34.0,0,0,0,0,2,0,0,0,0,0,0,0,135,0,0,,Matches
114,Scott Arfield\b1313ec4,ca CAN,MF,Burnley,eng Premier League,28,1988,14.8,3,0,0,26,18,2,8,16,23,0,0,0,126,13,40,24.5,Matches
115,Samuel Armenteros\9c8f641a,se SWE,FW,Benevento,it Serie A,27,1990,4.8,1,0,0,8,4,8,1,1,1,0,0,0,9,8,17,32.0,Matches
116,Yoël Armougom\9dd5da03,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,1.5,0,0,0,3,2,0,4,0,2,0,0,0,16,2,0,100.0,Matches
117,José Arnaiz\46e07328,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
118,Marko Arnautović\00459419,at AUT,FWMF,West Ham,eng Premier League,28,1989,25.7,5,1,0,38,32,43,60,18,16,0,0,0,153,33,59,35.9,Matches
119,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,9,1,0,50,85,3,38,17,41,0,1,0,275,21,30,41.2,Matches
120,Jann-Fiete Arp\c21fb312,de GER,FW,Hamburger SV,de Bundesliga,17,2000,9.4,1,0,0,21,20,3,3,2,5,0,0,0,31,10,52,16.1,Matches
121,Alejandro Arribas\cc29324e,es ESP,DF,La Coruña,es La Liga,28,1989,3.0,0,0,0,7,2,0,0,3,3,0,1,1,31,1,0,100.0,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Athletic Club,es La Liga,22,1994,30.0,3,0,0,1,7,0,0,0,0,0,1,0,131,0,0,,Matches
123,Harry Arter\2f4c5a52,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,4,0,0,13,17,0,4,13,14,0,0,0,101,5,5,50.0,Matches
124,Aythami Artiles\01ae64cd,es ESP,DF,Las Palmas,es La Liga,31,1986,2.0,0,0,0,0,1,0,0,1,2,0,0,0,13,5,0,100.0,Matches
125,Kwadwo Asamoah\089550f5,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,4,0,0,15,32,1,28,12,17,0,0,0,139,13,10,56.5,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,8.0,1,0,0,10,10,13,12,4,5,0,0,0,35,5,24,17.2,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,11,1,1,40,62,0,5,30,49,1,0,0,411,29,37,43.9,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,28,1989,23.0,3,0,0,2,3,0,0,0,0,0,1,0,119,0,0,,Matches
129,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,21,1996,20.5,2,0,0,13,36,3,76,9,16,0,0,0,98,0,0,,Matches
130,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,9,0,0,27,69,12,52,14,19,1,0,0,175,8,21,27.6,Matches
131,Benoît Assou-Ekotto\a557e6b0,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,2,3,1,11,10,1,11,33,10,0,0,0,124,0,4,0.0,Matches
132,Simon Asta\dfc85b89,de GER,MF,Augsburg,de Bundesliga,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
133,Davide Astori\1522dab2,it ITA,DF,Fiorentina,it Serie A,30,1987,25.0,5,0,0,25,24,1,11,33,32,0,1,0,320,53,28,65.4,Matches
134,Christian Atsu\8816329f,gh GHA,FWMF,Newcastle Utd,eng Premier League,25,1992,19.8,1,0,0,11,29,6,42,18,6,0,0,0,158,20,72,21.7,Matches
135,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,28,1989,11.7,0,0,0,2,7,10,21,6,7,0,0,0,47,8,28,22.2,Matches
136,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,1,1,1,16,7,15,19,1,2,1,0,0,49,11,16,40.7,Matches
137,Jean-Kévin Augustin\97bfa797,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,1,0,0,24,48,13,15,5,8,2,0,0,65,15,40,27.3,Matches
138,Ludwig Augustinsson\9fec8860,se SWE,DFMF,Werder Bremen,de Bundesliga,23,1994,28.1,3,0,0,31,14,4,74,25,25,0,0,0,237,36,33,52.2,Matches
139,Yann Aurel Bisseck\3963c25b,de GER,DFFW,Köln,de Bundesliga,16,2000,1.7,0,0,0,2,1,0,0,0,2,0,0,0,13,4,1,80.0,Matches
140,Serge Aurier\5c2b4f07,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,2,2,1,28,19,2,49,31,29,0,1,0,176,53,35,60.2,Matches
141,Charlie Austin\8d228291,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,2,0,0,18,20,14,1,3,5,0,0,0,48,42,79,34.7,Matches
142,Danilo Avelar\eacb45fd,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,19.2,2,0,0,19,21,1,58,37,23,1,0,0,189,24,14,63.2,Matches
143,Felipe Avenatti\23f9e9d3,uy URU,FWMF,Bologna,it Serie A,24,1993,5.2,1,0,0,6,3,0,3,3,1,0,0,0,20,23,24,48.9,Matches
144,Durel Avounou\833a91a1,cg CGO,MFDF,Caen,fr Ligue 1,19,1997,7.2,1,0,0,8,6,2,12,12,5,0,0,0,79,1,4,20.0,Matches
145,Chidozie Awaziem\70d8e84c,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,2,1,0,23,11,0,2,19,22,0,0,0,193,14,9,60.9,Matches
146,André Ayew\5dbefa9d,gh GHA,MFFW,West Ham,eng Premier League,27,1989,9.9,2,0,0,7,17,3,4,4,12,0,0,0,55,23,54,29.9,Matches
147,André Ayew\5dbefa9d,gh GHA,FWMF,Swansea City,eng Premier League,27,1989,10.6,3,0,0,21,22,3,3,8,12,1,0,0,48,23,50,31.5,Matches
148,Jordan Ayew\da052c14,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,31.7,2,1,0,69,102,8,37,35,63,0,0,0,198,67,155,30.2,Matches
149,Karim Azamoum\eaf71a5e,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25.3,5,1,0,65,18,0,34,23,46,0,1,0,269,37,26,58.7,Matches
150,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,27,1989,37.0,1,0,0,29,19,1,51,70,50,0,0,1,460,95,52,64.6,Matches
151,Ludovic Baal\d3ce9f1f,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,0,0,0,13,16,1,22,16,22,0,0,0,150,11,4,73.3,Matches
152,Khouma Babacar\422ec08a,sn SEN,FWMF,Fiorentina,it Serie A,24,1993,5.0,1,0,0,10,14,8,5,1,1,1,0,0,26,4,8,33.3,Matches
153,Khouma Babacar\422ec08a,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,0,0,0,21,16,5,7,1,10,0,0,0,40,8,28,22.2,Matches
154,Carlos Bacca\09a9e921,co COL,FW,Villarreal,es La Liga,30,1986,27.7,9,0,0,27,25,41,27,5,5,0,0,0,74,11,27,28.9,Matches
155,Milan Badelj\e8c930bb,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,9,2,1,55,31,0,16,46,51,0,0,0,348,27,40,40.3,Matches
156,Holger Badstuber\45b7edae,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,24.1,2,0,0,24,18,0,2,36,23,0,0,0,316,48,27,64.0,Matches
157,Dylan Bahamboula\7844c810,cg CGO,MFFW,Dijon,fr Ligue 1,22,1995,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
158,Farès Bahlouli\776972d5,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,3.4,2,0,0,13,8,3,19,0,5,0,0,0,28,0,1,0.0,Matches
159,Stéphane Bahoken\5046b7d4,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,5,0,0,45,23,20,22,12,9,0,1,0,70,13,19,40.6,Matches
