Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
807,Brahim Díaz\407feb71,es ESP,FWMF,Real Madrid,es La Liga,19,1999,6,65,11,1.9,0.7,0,,0,6,11,10,2.17,0,1,-1,-1.38,-2.62,0.8,1.3,-0.5,-0.71,-1.66,Matches
808,Javier Díaz\17a1299d,es ESP,GK,Sevilla,es La Liga,22,1997,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
809,Víctor Díaz\3624ce4c,es ESP,DF,Granada,es La Liga,31,1988,36,2884,80,84.3,32.0,33,85,27,3,21,1,1.53,43,43,0,0.00,-1.18,34.5,35.8,-1.3,-0.04,-0.23,Matches
810,Bakaye Dibassy\247accfd,ml MLI,DF,Amiens,fr Ligue 1,29,1989,22,1868,85,74.1,20.8,22,85,20,0,,1,0.91,21,35,-14,-0.67,+0.02,20.0,25.6,-5.6,-0.27,+0.16,Matches
811,Lorenzo Dickmann\12851227,it ITA,DFMF,SPAL,it Serie A,22,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
812,Eric Dier\ac861941,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,19,1344,71,39.3,14.9,15,85,13,4,18,13,1.95,26,23,+3,+0.20,-0.28,20.1,20.4,-0.3,-0.02,+0.23,Matches
813,Guillaume Dietsch\e11a39aa,fr FRA,GK,Metz,fr Ligue 1,18,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
814,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,eng Premier League,26,1993,35,3030,87,88.6,33.7,35,87,30,0,,1,1.29,37,49,-12,-0.36,-0.36,40.3,42.8,-2.5,-0.07,-0.86,Matches
815,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,28,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,2.61,85,33,+52,+1.37,,71.5,40.0,+31.5,+0.83,,Matches
816,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,it Serie A,26,1993,13,1006,77,29.4,11.2,12,82,9,1,26,0,1.46,18,19,-1,-0.09,+0.36,17.5,16.4,+1.1,+0.10,+0.21,Matches
817,Javairô Dilrosun\34a0f5ff,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,23,1309,57,42.8,14.5,16,73,6,7,21,3,1.39,17,21,-4,-0.28,+0.08,13.2,19.1,-5.9,-0.41,-0.16,Matches
818,Federico Dimarco\970b8574,it ITA,DF,Hellas Verona,it Serie A,21,1997,13,521,40,15.2,5.8,5,72,2,8,20,5,1.23,8,11,-3,-0.52,-0.49,8.0,9.2,-1.2,-0.21,-0.14,Matches
819,Federico Dimarco\970b8574,it ITA,DFMF,Inter,it Serie A,21,1997,3,27,9,0.8,0.3,0,,0,3,9,18,2.33,0,0,0,0.00,-1.19,0.3,0.4,-0.1,-0.24,-1.08,Matches
820,Tristan Dingomé\92b56413,cm CMR,MF,Reims,fr Ligue 1,28,1991,15,892,59,35.4,9.9,12,70,1,3,16,2,1.67,9,6,+3,+0.30,+0.19,11.0,7.3,+3.7,+0.37,+0.46,Matches
821,Lois Diony\4be0b467,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,12,666,56,26.4,7.4,8,70,1,4,26,4,0.67,5,8,-3,-0.41,+0.23,6.0,6.7,-0.7,-0.09,+0.19,Matches
822,Issa Diop\a712ca2b,fr FRA,DF,West Ham,eng Premier League,22,1997,32,2766,86,80.9,30.7,31,89,30,1,3,4,1.03,39,54,-15,-0.49,-0.76,39.3,50.6,-11.3,-0.37,+0.12,Matches
823,Papakouli Diop\7329018e,sn SEN,MF,Eibar,es La Liga,33,1986,30,2253,75,65.9,25.0,25,86,17,5,21,3,1.07,23,42,-19,-0.76,-0.91,24.6,35.1,-10.5,-0.42,-0.48,Matches
824,Yehvann Diouf\eedea60b,fr FRA,GK,Reims,fr Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
825,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,4,120,30,4.8,1.3,1,93,1,3,9,5,2.00,2,2,0,0.00,+0.60,2.2,1.5,+0.6,+0.48,+0.75,Matches
826,Axel Disasi\ad82197c,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,2430,90,96.4,27.0,27,90,27,0,,0,1.41,25,21,+4,+0.15,-0.85,26.4,25.1,+1.3,+0.05,-0.72,Matches
827,Tiago Djaló\b2336681,pt POR,DF,Lille,fr Ligue 1,19,2000,8,661,83,26.2,7.3,8,83,5,0,,13,1.13,9,7,+2,+0.27,-0.02,8.0,7.8,+0.2,+0.03,-0.44,Matches
828,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,27,1991,34,3060,90,89.5,34.0,34,90,34,0,,0,1.38,37,34,+3,+0.09,-0.66,32.9,35.0,-2.0,-0.06,-0.29,Matches
829,Moussa Djenepo\254147d4,ml MLI,MFDF,Southampton,eng Premier League,21,1998,18,928,52,27.1,10.3,10,74,4,8,23,3,1.28,15,13,+2,+0.19,+0.59,17.7,14.2,+3.6,+0.34,+0.44,Matches
830,Koffi Djidji\933d3b51,ci CIV,DF,Torino,it Serie A,26,1992,17,851,50,24.9,9.5,9,81,5,8,15,18,1.18,10,22,-12,-1.27,-0.92,9.6,21.3,-11.7,-1.24,-0.93,Matches
831,Alexander Djiku\43e7a164,gh GHA,DFMF,Strasbourg,fr Ligue 1,24,1994,25,2064,83,84.9,22.9,23,88,22,2,19,1,1.52,29,24,+5,+0.22,+1.45,31.4,25.9,+5.5,+0.24,+0.59,Matches
832,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,it Serie A,26,1993,34,2783,82,81.4,30.9,32,84,24,2,45,3,2.00,77,38,+39,+1.26,-0.29,64.4,32.0,+32.5,+1.05,-0.08,Matches
833,Naïs Djouahra\3594a357,fr FRA,FWDF,Real Sociedad,es La Liga,19,1999,2,29,15,0.8,0.3,0,,0,2,15,8,0.00,1,1,0,0.00,-0.21,0.7,0.2,+0.5,+1.43,+1.29,Matches
834,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,27,1992,35,3150,90,92.1,35.0,35,90,35,0,,3,1.03,33,51,-18,-0.51,-0.85,36.0,46.3,-10.3,-0.29,-0.51,Matches
835,Mihai Dobre\a1f3f5a0,ro ROU,MF,Bournemouth,eng Premier League,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
836,Matt Doherty\d557d734,ie IRL,DF,Wolves,eng Premier League,27,1992,36,2839,79,83.0,31.5,32,85,26,4,31,1,1.64,45,31,+14,+0.44,+0.91,40.8,27.1,+13.7,+0.43,+0.66,Matches
837,Kasper Dolberg\cc83b74d,dk DEN,FW,Nice,fr Ligue 1,21,1997,23,1888,82,74.9,21.0,22,85,14,1,16,0,1.39,32,27,+5,+0.24,+0.52,26.0,31.1,-5.1,-0.24,-0.04,Matches
838,Keagan Dolly\ccb1c3af,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6,148,25,5.9,1.6,1,95,1,5,11,4,1.17,0,2,-2,-1.22,-1.33,2.2,1.3,+0.9,+0.52,+0.64,Matches
839,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,28,1990,15,1324,88,38.7,14.7,14,90,14,1,64,23,1.27,19,23,-4,-0.27,-0.14,15.2,22.0,-6.8,-0.46,-0.23,Matches
840,Iago Domínguez\557fcc50,es ESP,GK,Celta Vigo,es La Liga,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
841,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,it Serie A,21,1998,16,699,44,20.4,7.8,7,74,1,9,20,4,0.94,8,11,-3,-0.39,-0.06,8.0,11.0,-2.9,-0.38,-0.42,Matches
842,Giulio Donati\22051fbe,it ITA,DF,Lecce,it Serie A,29,1990,20,1760,88,51.5,19.6,20,88,18,0,,1,1.00,28,45,-17,-0.87,0.00,30.0,41.4,-11.4,-0.58,+0.43,Matches
843,Ji Dong-won\7d841904,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,4,102,26,3.3,1.1,1,55,0,3,16,9,1.25,0,2,-2,-1.76,-1.19,0.4,1.6,-1.2,-1.05,-0.70,Matches
844,Anastasios Donis\0f26fd24,gr GRE,FWMF,Reims,fr Ligue 1,22,1996,15,609,41,24.2,6.8,6,66,0,9,23,4,1.33,5,5,0,0.00,-0.24,7.5,6.2,+1.3,+0.19,+0.15,Matches
845,Alfredo Donnarumma\5592007b,it ITA,FW,Brescia,it Serie A,28,1990,31,1684,54,49.2,18.7,20,75,9,11,17,4,0.71,19,43,-24,-1.28,-0.25,20.9,36.8,-15.8,-0.85,+0.16,Matches
846,Antonio Donnarumma\a4bd9edd,it ITA,GK,Milan,it Serie A,29,1990,0,,,0.0,0.0,0,,0,0,,36,0.00,1,2,-1,,,,,,,,Matches
847,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,20,1999,36,3201,89,93.6,35.6,36,89,35,0,,0,1.75,59,42,+17,+0.48,+0.48,55.9,41.8,+14.2,+0.40,+1.13,Matches
848,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Lille,fr Ligue 1,21,1997,24,2087,87,82.8,23.2,23,89,22,1,31,1,1.88,30,21,+9,+0.39,+0.60,33.8,23.9,+9.8,+0.42,+0.40,Matches
849,Mathieu Dossevi\6421dd73,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,26,1751,67,69.5,19.5,20,80,7,6,26,0,0.50,16,36,-20,-1.03,+0.84,22.0,28.1,-6.1,-0.31,+0.62,Matches
850,Bas Dost\dc90cfbe,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,24,1475,61,48.2,16.4,16,81,8,8,23,0,1.50,31,26,+5,+0.31,+0.65,27.3,24.4,+2.9,+0.18,+0.15,Matches
851,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,fr Ligue 1,15,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
852,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,eng Premier League,26,1993,37,3156,85,92.3,35.1,36,86,25,1,45,0,0.89,33,61,-28,-0.80,-0.80,41.7,52.3,-10.6,-0.30,+0.27,Matches
853,Mamadou Doucouré\7bd5b8fd,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,2,2,1,0.1,0.0,0,,0,2,1,6,3.00,0,0,0,0.00,-0.77,0.4,0.0,+0.4,+16.26,+15.56,Matches
854,Moussa Doumbia\6481421d,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,26,1718,66,68.2,19.1,22,75,3,4,15,0,1.50,16,14,+2,+0.10,-0.23,19.1,17.0,+2.1,+0.11,+0.11,Matches
855,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,450,90,17.9,5.0,5,90,5,0,,1,1.80,4,2,+2,+0.40,+0.70,3.7,5.0,-1.3,-0.25,-0.24,Matches
856,Souleyman Doumbia\9daeac61,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,90,90,3.6,1.0,1,90,1,0,,1,3.00,1,0,+1,+1.00,+0.52,1.2,0.5,+0.7,+0.74,+0.51,Matches
857,Thomas Doyle\5526deb1,eng ENG,MF,Manchester City,eng Premier League,17,2001,1,16,16,0.5,0.2,0,,0,1,16,5,3.00,1,0,+1,+5.63,+3.88,0.7,0.0,+0.7,+3.67,+2.14,Matches
858,Mohamed Dräger\8954fddc,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,18,1455,81,47.5,16.2,16,85,10,2,47,15,0.33,17,42,-25,-1.55,-0.87,16.7,35.0,-18.3,-1.13,-0.53,Matches
859,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,28,1991,15,1029,69,33.6,11.4,10,85,7,5,35,17,1.87,19,17,+2,+0.17,-0.49,19.3,16.2,+3.1,+0.27,-0.11,Matches
860,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,21,1997,31,2790,90,81.6,31.0,31,90,31,0,,2,1.06,36,43,-7,-0.23,-1.65,41.4,39.4,+2.0,+0.06,-0.48,Matches
861,Julian Draxler\1a992676,de GER,MF,Paris S-G,fr Ligue 1,25,1993,11,686,62,28.2,7.6,7,83,4,4,26,6,2.27,20,10,+10,+1.31,-0.80,17.7,7.1,+10.6,+1.39,-0.54,Matches
862,Dominick Drexler\809940aa,de GER,MFFW,Köln,de Bundesliga,29,1990,27,1587,59,51.9,17.6,18,78,11,9,21,4,1.04,19,40,-21,-1.19,-1.37,22.3,28.5,-6.2,-0.35,-0.46,Matches
863,Matthieu Dreyer\fbf83734,fr FRA,GK,Amiens,fr Ligue 1,30,1989,0,,,,,0,,0,0,,28,,,,,,,,,,,,Matches
864,Danny Drinkwater\2649ff32,eng ENG,MF,Aston Villa,eng Premier League,29,1990,4,259,65,7.6,2.9,4,65,0,0,,3,1.00,2,9,-7,-2.43,-1.89,2.4,6.0,-3.6,-1.24,-0.61,Matches
865,Danny Drinkwater\2649ff32,eng ENG,MF,Burnley,eng Premier League,29,1990,1,58,58,1.7,0.6,1,58,0,0,,8,0.00,0,2,-2,-3.10,-2.97,0.1,1.5,-1.4,-2.13,-2.05,Matches
866,Anthony Driscoll-Glennon\6a39bd42,eng ENG,DF,Burnley,eng Premier League,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
867,Josip Drmić\15ea94de,ch SUI,FWMF,Norwich City,eng Premier League,26,1992,21,647,31,18.9,7.2,5,73,1,16,18,4,0.43,1,11,-10,-1.39,-0.13,6.9,11.0,-4.1,-0.58,+0.07,Matches
868,Domingos Duarte\93090f69,pt POR,DF,Granada,es La Liga,24,1995,36,3087,86,90.3,34.3,34,89,32,2,39,1,1.47,46,40,+6,+0.17,-0.10,35.7,37.8,-2.1,-0.06,-0.59,Matches
869,Léo Duarte\73ddc40c,br BRA,DF,Milan,it Serie A,23,1996,6,405,68,11.8,4.5,4,90,4,2,23,9,1.50,5,6,-1,-0.22,-0.76,4.7,6.0,-1.3,-0.30,-0.71,Matches
870,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,es La Liga,30,1989,8,485,61,14.2,5.4,5,85,3,3,20,18,1.50,6,13,-7,-1.30,-1.33,6.4,11.6,-5.2,-0.97,-0.55,Matches
871,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,23,1995,31,2663,86,77.9,29.6,30,88,28,1,29,1,1.13,32,37,-5,-0.17,+2.21,32.3,35.7,-3.4,-0.11,+1.41,Matches
872,Augustas Dubickas\7f2ee94d,lt LTU,MF,Lecce,it Serie A,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
873,Edgaras Dubickas\c59f90b0,lt LTU,DF,Lecce,it Serie A,21,1998,1,3,3,0.1,0.0,0,,0,1,3,14,1.00,1,0,+1,+30.00,+30.90,0.8,0.0,+0.8,+23.97,+24.78,Matches
874,Leo Dubois\ff0ab48c,fr FRA,DF,Lyon,fr Ligue 1,24,1994,16,1346,84,53.4,15.0,15,89,14,1,17,0,1.63,24,13,+11,+0.74,+0.43,20.0,14.1,+5.8,+0.39,-0.03,Matches
875,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,38,58,-20,-0.53,,33.1,58.3,-25.2,-0.66,,Matches
876,Ondrej Duda\79ca3e23,sk SVK,MF,Norwich City,eng Premier League,24,1994,10,724,72,21.2,8.0,9,79,3,1,11,3,0.70,3,9,-6,-0.75,+0.69,8.5,11.1,-2.5,-0.32,+0.40,Matches
877,Ondrej Duda\79ca3e23,sk SVK,MFFW,Hertha BSC,de Bundesliga,24,1994,7,447,64,14.6,5.0,6,67,1,1,45,6,0.71,6,8,-2,-0.40,-0.09,6.9,8.4,-1.5,-0.30,+0.02,Matches
878,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,27,1992,19,1238,65,36.2,13.8,12,90,12,7,23,13,1.16,13,18,-5,-0.36,+0.05,13.5,17.9,-4.4,-0.32,+0.05,Matches
879,Unai Dufur\c261b5dd,es ESP,DF,Eibar,es La Liga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
880,Haris Duljević\9b6556d2,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,14,520,37,20.6,5.8,5,70,1,9,19,3,0.71,9,11,-2,-0.35,+0.24,6.6,9.7,-3.2,-0.55,-0.05,Matches
881,Taylan Duman\c13867c5,de GER,MF,Dortmund,de Bundesliga,22,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
882,Luka Dumancic\d95073fd,hr CRO,DF,Lecce,it Serie A,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
883,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,16,1228,77,35.9,13.6,14,82,11,2,38,3,1.38,14,20,-6,-0.44,+0.14,11.1,21.0,-9.8,-0.72,-0.09,Matches
884,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,it Serie A,26,1993,13,887,68,25.9,9.9,10,80,5,3,29,1,1.77,18,6,+12,+1.22,+1.54,18.5,12.0,+6.5,+0.65,+0.68,Matches
885,Alfred Duncan\528492ea,gh GHA,MF,Sassuolo,it Serie A,26,1993,13,843,65,24.6,9.4,10,80,4,3,15,5,1.08,19,20,-1,-0.11,-0.35,11.8,17.5,-5.7,-0.61,-0.53,Matches
886,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,27,1991,36,3230,90,94.4,35.9,36,90,35,0,,0,1.14,38,50,-12,-0.33,+1.09,39.7,49.3,-9.6,-0.27,+1.51,Matches
887,Jimmy Dunne\1fdfd6da,ie IRL,DF,Burnley,eng Premier League,21,1997,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
888,Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,9,511,57,16.7,5.7,6,80,2,3,10,20,0.56,5,8,-3,-0.53,-0.60,6.3,7.5,-1.1,-0.20,-0.36,Matches
889,Riza Durmisi\e5cd9da6,dk DEN,DF,Nice,fr Ligue 1,25,1994,4,160,40,6.3,1.8,2,71,0,2,9,3,1.50,1,3,-2,-1.13,-1.32,0.9,2.6,-1.7,-0.93,-0.75,Matches
890,Hugo Duro\37e103f8,es ESP,FWMF,Getafe,es La Liga,19,1999,12,378,32,11.1,4.2,4,70,0,8,12,5,1.25,3,8,-5,-1.19,-1.52,4.7,6.5,-1.8,-0.43,-0.45,Matches
891,Jean-Kevin Duverne\0cbc8baa,fr FRA,DF,Brest,fr Ligue 1,22,1997,14,1178,84,46.7,13.1,13,90,13,1,7,6,1.36,18,18,0,0.00,+0.20,16.4,15.8,+0.6,+0.05,+0.78,Matches
892,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,it Serie A,25,1993,33,2155,65,63.0,23.9,25,77,7,8,28,2,2.39,51,22,+29,+1.21,+0.93,43.9,23.2,+20.7,+0.86,+0.42,Matches
893,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,33,1986,35,2854,82,83.5,31.7,31,89,27,4,25,3,1.74,60,43,+17,+0.54,-0.90,61.5,41.4,+20.1,+0.63,-0.03,Matches
894,Blerim Džemaili\756959aa,ch SUI,MF,Bologna,it Serie A,33,1986,14,698,50,20.4,7.8,8,76,4,6,15,4,1.29,13,18,-5,-0.64,-0.38,8.6,12.4,-3.8,-0.50,-0.56,Matches
895,Jake Eastwood\54d9b72d,eng ENG,GK,Sheffield Utd,eng Premier League,22,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
896,Bruno Ecuele Manga\72a0fb65,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,2520,90,100.0,28.0,28,90,28,0,,0,1.07,27,37,-10,-0.36,,28.9,43.1,-14.2,-0.51,,Matches
897,Simone Edera\8697c095,it ITA,MFFW,Torino,it Serie A,22,1997,13,398,31,11.6,4.4,4,67,0,9,15,13,0.85,3,12,-9,-2.04,-1.65,4.7,6.9,-2.1,-0.48,+0.06,Matches
898,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,25,1993,35,3071,88,89.8,34.1,35,88,34,0,,0,2.14,95,28,+67,+1.96,+1.96,89.1,31.5,+57.6,+1.69,+1.50,Matches
899,John Egan\debe38a0,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,36,3187,89,93.2,35.4,36,89,34,0,,0,1.47,36,30,+6,+0.17,+2.49,39.5,43.1,-3.6,-0.10,+0.98,Matches
900,Johannes Eggestein\d571df78,de GER,MFFW,Werder Bremen,de Bundesliga,21,1998,14,510,36,16.7,5.7,4,78,1,10,20,10,0.43,5,13,-8,-1.41,-0.74,9.2,8.6,+0.6,+0.11,+0.37,Matches
901,Maximilian Eggestein\beb882a8,de GER,MFDF,Werder Bremen,de Bundesliga,22,1996,32,2855,89,93.3,31.7,32,89,31,0,,0,0.88,40,65,-25,-0.79,+0.09,38.1,44.8,-6.7,-0.21,-0.21,Matches
902,Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,de Bundesliga,24,1995,31,2329,75,76.1,25.9,29,78,18,2,27,1,1.06,36,46,-10,-0.39,+0.60,34.2,34.9,-0.7,-0.03,+0.43,Matches
903,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,30,1989,32,2385,75,69.7,26.5,27,84,21,5,24,1,1.28,38,41,-3,-0.11,+1.10,33.5,33.0,+0.4,+0.02,+0.24,Matches
904,Chinedu Ekene\b08087fd,de GER,FW,Hoffenheim,de Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
905,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,eng Premier League,33,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
906,Harvey Elliott\c8387671,eng ENG,DF,Liverpool,eng Premier League,16,2003,2,8,4,0.2,0.1,0,,0,2,4,10,3.00,0,0,0,0.00,-1.37,0.2,0.0,+0.2,+2.36,+1.53,Matches
907,Elif Elmas\cf007308,mk MKD,MF,Napoli,it Serie A,19,1999,26,1134,44,33.2,12.6,12,77,4,14,15,11,2.04,25,16,+9,+0.71,+0.64,17.9,11.5,+6.4,+0.51,-0.14,Matches
908,Ilay Elmkies\6cb0211b,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,0.00,0.1,0.1,+0.1,+5.04,+5.10,Matches
909,Ahmed Elmohamady\615ef733,eg EGY,DF,Aston Villa,eng Premier League,31,1987,18,1031,57,30.1,11.5,11,81,9,7,19,14,0.89,11,28,-17,-1.48,-1.14,11.2,23.7,-12.4,-1.08,-0.58,Matches
910,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,25,1994,22,1510,69,44.2,16.8,17,83,13,5,21,0,1.41,27,21,+6,+0.36,+0.26,21.4,16.1,+5.3,+0.31,+0.28,Matches
911,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,32,2618,82,85.6,29.1,30,85,25,2,35,0,1.94,57,34,+23,+0.79,+0.18,57.2,36.2,+21.1,+0.72,+0.15,Matches
912,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,25,1993,25,2121,85,62.0,23.6,24,87,19,1,45,5,1.00,18,31,-13,-0.55,+0.28,20.6,30.3,-9.7,-0.41,+0.03,Matches
913,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,es La Liga,27,1992,18,1371,76,40.1,15.2,17,79,6,1,34,0,0.61,11,18,-7,-0.46,+0.59,12.7,17.1,-4.4,-0.29,+0.02,Matches
914,Breel Embolo\0b4f388a,ch SUI,FWMF,M'Gladbach,de Bundesliga,22,1997,28,1550,55,50.7,17.2,17,76,5,11,24,1,1.86,35,19,+16,+0.93,+0.33,34.4,19.4,+15.0,+0.87,+0.34,Matches
915,Emerson\df8b52a5,br BRA,DF,Betis,es La Liga,20,1999,33,2839,86,83.0,31.5,32,88,29,1,21,1,1.12,39,49,-10,-0.32,-0.01,37.1,41.0,-3.9,-0.12,-0.38,Matches
916,Renaud Emond\5c9ac7f0,be BEL,FWMF,Nantes,fr Ligue 1,27,1991,6,292,49,11.6,3.2,3,71,1,3,26,0,0.67,5,3,+2,+0.62,+0.82,3.2,3.8,-0.7,-0.20,+0.01,Matches
917,Alan Empereur\825b8997,br BRA,DF,Hellas Verona,it Serie A,25,1994,13,855,66,25.0,9.5,8,88,7,5,31,19,1.08,15,18,-3,-0.32,-0.28,11.6,18.0,-6.4,-0.67,-0.78,Matches
918,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Leganés,es La Liga,22,1997,18,1385,77,40.5,15.4,15,87,13,3,27,0,0.61,14,27,-13,-0.84,-0.49,15.1,20.1,-5.0,-0.33,-0.47,Matches
919,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,22,1997,18,796,44,23.3,8.8,7,81,2,11,21,1,1.78,13,9,+4,+0.45,-0.10,9.5,9.3,+0.3,+0.03,-0.43,Matches
920,Ulrick Eneme\da92b0a4,ga GAB,FW,Amiens,fr Ligue 1,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
921,Björn Engels\4fdf1fd9,be BEL,DF,Aston Villa,eng Premier League,24,1994,17,1447,85,42.3,16.1,15,89,14,2,57,4,0.65,20,32,-12,-0.75,-0.11,19.8,31.8,-12.0,-0.75,-0.12,Matches
922,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,29,1990,30,1865,62,54.5,20.7,21,79,7,9,23,1,1.03,18,28,-10,-0.48,-0.08,20.9,26.6,-5.7,-0.28,-0.05,Matches
923,Patrick Enrici\b8eb5d85,it ITA,DF,Torino,it Serie A,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
924,Javier Eraso\aec0fb6f,es ESP,MFFW,Leganés,es La Liga,29,1990,20,815,41,23.8,9.1,11,61,1,9,16,13,0.90,1,11,-10,-1.10,-0.72,6.0,7.3,-1.3,-0.14,-0.13,Matches
925,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,eng Premier League,27,1992,20,1097,55,32.1,12.2,10,87,6,10,22,3,1.30,20,17,+3,+0.25,-0.18,14.6,18.2,-3.7,-0.30,-0.21,Matches
926,Christian Eriksen\980522ec,dk DEN,MF,Inter,it Serie A,27,1992,17,703,41,20.6,7.8,8,73,2,9,14,0,2.00,14,5,+9,+1.15,-0.04,17.5,6.4,+11.1,+1.42,+0.74,Matches
927,Sebastian Eriksson\35d76360,se SWE,DFMF,Genoa,it Serie A,30,1989,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
928,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Eibar,es La Liga,26,1993,23,1674,73,48.9,18.6,18,86,14,5,25,2,1.17,20,31,-11,-0.59,-0.28,20.7,28.1,-7.4,-0.40,-0.28,Matches
929,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,23,1995,3,270,90,7.9,3.0,3,90,3,0,,34,1.00,3,3,0,0.00,-0.20,3.0,3.5,-0.6,-0.19,-0.20,Matches
930,Sergio Escudero\b0616e3d,es ESP,DF,Sevilla,es La Liga,29,1989,11,773,70,22.6,8.6,8,81,6,3,42,20,1.55,13,11,+2,+0.23,-0.38,10.0,8.3,+1.7,+0.19,-0.21,Matches
