Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
49,David Alba\7a4cd784,es ESP,DF,Getafe,es La Liga,18,1999,1,61,61,1.8,0.7,1,61,0,0,,2,3.00,0,0,0,0.00,-0.24,0.0,0.9,-0.9,-1.32,-1.60,Matches
50,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,28,1989,33,2744,83,80.2,30.5,30,89,27,3,24,3,2.48,81,21,+60,+1.97,+0.64,65.2,31.8,+33.5,+1.10,+0.60,Matches
51,Raúl Albentosa\348e4809,es ESP,DF,La Coruña,es La Liga,28,1988,20,1748,87,51.1,19.4,19,90,18,1,45,8,0.70,19,34,-15,-0.77,+0.47,25.6,26.8,-1.2,-0.06,+0.33,Matches
52,Luis Alberto\5294a83f,es ESP,MFFW,Lazio,it Serie A,24,1992,34,2669,79,78.0,29.7,32,,19,2,,1,1.91,73,41,+32,+1.08,+0.12,50.8,34.4,+16.3,+0.55,+0.23,Matches
53,Raúl Albiol\4bd414c1,es ESP,DF,Napoli,it Serie A,31,1985,31,2742,88,80.2,30.5,30,,29,1,,5,2.26,58,21,+37,+1.21,-0.25,53.6,19.9,+33.7,+1.11,+0.11,Matches
54,Miiko Albornoz\d459281d,cl CHI,DF,Hannover 96,de Bundesliga,26,1990,10,703,70,23.0,7.8,7,,7,3,,10,0.70,10,17,-7,-0.90,-0.78,10.0,13.8,-3.8,-0.48,-0.31,Matches
55,Marc Albrighton\b827d5b3,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,34,2538,75,74.2,28.2,30,,19,4,,1,1.29,35,39,-4,-0.14,-0.14,34.3,38.5,-4.3,-0.15,-0.41,Matches
56,Paco Alcácer\a7a9d95a,es ESP,FWMF,Barcelona,es La Liga,23,1993,17,695,41,20.3,7.7,8,67,1,9,18,11,2.12,19,3,+16,+2.07,+0.29,17.8,7.3,+10.4,+1.35,+0.47,Matches
57,Pedro Alcalá\ba71d071,es ESP,DF,Girona,es La Liga,28,1989,8,689,86,20.1,7.7,8,86,7,0,,4,1.25,10,13,-3,-0.39,-0.19,12.4,9.8,+2.6,+0.34,+0.36,Matches
58,Thiago Alcántara\77e84962,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,19,1247,66,40.8,13.9,12,,9,7,,1,2.47,39,10,+29,+2.09,+0.36,35.2,11.7,+23.5,+1.70,+0.68,Matches
59,David Alcibiade\9b8970ce,fr FRA,DF,Nantes,fr Ligue 1,25,1991,3,208,69,6.1,2.3,2,,2,1,,6,2.33,3,2,+1,+0.43,+0.60,3.2,1.8,+1.4,+0.62,+0.60,Matches
60,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,eng Premier League,28,1989,14,1178,84,34.4,13.1,13,,13,1,,1,1.93,25,13,+12,+0.92,-0.13,21.7,10.4,+11.3,+0.86,+0.02,Matches
61,Steve Aldo One\a8599c17,cm CMR,DF,La Coruña,es La Liga,22,1995,1,90,90,2.6,1.0,1,90,1,0,,1,0.00,1,7,-6,-6.00,-5.14,1.8,3.2,-1.4,-1.42,-1.23,Matches
62,Álex Alegría\46166b49,es ESP,FW,Levante,es La Liga,24,1992,9,628,70,18.4,7.0,8,74,3,1,38,1,1.22,9,12,-3,-0.43,-0.08,7.3,9.9,-2.7,-0.38,+0.12,Matches
63,Iván Alejo\3d7e48ce,es ESP,FWMF,Eibar,es La Liga,22,1995,22,1102,50,32.2,12.2,14,69,1,8,16,6,1.50,16,11,+5,+0.41,+0.84,13.0,13.3,-0.3,-0.02,+0.14,Matches
64,Carles Aleñá\6c811eb7,es ESP,MF,Barcelona,es La Liga,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
65,Diego Alende\9af88279,es ESP,DF,Celta Vigo,es La Liga,19,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
66,Alex\8c9e7571,es ESP,GK,Atlético Madrid,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
67,Alexander\3e1858af,ar ARG,FWMF,Leganés,es La Liga,28,1988,13,1060,82,31.0,11.8,13,82,9,0,,0,1.31,8,12,-4,-0.34,+0.16,13.8,14.1,-0.3,-0.03,+0.21,Matches
68,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,18,1998,19,1573,83,46.0,17.5,18,,14,1,,16,1.89,39,17,+22,+1.26,+0.09,35.0,15.4,+19.7,+1.13,+0.19,Matches
69,Alexis\db0cd1ae,es ESP,DF,Alavés,es La Liga,31,1985,28,2184,78,63.9,24.3,25,85,23,3,18,7,1.32,26,33,-7,-0.29,-0.07,26.8,35.5,-8.7,-0.36,+0.06,Matches
70,Alisson\7a2e46a8,br BRA,GK,Roma,it Serie A,24,1992,37,3330,90,97.4,37.0,37,,37,0,,0,2.00,60,28,+32,+0.86,-0.14,68.1,39.0,+29.1,+0.79,+0.41,Matches
71,Bobby Allain\8870154f,fr FRA,GK,Dijon,fr Ligue 1,25,1991,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
72,Allan\cc700722,br BRA,MF,Napoli,it Serie A,26,1991,38,2850,75,83.3,31.7,32,,19,6,,0,2.39,62,21,+41,+1.29,+0.19,57.0,20.2,+36.8,+1.16,+0.47,Matches
73,Joe Allen\9feb8f24,wls WAL,MF,Stoke City,eng Premier League,27,1990,36,3139,87,91.8,34.9,36,,33,0,,1,0.92,31,55,-24,-0.69,+2.19,34.7,53.8,-19.1,-0.55,+1.73,Matches
74,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,36,2958,82,86.5,32.9,34,,18,2,,0,2.03,63,28,+35,+1.06,+0.48,56.5,26.6,+29.9,+0.91,+0.44,Matches
75,José Alonso Lara\7e28d6f7,es ESP,FW,Sevilla,es La Liga,17,2000,1,10,10,0.3,0.1,0,,0,1,10,0,3.00,0,0,0,0.00,+0.24,0.5,0.0,+0.5,+4.39,+4.37,Matches
76,Júnior Alonso\b18a3023,py PAR,DF,Lille,fr Ligue 1,24,1993,34,2782,82,81.3,30.9,30,,28,4,,3,0.91,31,53,-22,-0.71,-0.15,26.4,46.3,-19.9,-0.64,-0.77,Matches
77,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,26,1990,33,2855,87,83.5,31.7,33,,28,0,,1,1.85,48,30,+18,+0.57,-0.39,47.2,28.4,+18.8,+0.59,-0.01,Matches
78,Ricky Álvarez\92a5ac34,ar ARG,MFFW,Sampdoria,it Serie A,29,1988,12,267,22,7.8,3.0,2,,0,10,,21,1.83,4,5,-1,-0.34,-0.25,4.6,3.8,+0.8,+0.26,+0.62,Matches
79,Sergio Álvarez\8875b8c9,es ESP,GK,Celta Vigo,es La Liga,30,1986,17,1476,87,43.2,16.4,16,90,16,1,36,21,1.06,22,29,-7,-0.43,-0.70,24.1,23.6,+0.5,+0.03,+0.04,Matches
80,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,22,1995,8,675,84,19.7,7.5,7,90,7,1,45,6,0.88,7,10,-3,-0.40,-0.24,7.0,8.5,-1.5,-0.19,-0.18,Matches
81,Dani Alves\c9e99e49,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,25,2065,83,60.4,22.9,23,,21,2,,7,2.60,65,17,+48,+2.09,+0.03,53.9,18.6,+35.3,+1.54,+0.10,Matches
82,Ibrahim Amadou\9260926b,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,30,2405,80,70.3,26.7,30,,22,0,,0,1.00,29,44,-15,-0.56,+0.41,21.6,39.0,-17.4,-0.65,-0.51,Matches
83,Eloi Amagat\12a875ce,es ESP,FWMF,Girona,es La Liga,32,1985,2,15,8,0.4,0.2,0,,0,2,8,2,1.50,0,0,0,0.00,+0.24,0.4,0.1,+0.3,+1.91,+1.87,Matches
84,Morgan Amalfitano\ab914649,fr FRA,MF,Rennes,fr Ligue 1,32,1985,14,747,53,21.8,8.3,10,,2,4,,3,0.71,8,16,-8,-0.96,-1.44,8.9,17.1,-8.2,-0.99,-1.13,Matches
85,Romain Amalfitano\d7bf3d19,fr FRA,MF,Dijon,fr Ligue 1,27,1989,33,2703,82,79.0,30.0,31,,26,2,,0,1.33,47,55,-8,-0.27,+0.99,33.3,52.6,-19.3,-0.64,+0.22,Matches
86,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,22,1994,8,487,61,14.2,5.4,6,,4,2,,11,1.13,7,7,0,0.00,+0.12,7.7,7.5,+0.2,+0.04,+0.10,Matches
87,Jordi Amat\d70a2141,es ESP,DFMF,Betis,es La Liga,25,1992,25,2045,82,59.8,22.7,24,84,16,1,28,9,1.60,33,31,+2,+0.09,+0.28,22.5,28.3,-5.9,-0.26,-0.02,Matches
88,Amath\f3b1d9a2,sn SEN,MFFW,Getafe,es La Liga,21,1996,37,2859,77,83.6,31.8,36,79,10,1,22,0,1.49,34,24,+10,+0.31,+0.48,36.5,29.9,+6.6,+0.21,-0.27,Matches
89,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,23,1994,27,2193,81,64.1,24.4,24,,22,3,,2,1.89,49,31,+18,+0.74,-0.36,42.4,27.7,+14.7,+0.60,-0.47,Matches
90,Stephan Ambrosius\2930c9d8,de GER,DF,Hamburger SV,de Bundesliga,18,1998,1,45,45,1.5,0.5,1,,0,0,,5,1.00,1,1,0,0.00,+0.72,0.8,0.6,+0.1,+0.29,+0.76,Matches
91,Kelvin Amian\bcc81786,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,36,3154,88,92.2,35.0,35,,33,1,,0,1.03,34,47,-13,-0.37,+0.64,40.9,47.7,-6.8,-0.19,-0.03,Matches
92,Nadiem Amiri\555d5edd,de GER,MFFW,Hoffenheim,de Bundesliga,20,1996,28,1744,62,57.0,19.4,19,,8,9,,3,1.64,35,31,+4,+0.21,-0.75,28.7,30.0,-1.2,-0.06,-0.43,Matches
93,Yanis Ammour\aeed036d,fr FRA,FW,Montpellier,fr Ligue 1,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
94,Ethan Ampadu\10b9fa99,wls WAL,DF,Chelsea,eng Premier League,16,2000,1,11,11,0.3,0.1,0,,0,1,,11,3.00,0,1,-1,-8.18,-8.84,0.0,0.2,-0.2,-1.96,-2.56,Matches
95,Nordin Amrabat\7c2a398c,ma MAR,FW,Watford,eng Premier League,30,1987,3,198,66,5.8,2.2,3,,1,0,,0,1.67,4,3,+1,+0.45,+1.04,4.1,4.2,0.0,-0.02,+0.27,Matches
96,Nordin Amrabat\7c2a398c,ma MAR,FWMF,Leganés,es La Liga,30,1987,30,1623,54,47.5,18.0,17,77,6,13,24,0,1.03,18,26,-8,-0.44,+0.01,18.5,22.0,-3.5,-0.20,-0.04,Matches
97,Jon Ander Serantes\983ccabe,es ESP,GK,Leganés,es La Liga,27,1989,1,90,90,2.6,1.0,1,90,1,0,,2,3.00,3,2,+1,+1.00,+1.49,1.5,1.9,-0.3,-0.32,-0.15,Matches
98,Joachim Andersen\e34fc66d,dk DEN,DF,Sampdoria,it Serie A,21,1996,7,546,78,16.0,6.1,6,,6,1,,25,1.29,7,13,-6,-0.99,-1.05,6.7,9.6,-2.9,-0.47,-0.19,Matches
99,Felipe Anderson\9f1893b9,br BRA,MFFW,Lazio,it Serie A,24,1993,21,1162,55,34.0,12.9,9,,6,12,,2,1.62,33,16,+17,+1.32,+0.40,19.3,14.6,+4.7,+0.37,-0.20,Matches
100,Keshi Anderson\864a3eba,eng ENG,FWMF,Crystal Palace,eng Premier League,22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
101,Florin Andone\dc008610,ro ROU,FW,La Coruña,es La Liga,24,1993,29,1636,56,47.8,18.2,16,86,10,13,20,5,0.66,17,30,-13,-0.72,+0.55,22.6,23.0,-0.4,-0.02,+0.39,Matches
102,Nícolas Andrade\326d09ef,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,3240,90,94.7,36.0,36,,35,0,,1,0.69,29,71,-42,-1.17,+1.83,34.0,71.7,-37.7,-1.05,+0.90,Matches
103,Benjamin André\ef9c1c95,fr FRA,MF,Rennes,fr Ligue 1,26,1990,34,3012,89,88.1,33.5,34,,29,0,,0,1.59,45,37,+8,+0.24,+0.68,42.1,44.0,-1.9,-0.06,+0.42,Matches
104,Marco Andreolli\13d820de,it ITA,DF,Cagliari,it Serie A,31,1986,23,1829,80,53.5,20.3,20,,19,3,,14,0.91,16,33,-17,-0.84,-0.21,19.4,31.3,-11.9,-0.59,-0.20,Matches
105,Yoann Andreu\872cd68c,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,2070,90,60.5,23.0,23,,23,0,,2,1.17,25,26,-1,-0.04,+0.56,28.5,25.5,+3.0,+0.13,+0.23,Matches
106,Miguel Ángel Guerrero\b35db3f6,es ESP,FW,Leganés,es La Liga,27,1990,22,1442,66,42.2,16.0,15,87,12,7,20,2,1.05,17,24,-7,-0.44,+0.02,17.0,21.5,-4.5,-0.28,-0.18,Matches
107,Miguel Ángel Moyá\011d8c56,es ESP,GK,Atlético Madrid,es La Liga,33,1984,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches
108,Miguel Ángel Moyá\011d8c56,es ESP,GK,Real Sociedad,es La Liga,33,1984,9,764,85,22.3,8.5,9,85,8,0,,2,1.22,9,8,+1,+0.12,-0.09,8.9,9.9,-1.0,-0.11,-0.41,Matches
109,Miguel Ángel Rubio\56cafd0a,es ESP,DF,Getafe,es La Liga,19,1998,1,29,29,0.8,0.3,0,,0,1,29,0,3.00,1,0,+1,+3.10,+2.89,1.3,0.5,+0.7,+2.32,+2.09,Matches
110,José Ángel\3024e383,es ESP,DF,Eibar,es La Liga,27,1989,30,2426,81,70.9,27.0,28,85,21,2,30,5,1.37,31,35,-4,-0.15,+0.03,28.8,31.8,-3.0,-0.11,+0.02,Matches
111,Gabriele Angella\0c971997,it ITA,DF,Udinese,it Serie A,28,1989,12,893,74,26.1,9.9,9,,7,3,,7,0.75,15,16,-1,-0.10,+0.40,14.3,14.7,-0.4,-0.04,+0.20,Matches
112,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Inter,it Serie A,30,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
113,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Torino,it Serie A,30,1986,25,1872,75,54.7,20.8,20,,17,5,,3,1.48,26,27,-1,-0.05,-0.57,26.6,31.0,-4.4,-0.21,-0.16,Matches
114,Luca Antei\97c9bce3,it ITA,DF,Benevento,it Serie A,25,1992,8,592,74,17.3,6.6,8,,5,0,,2,0.00,4,18,-14,-2.13,-0.95,6.1,15.8,-9.7,-1.48,-0.66,Matches
115,Mirco Antenucci\43a2e16c,it ITA,FW,SPAL,it Serie A,32,1984,33,2571,78,75.2,28.6,28,,21,5,,2,1.09,33,40,-7,-0.25,+1.13,28.4,44.2,-15.8,-0.55,+0.13,Matches
116,Waldemar Anton\5e66fa06,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,27,2278,84,74.4,25.3,26,,25,1,,1,1.26,32,35,-3,-0.12,+0.69,34.3,38.0,-3.7,-0.14,+0.40,Matches
117,Luca Antonelli\40f0ed6c,it ITA,DFMF,Milan,it Serie A,30,1987,6,144,24,4.2,1.6,1,,0,5,,24,2.17,2,3,-1,-0.62,-1.04,1.3,1.2,+0.1,+0.07,-0.33,Matches
118,Michail Antonio\ac05f970,jm JAM,FWMF,West Ham,eng Premier League,27,1990,21,1354,64,39.6,15.0,16,,8,5,,0,1.05,13,23,-10,-0.66,-0.23,13.4,23.0,-9.6,-0.64,-0.21,Matches
119,Mirko Antonucci\91976866,it ITA,FW,Roma,it Serie A,18,1999,2,31,16,0.9,0.3,0,,0,2,,14,0.50,1,1,0,0.00,-0.88,1.0,1.4,-0.4,-1.18,-1.97,Matches
120,Vitorino Antunes\3e4f735d,pt POR,DF,Getafe,es La Liga,30,1987,34,2799,82,81.8,31.1,31,90,31,3,3,2,1.41,34,31,+3,+0.10,-0.77,40.0,31.1,+9.0,+0.29,+0.19,Matches
121,Dennis Aogo\c311243f,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,29,1954,67,63.9,21.7,22,,14,7,,3,1.55,21,25,-4,-0.18,-0.51,23.6,29.3,-5.7,-0.26,-0.23,Matches
122,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,32,2430,76,71.1,27.0,27,,18,5,,4,2.00,62,30,+32,+1.19,+0.09,50.8,29.8,+20.9,+0.77,+0.20,Matches
123,Alberto Aquilani\ad340e17,it ITA,MF,Las Palmas,es La Liga,33,1984,21,1297,62,37.9,14.4,15,80,8,6,17,11,0.57,11,26,-15,-1.04,+0.44,15.5,26.0,-10.6,-0.73,-0.02,Matches
