Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
730,Lucas Deaux\44f8c299,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,26,1945,75,56.9,21.6,24,,13,2,,3,1.12,25,37,-12,-0.56,-0.62,25.2,30.6,-5.3,-0.25,-0.09,Matches
731,Mathieu Debuchy\92232aad,fr FRA,DF,Arsenal,eng Premier League,32,1985,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
732,Mathieu Debuchy\92232aad,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,15,1314,88,38.4,14.6,15,,13,0,,0,1.93,25,12,+13,+0.89,+1.57,24.5,17.3,+7.3,+0.50,+0.79,Matches
733,Troy Deeney\82e34b69,eng ENG,FW,Watford,eng Premier League,29,1988,29,1844,64,53.9,20.5,20,,13,9,,1,0.97,23,28,-5,-0.24,+0.61,28.4,28.9,-0.5,-0.03,+0.55,Matches
734,Jermain Defoe\f1e8372d,eng ENG,FWMF,Bournemouth,eng Premier League,34,1982,24,1088,45,31.8,12.1,11,,2,13,,2,0.75,18,21,-3,-0.25,+0.25,15.2,21.3,-6.1,-0.50,-0.09,Matches
735,Steven Defour\73489527,be BEL,MF,Burnley,eng Premier League,29,1988,24,1997,83,58.4,22.2,24,,12,0,,0,1.42,18,17,+1,+0.05,+0.30,18.1,28.9,-10.8,-0.49,-0.08,Matches
736,Grégoire Defrel\854ee61a,mq MTQ,FWMF,Roma,it Serie A,26,1991,15,485,32,14.2,5.4,5,,0,10,,6,1.80,11,8,+3,+0.56,-0.36,11.5,9.0,+2.5,+0.46,-0.37,Matches
737,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,it Serie A,21,1995,13,449,35,13.1,5.0,4,,1,9,,15,0.85,2,8,-6,-1.20,-0.54,5.8,5.8,-0.1,-0.02,+0.55,Matches
738,Mattia Del Favero\cd837326,it ITA,GK,Juventus,it Serie A,19,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
739,Lorenzo Del Pinto\081b6080,it ITA,MF,Benevento,it Serie A,27,1990,15,760,51,22.2,8.4,7,,5,8,,22,0.20,4,17,-13,-1.54,-0.25,10.5,17.0,-6.5,-0.78,+0.21,Matches
740,Enrico Del Prato\4c6f9258,it ITA,DFMF,Atalanta,it Serie A,17,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
741,Ferdinando Del Sole\e6bddd1f,it ITA,MF,Juventus,it Serie A,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
742,Damien Delaney\210d9ecb,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,2,96,48,2.8,1.1,1,,1,1,,8,0.00,0,5,-5,-4.69,-4.55,0.3,2.9,-2.6,-2.43,-2.65,Matches
743,Thomas Delaney\fe641c1a,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,32,2796,87,91.4,31.1,31,,30,1,,0,1.28,33,36,-3,-0.10,-0.10,35.7,43.9,-8.2,-0.26,-0.10,Matches
744,Jonathan Delaplace\79685569,fr FRA,MF,Caen,fr Ligue 1,31,1986,12,583,49,17.0,6.5,5,,3,7,,11,1.25,3,8,-5,-0.77,-0.14,7.2,9.3,-2.0,-0.31,-0.17,Matches
745,Cristian Dell'Orco\b0243215,it ITA,DF,Sassuolo,it Serie A,23,1994,8,421,53,12.3,4.7,5,,4,3,,10,2.25,8,6,+2,+0.43,+1.39,4.4,4.6,-0.2,-0.04,-0.05,Matches
746,Fabio Della Giovanna\40872399,it ITA,DF,SPAL,it Serie A,20,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
747,Andy Delort\d33c706e,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,32,2334,73,68.2,25.9,25,,16,7,,0,0.91,29,36,-7,-0.27,+0.48,34.3,37.6,-3.3,-0.13,+0.20,Matches
748,Fabian Delph\111c3236,eng ENG,DF,Manchester City,eng Premier League,27,1989,22,1741,79,50.9,19.3,21,,15,1,,3,2.64,55,17,+38,+1.96,-0.23,46.7,11.3,+35.4,+1.83,+0.32,Matches
749,Mousa Dembélé\f7ee69fb,be BEL,MF,Tottenham,eng Premier League,30,1987,28,1879,67,54.9,20.9,21,,8,7,,2,1.93,41,21,+20,+0.96,-0.09,34.8,22.4,+12.3,+0.59,-0.57,Matches
750,Ousmane Dembélé\b19db005,fr FRA,FWMF,Barcelona,es La Liga,20,1997,17,925,54,27.0,10.3,12,68,2,5,21,3,2.35,30,14,+16,+1.56,-0.39,21.6,16.4,+5.1,+0.50,-0.66,Matches
751,Jessy Deminguet\a6138e4a,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,12,534,45,15.6,5.9,5,,2,7,,11,0.58,5,10,-5,-0.84,-0.22,4.6,9.4,-4.9,-0.82,-0.77,Matches
752,Kerem Demirbay\54b4dc4e,de GER,MF,Hoffenheim,de Bundesliga,24,1993,19,1211,64,39.6,13.5,13,,9,6,,1,1.79,22,13,+9,+0.67,+0.23,18.5,18.1,+0.4,+0.03,-0.16,Matches
753,Ermedin Demirović\ed79b7d3,ba BIH,FW,Alavés,es La Liga,19,1998,3,182,61,5.3,2.0,2,90,2,1,2,5,1.00,3,1,+2,+0.99,+1.32,1.9,2.9,-1.0,-0.50,-0.13,Matches
754,Diego Demme\dc3fa3b5,de GER,MF,RB Leipzig,de Bundesliga,25,1991,30,2284,76,74.6,25.4,25,,20,5,,2,1.63,46,39,+7,+0.28,+0.62,41.7,32.7,+8.9,+0.35,+0.40,Matches
755,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Chievo,it Serie A,20,1997,19,1192,63,34.9,13.2,13,,7,6,,18,1.11,9,20,-11,-0.83,-0.35,9.2,22.5,-13.3,-1.00,-0.65,Matches
756,Memphis Depay\8f696594,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,36,2555,71,74.7,28.4,28,,14,8,,1,2.06,68,25,+43,+1.51,+1.41,50.2,26.8,+23.4,+0.83,+0.42,Matches
757,Mathieu Deplagne\ff16ecad,fr FRA,DF,Troyes,fr Ligue 1,25,1991,28,2411,86,70.5,26.8,28,,24,0,,3,0.89,21,34,-13,-0.49,+0.76,27.6,35.9,-8.4,-0.31,+0.48,Matches
758,Laurent Depoitre\aa5859cb,be BEL,FW,Huddersfield,eng Premier League,28,1988,33,1820,55,53.2,20.2,18,,15,15,,2,0.82,14,34,-20,-0.99,-0.43,15.1,29.7,-14.6,-0.72,-0.23,Matches
759,Mike van der Hoorn\25f50295,nl NED,DF,Swansea City,eng Premier League,24,1992,24,1944,81,56.8,21.6,24,,16,0,,13,1.00,17,27,-10,-0.46,+0.63,17.5,31.7,-14.2,-0.66,+0.25,Matches
760,Gregory van der Wiel\2fb3ad46,nl NED,DF,Cagliari,it Serie A,29,1988,5,288,58,8.4,3.2,3,,2,2,,9,0.20,2,4,-2,-0.62,+0.12,1.8,5.5,-3.6,-1.14,-0.70,Matches
761,Rémy Descamps\477e50ce,fr FRA,GK,Paris S-G,fr Ligue 1,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
762,Daniele Dessena\02b2937c,it ITA,MFDF,Cagliari,it Serie A,30,1987,17,573,34,16.8,6.4,7,,1,10,,13,1.18,3,11,-8,-1.26,-0.62,4.7,9.6,-4.9,-0.77,-0.33,Matches
763,Mattia Destro\d7d32194,it ITA,FW,Bologna,it Serie A,26,1991,26,1617,62,47.3,18.0,19,,11,7,,7,1.12,22,23,-1,-0.06,+0.49,19.5,25.3,-5.8,-0.32,+0.22,Matches
764,Gerard Deulofeu\39583cfd,es ESP,FWMF,Watford,eng Premier League,23,1994,7,435,62,12.7,4.8,5,,0,2,,0,1.43,3,3,0,0.00,+0.60,4.7,4.9,-0.2,-0.04,+0.27,Matches
765,Gerard Deulofeu\39583cfd,es ESP,MFFW,Barcelona,es La Liga,23,1994,10,503,50,14.7,5.6,5,71,0,5,30,3,2.60,19,2,+17,+3.04,+1.41,11.3,3.2,+8.1,+1.44,+0.55,Matches
766,Gianluca Di Chiara\68852c0a,it ITA,DF,Benevento,it Serie A,23,1993,13,1007,77,29.4,11.2,11,,9,2,,8,0.31,6,29,-23,-2.06,-1.01,10.1,26.3,-16.1,-1.44,-0.71,Matches
767,Federico Di Francesco\1fca9171,it ITA,FWDF,Bologna,it Serie A,23,1994,24,1591,66,46.5,17.7,20,,8,4,,6,0.88,19,21,-2,-0.11,+0.38,17.2,23.8,-6.6,-0.37,+0.12,Matches
768,Davide Di Gennaro\951a4ee4,it ITA,MF,Lazio,it Serie A,29,1988,2,11,6,0.3,0.1,0,,0,2,,20,3.00,1,0,+1,+8.18,+7.15,0.4,0.0,+0.4,+3.14,+2.65,Matches
769,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,30,2108,70,61.6,23.4,26,,10,4,,3,2.43,59,17,+42,+1.79,-0.74,51.7,18.4,+33.3,+1.42,-0.21,Matches
770,Franco Di Santo\549c6ba7,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,30,1654,55,54.1,18.4,22,,4,8,,3,1.83,30,16,+14,+0.76,+0.63,25.6,17.8,+7.8,+0.43,+0.57,Matches
771,Cheick Diabaté\95cfe655,ml MLI,FWMF,Benevento,it Serie A,29,1988,11,664,60,19.4,7.4,7,,5,4,,3,1.18,9,10,-1,-0.14,+1.50,9.6,13.2,-3.7,-0.50,+0.55,Matches
772,Fousseni Diabaté\d07e3b41,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,14,587,42,17.2,6.5,5,,1,9,,1,0.93,11,12,-1,-0.15,-0.06,9.0,8.7,+0.3,+0.04,+0.11,Matches
773,Moussa Diaby\aeed5c06,fr FRA,MF,Crotone,it Serie A,18,1999,2,69,35,2.0,0.8,1,,0,1,,11,0.50,0,1,-1,-1.30,-0.63,0.3,0.9,-0.6,-0.73,-0.13,Matches
774,Fallou Diagne\cd387ff4,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,29,2240,77,65.5,24.9,26,,19,3,,1,0.83,26,49,-23,-0.92,+0.53,25.4,44.4,-19.0,-0.77,0.00,Matches
775,Adama Diakhaby\65585e3a,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,22,851,39,24.9,9.5,10,,1,12,,10,2.00,17,13,+4,+0.42,-0.84,11.5,12.2,-0.7,-0.07,-0.60,Matches
776,Mouctar Diakhaby\d2110326,fr FRA,DF,Lyon,fr Ligue 1,20,1996,12,728,61,21.3,8.1,8,,7,4,,21,1.67,19,17,+2,+0.25,-1.16,12.6,11.3,+1.4,+0.17,-0.70,Matches
777,Abdou Diallo\fc62f087,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,27,2415,89,78.9,26.8,27,,26,0,,0,1.15,29,40,-11,-0.41,+0.01,27.6,40.4,-12.8,-0.48,-0.01,Matches
778,Abdoulaye Diallo\26383ea5,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,270,90,7.9,3.0,3,,3,0,,31,0.67,4,5,-1,-0.33,-0.53,4.8,5.1,-0.3,-0.08,+0.03,Matches
779,Habib Diallo\6605d143,sn SEN,FW,Metz,fr Ligue 1,22,1995,1,15,15,0.4,0.2,0,,0,1,,0,0.00,0,1,-1,-6.00,-4.92,0.0,0.4,-0.4,-2.70,-1.94,Matches
780,Ibrahima Diallo\11ff3d56,fr FRA,MF,Monaco,fr Ligue 1,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
781,Mustapha Diallo\6c6ecdd4,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,26,1382,53,40.4,15.4,16,,10,10,,6,1.35,21,20,+1,+0.07,+0.60,19.8,17.9,+1.9,+0.12,+0.56,Matches
782,Mohamed Diamé\b7d082af,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,31,2041,66,59.7,22.7,23,,14,8,,6,1.32,26,27,-1,-0.04,+0.41,30.0,32.3,-2.4,-0.10,+0.27,Matches
783,Grady Diangana\f522d7ec,eng ENG,MF,West Ham,eng Premier League,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
784,Lassana Diarra\79584585,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,10,606,61,17.7,6.7,8,,3,2,,2,2.30,17,3,+14,+2.08,0.00,13.0,5.2,+7.7,+1.15,-0.43,Matches
785,Tiago Dias\b2f12baf,pt POR,FW,Milan,it Serie A,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
786,Amadou Diawara\bf309d24,gn GUI,MF,Napoli,it Serie A,20,1997,18,655,36,19.2,7.3,5,,5,13,,20,2.78,19,8,+11,+1.51,+0.31,14.4,5.9,+8.5,+1.17,+0.11,Matches
787,Brahim Díaz\407feb71,es ESP,FWMF,Manchester City,eng Premier League,17,1999,5,55,11,1.6,0.6,0,,0,5,,5,2.60,2,1,+1,+1.64,-0.45,1.2,1.1,+0.1,+0.11,-1.59,Matches
788,Bakaye Dibassy\247accfd,ml MLI,DF,Amiens,fr Ligue 1,27,1989,32,2778,87,81.2,30.9,31,,29,1,,3,1.34,32,33,-1,-0.03,+0.53,29.8,44.0,-14.1,-0.46,+0.39,Matches
789,Daniel Didavi\d3096421,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,30,2237,75,73.1,24.9,26,,11,4,,1,1.00,27,31,-4,-0.16,+0.71,26.4,35.5,-9.1,-0.37,-0.23,Matches
790,Thomas Didillon\a3d524cb,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,810,90,23.7,9.0,9,,9,0,,12,0.44,2,14,-12,-1.33,-0.30,9.4,13.8,-4.4,-0.49,+0.37,Matches
791,Étienne Didot\d2aa8ac0,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,23,1620,70,47.4,18.0,21,,5,2,,6,1.13,25,28,-3,-0.17,+0.23,23.6,24.4,-0.9,-0.05,+0.31,Matches
792,Adrián Diéguez\70438d35,es ESP,DF,Alavés,es La Liga,21,1996,6,435,73,12.7,4.8,6,73,3,0,,6,1.00,3,6,-3,-0.62,-0.41,4.6,8.1,-3.5,-0.72,-0.39,Matches
793,Dennis Diekmeier\6873f3bc,de GER,DF,Hamburger SV,de Bundesliga,27,1989,22,1868,85,61.0,20.8,22,,20,0,,6,0.91,16,30,-14,-0.67,+0.08,21.7,30.8,-9.1,-0.44,+0.05,Matches
794,Eric Dier\ac861941,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,34,2824,83,82.6,31.4,32,,27,2,,3,2.06,59,30,+29,+0.92,-0.43,58.0,27.9,+30.2,+0.96,+0.64,Matches
795,Lucas Digne\1b84dbe1,fr FRA,DF,Barcelona,es La Liga,24,1993,12,704,59,20.6,7.8,8,83,6,4,10,19,2.33,17,7,+10,+1.28,-0.71,12.5,9.5,+3.0,+0.38,-0.75,Matches
796,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,26,1991,14,1260,90,36.8,14.0,14,,14,0,,1,1.79,27,10,+17,+1.21,+0.01,26.9,9.9,+17.0,+1.22,+0.31,Matches
797,Virgil van Dijk\e06683ca,nl NED,DF,Southampton,eng Premier League,26,1991,12,994,83,29.1,11.0,11,,11,1,,2,1.08,13,18,-5,-0.45,+0.07,14.8,13.3,+1.5,+0.13,+0.44,Matches
798,Landry Dimata\b5f63410,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,21,902,43,29.5,10.0,9,,1,12,,7,0.62,7,14,-7,-0.70,-0.49,11.7,12.0,-0.3,-0.03,+0.38,Matches
799,Tristan Dingomé\92b56413,cm CMR,MF,Troyes,fr Ligue 1,26,1991,14,1167,83,34.1,13.0,14,,11,0,,0,1.29,15,18,-3,-0.23,+0.73,13.4,19.0,-5.6,-0.42,+0.05,Matches
800,Ismaël Diomandé\10650926,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,11,711,65,20.8,7.9,8,,6,3,,8,0.73,6,17,-11,-1.39,-0.93,7.8,14.6,-6.8,-0.86,-0.87,Matches
801,Lois Diony\4be0b467,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,16,932,58,27.3,10.4,11,,3,5,,2,1.19,10,18,-8,-0.77,-0.95,12.3,17.2,-4.8,-0.47,-0.66,Matches
802,Issa Diop\a712ca2b,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,3060,90,89.5,34.0,34,,34,0,,0,0.88,33,50,-17,-0.50,-0.75,42.8,48.2,-5.4,-0.16,+0.31,Matches
803,Papakouli Diop\7329018e,sn SEN,MF,Espanyol,es La Liga,31,1986,5,264,53,7.7,2.9,3,83,2,2,8,6,2.00,3,7,-4,-1.36,-1.31,2.7,6.8,-4.1,-1.40,-1.38,Matches
804,Papakouli Diop\7329018e,sn SEN,MF,Eibar,es La Liga,31,1986,15,940,63,27.5,10.4,12,76,6,3,10,4,1.27,11,9,+2,+0.19,+0.48,12.0,11.3,+0.7,+0.06,+0.25,Matches
805,Yehvann Diouf\eedea60b,fr FRA,GK,Troyes,fr Ligue 1,17,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
806,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,25,1345,54,39.3,14.9,17,,6,8,,12,1.68,15,20,-5,-0.33,-0.42,14.4,18.2,-3.8,-0.25,-0.43,Matches
807,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,25,1991,36,3239,90,94.7,36.0,36,90,35,0,,0,1.44,41,32,+9,+0.25,+0.25,44.3,35.9,+8.4,+0.23,-0.35,Matches
808,Koffi Djidji\933d3b51,ci CIV,DF,Nantes,fr Ligue 1,24,1992,29,2416,83,70.6,26.8,27,,24,2,,6,1.38,27,30,-3,-0.11,+0.07,30.4,26.7,+3.7,+0.14,+0.29,Matches
809,Alexander Djiku\43e7a164,gh GHA,DF,Caen,fr Ligue 1,22,1994,28,2520,90,73.7,28.0,28,,28,0,,0,1.00,20,33,-13,-0.46,+0.74,28.8,31.0,-2.1,-0.08,+0.37,Matches
810,Papy Djilobodji\083525e5,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,2700,90,78.9,30.0,30,,29,0,,0,1.37,45,48,-3,-0.10,+1.77,33.5,50.4,-16.9,-0.56,+0.60,Matches
811,Berat Djimsiti\6eee05f1,al ALB,DF,Benevento,it Serie A,24,1993,30,2700,90,78.9,30.0,30,,30,0,,5,0.70,30,61,-31,-1.03,+1.47,30.2,56.1,-26.0,-0.87,+0.34,Matches
812,Franck Djoulou\a5443b3d,ci CIV,FW,Udinese,it Serie A,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
813,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,25,1992,36,3240,90,94.7,36.0,36,90,36,0,,2,1.31,40,49,-9,-0.25,-1.75,37.5,41.3,-3.8,-0.11,+0.21,Matches
814,Dodô\99931185,br BRA,DF,Sampdoria,it Serie A,25,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
815,Keagan Dolly\ccb1c3af,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,17,880,52,25.7,9.8,9,,2,8,,12,1.12,12,12,0,0.00,-0.11,11.7,11.9,-0.2,-0.02,-0.05,Matches
816,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,26,1990,5,450,90,13.2,5.0,5,90,5,0,,33,2.40,8,5,+3,+0.60,-0.13,5.5,4.7,+0.8,+0.17,-0.14,Matches
817,Jean-Luc Dompé\9ffdf29a,fr FRA,MF,Amiens,fr Ligue 1,21,1995,1,29,29,0.8,0.3,0,,0,1,,2,0.00,0,0,0,0.00,+0.13,0.1,0.4,-0.3,-0.92,-0.40,Matches
818,Andrea Donadello\81d1603c,it ITA,DF,Udinese,it Serie A,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
819,Giulio Donati\22051fbe,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,29,2284,79,74.6,25.4,26,,18,3,,2,1.03,24,38,-14,-0.55,-0.55,23.1,36.8,-13.6,-0.54,-0.25,Matches
820,Ji Dong-won\7d841904,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,3,19,6,0.6,0.2,0,,0,3,,5,1.33,0,0,0,0.00,+0.09,0.0,0.2,-0.2,-0.68,-0.74,Matches
821,Anastasios Donis\0f26fd24,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,18,949,53,31.0,10.5,11,,3,7,,9,1.28,10,12,-2,-0.19,-0.27,13.8,16.1,-2.3,-0.22,-0.06,Matches
822,Alessio Donnarumma\5844be36,it ITA,MF,Benevento,it Serie A,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
823,Antonio Donnarumma\a4bd9edd,it ITA,GK,Milan,it Serie A,27,1990,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
824,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,18,1999,38,3420,90,100.0,38.0,38,,38,0,,0,1.68,56,42,+14,+0.37,,54.2,39.4,+14.8,+0.39,,Matches
825,Godfred Donsah\384dd218,gh GHA,MF,Bologna,it Serie A,21,1996,28,1794,64,52.5,19.9,20,,13,8,,5,1.14,24,27,-3,-0.15,+0.35,20.2,26.2,-6.0,-0.30,+0.29,Matches
826,Férébory Doré\cf91c5d6,cg CGO,FW,Angers,fr Ligue 1,28,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
827,Dória\d28b4a9d,br BRA,DF,Marseille,fr Ligue 1,22,1994,3,77,26,2.3,0.9,1,,0,2,,3,1.33,0,5,-5,-5.84,-6.87,0.5,2.6,-2.1,-2.51,-3.35,Matches
828,Niklas Dorsch\7f73bdf4,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,90,90,2.9,1.0,1,,1,0,,2,3.00,4,1,+3,+3.00,+1.15,2.2,1.3,+0.9,+0.90,-0.41,Matches
829,Gabriel Dos Santos\67ac5bb8,br BRA,FW,Troyes,fr Ligue 1,19,1997,1,84,84,2.5,0.9,0,,0,1,,4,0.00,0,1,-1,-1.07,-0.37,0.0,2.1,-2.1,-2.21,-1.80,Matches
830,Mauro dos Santos\ec699fdd,ar ARG,DF,Leganés,es La Liga,28,1989,14,983,70,28.7,10.9,10,83,9,4,38,13,1.43,10,9,+1,+0.09,+0.76,10.2,12.8,-2.5,-0.23,-0.08,Matches
831,Mathieu Dossevi\6421dd73,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,30,2509,84,73.4,27.9,30,,22,0,,0,0.73,23,54,-31,-1.11,-0.03,28.8,47.0,-18.2,-0.65,+0.43,Matches
832,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,eng Premier League,24,1993,37,3324,90,97.2,36.9,37,,36,0,,0,1.11,44,63,-19,-0.51,+0.42,46.3,56.3,-9.9,-0.27,+0.36,Matches
833,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,24,1992,19,1022,54,29.9,11.4,12,78,6,7,13,2,0.89,9,23,-14,-1.23,-1.23,11.7,17.8,-6.1,-0.54,-0.09,Matches
834,Mohamed Dräger\8954fddc,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,2,52,26,1.7,0.6,0,,0,2,,1,1.00,1,1,0,0.00,+0.72,0.2,0.2,+0.1,+0.10,+0.38,Matches
835,Aleksandar Dragović\6fd8a334,at AUT,DF,Leicester City,eng Premier League,26,1991,11,769,70,22.5,8.5,7,,6,4,,18,1.09,10,14,-4,-0.47,-0.47,10.5,10.5,0.0,0.00,+0.06,Matches
836,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,26,1991,1,45,45,1.5,0.5,0,,0,1,,0,0.00,1,1,0,0.00,-0.42,1.3,2.0,-0.7,-1.47,-2.15,Matches
837,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,19,1997,3,217,72,6.3,2.4,1,,1,2,,33,0.00,3,8,-5,-2.07,-2.44,2.2,3.7,-1.6,-0.65,-1.10,Matches
838,Boukary Dramé\a5cd894b,sn SEN,DFMF,SPAL,it Serie A,32,1985,5,95,19,2.8,1.1,1,,0,4,,10,1.00,0,3,-3,-2.84,-2.38,0.1,1.5,-1.4,-1.34,-0.77,Matches
839,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,30,1702,57,49.8,18.9,19,,6,11,,3,2.50,62,18,+44,+2.33,+0.49,49.2,17.9,+31.3,+1.65,+0.30,Matches
840,Dejan Dražić\e9457fb9,rs SRB,MF,Celta Vigo,es La Liga,21,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
841,Matthieu Dreyer\fbf83734,fr FRA,GK,Caen,fr Ligue 1,28,1989,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
842,Danny Drinkwater\2649ff32,eng ENG,MF,Chelsea,eng Premier League,27,1990,12,527,44,15.4,5.9,5,,3,7,,8,2.17,10,7,+3,+0.51,-0.14,9.2,5.2,+4.0,+0.68,+0.11,Matches
843,Josip Drmić\15ea94de,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,13,467,36,15.3,5.2,4,,1,9,,10,1.08,10,10,0,0.00,+0.17,8.7,12.4,-3.6,-0.70,-0.82,Matches
844,Jaroslav Drobný\e4a30d8c,cz CZE,GK,Werder Bremen,de Bundesliga,37,1979,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches
845,Ruben Droehnle\916a4308,fr FRA,DF,Lille,fr Ligue 1,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
846,Rick van Drongelen\f0797d57,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,18,1440,80,47.1,16.0,16,,12,2,,12,0.89,14,27,-13,-0.81,-0.20,15.0,26.7,-11.7,-0.73,-0.52,Matches
847,Óscar Duarte\aa0ac32d,cr CRC,DF,Espanyol,es La Liga,28,1989,11,990,90,28.9,11.0,11,90,11,0,,5,1.27,10,14,-4,-0.36,-0.29,12.8,11.2,+1.5,+0.14,+0.38,Matches
848,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,21,1995,24,2138,89,62.5,23.8,24,89,21,0,,2,1.42,27,29,-2,-0.08,+0.48,25.1,30.0,-4.9,-0.21,+0.45,Matches
849,Leo Dubois\ff0ab48c,fr FRA,DF,Nantes,fr Ligue 1,22,1994,34,3020,89,88.3,33.6,34,,30,0,,2,1.38,32,38,-6,-0.18,-0.40,38.4,34.5,+3.9,+0.12,+0.53,Matches
850,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,1080,90,31.6,12.0,12,,12,0,,1,1.58,15,11,+4,+0.33,+0.79,16.6,14.1,+2.5,+0.21,+0.62,Matches
851,Ondrej Duda\79ca3e23,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,17,744,44,24.3,8.3,9,,0,8,,9,1.06,9,6,+3,+0.36,+0.60,9.3,9.9,-0.7,-0.08,+0.15,Matches
852,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,25,1992,37,3292,89,96.3,36.6,37,,35,0,,0,1.00,32,52,-20,-0.55,-0.55,34.7,50.3,-15.6,-0.43,-0.51,Matches
853,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,20,1602,80,46.8,17.8,19,,17,1,,2,1.30,19,18,+1,+0.06,+0.50,22.3,24.4,-2.0,-0.11,+0.19,Matches
