Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
106,Danijel Petković\b98cea65,me MNE,GK,Angers,fr Ligue 1,28-187,1993,3.0,3,0,0,0,0,3.1,0.26,+0.1,+0.04,9,26,34.6,62,12,27.4,31.7,20,45.0,37.3,26,1,3.8,3,1.00,12.9,Matches
107,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,27-266,1994,11.0,16,0,0,4,0,14.3,0.31,-1.7,-0.16,63,233,27.0,246,38,65.0,49.9,91,80.2,64.5,103,7,6.8,7,0.64,13.6,Matches
108,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,fr Ligue 1,27-104,1994,1.2,1,1,0,0,0,1.4,0.07,+0.4,+0.30,5,11,45.5,28,7,35.7,35.1,6,16.7,24.8,6,0,0.0,0,0.00,13.0,Matches
109,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,eng Premier League,29-223,1992,12.0,20,0,1,3,0,16.4,0.31,-3.6,-0.30,107,270,39.6,251,45,73.3,54.2,95,90.5,65.7,120,14,11.7,17,1.42,16.6,Matches
110,Ivan Provedel\277da414,it ITA,GK,Spezia,it Serie A,27-256,1994,6.0,12,3,0,0,1,8.4,0.21,-2.6,-0.43,46,134,34.3,230,20,50.9,43.7,26,65.4,47.7,44,3,6.8,7,1.17,17.8,Matches
111,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,it Serie A,25-186,1996,1.0,4,1,1,0,0,2.9,0.50,-1.1,-1.13,9,17,52.9,20,3,45.0,39.0,11,72.7,51.9,12,0,0.0,1,1.00,19.0,Matches
112,Predrag Rajković\58ad9383,rs SRB,GK,Reims,fr Ligue 1,26-028,1995,14.0,18,2,1,3,0,14.7,0.28,-3.3,-0.24,70,211,33.2,357,80,43.7,39.5,101,54.5,44.7,147,9,6.1,15,1.07,15.5,Matches
113,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,eng Premier League,23-198,1998,10.0,8,0,0,0,0,10.7,0.26,+2.7,+0.27,64,166,38.6,274,53,42.7,37.3,67,73.1,56.5,92,9,9.8,5,0.50,14.8,Matches
114,David Raya\98ea5115,es ESP,GK,Brentford,eng Premier League,26-074,1995,9.0,9,0,0,1,0,8.1,0.28,-0.9,-0.10,83,221,37.6,336,45,49.4,41.8,77,71.4,52.8,74,9,12.2,13,1.44,15.7,Matches
115,Manolo Reina\605eb473,es ESP,GK,Mallorca,es La Liga,36-241,1985,14.0,19,2,0,1,1,15.2,0.31,-2.8,-0.20,90,237,38.0,316,53,56.0,44.7,112,53.6,41.4,125,11,8.8,9,0.64,15.3,Matches
116,Pepe Reina\e358587b,es ESP,GK,Lazio,it Serie A,39-089,1982,13.0,21,4,0,2,0,19.6,0.36,-1.4,-0.11,92,168,54.8,375,59,36.8,33.9,87,34.5,32.6,111,5,4.5,9,0.69,14.2,Matches
117,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,26-249,1995,12.0,8,1,1,0,0,8.2,0.23,+0.2,+0.01,95,175,54.3,323,50,41.8,36.3,68,58.8,48.9,103,14,13.6,11,0.92,14.7,Matches
118,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,28-088,1993,0.3,1,0,0,0,0,1.1,0.41,+0.1,+0.52,2,3,66.7,8,1,37.5,32.3,0,,,4,0,0.0,1,3.91,18.3,Matches
119,Manuel Riemann\9f941969,de GER,GK,Bochum,de Bundesliga,33-080,1988,13.0,20,0,1,1,1,24.1,0.33,+5.1,+0.39,209,450,46.4,516,35,71.3,51.0,110,74.5,54.7,120,14,11.7,23,1.77,17.4,Matches
120,Sergio Romero\1e26e376,ar ARG,GK,Venezia,it Serie A,34-279,1987,7.0,9,1,0,0,1,12.2,0.27,+4.2,+0.60,45,97,46.4,186,47,36.0,35.0,70,42.9,36.9,93,5,5.4,3,0.43,10.7,Matches
121,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,es La Liga,29-192,1992,12.0,12,3,0,0,1,11.4,0.31,+0.4,+0.03,46,121,38.0,396,61,21.7,31.9,89,39.3,38.7,118,13,11.0,10,0.83,16.2,Matches
122,Mathew Ryan\4535e4bb,au AUS,GK,Real Sociedad,es La Liga,29-234,1992,2.0,2,1,0,1,0,2.2,0.19,+0.2,+0.11,14,35,40.0,59,9,45.8,39.8,13,61.5,46.6,25,2,8.0,1,0.50,12.5,Matches
123,José Sá\903b6e8b,pt POR,GK,Wolves,eng Premier League,28-315,1993,13.0,12,3,0,0,0,15.0,0.25,+3.0,+0.23,57,157,36.3,260,80,41.5,40.4,89,55.1,45.7,102,10,9.8,12,0.92,15.3,Matches
124,Romain Salin\74733221,fr FRA,GK,Rennes,fr Ligue 1,37-122,1984,1.0,2,0,0,0,0,1.0,0.32,-1.0,-1.04,6,9,66.7,29,8,31.0,35.3,3,0.0,13.3,6,1,16.7,1,1.00,14.5,Matches
125,Robert Sánchez\6a713852,es ESP,GK,Brighton,eng Premier League,24-010,1997,12.0,12,2,0,1,0,12.2,0.26,+0.2,+0.01,70,210,33.3,478,58,33.7,36.3,78,62.8,51.4,101,17,16.8,13,1.08,15.2,Matches
126,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,35-023,1986,12.0,21,2,1,3,1,16.1,0.25,-3.9,-0.33,82,215,38.1,367,61,44.4,39.2,112,46.4,40.1,107,9,8.4,7,0.58,13.0,Matches
127,Marvin Schwäbe\87436846,de GER,GK,Köln,de Bundesliga,26-217,1995,1.0,1,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
128,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,de Bundesliga,29-179,1992,13.0,27,3,1,4,0,24.4,0.38,-2.6,-0.20,86,216,39.8,347,71,38.0,35.9,119,70.6,53.4,133,5,3.8,8,0.62,13.1,Matches
129,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,fr Ligue 1,29-275,1992,14.0,19,2,0,3,1,19.1,0.33,+1.1,+0.08,70,164,42.7,266,45,45.5,37.9,100,43.0,40.5,100,8,8.0,7,0.50,14.6,Matches
130,Rui Silva\ea83bfa6,pt POR,GK,Betis,es La Liga,27-294,1994,7.0,6,1,0,0,0,5.4,0.25,-0.6,-0.08,36,74,48.6,156,29,32.7,33.5,51,45.1,39.1,61,4,6.6,7,1.00,16.3,Matches
131,Marco Silvestri\0d422df7,it ITA,GK,Udinese,it Serie A,30-271,1991,13.0,20,3,0,4,1,15.8,0.26,-3.2,-0.25,83,190,43.7,271,29,51.3,41.0,109,46.8,39.7,88,4,4.5,2,0.15,11.5,Matches
132,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,es La Liga,24-170,1997,12.0,9,2,0,0,0,9.1,0.23,+0.1,+0.01,59,137,43.1,235,58,42.1,37.7,90,42.2,41.3,119,10,8.4,10,0.83,15.1,Matches
133,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,it Serie A,34-320,1987,13.0,26,3,0,3,1,21.6,0.33,-3.4,-0.26,95,221,43.0,361,42,51.5,40.9,71,49.3,39.1,112,8,7.1,5,0.38,12.8,Matches
134,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,25-109,1996,2.1,3,1,0,1,0,2.1,0.13,-0.9,-0.44,22,56,39.3,44,4,77.3,54.6,28,78.6,58.2,31,6,19.4,1,0.48,11.2,Matches
135,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,it Serie A,30-207,1991,13.0,24,5,0,2,1,21.6,0.31,-1.4,-0.11,79,175,45.1,310,58,46.1,38.2,88,36.4,33.6,115,8,7.0,3,0.23,11.1,Matches
136,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,32-346,1988,13.0,18,0,1,1,1,15.4,0.32,+2.4,+0.20,69,159,43.4,404,55,31.7,33.4,76,40.8,38.6,80,5,6.3,12,1.00,15.0,Matches
137,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,28-238,1993,15.0,19,2,0,4,0,17.5,0.31,-1.5,-0.10,154,343,44.9,350,38,72.0,50.6,110,82.7,57.6,135,14,10.4,15,1.00,14.1,Matches
138,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,29-202,1992,1.0,2,2,0,0,0,1.8,,-0.2,-0.23,5,7,71.4,16,5,31.3,30.7,2,100.0,60.5,6,2,33.3,1,1.00,13.8,Matches
139,Jason Steele\28300a16,eng ENG,GK,Brighton,eng Premier League,31-102,1990,1.0,2,0,0,1,0,1.1,0.21,-0.9,-0.93,3,7,42.9,32,2,12.5,26.2,6,50.0,43.8,11,1,9.1,0,0.00,13.0,Matches
140,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,29-066,1992,1.0,3,0,0,0,0,1.8,0.45,-1.2,-1.20,5,13,38.5,30,6,30.0,34.4,6,66.7,53.8,8,1,12.5,1,1.00,14.3,Matches
141,Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,26-240,1995,1.0,0,0,0,0,0,0.3,0.16,+0.3,+0.31,4,9,44.4,31,6,22.6,26.0,7,28.6,25.3,7,0,0.0,2,2.00,17.5,Matches
142,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,31-224,1990,11.0,12,1,0,3,0,12.7,0.33,+0.7,+0.06,57,110,51.8,270,51,33.3,34.0,68,29.4,30.8,106,6,5.7,4,0.36,13.6,Matches
143,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,35-292,1986,6.0,10,2,0,1,1,8.9,0.29,-0.1,-0.02,37,78,47.4,168,12,38.7,36.8,38,34.2,37.6,49,2,4.1,4,0.67,13.0,Matches
144,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,29-212,1992,12.0,13,0,0,2,0,11.5,0.33,-1.5,-0.12,67,119,56.3,370,51,23.8,28.9,83,37.3,35.7,81,4,4.9,5,0.42,12.3,Matches
145,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,31-265,1990,9.8,13,1,0,0,1,11.4,0.34,-0.6,-0.06,92,172,53.5,413,45,37.0,34.6,53,35.8,35.2,66,8,12.1,13,1.33,16.4,Matches
146,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,31-143,1990,12.0,16,0,0,4,0,18.7,0.32,+2.7,+0.22,88,244,36.1,352,48,50.0,38.4,112,60.7,48.8,107,4,3.7,13,1.08,15.9,Matches
147,Rúben Vezo\c67cd65c,pt POR,DF,Levante,es La Liga,27-217,1994,11.1,0,0,0,0,0,0.0,,0.0,0.00,2,4,50.0,3,0,100.0,61.7,1,100.0,64.0,2,0,0.0,0,0.00,,Matches
148,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,it Serie A,25-052,1996,14.0,26,2,0,2,3,24.0,0.31,+1.0,+0.07,55,163,33.7,365,76,31.2,32.3,119,41.2,38.1,158,9,5.7,8,0.57,13.2,Matches
149,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,eng Premier League,24-269,1997,4.0,12,2,0,0,0,8.7,0.35,-3.3,-0.83,22,71,31.0,80,11,53.8,43.3,43,65.1,52.0,33,2,6.1,0,0.00,11.6,Matches
150,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,de Bundesliga,27-031,1994,13.0,14,1,0,0,0,13.2,0.29,-0.8,-0.06,53,170,31.2,320,77,38.8,37.1,97,47.4,43.1,105,8,7.6,14,1.08,16.0,Matches
151,Luca Zidane\c818c4d9,fr FRA,MFGK,Rayo Vallecano,es La Liga,23-199,1998,0.2,0,0,0,0,0,0.0,,0.0,0.00,0,0,,4,2,0.0,20.0,0,,,1,0,0.0,0,0.00,4.5,Matches
152,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,it Serie A,30-326,1991,7.0,19,1,0,3,0,17.7,0.40,-1.3,-0.19,29,81,35.8,181,41,32.0,33.8,54,42.6,39.4,52,3,5.8,5,0.71,13.7,Matches
