Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
487,Amato Ciciretti\1ab0b878,it ITA,FWMF,Parma,it Serie A,24,1993,1.5,82,2,14,49,28,3,80,6,8,75.0,6,1,71,316,138,5,4,0,2,3,81,61,75.3,4,Matches
488,Luca Cigarini\ae64d449,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,1546,59,385,953,298,3,1411,15,21,71.4,17,0,962,3741,2176,83,29,2,5,9,1000,964,96.4,19,Matches
489,Per Ciljan Skjelbred\ecab64a0,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,682,18,113,484,119,7,672,6,7,85.7,6,0,488,2476,1204,57,19,1,12,11,477,435,91.2,20,Matches
490,Jasper Cillessen\04ac8285,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,121,111,120,1,0,0,93,0,0,,0,0,66,285,146,0,0,0,0,0,63,63,100.0,0,Matches
491,Laurent Ciman\5113d9a7,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,649,66,357,308,21,7,624,1,1,100.0,1,0,446,1938,1107,23,2,0,1,1,471,466,98.9,6,Matches
492,Daniel Ciofani\b09a3ecc,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,507,13,27,267,225,87,483,4,9,44.4,6,0,246,743,243,13,5,4,42,13,845,368,43.6,147,Matches
493,Thiago Cionek\46f5c54d,pl POL,DF,SPAL,it Serie A,32,1986,28.2,1968,198,975,926,217,18,1783,8,18,44.4,11,1,1209,7333,4356,135,38,3,10,14,1207,1163,96.4,22,Matches
494,Ibrahima Cissé\be4fede9,gn GUI,MF,Fulham,eng Premier League,24,1994,1.0,42,5,17,26,1,0,41,1,2,50.0,2,0,23,78,24,0,0,0,1,0,26,23,88.5,1,Matches
495,Till Cissokho\e8b5ad37,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,40,7,29,12,1,1,39,1,1,100.0,1,0,30,208,101,3,0,0,0,0,29,27,93.1,1,Matches
496,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,417,65,235,167,35,11,411,0,1,0.0,0,0,184,808,414,9,5,0,0,1,207,199,96.1,1,Matches
497,Tom Cleverley\6cdd8245,eng ENG,MFFW,Watford,eng Premier League,28,1989,5.3,282,17,69,153,71,8,272,1,3,33.3,1,0,167,551,259,12,3,1,1,5,202,171,84.7,7,Matches
498,Nathaniel Clyne\0442183b,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,705,36,229,305,204,19,590,6,9,66.7,6,1,390,1637,859,36,12,0,5,9,399,358,89.7,20,Matches
499,Nathaniel Clyne\0442183b,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,105,0,15,61,34,3,81,0,1,0.0,0,0,57,230,113,7,3,0,1,1,64,58,90.6,4,Matches
500,Conor Coady\2928dca2,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,1948,313,1261,833,5,2,1911,3,4,75.0,4,0,1340,8397,4316,79,1,0,1,5,1283,1272,99.1,1,Matches
501,Marcus Coco\3010aefb,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,20.4,906,17,143,368,476,71,887,36,64,56.3,39,1,633,3258,1826,90,30,8,54,50,898,604,67.3,188,Matches
502,Coke\6d8f8441,es ESP,DF,Levante,es La Liga,31,1987,20.2,1154,93,419,486,314,39,1012,19,33,57.6,22,1,679,3633,1856,74,22,5,13,23,718,647,90.1,52,Matches
503,Joel Coleman\b73e459a,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,39,35,39,0,0,0,30,0,0,,0,0,20,87,40,0,0,0,0,0,18,18,100.0,0,Matches
504,Séamus Coleman\0420d84f,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1908,97,546,883,587,52,1574,22,38,57.9,23,1,1115,5380,2699,133,47,15,41,35,1186,1028,86.7,89,Matches
505,Álex Collado\85dace26,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,38,1,4,23,15,2,38,0,0,,0,0,25,169,67,5,2,0,0,0,34,29,85.3,3,Matches
506,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,1309,214,706,635,40,21,1259,5,5,100.0,5,0,805,4278,2223,53,3,0,3,5,844,832,98.6,12,Matches
507,Racine Coly\166a981d,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,5.6,369,22,107,190,93,13,319,9,15,60.0,10,0,233,1233,725,29,5,2,4,9,247,222,89.9,16,Matches
508,Kingsley Coman\042e8a49,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,15.3,910,5,64,353,586,108,906,58,84,69.0,59,1,826,4901,3008,175,47,32,41,43,908,750,82.6,181,Matches
509,Santi Comesaña\5ae499d0,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,1289,74,428,777,158,11,1266,36,48,75.0,38,2,902,3693,1748,57,11,0,16,24,884,824,93.2,20,Matches
510,Daniel Congré\3f5b4635,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,1881,129,867,1026,115,19,1814,9,14,64.3,9,0,1107,5881,3632,80,6,0,7,8,1152,1118,97.0,17,Matches
511,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,1280,1100,1276,4,0,0,870,1,1,100.0,1,0,621,2942,1483,0,0,0,0,0,504,499,99.0,0,Matches
512,Andrea Conti\8fef5412,it ITA,DF,Milan,it Serie A,24,1994,5.6,417,18,115,210,127,8,358,7,10,70.0,7,1,268,1456,894,43,17,0,2,3,290,272,93.8,17,Matches
513,Lewis Cook\2afc7272,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,476,16,125,281,99,6,468,10,14,71.4,10,1,355,1399,694,21,9,1,7,11,337,322,95.5,12,Matches
514,Steve Cook\3e5e4e63,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,1963,274,1103,819,151,34,1827,4,5,80.0,4,0,1025,6079,3133,58,12,0,2,1,1129,1094,96.9,13,Matches
515,Duje Čop\8b0b02c9,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,259,9,29,111,130,46,244,4,11,36.4,4,0,161,570,314,17,6,7,16,6,315,182,57.8,78,Matches
516,Francis Coquelin\a6951bf8,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,1182,48,309,749,185,16,1165,31,40,77.5,31,0,882,3430,1561,54,16,1,14,23,852,789,92.6,37,Matches
517,Gabriele Corbo\091795f2,it ITA,DF,Bologna,it Serie A,18,2000,0.1,5,0,4,1,0,0,5,0,0,,0,0,4,14,5,0,0,0,0,0,5,5,100.0,0,Matches
518,Iñigo Córdoba\49ea92be,es ESP,FW,Athletic Club,es La Liga,21,1997,14.7,684,16,113,280,343,41,674,34,67,50.7,35,1,532,2653,1345,79,19,9,41,34,616,463,75.2,103,Matches
519,Sergio Córdova\229cd98a,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,220,3,23,121,91,29,210,7,9,77.8,7,1,151,756,414,20,7,2,20,20,269,142,52.8,48,Matches
520,Benjamin Corgnet\cfd8dde3,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,7.5,382,7,45,191,159,28,369,4,10,40.0,5,1,251,878,438,20,6,0,11,11,376,280,74.5,64,Matches
521,Ante Ćorić\2d3f7367,hr CRO,MF,Roma,it Serie A,21,1997,0.3,15,0,0,9,7,0,13,0,0,,0,0,11,72,31,3,1,0,0,0,18,12,66.7,2,Matches
522,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,1695,103,342,1102,329,40,1686,29,43,67.4,31,1,1084,4676,1758,70,26,1,34,40,1149,1007,87.6,67,Matches
523,Andreas Cornelius\c693347d,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,383,18,40,172,186,50,372,11,16,68.8,12,0,215,748,284,18,6,4,25,27,519,287,55.3,108,Matches
524,Maxwel Cornet\beb391dd,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,675,10,68,242,419,91,648,29,49,59.2,30,1,527,2623,1569,86,19,22,35,30,715,515,72.0,171,Matches
525,Quentin Cornette\5d42d487,fr FRA,MFFW,Amiens,fr Ligue 1,24,1994,2.3,100,3,20,50,41,9,96,2,5,40.0,2,1,66,431,302,16,6,4,2,6,77,63,81.8,9,Matches
526,Ángel Correa\01eb744d,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,21.3,1102,27,152,495,540,123,1090,65,111,58.6,67,3,893,3909,2335,139,39,17,54,58,1100,788,71.6,224,Matches
527,Joaquín Correa\45b9b619,ar ARG,FWMF,Lazio,it Serie A,23,1994,21.4,1182,15,82,514,704,153,1142,60,113,53.1,70,1,1001,5826,3559,198,66,39,50,35,1353,975,72.1,265,Matches
528,Danny da Costa\5ddb8f9f,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,33.7,1712,100,385,754,655,62,1403,30,67,44.8,33,0,924,4820,2560,131,36,16,29,28,1066,841,78.9,117,Matches
529,Diego Costa\a190d597,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,447,10,24,196,251,64,438,14,25,56.0,16,1,338,1240,488,33,10,8,38,26,699,373,53.4,138,Matches
530,Douglas Costa\4fa7cb9b,br BRA,FWMF,Juventus,it Serie A,27,1990,6.9,452,5,49,206,253,28,434,29,60,48.3,34,1,397,2816,1591,88,25,10,14,13,430,358,83.3,56,Matches
531,Filippo Costa\00528660,it ITA,MFDF,SPAL,it Serie A,23,1995,6.3,332,35,117,136,94,3,281,7,8,87.5,7,0,187,865,484,22,8,1,9,3,183,164,89.6,8,Matches
532,Hélder Costa\f13d02a6,ao ANG,FWMF,Wolves,eng Premier League,24,1994,14.9,707,8,72,297,414,39,694,26,52,50.0,32,2,586,3449,2031,102,40,15,39,52,809,535,66.1,115,Matches
533,Jaume Costa\808d48f3,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1132,65,313,563,311,23,977,10,14,71.4,10,0,717,3369,2090,96,29,4,6,5,751,692,92.1,26,Matches
534,Nuno da Costa\909222de,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,861,11,76,397,440,100,836,51,87,58.6,53,2,646,2285,1197,67,20,10,78,61,1023,615,60.1,240,Matches
535,David Costas\545e2f01,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,831,104,460,394,29,4,806,1,2,50.0,1,0,564,3007,1390,35,10,0,0,8,572,565,98.8,3,Matches
536,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37.0,1242,1077,1235,12,0,0,821,1,1,100.0,1,0,595,2545,1520,0,0,0,1,0,488,485,99.4,0,Matches
537,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,702,19,35,314,397,126,685,17,34,50.0,20,2,377,1798,946,41,20,11,79,25,1077,537,49.9,221,Matches
538,Senou Coulibaly\67b7357e,ml MLI,DFMF,Dijon,fr Ligue 1,23,1994,4.6,257,28,134,132,9,3,257,1,2,50.0,1,0,147,859,440,13,2,0,2,1,152,151,99.3,2,Matches
539,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,26,1992,27.0,883,808,880,2,1,1,648,1,1,100.0,1,0,487,2299,993,0,0,0,0,0,400,400,100.0,1,Matches
540,Philippe Coutinho\0ef89a37,br BRA,FWMF,Barcelona,es La Liga,26,1992,22.4,1766,7,130,852,932,122,1675,63,101,62.4,69,6,1486,7520,4041,250,76,30,38,51,1726,1452,84.1,226,Matches
541,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,584,44,293,286,65,4,559,9,14,64.3,10,0,369,2306,1323,41,12,1,13,6,359,347,96.7,8,Matches
542,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,24,1994,38.0,1375,1233,1373,2,0,0,896,0,0,,0,0,563,2571,1535,0,0,0,0,0,462,459,99.4,0,Matches
543,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,1266,78,348,604,379,36,1053,7,11,63.6,7,1,723,3109,1693,88,28,8,11,13,797,715,89.7,43,Matches
544,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2192,194,720,1024,608,27,1919,20,34,58.8,24,3,1268,6664,4043,159,72,5,11,14,1189,1143,96.1,33,Matches
545,Lorenzo Crisetig\f54dfca8,it ITA,MF,Frosinone,it Serie A,25,1993,5.6,250,14,84,155,22,2,248,2,2,100.0,2,0,166,694,399,11,1,0,6,5,178,159,89.3,5,Matches
546,Bryan Cristante\16657b95,it ITA,MF,Roma,it Serie A,23,1995,26.9,1640,66,329,974,438,51,1620,35,46,76.1,36,1,1141,5614,2706,120,49,3,21,33,1242,1115,89.8,96,Matches
547,Sebastián Cristóforo\3c05c659,uy URU,MFFW,Getafe,es La Liga,24,1993,5.0,226,9,53,116,63,7,220,3,6,50.0,4,0,140,645,264,14,4,2,5,10,146,111,76.0,15,Matches
548,Enzo Crivelli\06f33dc8,fr FRA,FW,Caen,fr Ligue 1,23,1995,25.1,812,36,70,496,280,64,766,17,37,45.9,18,0,499,1661,472,29,9,1,63,42,1104,593,53.7,200,Matches
549,Peter Crouch\73d9bdc7,eng ENG,FW,Burnley,eng Premier League,37,1981,1.0,41,3,4,11,26,17,41,0,0,,0,0,10,16,7,0,0,0,7,0,69,34,49.3,18,Matches
550,Alessio da Cruz\b6667741,nl NED,FWMF,Parma,it Serie A,21,1997,1.6,42,1,7,28,15,2,42,3,5,60.0,4,0,39,189,81,3,2,1,5,2,57,31,54.4,8,Matches
551,Juan Cuadrado\0ab1f153,co COL,MFDF,Juventus,it Serie A,30,1988,13.6,968,15,132,476,437,50,947,23,39,59.0,24,0,799,4080,2667,147,37,23,19,19,858,757,88.2,74,Matches
552,Cucho\71b47ab9,co COL,FW,Huesca,es La Liga,19,1999,23.9,954,19,84,441,492,128,908,49,82,59.8,53,2,694,3411,1894,113,31,22,66,55,1196,687,57.4,231,Matches
553,Marc Cucurella\1daec722,es ESP,MFFW,Eibar,es La Liga,20,1998,26.2,1256,26,171,504,648,87,1183,17,39,43.6,20,5,797,3424,1790,88,25,10,39,35,1118,770,68.9,152,Matches
554,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,34,1984,33.9,1137,957,1125,14,0,0,747,0,0,,0,0,506,3834,2039,0,0,0,0,0,382,381,99.7,0,Matches
555,Mickaël Cuisance\5722eced,fr FRA,MF,M'Gladbach,de Bundesliga,18,1999,3.1,210,6,30,109,87,10,205,15,19,78.9,15,0,172,720,350,22,6,4,10,11,177,153,86.4,20,Matches
556,Matheus Cunha\dc62b55d,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,9.5,377,8,34,156,204,56,371,20,26,76.9,22,2,293,1247,667,37,9,8,28,21,458,272,59.4,115,Matches
557,Greg Cunningham\dc10b26c,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7.0,291,20,102,137,68,5,249,1,1,100.0,1,0,114,536,300,14,6,0,4,2,128,117,91.4,5,Matches
558,Patrick Cutrone\a4fe8cda,it ITA,FW,Milan,it Serie A,20,1998,16.2,543,20,54,219,294,87,519,11,31,35.5,14,1,388,1815,811,50,9,13,46,34,748,389,52.0,155,Matches
559,Wylan Cyprien\3e092724,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,2254,47,482,1401,506,18,2055,30,41,73.2,31,2,1665,6426,3626,120,37,1,26,32,1789,1675,93.6,65,Matches
560,Marco D'Alessandro\060606ec,it ITA,DFMF,Udinese,it Serie A,27,1991,16.6,892,42,247,449,275,48,777,33,59,55.9,36,0,587,3910,2574,125,31,22,18,21,555,485,87.4,44,Matches
561,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,29,1988,28.7,2186,84,604,1177,525,54,1923,19,40,47.5,19,3,1483,6249,3310,142,53,2,19,20,1586,1505,94.9,82,Matches
562,Damien Da Silva\1ec7e1c5,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,1740,204,990,818,56,25,1700,10,11,90.9,10,0,1126,6769,3821,87,13,0,4,8,1102,1078,97.8,16,Matches
563,Kouadio-Yves Dabila\3067cbef,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,467,70,304,177,5,4,453,1,1,100.0,1,0,294,1306,641,8,1,0,2,1,289,284,98.3,5,Matches
564,Abdoulaye Dabo\797f6070,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,44,0,2,20,23,4,43,2,3,66.7,2,0,30,102,35,2,0,0,1,6,39,31,79.5,8,Matches
565,Bryan Dabo\c53083ad,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,9.2,541,30,100,339,144,13,512,7,18,38.9,8,1,351,1942,1141,54,20,1,11,10,391,340,87.0,35,Matches
566,Christoph Daferner\e5be34dd,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,5,0,0,5,0,0,3,0,0,,0,0,3,10,0,0,0,0,0,1,8,3,37.5,0,Matches
567,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,fr Ligue 1,19,1998,10.2,718,24,165,369,223,28,656,13,16,81.3,14,0,539,2288,1190,65,21,3,2,11,567,529,93.3,39,Matches
568,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,540,19,114,362,128,12,537,6,9,66.7,7,0,431,2352,1256,56,24,4,7,10,433,396,91.5,28,Matches
569,Leon Dajaku\aeaf1bc1,de GER,MFFW,Stuttgart,de Bundesliga,17,2001,0.3,11,0,2,6,3,2,11,0,2,0.0,0,0,8,4,4,0,0,0,1,0,16,10,62.5,1,Matches
570,Felipe dal Belo\8cea6319,br BRA,DF,SPAL,it Serie A,34,1984,26.2,1500,158,754,740,94,22,1400,5,6,83.3,5,0,957,4523,2502,61,18,0,5,3,994,983,98.9,18,Matches
571,Nicola Dalmonte\59a3efba,it ITA,MFFW,Genoa,it Serie A,20,1997,0.5,33,0,3,10,23,5,28,1,1,100.0,1,0,25,163,77,4,0,0,2,1,24,20,83.3,4,Matches
572,Diogo Dalot\d9565625,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,693,46,167,318,248,22,602,10,16,62.5,11,0,414,2049,1245,56,22,9,18,6,448,393,87.7,42,Matches
573,Matty Daly\03e48abb,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,16,2,4,9,4,1,16,0,1,0.0,1,0,11,44,20,3,1,0,0,1,17,13,76.5,5,Matches
574,Vitalie Damașcan\54e0c0cc,md MDA,MF,Torino,it Serie A,19,1999,0.0,5,0,0,4,1,0,5,0,0,,0,0,3,7,0,0,0,0,0,0,6,4,66.7,2,Matches
575,Loïc Damour\074d8166,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,14,0,0,9,5,1,14,0,0,,0,0,11,42,17,2,0,0,1,0,13,10,76.9,0,Matches
576,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1167,77,414,497,340,37,998,12,21,57.1,15,2,687,3230,1823,81,42,5,13,11,735,681,92.7,63,Matches
577,Danilo\94b2001f,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,981,16,156,575,306,12,880,5,8,62.5,5,0,684,2685,1482,82,29,4,8,7,697,680,97.6,16,Matches
578,Scott Dann\52105203,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,343,62,200,154,13,9,323,4,4,100.0,4,0,166,887,606,14,0,0,1,0,165,160,97.0,6,Matches
579,Kevin Danso\6e33125f,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,783,106,455,341,41,14,743,3,7,42.9,4,0,446,2698,1211,22,3,0,4,7,454,440,96.9,11,Matches
580,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,2698,349,1666,1152,42,21,2643,8,11,72.7,8,1,1912,8629,4706,79,4,0,2,2,1992,1956,98.2,13,Matches
581,Palkó Dárdai\db7161ed,hu HUN,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,57,1,8,31,20,4,57,0,0,,0,0,43,236,104,8,2,1,5,3,58,44,75.9,13,Matches
582,Sergi Darder\070a3904,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,1600,35,293,951,493,51,1523,45,69,65.2,50,6,1202,6645,3379,171,51,6,23,28,1282,1131,88.2,122,Matches
583,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,291,9,54,195,63,10,284,5,6,83.3,5,0,205,1090,496,21,9,1,7,4,237,197,83.1,19,Matches
584,Matteo Darmian\96e0490d,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,265,31,97,113,66,0,233,1,3,33.3,2,0,155,526,325,8,4,0,3,3,160,151,94.4,5,Matches
585,Alphonso Davies\d781d855,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,51,2,13,24,21,4,50,4,7,57.1,4,2,41,138,40,4,0,0,2,3,44,36,81.8,4,Matches
586,Ben Davies\44781702,wls WAL,DF,Tottenham,eng Premier League,25,1993,20.5,1536,81,450,782,399,31,1335,4,14,28.6,5,1,920,4388,2511,122,31,2,13,18,1014,947,93.4,46,Matches
587,Tom Davies\9228b07c,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,661,13,104,420,168,13,636,12,18,66.7,15,1,415,1974,957,48,17,3,21,11,474,425,89.7,26,Matches
588,Steven Davis\cf15bbb1,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,80,3,18,54,13,1,80,0,0,,0,0,52,189,57,2,1,0,0,1,53,52,98.1,1,Matches
589,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,949,7,82,431,517,46,874,17,27,63.0,20,0,724,3814,2266,116,45,7,19,22,808,733,90.7,95,Matches
590,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,597,107,343,241,47,13,556,6,7,85.7,6,0,285,1488,752,17,6,0,5,2,296,288,97.3,9,Matches
591,Sebastien De Maio\952a03fe,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,290,41,162,140,14,1,277,0,1,0.0,0,0,179,1028,685,20,8,0,0,1,182,180,98.9,3,Matches
592,Rodrigo De Paul\162efffd,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,2297,24,353,1298,909,63,2073,96,145,66.2,98,5,1798,12888,7673,352,136,17,65,76,1941,1619,83.4,185,Matches
593,Daniele De Rossi\532d2690,it ITA,MF,Roma,it Serie A,35,1983,14.1,1023,56,276,662,141,8,990,6,7,85.7,6,0,738,2935,1636,55,18,1,6,2,787,766,97.3,21,Matches
594,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,it Serie A,25,1992,19.4,1351,77,418,707,324,18,1198,10,18,55.6,11,0,898,4536,2410,82,41,2,6,11,929,870,93.6,36,Matches
595,Lorenzo De Silvestri\e74f0e59,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,1512,71,301,727,566,74,1268,10,21,47.6,13,0,773,3923,2149,109,38,5,36,23,1063,859,80.8,101,Matches
596,Lucas Deaux\44f8c299,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,666,16,128,393,178,28,656,5,12,41.7,5,0,444,1809,831,40,16,3,16,18,532,430,80.8,58,Matches
597,Mathieu Debuchy\92232aad,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,1414,71,400,655,433,32,1167,15,23,65.2,15,1,778,3286,1762,79,26,2,27,16,855,756,88.4,47,Matches
598,Troy Deeney\82e34b69,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,1163,33,110,555,549,138,1140,7,22,31.8,11,1,600,2085,1001,63,21,6,84,45,1534,860,56.1,222,Matches
599,Jermain Defoe\f1e8372d,eng ENG,FW,Bournemouth,eng Premier League,35,1982,0.3,7,0,0,2,5,5,5,0,0,,0,0,1,8,5,0,0,0,0,0,9,1,11.1,1,Matches
600,Steven Defour\73489527,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,283,8,62,202,39,0,277,0,2,0.0,0,0,193,1015,490,26,7,0,0,2,198,188,94.9,4,Matches
601,Grégoire Defrel\854ee61a,mq MTQ,FWMF,Sampdoria,it Serie A,27,1991,26.0,1090,11,99,454,612,114,1075,41,67,61.2,43,1,892,3705,1702,100,31,16,53,52,1314,833,63.4,285,Matches
602,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,224,10,53,113,72,8,217,4,6,66.7,4,0,153,701,348,19,7,1,3,8,187,146,78.1,20,Matches
603,Alessandro Deiola\7f267d66,it ITA,MFFW,Parma,it Serie A,22,1995,6.1,247,16,80,125,59,3,245,8,14,57.1,8,0,167,707,325,12,6,0,2,4,179,144,80.4,18,Matches
604,Romain Del Castillo\0be95d34,fr FRA,FWMF,Rennes,fr Ligue 1,22,1996,14.9,773,2,104,359,377,63,744,44,70,62.9,47,2,604,3041,1873,101,32,17,36,38,689,520,75.5,134,Matches
605,Thomas Delaney\fe641c1a,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,1942,76,381,1343,300,49,1925,15,23,65.2,16,0,1334,4925,1998,87,27,3,27,15,1447,1380,95.4,65,Matches
606,Moisés Delgado\248c409d,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,133,10,49,65,28,2,115,1,1,100.0,1,0,73,359,202,9,3,0,4,2,79,73,92.4,3,Matches
607,Cristian Dell'Orco\b0243215,it ITA,DF,Empoli,it Serie A,24,1994,11.5,625,66,303,322,51,6,575,2,5,40.0,2,0,406,2594,1751,49,15,0,3,5,412,403,97.8,3,Matches
608,Cristian Dell'Orco\b0243215,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,81,5,25,36,23,1,70,2,2,100.0,2,0,55,171,119,7,2,0,0,1,61,53,86.9,3,Matches
609,Andy Delort\d33c706e,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,1687,11,91,716,966,188,1606,57,94,60.6,65,3,1166,4693,2495,136,35,28,117,78,1949,1270,65.2,439,Matches
610,Fabian Delph\111c3236,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,826,26,146,541,185,2,760,4,7,57.1,4,0,606,2393,1220,60,20,1,6,1,621,608,97.9,5,Matches
611,Mousa Dembélé\f7ee69fb,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,370,16,85,269,35,0,362,7,11,63.6,7,0,266,1342,613,29,3,0,5,10,256,248,96.9,6,Matches
612,Moussa Dembélé\e7986081,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,719,19,44,312,398,159,671,38,56,67.9,43,1,513,2079,1067,74,12,26,66,40,879,517,58.8,216,Matches
613,Ousmane Dembélé\b19db005,fr FRA,FWMF,Barcelona,es La Liga,21,1997,18.5,1247,5,80,537,776,132,1180,89,132,67.4,94,4,1088,6001,3777,210,78,33,42,43,1239,1031,83.2,194,Matches
614,Jessy Deminguet\a6138e4a,fr FRA,MFFW,Caen,fr Ligue 1,20,1998,14.1,634,41,170,399,116,13,616,17,30,56.7,19,0,441,2597,1356,48,15,1,21,15,437,368,84.2,21,Matches
615,Merih Demiral\e3cceee6,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,861,112,436,448,24,11,830,2,3,66.7,2,0,537,3307,1504,39,1,0,2,2,552,539,97.6,6,Matches
