Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1858,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,it Serie A,38-235,1983,7.5,6,5,2,4,0,2,3,66.7,1,102,32,31.4,19,48,35,4,0,0,4,3,9,0,0,Matches
1859,Samuele Ricci\9823be92,it ITA,MF,Empoli,it Serie A,20-099,2001,9.7,24,14,13,9,2,7,14,50.0,7,199,54,27.1,88,95,16,14,2,0,12,33,57,9,0,Matches
1860,Declan Rice\1c7012b8,eng ENG,MF,West Ham,eng Premier League,22-318,1999,12.0,31,22,18,10,3,8,16,50.0,8,168,52,31.0,76,79,13,22,10,1,12,34,65,13,0,Matches
1861,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,de Bundesliga,21-245,2000,6.5,10,4,6,4,0,5,9,55.6,4,83,38,45.8,46,33,4,12,3,0,9,18,28,39,1,Matches
1862,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,de Bundesliga,21-245,2000,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,1,0,0,1,0,0,0,0,Matches
1863,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,de Bundesliga,23-286,1998,2.3,8,7,5,2,1,3,5,60.0,2,37,18,48.6,14,13,10,3,0,0,3,3,11,3,0,Matches
1864,Taylor Richards\e0243d23,eng ENG,MF,Brighton,eng Premier League,20-359,2000,0.2,0,0,0,0,0,0,0,,0,7,3,42.9,5,2,0,0,0,0,0,0,0,0,0,Matches
1865,Richarlison\fa031b34,br BRA,FWMF,Everton,eng Premier League,24-202,1997,7.2,7,2,2,2,3,2,4,50.0,2,139,30,21.6,22,57,60,11,2,0,9,5,12,8,0,Matches
1866,Marco Richter\f972644c,de GER,FW,Hertha BSC,de Bundesliga,24-004,1997,7.6,13,6,4,5,4,4,7,57.1,3,109,33,30.3,32,49,28,10,2,0,8,17,30,8,0,Matches
1867,Diego Rico\d9ba39fc,es ESP,DF,Real Sociedad,es La Liga,28-278,1993,2.4,11,9,8,3,0,4,5,80.0,1,39,18,46.2,20,12,7,10,2,0,8,9,20,6,0,Matches
1868,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,28-088,1993,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1869,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,eng Premier League,25-080,1996,1.1,1,1,0,1,0,1,2,50.0,1,9,3,33.3,6,2,1,2,0,0,2,0,1,2,0,Matches
1870,Manuel Riemann\9f941969,de GER,GK,Bochum,de Bundesliga,33-080,1988,13.0,0,0,0,0,0,0,2,0.0,2,4,0,0.0,4,0,0,0,0,0,0,1,1,0,1,Matches
1871,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,it Serie A,33-319,1988,1.6,2,1,2,0,0,0,2,0.0,2,22,3,13.6,9,9,4,1,0,0,1,1,3,3,0,Matches
1872,Luis Rioja\eb3dd471,es ESP,FWMF,Alavés,es La Liga,28-043,1993,13.0,10,5,5,4,1,0,25,0.0,25,170,34,20.0,48,78,44,15,1,0,14,18,28,12,0,Matches
1873,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,fr Ligue 1,28-259,1993,10.3,18,11,12,4,2,9,23,39.1,14,188,40,21.3,66,91,31,18,2,0,16,6,24,13,0,Matches
1874,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,fr Ligue 1,26-028,1995,6.3,14,8,4,5,5,5,11,45.5,6,74,24,32.4,34,20,20,9,2,0,7,16,30,11,0,Matches
1875,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,eng Premier League,32-079,1989,12.7,20,6,11,7,2,11,26,42.3,15,137,43,31.4,65,50,22,25,1,0,24,18,38,24,0,Matches
1876,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,fr Ligue 1,19-182,2002,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,3,1,0,0,0,0,0,0,0,0,0,Matches
1877,Rober\c00097d2,es ESP,DF,Levante,es La Liga,26-285,1995,6.8,8,2,7,0,1,5,6,83.3,1,49,15,30.6,31,15,3,12,6,0,6,14,22,33,0,Matches
1878,Sergi Roberto\335fa267,es ESP,MFDF,Barcelona,es La Liga,29-294,1992,4.4,10,6,4,3,3,1,4,25.0,3,41,11,26.8,9,20,12,3,0,0,3,2,12,4,0,Matches
1879,Patrick Roberts\59d93937,eng ENG,DF,Troyes,fr Ligue 1,24-296,1997,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1880,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,eng Premier League,22-320,1999,4.0,7,5,3,2,2,6,8,75.0,2,54,16,29.6,12,27,15,3,0,0,3,2,9,3,0,Matches
1881,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,eng Premier League,27-262,1994,8.6,8,5,3,4,1,3,8,37.5,5,87,20,23.0,19,40,28,15,3,1,12,19,27,23,0,Matches
1882,Rubén Rochina\ecd8c01e,es ESP,MFFW,Granada,es La Liga,30-250,1991,7.5,24,12,8,11,5,8,27,29.6,19,152,37,24.3,37,81,34,11,1,0,10,10,34,4,0,Matches
1883,Enzo Roco\37f827ec,cl CHI,DF,Elche,es La Liga,29-104,1992,10.6,11,4,9,1,1,3,11,27.3,8,94,29,30.9,59,32,3,18,10,1,8,15,26,56,3,Matches
1884,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,fr Ligue 1,26-195,1995,8.1,15,10,9,6,0,6,12,50.0,6,84,32,38.1,45,37,2,14,8,1,6,19,34,43,0,Matches
1885,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,de Bundesliga,31-048,1990,0.9,2,0,2,0,0,0,3,0.0,3,18,5,27.8,9,9,0,4,1,0,3,4,6,2,1,Matches
1886,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,eng Premier League,24-037,1997,0.9,0,0,0,0,0,0,0,,0,7,3,42.9,5,2,0,3,2,0,1,2,2,8,0,Matches
1887,Rodri\6434f10d,es ESP,MF,Manchester City,eng Premier League,25-159,1996,10.0,21,17,8,11,2,13,20,65.0,7,121,44,36.4,30,68,23,15,3,1,12,12,33,21,0,Matches
1888,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,eng Premier League,30-267,1991,9.5,11,8,2,5,4,2,6,33.3,4,142,43,30.3,16,67,59,3,0,0,3,7,18,10,0,Matches
1889,Rodrigo\85bed4ee,es ESP,FW,Betis,es La Liga,21-196,2000,6.4,9,7,5,3,1,1,8,12.5,7,84,25,29.8,29,32,23,12,0,0,12,2,11,2,0,Matches
1890,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,fr Ligue 1,26-161,1995,5.4,6,5,2,4,0,0,8,0.0,8,108,16,14.8,16,63,29,7,1,0,6,2,8,1,0,Matches
1891,Kévin Rodrigues\f1bed920,pt POR,FWDF,Rayo Vallecano,es La Liga,27-268,1994,0.5,4,2,1,3,0,1,3,33.3,2,16,6,37.5,7,7,2,3,0,0,3,2,6,0,0,Matches
1892,Óscar Rodríguez Arnaiz\19709006,es ESP,FWMF,Sevilla,es La Liga,23-153,1998,3.5,9,8,2,4,3,1,3,33.3,2,49,16,32.7,5,32,12,3,0,0,3,5,14,3,0,Matches
1893,Ángel Rodríguez\8cfc2f69,es ESP,FW,Mallorca,es La Liga,34-216,1987,6.3,8,2,2,5,1,1,6,16.7,5,100,17,17.0,7,55,38,5,1,0,4,2,10,3,0,Matches
1894,Dani Rodríguez\70f8e0bd,es ESP,FWMF,Mallorca,es La Liga,33-175,1988,13.7,21,14,10,9,2,6,19,31.6,13,248,63,25.4,47,142,59,11,1,0,10,11,32,4,0,Matches
1895,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,es La Liga,27-230,1994,8.5,27,20,15,11,1,15,35,42.9,20,211,72,34.1,71,124,16,21,4,0,17,17,44,25,0,Matches
1896,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,eng Premier League,32-122,1989,2.5,5,2,2,2,1,0,3,0.0,3,57,12,21.1,9,24,24,4,1,0,3,0,5,0,0,Matches
1897,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,it Serie A,29-095,1992,9.0,13,7,5,6,2,3,8,37.5,5,106,40,37.7,40,50,16,9,0,0,9,13,26,26,0,Matches
1898,Rodrygo\8f5e92a6,br BRA,FWMF,Real Madrid,es La Liga,20-323,2001,4.5,5,3,2,1,2,0,5,0.0,5,79,16,20.3,15,34,30,2,0,0,2,8,13,1,0,Matches
1899,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,eng Premier League,22-157,1999,1.5,5,1,5,0,0,5,8,62.5,3,26,6,23.1,18,7,1,3,1,0,2,3,8,9,0,Matches
1900,Rogério\10e7f486,br BRA,DF,Sassuolo,it Serie A,23-319,1998,10.6,11,7,5,4,2,4,11,36.4,7,94,31,33.0,52,33,9,17,5,1,12,17,28,23,0,Matches
1901,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,it Serie A,26-320,1995,5.7,12,6,8,4,0,4,6,66.7,2,58,23,39.7,26,30,2,7,2,0,5,15,27,14,0,Matches
1902,Simone Romagnoli\09899de8,it ITA,DF,Empoli,it Serie A,31-292,1990,5.5,8,6,4,2,2,4,4,100.0,0,61,20,32.8,36,21,4,17,12,0,5,8,16,24,0,Matches
1903,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,eng Premier League,23-215,1998,5.9,16,12,5,10,1,5,10,50.0,5,78,34,43.6,53,24,1,17,9,0,8,20,36,23,0,Matches
1904,Iván Romero\2fbe6af0,es ESP,FW,Sevilla,es La Liga,20-232,2001,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,Matches
1905,Luka Romero\ca6edaa0,ar ARG,FW,Lazio,it Serie A,17-010,2004,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1906,Sergio Romero\1e26e376,ar ARG,GK,Venezia,it Serie A,34-279,1987,7.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
1907,Oriol Romeu\4b511457,es ESP,MF,Southampton,eng Premier League,30-065,1991,12.2,29,18,8,17,4,7,28,25.0,21,186,61,32.8,62,96,28,16,4,0,12,20,49,30,0,Matches
1908,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,eng Premier League,36-296,1985,8.2,0,0,0,0,0,0,2,0.0,2,39,7,17.9,2,20,17,4,0,0,4,2,2,7,0,Matches
1909,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,it Serie A,36-296,1985,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
1910,Salomón Rondón\b318a643,ve VEN,FW,Everton,eng Premier League,32-073,1989,5.1,4,1,0,1,3,1,7,14.3,6,91,23,25.3,9,44,38,3,0,0,3,0,4,6,0,Matches
1911,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,fr Ligue 1,26-356,1994,6.5,26,20,12,12,2,8,16,50.0,8,145,45,31.0,58,61,26,11,1,0,10,12,38,7,0,Matches
1912,Marten de Roon\2a1beb34,nl NED,DFMF,Atalanta,it Serie A,30-244,1991,10.0,22,9,9,11,2,8,14,57.1,6,172,47,27.3,56,90,26,15,2,0,13,21,43,26,0,Matches
1913,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,fr Ligue 1,24-325,1997,11.8,33,18,10,18,5,11,31,35.5,20,231,70,30.3,57,135,39,20,7,0,13,22,55,16,0,Matches
1914,Romario Rösch\87ebfdb8,de GER,MF,Mainz 05,de Bundesliga,22-150,1999,0.0,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0,Matches
1915,Danny Rose\89d10e53,eng ENG,DF,Watford,eng Premier League,31-149,1990,6.0,20,13,13,7,0,11,26,42.3,15,72,28,38.9,40,30,2,12,6,0,6,10,30,11,0,Matches
1916,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,de Bundesliga,28-326,1993,7.0,9,5,6,2,1,2,7,28.6,5,76,24,31.6,40,31,5,14,2,0,12,7,16,11,0,Matches
1917,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,it Serie A,19-359,2001,12.3,31,18,13,12,6,9,32,28.1,23,275,69,25.1,91,132,52,21,1,0,20,27,58,12,1,Matches
1918,Amir Rrahmani\4b3e1a38,xk KVX,DF,Napoli,it Serie A,27-277,1994,9.5,8,4,4,4,0,3,4,75.0,1,67,23,34.3,34,33,0,14,9,0,5,5,13,39,0,Matches
1919,Rubén\35d4f151,es ESP,DF,Espanyol,es La Liga,20-297,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
1920,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,eng Premier League,28-270,1993,11.0,16,11,7,9,0,7,10,70.0,3,79,27,34.2,36,37,6,17,3,0,14,11,27,36,0,Matches
1921,Sebastian Rudy\80f36c88,de GER,MF,Hoffenheim,de Bundesliga,31-273,1990,5.9,15,8,4,11,0,3,12,25.0,9,96,36,37.5,26,52,18,4,2,0,2,9,24,15,0,Matches
1922,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,it Serie A,27-122,1994,1.0,2,1,0,2,0,0,0,,0,8,1,12.5,2,6,0,2,0,0,2,1,3,5,0,Matches
1923,Matteo Ruggeri\ae9898c5,it ITA,DF,Salernitana,it Serie A,19-140,2002,2.5,4,3,2,1,1,4,7,57.1,3,20,5,25.0,11,5,4,5,1,0,4,2,6,8,0,Matches
1924,Mário Rui\0b5a292a,pt POR,DF,Napoli,it Serie A,30-185,1991,12.9,28,14,16,9,3,15,29,51.7,14,130,41,31.5,56,44,30,14,2,0,12,17,45,16,0,Matches
1925,Aitor Ruibal\a55d8df5,es ESP,FWDF,Betis,es La Liga,25-251,1996,4.0,12,8,5,4,3,2,13,15.4,11,99,24,24.2,34,41,24,6,0,0,6,2,14,1,0,Matches
1926,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,it Serie A,25-239,1996,12.6,25,19,11,10,4,9,26,34.6,17,208,71,34.1,62,96,50,18,2,0,16,14,39,17,0,Matches
1927,Isma Ruiz\6e36226f,es ESP,MF,Granada,es La Liga,20-287,2001,0.4,1,0,1,0,0,1,3,33.3,2,13,1,7.7,9,3,1,3,2,0,1,0,1,2,0,Matches
1928,Víctor Ruiz\b3dc6eca,es ESP,DF,Betis,es La Liga,32-307,1989,6.1,3,2,2,1,0,2,4,50.0,2,34,15,44.1,17,16,1,12,6,0,6,10,13,31,1,Matches
1929,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,es La Liga,29-192,1992,12.0,0,0,0,0,0,0,3,0.0,3,4,0,0.0,4,0,0,0,0,0,0,0,0,0,3,Matches
1930,Lukas Rupp\3faa1780,de GER,MF,Norwich City,eng Premier League,30-324,1991,3.5,7,5,3,4,0,3,8,37.5,5,76,26,34.2,32,34,10,6,1,0,5,6,13,3,1,Matches
1931,Franco Russo\b75ac54b,ar ARG,DF,Mallorca,es La Liga,27-034,1994,9.5,15,11,9,5,1,2,9,22.2,7,71,24,33.8,43,26,2,21,11,0,10,23,38,42,1,Matches
1932,Georginio Rutter\c64c01fc,fr FRA,FWMF,Hoffenheim,de Bundesliga,19-222,2002,6.1,10,6,0,8,2,3,4,75.0,1,105,26,24.8,6,48,51,3,0,0,3,2,12,0,0,Matches
1933,Mathew Ryan\4535e4bb,au AUS,GK,Real Sociedad,es La Liga,29-234,1992,2.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,Matches
1934,Julian Ryerson\009a4f60,no NOR,DF,Union Berlin,de Bundesliga,24-011,1997,5.9,13,3,3,9,1,6,12,50.0,6,106,30,28.3,48,44,14,9,2,0,7,7,20,8,0,Matches
1935,José Sá\903b6e8b,pt POR,GK,Wolves,eng Premier League,28-315,1993,13.0,0,0,0,0,0,0,0,,0,3,2,66.7,3,0,0,0,0,0,0,0,0,0,1,Matches
1936,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,fr Ligue 1,24-353,1996,3.1,8,6,2,3,3,1,5,20.0,4,70,17,24.3,18,41,11,5,0,0,5,3,11,1,0,Matches
1937,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19-197,2002,0.8,1,0,0,1,0,0,1,0.0,1,13,1,7.7,5,6,2,2,0,0,2,0,1,0,0,Matches
1938,Stefano Sabelli\0ccac09c,it ITA,DF,Genoa,it Serie A,28-319,1993,2.9,4,1,2,2,0,0,6,0.0,6,46,11,23.9,21,17,8,7,1,0,6,7,11,6,0,Matches
1939,Marcel Sabitzer\e280527c,at AUT,MFFW,Bayern Munich,de Bundesliga,27-256,1994,3.3,4,1,1,1,2,2,5,40.0,3,45,9,20.0,8,24,13,6,0,0,6,3,7,3,0,Matches
1940,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,de Bundesliga,27-256,1994,0.5,1,1,1,0,0,1,1,100.0,0,5,2,40.0,1,4,0,1,0,0,1,1,2,0,0,Matches
1941,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,it Serie A,22-154,1999,8.7,17,9,7,7,3,7,21,33.3,14,176,45,25.6,42,82,52,10,0,0,10,9,26,4,0,Matches
1942,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,fr Ligue 1,21-258,2000,0.3,1,1,1,0,0,1,1,100.0,0,11,4,36.4,5,4,2,1,0,0,1,0,1,0,0,Matches
1943,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,fr Ligue 1,26-223,1995,3.9,3,2,0,3,0,1,3,33.3,2,81,18,22.2,5,50,26,2,0,0,2,2,5,0,0,Matches
1944,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,eng Premier League,24-261,1997,12.9,3,3,2,0,1,0,7,0.0,7,101,34,33.7,24,43,34,8,0,0,8,10,13,1,0,Matches
1945,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,eng Premier League,31-247,1990,12.4,24,15,15,7,2,8,12,66.7,4,104,32,30.8,54,42,8,20,9,0,11,25,49,83,1,Matches
1946,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,eng Premier League,20-084,2001,10.6,8,5,2,5,1,4,15,26.7,11,132,33,25.0,35,51,46,13,0,0,13,8,16,5,0,Matches
1947,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,fr Ligue 1,31-288,1990,9.9,14,8,11,2,1,6,8,75.0,2,56,25,44.6,35,18,3,11,10,0,1,21,35,48,0,Matches
1948,Jacopo Sala\da5a981b,it ITA,MF,Spezia,it Serie A,29-358,1991,4.6,12,9,5,6,1,8,25,32.0,17,97,36,37.1,37,49,11,5,1,0,4,9,21,5,0,Matches
1949,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,eng Premier League,29-166,1992,13.0,6,3,2,2,2,2,8,25.0,6,187,51,27.3,32,53,102,2,0,0,2,3,9,2,0,Matches
1950,Eddie Salcedo\0489bb30,it ITA,MFFW,Spezia,it Serie A,20-058,2001,3.3,1,0,0,0,1,0,0,,0,32,12,37.5,7,15,10,3,1,0,2,3,4,4,0,Matches
1951,William Saliba\972aeb2a,fr FRA,DF,Marseille,fr Ligue 1,20-249,2001,12.0,20,14,14,5,1,4,9,44.4,5,93,45,48.4,63,27,3,18,6,0,12,22,42,35,0,Matches
1952,Romain Salin\74733221,fr FRA,GK,Rennes,fr Ligue 1,37-122,1984,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1953,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,eng Premier League,22-225,1999,12.6,31,25,22,6,3,16,28,57.1,12,124,54,43.5,71,44,9,24,14,1,10,34,65,85,1,Matches
1954,Roland Sallai\bf075f6b,hu HUN,MFFW,Freiburg,de Bundesliga,24-190,1997,4.8,5,2,1,2,2,0,4,0.0,4,59,17,28.8,13,21,25,5,0,0,5,2,7,3,0,Matches
1955,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,fr Ligue 1,29-007,1992,10.8,18,10,12,5,1,7,11,63.6,4,95,32,33.7,61,32,2,14,7,0,7,26,44,43,0,Matches
1956,Salvi\405f267a,es ESP,MFFW,Cádiz,es La Liga,30-243,1991,10.0,14,8,4,8,2,2,6,33.3,4,176,46,26.1,43,92,41,14,2,0,12,6,20,14,0,Matches
1957,Lazar Samardzic\217c93a1,de GER,MFFW,Udinese,it Serie A,19-277,2002,1.0,3,2,0,3,0,1,3,33.3,2,36,10,27.8,11,17,8,1,0,0,1,0,3,0,0,Matches
1958,Diadie Samassékou\08593525,ml MLI,MF,Hoffenheim,de Bundesliga,25-321,1996,6.2,14,10,7,5,2,7,15,46.7,8,127,39,30.7,32,75,20,11,4,0,7,10,24,11,0,Matches
1959,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,fr Ligue 1,26-022,1995,8.0,22,10,9,7,6,2,10,20.0,8,181,42,23.2,37,103,41,12,0,0,12,9,31,2,0,Matches
1960,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,eng Premier League,22-037,1999,9.0,19,12,8,10,1,7,12,58.3,5,108,34,31.5,36,53,19,15,6,0,9,19,38,10,2,Matches
1961,Junior Sambia\24eb7ed6,fr FRA,DF,Montpellier,fr Ligue 1,25-082,1996,8.7,12,5,8,3,1,2,9,22.2,7,91,23,25.3,38,31,22,24,3,0,21,20,32,13,0,Matches
1962,Antonio Sanabria\0a447501,py PAR,FW,Torino,it Serie A,25-269,1996,9.0,3,2,1,1,1,1,2,50.0,1,139,41,29.5,3,47,89,6,2,0,4,1,4,5,0,Matches
1963,Oihan Sancet\bdb624a3,es ESP,FWMF,Athletic Club,es La Liga,21-217,2000,6.0,10,6,2,5,3,2,3,66.7,1,111,29,26.1,11,38,62,6,0,0,6,1,11,7,0,Matches
1964,Renato Sanches\032f894e,pt POR,MF,Lille,fr Ligue 1,24-102,1997,4.1,11,10,4,6,1,3,9,33.3,6,56,23,41.1,15,32,9,1,0,0,1,4,15,0,0,Matches
1965,Alexis Sánchez\2c0f8e9e,cl CHI,FW,Inter,it Serie A,32-344,1988,1.9,0,0,0,0,0,0,4,0.0,4,34,9,26.5,5,15,14,0,0,0,0,2,2,0,0,Matches
1966,Antonio Sánchez\a254bbe0,es ESP,FWMF,Mallorca,es La Liga,24-331,1997,3.9,9,5,4,3,2,3,12,25.0,9,64,12,18.8,17,31,16,7,1,0,6,5,14,2,0,Matches
1967,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,eng Premier League,25-169,1996,4.3,9,3,5,4,0,4,8,50.0,4,48,15,31.3,22,23,3,12,8,0,4,4,13,29,0,Matches
1968,Germán Sánchez\ea9b2ef9,es ESP,DF,Granada,es La Liga,35-028,1986,9.4,9,5,7,2,0,5,9,55.6,4,52,18,34.6,29,22,1,10,4,0,6,18,27,68,0,Matches
1969,Manuel Sánchez\ffacd3d5,es ESP,DF,Osasuna,es La Liga,21-096,2000,9.9,25,15,12,11,2,16,28,57.1,12,209,64,30.6,69,93,47,16,1,0,15,16,41,15,0,Matches
1970,Robert Sánchez\6a713852,es ESP,GK,Brighton,eng Premier League,24-010,1997,12.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,0,1,Matches
1971,Jadon Sancho\dbf053da,eng ENG,FW,Manchester Utd,eng Premier League,21-248,2000,4.8,2,1,0,2,0,1,4,25.0,3,75,22,29.3,22,34,19,6,2,0,4,5,7,2,1,Matches
1972,Philippe Sandler\60740e70,nl NED,DF,Troyes,fr Ligue 1,24-291,1997,0.8,1,1,1,0,0,0,1,0.0,1,7,3,42.9,5,2,0,3,1,0,2,1,2,5,0,Matches
1973,Alex Sandro\0d82903c,br BRA,DF,Juventus,it Serie A,30-306,1991,9.8,11,5,7,2,2,3,12,25.0,9,85,34,40.0,38,36,11,11,1,0,10,17,28,15,0,Matches
1974,Leroy Sané\2b114be3,de GER,FW,Bayern Munich,de Bundesliga,25-321,1996,9.2,14,7,2,7,5,2,8,25.0,6,133,45,33.8,23,63,47,3,0,0,3,8,22,1,0,Matches
1975,Oier Sanjurjo\466824fb,es ESP,MF,Osasuna,es La Liga,35-187,1986,4.4,5,4,2,2,1,1,12,8.3,11,84,25,29.8,24,46,14,7,3,0,4,2,7,7,0,Matches
1976,Mohamed Sankoh\be625686,nl NED,FW,Stuttgart,de Bundesliga,18-043,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1977,Nicola Sansone\7eb97a8e,it ITA,FWMF,Bologna,it Serie A,30-079,1991,3.6,7,3,3,3,1,2,10,20.0,8,61,14,23.0,19,26,16,0,0,0,0,2,9,0,0,Matches
1978,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,fr Ligue 1,26-264,1995,6.3,11,4,5,5,1,4,7,57.1,3,110,25,22.7,37,58,15,6,2,0,4,10,21,12,0,Matches
1979,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Freiburg,de Bundesliga,26-264,1995,0.2,0,0,0,0,0,0,1,0.0,1,3,3,100.0,1,1,1,1,0,0,1,0,0,1,0,Matches
1980,Federico Santander\df85d472,py PAR,FWDF,Bologna,it Serie A,30-177,1991,0.3,1,1,1,0,0,0,0,,0,6,1,16.7,2,2,2,0,0,0,0,1,2,0,0,Matches
1981,Samir Santos\92b4758e,br BRA,DF,Udinese,it Serie A,26-358,1994,12.2,35,19,20,14,1,11,18,61.1,7,174,42,24.1,101,66,7,24,6,0,18,38,73,50,1,Matches
1982,Sergio Santos\cf59e05f,es ESP,DF,Real Madrid,es La Liga,20-329,2001,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,Matches
1983,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,it Serie A,29-342,1991,6.6,3,2,0,3,0,0,6,0.0,6,51,19,37.3,12,25,14,4,0,0,4,4,7,3,0,Matches
1984,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,fr Ligue 1,29-201,1992,0.2,0,0,0,0,0,0,1,0.0,1,10,3,30.0,1,3,6,0,0,0,0,0,0,0,0,Matches
1985,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,eng Premier League,21-281,2000,7.1,7,3,4,3,0,4,9,44.4,5,125,29,23.2,28,49,48,11,0,0,11,10,17,6,0,Matches
1986,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,eng Premier League,19-165,2002,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,Matches
1987,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,de Bundesliga,29-301,1992,0.5,4,2,2,1,1,3,4,75.0,1,9,4,44.4,5,3,1,3,1,0,2,3,7,0,0,Matches
1988,Ismaila Sarr\bfdb33aa,sn SEN,MFFW,Watford,eng Premier League,23-276,1998,11.4,6,2,2,2,2,0,4,0.0,4,196,39,19.9,34,80,82,8,1,0,7,11,17,5,0,Matches
1989,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,eng Premier League,22-309,1999,1.0,4,2,4,0,0,0,1,0.0,1,11,4,36.4,9,2,0,1,1,0,0,1,5,13,0,Matches
