Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
651,Hugo Ekitike\5b92d896,fr FRA,FWMF,Reims,fr Ligue 1,19-161,2002,6.1,162,152,10,1,0,48,1,2,0,0,0,0,100,34,28,20,121,12,0,0,104,1,4,12,7,Matches
652,Jurgen Ekkelenkamp\73d6a176,nl NED,FWMF,Hertha BSC,de Bundesliga,21-237,2000,3.4,86,83,3,0,0,19,3,2,2,0,0,0,52,22,12,21,52,8,1,0,57,0,0,3,5,Matches
653,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,it Serie A,27-250,1994,4.7,112,107,5,1,2,30,1,1,0,0,0,0,75,20,17,16,81,6,0,6,81,0,3,6,4,Matches
654,Alberth Elis\104b4ad3,hn HON,FWMF,Bordeaux,fr Ligue 1,25-289,1996,4.6,116,103,13,0,0,38,2,10,0,0,0,0,79,20,17,3,99,2,1,1,81,0,2,8,9,Matches
655,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,eng Premier League,18-238,2003,2.8,184,177,7,0,0,13,1,5,2,1,0,0,138,25,21,167,11,1,3,2,154,2,0,5,7,Matches
656,Elif Elmas\cf007308,mk MKD,MFFW,Napoli,it Serie A,22-065,1999,6.1,283,268,15,4,0,29,5,2,6,1,2,0,247,21,15,53,223,6,0,0,255,2,3,7,1,Matches
657,Mohamed Elneny\47a34c4f,eg EGY,MFFW,Arsenal,eng Premier League,29-140,1992,0.7,22,22,0,0,0,2,0,0,0,0,0,0,16,4,2,1,20,1,0,0,21,0,0,0,0,Matches
658,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,27-245,1994,12.7,672,641,31,21,0,59,19,0,0,0,0,0,519,43,110,78,524,36,10,1,593,1,11,4,6,Matches
659,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,25-059,1996,11.3,735,700,35,26,0,57,22,0,0,0,0,0,655,36,44,157,535,22,2,1,697,0,1,9,3,Matches
660,Sepe Elye Wahi\0d7b6576,fr FRA,FWMF,Montpellier,fr Ligue 1,18-330,2003,4.6,74,73,1,0,0,18,0,4,0,0,0,0,50,16,8,5,60,6,1,0,47,0,1,7,3,Matches
661,Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,eng Premier League,27-116,1994,8.3,237,235,2,1,0,61,3,16,0,0,0,0,151,45,41,37,170,14,1,4,163,2,1,8,9,Matches
662,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,es La Liga,29-205,1992,12.9,458,361,97,21,0,80,28,48,72,24,31,1,225,76,157,68,359,15,4,3,273,6,14,15,27,Matches
663,Breel Embolo\0b4f388a,ch SUI,FW,M'Gladbach,de Bundesliga,24-287,1997,5.6,131,123,8,1,1,43,2,0,0,0,0,0,99,21,11,7,106,4,0,5,99,1,0,6,8,Matches
664,Emerson\df8b52a5,br BRA,DF,Barcelona,es La Liga,22-318,1999,1.0,69,55,14,0,0,10,1,2,0,0,0,0,48,16,5,3,51,0,14,1,58,0,0,4,3,Matches
665,Emerson\df8b52a5,br BRA,DF,Tottenham,eng Premier League,22-318,1999,8.5,485,382,103,11,0,73,6,18,0,0,0,0,288,111,86,48,317,23,92,0,375,1,4,11,24,Matches
666,Renaud Emond\5c9ac7f0,be BEL,MFFW,Nantes,fr Ligue 1,29-358,1991,1.9,32,31,1,0,0,14,0,0,0,0,0,0,13,12,7,3,20,3,0,2,22,0,0,1,0,Matches
667,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,24-180,1997,5.0,58,53,5,0,1,15,3,1,0,0,0,0,32,15,11,43,4,5,0,2,45,0,2,3,1,Matches
668,Keita Endo\1a83027b,jp JPN,MF,Union Berlin,de Bundesliga,24-006,1997,0.2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Matches
669,Wataru Endo\c149016b,jp JPN,MF,Stuttgart,de Bundesliga,28-292,1993,12.8,678,668,10,8,0,140,12,4,1,0,0,0,519,82,77,97,531,26,1,1,574,2,4,23,14,Matches
670,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,it Serie A,23-308,1998,5.2,233,227,6,5,0,17,6,0,0,0,0,0,173,23,37,43,167,18,0,0,203,1,3,3,1,Matches
671,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,it Serie A,28-246,1993,0.1,5,4,1,1,0,2,0,0,0,0,0,0,3,1,1,0,5,0,0,0,4,0,0,0,0,Matches
672,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,26-062,1995,3.2,125,71,54,17,0,5,5,0,0,0,0,0,30,6,89,12,85,1,0,13,72,0,4,3,0,Matches
673,Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,es La Liga,32-087,1989,3.7,158,133,25,4,0,24,7,9,1,0,1,0,83,32,43,116,11,3,20,1,116,0,4,2,4,Matches
674,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,es La Liga,29-327,1992,14.0,621,451,170,23,2,78,35,44,2,2,0,0,236,119,266,343,92,26,145,2,369,4,20,29,31,Matches
675,Maxime Estève\1a066e69,fr FRA,DF,Montpellier,fr Ligue 1,19-186,2002,10.5,371,358,13,6,0,28,17,0,0,0,0,0,298,29,44,228,105,26,1,1,320,0,6,11,5,Matches
676,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,es La Liga,23-311,1998,6.7,456,394,62,4,0,81,9,23,1,0,0,0,321,87,48,340,43,12,57,0,377,1,5,14,13,Matches
677,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,eng Premier League,26-019,1995,4.1,147,137,10,10,0,14,9,1,0,0,0,0,117,6,24,18,126,2,0,1,132,1,4,6,1,Matches
678,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,33-329,1988,5.3,320,305,15,14,0,39,1,0,0,0,0,0,233,24,63,117,177,15,1,0,266,0,7,8,2,Matches
679,Eberechi Eze\ae4fc6a4,eng ENG,MF,Crystal Palace,eng Premier League,23-152,1998,0.3,25,21,4,1,0,1,0,0,3,2,1,0,20,1,4,5,20,0,0,0,19,0,0,2,1,Matches
680,Abdessamad Ezzalzouli\bed68338,ma MAR,FW,Barcelona,es La Liga,19-346,2001,1.5,44,43,1,0,0,7,1,6,1,0,0,0,31,8,5,5,35,1,0,2,26,0,0,8,1,Matches
681,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,36-224,1985,12.0,304,201,103,10,0,10,11,0,0,0,0,0,132,20,152,16,216,2,0,56,211,0,9,0,2,Matches
682,Fabinho\7f3b388c,br BRA,MF,Liverpool,eng Premier League,28-036,1993,8.2,484,476,8,8,0,57,7,3,0,0,0,0,362,54,68,37,418,21,0,2,430,0,5,10,5,Matches
683,Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,31-142,1990,8.0,348,250,98,11,0,52,3,8,0,0,0,0,168,96,84,84,150,16,87,3,252,0,11,15,8,Matches
684,Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,34-208,1987,0.4,53,46,7,4,0,8,2,3,2,0,1,0,33,9,11,3,48,1,1,0,42,1,1,1,1,Matches
685,Wout Faes\9c221d14,be BEL,DF,Reims,fr Ligue 1,23-239,1998,14.0,521,504,17,14,0,36,16,0,0,0,0,0,378,53,90,69,411,34,1,2,449,1,11,10,7,Matches
686,Wahidullah Faghir\93c9e7d9,dk DEN,FW,Stuttgart,de Bundesliga,18-122,2003,1.2,27,26,1,1,0,10,0,0,0,0,0,0,18,5,4,1,19,1,0,3,17,0,0,1,0,Matches
687,Romain Faivre\745ca0a3,fr FRA,MFFW,Brest,fr Ligue 1,23-137,1998,12.7,551,468,83,18,2,86,37,31,41,25,9,2,405,51,95,442,90,8,3,2,433,2,10,18,16,Matches
688,Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,es La Liga,35-291,1986,3.7,70,67,3,0,0,27,1,1,0,0,0,0,41,23,6,11,50,4,1,1,51,0,0,3,4,Matches
689,Fali\72a84002,es ESP,DFMF,Cádiz,es La Liga,28-108,1993,9.7,249,234,15,10,1,25,4,3,0,0,0,0,133,30,86,46,176,15,4,0,188,1,7,3,2,Matches
690,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,it Serie A,30-034,1991,12.1,568,462,106,7,0,69,13,29,0,0,0,0,253,145,170,66,364,25,99,1,412,3,18,24,17,Matches
691,Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,it Serie A,25-286,1996,5.2,192,162,30,0,0,39,10,14,0,0,0,0,100,45,47,136,14,7,30,0,125,5,2,10,12,Matches
692,Diego Farias\157d29b6,br BRA,MFFW,Cagliari,it Serie A,31-202,1990,0.7,35,34,1,0,0,7,1,2,0,0,0,0,25,3,7,6,26,0,1,0,29,0,1,1,2,Matches
693,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,23-286,1998,1.0,20,15,5,0,0,0,0,0,0,0,0,0,19,1,0,3,12,0,0,5,20,0,0,0,0,Matches
694,Ömer Faruk Beyaz\8307b663,tr TUR,FWDF,Stuttgart,de Bundesliga,18-091,2003,0.4,24,24,0,0,0,5,0,0,0,0,0,0,17,1,6,18,4,1,0,0,16,0,1,1,2,Matches
695,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,es La Liga,19-028,2002,2.4,99,89,10,3,0,15,2,3,4,0,1,0,81,14,4,17,80,0,2,0,79,2,1,8,3,Matches
696,Julien Faussurier\767212e6,fr FRA,DFFW,Brest,fr Ligue 1,34-318,1987,2.2,153,120,33,2,0,20,10,13,0,0,0,0,75,38,40,10,104,5,31,0,121,1,0,10,4,Matches
697,Andrea Favilli\44510fde,it ITA,FW,Genoa,it Serie A,24-195,1997,0.4,6,4,2,0,0,1,0,0,0,0,0,0,6,0,0,5,1,0,0,0,5,0,0,1,0,Matches
698,Aleix Febas\38126309,es ESP,MF,Mallorca,es La Liga,25-299,1996,1.3,56,55,1,1,0,12,4,0,0,0,0,0,41,11,4,9,44,1,0,0,50,0,1,4,1,Matches
699,Adrian Fein\60097ff6,de GER,MF,Greuther Fürth,de Bundesliga,22-255,1999,0.4,9,8,1,0,0,0,0,0,0,0,0,0,5,1,3,0,8,0,1,0,6,0,1,0,0,Matches
700,Nabil Fekir\bece776f,fr FRA,MF,Betis,es La Liga,28-133,1993,12.3,540,452,88,27,1,112,35,25,55,22,19,2,396,39,105,464,54,6,2,3,434,1,8,12,16,Matches
701,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,32-196,1989,5.1,270,263,7,7,0,24,7,0,0,0,0,0,200,21,49,34,201,29,0,1,232,3,4,5,4,Matches
702,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,24-251,1997,10.6,671,645,26,22,0,38,13,2,0,0,0,0,574,42,55,79,559,21,3,1,619,2,3,11,4,Matches
703,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,24-080,1997,3.0,145,140,5,4,0,14,6,0,0,0,0,0,108,10,27,116,19,5,0,1,119,0,4,4,3,Matches
704,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,22-018,1999,3.6,139,130,9,1,2,22,7,4,0,0,0,0,102,18,19,11,117,3,5,1,111,1,3,5,4,Matches
705,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,30-299,1991,5.0,203,162,41,3,0,14,0,7,0,0,0,0,103,47,53,24,129,10,38,0,147,0,6,5,6,Matches
706,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,27-081,1994,11.4,638,583,55,11,7,116,37,31,14,3,9,0,399,89,150,35,568,16,10,4,471,7,13,33,16,Matches
707,Edimilson Fernandes\3bb625ac,ch SUI,DFFW,Arminia,de Bundesliga,25-227,1996,3.1,121,115,6,1,0,32,5,8,3,0,1,0,78,16,27,13,99,3,2,1,92,0,2,0,5,Matches
708,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,30-209,1991,9.0,249,161,88,21,0,10,8,0,0,0,0,0,122,16,111,15,182,0,0,41,180,0,7,2,1,Matches
709,Álex Fernández\aa677a35,es ESP,MF,Cádiz,es La Liga,29-044,1992,8.7,384,349,35,12,1,49,24,16,20,5,9,1,241,50,93,79,275,17,3,4,282,0,4,18,12,Matches
710,Álvaro Fernández\f127d782,es ESP,GK,Brentford,eng Premier League,23-229,1998,3.0,130,107,23,4,0,8,1,0,0,0,0,0,63,3,64,12,92,0,0,17,92,0,3,1,1,Matches
711,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,32-280,1989,4.9,199,193,6,5,0,18,6,0,0,0,0,0,147,10,42,11,175,9,1,1,170,0,4,2,1,Matches
712,Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,36-208,1985,2.1,146,145,1,1,0,23,1,2,0,0,0,0,107,23,16,20,116,4,0,1,124,0,0,11,1,Matches
713,Fernando\41f32541,br BRA,MFDF,Sevilla,es La Liga,34-126,1987,11.4,730,707,23,20,0,68,41,1,0,0,0,0,578,70,82,57,616,33,3,4,663,2,12,17,7,Matches
714,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,27-150,1994,1.1,41,39,2,2,0,3,0,0,0,0,0,0,33,2,6,7,31,2,0,0,39,0,1,0,0,Matches
715,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,it Serie A,23-311,1998,9.7,466,414,52,5,0,68,17,17,0,0,0,0,278,86,102,24,361,18,47,1,372,1,6,18,11,Matches
716,Jordan Ferri\375622c5,fr FRA,MF,Montpellier,fr Ligue 1,29-261,1992,11.6,804,770,34,28,2,92,28,8,1,0,0,0,585,92,127,37,730,25,5,3,684,2,15,22,13,Matches
717,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,it Serie A,28-194,1993,2.0,117,88,29,4,0,8,8,5,2,1,1,0,55,24,38,12,79,3,23,0,85,0,3,6,7,Matches
718,Fidel\eb82b6f1,es ESP,MF,Elche,es La Liga,32-032,1989,10.8,493,446,47,13,3,90,24,17,26,15,9,1,338,70,85,435,40,8,8,1,365,3,11,30,20,Matches
719,Karol Fila\50ac8941,pl POL,DF,Strasbourg,fr Ligue 1,23-168,1998,3.2,202,164,38,8,0,18,2,10,0,0,0,0,139,27,36,9,160,1,30,0,159,1,2,7,6,Matches
720,Alfreð Finnbogason\f9e7c4ac,is ISL,FWMF,Augsburg,de Bundesliga,32-300,1989,1.6,30,29,1,0,0,11,1,1,0,0,0,0,17,6,7,6,18,4,0,2,19,0,0,3,3,Matches
721,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,it Serie A,25-126,1996,1.3,65,64,1,1,0,6,4,0,0,0,0,0,52,9,4,2,59,2,0,0,59,0,0,2,2,Matches
722,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,eng Premier League,30-057,1991,4.1,178,170,8,0,2,37,6,4,0,0,0,0,132,26,20,10,157,6,3,1,137,0,2,10,12,Matches
723,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,eng Premier League,25-098,1996,6.0,328,272,56,1,0,46,6,10,0,0,0,0,203,77,48,194,57,16,55,0,275,1,6,10,6,Matches
724,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,28-168,1993,13.0,544,398,146,38,0,43,23,0,0,0,0,0,236,18,290,85,380,0,0,59,371,2,19,3,4,Matches
725,Ashley Fletcher\eeb6551f,eng ENG,FWDF,Watford,eng Premier League,26-057,1995,0.1,3,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,Matches
726,Alexis Flips\caef7840,fr FRA,FWMF,Reims,fr Ligue 1,21-314,2000,4.9,184,152,32,8,1,37,7,19,19,9,4,1,106,32,46,34,139,4,2,3,109,0,7,11,10,Matches
727,Alessandro Florenzi\e288d4b3,it ITA,FWDF,Milan,it Serie A,30-262,1991,2.4,75,69,6,0,0,9,1,3,1,0,0,0,44,18,13,6,58,4,5,1,60,0,0,3,6,Matches
728,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,eng Premier League,21-184,2000,6.8,342,300,42,7,1,49,20,26,26,8,12,1,249,34,59,313,14,10,3,1,270,1,5,12,11,Matches
729,Mamadou Fofana\4c4ffacc,ml MLI,DF,Metz,fr Ligue 1,23-311,1998,0.4,4,3,1,1,0,0,0,0,0,0,0,0,2,1,1,0,4,0,0,0,3,0,0,0,0,Matches
730,Seko Fofana\5313ed43,ci CIV,MF,Lens,fr Ligue 1,26-205,1995,14.8,727,718,9,5,2,94,22,12,0,0,0,0,621,62,44,114,588,17,4,3,651,1,9,21,13,Matches
731,Youssouf Fofana\822d51d7,fr FRA,MF,Monaco,fr Ligue 1,22-322,1999,8.0,428,421,7,7,1,86,11,4,0,0,0,0,319,40,69,73,330,14,0,3,325,5,8,22,6,Matches
732,Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,27-064,1994,8.3,354,283,71,6,0,41,9,17,0,0,0,0,198,82,74,35,234,15,65,0,278,0,6,17,12,Matches
733,Thomas Fontaine\9f90c06b,mg MAD,DF,Lorient,fr Ligue 1,30-204,1991,1.9,53,51,2,2,0,6,2,0,0,0,0,0,40,3,10,35,14,4,0,0,45,0,1,1,3,Matches
734,José Fontán\1827a42d,es ESP,DF,Celta Vigo,es La Liga,21-290,2000,2.0,139,134,5,3,0,10,5,0,0,0,0,0,114,8,17,107,25,5,2,0,122,0,2,1,0,Matches
735,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,37-341,1983,15.0,827,803,24,21,1,84,42,4,0,0,0,0,611,91,125,90,652,50,2,6,729,2,18,13,6,Matches
736,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,it Serie A,31-317,1990,0.6,13,12,1,0,0,0,0,1,0,0,0,0,9,2,2,1,10,1,1,0,10,0,0,1,0,Matches
737,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,eng Premier League,25-279,1996,11.4,469,450,19,0,2,82,11,18,8,6,0,0,353,52,64,58,389,8,2,2,355,2,5,20,22,Matches
738,Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,de Bundesliga,30-036,1991,7.6,276,255,21,5,3,44,5,5,13,4,9,0,198,38,40,28,219,10,3,12,219,2,3,10,6,Matches
739,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,eng Premier League,30-051,1991,3.2,163,155,8,8,0,30,4,1,0,0,0,0,117,24,22,23,132,6,0,1,139,1,0,6,2,Matches
740,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,eng Premier League,22-163,1999,1.9,33,30,3,0,0,9,0,1,0,0,0,0,15,10,8,3,21,6,0,1,20,1,1,2,1,Matches
741,Philipp Förster\76fa965f,de GER,FWMF,Stuttgart,de Bundesliga,26-297,1995,4.9,226,217,9,0,1,48,2,0,0,0,0,0,185,27,14,174,36,4,6,0,201,1,1,8,4,Matches
742,Francesco Forte\69e11a01,it ITA,FW,Venezia,it Serie A,28-211,1993,3.4,62,56,6,0,0,25,1,3,0,0,0,0,37,13,12,35,12,4,0,3,44,0,2,4,3,Matches
743,Steven Fortes\574aa9ec,cv CPV,DF,Lens,fr Ligue 1,29-225,1992,1.0,29,28,1,1,0,3,4,0,0,0,0,0,21,3,5,3,24,1,0,0,25,0,2,2,0,Matches
744,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,38-239,1983,8.0,275,177,98,29,0,9,14,0,0,0,0,0,66,14,195,193,49,0,0,22,152,1,12,4,1,Matches
745,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,es La Liga,28-250,1993,2.0,76,52,24,1,0,14,2,5,0,0,0,0,33,22,21,7,39,5,23,0,52,0,1,2,9,Matches
746,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,es La Liga,28-250,1993,11.2,470,351,119,8,0,53,15,23,0,0,0,0,211,135,124,55,278,19,111,0,334,0,13,16,29,Matches
747,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,es La Liga,23-320,1998,9.5,517,424,93,8,1,100,6,6,0,0,0,0,349,97,71,26,379,15,85,2,439,3,8,18,9,Matches
748,Raphael Framberger\626fab5f,de GER,DFMF,Augsburg,de Bundesliga,26-083,1995,3.7,125,90,35,1,0,14,3,8,0,0,0,0,47,44,34,8,76,5,34,1,80,0,6,3,6,Matches
749,Przemysław Frankowski\00a8d210,pl POL,DF,Lens,fr Ligue 1,26-230,1995,12.5,630,523,107,7,0,51,8,28,3,1,2,0,426,128,76,90,423,17,97,3,517,1,11,21,25,Matches
750,Enric Franquesa\40883e3a,es ESP,DF,Levante,es La Liga,24-275,1997,4.4,149,113,36,2,0,20,1,2,1,1,0,0,77,41,31,89,10,11,33,0,116,1,5,3,7,Matches
751,Fransérgio\deba6b05,br BRA,MF,Bordeaux,fr Ligue 1,31-041,1990,5.0,189,184,5,4,0,32,6,1,0,0,0,0,127,26,36,29,140,15,1,0,135,1,6,12,9,Matches
752,Ryan Fraser\d56543a0,sct SCO,MF,Newcastle Utd,eng Premier League,27-277,1994,3.5,101,95,6,2,0,16,3,9,4,2,1,1,59,9,33,18,76,6,0,0,74,2,1,2,2,Matches
753,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,it Serie A,22-037,1999,11.9,480,471,9,8,0,73,10,5,0,0,0,0,402,38,40,89,374,11,1,2,398,1,2,17,17,Matches
754,Fred\b853e0ad,br BRA,MF,Manchester Utd,eng Premier League,28-268,1993,8.4,482,467,15,15,0,89,14,1,0,0,0,0,371,59,52,323,141,13,0,2,408,2,9,16,10,Matches
755,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,eng Premier League,29-049,1992,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,0,Matches
756,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,it Serie A,29-227,1992,10.5,700,675,25,21,0,60,16,7,0,0,0,0,552,68,80,84,575,24,4,2,609,2,11,12,8,Matches
757,Marvin Friedrich\b77f44a4,de GER,DF,Union Berlin,de Bundesliga,25-350,1995,9.0,452,441,11,9,1,59,13,4,0,0,0,0,285,53,114,61,338,33,2,0,346,0,14,9,10,Matches
758,Jeremie Frimpong\74f2e748,nl NED,DF,Leverkusen,de Bundesliga,20-353,2000,11.6,607,489,118,11,0,61,3,21,0,0,0,0,387,142,78,49,432,10,107,0,484,2,6,18,23,Matches
759,Jorge de Frutos\38ce1150,es ESP,MFFW,Levante,es La Liga,24-281,1997,8.9,255,234,21,1,1,51,12,30,3,0,1,1,145,51,59,27,205,6,15,0,171,2,13,12,19,Matches
760,Chris Führich\0cf778df,de GER,FWDF,Stuttgart,de Bundesliga,23-323,1998,3.4,122,113,9,2,0,29,0,2,1,0,0,0,97,16,9,16,94,5,4,0,108,0,0,4,0,Matches
761,Angelo Fulgini\4b96c347,fr FRA,MFFW,Angers,fr Ligue 1,25-100,1996,12.4,516,485,31,7,0,104,10,14,6,1,2,0,401,52,63,65,421,12,2,8,422,1,4,25,9,Matches
762,Marius Funk\86314793,de GER,GK,Greuther Fürth,de Bundesliga,25-331,1996,7.0,325,239,86,23,0,15,5,0,0,0,0,0,140,12,173,41,244,0,0,27,205,3,19,3,1,Matches
763,Stephan Fürstner\18c2e247,de GER,MF,Mainz 05,de Bundesliga,34-078,1987,0.1,5,5,0,0,0,1,1,0,0,0,0,0,3,1,1,2,3,0,0,0,1,0,2,0,0,Matches
764,Matteo Gabbia\c235e803,it ITA,DF,Milan,it Serie A,22-038,1999,1.6,144,143,1,0,0,10,2,0,0,0,0,0,116,4,24,42,95,4,0,0,130,1,1,1,0,Matches
765,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Sampdoria,it Serie A,30-002,1991,4.1,104,89,15,2,1,34,5,3,12,3,3,1,54,23,27,79,9,6,1,1,61,0,5,5,8,Matches
766,Mijat Gaćinović\16daec92,rs SRB,FWDF,Hoffenheim,de Bundesliga,26-293,1995,1.2,46,39,7,0,0,6,1,0,0,0,0,0,28,12,6,9,28,1,7,0,39,0,0,1,0,Matches
767,Gianluca Gaetano\3b387cc7,it ITA,MF,Napoli,it Serie A,21-207,2000,0.2,11,11,0,0,0,2,0,0,0,0,0,0,9,2,0,1,9,0,0,0,9,0,0,0,1,Matches
768,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,it Serie A,27-235,1994,2.5,100,97,3,2,0,19,3,0,0,0,0,0,75,16,9,14,73,6,1,1,82,0,1,2,5,Matches
769,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,it Serie A,31-214,1990,7.8,324,299,25,10,0,38,10,2,0,0,0,0,192,42,90,193,81,26,15,2,254,0,3,8,6,Matches
770,Javi Galán\a4b00319,es ESP,DF,Celta Vigo,es La Liga,27-009,1994,14.6,853,674,179,19,1,85,22,43,4,1,3,0,500,193,160,633,35,20,156,2,675,2,11,24,29,Matches
771,Iñigo Ruiz de Galarreta\91f7631f,es ESP,MF,Mallorca,es La Liga,28-114,1993,8.2,403,383,20,16,0,64,9,3,4,2,0,0,292,39,72,40,336,19,0,4,325,2,8,12,9,Matches
772,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,it Serie A,20-345,2000,0.2,8,6,2,0,0,1,0,1,0,0,0,0,3,4,1,5,1,0,2,0,5,0,0,0,1,Matches
773,Pablo Galdames Millán\dd403465,cl CHI,MF,Genoa,it Serie A,24-333,1996,2.2,78,77,1,1,0,9,9,4,0,0,0,0,47,11,20,7,65,5,0,0,65,1,1,0,3,Matches
774,Thiago Galhardo\766f48dd,br BRA,FWMF,Celta Vigo,es La Liga,32-131,1989,4.4,93,91,2,0,1,31,0,5,0,0,0,0,45,22,26,13,49,12,1,3,64,0,0,5,6,Matches
775,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,eng Premier League,21-295,2000,11.6,438,388,50,27,1,61,18,26,22,8,8,2,291,47,100,29,381,19,0,2,336,0,8,17,10,Matches
776,Gauthier Gallon\db3164e1,fr FRA,GK,Troyes,fr Ligue 1,28-219,1993,14.0,513,349,164,42,0,29,20,0,0,0,0,0,209,27,277,66,350,0,0,74,358,0,17,5,1,Matches
777,Cristian Gamboa\f27680d9,cr CRC,DF,Bochum,de Bundesliga,32-035,1989,4.2,184,130,54,5,1,14,6,5,0,0,0,0,61,36,87,9,111,11,49,2,126,2,5,12,1,Matches
778,Kévin Gameiro\42276181,fr FRA,FWMF,Strasbourg,fr Ligue 1,34-203,1987,8.8,283,264,19,0,0,46,3,5,0,0,0,0,225,37,21,20,248,10,2,2,229,2,6,15,9,Matches
779,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Paris S-G,fr Ligue 1,32-063,1989,8.2,598,587,11,10,1,80,4,2,0,0,0,0,531,37,30,58,524,10,1,3,556,0,4,9,4,Matches
780,Ignatius Ganago\23c63b7f,cm CMR,FW,Lens,fr Ligue 1,22-285,1999,6.0,92,83,9,0,0,27,1,2,0,0,0,0,74,8,10,10,72,3,0,1,68,0,0,2,5,Matches
781,Silvère Ganvoula M'Boussy\6c731625,cg CGO,FW,Bochum,de Bundesliga,25-159,1996,0.8,27,24,3,0,1,8,0,0,0,0,0,0,16,6,5,2,19,2,0,0,17,0,0,2,2,Matches
782,Álvaro García\90bbd822,es ESP,FWMF,Rayo Vallecano,es La Liga,29-032,1992,13.9,394,385,9,2,0,83,22,62,2,0,1,0,203,79,112,262,99,20,5,3,229,4,10,14,26,Matches
