Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
28,Marcin Bułka\db87a2c4,pl POL,GK,Paris S-G,fr Ligue 1,19,1999,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
29,Willy Caballero\a179d516,ar ARG,GK,Chelsea,eng Premier League,37,1981,5,5,450,5.0,7,1.40,16,10,56.3,2,2,1,1,20.0,0,0,0,0,,Matches
30,Matis Carvalho\8608f269,pt POR,GK,Montpellier,fr Ligue 1,20,1999,1,0,71,0.8,4,5.07,8,5,50.0,0,0,0,0,,0,0,0,0,,Matches
31,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26,26,2340,26.0,38,1.46,104,69,67.3,11,6,9,5,19.2,4,4,0,0,0.0,Matches
32,Churripi\81a606fc,es ESP,GK,Valladolid,es La Liga,25,1994,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,Matches
33,Jasper Cillessen\04ac8285,nl NED,GK,Valencia,es La Liga,30,1989,24,24,2096,23.3,30,1.29,102,78,76.5,10,7,7,5,20.8,8,6,2,0,25.0,Matches
34,Yannis Clementia\7800bdb8,fr FRA,GK,Nice,fr Ligue 1,22,1997,2,2,180,2.0,2,1.00,6,5,83.3,2,0,0,0,0.0,1,1,0,0,0.0,Matches
35,Simone Colombi\72be9309,it ITA,GK,Parma,it Serie A,28,1991,4,4,360,4.0,4,1.00,17,14,82.4,1,1,2,1,25.0,2,1,0,1,0.0,Matches
36,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,32,1987,31,31,2790,31.0,55,1.77,140,93,65.7,12,5,14,5,16.1,8,7,1,0,12.5,Matches
37,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,35,1983,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,Matches
38,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28,28,2520,28.0,34,1.21,106,75,69.8,9,10,9,6,21.4,3,2,1,0,33.3,Matches
39,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,27,1992,34,34,3060,34.0,20,0.59,95,74,78.9,23,8,3,18,52.9,0,0,0,0,,Matches
40,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,25,1994,16,16,1440,16.0,21,1.31,86,66,76.7,2,6,8,3,18.8,2,1,1,0,50.0,Matches
41,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,35,1984,27,27,2429,27.0,33,1.22,99,67,67.7,7,9,11,8,29.6,2,1,1,0,50.0,Matches
42,Paul Delecroix\2ee1b96b,fr FRA,GK,Metz,fr Ligue 1,30,1988,2,1,135,1.5,4,2.67,5,2,40.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
43,Lucas Dias\d83f8f69,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,4,3,316,3.5,6,1.71,18,12,66.7,0,2,1,1,33.3,0,0,0,0,,Matches
44,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,3150,35.0,51,1.46,113,67,58.4,9,9,17,10,28.6,5,4,1,0,20.0,Matches
45,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,28,1990,15,14,1324,14.7,23,1.56,80,58,72.5,4,4,6,3,21.4,1,1,0,0,0.0,Matches
46,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,20,1999,36,36,3201,35.6,42,1.18,134,97,71.6,18,9,9,12,33.3,8,4,4,0,50.0,Matches
47,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,2790,31.0,43,1.39,131,94,71.8,7,12,12,8,25.8,8,6,2,0,25.0,Matches
48,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,38,3420,38.0,58,1.53,190,134,70.5,11,11,16,11,28.9,2,2,0,0,0.0,Matches
49,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,3071,34.1,28,0.82,92,65,72.8,24,3,8,16,45.7,3,3,0,0,0.0,Matches
50,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,23,1995,3,3,270,3.0,3,1.00,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,Matches
51,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,34,1985,25,25,2117,23.5,34,1.45,98,69,68.4,8,7,10,5,20.0,4,3,1,0,25.0,Matches
52,Fabricio\af245161,es ESP,GK,Mallorca,es La Liga,31,1987,2,2,90,1.0,3,3.00,5,3,80.0,0,0,1,0,0.0,2,2,0,0,0.0,Matches
53,Ralf Fährmann\1e43fad8,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0.2,1,4.29,1,1,100.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
54,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,2.0,5,2.50,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0,Matches
55,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,28,1991,36,36,3240,36.0,51,1.42,201,152,76.1,12,7,17,5,13.9,6,3,3,0,50.0,Matches
56,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,32,1986,4,4,360,4.0,8,2.00,17,13,70.6,1,2,1,1,25.0,3,3,0,0,0.0,Matches
57,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,10,900,10.0,14,1.40,70,54,80.0,4,3,3,3,30.0,1,0,0,1,,Matches
58,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,36,1983,38,38,3420,38.0,64,1.68,166,109,66.3,8,10,20,9,23.7,9,8,1,0,11.1,Matches
59,Daniel Fuzato\82328faf,br BRA,GK,Roma,it Serie A,22,1997,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
60,Gabriel\f93ed0df,br BRA,GK,Lecce,it Serie A,26,1992,34,34,2997,33.3,76,2.28,217,153,69.6,6,8,20,2,5.9,12,10,2,0,16.7,Matches
61,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,eng Premier League,27,1992,18,17,1613,17.9,26,1.45,79,56,70.9,5,5,7,2,11.8,4,3,1,0,25.0,Matches
62,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38,38,3420,38.0,36,0.95,125,92,73.6,18,12,8,13,34.2,3,3,0,0,0.0,Matches
63,Rafał Gikiewicz\17376543,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33,33,2970,33.0,54,1.64,160,109,68.1,12,5,16,8,24.2,4,3,1,0,25.0,Matches
64,Mauro Goicoechea\132bb875,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2,2,180,2.0,5,2.50,13,8,61.5,0,0,2,0,0.0,0,0,0,0,,Matches
65,Pierluigi Gollini\f0f7f62f,it ITA,GK,Atalanta,it Serie A,24,1995,33,33,2884,32.0,42,1.31,113,78,68.1,19,9,5,8,24.2,6,6,0,0,0.0,Matches
66,Alfred Gomis\cecbce23,sn SEN,GK,Dijon,fr Ligue 1,25,1993,19,19,1620,18.0,20,1.11,83,65,77.1,6,7,6,6,31.6,1,1,0,0,0.0,Matches
67,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35,35,3150,35.0,42,1.20,147,106,71.4,11,9,15,10,28.6,1,0,0,1,,Matches
68,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32,32,2880,32.0,34,1.06,117,82,72.6,16,12,4,10,31.3,2,2,0,0,0.0,Matches
69,Angus Gunn\e082af5b,eng ENG,GK,Southampton,eng Premier League,23,1996,10,10,900,10.0,25,2.50,53,30,56.6,2,2,6,2,20.0,2,2,0,0,0.0,Matches
70,Régis Gurtner\bc270726,fr FRA,GK,Amiens,fr Ligue 1,32,1986,28,28,2520,28.0,50,1.79,140,92,65.0,4,11,13,5,17.9,1,1,0,0,0.0,Matches
71,Samir Handanović\74419746,si SVN,GK,Inter,it Serie A,35,1984,35,35,3150,35.0,32,0.91,108,79,72.2,22,10,3,13,37.1,3,2,1,0,33.3,Matches
72,Tom Heaton\a6de6361,eng ENG,GK,Aston Villa,eng Premier League,33,1986,20,20,1794,19.9,35,1.76,99,67,67.7,6,3,11,4,20.0,3,3,0,0,0.0,Matches
73,Dean Henderson\e5a76dfe,eng ENG,GK,Sheffield Utd,eng Premier League,22,1997,36,36,3240,36.0,33,0.92,129,97,75.2,14,11,11,13,36.1,3,1,1,1,50.0,Matches
74,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3,3,270,3.0,8,2.67,22,14,63.6,0,1,2,0,0.0,0,0,0,0,,Matches
75,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,es La Liga,26,1993,19,18,1655,18.4,27,1.47,79,52,67.1,7,3,8,7,38.9,1,1,0,0,0.0,Matches
76,Iago Herrerín\9109185e,es ESP,GK,Athletic Club,es La Liga,31,1988,5,4,425,4.7,9,1.91,18,9,50.0,0,3,1,0,0.0,0,0,0,0,,Matches
77,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,de Bundesliga,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,,Matches
78,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,26,1993,34,34,3060,34.0,69,2.03,152,87,57.2,10,6,18,6,17.6,6,4,2,0,33.3,Matches
79,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,de Bundesliga,29,1989,34,34,3060,34.0,44,1.29,137,92,69.3,19,6,9,10,29.4,2,2,0,0,0.0,Matches
80,Jannik Huth\e8fd2e5b,de GER,GK,Paderborn 07,de Bundesliga,25,1994,6,6,540,6.0,17,2.83,32,16,50.0,0,1,5,0,0.0,1,1,0,0,0.0,Matches
81,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,29,29,2547,28.3,46,1.63,131,94,70.2,11,5,13,9,31.0,7,7,0,0,0.0,Matches
82,Jesse Joronen\7f66ea09,fi FIN,GK,Brescia,it Serie A,26,1993,29,29,2610,29.0,59,2.03,172,123,70.9,5,6,18,5,17.2,10,9,1,0,10.0,Matches
83,Lovre Kalinić\3a74f92b,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,,Matches
84,Stefanos Kapino\62ba5881,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
85,Florian Kastenmeier\dc2e4736,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17,17,1530,17.0,31,1.82,76,50,61.8,2,9,6,2,11.8,3,2,1,0,33.3,Matches
86,Tomáš Koubek\dc366c36,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,2160,24.0,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100.0,Matches
87,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,9,2.25,20,11,55.0,0,3,1,0,0.0,0,0,0,0,,Matches
88,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,3240,36.0,68,1.89,189,123,65.6,5,6,25,5,13.9,5,3,2,0,40.0,Matches
89,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,27,2430,27.0,29,1.07,91,65,71.4,11,4,12,10,37.0,6,3,2,1,40.0,Matches
90,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,27,2398,26.6,34,1.28,128,95,75.8,7,10,10,7,25.9,5,3,1,1,25.0,Matches
91,Benjamin Lecomte\2fa2a875,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,28,2520,28.0,44,1.57,132,95,71.2,11,7,10,7,25.0,6,6,0,0,0.0,Matches
92,Nicolas Lemaître\586ef3a3,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,90,1.0,3,3.00,3,1,33.3,0,0,1,0,0.0,1,1,0,0,0.0,Matches
93,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,27,1992,30,30,2649,29.4,39,1.33,147,110,77.6,9,13,8,7,23.3,7,6,1,0,14.3,Matches
94,Donovan Léon\51c83a90,gf GUF,GK,Brest,fr Ligue 1,26,1992,2,1,122,1.4,3,2.21,10,8,80.0,1,0,0,1,100.0,1,1,0,0,0.0,Matches
95,Karlo Letica\4a6914ff,hr CRO,GK,SPAL,it Serie A,22,1997,10,10,900,10.0,29,2.90,66,38,56.1,0,1,9,0,0.0,1,0,1,0,100.0,Matches
96,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,32,1986,21,21,1807,20.1,21,1.05,93,74,79.6,11,6,4,6,28.6,3,2,1,0,33.3,Matches
97,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,26,2340,26.0,25,0.96,85,64,72.9,10,7,9,8,30.8,3,2,0,1,0.0,Matches
98,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,37,1981,36,36,3232,35.9,58,1.62,153,101,66.0,4,9,23,4,11.1,7,6,1,0,14.3,Matches
99,Pau López\20b9f052,es ESP,GK,Roma,it Serie A,24,1994,32,32,2880,32.0,45,1.41,122,83,69.7,18,6,8,5,15.6,9,8,1,0,11.1,Matches
100,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,32,1987,10,10,900,10.0,12,1.20,35,23,65.7,3,3,4,3,30.0,0,0,0,0,,Matches
101,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,24,1995,28,28,2520,28.0,27,0.96,78,58,70.5,15,4,9,12,42.9,6,4,1,1,20.0,Matches
102,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,34,1985,27,27,2371,26.3,27,1.02,91,71,74.7,15,8,4,11,40.7,4,4,0,0,0.0,Matches
103,Daniel Martín\4df0dff8,es ESP,GK,Betis,es La Liga,21,1998,6,5,531,5.9,12,2.03,26,14,53.8,1,0,4,1,20.0,0,0,0,0,,Matches
104,David Martin\07666c20,eng ENG,GK,West Ham,eng Premier League,33,1986,5,4,436,4.8,6,1.24,20,14,70.0,2,0,2,2,50.0,0,0,0,0,,Matches
105,Emiliano Martínez\7956236f,ar ARG,GK,Arsenal,eng Premier League,26,1992,9,8,771,8.6,9,1.05,42,33,81.0,5,1,2,3,37.5,1,1,0,0,0.0,Matches
106,Jordi Masip\8fae77ea,es ESP,GK,Valladolid,es La Liga,30,1989,35,35,3150,35.0,39,1.11,121,88,72.7,8,15,12,11,31.4,7,6,1,0,14.3,Matches
107,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,29,1989,28,28,2520,28.0,35,1.25,110,77,69.1,13,5,10,7,25.0,2,1,1,0,50.0,Matches
108,Michael McGovern\51a19d04,nir NIR,GK,Norwich City,eng Premier League,35,1984,2,1,159,1.8,6,3.40,11,5,45.5,0,0,1,0,0.0,1,0,1,0,100.0,Matches
109,Edouard Mendy\33887998,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,24,2160,24.0,19,0.79,74,59,78.4,13,5,6,9,37.5,4,3,1,0,25.0,Matches
110,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,22,1997,22,21,1951,21.7,33,1.52,76,46,63.2,9,5,7,3,14.3,6,5,1,0,16.7,Matches
111,Antonio Mirante\30223b33,it ITA,GK,Roma,it Serie A,36,1983,5,5,450,5.0,5,1.00,22,17,81.8,2,1,2,2,40.0,1,1,0,0,0.0,Matches
112,Simon Moore\e7434f04,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,6,3.00,12,6,50.0,0,1,1,0,0.0,0,0,0,0,,Matches
113,Jessy Moulin\28a65a2c,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5.0,4,0.80,20,18,90.0,2,2,1,2,40.0,2,2,0,0,0.0,Matches
114,Florian Müller\cbac6ec9,de GER,GK,Mainz 05,de Bundesliga,21,1997,13,12,1125,12.5,25,2.00,64,41,64.1,3,2,7,2,16.7,3,2,1,0,33.3,Matches
115,Juan Musso\a111cf41,ar ARG,GK,Udinese,it Serie A,25,1994,38,38,3420,38.0,51,1.34,186,139,76.9,12,9,17,14,36.8,10,8,2,0,20.0,Matches
116,Yvon Mvogo\dc29b608,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,3,1.50,5,2,40.0,2,0,0,0,0.0,0,0,0,0,,Matches
117,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21,21,1890,21.0,18,0.86,65,46,72.3,17,2,2,11,52.4,0,0,0,0,,Matches
118,Neto\a9dc785c,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2.0,2,1.00,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,Matches
119,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,33,2970,33.0,31,0.94,111,84,74.8,25,4,4,15,45.5,4,3,1,0,25.0,Matches
120,Moritz Nicolas\226ddf9d,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
121,Alexander Nübel\afb0c500,de GER,GK,Schalke 04,de Bundesliga,22,1996,26,26,2315,25.7,40,1.56,114,79,68.4,8,9,9,6,23.1,4,4,0,0,0.0,Matches
122,Ørjan Nyland\bdedffac,no NOR,GK,Aston Villa,eng Premier League,28,1990,7,5,539,6.0,12,2.00,26,14,53.8,0,2,3,1,20.0,0,0,0,0,,Matches
123,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,26,1993,38,38,3395,37.7,27,0.72,105,82,77.1,18,16,4,17,44.7,4,3,0,1,0.0,Matches
124,Oier Olazábal\b5bdf144,es ESP,GK,Espanyol,es La Liga,29,1989,2,2,180,2.0,0,0.00,4,4,100.0,1,1,0,2,100.0,0,0,0,0,,Matches
125,Robin Olsen\e7ee38c3,se SWE,GK,Cagliari,it Serie A,29,1990,17,17,1524,16.9,24,1.42,83,63,75.9,8,5,4,4,23.5,4,4,0,0,0.0,Matches
126,David Ospina\82b1198a,co COL,GK,Napoli,it Serie A,30,1988,17,17,1469,16.3,17,1.04,53,36,71.7,9,3,5,4,23.5,2,2,0,0,0.0,Matches
127,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,fr Ligue 1,31,1988,27,27,2385,26.5,31,1.17,127,99,78.0,8,10,9,8,29.6,3,3,0,0,0.0,Matches
128,Fernando Pacheco\97852360,es ESP,GK,Alavés,es La Liga,27,1992,27,27,2358,26.2,37,1.41,92,61,68.5,7,7,13,6,22.2,11,8,3,0,27.3,Matches
129,Daniele Padelli\cf1c23d8,it ITA,GK,Inter,it Serie A,33,1985,4,4,270,3.0,4,1.33,6,3,50.0,2,0,1,1,25.0,1,1,0,0,0.0,Matches
130,Miquel Parera\f9b42381,es ESP,GK,Mallorca,es La Liga,23,1996,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
131,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,eng Premier League,31,1988,38,38,3420,38.0,40,1.05,120,80,67.5,15,14,9,13,34.2,3,1,2,0,66.7,Matches
132,Jiří Pavlenka\0a1cb833,cz CZE,GK,Werder Bremen,de Bundesliga,27,1992,33,33,2970,33.0,67,2.03,170,106,61.2,8,6,19,4,12.1,1,1,0,0,0.0,Matches
133,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,38,1981,5,5,450,5.0,4,0.80,26,23,84.6,2,2,1,2,40.0,0,0,0,0,,Matches
134,Yohann Pelé\76806215,fr FRA,GK,Marseille,fr Ligue 1,36,1982,2,1,149,1.7,2,1.21,6,4,66.7,1,0,0,0,0.0,1,0,1,0,100.0,Matches
135,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,de Bundesliga,34,1985,4,4,360,4.0,4,1.00,20,16,85.0,2,0,2,1,25.0,1,1,0,0,0.0,Matches
136,Juan Pérez\8f29e08b,es ESP,GK,Osasuna,es La Liga,23,1996,2,2,180,2.0,3,1.50,8,6,75.0,1,1,0,0,0.0,1,1,0,0,0.0,Matches
137,Samu Pérez\aae17c81,es ESP,GK,Valladolid,es La Liga,22,1997,1,0,26,0.3,1,3.46,0,0,,0,0,0,0,,1,1,0,0,0.0,Matches
138,Mattia Perin\4c62d0c8,it ITA,GK,Genoa,it Serie A,26,1992,21,21,1890,21.0,38,1.81,99,63,62.6,8,4,9,5,23.8,2,1,0,1,0.0,Matches
139,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,8,720,8.0,8,1.00,36,29,80.6,2,4,2,3,37.5,1,1,0,0,0.0,Matches
140,Danijel Petković\b98cea65,me MNE,GK,Angers,fr Ligue 1,26,1993,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,Matches
141,Denis Petrić\dab1b8dc,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
142,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,25,1994,38,38,3420,38.0,56,1.47,145,95,63.4,13,10,15,9,23.7,4,3,0,1,0.0,Matches
143,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,it Serie A,29,1990,1,0,19,0.2,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
144,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,eng Premier League,27,1992,38,38,3420,38.0,50,1.32,159,112,71.1,15,9,14,15,39.5,5,4,1,0,20.0,Matches
