Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
373,Daniel Brosinski\a7813ac4,de GER,DF,Mainz 05,de Bundesliga,31,1988,19.0,1269,59,351,505,485,19,909,13,26,50.0,17,4,577,3278,2113,85,28,9,12,4,625,562,89.9,38,Matches
374,Josh Brownhill\47369df8,eng ENG,MF,Burnley,eng Premier League,23,1995,8.9,410,31,98,219,107,9,403,7,7,100.0,7,0,213,859,326,18,8,0,8,4,276,244,88.4,13,Matches
375,Marcelo Brozović\33b8d077,hr CRO,MF,Inter,it Serie A,26,1992,30.0,2492,100,617,1507,538,38,2372,21,28,75.0,22,0,1713,9216,3972,161,46,4,19,23,1886,1798,95.3,56,Matches
376,Gastón Brugman\e947ee4a,uy URU,MF,Parma,it Serie A,26,1992,16.2,828,67,281,460,146,5,790,9,15,60.0,12,0,503,2612,1454,53,17,2,2,11,515,477,92.6,22,Matches
377,Jeffrey Bruma\fbffc4b1,nl NED,DF,Wolfsburg,de Bundesliga,27,1991,9.0,425,59,252,188,12,9,408,2,3,66.7,2,0,223,1560,714,5,0,0,4,2,214,211,98.6,4,Matches
378,Jeffrey Bruma\fbffc4b1,nl NED,DF,Mainz 05,de Bundesliga,27,1991,7.5,392,62,235,181,13,7,383,1,1,100.0,1,0,227,1619,850,15,1,0,4,1,221,219,99.1,2,Matches
379,Jacob Bruun Larsen\4e204552,dk DEN,FWMF,Hoffenheim,de Bundesliga,20,1998,4.3,181,1,28,79,89,32,175,13,21,61.9,13,1,147,940,532,29,7,10,8,5,166,131,78.9,37,Matches
380,Jacob Bruun Larsen\4e204552,dk DEN,FWMF,Dortmund,de Bundesliga,20,1998,0.8,36,0,3,12,22,7,36,1,3,33.3,1,0,28,105,52,1,0,0,4,1,48,29,60.4,11,Matches
381,Bryan\7b5ab7f2,es ESP,MFFW,Leganés,es La Liga,18,2001,6.2,310,2,46,133,159,34,294,11,20,55.0,13,2,234,1528,926,46,14,12,18,17,266,202,75.9,47,Matches
382,Bryan\7b5ab7f2,es ESP,FW,Sevilla,es La Liga,18,2001,0.7,34,0,4,9,24,2,34,3,5,60.0,3,0,34,145,73,4,1,1,0,3,36,29,80.6,1,Matches
383,Lucas Buadés\f9921b7f,fr FRA,FWMF,Nîmes,fr Ligue 1,21,1997,1.3,41,4,16,15,10,1,41,1,3,33.3,1,0,26,42,16,0,0,0,8,1,47,25,53.2,10,Matches
384,Ante Budimir\8f3565b3,hr CRO,FW,Mallorca,es La Liga,28,1991,30.7,927,28,76,511,382,128,893,21,38,55.3,22,2,502,1946,902,52,15,17,83,49,1329,674,50.7,240,Matches
385,Emi Buendía\66b76d44,ar ARG,FWMF,Norwich City,eng Premier League,22,1996,27.4,1983,59,395,955,782,57,1798,106,139,76.3,111,3,1457,6750,3956,212,68,13,67,90,1560,1328,85.1,121,Matches
386,Gianluigi Buffon\e40d028b,it ITA,GK,Juventus,it Serie A,41,1978,9.0,228,201,225,3,0,0,162,0,0,,0,0,101,425,250,0,0,0,0,0,98,96,98.0,0,Matches
387,Marius Bülter\ab5b7dc1,de GER,MFFW,Union Berlin,de Bundesliga,26,1993,25.8,1047,25,190,456,473,78,1021,66,106,62.3,69,5,727,3462,1858,95,27,21,61,70,956,653,68.3,150,Matches
388,Esteban Burgos\40449bbd,ar ARG,DF,Eibar,es La Liga,27,1992,12.4,515,71,267,269,8,3,494,7,7,100.0,7,0,210,1166,487,7,0,0,1,0,217,212,97.7,2,Matches
389,Guido Burgstaller\2bcc6d52,at AUT,FW,Schalke 04,de Bundesliga,30,1989,13.7,470,11,19,200,260,79,441,20,33,60.6,22,2,289,808,309,22,6,2,46,23,731,325,44.5,144,Matches
390,Burgui\45e304c8,es ESP,MF,Alavés,es La Liga,25,1993,0.2,10,0,1,7,3,0,9,0,0,,0,0,7,23,14,0,0,0,2,0,9,6,66.7,0,Matches
391,Jonathan Burkardt\05f99a4a,de GER,FW,Mainz 05,de Bundesliga,19,2000,2.8,93,4,24,46,34,10,85,6,11,54.5,7,0,66,307,163,9,2,3,6,8,89,45,50.6,13,Matches
392,Oliver Burke\f631c17f,sct SCO,MFFW,Alavés,es La Liga,22,1997,15.9,526,23,80,246,242,57,516,26,44,59.1,29,0,326,1830,1068,54,14,20,32,33,615,356,57.9,109,Matches
393,Roman Bürki\9d12e142,ch SUI,GK,Dortmund,de Bundesliga,28,1990,30.8,1102,934,1099,3,0,0,852,0,2,0.0,0,0,610,2826,1173,0,0,0,0,0,560,554,98.9,0,Matches
394,Dan Burn\b2d31e83,eng ENG,DF,Brighton,eng Premier League,27,1992,32.0,2247,173,783,1117,476,32,1975,25,43,58.1,27,2,1245,6174,3218,115,41,4,25,37,1438,1334,92.8,58,Matches
395,Patrick Burner\8746d5d0,mq MTQ,DF,Nice,fr Ligue 1,23,1996,15.9,1235,46,479,675,160,10,1087,20,32,62.5,22,0,845,3721,2198,62,11,3,4,8,842,804,95.5,11,Matches
396,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,es La Liga,31,1988,27.6,2844,80,631,1885,468,18,2770,22,27,81.5,24,1,1910,6794,3363,129,39,2,14,19,2254,2182,96.8,43,Matches
397,Unai Bustinza\f3112790,es ESP,DF,Leganés,es La Liga,27,1992,29.8,1629,101,661,830,234,24,1450,6,15,40.0,8,0,773,4288,2575,76,21,3,13,5,826,770,93.2,28,Matches
398,Ludovic Butelle\26975a92,fr FRA,GK,Angers,fr Ligue 1,36,1983,26.0,739,624,737,6,0,0,461,0,0,,0,0,305,2000,1176,0,0,0,1,0,219,214,97.7,0,Matches
399,Marcin Bułka\db87a2c4,pl POL,GK,Paris S-G,fr Ligue 1,19,1999,1.0,20,17,20,0,0,0,13,0,0,,0,0,7,26,6,0,0,0,0,0,8,8,100.0,0,Matches
400,Sam Byram\1bf811d4,eng ENG,DF,Norwich City,eng Premier League,25,1993,14.4,1013,91,385,406,263,41,875,5,14,35.7,7,2,466,1987,968,54,18,4,19,7,585,518,88.5,43,Matches
401,Erick Cabaco\e7ab4179,uy URU,DF,Getafe,es La Liga,24,1995,3.0,169,14,59,96,19,1,135,0,0,,0,0,62,291,168,10,0,0,2,1,69,68,98.6,1,Matches
402,Erick Cabaco\e7ab4179,uy URU,DF,Levante,es La Liga,24,1995,9.0,469,114,282,193,12,4,450,4,5,80.0,4,0,256,1152,645,13,1,0,1,0,254,249,98.0,1,Matches
403,Willy Caballero\a179d516,ar ARG,GK,Chelsea,eng Premier League,37,1981,5.0,177,166,177,0,0,0,146,0,0,,0,0,116,422,208,0,0,0,0,0,110,110,100.0,0,Matches
404,Yohan Cabaye\ad7b19ef,fr FRA,MF,Saint-Étienne,fr Ligue 1,33,1986,9.5,613,18,154,373,128,10,587,7,9,77.8,7,0,392,1822,1040,32,11,2,3,9,400,386,96.5,14,Matches
405,Manuel Cabit\38568467,mq MTQ,DF,Metz,fr Ligue 1,26,1993,3.0,181,14,68,75,49,0,136,2,2,100.0,2,0,101,562,262,12,2,0,3,0,92,85,92.4,5,Matches
406,Ariday Cabrera\206b11c5,es ESP,MFFW,Mallorca,es La Liga,30,1988,0.4,20,0,2,8,12,2,17,0,2,0.0,0,0,10,36,14,1,0,0,2,0,10,9,90.0,5,Matches
407,Leandro Cabrera\69cbc8b6,uy URU,DF,Getafe,es La Liga,28,1991,17.0,730,70,285,421,50,16,672,5,6,83.3,5,0,272,1530,583,17,3,0,3,2,268,256,95.5,12,Matches
408,Leandro Cabrera\69cbc8b6,uy URU,DF,Espanyol,es La Liga,28,1991,17.0,993,136,516,464,73,7,906,5,6,83.3,5,1,526,3418,1702,26,3,0,1,5,548,537,98.0,7,Matches
409,Fabrizio Cacciatore\00b0bb87,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,808,72,333,347,173,9,679,5,9,55.6,5,0,466,1904,978,36,13,0,3,5,521,497,95.4,13,Matches
410,Martín Cáceres\e94d79e3,uy URU,DF,Fiorentina,it Serie A,32,1987,26.2,1551,135,669,854,141,15,1412,4,5,80.0,4,0,949,5441,3346,86,27,0,5,5,1009,981,97.2,13,Matches
411,Anthony Caci\0118c54c,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,624,26,206,350,113,4,542,4,10,40.0,5,0,387,2036,1195,39,10,1,5,4,396,379,95.7,8,Matches
412,Jhonder Cádiz\e8edfdc9,ve VEN,FWMF,Dijon,fr Ligue 1,24,1995,8.9,335,13,26,161,165,60,316,26,36,72.2,26,2,212,986,669,37,9,12,25,27,446,246,55.2,79,Matches
413,Mathieu Cafaro\2a657da0,fr FRA,FWMF,Reims,fr Ligue 1,22,1997,10.3,495,3,61,206,270,32,435,23,41,56.1,26,4,327,1998,1064,63,18,7,25,13,431,327,75.9,64,Matches
414,Jonathan Cafu\8d043f1d,br BRA,DF,Bordeaux,fr Ligue 1,28,1991,2.2,131,4,24,87,24,3,119,3,6,50.0,3,0,99,387,249,14,4,1,7,5,107,90,84.1,7,Matches
415,Gary Cahill\7914b9fe,eng ENG,DF,Crystal Palace,eng Premier League,33,1985,24.1,1207,201,731,486,57,42,1170,8,10,80.0,8,0,657,3684,1548,27,4,0,7,4,758,728,96.0,24,Matches
416,Felipe Caicedo\93b891d1,ec ECU,FW,Lazio,it Serie A,30,1988,15.6,557,3,46,264,281,87,553,15,23,65.2,15,0,403,1266,591,40,10,7,38,25,665,454,68.3,185,Matches
417,Arturo Calabresi\34bb6fbd,it ITA,DF,Amiens,fr Ligue 1,23,1996,20.9,1240,89,436,608,257,14,1005,24,35,68.6,27,3,633,2744,1624,56,17,1,11,24,590,550,93.2,16,Matches
418,Davide Calabria\2146785a,it ITA,DF,Milan,it Serie A,22,1996,18.0,1377,57,420,764,297,29,1201,11,24,45.8,14,0,840,4285,2651,116,39,5,13,10,916,871,95.1,35,Matches
419,Riccardo Calafiori\aded8e6f,it ITA,DF,Roma,it Serie A,17,2002,0.7,19,0,5,8,6,3,19,0,0,,0,0,13,33,9,0,0,0,1,0,17,14,82.4,3,Matches
420,Mattia Caldara\ac7e640b,it ITA,DF,Atalanta,it Serie A,25,1994,10.7,531,52,254,277,24,8,519,2,2,100.0,2,0,314,1697,760,25,6,0,2,3,297,289,97.3,6,Matches
421,Marco Calderoni\652811aa,it ITA,DF,Lecce,it Serie A,30,1989,22.9,1368,85,483,573,399,25,1144,12,18,66.7,12,1,790,3690,2000,65,27,3,21,13,896,805,89.8,53,Matches
422,Fernando Calero\41b3069f,es ESP,DF,Espanyol,es La Liga,23,1995,11.6,699,78,368,346,18,0,680,1,1,100.0,1,0,428,2080,1035,29,5,0,0,3,446,441,98.9,1,Matches
423,Duje Ćaleta-Car\94f8d10c,hr CRO,DF,Marseille,fr Ligue 1,22,1996,21.0,1282,189,715,616,46,22,1246,0,0,,0,0,769,5068,3114,69,6,0,0,0,874,854,97.7,7,Matches
424,Hakan Çalhanoğlu\cd0fa27b,tr TUR,MFFW,Milan,it Serie A,25,1994,30.0,1997,40,214,980,980,94,1835,39,60,65.0,40,1,1393,7942,4406,232,102,16,48,35,1723,1472,85.4,206,Matches
425,Daniel Caligiuri\d1273f09,it ITA,MFFW,Schalke 04,de Bundesliga,31,1988,25.5,1422,48,223,644,654,61,1279,45,90,50.0,48,2,890,4228,2177,117,41,17,58,63,1048,796,76.0,160,Matches
426,José Callejón\78841da9,es ESP,FWMF,Napoli,it Serie A,32,1987,24.1,1429,18,159,598,721,88,1317,10,25,40.0,10,0,946,3451,1607,86,23,7,17,14,1323,1095,82.8,169,Matches
427,Jonathan Calleri\6922f806,ar ARG,FW,Espanyol,es La Liga,25,1993,20.1,623,27,58,292,304,95,603,15,28,53.6,19,1,319,1480,634,33,10,9,67,38,876,457,52.2,180,Matches
428,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,eng Premier League,22,1997,29.2,973,38,81,422,518,144,949,15,34,44.1,18,1,503,2563,894,52,16,14,107,39,1396,741,53.1,281,Matches
429,Mahdi Camara\8577e60a,fr FRA,MF,Saint-Étienne,fr Ligue 1,21,1998,10.0,584,12,133,396,91,10,581,10,14,71.4,11,1,395,2642,1071,58,15,0,6,12,448,399,89.1,17,Matches
430,Souleymane Camara\c58270f8,sn SEN,FWMF,Montpellier,fr Ligue 1,36,1982,1.8,62,1,5,33,29,5,61,2,2,100.0,2,0,39,162,62,4,1,1,7,4,114,53,46.5,20,Matches
431,Víctor Camarasa\b2d03887,es ESP,MF,Crystal Palace,eng Premier League,25,1994,0.1,3,0,0,3,0,0,3,0,0,,0,0,3,28,9,1,0,0,0,0,3,3,100.0,0,Matches
432,Víctor Camarasa\b2d03887,es ESP,MF,Alavés,es La Liga,25,1994,14.4,662,24,113,413,171,11,624,16,29,55.2,16,1,463,2105,826,43,11,1,23,12,512,432,84.4,40,Matches
433,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,fr Ligue 1,16,2002,23.4,1298,62,365,899,155,11,1274,14,18,77.8,14,0,845,5457,2756,96,39,3,24,29,902,819,90.8,30,Matches
434,Sergio Camello\873619c6,es ESP,FW,Atlético Madrid,es La Liga,18,2001,0.3,8,0,1,4,3,1,8,0,0,,0,0,6,14,8,0,0,0,1,0,12,7,58.3,2,Matches
435,José Campaña\61220da2,es ESP,MF,Levante,es La Liga,26,1993,35.1,2504,97,566,1381,742,67,2311,53,85,62.4,61,4,1718,10124,5524,275,83,18,55,48,1939,1751,90.3,148,Matches
436,Xisco Campos\bd3b9a9f,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,264,38,160,100,12,4,255,0,0,,0,0,124,681,206,5,1,0,0,0,146,142,97.3,4,Matches
437,Víctor Campuzano\06983922,es ESP,FWMF,Espanyol,es La Liga,22,1997,9.7,268,5,19,135,135,35,253,11,15,73.3,11,0,178,846,513,24,9,7,40,20,394,171,43.4,68,Matches
438,Emre Can\a65ce836,de GER,MFDF,Dortmund,de Bundesliga,25,1994,10.6,862,42,262,531,132,20,849,15,25,60.0,17,0,621,3238,1597,50,14,2,5,16,684,650,95.0,27,Matches
439,Emre Can\a65ce836,de GER,MF,Juventus,it Serie A,25,1994,3.2,204,9,31,117,69,12,200,7,10,70.0,7,0,156,667,324,22,5,2,4,5,170,154,90.6,24,Matches
440,Sergio Canales\a6de370d,es ESP,MFFW,Betis,es La Liga,28,1991,35.1,2529,34,421,1400,946,100,2296,48,71,67.6,54,1,1854,12227,6953,247,97,18,40,46,2155,1932,89.7,189,Matches
441,João Cancelo\bd6351cd,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,1295,29,252,722,413,33,1195,46,63,73.0,49,4,969,4475,2384,146,45,12,11,13,970,931,96.0,35,Matches
442,Antonio Candreva\356c9002,it ITA,DF,Inter,it Serie A,32,1987,22.1,1568,53,356,637,669,66,1356,10,27,37.0,13,1,1111,6032,3459,153,36,20,19,13,1207,1095,90.7,108,Matches
443,Gianmarco Cangiano\a36084cd,it ITA,MFFW,Bologna,it Serie A,17,2001,0.2,16,1,2,9,8,1,15,3,4,75.0,3,0,17,68,22,1,1,0,1,1,10,9,90.0,2,Matches
444,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,eng Premier League,21,1998,27.7,1511,42,274,756,607,91,1479,57,94,60.6,61,1,1103,5770,3018,139,46,26,59,50,1401,1111,79.3,139,Matches
445,Ander Capa\37f1cf47,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,1951,86,497,933,661,47,1570,52,76,68.4,57,5,1034,5859,3890,195,72,13,28,43,1142,1003,87.8,73,Matches
446,Pierrick Capelle\79b2399c,fr FRA,MFDF,Angers,fr Ligue 1,32,1987,19.4,1052,41,217,544,374,52,1009,26,39,66.7,26,1,727,3931,1964,106,42,8,39,45,874,712,81.5,110,Matches
447,Étienne Capoue\5acc4a10,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,1749,98,458,1134,222,12,1671,32,44,72.7,33,2,1048,3908,1724,66,10,4,10,28,1055,995,94.3,27,Matches
448,Gianluca Caprari\54e53b7e,it ITA,FWMF,Sampdoria,it Serie A,26,1993,7.4,369,4,31,173,202,28,333,15,25,60.0,15,2,283,1615,898,41,20,6,22,28,364,264,72.5,71,Matches
449,Gianluca Caprari\54e53b7e,it ITA,FWMF,Parma,it Serie A,26,1993,6.5,292,4,36,145,143,27,268,13,22,59.1,14,0,225,1361,734,33,15,4,14,13,266,206,77.4,52,Matches
450,Francesco Caputo\5bd72174,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,1087,9,60,526,554,201,1007,23,41,56.1,26,3,735,3073,1552,86,31,31,65,37,1353,864,63.9,320,Matches
451,Maxence Caqueret\f81ef10d,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,468,6,78,305,112,10,467,6,14,42.9,6,0,348,1299,595,30,9,1,11,8,377,352,93.4,22,Matches
452,Andrea Carboni\f7e2af2c,it ITA,DFMF,Cagliari,it Serie A,18,2001,4.1,207,42,114,98,9,1,192,0,0,,0,0,106,838,573,19,4,0,0,1,127,122,96.1,0,Matches
453,Irvin Cardona\5e080f73,fr FRA,FWMF,Brest,fr Ligue 1,21,1997,16.1,666,15,77,286,348,87,653,12,37,32.4,12,1,459,2436,1446,66,18,13,48,31,741,504,68.0,191,Matches
454,Marc Cardona\b92b456a,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,270,4,16,145,125,31,250,10,17,58.8,11,0,186,1037,607,28,11,4,22,21,364,201,55.2,74,Matches
455,Diego Carlos\b4a014b1,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,2226,392,1276,970,54,28,2166,8,9,88.9,8,0,1402,5579,2129,28,6,0,4,4,1501,1479,98.5,16,Matches
456,Lionel Carole\5b5724d2,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,918,40,271,499,230,11,800,16,24,66.7,16,0,595,3510,2072,94,30,1,12,10,640,595,93.0,24,Matches
457,Yannick Carrasco\de39485a,be BEL,MFFW,Atlético Madrid,es La Liga,25,1993,7.0,353,4,56,152,172,27,324,18,33,54.5,20,1,259,1315,843,36,9,9,17,30,319,226,70.8,56,Matches
458,Daniel Carriço\e1deea75,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,617,85,313,301,30,9,598,3,3,100.0,3,0,432,2139,1086,29,9,1,3,0,451,448,99.3,5,Matches
459,Guido Carrillo\8f898ba8,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,492,15,26,248,226,61,484,5,8,62.5,5,0,193,679,164,11,3,2,42,11,593,354,59.7,143,Matches
460,Andy Carroll\b581987a,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7.0,320,26,44,148,137,31,315,5,8,62.5,6,1,156,531,171,9,1,1,28,19,404,232,57.4,72,Matches
461,Dani Carvajal\4958bfb2,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,2739,111,758,1279,868,75,2428,30,57,52.6,32,2,1706,8073,4714,255,74,19,28,27,1976,1865,94.4,109,Matches
462,Matis Carvalho\8608f269,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,31,30,31,0,0,0,18,0,0,,0,0,11,90,30,0,0,0,0,0,7,7,100.0,0,Matches
463,William Carvalho\dee86451,pt POR,MF,Betis,es La Liga,27,1992,9.9,702,26,156,486,113,6,686,15,17,88.2,15,1,506,2266,1120,45,12,1,7,7,579,551,95.2,23,Matches
464,Casemiro\4d224fe8,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,2615,141,694,1664,370,38,2571,23,33,69.7,23,1,1530,5839,3224,113,38,2,14,24,1829,1734,94.8,56,Matches
465,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,570,16,164,357,84,1,538,15,18,83.3,16,1,454,2078,887,27,9,0,6,7,430,422,98.1,8,Matches
466,Francesco Cassata\96960855,it ITA,MF,Genoa,it Serie A,22,1997,16.2,822,30,207,408,265,22,798,20,40,50.0,23,2,618,3196,1733,57,25,2,17,26,676,581,85.9,59,Matches
467,Timothy Castagne\197640fd,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,1322,43,282,608,516,53,1181,14,25,56.0,16,1,849,3826,1960,92,33,3,19,9,994,881,88.6,68,Matches
468,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26.0,1037,841,1031,8,0,0,805,1,1,100.0,1,0,583,2910,1397,0,0,0,0,0,529,525,99.2,0,Matches
469,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,1192,192,744,493,26,8,1172,8,8,100.0,8,0,760,4218,2099,40,5,0,4,6,763,744,97.5,5,Matches
470,Samu Castillejo\130a7a3f,es ESP,FWMF,Milan,it Serie A,24,1995,13.4,755,10,93,331,401,65,709,24,45,53.3,24,1,551,3676,2063,114,35,15,22,27,660,508,77.0,86,Matches
471,Jonny Castro\e28868f3,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,1866,76,471,823,678,70,1562,30,76,39.5,40,2,1085,5691,3647,182,49,17,41,50,1199,1042,86.9,108,Matches
472,Lucas Castro\56b2957b,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,278,4,37,158,96,12,276,6,11,54.5,6,1,195,795,381,20,8,1,10,8,246,220,89.4,41,Matches
473,Lucas Castro\56b2957b,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,388,18,79,193,141,18,380,15,20,75.0,16,4,277,1167,648,26,11,0,13,10,328,269,82.0,36,Matches
474,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,1609,45,298,829,660,125,1573,94,135,69.6,99,0,1312,8800,5372,244,91,26,66,71,1319,1112,84.3,174,Matches
475,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,it Serie A,24,1994,6.6,510,23,134,285,134,6,461,4,6,66.7,4,0,340,2269,1265,42,9,0,4,3,354,333,94.1,5,Matches
476,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,1151,158,634,534,23,11,1129,4,6,66.7,4,0,608,2544,1025,22,2,0,3,5,597,582,97.5,3,Matches
477,Edinson Cavani\527f063d,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,205,3,17,68,126,54,192,6,7,85.7,6,1,109,350,143,10,2,1,12,6,239,148,61.9,57,Matches
478,Santi Cazorla\e2e9c250,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,2006,31,265,1183,671,46,1830,53,72,73.6,54,3,1460,6782,3274,185,49,9,46,35,1702,1508,88.6,123,Matches
479,Dani Ceballos\c0617e2b,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,1492,56,347,885,399,21,1397,29,41,70.7,31,4,1083,7010,3805,172,48,6,12,25,1134,1074,94.7,32,Matches
480,Federico Ceccherini\d9624b51,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,499,64,266,250,21,7,476,4,6,66.7,4,0,292,1899,944,16,2,1,3,2,288,285,99.0,6,Matches
481,Christian Celesia\d2fd20d6,it ITA,DF,Torino,it Serie A,17,2002,0.0,1,0,0,0,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,1,1,100.0,1,Matches
482,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,1613,55,351,893,479,34,1347,19,42,45.2,22,1,966,5162,3054,156,46,5,22,23,1024,923,90.1,43,Matches
483,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,1695,115,659,788,370,23,1435,28,49,57.1,31,0,910,6290,3723,159,56,12,22,22,910,825,90.7,32,Matches
484,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,670,148,409,260,39,9,649,0,2,0.0,0,0,360,1887,984,19,6,0,3,3,379,374,98.7,5,Matches
485,Alberto Cerri\1079c685,it ITA,FW,SPAL,it Serie A,23,1996,4.7,189,4,10,102,90,27,181,9,12,75.0,9,0,131,671,343,21,9,2,6,13,246,161,65.4,61,Matches
486,Alberto Cerri\1079c685,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,135,3,11,71,59,14,128,3,3,100.0,3,0,70,224,30,1,0,1,7,4,161,107,66.5,36,Matches
487,Julian Chabot\ae7058f9,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,314,53,174,150,8,3,302,4,4,100.0,4,0,170,843,301,6,0,0,3,1,173,170,98.3,2,Matches
488,Florian Chabrolle\5d9577aa,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,19,0,1,13,5,0,19,0,1,0.0,0,0,17,103,68,6,0,0,2,0,21,16,76.2,0,Matches
489,Fouad Chafik\edd1466a,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,1077,45,372,573,206,4,907,17,31,54.8,17,2,648,4068,2519,96,28,1,7,7,659,603,91.5,16,Matches
490,Sofian Chakla\37f04799,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,107,22,71,39,2,1,98,0,0,,0,0,62,235,124,0,0,0,0,0,66,65,98.5,1,Matches
491,Nathaniel Chalobah\422862ea,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,488,27,112,281,117,9,465,6,14,42.9,6,3,266,986,438,20,7,2,7,12,297,246,82.8,21,Matches
492,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,1028,130,458,428,188,26,936,13,18,72.2,13,1,681,2790,1539,63,10,2,7,11,715,678,94.8,37,Matches
493,Jhon Chancellor\84b6acaa,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,1171,304,787,415,31,23,1144,8,9,88.9,8,1,593,3638,1555,22,1,0,5,4,672,644,95.8,15,Matches
494,Timothy Chandler\b3b7f5a6,us USA,DFMF,Eint Frankfurt,de Bundesliga,29,1990,13.6,589,32,131,247,241,34,524,4,10,40.0,5,0,309,1645,817,51,14,3,13,8,499,355,71.1,61,Matches
495,Kwon Chang-hoon\7961f7aa,kr KOR,MFFW,Freiburg,de Bundesliga,25,1994,7.5,386,16,67,183,170,29,384,10,17,58.8,10,1,288,1596,671,30,15,4,19,12,361,270,74.8,62,Matches
496,Gaëtan Charbonnier\18ebca4b,fr FRA,FWMF,Brest,fr Ligue 1,30,1988,22.9,1140,36,116,563,513,83,1076,25,48,52.1,28,1,791,2664,1316,85,16,12,70,50,1233,850,68.9,220,Matches
497,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,648,103,394,288,16,2,636,3,3,100.0,3,0,413,2500,1400,38,3,0,0,0,445,440,98.9,2,Matches
498,Charles\c4b8bcf4,br BRA,FW,Eibar,es La Liga,35,1984,14.5,475,6,25,246,219,51,439,4,6,66.7,4,0,217,607,225,12,5,2,34,17,670,326,48.7,124,Matches
499,Xavier Chavalerin\279ddf6a,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,1344,49,357,726,317,20,1219,20,29,69.0,21,0,793,3441,1520,63,11,2,23,13,881,807,91.6,54,Matches
500,Pablo Chavarría\4207e578,ar ARG,FWMF,Mallorca,es La Liga,31,1988,2.3,95,3,6,38,57,17,94,0,0,,0,0,48,347,220,11,6,1,11,4,129,75,58.1,31,Matches
501,Aurélien Chedjou\80e4c841,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,1277,196,709,629,31,11,1237,13,15,86.7,14,0,727,4178,2465,45,5,0,5,5,705,693,98.3,7,Matches
502,Pape Cheikh Diop\873ce3a2,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,322,11,71,214,70,7,315,6,8,75.0,6,0,235,1527,811,37,17,1,9,9,268,228,85.1,13,Matches
