Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1161,Lorenzo Insigne\2f557579,it ITA,FWMF,Napoli,it Serie A,28,1991,31.2,2181,12,202,960,1203,179,2050,66,114,57.9,71,4,1693,9033,5630,314,105,49,66,52,2031,1723,84.8,304,Matches
1162,Takashi Inui\61bd33d0,jp JPN,MFFW,Eibar,es La Liga,31,1988,21.8,837,13,100,368,430,70,822,18,40,45.0,19,3,613,3556,2131,118,28,22,38,38,806,567,70.3,126,Matches
1163,Artur Ioniță\cedb3e36,md MDA,MF,Cagliari,it Serie A,28,1990,21.1,884,39,202,509,243,32,855,15,22,68.2,16,0,557,3372,1817,97,37,2,8,21,683,550,80.5,45,Matches
1164,Alexander Isak\8e92be30,se SWE,FW,Real Sociedad,es La Liga,19,1999,16.7,497,7,17,247,276,103,465,24,42,57.1,27,0,353,1877,1190,64,24,20,40,42,728,372,51.1,170,Matches
1165,Isco\a0b4bb3e,es ESP,FWMF,Real Madrid,es La Liga,27,1992,13.1,1002,8,127,570,380,46,975,34,54,63.0,36,1,816,4351,2306,137,32,10,24,18,986,849,86.1,97,Matches
1166,Nicolas Isimat-Mirin\14e8e9d7,fr FRA,DF,Toulouse,fr Ligue 1,27,1991,14.0,677,96,392,304,18,10,662,1,1,100.0,1,0,339,1908,984,22,2,0,3,0,385,376,97.7,4,Matches
1167,Jakub Iskra\103b7264,pl POL,DF,SPAL,it Serie A,16,2002,0.9,57,6,13,32,16,1,54,2,2,100.0,2,0,39,226,139,7,4,0,0,1,43,42,97.7,1,Matches
1168,Ismael\19cdceb0,es ESP,MF,Betis,es La Liga,18,2000,0.9,42,2,16,24,5,0,42,0,0,,0,0,24,86,24,2,0,0,4,1,29,25,86.2,1,Matches
1169,Gian-Luca Itter\e6c15f6e,de GER,DFMF,Freiburg,de Bundesliga,20,1999,0.4,29,4,9,15,8,0,25,2,2,100.0,2,0,21,163,111,3,2,0,0,0,22,17,77.3,0,Matches
1170,Ander Iturraspe\6dce77a5,es ESP,MF,Espanyol,es La Liga,30,1989,2.7,82,8,23,47,14,0,81,0,0,,0,0,32,109,67,4,0,0,1,1,46,37,80.4,5,Matches
1171,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,eng Premier League,23,1996,17.7,787,17,125,386,348,48,776,27,40,67.5,27,4,620,3763,2215,111,43,16,29,30,698,544,77.9,82,Matches
1172,Armando Izzo\89976232,it ITA,DF,Torino,it Serie A,27,1992,29.8,1732,220,821,857,200,38,1666,11,14,78.6,11,0,1048,6292,3277,81,29,2,7,14,1058,1029,97.3,36,Matches
1173,Jacobo\09e81276,es ESP,DFMF,Celta Vigo,es La Liga,22,1997,0.9,49,4,20,19,14,3,43,0,1,0.0,0,0,32,170,115,2,1,1,3,1,30,27,90.0,3,Matches
1174,Phil Jagielka\3233eefd,eng ENG,DF,Sheffield Utd,eng Premier League,36,1982,2.7,117,26,76,42,3,1,114,0,0,,0,0,41,200,46,2,0,0,1,0,45,43,95.6,1,Matches
1175,Filip Jagiełło\4cdcbc14,pl POL,MF,Genoa,it Serie A,21,1997,6.1,358,7,58,209,116,8,345,5,8,62.5,5,0,256,1295,633,36,10,1,8,4,309,267,86.4,22,Matches
1176,Alireza Jahanbakhsh\08452314,ir IRN,FWMF,Brighton,eng Premier League,25,1993,3.5,194,4,21,60,127,12,190,7,13,53.8,7,0,152,647,343,18,9,1,6,8,180,142,78.9,37,Matches
1177,Mato Jajalo\8c65eb5f,ba BIH,MF,Udinese,it Serie A,31,1988,18.3,1227,48,314,774,218,15,1168,28,42,66.7,31,0,827,4509,2421,91,23,4,11,19,818,773,94.5,32,Matches
1178,Ismail Jakobs\a0415710,de GER,FWDF,Köln,de Bundesliga,19,1999,18.6,831,29,202,336,337,34,777,9,19,47.4,11,1,472,2168,1011,47,15,3,47,21,677,480,70.9,105,Matches
1179,Christophe Jallet\46d50339,fr FRA,DF,Amiens,fr Ligue 1,35,1983,9.5,662,37,196,321,170,5,530,6,8,75.0,6,0,340,1404,797,26,11,0,7,3,370,340,91.9,11,Matches
1180,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,eng Premier League,21,1997,25.4,1085,10,135,437,622,100,1074,28,63,44.4,30,5,870,6060,4185,213,61,42,33,46,1097,827,75.4,179,Matches
1181,Matty James\ebd0a048,eng ENG,MF,Leicester City,eng Premier League,28,1991,0.1,6,0,3,3,0,0,6,0,0,,0,0,5,21,5,0,0,0,0,0,6,6,100.0,0,Matches
1182,Reece James\1265a93a,eng ENG,DF,Chelsea,eng Premier League,19,1999,16.8,1483,43,352,714,503,23,1300,28,38,73.7,29,0,1026,4491,2259,115,29,6,14,27,1044,983,94.2,57,Matches
1183,Marko Janković\9866afec,me MNE,MFDF,SPAL,it Serie A,24,1995,1.3,77,1,6,34,41,6,73,2,3,66.7,2,0,64,301,108,7,2,3,1,4,75,55,73.3,12,Matches
1184,Jakub Jankto\1ea5f91c,cz CZE,MF,Sampdoria,it Serie A,23,1996,23.3,1000,32,180,448,457,64,960,12,26,46.2,12,0,638,3836,2238,93,45,11,22,18,845,666,78.8,123,Matches
1185,Daryl Janmaat\45da6694,nl NED,DF,Watford,eng Premier League,30,1989,6.7,409,31,111,180,143,8,355,9,12,75.0,9,0,267,1217,688,36,11,2,4,4,276,247,89.5,20,Matches
1186,Laurent Jans\0fbb73c2,lu LUX,DF,Paderborn 07,de Bundesliga,26,1992,17.5,1034,75,478,413,200,8,853,9,13,69.2,9,0,545,3344,1945,83,21,6,12,8,521,495,95.0,11,Matches
1187,Tony Jantschke\34b54da7,de GER,DF,M'Gladbach,de Bundesliga,29,1990,11.2,802,83,432,366,51,9,767,1,1,100.0,1,0,488,2546,1114,23,3,0,3,2,515,506,98.3,11,Matches
1188,Adnan Januzaj\4737cebe,be BEL,FWMF,Real Sociedad,es La Liga,24,1995,13.0,703,6,56,338,357,44,649,34,65,52.3,38,3,578,3008,1843,98,24,21,43,36,678,545,80.4,115,Matches
1189,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,28.3,1070,975,1067,4,1,1,770,1,1,100.0,1,0,556,3202,1800,0,0,0,0,1,433,432,99.8,0,Matches
1190,Jason\9038c2a1,es ESP,MF,Getafe,es La Liga,25,1994,13.1,611,17,77,254,313,25,546,20,50,40.0,21,1,369,1709,856,47,9,2,29,24,447,342,76.5,90,Matches
1191,Dennis Jastrzembski\6bba916f,pl POL,DFMF,Paderborn 07,de Bundesliga,19,2000,2.0,81,2,22,36,31,3,75,1,4,25.0,3,0,46,259,168,7,2,2,4,4,70,46,65.7,6,Matches
1192,Corentin Jean\7d9b37bf,fr FRA,DF,Toulouse,fr Ligue 1,24,1995,0.1,12,0,2,5,6,0,10,0,1,0.0,1,0,8,70,50,2,1,0,0,0,8,7,87.5,0,Matches
1193,Benjamin Jeannot\2e52206e,fr FRA,MF,Dijon,fr Ligue 1,27,1992,1.9,90,5,19,51,31,4,82,0,0,,0,0,46,188,72,6,3,0,4,4,88,61,69.3,14,Matches
1194,Tin Jedvaj\f820504e,hr CRO,DF,Augsburg,de Bundesliga,23,1995,29.3,1472,206,785,636,120,17,1325,6,10,60.0,6,1,706,4409,2058,37,5,0,9,9,746,697,93.4,13,Matches
1195,Jemerson\7cab69b5,br BRA,DFMF,Monaco,fr Ligue 1,26,1992,11.7,736,49,255,468,63,2,680,1,1,100.0,1,0,455,2517,1519,50,7,0,5,3,503,489,97.2,4,Matches
1196,Fredrik Jensen\3eeb80e0,fi FIN,FWMF,Augsburg,de Bundesliga,21,1997,5.1,130,3,16,63,61,8,128,5,10,50.0,5,0,87,436,237,9,5,1,4,9,173,88,50.9,32,Matches
1197,Jesé\4a537185,es ESP,FW,Paris S-G,fr Ligue 1,26,1993,0.0,2,0,0,1,1,0,2,0,0,,0,0,1,10,0,0,0,0,0,0,2,2,100.0,0,Matches
1198,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,eng Premier League,22,1997,22.6,916,8,57,357,543,204,896,51,73,69.9,52,1,647,2570,1237,77,20,21,51,35,1090,686,62.9,298,Matches
1199,Juan Jesus\79083382,br BRA,DF,Roma,it Serie A,28,1991,1.5,85,11,55,32,0,0,81,0,0,,0,0,53,260,93,2,0,0,0,1,55,55,100.0,0,Matches
1200,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,eng Premier League,28,1991,36.0,1489,37,126,788,667,197,1448,75,110,68.2,76,4,1050,4815,2627,148,39,44,97,88,1838,1150,62.6,353,Matches
1201,Joaquín\4c5b14d2,es ESP,MFFW,Betis,es La Liga,38,1981,22.9,1379,25,144,640,705,73,1254,58,82,70.7,61,3,1039,5717,3386,202,66,21,26,29,1239,1030,83.1,136,Matches
1202,Joelinton\c17bfb65,br BRA,FW,Newcastle Utd,eng Premier League,22,1996,29.8,1224,40,129,686,474,109,1185,48,74,64.9,52,2,771,3482,1533,73,19,18,127,82,1573,873,55.5,269,Matches
1203,Ben Johnson\9319781b,eng ENG,DF,West Ham,eng Premier League,19,2000,3.0,196,15,71,87,43,0,167,1,1,100.0,1,0,95,425,173,8,1,0,1,2,109,104,95.4,1,Matches
1204,Fabian Johnson\76e5da9d,us USA,MFDF,M'Gladbach,de Bundesliga,31,1987,3.0,136,5,22,73,49,5,121,1,3,33.3,2,0,88,343,211,6,2,1,6,2,114,85,74.6,15,Matches
1205,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,eng Premier League,18,2001,1.4,146,1,21,79,54,7,146,4,4,100.0,4,0,116,537,306,21,6,1,3,3,124,115,92.7,7,Matches
1206,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,eng Premier League,27,1992,1.5,116,12,60,56,9,2,113,0,0,,0,0,66,435,262,7,2,0,0,0,68,67,98.5,2,Matches
1207,Frenkie de Jong\1bacc518,nl NED,MF,Barcelona,es La Liga,22,1997,23.5,1835,36,364,1136,542,41,1813,38,53,71.7,40,1,1510,8778,4630,202,80,8,20,25,1656,1520,91.8,82,Matches
1208,Luuk de Jong\abb3bb95,nl NED,FW,Sevilla,es La Liga,28,1990,22.9,788,23,72,424,320,121,750,11,17,64.7,11,1,378,1357,575,32,12,8,51,33,1023,570,55.7,204,Matches
1209,Jony\244f57b9,es ESP,DF,Lazio,it Serie A,28,1991,13.1,768,25,170,273,364,20,630,11,22,50.0,13,1,494,2118,1296,50,18,7,26,11,528,479,90.7,43,Matches
1210,Joan Jordán\2a0c8ba4,es ESP,MF,Sevilla,es La Liga,25,1994,25.0,2000,39,352,1170,585,44,1875,43,56,76.8,44,0,1421,5982,2625,117,35,6,36,19,1549,1441,93.0,119,Matches
1211,Bruno Jordão\41ff002d,pt POR,FW,Wolves,eng Premier League,20,1998,0.1,6,0,0,4,2,0,6,0,0,,0,0,5,39,27,1,0,0,0,0,3,3,100.0,2,Matches
1212,Jorginho\45db685d,it ITA,MF,Chelsea,eng Premier League,27,1991,26.4,2472,81,593,1624,403,15,2418,17,24,70.8,19,0,1801,7449,3707,129,40,2,8,22,1862,1791,96.2,33,Matches
1213,Jesse Joronen\7f66ea09,fi FIN,GK,Brescia,it Serie A,26,1993,29.0,964,858,961,3,0,0,552,0,0,,0,0,284,1887,1023,0,0,0,0,0,203,202,99.5,0,Matches
1214,Willian José\d87e2cae,br BRA,FW,Real Sociedad,es La Liga,27,1991,22.3,764,18,48,410,340,100,719,9,19,47.4,10,0,507,2160,746,45,18,8,39,22,946,580,61.3,216,Matches
1215,Joselu\6265208f,es ESP,FW,Alavés,es La Liga,29,1990,30.9,1435,46,130,810,526,135,1411,12,25,48.0,12,0,607,1768,668,42,9,5,98,57,1636,1079,66.0,313,Matches
1216,Jota\9f351459,es ESP,FWMF,Aston Villa,eng Premier League,28,1991,3.7,145,9,24,68,70,11,140,8,17,47.1,12,1,118,716,386,19,7,1,5,11,131,98,74.8,15,Matches
1217,Diogo Jota\178ae8f8,pt POR,FWMF,Wolves,eng Premier League,22,1996,25.4,1248,10,130,626,628,155,1209,76,133,57.1,86,12,1028,5805,3965,181,67,41,65,72,1293,943,72.9,236,Matches
1218,Vukašin Jovanović\0eb03d5b,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,519,45,244,325,4,1,505,2,2,100.0,2,0,353,2118,1343,28,1,0,1,2,371,368,99.2,1,Matches
1219,Dejan Joveljić\95a24690,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1999,1.7,40,1,4,13,25,3,39,1,2,50.0,1,0,26,64,29,1,0,0,2,3,72,29,40.3,15,Matches
1220,Stevan Jovetić\f36c432f,me MNE,FWMF,Monaco,fr Ligue 1,29,1989,5.3,278,3,27,137,140,31,267,15,24,62.5,15,0,204,1057,631,38,13,5,10,10,304,222,73.0,47,Matches
1221,Luka Jović\4d8cd038,rs SRB,FW,Real Madrid,es La Liga,21,1997,4.8,177,1,9,106,69,20,171,4,7,57.1,5,0,99,335,136,11,4,1,13,5,228,143,62.7,51,Matches
1222,Juanmi\84399660,es ESP,FWMF,Betis,es La Liga,26,1993,2.9,84,1,7,43,40,11,82,1,2,50.0,1,0,59,267,130,8,2,1,7,4,87,60,69.0,17,Matches
1223,David Juncà\de7d40d6,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.9,170,6,52,98,32,2,147,3,5,60.0,3,0,111,626,435,14,5,2,2,1,121,108,89.3,1,Matches
1224,Hamed Junior Traorè\570bb4b9,ci CIV,MFFW,Sassuolo,it Serie A,19,2000,17.4,1032,11,118,481,521,67,943,26,36,72.2,26,0,743,4098,2378,125,45,12,24,42,903,750,83.1,127,Matches
1225,Lago Junior\360d70f8,ci CIV,MFFW,Mallorca,es La Liga,28,1990,24.3,1075,40,170,473,517,114,1050,29,67,43.3,32,2,785,4922,3070,149,43,40,61,59,1047,773,73.8,189,Matches
1226,Vinicius Júnior\7111d552,br BRA,FWMF,Real Madrid,es La Liga,19,2000,15.2,766,1,69,311,469,148,762,53,109,48.6,58,3,686,4081,2973,150,43,49,40,18,809,617,76.3,144,Matches
1227,James Justin\fb614c44,eng ENG,DF,Leicester City,eng Premier League,21,1998,11.2,943,27,247,489,267,19,834,13,17,76.5,14,0,596,2575,1466,69,29,7,13,15,661,606,91.7,34,Matches
1228,Musa Juwara\7737dee2,gm GAM,FWMF,Bologna,it Serie A,17,2001,1.7,105,3,13,50,60,11,102,6,8,75.0,6,0,84,772,545,30,9,3,4,3,100,83,83.0,12,Matches
1229,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,282,49,182,106,4,1,270,0,0,,0,0,126,535,289,3,0,0,0,0,144,141,97.9,2,Matches
1230,Ozan Kabak\2d61d13a,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,1313,216,742,633,39,21,1292,17,23,73.9,18,0,839,5074,2812,54,7,0,10,9,823,808,98.2,14,Matches
1231,Christian Kabasele\914ab9a1,be BEL,DF,Watford,eng Premier League,28,1991,25.0,948,198,575,387,28,19,937,7,8,87.5,8,0,458,2201,838,17,1,0,8,8,448,434,96.9,7,Matches
1232,Abdoul Kader Bamba\32f3d97e,fr FRA,FWMF,Nantes,fr Ligue 1,25,1994,16.3,960,9,131,501,415,50,921,55,98,56.1,60,1,804,4269,2747,159,40,24,40,40,882,704,79.8,91,Matches
1233,Pavel Kadeřábek\79c90e45,cz CZE,DFMF,Hoffenheim,de Bundesliga,27,1992,27.5,1623,68,431,736,528,76,1424,7,18,38.9,7,0,809,3629,2077,91,34,4,18,21,1264,1049,83.0,121,Matches
1234,Florian Kainz\94c18565,at AUT,FWMF,Köln,de Bundesliga,26,1992,17.3,942,13,157,399,456,37,821,26,47,55.3,28,4,622,3642,2034,105,30,5,20,21,749,600,80.1,81,Matches
1235,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Amiens,fr Ligue 1,28,1991,22.2,1211,11,103,621,562,56,1140,49,85,57.6,55,5,883,3591,1879,111,36,14,69,96,1161,891,76.7,205,Matches
1236,Lovre Kalinić\3a74f92b,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,129,107,128,1,0,0,78,0,0,,0,0,52,314,206,0,0,0,0,0,39,38,97.4,0,Matches
1237,Nikola Kalinić\d4931a5a,hr CRO,FW,Roma,it Serie A,31,1988,6.3,192,1,4,78,114,38,184,1,2,50.0,1,0,118,488,178,5,1,0,14,8,265,158,59.6,65,Matches
1238,Salomon Kalou\2042d931,ci CIV,FWMF,Hertha BSC,de Bundesliga,33,1985,1.6,75,2,10,31,36,7,74,1,4,25.0,1,0,53,244,128,8,1,0,7,3,71,49,69.0,19,Matches
1239,Samuel Kalu\b8d22478,ng NGA,FWDF,Bordeaux,fr Ligue 1,21,1997,15.1,784,24,131,401,307,64,752,54,88,61.4,58,2,616,3044,1952,97,24,23,34,46,699,552,79.0,92,Matches
1240,Daichi Kamada\15b287da,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,22,1996,21.9,1052,6,99,520,509,88,956,37,56,66.1,38,0,712,3627,2005,135,40,19,39,54,1007,684,67.9,197,Matches
1241,François Kamano\81d3318f,gn GUI,DFMF,Bordeaux,fr Ligue 1,23,1996,7.2,396,13,61,243,128,18,379,11,26,42.3,11,2,314,1648,1097,70,21,11,12,13,363,297,81.8,35,Matches
1242,Boubacar Kamara\cc77354e,fr FRA,DFMF,Marseille,fr Ligue 1,19,1999,23.8,1547,121,684,883,94,18,1499,14,22,63.6,14,1,1031,5127,2737,60,12,2,5,13,1034,1004,97.1,7,Matches
1243,Hassane Kamara\19a12bed,ci CIV,DFFW,Reims,fr Ligue 1,24,1994,19.0,1424,63,512,691,354,22,1269,33,51,64.7,35,1,917,5666,3305,141,48,2,26,23,946,847,89.5,60,Matches
1244,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,7.5,584,10,117,374,141,7,566,8,12,66.7,9,1,447,2589,1094,37,20,2,6,8,467,443,94.9,17,Matches
1245,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,eng Premier League,26,1993,28.7,923,39,85,468,432,132,886,28,59,47.5,34,3,607,3000,1408,82,28,19,52,43,1328,689,51.9,238,Matches
1246,Wilfried Kanga\b4c816a9,fr FRA,FW,Angers,fr Ligue 1,21,1998,0.8,29,0,1,10,21,7,27,1,1,100.0,1,0,19,58,38,0,0,0,5,3,46,23,50.0,12,Matches
1247,Lee Kangin\8455ad90,kr KOR,MFFW,Valencia,es La Liga,18,2001,5.0,288,1,22,153,136,11,269,9,11,81.8,9,1,243,1499,704,43,11,3,8,15,266,236,88.7,32,Matches
1248,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,28,1991,19.2,1398,50,290,785,416,37,1389,28,46,60.9,30,1,970,4731,2478,119,43,7,26,32,1045,915,87.6,88,Matches
1249,Stefanos Kapino\62ba5881,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1.0,37,35,37,0,0,0,24,0,0,,0,0,16,90,46,0,0,0,0,0,10,10,100.0,0,Matches
1250,Wilfrid Kaptoum\d717630e,cm CMR,MF,Betis,es La Liga,23,1996,2.2,102,4,32,58,19,1,100,2,2,100.0,2,1,68,374,219,11,3,0,3,7,78,68,87.2,1,Matches
1251,Kenan Karaman\8f0f2230,tr TUR,FW,Düsseldorf,de Bundesliga,25,1994,15.0,523,10,40,229,286,89,505,24,37,64.9,28,1,378,1888,970,45,17,9,52,31,717,407,56.8,175,Matches
1252,Yann Karamoh\8b66d9cc,fr FRA,FWMF,Parma,it Serie A,21,1998,6.4,244,4,30,111,117,19,242,15,26,57.7,16,2,185,807,423,21,2,6,22,12,244,175,71.7,44,Matches
1253,Mamoudou Karamoko\23a10591,fr FRA,MF,Wolfsburg,de Bundesliga,20,1999,0.1,8,0,0,7,3,0,8,0,1,0.0,0,0,4,16,3,0,0,0,0,0,5,5,100.0,2,Matches
1254,Florian Kastenmeier\dc2e4736,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17.0,676,590,669,8,0,0,514,3,3,100.0,3,1,366,1925,1084,0,0,0,0,0,326,325,99.7,0,Matches
1255,Noah Katterbach\e27de4fa,de GER,DF,Köln,de Bundesliga,18,2001,14.6,901,43,373,437,162,2,755,31,42,73.8,31,0,531,2988,1729,66,27,2,19,18,532,486,91.4,14,Matches
1256,Moise Kean\3d50bcdb,it ITA,FW,Everton,eng Premier League,19,2000,9.5,275,6,25,110,165,52,270,30,44,68.2,32,5,216,1032,546,26,8,8,22,26,419,198,47.3,99,Matches
1257,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,1720,330,1032,729,44,29,1681,0,0,,0,0,948,5518,2852,63,3,1,3,3,1064,1042,97.9,21,Matches
1258,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,428,25,145,256,59,5,407,0,2,0.0,0,0,326,1771,896,26,12,1,0,2,345,335,97.1,7,Matches
1259,Jules Keita\8c955557,gn GUI,MFFW,Dijon,fr Ligue 1,21,1998,1.8,68,1,6,28,45,13,68,9,20,45.0,12,0,62,291,235,11,4,2,8,6,74,55,74.3,13,Matches
1260,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,24,1995,9.1,783,8,88,493,261,26,775,20,26,76.9,21,1,588,3242,1858,111,32,2,8,10,668,605,90.6,51,Matches
1261,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,de Bundesliga,19,2000,1.9,87,7,32,47,16,3,85,3,4,75.0,4,0,58,238,141,3,1,1,4,1,56,53,94.6,4,Matches
1262,Lloyd Kelly\f31def1e,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,283,44,151,95,55,7,246,1,1,100.0,1,0,137,826,373,7,2,0,4,1,134,125,93.3,9,Matches
1263,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,865,101,405,399,93,5,738,3,5,60.0,3,1,429,1958,877,25,9,0,7,7,457,433,94.7,7,Matches
1264,Kenedy\5eebbfdf,br BRA,MFDF,Getafe,es La Liga,23,1996,6.5,315,6,27,143,169,16,305,19,30,63.3,19,2,237,1240,713,41,12,8,14,27,277,201,72.6,44,Matches
1265,Jonjoe Kenny\099e666f,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,1882,91,532,923,513,29,1529,16,26,61.5,17,0,1001,4535,2347,101,32,7,31,23,1129,976,86.4,77,Matches
1266,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,22,1996,32.3,2030,64,406,1239,513,86,1999,31,44,70.5,32,2,1465,7351,3365,152,57,14,32,42,1632,1490,91.3,83,Matches
1267,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Marseille,fr Ligue 1,24,1995,1.2,82,3,11,39,35,7,75,2,4,50.0,2,0,48,171,70,5,1,2,2,4,65,52,80.0,5,Matches
1268,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,28,1991,12.8,547,1,27,258,312,54,478,19,41,46.3,20,0,373,1750,1074,64,20,10,32,36,548,376,68.6,119,Matches
1269,Rani Khedira\59e4b92e,de GER,MF,Augsburg,de Bundesliga,25,1994,29.4,1169,103,409,635,169,17,1161,8,12,66.7,8,0,623,2549,1067,37,10,1,10,30,706,612,86.7,50,Matches
1270,Sami Khedira\38ac43d3,de GER,MF,Juventus,it Serie A,32,1987,7.6,416,15,79,207,150,22,405,2,3,66.7,2,0,266,1017,424,21,8,0,11,5,337,297,88.1,35,Matches
1271,Kike\e897d8ba,es ESP,FW,Eibar,es La Liga,29,1989,19.6,770,10,40,301,464,109,754,8,18,44.4,9,1,445,1830,582,35,13,5,95,35,1186,596,50.3,238,Matches
1272,Luca Kilian\610aa1e9,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,866,150,610,284,20,8,837,2,4,50.0,2,0,540,2981,1571,25,3,0,6,0,574,559,97.4,7,Matches
1273,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,118,16,65,58,1,0,118,1,1,100.0,1,0,66,301,172,4,0,0,0,0,77,74,96.1,1,Matches
1274,Joshua Kimmich\49296448,de GER,MFDF,Bayern Munich,de Bundesliga,24,1995,31.3,3149,99,735,1834,814,42,2799,27,43,62.8,29,1,2185,12217,5482,206,51,8,24,26,2359,2237,94.8,97,Matches
1275,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,1227,127,565,707,32,8,1205,12,13,92.3,12,0,912,4711,2503,59,8,0,0,2,950,941,99.1,3,Matches
1276,Joshua King\43458538,no NOR,FWMF,Bournemouth,eng Premier League,27,1992,22.3,824,12,105,358,451,104,809,62,122,50.8,67,7,668,3609,2126,101,37,20,73,72,983,601,61.1,196,Matches
1277,Simon Kjær\8b8a56ce,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,183,22,99,90,2,1,178,0,1,0.0,0,0,106,476,184,1,0,0,0,0,106,104,98.1,1,Matches
1278,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,30,1989,13.8,823,152,498,351,12,7,799,0,0,,0,0,497,2043,1122,7,1,0,1,2,559,550,98.4,0,Matches
1279,Davy Klaassen\15fd5593,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,32.6,1625,62,351,895,437,63,1582,13,20,65.0,14,0,926,3671,1721,81,32,8,32,18,1151,936,81.3,114,Matches
1280,Felix Klaus\aeda1f69,de GER,FWMF,Wolfsburg,de Bundesliga,26,1992,7.4,354,10,38,161,181,30,347,6,13,46.2,7,1,232,1343,868,47,10,9,35,16,367,244,66.5,77,Matches
1281,Ragnar Klavan\008a6e6d,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,1440,270,903,630,35,7,1404,5,7,71.4,6,0,902,6080,3320,64,10,0,3,5,975,964,98.9,4,Matches
1282,Timm Klose\5f1d07f6,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,452,66,272,198,8,4,438,0,2,0.0,1,0,271,1335,674,8,1,0,2,2,309,305,98.7,5,Matches
1283,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,2095,193,824,1123,262,29,1985,17,23,73.9,17,0,1321,7265,3819,130,19,1,8,18,1436,1373,95.6,42,Matches
1284,Justin Kluivert\4c3a6744,nl NED,FWMF,Roma,it Serie A,20,1999,16.8,679,6,69,313,379,60,669,28,52,53.8,33,3,528,3587,2409,132,46,23,28,22,674,505,74.9,97,Matches
1285,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,1061,79,403,519,214,14,877,16,34,47.1,16,1,539,3111,1525,60,23,5,14,17,563,492,87.4,26,Matches
1286,Robin Knoche\6bd5cd5d,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,1159,139,632,565,50,13,1121,7,8,87.5,8,1,712,4238,2490,56,8,1,2,6,702,684,97.4,7,Matches
1287,Robin Koch\ea6bc03a,de GER,DFMF,Freiburg,de Bundesliga,23,1996,30.1,1789,217,955,866,114,48,1755,5,8,62.5,6,1,1149,7129,4209,56,8,2,7,13,1238,1183,95.6,46,Matches
1288,Giorgi Kochorashvili\3da1b6ed,ge GEO,MF,Levante,es La Liga,20,1999,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,13,0,0,0,0,0,0,1,1,100.0,0,Matches
