Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
43,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,26,1994,34,34,3060,34.0,53,1.56,177,125,72.9,6,10,18,6,17.6,5,5,0,0,0.0,Matches
44,Gian Crespi\4dea2f2c,it ITA,GK,Crotone,it Serie A,19,2001,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
45,Finn Dahmen\dee3013b,de GER,GK,Mainz 05,de Bundesliga,22,1998,3,3,270,3.0,10,3.33,20,11,55.0,1,0,2,0,0.0,1,1,0,0,0.0,Matches
46,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25,25,2250,25.0,43,1.72,120,81,66.7,7,4,14,4,16.0,4,3,1,0,25.0,Matches
47,Yehvann Diouf\eedea60b,fr FRA,GK,Reims,fr Ligue 1,20,1999,2,1,135,1.5,1,0.67,5,5,100.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
48,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,28,1992,35,35,3120,34.7,49,1.41,128,80,64.1,6,11,18,9,25.7,5,3,1,1,25.0,Matches
49,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,29,1990,28,28,2520,28.0,42,1.50,124,86,69.4,5,12,11,4,14.3,6,4,2,0,33.3,Matches
50,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,21,1999,37,37,3330,37.0,38,1.03,125,90,71.2,24,6,7,14,37.8,4,2,1,1,33.3,Matches
51,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,22,1997,36,36,3148,35.0,55,1.57,128,82,63.3,9,12,15,8,22.2,10,8,2,0,20.0,Matches
52,Matthieu Dreyer\fbf83734,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,15,1350,15.0,25,1.67,51,33,62.7,5,5,5,2,13.3,6,6,0,0,0.0,Matches
53,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,13,1170,13.0,19,1.46,59,42,69.5,5,5,3,3,23.1,1,1,0,0,0.0,Matches
54,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,26,1993,36,36,3240,36.0,28,0.78,84,63,75.0,25,5,6,19,52.8,8,7,1,0,12.5,Matches
55,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,24,1995,5,5,450,5.0,8,1.60,24,16,66.7,1,1,3,1,20.0,0,0,0,0,,Matches
56,Jokin Ezkieta\0f7dbaf6,es ESP,GK,Athletic Club,es La Liga,23,1996,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
57,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,35,1985,35,35,3150,35.0,44,1.26,134,96,69.4,17,8,10,10,28.6,6,3,2,1,40.0,Matches
58,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,31,1988,22,22,1876,20.8,50,2.40,139,94,66.2,3,3,16,3,13.6,4,3,1,0,25.0,Matches
59,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,22,1998,3,1,107,1.2,3,2.52,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
60,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,29,1991,29,29,2610,29.0,44,1.52,118,78,65.3,8,11,10,3,10.3,3,3,0,0,0.0,Matches
61,Álvaro Fernández\f127d782,es ESP,GK,Huesca,es La Liga,22,1998,22,22,1980,22.0,32,1.45,92,62,67.4,5,5,12,5,22.7,2,2,0,0,0.0,Matches
62,Andrés Fernández\307fcd26,es ESP,GK,Huesca,es La Liga,33,1986,16,16,1440,16.0,21,1.31,50,32,64.0,2,8,6,4,25.0,3,3,0,0,0.0,Matches
63,Marco Festa\c195ae4a,it ITA,GK,Crotone,it Serie A,28,1992,1,1,90,1.0,1,1.00,8,7,87.5,0,1,0,0,0.0,0,0,0,0,,Matches
64,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,27,1993,3,3,270,3.0,6,2.00,16,12,75.0,1,1,1,0,0.0,3,2,0,1,0.0,Matches
65,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,32,1988,8,8,720,8.0,11,1.37,28,19,67.9,4,0,4,2,25.0,3,2,1,0,33.3,Matches
66,Daniel Fuzato\82328faf,br BRA,GK,Roma,it Serie A,23,1997,5,5,450,5.0,7,1.40,26,19,73.1,2,1,2,2,40.0,0,0,0,0,,Matches
67,Manuel Gasparini\7033ca08,it ITA,GK,Udinese,it Serie A,18,2002,1,0,3,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
68,Paulo Gazzaniga\63d17038,ar ARG,GK,Elche,es La Liga,28,1992,8,8,720,8.0,9,1.13,21,14,61.9,3,1,4,2,25.0,1,1,0,0,0.0,Matches
69,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,29,1990,26,26,2295,25.5,32,1.25,85,58,67.1,12,9,5,9,34.6,4,4,0,0,0.0,Matches
70,Rafał Gikiewicz\17376543,pl POL,GK,Augsburg,de Bundesliga,32,1987,34,34,3060,34.0,55,1.62,172,124,71.5,10,6,18,7,20.6,10,6,2,2,25.0,Matches
71,David Gil\fea23125,es ESP,GK,Cádiz,es La Liga,26,1994,4,4,360,4.0,10,2.50,15,6,40.0,0,1,3,0,0.0,1,1,0,0,0.0,Matches
72,Pierluigi Gollini\f0f7f62f,it ITA,GK,Atalanta,it Serie A,25,1995,25,25,2156,24.0,26,1.09,61,38,63.9,14,8,3,9,36.0,6,4,2,0,33.3,Matches
73,Alfred Gomis\cecbce23,sn SEN,GK,Rennes,fr Ligue 1,26,1993,22,22,1980,22.0,25,1.14,73,50,69.9,7,5,10,5,22.7,4,3,0,1,0.0,Matches
74,Alfred Gomis\cecbce23,sn SEN,GK,Dijon,fr Ligue 1,26,1993,5,5,450,5.0,10,2.00,24,18,70.8,0,1,4,0,0.0,3,3,0,0,0.0,Matches
75,Etienne Green\667b65da,eng ENG,GK,Saint-Étienne,fr Ligue 1,20,2000,8,8,720,8.0,8,1.00,24,18,75.0,4,1,3,3,37.5,4,2,1,1,33.3,Matches
76,Lennart Grill\37998008,de GER,GK,Leverkusen,de Bundesliga,21,1999,4,4,360,4.0,7,1.75,20,13,65.0,1,0,3,1,25.0,0,0,0,0,,Matches
77,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,eng Premier League,33,1987,37,37,3330,37.0,64,1.73,168,105,63.7,11,8,18,8,21.6,4,3,1,0,25.0,Matches
78,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,30,1990,33,33,2970,33.0,30,0.91,77,48,64.9,19,8,6,15,45.5,3,3,0,0,0.0,Matches
79,Samir Handanović\74419746,si SVN,GK,Inter,it Serie A,36,1984,37,37,3240,36.0,33,0.92,105,76,72.4,27,7,3,14,37.8,6,4,2,0,33.3,Matches
80,Dean Henderson\e5a76dfe,eng ENG,GK,Manchester Utd,eng Premier League,23,1997,13,12,1125,12.5,12,0.96,50,38,76.0,9,2,1,4,33.3,0,0,0,0,,Matches
81,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,es La Liga,27,1993,33,32,2958,32.9,40,1.22,123,88,70.7,10,8,14,10,31.3,8,4,3,1,42.9,Matches
82,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,de Bundesliga,32,1987,16,16,1395,15.5,16,1.03,42,27,66.7,11,2,3,7,43.8,2,2,0,0,0.0,Matches
83,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,27,1993,34,34,3009,33.4,59,1.76,150,98,65.3,8,9,17,5,14.7,8,7,1,0,12.5,Matches
84,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,de Bundesliga,30,1989,29,29,2565,28.5,29,1.02,82,56,65.9,13,9,7,8,27.6,2,1,1,0,50.0,Matches
85,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,35,1984,8,8,720,8.0,13,1.62,31,20,61.3,2,1,5,1,12.5,2,1,1,0,50.0,Matches
86,Sam Johnstone\9e5708be,eng ENG,GK,West Brom,eng Premier League,27,1993,37,37,3330,37.0,74,2.00,228,161,70.6,4,11,22,6,16.2,12,7,2,3,22.2,Matches
87,Bingourou Kamara\3814120d,sn SEN,GK,Strasbourg,fr Ligue 1,23,1996,8,8,720,8.0,14,1.75,31,19,58.1,2,0,6,2,25.0,1,1,0,0,0.0,Matches
88,Loris Karius\32e7ce92,de GER,GK,Union Berlin,de Bundesliga,27,1993,4,3,292,3.2,1,0.31,5,5,80.0,1,2,0,2,66.7,0,0,0,0,,Matches
89,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,fr Ligue 1,37,1983,24,24,2160,24.0,31,1.29,91,62,69.2,8,7,9,8,33.3,5,3,1,1,25.0,Matches
90,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,21,1998,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,Matches
91,Gregor Kobel\cd59b9df,ch SUI,GK,Stuttgart,de Bundesliga,22,1997,33,33,2970,33.0,54,1.64,155,105,68.4,11,9,13,5,15.2,7,5,2,0,28.6,Matches
92,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,21,1999,38,38,3420,38.0,55,1.45,158,113,71.5,9,13,16,5,13.2,13,10,2,1,16.7,Matches
93,Michael Langer\d20f088b,at AUT,GK,Schalke 04,de Bundesliga,35,1985,3,2,239,2.7,12,4.52,24,13,50.0,0,0,2,0,0.0,0,0,0,0,,Matches
94,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,23,1997,35,35,3150,35.0,62,1.77,159,104,66.0,10,7,18,6,17.1,10,8,1,1,11.1,Matches
95,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,34,1985,37,37,3313,36.8,51,1.39,128,89,68.0,15,12,10,8,21.6,11,10,1,0,9.1,Matches
96,Benjamin Lecomte\2fa2a875,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28,28,2520,28.0,27,0.96,62,39,61.3,18,5,5,13,46.4,3,3,0,0,0.0,Matches
97,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,27,1993,32,32,2880,32.0,45,1.41,118,79,68.6,10,10,12,9,28.1,9,8,1,0,11.1,Matches
98,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,28,1992,35,35,3131,34.8,37,1.06,117,84,69.2,17,6,12,11,31.4,2,1,1,0,50.0,Matches
99,Karlo Letica\4a6914ff,hr CRO,GK,Sampdoria,it Serie A,23,1997,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
100,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,33,1986,38,38,3420,38.0,45,1.18,144,111,75.7,18,8,12,12,31.6,10,10,0,0,0.0,Matches
101,Niklas Lomb\9321b8ed,de GER,GK,Leverkusen,de Bundesliga,27,1993,2,1,135,1.5,3,2.00,8,5,62.5,0,1,0,0,0.0,0,0,0,0,,Matches
102,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,29,1990,38,38,3420,38.0,43,1.13,130,94,70.8,22,10,6,11,28.9,8,5,2,1,28.6,Matches
103,Pau López\20b9f052,es ESP,GK,Roma,it Serie A,25,1994,21,20,1817,20.2,29,1.44,81,58,67.9,10,4,6,4,20.0,3,3,0,0,0.0,Matches
104,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,de Bundesliga,33,1987,31,31,2768,30.8,42,1.37,123,84,69.1,11,12,8,5,16.1,5,4,1,0,20.0,Matches
105,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,25,1995,38,38,3420,38.0,23,0.61,107,86,79.4,24,11,3,21,55.3,2,1,1,0,50.0,Matches
106,Radosław Majecki\20de219a,pl POL,GK,Monaco,fr Ligue 1,20,1999,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
107,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37,37,3330,37.0,45,1.22,126,85,66.7,16,12,9,8,21.6,3,3,0,0,0.0,Matches
108,Niccolò Manfredini\e4b39692,it ITA,GK,Benevento,it Serie A,32,1988,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
109,Vito Mannone\c4173f1a,it ITA,GK,Monaco,fr Ligue 1,32,1988,9,9,810,9.0,14,1.56,30,18,60.0,5,1,3,2,22.2,2,2,0,0,0.0,Matches
110,Federico Marchetti\f794b426,it ITA,GK,Genoa,it Serie A,37,1983,4,4,334,3.7,11,2.96,19,8,42.1,0,1,3,0,0.0,0,0,0,0,,Matches
111,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38,38,3420,38.0,46,1.21,177,135,76.8,16,7,15,15,39.5,6,5,1,0,16.7,Matches
112,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
113,Jordi Masip\8fae77ea,es ESP,GK,Valladolid,es La Liga,31,1989,25,25,2250,25.0,40,1.60,112,74,67.9,4,9,12,2,8.0,4,4,0,0,0.0,Matches
114,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,30,1989,30,30,2700,30.0,57,1.90,141,90,63.8,8,7,15,7,23.3,6,6,0,0,0.0,Matches
115,Edouard Mendy\33887998,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1,1,90,1.0,1,1.00,1,0,0.0,0,1,0,0,0.0,0,0,0,0,,Matches
116,Edouard Mendy\33887998,sn SEN,GK,Chelsea,eng Premier League,28,1992,31,31,2745,30.5,25,0.82,78,55,70.5,17,7,7,16,51.6,3,2,1,0,33.3,Matches
117,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,23,1997,22,22,1980,22.0,29,1.32,79,53,65.8,13,5,4,6,27.3,2,2,0,0,0.0,Matches
118,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,eng Premier League,20,2000,35,35,3150,35.0,52,1.49,177,134,75.1,16,5,14,11,31.4,9,8,1,0,11.1,Matches
119,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,it Serie A,23,1997,5,5,450,5.0,6,1.20,19,14,73.7,2,2,1,1,20.0,1,1,0,0,0.0,Matches
120,Antonio Mirante\30223b33,it ITA,GK,Roma,it Serie A,37,1983,13,13,1153,12.8,19,1.48,54,36,68.5,6,3,4,5,38.5,3,2,1,0,33.3,Matches
121,Lorenzo Montipò\c1d95617,it ITA,GK,Benevento,it Serie A,24,1996,37,37,3330,37.0,74,2.00,170,104,58.8,7,11,19,7,18.9,5,4,1,0,20.0,Matches
122,Jessy Moulin\28a65a2c,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29,29,2610,29.0,42,1.45,100,61,62.0,8,9,12,9,31.0,4,4,0,0,0.0,Matches
123,Florian Müller\cbac6ec9,de GER,GK,Freiburg,de Bundesliga,22,1997,31,31,2790,31.0,46,1.48,152,110,71.1,11,8,12,6,19.4,3,2,1,0,33.3,Matches
124,Juan Musso\a111cf41,ar ARG,GK,Udinese,it Serie A,26,1994,35,35,3147,35.0,51,1.46,140,102,72.9,9,10,16,8,22.9,13,13,0,0,0.0,Matches
125,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,fr Ligue 1,26,1994,23,23,2070,23.0,44,1.91,108,69,63.0,6,4,13,3,13.0,6,4,1,1,20.0,Matches
126,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,fr Ligue 1,33,1986,29,29,2520,28.0,18,0.64,89,71,80.9,21,3,5,15,51.7,2,1,1,0,50.0,Matches
127,Neto\a9dc785c,br BRA,GK,Barcelona,es La Liga,31,1989,7,7,630,7.0,6,0.86,21,16,81.0,3,2,2,3,42.9,2,2,0,0,0.0,Matches
128,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,34,1986,33,33,2970,33.0,42,1.27,126,83,67.5,24,5,4,9,27.3,3,1,1,1,50.0,Matches
129,Will Norris\c73ada83,eng ENG,GK,Burnley,eng Premier League,26,1993,2,2,180,2.0,4,2.00,6,2,33.3,0,0,2,0,0.0,0,0,0,0,,Matches
130,Alexander Nübel\afb0c500,de GER,GK,Bayern Munich,de Bundesliga,23,1996,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,Matches
131,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,27,1993,38,38,3420,38.0,25,0.66,120,97,80.0,26,8,4,18,47.4,4,1,2,1,66.7,Matches
132,Robin Olsen\e7ee38c3,se SWE,GK,Everton,eng Premier League,30,1990,7,7,630,7.0,9,1.29,27,18,70.4,2,3,2,2,28.6,1,1,0,0,0.0,Matches
133,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,fr Ligue 1,26,1994,31,31,2673,29.7,51,1.72,147,107,72.8,10,10,11,2,6.5,11,11,0,0,0.0,Matches
134,Stefan Ortega\c1242d4e,de GER,GK,Arminia,de Bundesliga,27,1992,34,34,3060,34.0,52,1.53,166,119,71.7,9,8,17,11,32.4,6,5,1,0,16.7,Matches
135,David Ospina\82b1198a,co COL,GK,Napoli,it Serie A,31,1988,16,16,1440,16.0,12,0.75,39,30,76.9,11,0,5,8,50.0,3,3,0,0,0.0,Matches
136,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,fr Ligue 1,32,1988,34,34,3058,34.0,39,1.15,117,87,74.4,12,10,12,8,23.5,10,9,1,0,10.0,Matches
137,Fernando Pacheco\97852360,es ESP,GK,Alavés,es La Liga,28,1992,38,37,3349,37.2,57,1.53,142,86,62.0,9,11,17,9,24.3,3,3,0,0,0.0,Matches
138,Daniele Padelli\cf1c23d8,it ITA,GK,Inter,it Serie A,34,1985,1,0,45,0.5,1,2.00,1,1,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
139,Alberto Paleari\94a3606c,it ITA,GK,Genoa,it Serie A,27,1992,3,2,206,2.3,3,1.31,12,8,75.0,1,0,1,1,50.0,0,0,0,0,,Matches
140,Ivor Pandur\457cb02f,hr CRO,GK,Hellas Verona,it Serie A,20,2000,4,4,332,3.7,6,1.63,13,7,53.8,0,3,1,0,0.0,0,0,0,0,,Matches
141,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,eng Premier League,32,1988,37,37,3329,37.0,51,1.38,140,96,68.6,12,9,16,10,27.0,8,7,1,0,12.5,Matches
142,Jiří Pavlenka\0a1cb833,cz CZE,GK,Werder Bremen,de Bundesliga,28,1992,34,34,3060,34.0,57,1.68,150,100,64.7,7,10,17,6,17.6,6,4,2,0,33.3,Matches
143,Bailey Peacock-Farrell\4879f8cb,nir NIR,GK,Burnley,eng Premier League,23,1996,4,4,360,4.0,14,3.50,25,11,44.0,0,0,4,0,0.0,0,0,0,0,,Matches
144,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,39,1981,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
