Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
145,Yohann Pelé\76806215,fr FRA,GK,Marseille,fr Ligue 1,37,1982,1,1,90,1.0,2,2.00,5,2,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
146,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,de Bundesliga,35,1985,3,3,270,3.0,3,1.00,13,10,76.9,1,2,0,0,0.0,0,0,0,0,,Matches
147,Juan Pérez\8f29e08b,es ESP,GK,Osasuna,es La Liga,24,1996,3,3,270,3.0,3,1.00,7,4,71.4,1,1,1,1,33.3,1,1,0,0,0.0,Matches
148,Mattia Perin\4c62d0c8,it ITA,GK,Genoa,it Serie A,27,1992,32,32,2879,32.0,44,1.38,151,113,75.5,9,11,12,8,25.0,7,7,0,0,0.0,Matches
149,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,de Bundesliga,32,1987,2,2,180,2.0,4,2.00,14,9,71.4,0,1,1,0,0.0,0,0,0,0,,Matches
150,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,26,1994,31,31,2742,30.5,39,1.28,128,90,71.1,15,5,11,10,32.3,3,2,0,1,0.0,Matches
151,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,it Serie A,30,1990,1,0,23,0.3,1,3.91,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches
152,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,eng Premier League,28,1992,32,32,2880,32.0,37,1.16,148,114,77.0,10,9,13,11,34.4,3,3,0,0,0.0,Matches
153,Ivan Provedel\277da414,it ITA,GK,Spezia,it Serie A,26,1994,29,29,2610,29.0,55,1.90,124,74,60.5,6,10,13,4,13.8,7,6,1,0,14.3,Matches
154,Anthony Racioppi\abc06eb3,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21,21,1890,21.0,33,1.57,93,62,67.7,2,6,13,3,14.3,4,3,1,0,25.0,Matches
155,Ionuț Radu\67f649be,ro ROU,GK,Inter,it Serie A,23,1997,2,1,135,1.5,1,0.67,6,5,83.3,1,0,0,0,0.0,0,0,0,0,,Matches
156,Rafael\dd06d56c,br BRA,GK,Spezia,it Serie A,38,1982,3,2,207,2.3,5,2.17,19,14,73.7,0,1,1,1,50.0,0,0,0,0,,Matches
157,Predrag Rajković\58ad9383,rs SRB,GK,Reims,fr Ligue 1,24,1995,37,37,3285,36.5,49,1.34,157,113,71.3,9,15,13,10,27.0,7,4,2,1,33.3,Matches
158,Aaron Ramsdale\466fb2c5,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38,38,3420,38.0,63,1.66,205,145,70.7,7,2,29,5,13.2,4,3,0,1,0.0,Matches
159,Darren Randolph\6385ebfb,ie IRL,GK,West Ham,eng Premier League,33,1987,3,3,270,3.0,3,1.00,9,6,66.7,2,0,1,1,33.3,0,0,0,0,,Matches
160,Federico Ravaglia\6662d731,it ITA,GK,Bologna,it Serie A,20,1999,4,4,360,4.0,10,2.50,18,9,50.0,0,1,3,0,0.0,1,1,0,0,0.0,Matches
161,Pepe Reina\e358587b,es ESP,GK,Lazio,it Serie A,37,1982,29,29,2610,29.0,41,1.41,107,75,69.2,18,3,8,9,31.0,8,8,0,0,0.0,Matches
162,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,25,1995,38,38,3420,38.0,38,1.00,100,66,65.0,17,11,10,14,36.8,5,3,1,1,25.0,Matches
163,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38,38,3420,38.0,71,1.87,192,125,66.1,9,8,21,8,21.1,10,6,3,1,33.3,Matches
164,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,10,8,810,9.0,9,1.00,36,28,75.0,5,1,2,5,62.5,0,0,0,0,,Matches
165,Roberto\ba3ca78f,es ESP,GK,Valladolid,es La Liga,34,1986,13,13,1170,13.0,17,1.31,43,28,65.1,1,7,5,1,7.7,3,2,0,1,0.0,Matches
166,Joel Robles\cda0b317,es ESP,GK,Betis,es La Liga,30,1990,18,18,1620,18.0,25,1.39,56,37,62.5,9,2,7,6,33.3,5,4,1,0,20.0,Matches
167,Marek Rodák\17acc2ed,sk SVK,GK,Fulham,eng Premier League,23,1996,2,2,180,2.0,5,2.50,8,4,50.0,0,0,2,0,0.0,1,1,0,0,0.0,Matches
168,Rubén\24279b8b,es ESP,GKMF,Osasuna,es La Liga,36,1984,3,3,187,2.1,5,2.41,9,3,44.4,0,2,1,0,0.0,0,0,0,0,,Matches
169,John Ruddy\da8b19e2,eng ENG,GK,Wolves,eng Premier League,33,1986,2,1,91,1.0,1,0.99,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
170,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,es La Liga,28,1992,2,2,180,2.0,4,2.00,8,4,50.0,0,0,2,0,0.0,0,0,0,0,,Matches
171,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,28,1992,11,11,990,11.0,19,1.73,30,16,50.0,2,4,5,2,18.2,4,4,0,0,0.0,Matches
172,Mathew Ryan\4535e4bb,au AUS,GK,Arsenal,eng Premier League,28,1992,3,3,270,3.0,2,0.67,9,8,88.9,1,1,1,1,33.3,1,1,0,0,0.0,Matches
173,Frederik Rønnow\a70b8345,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,11,10,945,10.5,24,2.29,64,46,68.8,0,4,6,1,10.0,4,4,0,0,0.0,Matches
174,Romain Salin\74733221,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15,15,1350,15.0,14,0.93,54,40,74.1,9,4,2,5,33.3,0,0,0,0,,Matches
175,Robert Sánchez\6a713852,es ESP,GK,Brighton,eng Premier League,22,1997,27,27,2430,27.0,27,1.00,87,63,71.3,7,10,10,10,37.0,3,2,0,1,0.0,Matches
176,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,33,1986,38,38,3420,38.0,50,1.32,134,87,65.7,20,6,12,11,28.9,4,4,0,0,0.0,Matches
177,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26,26,2340,26.0,39,1.50,103,70,68.0,6,10,10,8,30.8,6,6,0,0,0.0,Matches
178,Simone Scuffet\41bd99ea,it ITA,GK,Udinese,it Serie A,24,1996,1,1,90,1.0,2,2.00,3,2,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
179,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6,6,540,6.0,13,2.17,25,14,56.0,1,2,3,0,0.0,2,2,0,0,0.0,Matches
180,Luigi Sepe\343f753a,it ITA,GK,Parma,it Serie A,29,1991,36,36,3240,36.0,76,2.11,177,103,58.2,3,11,22,5,13.9,2,2,0,0,0.0,Matches
181,Rui Silva\ea83bfa6,pt POR,GK,Granada,es La Liga,26,1994,32,32,2880,32.0,55,1.72,129,78,61.2,12,6,14,8,25.0,10,5,4,1,44.4,Matches
182,Marco Silvestri\0d422df7,it ITA,GK,Hellas Verona,it Serie A,29,1991,34,34,3060,34.0,42,1.24,125,89,71.2,11,9,14,7,20.6,7,6,0,1,0.0,Matches
183,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,es La Liga,23,1997,37,37,3330,37.0,40,1.08,104,70,66.3,11,13,13,9,24.3,6,5,1,0,16.7,Matches
184,Tobias Sippel\0d8a37c2,de GER,GK,M'Gladbach,de Bundesliga,32,1988,4,3,344,3.8,6,1.57,19,12,68.4,1,1,1,1,33.3,0,0,0,0,,Matches
185,Salvatore Sirigu\10dc46f0,it ITA,GK,Torino,it Serie A,33,1987,32,32,2880,32.0,62,1.94,129,74,58.1,5,13,14,7,21.9,9,8,0,1,0.0,Matches
186,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,23,1996,1,1,71,0.8,0,0.00,1,1,100.0,0,0,1,0,0.0,0,0,0,0,,Matches
187,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,it Serie A,29,1991,28,28,2520,28.0,46,1.64,143,102,71.3,10,5,13,4,14.3,7,5,2,0,28.6,Matches
188,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,31,31,2712,30.1,50,1.66,124,79,64.5,12,9,10,6,19.4,6,6,0,0,0.0,Matches
189,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,27,1993,28,28,2520,28.0,31,1.11,75,52,66.7,6,8,14,10,35.7,7,6,1,0,14.3,Matches
190,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,28,1992,15,13,1261,14.0,21,1.50,48,28,58.3,9,1,3,2,15.4,2,1,1,0,50.0,Matches
191,Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,25,1995,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
192,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,25,1995,9,9,810,9.0,14,1.56,37,24,67.6,3,2,4,3,33.3,2,2,0,0,0.0,Matches
193,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,30,1990,30,30,2677,29.7,32,1.08,95,67,70.5,16,8,6,5,16.7,6,4,2,0,33.3,Matches
194,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,34,1986,1,1,90,1.0,3,3.00,6,4,66.7,0,1,0,0,0.0,1,1,0,0,0.0,Matches
195,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,28,1992,31,31,2790,31.0,32,1.03,102,75,71.6,21,5,5,11,35.5,3,3,0,0,0.0,Matches
196,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,30,1990,4,2,272,3.0,4,1.32,10,7,60.0,0,1,1,2,100.0,1,0,1,0,100.0,Matches
197,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,30,1990,33,33,2970,33.0,52,1.58,143,97,66.4,15,12,6,4,12.1,6,4,1,1,20.0,Matches
198,Samir Ujkani\96640846,xk KVX,GK,Torino,it Serie A,32,1988,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches
199,Tomáš Vaclík\7b456af7,cz CZE,GK,Sevilla,es La Liga,31,1989,5,5,450,5.0,5,1.00,14,9,64.3,3,0,2,2,40.0,0,0,0,0,,Matches
200,Koke Vegas\bfb15d99,es ESP,GK,Levante,es La Liga,24,1995,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
201,Guglielmo Vicario\77d6fd4d,it ITA,GK,Cagliari,it Serie A,23,1996,4,4,360,4.0,6,1.50,21,15,71.4,3,0,1,1,25.0,0,0,0,0,,Matches
202,Iván Villar\cde52ef5,es ESP,GK,Celta Vigo,es La Liga,23,1997,21,19,1781,19.8,30,1.52,72,47,66.7,7,5,7,5,26.3,7,6,1,0,14.3,Matches
203,João Virgínia\728e9b2e,pt POR,GK,Everton,eng Premier League,20,1999,1,0,48,0.5,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches
204,Rubén Yáñez\039ae103,es ESP,GK,Getafe,es La Liga,26,1993,10,10,900,10.0,12,1.20,30,19,63.3,3,3,4,4,40.0,1,1,0,0,0.0,Matches
205,Yoel\61bb7498,es ESP,GK,Eibar,es La Liga,31,1988,4,3,300,3.3,3,0.90,5,2,40.0,0,1,2,0,0.0,0,0,0,0,,Matches
206,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,de Bundesliga,25,1994,31,31,2790,31.0,46,1.48,135,93,69.6,9,9,13,5,16.1,6,5,0,1,0.0,Matches
207,Ron-Robert Zieler\a0606ae8,de GER,GK,Köln,de Bundesliga,31,1989,1,0,51,0.6,1,1.76,2,2,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
208,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,it Serie A,29,1991,7,7,603,6.7,12,1.79,26,17,65.4,3,1,3,1,14.3,3,3,0,0,0.0,Matches
