Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
41,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,35,1984,27.0,33,1,1,8,0,29.6,0.29,-3.4,-0.13,230,623,36.9,605,108,69.9,52.1,218,91.7,67.8,272,32,11.8,34,1.26,16.0,Matches
42,Paul Delecroix\2ee1b96b,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,4,1,0,0,0,2.6,0.32,-1.4,-0.95,15,32,46.9,33,4,72.7,49.7,11,72.7,57.4,6,1,16.7,2,1.33,16.3,Matches
43,Lucas Dias\d83f8f69,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,6,0,1,2,0,6.5,0.39,+0.5,+0.15,27,72,37.5,58,5,62.1,45.9,39,92.3,62.9,37,2,5.4,3,0.85,14.0,Matches
44,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,27,1992,35.0,51,4,2,3,1,44.1,0.36,-5.9,-0.17,273,842,32.4,817,91,74.1,58.3,245,96.7,76.4,274,20,7.3,48,1.37,17.4,Matches
45,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,28,1990,14.7,23,1,1,4,0,22.7,0.28,-0.3,-0.02,106,255,41.6,325,61,48.3,38.8,132,74.2,53.9,178,7,3.9,6,0.41,12.8,Matches
46,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,20,1999,35.6,42,4,0,7,1,45.6,0.29,+4.6,+0.13,222,469,47.3,882,172,38.4,34.4,260,50.0,39.0,304,29,9.5,20,0.56,14.6,Matches
47,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,43,6,2,6,0,43.1,0.29,+0.1,0.00,138,380,36.3,682,195,39.9,37.0,222,48.6,42.1,287,19,6.6,14,0.45,12.6,Matches
48,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,58,2,2,11,2,66.0,0.34,+10.0,+0.26,295,778,37.9,756,121,63.6,48.4,337,88.1,64.4,384,20,5.2,14,0.37,12.3,Matches
49,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,28,3,1,4,1,29.5,0.30,+2.5,+0.07,127,248,51.2,924,161,21.9,29.7,139,33.1,35.0,172,12,7.0,38,1.11,17.6,Matches
50,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,23,1995,3.0,3,0,0,0,0,2.6,0.20,-0.4,-0.14,30,81,37.0,103,21,64.1,48.8,25,60.0,50.6,30,2,6.7,3,1.00,13.6,Matches
51,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,34,3,1,2,2,30.3,0.28,-1.7,-0.07,220,506,43.5,478,90,68.8,49.8,194,91.2,63.9,239,10,4.2,5,0.21,11.5,Matches
52,Fabricio\af245161,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,3,2,0,1,0,1.7,0.15,-1.3,-1.31,8,17,47.1,24,6,50.0,41.0,9,55.6,47.3,5,0,0.0,1,1.00,15.3,Matches
53,Ralf Fährmann\1e43fad8,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,1,1,0,0,0,1.1,0.08,+0.1,+0.29,1,3,33.3,7,2,42.9,29.9,3,0.0,15.3,4,0,0.0,0,0.00,7.0,Matches
54,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,it Serie A,24,1995,2.0,5,1,0,0,0,5.5,0.36,+0.5,+0.23,8,29,27.6,43,11,39.5,32.6,18,66.7,47.9,15,0,0.0,1,0.50,13.8,Matches
55,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,28,1991,36.0,51,3,1,8,2,57.2,0.27,+8.2,+0.23,204,553,36.9,781,186,50.1,41.7,337,48.1,41.4,382,25,6.5,29,0.81,14.0,Matches
56,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,32,1986,4.0,8,3,0,2,1,6.8,0.26,-0.2,-0.04,23,55,41.8,108,15,31.5,30.9,44,47.7,40.6,46,2,4.3,1,0.25,11.9,Matches
57,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,14,0,0,1,0,16.4,0.23,+2.4,+0.24,82,206,39.8,324,41,43.8,40.1,111,57.7,51.5,93,3,3.2,2,0.20,12.5,Matches
58,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,64,8,3,7,3,58.3,0.31,-2.7,-0.07,322,975,33.0,909,121,77.4,54.3,292,92.8,67.6,367,37,10.1,44,1.16,15.6,Matches
59,Daniel Fuzato\82328faf,br BRA,GK,Roma,it Serie A,22,1997,1.0,1,0,0,1,0,0.9,0.43,-0.1,-0.14,4,16,25.0,34,4,35.3,35.0,10,40.0,36.2,8,1,12.5,0,0.00,10.2,Matches
60,Gabriel\f93ed0df,br BRA,GK,Lecce,it Serie A,26,1992,33.3,76,10,1,12,3,80.9,0.34,+7.9,+0.24,147,354,41.5,653,194,36.1,34.9,326,36.2,31.8,382,21,5.5,12,0.36,13.6,Matches
61,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,26,3,1,2,1,25.4,0.29,+0.4,+0.02,81,273,29.7,376,58,45.7,38.9,140,72.1,58.0,168,9,5.4,12,0.67,14.2,Matches
62,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,36,3,1,8,1,37.1,0.28,+2.1,+0.05,120,311,38.6,669,148,33.8,34.3,265,32.1,33.9,285,15,5.3,11,0.29,13.3,Matches
63,Rafał Gikiewicz\17376543,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33.0,54,3,0,9,1,51.0,0.30,-2.0,-0.06,412,890,46.3,1087,124,61.5,47.4,269,82.2,60.7,295,28,9.5,23,0.70,15.3,Matches
64,Mauro Goicoechea\132bb875,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2.0,5,0,0,0,0,4.4,0.34,-0.6,-0.32,21,48,43.8,44,4,70.5,46.4,20,85.0,51.8,14,0,0.0,1,0.50,17.4,Matches
65,Pierluigi Gollini\f0f7f62f,it ITA,GK,Atalanta,it Serie A,24,1995,32.0,42,6,2,4,3,34.6,0.27,-4.4,-0.14,188,422,44.5,758,171,37.1,37.0,210,67.1,52.5,207,15,7.2,37,1.15,15.7,Matches
66,Alfred Gomis\cecbce23,sn SEN,GK,Dijon,fr Ligue 1,25,1993,18.0,20,1,2,2,1,22.4,0.26,+3.4,+0.19,169,377,44.8,563,112,47.4,39.8,168,65.5,48.1,191,27,14.1,5,0.28,12.9,Matches
67,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35.0,42,0,0,5,2,46.8,0.33,+6.8,+0.19,225,674,33.4,780,163,57.4,44.3,273,82.8,61.9,331,30,9.1,16,0.46,13.0,Matches
68,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32.0,34,2,0,8,0,37.6,0.31,+3.6,+0.11,165,398,41.5,1042,183,30.5,33.1,226,35.4,35.2,243,19,7.8,48,1.50,17.2,Matches
69,Angus Gunn\e082af5b,eng ENG,GK,Southampton,eng Premier League,23,1996,10.0,25,2,1,1,0,18.1,0.31,-6.9,-0.69,46,190,24.2,177,24,68.9,50.4,79,86.1,60.4,81,6,7.4,8,0.80,16.4,Matches
70,Régis Gurtner\bc270726,fr FRA,GK,Amiens,fr Ligue 1,32,1986,28.0,50,1,1,13,1,41.0,0.29,-8.0,-0.29,231,521,44.3,567,95,55.7,43.6,254,80.7,55.4,269,15,5.6,11,0.39,13.7,Matches
71,Samir Handanović\74419746,si SVN,GK,Inter,it Serie A,35,1984,35.0,32,2,0,4,1,32.5,0.28,+1.5,+0.04,148,284,52.1,850,187,24.2,29.4,264,29.5,30.3,334,21,6.3,12,0.34,12.0,Matches
72,Tom Heaton\a6de6361,eng ENG,GK,Aston Villa,eng Premier League,33,1986,19.9,35,3,1,7,1,32.6,0.31,-1.4,-0.07,129,384,33.6,418,95,57.7,45.9,196,73.0,56.5,225,17,7.6,8,0.40,11.7,Matches
73,Dean Henderson\e5a76dfe,eng ENG,GK,Sheffield Utd,eng Premier League,22,1997,36.0,33,1,0,2,0,38.2,0.30,+5.2,+0.14,252,853,29.5,777,99,77.7,58.7,258,96.5,75.7,291,23,7.9,17,0.47,13.8,Matches
74,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3.0,8,0,1,2,0,8.8,0.40,+0.8,+0.28,31,88,35.2,64,6,82.8,56.2,39,89.7,67.2,35,3,8.6,1,0.33,14.7,Matches
75,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,es La Liga,26,1993,18.4,27,1,2,4,0,27.6,0.34,+0.6,+0.03,175,482,36.3,464,72,74.6,52.9,148,91.9,64.4,156,16,10.3,21,1.14,15.9,Matches
76,Iago Herrerín\9109185e,es ESP,GK,Athletic Club,es La Liga,31,1988,4.7,9,0,1,1,0,6.3,0.36,-2.7,-0.57,44,110,40.0,139,28,61.9,46.4,30,80.0,58.3,41,6,14.6,0,0.00,10.5,Matches
77,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,de Bundesliga,31,1987,3.2,1,0,0,0,0,2.7,0.39,+1.7,+0.53,9,24,37.5,75,14,20.0,31.0,25,36.0,39.9,21,2,9.5,4,1.24,17.5,Matches
78,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,26,1993,34.0,69,4,1,11,2,53.1,0.32,-13.9,-0.41,311,630,49.4,892,99,53.9,42.2,298,50.0,40.7,270,18,6.7,14,0.41,14.1,Matches
79,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,de Bundesliga,29,1989,34.0,44,2,1,6,0,48.7,0.35,+4.7,+0.14,261,604,43.2,1362,205,37.0,35.7,234,42.7,38.9,218,21,9.6,29,0.85,15.8,Matches
80,Jannik Huth\e8fd2e5b,de GER,GK,Paderborn 07,de Bundesliga,25,1994,6.0,17,1,0,1,0,11.7,0.34,-5.3,-0.88,34,83,41.0,205,37,33.7,34.0,49,28.6,33.4,43,4,9.3,4,0.67,15.9,Matches
81,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,28.3,46,7,3,6,2,38.8,0.25,-5.2,-0.18,290,620,46.8,786,122,57.6,43.1,221,75.6,53.5,281,27,9.6,16,0.57,12.9,Matches
82,Jesse Joronen\7f66ea09,fi FIN,GK,Brescia,it Serie A,26,1993,29.0,59,9,0,9,3,61.0,0.31,+5.0,+0.17,161,422,38.2,573,160,49.7,41.6,276,49.6,42.0,356,27,7.6,10,0.34,13.0,Matches
83,Lovre Kalinić\3a74f92b,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,4,0,0,1,0,2.9,0.21,-1.1,-0.31,25,86,29.1,81,13,64.2,48.3,38,89.5,61.1,46,8,17.4,2,0.59,16.8,Matches
84,Stefanos Kapino\62ba5881,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1.0,2,0,0,0,0,1.4,0.29,-0.6,-0.57,9,18,50.0,25,8,48.0,40.0,9,66.7,45.6,19,0,0.0,1,1.00,13.4,Matches
85,Florian Kastenmeier\dc2e4736,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17.0,31,2,0,3,3,24.4,0.30,-3.6,-0.21,140,330,42.4,519,56,51.1,42.5,111,58.6,48.3,105,4,3.8,14,0.82,15.5,Matches
86,Tomáš Koubek\dc366c36,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24.0,51,0,0,4,2,45.0,0.37,-4.0,-0.17,162,494,32.8,628,103,54.1,45.2,212,72.6,57.3,230,15,6.5,23,0.96,15.5,Matches
87,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4.0,9,0,0,2,0,7.1,0.35,-1.9,-0.48,38,88,43.2,96,15,64.6,45.4,33,78.8,55.3,44,2,4.5,4,1.00,17.2,Matches
88,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,31,1988,36.0,68,3,1,13,3,65.0,0.32,0.0,0.00,261,733,35.6,1217,178,45.1,39.8,333,55.3,45.1,383,28,7.3,17,0.47,14.0,Matches
89,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,29,3,0,3,0,25.4,0.24,-3.6,-0.13,165,481,34.3,697,131,48.2,40.8,187,77.5,55.3,222,15,6.8,23,0.85,15.9,Matches
90,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,34,3,0,5,0,40.8,0.29,+6.8,+0.26,179,448,40.0,793,143,43.3,39.2,235,44.7,38.9,304,27,8.9,19,0.71,14.4,Matches
91,Benjamin Lecomte\2fa2a875,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28.0,44,6,0,8,1,41.1,0.28,-1.9,-0.07,175,378,46.3,639,136,39.9,36.6,209,58.9,45.1,250,26,10.4,12,0.43,14.3,Matches
92,Nicolas Lemaître\586ef3a3,fr FRA,GK,Reims,fr Ligue 1,22,1997,1.0,3,1,0,1,0,2.2,0.45,-0.8,-0.80,3,8,37.5,19,4,21.1,24.6,8,50.0,37.5,5,0,0.0,0,0.00,11.0,Matches
93,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,39,6,0,6,0,45.1,0.27,+6.1,+0.21,90,320,28.1,739,174,28.1,31.9,251,44.6,40.0,273,18,6.6,18,0.61,13.5,Matches
94,Donovan Léon\51c83a90,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,3,1,0,0,0,2.5,0.16,-0.5,-0.33,10,21,47.6,35,7,48.6,42.5,6,66.7,48.5,17,1,5.9,0,0.00,11.7,Matches
95,Karlo Letica\4a6914ff,hr CRO,GK,SPAL,it Serie A,22,1997,10.0,29,0,2,1,1,22.5,0.33,-5.5,-0.55,64,174,36.8,226,53,50.0,40.6,93,65.6,48.6,103,7,6.8,1,0.10,11.7,Matches
96,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,21,2,0,2,1,27.3,0.27,+7.3,+0.36,133,300,44.3,419,82,49.9,40.7,149,61.1,44.1,189,11,5.8,4,0.20,11.4,Matches
97,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,25,2,1,2,3,24.0,0.26,+2.0,+0.08,128,267,47.9,632,140,30.2,32.2,186,40.9,38.0,220,16,7.3,15,0.58,14.9,Matches
98,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,58,6,0,6,2,50.4,0.30,-5.6,-0.16,225,691,32.6,839,118,57.1,45.2,303,70.0,52.0,302,26,8.6,31,0.86,14.6,Matches
99,Pau López\20b9f052,es ESP,GK,Roma,it Serie A,24,1994,32.0,45,8,1,4,0,42.5,0.28,-2.5,-0.08,175,373,46.9,848,179,34.8,33.6,208,37.5,35.4,238,15,6.3,24,0.75,14.9,Matches
100,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,12,0,0,0,1,14.0,0.42,+3.0,+0.30,71,190,37.4,328,50,43.6,39.3,91,51.6,43.0,113,12,10.6,4,0.40,13.2,Matches
101,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,24,1995,28.0,27,4,1,1,3,24.2,0.26,+0.2,+0.01,158,425,37.2,562,142,49.1,41.7,200,74.5,58.8,200,23,11.5,9,0.32,13.8,Matches
102,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,27,4,0,2,3,26.7,0.27,+2.7,+0.10,139,401,34.7,706,134,44.5,40.0,142,61.3,48.3,192,15,7.8,17,0.65,14.4,Matches
103,Daniel Martín\4df0dff8,es ESP,GK,Betis,es La Liga,21,1998,5.9,12,0,0,1,0,7.8,0.30,-4.2,-0.72,37,76,48.7,158,35,36.1,33.9,36,52.8,45.4,58,3,5.2,2,0.34,13.0,Matches
104,David Martin\07666c20,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,6,0,0,1,0,7.8,0.39,+1.8,+0.38,39,106,36.8,80,10,80.0,55.3,44,95.5,65.4,55,1,1.8,0,0.00,9.0,Matches
105,Emiliano Martínez\7956236f,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,9,1,0,3,0,12.9,0.29,+3.9,+0.46,38,113,33.6,232,46,34.5,35.1,61,54.1,47.0,80,5,6.3,3,0.35,12.3,Matches
106,Jordi Masip\8fae77ea,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,39,6,2,3,0,45.2,0.33,+6.2,+0.18,246,750,32.8,717,118,66.2,48.3,337,81.6,59.0,369,17,4.6,11,0.31,11.8,Matches
107,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,35,1,0,4,1,40.5,0.36,+6.5,+0.23,198,556,35.6,638,74,63.9,48.0,177,83.6,61.4,258,20,7.8,14,0.50,14.8,Matches
