Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1434,Diego Llorente\bba30585,es ESP,DF,Real Sociedad,es La Liga,23,1993,27,26,2326,25.8,3,0,3,0,0,9,1,0.12,0.00,0.12,0.12,0.12,2.5,2.5,0.1,2.6,0.10,0.00,0.10,0.10,0.10,Matches
1435,Fernando Llorente\82dbf623,es ESP,FW,Tottenham,eng Premier League,32,1985,16,1,238,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.9,0.9,0.5,1.3,0.33,0.18,0.51,0.33,0.51,Matches
1436,Marcos Llorente\02c15616,es ESP,MF,Real Madrid,es La Liga,22,1995,13,5,546,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,Matches
1437,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1438,Giovani Lo Celso\d7553721,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,33,18,1776,19.7,4,2,4,0,0,2,0,0.20,0.10,0.30,0.20,0.30,3.0,3.0,1.8,4.8,0.15,0.09,0.24,0.15,0.24,Matches
1439,Simone Lo Faso\51c614fd,it ITA,FW,Fiorentina,it Serie A,19,1998,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.10,0.27,0.37,0.10,0.37,Matches
1440,Stanislav Lobotka\e1cbb531,sk SVK,MF,Celta Vigo,es La Liga,22,1994,38,34,3061,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.01,0.01,0.02,0.01,0.02,Matches
1441,Jürgen Locadia\6cc47ae1,nl NED,FWMF,Brighton,eng Premier League,23,1993,6,3,224,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,1.0,1.0,0.1,1.1,0.39,0.06,0.45,0.39,0.45,Matches
1442,Manuel Locatelli\a8a874f1,it ITA,MF,Milan,it Serie A,19,1998,21,5,684,7.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.7,0.03,0.06,0.09,0.03,0.09,Matches
1443,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,24,21,1874,20.8,2,3,2,0,0,1,0,0.10,0.14,0.24,0.10,0.24,3.6,3.6,2.8,6.4,0.17,0.13,0.31,0.17,0.31,Matches
1444,Enzo Loiodice\6bca20fe,fr FRA,MF,Dijon,fr Ligue 1,16,2000,4,1,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1445,Joe Lolley\c5f13182,eng ENG,FWMF,Huddersfield,eng Premier League,24,1992,6,2,221,2.5,1,0,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,0.2,0.2,0.0,0.2,0.07,0.02,0.09,0.07,0.09,Matches
1446,David Lombán\b43b81f1,es ESP,DF,Eibar,es La Liga,30,1987,13,11,994,11.0,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
1447,Cristiano Lombardi\f124b4c9,it ITA,DFMF,Benevento,it Serie A,21,1995,17,13,1112,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,1.0,1.0,2.1,3.1,0.08,0.17,0.25,0.08,0.25,Matches
1448,Kevin Long\5a4280b1,ie IRL,DF,Burnley,eng Premier League,26,1990,16,16,1440,16.0,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,0.7,0.7,0.9,1.6,0.05,0.05,0.10,0.05,0.10,Matches
1449,Shane Long\9f472354,ie IRL,FW,Southampton,eng Premier League,30,1987,30,15,1582,17.6,2,1,2,0,0,6,0,0.11,0.06,0.17,0.11,0.17,4.7,4.7,1.7,6.3,0.27,0.09,0.36,0.27,0.36,Matches
1450,Ademola Lookman\7c104bb7,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,11,7,574,6.4,5,3,5,0,0,1,0,0.78,0.47,1.25,0.78,1.25,2.3,2.3,3.4,5.8,0.36,0.54,0.90,0.36,0.90,Matches
1451,Ademola Lookman\7c104bb7,eng ENG,FWMF,Everton,eng Premier League,19,1997,7,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.05,0.36,0.42,0.05,0.42,Matches
1452,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1453,Rony Lopes\7c2965bb,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,38,32,2532,28.1,15,6,15,0,0,2,0,0.53,0.21,0.75,0.53,0.75,9.8,9.8,5.5,15.3,0.35,0.20,0.54,0.35,0.54,Matches
1454,Pedro López Muñoz\a60823a4,es ESP,DF,Levante,es La Liga,33,1983,21,18,1594,17.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.00,0.03,0.04,0.00,0.04,Matches
1455,Adrián López\88a359d4,es ESP,FWMF,La Coruña,es La Liga,29,1988,30,26,2345,26.1,9,6,9,0,0,1,0,0.35,0.23,0.58,0.35,0.58,7.6,7.6,5.2,12.8,0.29,0.20,0.49,0.29,0.49,Matches
1456,Alberto López\c0de5ff5,es ESP,DF,Málaga,es La Liga,22,1995,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1457,Andoni López\fc8cb238,es ESP,DF,Athletic Club,es La Liga,21,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1458,David López\f03f284b,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,37,3330,37.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,1.4,1.4,0.5,1.8,0.04,0.01,0.05,0.04,0.05,Matches
1459,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,35,1981,10,10,853,9.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1460,Iván López\576575e5,es ESP,DF,Levante,es La Liga,23,1993,3,3,173,1.9,0,1,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,0.0,0.0,0.3,0.3,0.01,0.15,0.16,0.01,0.16,Matches
1461,Javi López\ffad706e,es ESP,DF,Espanyol,es La Liga,31,1986,14,12,966,10.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.05,0.06,0.01,0.06,Matches
1462,Lisandro López\8320fe65,ar ARG,DF,Inter,it Serie A,27,1989,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1463,Maxi López\ad469944,ar ARG,FW,Udinese,it Serie A,33,1984,28,20,1684,18.7,2,2,1,1,1,1,0,0.11,0.11,0.21,0.05,0.16,4.1,3.4,1.3,4.7,0.22,0.07,0.29,0.18,0.25,Matches
1464,Maxime Lopez\20094685,fr FRA,MF,Marseille,fr Ligue 1,19,1997,24,14,1378,15.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,2.5,2.9,0.03,0.16,0.19,0.03,0.19,Matches
1465,Pau López\20b9f052,es ESP,GK,Espanyol,es La Liga,22,1994,29,28,2567,28.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1466,Pedro López\bfa29677,es ESP,GK,Betis,es La Liga,22,1995,5,4,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1467,Víctor López\a68856b5,es ESP,MFFW,Alavés,es La Liga,20,1997,1,1,60,0.7,0,1,0,0,0,0,0,0.00,1.50,1.50,0.00,1.50,0.1,0.1,0.3,0.3,0.10,0.38,0.48,0.10,0.48,Matches
1468,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,38,3420,38.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,Matches
1469,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,eng Premier League,28,1989,29,24,2127,23.6,2,1,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,0.3,1.9,0.06,0.01,0.08,0.06,0.08,Matches
1470,Chris Löwe\c6896eab,de GER,DF,Huddersfield,eng Premier League,28,1989,23,19,1588,17.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.04,0.06,0.02,0.06,Matches
1471,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,eng Premier League,28,1989,26,25,2295,25.5,0,3,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.0,0.0,1.6,1.7,0.00,0.06,0.07,0.00,0.07,Matches
1472,Anthony Lozano\38699c72,hn HON,FWMF,Girona,es La Liga,24,1993,14,4,471,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.8,1.8,0.7,2.4,0.34,0.12,0.46,0.34,0.46,Matches
1473,Fabio Lucioni\8efa621b,it ITA,DF,Benevento,it Serie A,29,1987,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.07,0.00,0.07,0.07,0.07,Matches
1474,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,es La Liga,22,1995,34,33,2916,32.4,0,3,0,0,0,11,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,4.0,4.7,0.02,0.12,0.15,0.02,0.15,Matches
1475,José Luis Morales\4a478107,es ESP,MFFW,Levante,es La Liga,30,1987,35,35,3058,34.0,10,8,7,3,3,7,1,0.29,0.24,0.53,0.21,0.44,8.7,6.4,5.6,12.0,0.26,0.17,0.42,0.19,0.35,Matches
1476,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,it Serie A,27,1990,26,22,1979,22.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.8,1.8,0.5,2.3,0.08,0.02,0.10,0.08,0.10,Matches
1477,Filipe Luís\e4ed2628,br BRA,DF,Atlético Madrid,es La Liga,31,1985,20,19,1659,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.2,0.2,1.5,1.8,0.01,0.08,0.10,0.01,0.10,Matches
1478,Luisinho\a7f00c8c,pt POR,DF,La Coruña,es La Liga,32,1985,30,29,2622,29.1,1,1,1,0,1,12,0,0.03,0.03,0.07,0.03,0.07,1.4,0.7,2.1,2.7,0.05,0.07,0.12,0.02,0.09,Matches
1479,David Luiz\c0e27d1a,br BRA,DFMF,Chelsea,eng Premier League,30,1987,10,9,840,9.3,1,0,1,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.7,0.07,0.01,0.08,0.07,0.08,Matches
1480,Douglas Luiz\6f7d826d,br BRA,MFFW,Girona,es La Liga,19,1998,15,1,309,3.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.15,0.14,0.29,0.15,0.29,Matches
1481,Everton Luiz\3799e138,br BRA,MF,SPAL,it Serie A,29,1988,11,7,642,7.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
1482,Jordan Lukaku\0cd0e21b,be BEL,DFMF,Lazio,it Serie A,23,1994,30,10,1355,15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,1.6,1.6,1.5,3.1,0.10,0.10,0.20,0.10,0.20,Matches
1483,Romelu Lukaku\5eae500a,be BEL,FW,Manchester Utd,eng Premier League,24,1993,34,33,2867,31.9,16,7,16,0,1,4,0,0.50,0.22,0.72,0.50,0.72,15.2,14.5,5.1,19.6,0.48,0.16,0.64,0.45,0.61,Matches
1484,Lars Lukas Mai\95173427,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1485,Dodi Lukebakio\0c61c77c,be BEL,MFFW,Watford,eng Premier League,19,1997,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.14,0.17,0.31,0.14,0.31,Matches
1486,Saša Lukić\c6e8cf1f,rs SRB,MF,Levante,es La Liga,20,1996,16,12,994,11.0,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,2.0,2.1,0.01,0.18,0.19,0.01,0.19,Matches
1487,Senad Lulić\7fd58fe3,ba BIH,DFMF,Lazio,it Serie A,31,1986,35,30,2426,27.0,3,4,2,1,1,7,2,0.11,0.15,0.26,0.07,0.22,2.4,1.6,3.2,4.8,0.09,0.12,0.21,0.06,0.18,Matches
1488,Levi Lumeka\199ff86e,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26,Matches
1489,Antonio Luna\ed239245,es ESP,DF,Levante,es La Liga,26,1991,23,22,2021,22.5,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,2.2,2.4,0.01,0.10,0.11,0.01,0.11,Matches
1490,Arnaud Lusamba\54131505,fr FRA,MF,Nice,fr Ligue 1,20,1997,4,1,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
1491,Fabian Lustenberger\a63a995f,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,23,18,1583,17.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.0,0.01,0.05,0.06,0.01,0.06,Matches
1492,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1493,Lyanco\b5bf1770,br BRA,DF,Torino,it Serie A,20,1997,4,4,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
1494,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,it Serie A,23,1993,11,8,687,7.6,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,0.1,0.4,0.05,0.01,0.06,0.05,0.06,Matches
1495,Cheikh M'Bengue\88fdac8b,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,7,6,488,5.4,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.2,0.2,0.01,0.03,0.04,0.01,0.04,Matches
1496,Raïs M'Bolhi\c121a641,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1497,Yann M'Vila\d4133fa1,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,17,17,1479,16.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches
1498,Zinédine Machach\31377e38,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,4,2,192,2.1,1,0,1,0,0,2,0,0.47,0.00,0.47,0.47,0.47,0.2,0.2,0.1,0.3,0.07,0.06,0.13,0.07,0.13,Matches
1499,Pablo Maffeo\5db04597,es ESP,MFDF,Girona,es La Liga,20,1997,33,32,2642,29.4,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,1.1,1.1,1.9,3.0,0.04,0.06,0.10,0.04,0.10,Matches
1500,Christian Maggio\31d7f557,it ITA,DF,Napoli,it Serie A,35,1982,13,6,641,7.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches
1501,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,it Serie A,32,1984,32,30,2494,27.7,0,0,0,0,0,11,4,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.4,1.7,0.01,0.05,0.06,0.01,0.06,Matches
1502,Harry Maguire\d8931174,eng ENG,DF,Leicester City,eng Premier League,24,1993,38,38,3420,38.0,2,4,2,0,0,7,0,0.05,0.11,0.16,0.05,0.16,2.3,2.3,2.0,4.3,0.06,0.05,0.11,0.06,0.11,Matches
1503,Hicham Mahou\f329ec76,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,3,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
1504,Riyad Mahrez\892d5bb1,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,36,34,2950,32.8,12,10,12,0,0,2,0,0.37,0.31,0.67,0.37,0.67,5.9,5.9,8.3,14.2,0.18,0.25,0.43,0.18,0.43,Matches
1505,Thiago Maia\91e58f66,br BRA,MFDF,Lille,fr Ligue 1,20,1997,34,28,2466,27.4,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05,Matches
1506,Arne Maier\ab700320,de GER,MF,Hertha BSC,de Bundesliga,18,1999,17,14,1223,13.6,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.4,1.8,0.03,0.10,0.13,0.03,0.13,Matches
1507,Sebastian Maier\e8385ec4,de GER,MF,Hannover 96,de Bundesliga,23,1993,10,2,265,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.10,0.10,0.20,0.10,0.20,Matches
1508,Domenico Maietta\3d936ba9,it ITA,DF,Bologna,it Serie A,34,1982,7,6,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1509,Habib Maïga\e768de1f,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,13,7,707,7.9,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,1.3,1.5,0.04,0.16,0.20,0.04,0.20,Matches
1510,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,22,1995,34,34,3033,33.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1511,Linton Maina\e5d85da8,de GER,MF,Hannover 96,de Bundesliga,18,1999,1,0,5,0.1,0,1,0,0,0,0,0,0.00,18.00,18.00,0.00,18.00,0.0,0.0,1.0,1.0,0.00,2.80,2.80,0.00,2.80,Matches
1512,Ainsley Maitland-Niles\e3a5814e,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,15,8,914,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,Matches
1513,Jean-Victor Makengo\22bfb57e,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,5,2,246,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
1514,Nemanja Maksimović\00b28772,rs SRB,MFFW,Valencia,es La Liga,22,1995,15,6,557,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.0,0.09,0.08,0.17,0.09,0.17,Matches
1515,Nikola Maksimović\16b9d5cf,rs SRB,DF,Napoli,it Serie A,25,1991,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1516,Malcom\6853490f,br BRA,FWMF,Bordeaux,fr Ligue 1,20,1997,35,32,2856,31.7,12,7,11,1,2,2,0,0.38,0.22,0.60,0.35,0.57,7.4,5.7,8.8,14.5,0.23,0.28,0.51,0.18,0.46,Matches
1517,Kévin Malcuit\d6a889ea,ma MAR,DF,Lille,fr Ligue 1,26,1991,23,21,1815,20.2,0,5,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.5,0.5,4.0,4.5,0.02,0.20,0.22,0.02,0.22,Matches
1518,Yunus Mallı\f3722c97,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,31,24,2242,24.9,5,4,5,0,0,3,0,0.20,0.16,0.36,0.20,0.36,5.2,5.2,4.2,9.4,0.21,0.17,0.38,0.21,0.38,Matches
1519,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,es La Liga,26,1991,34,34,2999,33.3,0,5,0,0,0,12,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,4.6,5.9,0.04,0.14,0.18,0.04,0.18,Matches
1520,Scott Malone\f15a50e8,eng ENG,DF,Huddersfield,eng Premier League,26,1991,22,12,1119,12.4,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,0.5,1.1,0.05,0.04,0.09,0.05,0.09,Matches
1521,Vincent Manceau\c26a3918,fr FRA,DF,Angers,fr Ligue 1,28,1989,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.8,2.4,0.02,0.05,0.07,0.02,0.07,Matches
1522,Gianluca Mancini\5aa53281,it ITA,DF,Atalanta,it Serie A,21,1996,11,8,684,7.6,1,0,1,0,0,5,2,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.0,0.9,0.12,0.00,0.12,0.12,0.12,Matches
1523,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,32,1985,31,31,2680,29.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1524,Aïssa Mandi\fbd6378b,dz ALG,DF,Betis,es La Liga,25,1991,34,34,3024,33.6,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03,1.4,1.4,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Matches
1525,Georges Mandjeck\de343d38,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,14,11,967,10.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
1526,Rolando Mandragora\c7259b83,it ITA,MF,Crotone,it Serie A,20,1997,36,36,3240,36.0,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,2.2,2.2,1.5,3.7,0.06,0.04,0.10,0.06,0.10,Matches
1527,Mario Mandžukić\afa0d4e0,hr CRO,FW,Juventus,it Serie A,31,1986,32,27,2324,25.8,5,1,5,0,0,4,2,0.19,0.04,0.23,0.19,0.23,5.8,5.8,3.4,9.2,0.22,0.13,0.36,0.22,0.36,Matches
1528,Sadio Mané\c691bfe2,sn SEN,FWMF,Liverpool,eng Premier League,25,1992,29,28,2190,24.3,10,7,10,0,0,3,1,0.41,0.29,0.70,0.41,0.70,10.3,10.3,4.9,15.2,0.42,0.20,0.63,0.42,0.63,Matches
1529,Eliaquim Mangala\f520049f,fr FRA,DF,Manchester City,eng Premier League,26,1991,9,4,488,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.04,0.00,0.05,0.04,0.05,Matches
1530,Eliaquim Mangala\f520049f,fr FRA,DF,Everton,eng Premier League,26,1991,2,2,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
1531,Orel Mangala\a572e291,be BEL,MF,Stuttgart,de Bundesliga,19,1998,20,7,779,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.03,0.04,0.08,0.03,0.08,Matches
1532,Kader Mangane\dbb10755,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,20,20,1718,19.1,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.9,1.9,0.2,2.0,0.10,0.01,0.11,0.10,0.11,Matches
1533,Thomas Mangani\c801616a,fr FRA,MF,Angers,fr Ligue 1,30,1987,35,34,3025,33.6,2,4,1,1,1,7,0,0.06,0.12,0.18,0.03,0.15,4.4,3.6,5.9,9.5,0.13,0.17,0.30,0.11,0.28,Matches
1534,Kostas Manolas\c707411f,gr GRE,DF,Roma,it Serie A,26,1991,29,27,2338,26.0,2,0,2,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,0.1,1.3,0.05,0.00,0.05,0.05,0.05,Matches
1535,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,21,20,1758,19.5,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,0.6,0.7,0.00,0.03,0.03,0.00,0.03,Matches
1536,Martín Mantovani\4ffb647d,ar ARG,DF,Leganés,es La Liga,33,1984,14,10,1022,11.4,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.1,1.0,0.08,0.01,0.09,0.08,0.09,Matches
1537,José Manuel Jurado\71d4e271,es ESP,MFFW,Espanyol,es La Liga,31,1986,29,20,1501,16.7,0,3,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.8,0.8,1.3,2.1,0.05,0.08,0.13,0.05,0.13,Matches
1538,Harrison Manzala\392d98fc,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,37,18,1864,20.7,4,3,3,1,1,3,0,0.19,0.14,0.34,0.14,0.29,3.0,2.2,2.1,4.3,0.14,0.10,0.24,0.11,0.21,Matches
1539,Myziane Maolida\706a60e1,fr FRA,FWMF,Lyon,fr Ligue 1,18,1999,13,2,333,3.7,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.8,0.8,0.9,1.7,0.23,0.24,0.46,0.23,0.46,Matches
1540,Faitout Maouassa\e54a9890,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,19,9,961,10.7,0,3,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.8,0.8,1.2,2.0,0.08,0.12,0.20,0.08,0.20,Matches
