Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
700,Giulio Donati\22051fbe,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,29,26,2284,25.4,0,3,0,0,0,3,2,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.7,2.1,0.01,0.07,0.08,0.01,0.08,Matches
701,Ji Dong-won\7d841904,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,3,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
702,Anastasios Donis\0f26fd24,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,18,11,949,10.5,2,2,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,4.5,4.5,2.1,6.5,0.43,0.19,0.62,0.43,0.62,Matches
703,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,18,1999,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
704,Godfred Donsah\384dd218,gh GHA,MF,Bologna,it Serie A,21,1996,28,20,1794,19.9,2,1,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,1.2,1.2,1.2,2.4,0.06,0.06,0.12,0.06,0.12,Matches
705,Dória\d28b4a9d,br BRA,DF,Marseille,fr Ligue 1,22,1994,3,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
706,Niklas Dorsch\7f73bdf4,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.7,0.7,0.0,0.8,0.73,0.03,0.76,0.73,0.76,Matches
707,Gabriel Dos Santos\67ac5bb8,br BRA,FW,Troyes,fr Ligue 1,19,1997,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
708,Mauro dos Santos\ec699fdd,ar ARG,DF,Leganés,es La Liga,28,1989,14,10,983,10.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
709,Mathieu Dossevi\6421dd73,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,30,30,2509,27.9,1,10,1,0,0,2,0,0.04,0.36,0.39,0.04,0.39,2.1,2.1,9.2,11.3,0.08,0.33,0.41,0.08,0.41,Matches
710,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,eng Premier League,24,1993,37,37,3324,36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.6,3.6,2.6,6.2,0.10,0.07,0.17,0.10,0.17,Matches
711,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,24,1992,19,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.3,1.7,0.12,0.03,0.15,0.12,0.15,Matches
712,Mohamed Dräger\8954fddc,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,2,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
713,Aleksandar Dragović\6fd8a334,at AUT,DF,Leicester City,eng Premier League,26,1991,11,7,769,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
714,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,26,1991,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
715,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,19,1997,3,1,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
716,Boukary Dramé\a5cd894b,sn SEN,DFMF,SPAL,it Serie A,32,1985,5,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
717,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,30,19,1702,18.9,4,5,4,0,0,1,0,0.21,0.26,0.48,0.21,0.48,3.2,3.2,4.3,7.5,0.17,0.23,0.40,0.17,0.40,Matches
718,Danny Drinkwater\2649ff32,eng ENG,MF,Chelsea,eng Premier League,27,1990,12,5,527,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.3,0.4,0.03,0.04,0.07,0.03,0.07,Matches
719,Josip Drmić\15ea94de,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,13,4,467,5.2,4,1,4,0,0,1,0,0.77,0.19,0.96,0.77,0.96,3.2,3.2,0.2,3.4,0.62,0.04,0.65,0.62,0.65,Matches
720,Rick van Drongelen\f0797d57,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,18,16,1440,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03,Matches
721,Óscar Duarte\aa0ac32d,cr CRC,DF,Espanyol,es La Liga,28,1989,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.09,0.00,0.09,0.09,0.09,Matches
722,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,21,1995,24,24,2138,23.8,0,2,0,0,0,9,1,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09,Matches
723,Leo Dubois\ff0ab48c,fr FRA,DF,Nantes,fr Ligue 1,22,1994,34,34,3020,33.6,3,3,3,0,0,6,0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,5.6,7.8,0.07,0.17,0.23,0.07,0.23,Matches
724,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
725,Ondrej Duda\79ca3e23,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,17,9,744,8.3,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.3,1.3,0.3,1.7,0.16,0.04,0.20,0.16,0.20,Matches
726,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,25,1992,37,37,3292,36.6,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.8,2.7,0.05,0.02,0.07,0.05,0.07,Matches
727,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,20,19,1602,17.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.03,0.05,0.01,0.05,Matches
728,Alfred Duncan\528492ea,gh GHA,MF,Sassuolo,it Serie A,24,1993,26,23,1947,21.6,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,2.4,2.4,3.0,5.3,0.11,0.14,0.25,0.11,0.25,Matches
729,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,25,1991,38,38,3420,38.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.8,2.8,0.4,3.2,0.07,0.01,0.08,0.07,0.08,Matches
730,Maxime Dupé\0e12089d,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
731,Jimmy Durmaz\f09a8b75,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,20,12,1030,11.4,3,3,0,3,4,5,0,0.26,0.26,0.52,0.00,0.26,3.4,0.3,2.9,3.2,0.29,0.26,0.55,0.03,0.28,Matches
732,Riza Durmisi\e5cd9da6,dk DEN,DFMF,Betis,es La Liga,23,1994,24,23,2080,23.1,2,3,2,0,0,4,0,0.09,0.13,0.22,0.09,0.22,1.5,1.5,2.4,3.9,0.06,0.10,0.17,0.06,0.17,Matches
733,Hugo Duro\37e103f8,es ESP,FW,Getafe,es La Liga,17,1999,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.45,0.00,0.45,0.45,0.45,Matches
734,Noë Dussenne\8b9b8e43,be BEL,DF,Crotone,it Serie A,25,1992,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15,Matches
735,Paulo Dybala\e0921a4f,ar ARG,MFFW,Juventus,it Serie A,23,1993,33,26,2353,26.1,22,3,19,3,5,0,0,0.84,0.11,0.96,0.73,0.84,12.5,8.8,4.6,13.4,0.48,0.18,0.65,0.34,0.51,Matches
736,Nathan Dyer\6dfd5af0,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,24,16,1307,14.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.8,1.6,0.05,0.05,0.11,0.05,0.11,Matches
737,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,31,1986,36,33,3018,33.5,16,3,16,0,0,6,0,0.48,0.09,0.57,0.48,0.57,20.2,20.2,4.2,24.4,0.60,0.13,0.73,0.60,0.73,Matches
738,Blerim Džemaili\756959aa,ch SUI,MF,Bologna,it Serie A,31,1986,15,14,1193,13.3,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.5,1.4,0.07,0.04,0.11,0.07,0.11,Matches
739,Félix Eboa Eboa\167d5018,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,23,16,1522,16.9,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.3,1.0,0.04,0.02,0.06,0.04,0.06,Matches
740,Éder\5a325298,it ITA,FWMF,Inter,it Serie A,30,1986,29,4,800,8.9,3,0,3,0,0,4,0,0.34,0.00,0.34,0.34,0.34,3.1,3.1,1.5,4.6,0.35,0.17,0.52,0.35,0.52,Matches
741,Simone Edera\8697c095,it ITA,FW,Torino,it Serie A,20,1997,14,2,327,3.6,1,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,0.5,0.5,0.2,0.7,0.15,0.05,0.20,0.15,0.20,Matches
742,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,23,1993,36,36,3194,35.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
743,Tom Edwards\1b780599,eng ENG,DF,Stoke City,eng Premier League,18,1999,6,6,481,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
744,Mandela Egbo\5603d397,eng ENG,MF,M'Gladbach,de Bundesliga,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
745,Johannes Eggestein\d571df78,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,7,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.27,0.25,0.53,0.27,0.53,Matches
746,Maximilian Eggestein\beb882a8,de GER,MF,Werder Bremen,de Bundesliga,20,1996,33,31,2692,29.9,2,3,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,4.6,4.6,1.2,5.8,0.15,0.04,0.20,0.15,0.20,Matches
747,Albin Ekdal\f503ea63,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,19,12,1108,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.0,1.5,0.04,0.08,0.12,0.04,0.12,Matches
748,Josip Elez\eafac393,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,11,9,774,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
749,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
750,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,25,1992,13,11,867,9.6,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.0,1.5,0.05,0.11,0.15,0.05,0.15,Matches
751,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,23,1994,19,18,1596,17.7,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,0.9,0.9,0.3,1.2,0.05,0.02,0.06,0.05,0.06,Matches
752,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,33,33,2914,32.4,2,2,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.3,2.3,0.03,0.04,0.07,0.03,0.07,Matches
753,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,23,1993,31,30,2691,29.9,1,0,1,0,0,11,1,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.1,1.0,0.03,0.00,0.03,0.03,0.03,Matches
754,Breel Embolo\0b4f388a,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,21,9,919,10.2,3,0,3,0,0,4,0,0.29,0.00,0.29,0.29,0.29,3.8,3.8,0.2,4.0,0.38,0.01,0.39,0.38,0.39,Matches
755,Youssef En-Nesyri\04e17fd5,ma MAR,FWMF,Málaga,es La Liga,20,1997,25,16,1596,17.7,4,0,4,0,1,2,1,0.23,0.00,0.23,0.23,0.23,4.8,4.1,1.0,5.0,0.27,0.06,0.33,0.23,0.28,Matches
756,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,27,1990,19,14,1330,14.8,3,1,2,1,1,2,0,0.20,0.07,0.27,0.14,0.20,4.1,3.4,0.4,3.8,0.28,0.03,0.31,0.23,0.26,Matches
757,Javier Eraso\aec0fb6f,es ESP,MFFW,Leganés,es La Liga,27,1990,34,31,2533,28.1,4,3,4,0,0,4,0,0.14,0.11,0.25,0.14,0.25,3.9,3.9,3.0,6.8,0.14,0.11,0.24,0.14,0.24,Matches
758,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,37,37,3218,35.8,10,10,10,0,0,0,0,0.28,0.28,0.56,0.28,0.56,6.9,6.9,12.4,19.2,0.19,0.35,0.54,0.19,0.54,Matches
759,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Eibar,es La Liga,24,1993,28,16,1565,17.4,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,1.5,1.5,0.6,2.1,0.08,0.03,0.12,0.08,0.12,Matches
760,Sergio Escudero\b0616e3d,es ESP,DF,Sevilla,es La Liga,27,1989,27,26,2332,25.9,0,2,0,0,0,10,0,0.00,0.08,0.08,0.00,0.08,1.3,1.3,1.1,2.4,0.05,0.04,0.09,0.05,0.09,Matches
761,Bernardo Espinosa\4242011c,co COL,DF,Girona,es La Liga,28,1989,34,32,2868,31.9,0,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,1.9,1.9,0.7,2.5,0.06,0.02,0.08,0.06,0.08,Matches
762,Michael Esser\83e0eeb4,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
763,Alexander Esswein\b48215cd,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,16,6,617,6.9,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,0.8,0.8,0.2,1.0,0.12,0.03,0.15,0.12,0.15,Matches
764,Oghenekaro Etebo\b579e83d,ng NGA,MF,Las Palmas,es La Liga,21,1995,14,14,1215,13.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,Matches
765,Beñat Etxebarria\b037bd4f,es ESP,MF,Athletic Club,es La Liga,30,1987,24,12,1120,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,2.1,2.6,0.03,0.17,0.21,0.03,0.21,Matches
766,Xabier Etxeita\4a895384,es ESP,DF,Athletic Club,es La Liga,29,1987,5,5,376,4.2,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.07,0.00,0.07,0.07,0.07,Matches
767,Jonny Evans\f8fcd2a5,nir NIR,DF,West Brom,eng Premier League,29,1988,28,26,2270,25.2,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.4,2.3,0.08,0.02,0.09,0.08,0.09,Matches
768,Franck Evina\44e471ca,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,2,2,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.06,0.14,0.08,0.14,Matches
769,Patrice Evra\51a3caf1,fr FRA,DF,Marseille,fr Ligue 1,36,1981,4,4,349,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.04,0.03,0.07,0.04,0.07,Matches
770,Patrice Evra\51a3caf1,fr FRA,DF,West Ham,eng Premier League,36,1981,5,3,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
771,Edu Expósito\283c7121,es ESP,MFFW,La Coruña,es La Liga,20,1996,3,0,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
772,Erik Expósito\07d67579,es ESP,FW,Las Palmas,es La Liga,21,1996,10,4,467,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.1,1.1,0.2,1.3,0.21,0.04,0.25,0.21,0.25,Matches
773,Valentin Eysseric\ae82fa48,fr FRA,MFFW,Nice,fr Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.18,0.20,0.02,0.20,Matches
774,Valentin Eysseric\ae82fa48,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,21,8,706,7.8,1,1,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,1.1,1.1,1.5,2.5,0.13,0.19,0.32,0.13,0.32,Matches
775,Imoh Ezekiel\9243fea6,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,10,5,469,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.21,0.01,0.23,0.21,0.23,Matches
776,Marco Fabián\e665a2db,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,7,3,422,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.3,1.3,0.9,2.3,0.29,0.20,0.49,0.29,0.49,Matches
777,Łukasz Fabiański\9328b835,pl POL,GK,Swansea City,eng Premier League,32,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
778,Fabinho\7f3b388c,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,34,3060,34.0,7,3,3,4,4,8,0,0.21,0.09,0.29,0.09,0.18,5.5,2.4,3.7,6.1,0.16,0.11,0.27,0.07,0.18,Matches
779,Cesc Fàbregas\33508c78,es ESP,MF,Chelsea,eng Premier League,30,1987,32,25,2307,25.6,2,4,2,0,0,5,2,0.08,0.16,0.23,0.08,0.23,2.7,2.7,6.9,9.6,0.11,0.27,0.38,0.11,0.38,Matches
780,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,28,1988,34,34,3015,33.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
781,Fayçal Fajr\79135368,ma MAR,MFFW,Getafe,es La Liga,28,1988,31,26,2385,26.5,1,4,1,0,1,7,0,0.04,0.15,0.19,0.04,0.19,1.8,1.0,2.9,3.9,0.07,0.11,0.18,0.04,0.15,Matches
782,Radamel Falcao\66116290,co COL,FW,Monaco,fr Ligue 1,31,1986,26,25,2128,23.6,18,2,15,3,4,1,0,0.76,0.08,0.85,0.63,0.72,12.8,9.7,2.0,11.7,0.54,0.08,0.63,0.41,0.49,Matches
783,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Fiorentina,it Serie A,26,1991,12,3,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.9,2.5,0.32,0.18,0.50,0.32,0.50,Matches
784,Diego Falcinelli\a39b9ef6,it ITA,FW,Sassuolo,it Serie A,26,1991,20,15,1314,14.6,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,5.0,4.9,0.4,5.3,0.34,0.03,0.37,0.34,0.37,Matches
785,Simon Falette\b82880c6,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,27,25,2211,24.6,1,0,1,0,0,10,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.3,1.6,0.05,0.01,0.07,0.05,0.07,Matches
786,Simon Falette\b82880c6,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
787,Cesar Falletti\00823e9a,uy URU,FWMF,Bologna,it Serie A,24,1992,13,1,321,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,1.4,1.4,0.1,1.5,0.39,0.03,0.42,0.39,0.42,Matches
788,Iago Falque\440c84ed,es ESP,FW,Torino,it Serie A,27,1990,37,34,2821,31.3,12,8,12,0,0,2,0,0.38,0.26,0.64,0.38,0.64,9.3,9.3,6.8,16.2,0.30,0.22,0.52,0.30,0.52,Matches
789,Paolo Faragò\9085dd7c,it ITA,DFMF,Cagliari,it Serie A,24,1993,35,25,2457,27.3,2,4,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,2.4,2.4,4.7,7.1,0.09,0.17,0.26,0.09,0.26,Matches
790,Imad Faraj\b396a0b1,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,7,1,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.0,0.15,0.43,0.58,0.15,0.58,Matches
791,Davide Faraoni\aae9d04a,it ITA,DF,Crotone,it Serie A,25,1991,28,18,1754,19.5,2,4,2,0,0,3,0,0.10,0.21,0.31,0.10,0.31,1.0,1.0,0.8,1.9,0.05,0.04,0.10,0.05,0.10,Matches
792,Mohamed Fares\b7a5bc86,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,30,29,2604,28.9,0,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,1.6,1.6,2.4,4.0,0.05,0.08,0.14,0.05,0.14,Matches
793,Diego Farias\157d29b6,br BRA,FWMF,Cagliari,it Serie A,27,1990,28,14,1609,17.9,1,4,1,0,1,4,0,0.06,0.22,0.28,0.06,0.28,5.3,4.6,1.6,6.2,0.30,0.09,0.39,0.26,0.35,Matches
794,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,30,1987,34,32,2922,32.5,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,2.4,2.4,0.3,2.6,0.07,0.01,0.08,0.07,0.08,Matches
795,Zouhair Feddal\89151b16,ma MAR,DF,Betis,es La Liga,28,1989,15,14,1257,14.0,3,0,3,0,0,7,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.1,0.7,0.05,0.01,0.05,0.05,0.05,Matches
796,Nabil Fekir\bece776f,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,30,28,2477,27.5,18,7,15,3,4,8,0,0.65,0.25,0.91,0.55,0.80,12.2,9.2,5.6,14.8,0.44,0.20,0.65,0.33,0.54,Matches
797,Felipe\de164de6,br BRA,DF,Hannover 96,de Bundesliga,30,1987,6,6,457,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches
798,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,20,1997,18,12,1168,13.0,0,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,0.1,0.6,0.04,0.00,0.04,0.04,0.04,Matches
799,Ohis Felix Uduokhai\677da306,de GER,DF,Wolfsburg,de Bundesliga,19,1997,19,17,1560,17.3,1,0,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
800,Marouane Fellaini\87575fd9,be BEL,MF,Manchester Utd,eng Premier League,29,1987,16,5,683,7.6,4,0,4,0,0,1,0,0.53,0.00,0.53,0.53,0.53,2.1,2.1,0.1,2.2,0.30,0.02,0.32,0.30,0.32,Matches
801,Kiko Femenía\e5d01ecf,es ESP,DFFW,Watford,eng Premier League,26,1991,23,19,1713,19.0,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,2.5,2.8,0.02,0.13,0.15,0.02,0.15,Matches
802,Leroy Fer\3cefa66a,nl NED,MF,Swansea City,eng Premier League,27,1990,20,15,1397,15.5,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,1.4,1.4,1.3,2.7,0.09,0.08,0.17,0.09,0.17,Matches
803,Julien Féret\ac62861c,fr FRA,MF,Caen,fr Ligue 1,35,1982,37,36,3058,34.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,1.0,1.0,4.0,4.9,0.03,0.12,0.15,0.03,0.15,Matches
804,Edimilson Fernandes\3bb625ac,ch SUI,MFFW,West Ham,eng Premier League,21,1996,14,9,845,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,0.4,0.7,0.04,0.04,0.08,0.04,0.08,Matches
805,Gelson Fernandes\8e58987d,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,19,12,1036,11.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
806,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,30,1986,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
