Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
18,Walter Benítez\8a2248b4,ar ARG,GK,Nice,fr Ligue 1,24,1993,28,28,2520,28.0,36,1.29,114,83,71.1,12,8,8,7,25.0,5,3,2,0,40.0,Matches
19,Etrit Berisha\ee833569,al ALB,GK,Atalanta,it Serie A,28,1989,31,31,2790,31.0,34,1.10,99,66,66.7,13,10,8,8,25.8,2,1,1,0,50.0,Matches
20,Quentin Beunardeau\15285503,fr FRA,GK,Metz,fr Ligue 1,23,1994,1,0,39,0.4,2,4.62,4,2,50.0,0,0,0,0,,0,0,0,0,,Matches
21,Albano Bizzarri\32b9b5fa,ar ARG,GK,Udinese,it Serie A,39,1977,32,32,2880,32.0,52,1.62,137,91,63.5,11,4,17,8,25.0,5,2,2,1,50.0,Matches
22,Rubén Blanco\967f34d3,es ESP,GK,Celta Vigo,es La Liga,22,1995,22,22,1941,21.6,31,1.44,90,62,68.9,10,4,8,4,18.2,4,3,0,1,0.0,Matches
23,Landry Bonnefoi\e65dd8dc,fr FRA,GK,Strasbourg,fr Ligue 1,33,1983,4,3,272,3.0,6,1.99,17,11,64.7,2,0,1,1,33.3,0,0,0,0,,Matches
24,Jean-Christophe Bouet\96908f80,fr FRA,GK,Amiens,fr Ligue 1,34,1983,1,1,90,1.0,1,1.00,6,5,83.3,0,0,1,0,0.0,0,0,0,0,,Matches
25,Yassine Bounou\f6798fc3,ma MAR,GK,Girona,es La Liga,26,1991,30,30,2655,29.5,46,1.56,136,95,69.1,13,6,11,9,30.0,5,4,0,1,0.0,Matches
26,Claudio Bravo\10072610,cl CHI,GK,Manchester City,eng Premier League,34,1983,3,2,226,2.5,1,0.40,5,4,80.0,2,0,0,1,50.0,0,0,0,0,,Matches
27,Alberto Brignoli\6989550f,it ITA,GK,Benevento,it Serie A,25,1991,13,11,1126,12.5,31,2.48,71,42,59.2,1,2,10,2,18.2,4,2,0,2,0.0,Matches
28,Gianluigi Buffon\e40d028b,it ITA,GK,Juventus,it Serie A,39,1978,21,21,1862,20.7,14,0.68,58,48,81.0,17,2,2,11,52.4,4,3,1,0,25.0,Matches
29,Roman Bürki\9d12e142,ch SUI,GK,Dortmund,de Bundesliga,26,1990,33,33,2969,33.0,43,1.30,140,100,70.7,15,9,9,12,36.4,2,2,0,0,0.0,Matches
30,Ludovic Butelle\26975a92,fr FRA,GK,Angers,fr Ligue 1,34,1983,19,19,1652,18.4,22,1.20,70,52,72.9,6,5,7,4,21.1,3,3,0,0,0.0,Matches
31,Jack Butland\cc70a1d5,eng ENG,GK,Stoke City,eng Premier League,24,1993,35,35,3150,35.0,61,1.74,198,144,71.7,7,11,17,6,17.1,5,5,0,0,0.0,Matches
32,Willy Caballero\a179d516,ar ARG,GK,Chelsea,eng Premier League,35,1981,3,3,270,3.0,4,1.33,12,8,66.7,1,1,1,1,33.3,0,0,0,0,,Matches
33,Yoan Cardinale\950ff24d,fr FRA,GK,Nice,fr Ligue 1,23,1994,10,10,900,10.0,16,1.60,43,28,62.8,3,1,6,3,30.0,0,0,0,0,,Matches
34,Kiko Casilla\58bc7d18,es ESP,GK,Real Madrid,es La Liga,30,1986,10,10,900,10.0,11,1.10,32,22,65.6,6,2,2,3,30.0,0,0,0,0,,Matches
35,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34,34,3060,34.0,48,1.41,143,102,70.6,6,15,13,8,23.5,10,6,3,1,33.3,Matches
36,Petr Čech\71672fa0,cz CZE,GK,Arsenal,eng Premier League,35,1982,34,34,3039,33.8,48,1.42,129,84,66.7,16,6,12,11,32.4,6,5,1,0,16.7,Matches
37,Nereo Champagne\7a9fae62,ar ARG,GK,Leganés,es La Liga,32,1985,2,2,180,2.0,6,3.00,9,4,44.4,0,0,2,0,0.0,1,1,0,0,0.0,Matches
38,Leandro Chichizola\8d957256,ar ARG,GK,Las Palmas,es La Liga,27,1990,27,27,2430,27.0,47,1.74,152,109,71.1,4,5,18,4,14.8,3,3,0,0,0.0,Matches
39,Jasper Cillessen\04ac8285,nl NED,GK,Barcelona,es La Liga,28,1989,1,1,90,1.0,1,1.00,7,6,85.7,1,0,0,0,0.0,0,0,0,0,,Matches
40,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,30,1987,37,37,3316,36.8,58,1.57,172,117,67.4,11,10,16,10,27.0,3,2,1,0,33.3,Matches
41,Alex Cordaz\e66ebabb,it ITA,GK,Crotone,it Serie A,34,1983,38,38,3420,38.0,66,1.74,199,138,69.8,9,8,21,5,13.2,8,6,1,1,14.3,Matches
42,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,33,1983,4,4,360,4.0,5,1.25,16,12,75.0,1,0,3,1,25.0,1,1,0,0,0.0,Matches
43,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,36,3240,36.0,45,1.25,119,79,65.5,16,7,13,10,27.8,9,4,4,1,50.0,Matches
44,Thibaut Courtois\1840e36d,be BEL,GK,Chelsea,eng Premier League,25,1992,35,35,3150,35.0,34,0.97,104,73,69.2,20,6,9,15,42.9,2,2,0,0,0.0,Matches
45,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,23,1994,29,29,2536,28.2,47,1.67,121,80,66.1,7,4,17,7,24.1,10,6,2,2,25.0,Matches
46,Luca Crosta\a4ec7d09,it ITA,GK,Cagliari,it Serie A,19,1998,1,1,90,1.0,3,3.00,2,0,0.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
47,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,33,1984,35,35,3150,35.0,43,1.23,143,105,73.4,11,7,17,14,40.0,6,5,1,0,16.7,Matches
48,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10,10,900,10.0,15,1.50,44,33,72.7,1,5,4,2,20.0,3,3,0,0,0.0,Matches
49,Abdoulaye Diallo\26383ea5,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,3,270,3.0,5,1.67,16,12,75.0,0,2,1,0,0.0,1,1,0,0,0.0,Matches
50,Thomas Didillon\a3d524cb,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,9,810,9.0,14,1.56,36,26,69.4,1,1,7,2,22.2,3,3,0,0,0.0,Matches
51,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,25,1992,36,36,3240,36.0,49,1.36,121,80,62.8,13,8,15,10,27.8,4,4,0,0,0.0,Matches
52,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,26,1990,5,5,450,5.0,5,1.00,22,17,77.3,4,0,1,2,40.0,0,0,0,0,,Matches
53,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,18,1999,38,38,3420,38.0,42,1.11,131,92,69.5,18,10,10,12,31.6,3,2,0,1,0.0,Matches
54,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,19,1997,3,1,217,2.4,8,3.32,18,10,55.6,0,0,2,0,0.0,0,0,0,0,,Matches
55,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,12,1080,12.0,11,0.92,37,26,70.3,6,1,5,4,33.3,1,0,1,0,100.0,Matches
56,Maxime Dupé\0e12089d,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,1,90,1.0,3,3.00,4,2,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
57,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,23,1993,36,36,3194,35.5,26,0.73,77,52,66.2,30,4,2,16,44.4,3,0,2,1,100.0,Matches
58,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,16,1440,16.0,21,1.31,64,45,68.8,5,2,9,3,18.8,2,1,1,0,50.0,Matches
59,Michael Esser\83e0eeb4,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,3,270,3.0,9,3.00,21,12,57.1,1,0,2,0,0.0,1,0,0,1,,Matches
60,Łukasz Fabiański\9328b835,pl POL,GK,Swansea City,eng Premier League,32,1985,38,38,3420,38.0,56,1.47,182,129,70.9,8,9,21,9,23.7,7,3,3,1,50.0,Matches
61,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,28,1988,34,34,3015,33.5,37,1.10,121,87,71.9,18,9,7,12,35.3,6,3,2,1,40.0,Matches
62,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,30,1986,3,3,225,2.5,6,2.40,15,10,66.7,0,1,2,0,0.0,1,1,0,0,0.0,Matches
63,Raúl Fernández\6fb59070,es ESP,GK,Levante,es La Liga,29,1988,11,11,990,11.0,15,1.36,53,38,71.7,2,6,3,3,27.3,0,0,0,0,,Matches
64,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,29,1988,20,20,1800,20.0,30,1.50,98,67,69.4,4,7,9,4,20.0,1,0,1,0,100.0,Matches
65,Ben Foster\d0b3ceb9,eng ENG,GK,West Brom,eng Premier League,34,1983,37,37,3330,37.0,55,1.49,152,98,64.5,6,12,19,10,27.0,1,1,0,0,0.0,Matches
66,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,eng Premier League,25,1992,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
67,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,26,1990,37,37,3330,37.0,28,0.76,139,113,80.6,24,6,7,18,48.6,1,1,0,0,0.0,Matches
68,Rafał Gikiewicz\17376543,pl POL,GK,Freiburg,de Bundesliga,29,1987,2,1,154,1.7,3,1.75,7,4,57.1,1,1,0,0,0.0,0,0,0,0,,Matches
69,Dani Giménez\7c218bf9,es ESP,GK,Betis,es La Liga,34,1983,4,4,309,3.4,0,0.00,7,7,100.0,3,1,0,4,100.0,0,0,0,0,,Matches
70,Pierluigi Gollini\f0f7f62f,it ITA,GK,Atalanta,it Serie A,22,1995,7,7,622,6.9,4,0.58,17,13,76.5,3,2,2,3,42.9,0,0,0,0,,Matches
71,Heurelho Gomes\d596e193,br BRA,GK,Watford,eng Premier League,36,1981,24,24,2128,23.6,40,1.69,97,60,61.9,7,5,12,5,20.8,3,3,0,0,0.0,Matches
72,Alfred Gomis\cecbce23,sn SEN,GK,SPAL,it Serie A,23,1993,26,25,2261,25.1,43,1.71,136,99,72.8,6,7,12,3,12.0,7,6,1,0,14.3,Matches
73,Mathieu Gorgelin\4d3e9033,fr FRA,GK,Lyon,fr Ligue 1,26,1990,4,4,360,4.0,6,1.50,12,6,50.0,2,1,1,1,25.0,0,0,0,0,,Matches
74,Lee Grant\9dab6e3b,eng ENG,GK,Stoke City,eng Premier League,34,1983,3,3,270,3.0,7,2.33,14,7,50.0,0,1,2,1,33.3,0,0,0,0,,Matches
75,Vicente Guaita\ab13a5aa,es ESP,GK,Getafe,es La Liga,30,1987,33,33,2970,33.0,26,0.79,108,83,76.9,13,9,11,12,36.4,3,1,1,1,50.0,Matches
76,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,27,1990,33,33,2970,33.0,52,1.58,143,95,67.1,15,8,10,6,18.2,5,5,0,0,0.0,Matches
77,Régis Gurtner\bc270726,fr FRA,GK,Amiens,fr Ligue 1,30,1986,37,37,3330,37.0,41,1.11,178,141,79.2,12,9,16,11,29.7,4,4,0,0,0.0,Matches
78,Ben Hamer\d822a850,eng ENG,GK,Leicester City,eng Premier League,29,1987,4,3,275,3.1,7,2.29,12,6,50.0,0,1,2,1,33.3,1,1,0,0,0.0,Matches
79,Samir Handanović\74419746,si SVN,GK,Inter,it Serie A,33,1984,38,38,3420,38.0,30,0.79,119,94,76.5,20,12,6,17,44.7,2,2,0,0,0.0,Matches
80,Joe Hart\cb4f24c6,eng ENG,GK,West Ham,eng Premier League,30,1987,19,19,1710,19.0,39,2.05,84,47,58.3,3,6,10,4,21.1,5,4,1,0,20.0,Matches
81,Tom Heaton\a6de6361,eng ENG,GK,Burnley,eng Premier League,31,1986,4,4,305,3.4,4,1.18,13,9,69.2,1,1,1,0,0.0,0,0,0,0,,Matches
82,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,eng Premier League,30,1987,27,27,2430,27.0,41,1.52,127,89,68.5,8,6,13,7,25.9,1,1,0,0,0.0,Matches
83,Iago Herrerín\9109185e,es ESP,GK,Athletic Club,es La Liga,29,1988,8,8,720,8.0,6,0.75,26,22,84.6,3,4,1,4,50.0,3,2,1,0,33.3,Matches
84,Marwin Hitz\2e7ff968,ch SUI,GK,Augsburg,de Bundesliga,29,1987,32,32,2880,32.0,42,1.31,159,118,74.2,10,10,12,9,28.1,2,1,1,0,50.0,Matches
85,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,24,1993,34,34,3060,34.0,70,2.06,197,135,68.5,5,7,22,5,14.7,9,8,1,0,11.1,Matches
86,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Eint Frankfurt,de Bundesliga,27,1989,34,34,3060,34.0,45,1.32,133,91,67.7,14,7,13,7,20.6,3,2,0,1,0.0,Matches
87,Gorka Iraizoz\26f2473f,es ESP,GK,Girona,es La Liga,36,1981,9,8,765,8.5,13,1.53,37,26,64.9,1,3,4,2,25.0,0,0,0,0,,Matches
88,Eldin Jakupović\1148323a,ch SUI,GK,Leicester City,eng Premier League,32,1984,2,2,180,2.0,6,3.00,12,7,50.0,1,0,1,0,0.0,0,0,0,0,,Matches
89,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,32,1984,31,31,2790,31.0,44,1.42,130,92,70.0,10,10,11,7,22.6,6,5,0,1,0.0,Matches
90,Karl-Johan Johnsson\a56bd2ee,se SWE,GK,Guingamp,fr Ligue 1,27,1990,38,38,3420,38.0,59,1.55,169,116,68.0,12,11,15,11,28.9,7,5,2,0,28.6,Matches
91,Bingourou Kamara\3814120d,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,19,19,1691,18.8,32,1.70,90,60,66.7,4,6,9,2,10.5,2,2,0,0,0.0,Matches
92,Loris Karius\32e7ce92,de GER,GK,Liverpool,eng Premier League,24,1993,19,19,1710,19.0,14,0.74,41,28,70.7,11,5,3,10,52.6,3,2,1,0,33.3,Matches
93,Orestis Karnezis\85b011bb,gr GRE,GK,Watford,eng Premier League,32,1985,15,14,1292,14.4,24,1.67,54,33,61.1,4,3,7,4,28.6,3,3,0,0,0.0,Matches
94,Eiji Kawashima\a4527d33,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,29,2570,28.6,60,2.10,172,113,65.1,5,7,17,2,6.9,2,0,2,0,100.0,Matches
95,Hervé Koffi\faf873a7,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,4.0,11,2.75,19,10,47.4,0,1,3,0,0.0,1,1,0,0,0.0,Matches
96,Tomáš Koubek\dc366c36,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,34,3060,34.0,36,1.06,130,98,73.8,16,8,10,10,29.4,3,2,1,0,33.3,Matches
97,Maksym Koval\60713cb3,ua UKR,GKMF,La Coruña,es La Liga,24,1992,2,2,121,1.3,3,2.23,5,2,40.0,0,1,1,0,0.0,0,0,0,0,,Matches
98,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,3,270,3.0,2,0.67,12,11,91.7,0,3,0,1,33.3,1,1,0,0,0.0,Matches
99,Alban Lafont\4e7db402,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38,38,3420,38.0,54,1.42,161,113,70.2,9,10,19,12,31.6,6,6,0,0,0.0,Matches
100,Eugenio Lamanna\349601c3,it ITA,GK,Genoa,it Serie A,27,1989,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
101,Benjamin Lecomte\2fa2a875,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,38,3420,38.0,33,0.87,121,93,76.9,11,18,9,14,36.8,6,5,0,1,0.0,Matches
102,Bernd Leno\2628fd2b,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,33,2970,33.0,40,1.21,104,68,66.3,15,10,8,10,30.3,5,5,0,0,0.0,Matches
103,Alexandre Letellier\96fcd380,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,13,1170,13.0,17,1.31,46,32,67.4,2,7,4,1,7.7,2,2,0,0,0.0,Matches
104,Raúl Lizoain\f69e9eee,es ESP,GK,Las Palmas,es La Liga,26,1991,11,11,990,11.0,27,2.45,61,36,59.0,1,2,8,1,9.1,2,2,0,0,0.0,Matches
105,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,36,3240,36.0,35,0.97,116,82,71.6,22,7,7,15,41.7,3,2,1,0,33.3,Matches
106,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,34,3060,34.0,37,1.09,135,106,76.3,21,8,5,14,41.2,8,5,2,1,28.6,Matches
107,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,35,1981,10,10,854,9.5,11,1.16,38,30,73.7,3,5,2,3,30.0,2,1,1,0,50.0,Matches
108,Pau López\20b9f052,es ESP,GK,Espanyol,es La Liga,22,1994,29,28,2566,28.5,31,1.09,128,100,78.1,9,8,11,9,32.1,5,3,1,1,25.0,Matches
109,Pedro López\bfa29677,es ESP,GK,Betis,es La Liga,22,1995,5,4,411,4.6,8,1.75,18,10,55.6,1,1,2,1,25.0,0,0,0,0,,Matches
110,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,38,3420,38.0,57,1.50,153,97,65.4,9,10,19,10,26.3,6,4,2,0,33.3,Matches
111,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,30,1987,2,2,180,2.0,4,2.00,6,3,50.0,0,1,1,0,0.0,1,1,0,0,0.0,Matches
112,Raïs M'Bolhi\c121a641,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,1,90,1.0,3,3.00,5,4,80.0,0,0,1,0,0.0,2,2,0,0,0.0,Matches
113,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,22,1995,34,34,3033,33.7,53,1.57,160,112,68.8,10,7,17,5,14.7,6,3,2,1,40.0,Matches
114,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,32,1985,31,31,2680,29.8,37,1.24,118,85,72.0,18,8,4,11,35.5,6,4,1,1,20.0,Matches
115,Gabriele Marchegiani\8cf63012,it ITA,GK,SPAL,it Serie A,21,1996,1,0,1,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
116,Emiliano Martínez\7956236f,ar ARG,GK,Getafe,es La Liga,24,1992,5,5,450,5.0,7,1.40,19,13,68.4,2,1,2,2,40.0,1,1,0,0,0.0,Matches
117,Christian Mathenia\4a15e95b,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,24,2160,24.0,38,1.58,93,58,62.4,4,6,14,6,25.0,4,3,0,1,0.0,Matches
118,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,27,1989,18,18,1620,18.0,26,1.44,67,41,62.7,3,8,7,4,22.2,1,1,0,0,0.0,Matches
119,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,es La Liga,20,1997,1,0,,10.5,0,,,,,0,0,0,0,,0,0,0,0,,Matches
120,Alex Meret\9413b19f,it ITA,GK,SPAL,it Serie A,20,1997,13,13,1158,12.9,16,1.24,56,45,76.8,2,7,4,4,30.8,6,3,2,1,40.0,Matches
121,Mathieu Michel\e39f8724,fr FRA,GK,Angers,fr Ligue 1,25,1991,7,6,598,6.6,13,1.96,27,17,59.3,1,2,4,1,16.7,2,2,0,0,0.0,Matches
122,Simon Mignolet\d436eb94,be BEL,GK,Liverpool,eng Premier League,29,1988,19,19,1710,19.0,24,1.26,55,32,60.0,10,7,2,7,36.8,3,2,1,0,33.3,Matches
123,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,it Serie A,20,1997,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,Matches
124,Antonio Mirante\30223b33,it ITA,GK,Bologna,it Serie A,34,1983,33,33,2970,33.0,46,1.39,143,100,69.2,10,5,18,7,21.2,3,2,0,1,0.0,Matches
125,Jessy Moulin\28a65a2c,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,4,3,305,3.4,6,1.77,27,22,81.5,1,0,2,1,33.3,1,1,0,0,0.0,Matches
126,Florian Müller\cbac6ec9,de GER,GK,Mainz 05,de Bundesliga,19,1997,5,5,450,5.0,7,1.40,19,11,63.2,1,1,3,1,20.0,1,0,1,0,100.0,Matches
127,Yvon Mvogo\dc29b608,ch SUI,GK,RB Leipzig,de Bundesliga,23,1994,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
128,Boaz Myhill\7ca2d989,wls WAL,GK,West Brom,eng Premier League,34,1982,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches
129,Keylor Navas\ecada4fc,cr CRC,GK,Real Madrid,es La Liga,30,1986,27,27,2430,27.0,31,1.15,112,84,74.1,16,7,4,7,25.9,4,2,2,0,50.0,Matches
130,Neto\a9dc785c,br BRA,GK,Valencia,es La Liga,28,1989,33,33,2970,33.0,33,1.00,150,120,80.0,18,7,8,10,30.3,5,3,2,0,40.0,Matches
131,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,31,1986,3,3,270,3.0,2,0.67,8,6,75.0,2,0,1,2,66.7,0,0,0,0,,Matches
132,Alexander Nübel\afb0c500,de GER,GK,Schalke 04,de Bundesliga,20,1996,1,0,45,0.5,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,Matches
133,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,24,1993,37,37,3330,37.0,22,0.59,126,106,83.3,22,10,5,22,59.5,4,1,3,0,75.0,Matches
134,Oier Olazábal\b5bdf144,es ESP,GK,Levante,es La Liga,27,1989,26,26,2340,26.0,39,1.50,117,86,70.9,9,7,10,7,26.9,6,5,0,1,0.0,Matches
135,David Ospina\82b1198a,co COL,GK,Arsenal,eng Premier League,28,1988,5,4,381,4.2,3,0.71,13,10,76.9,3,0,1,2,50.0,0,0,0,0,,Matches
136,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Strasbourg,fr Ligue 1,29,1988,17,16,1457,16.2,29,1.79,70,45,64.3,3,5,8,2,12.5,5,4,1,0,20.0,Matches
137,Ramazan Özcan\a165a577,at AUT,GK,Leverkusen,de Bundesliga,33,1984,1,1,90,1.0,4,4.00,7,3,42.9,0,0,1,0,0.0,1,0,1,0,100.0,Matches
138,Fernando Pacheco\97852360,es ESP,GK,Alavés,es La Liga,25,1992,38,37,3357,37.3,50,1.34,175,134,75.4,15,2,20,12,32.4,11,7,3,1,30.0,Matches
139,Costel Pantilimon\d24e154c,ro ROU,GK,La Coruña,es La Liga,30,1987,6,6,540,6.0,9,1.50,23,16,65.2,3,0,3,1,16.7,1,1,0,0,0.0,Matches
140,Jiří Pavlenka\0a1cb833,cz CZE,GK,Werder Bremen,de Bundesliga,25,1992,34,34,3060,34.0,40,1.18,157,119,75.8,10,12,12,8,23.5,4,2,1,1,33.3,Matches
141,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,36,1981,2,1,104,1.2,1,0.87,5,5,80.0,0,0,1,0,0.0,0,0,0,0,,Matches
142,Yohann Pelé\76806215,fr FRA,GK,Marseille,fr Ligue 1,34,1982,10,7,738,8.2,10,1.22,26,18,61.5,4,3,1,3,42.9,0,0,0,0,,Matches
143,Mattia Perin\4c62d0c8,it ITA,GK,Genoa,it Serie A,24,1992,37,37,3330,37.0,42,1.14,167,131,77.2,11,8,18,12,32.4,4,4,0,0,0.0,Matches
144,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,23,1994,38,38,3420,38.0,58,1.53,175,119,68.6,13,10,15,10,26.3,5,3,1,1,25.0,Matches
