Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
727,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,303,240,63,2,1,35,7,12,0,0,0,0,182,53,68,207,24,9,61,0,233,1,6,5,9,Matches
728,Thomas Doyle\5526deb1,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,19,18,1,1,0,1,0,0,0,0,0,0,19,0,0,4,15,0,0,0,19,0,0,0,0,Matches
729,Mohamed Dräger\8954fddc,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,818,645,173,10,1,113,23,23,0,0,0,0,454,174,190,47,569,27,163,8,630,1,14,21,47,Matches
730,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,936,888,48,13,0,117,32,0,0,0,0,0,721,108,107,147,712,28,35,2,849,1,9,9,10,Matches
731,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,904,602,302,80,0,56,23,0,0,0,0,0,440,77,387,67,612,0,0,196,647,3,16,7,2,Matches
732,Julian Draxler\1a992676,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,485,468,17,5,3,117,5,5,9,6,2,0,407,47,31,72,401,6,3,1,431,2,3,14,6,Matches
733,Dominick Drexler\809940aa,de GER,MFFW,Köln,de Bundesliga,29,1990,17.6,665,617,48,14,1,164,9,38,4,0,2,2,399,129,137,42,558,22,29,2,486,2,17,17,29,Matches
734,Danny Drinkwater\2649ff32,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,167,163,4,4,0,32,7,1,0,0,0,0,96,44,27,35,126,3,0,0,136,0,5,2,6,Matches
735,Danny Drinkwater\2649ff32,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,20,19,1,1,0,3,1,0,0,0,0,0,9,2,9,3,14,3,0,0,11,0,2,0,1,Matches
736,Josip Drmić\15ea94de,ch SUI,FWMF,Norwich City,eng Premier League,26,1992,7.2,164,152,12,0,0,49,5,3,2,2,0,0,102,44,18,20,120,7,1,9,125,0,4,4,3,Matches
737,Domingos Duarte\93090f69,pt POR,DF,Granada,es La Liga,24,1995,34.3,1218,1117,101,84,0,173,52,5,0,0,0,0,725,153,340,80,951,117,17,6,970,4,40,4,8,Matches
738,Léo Duarte\73ddc40c,br BRA,DF,Milan,it Serie A,23,1996,4.5,195,179,16,14,0,27,1,0,0,0,0,0,155,21,19,28,152,5,2,0,172,1,1,1,4,Matches
739,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,es La Liga,30,1989,5.4,221,211,10,10,0,21,13,0,0,0,0,0,143,25,53,51,155,10,0,0,190,2,2,0,0,Matches
740,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,23,1995,29.6,1310,971,339,33,0,229,27,44,4,0,1,0,549,266,495,778,116,80,302,4,933,3,29,18,38,Matches
741,Edgaras Dubickas\c59f90b0,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,Matches
742,Leo Dubois\ff0ab48c,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,966,799,167,8,1,154,28,45,3,0,2,0,546,183,237,118,654,29,156,1,772,3,11,15,29,Matches
743,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,1093,607,486,148,0,122,34,0,0,0,0,0,267,38,788,48,849,1,1,122,595,7,34,6,2,Matches
744,Ondrej Duda\79ca3e23,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,382,345,37,10,0,73,17,8,24,8,15,0,226,82,74,41,309,13,1,11,298,0,7,7,13,Matches
745,Ondrej Duda\79ca3e23,sk SVK,MFFW,Hertha BSC,de Bundesliga,24,1994,5.0,192,175,17,11,2,34,8,6,3,0,2,0,127,37,28,19,160,2,2,4,152,2,3,4,10,Matches
746,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,613,577,36,32,0,98,35,1,0,0,0,0,391,86,136,39,482,48,4,8,515,1,16,3,7,Matches
747,Haris Duljević\9b6556d2,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,5.8,162,151,11,1,2,34,7,13,1,0,1,0,112,22,28,28,124,5,2,0,114,0,5,6,5,Matches
748,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,502,450,52,11,0,104,11,14,0,0,0,0,262,71,169,382,30,29,41,3,358,2,12,6,16,Matches
749,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,411,399,12,7,0,68,10,10,0,0,0,0,307,48,56,359,30,14,5,0,347,3,5,6,14,Matches
750,Alfred Duncan\528492ea,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,469,454,15,8,1,93,9,5,3,3,0,0,343,77,49,407,48,5,4,2,382,1,8,14,10,Matches
751,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,2192,2094,98,66,1,262,116,2,0,0,0,0,1529,264,399,137,1858,106,32,19,1913,7,51,22,9,Matches
752,Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,245,197,48,1,0,57,5,14,1,1,0,0,112,57,76,42,140,13,46,0,156,1,7,5,16,Matches
753,Riza Durmisi\e5cd9da6,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,100,78,22,2,0,8,6,2,5,2,3,0,63,15,22,67,17,1,15,0,81,0,2,1,3,Matches
754,Hugo Duro\37e103f8,es ESP,FWMF,Getafe,es La Liga,19,1999,4.2,84,80,4,1,1,26,0,3,0,0,0,0,36,27,21,30,26,14,1,6,50,1,4,3,2,Matches
755,Jean-Kevin Duverne\0cbc8baa,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,849,825,24,21,2,118,41,0,0,0,0,0,589,112,148,126,655,51,3,3,728,1,14,12,9,Matches
756,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,it Serie A,25,1993,23.9,1528,1379,149,29,5,242,78,41,74,28,33,3,1053,244,231,1312,165,11,14,24,1275,8,14,23,40,Matches
757,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,33,1986,31.7,813,772,41,2,5,281,24,23,2,0,1,0,442,190,181,159,506,37,0,24,565,3,17,16,36,Matches
758,Blerim Džemaili\756959aa,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,347,322,25,21,2,75,20,4,0,0,0,0,250,46,51,49,282,11,3,0,286,1,6,7,9,Matches
759,Bruno Ecuele Manga\72a0fb65,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,1309,1253,56,49,0,183,36,1,0,0,0,0,917,151,241,177,1035,47,6,5,1143,2,12,13,13,Matches
760,Simone Edera\8697c095,it ITA,MFFW,Torino,it Serie A,22,1997,4.4,130,113,17,5,0,19,8,3,6,3,3,0,87,24,19,107,13,2,5,0,102,0,1,8,5,Matches
761,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,1063,878,185,45,1,116,38,0,0,0,0,0,790,59,214,738,142,3,1,161,927,3,17,4,1,Matches
762,John Egan\debe38a0,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,1213,1181,32,28,0,188,49,3,0,0,0,0,768,155,290,142,894,116,4,4,1017,2,30,2,6,Matches
763,Johannes Eggestein\d571df78,de GER,MFFW,Werder Bremen,de Bundesliga,21,1998,5.7,203,197,6,2,0,71,3,10,2,0,2,0,136,34,33,45,142,10,2,2,145,2,9,7,10,Matches
764,Maximilian Eggestein\beb882a8,de GER,MFDF,Werder Bremen,de Bundesliga,22,1996,31.7,1483,1403,80,27,2,316,21,19,0,0,0,0,970,264,249,239,1102,61,53,2,1151,10,25,25,58,Matches
765,Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,1137,905,232,14,1,210,25,50,0,0,0,0,611,231,295,68,768,55,218,3,850,2,25,14,55,Matches
766,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,1161,1084,77,70,1,172,23,5,0,0,0,0,828,194,139,120,954,52,7,10,1012,3,9,8,19,Matches
767,Harvey Elliott\c8387671,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,15,11,4,0,0,0,1,2,3,0,2,0,8,3,4,13,1,0,1,0,12,0,0,0,0,Matches
768,Elif Elmas\cf007308,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,685,676,9,3,2,118,5,3,0,0,0,0,593,61,31,104,567,6,5,3,623,3,6,9,9,Matches
769,Ilay Elmkies\6cb0211b,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,4,4,0,0,1,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,Matches
770,Ahmed Elmohamady\615ef733,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,633,533,100,6,0,101,12,50,0,0,0,0,304,136,193,7,482,30,94,1,484,3,9,18,14,Matches
771,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,935,881,54,38,0,110,27,6,0,0,0,0,685,71,179,84,741,58,16,1,802,3,12,11,10,Matches
772,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,29.1,1740,1684,56,52,0,247,35,1,0,0,0,0,1391,197,152,529,1059,92,4,3,1605,3,14,8,14,Matches
773,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,25,1993,23.6,839,799,40,39,0,105,43,0,0,0,0,0,457,117,265,109,588,100,0,6,667,0,21,4,8,Matches
774,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,es La Liga,27,1992,15.2,442,373,69,24,3,104,27,58,37,18,11,2,192,97,153,72,329,13,6,11,246,5,17,5,28,Matches
775,Breel Embolo\0b4f388a,ch SUI,FWMF,M'Gladbach,de Bundesliga,22,1997,17.2,390,368,22,2,3,111,6,5,0,0,0,0,262,88,40,37,306,17,1,18,294,7,5,15,16,Matches
776,Emerson\df8b52a5,br BRA,DF,Betis,es La Liga,20,1999,31.5,1604,1289,315,41,2,292,39,80,0,0,0,0,919,382,303,128,1106,53,274,6,1288,4,29,24,72,Matches
777,Renaud Emond\5c9ac7f0,be BEL,FWMF,Nantes,fr Ligue 1,27,1991,3.2,78,75,3,0,0,26,2,0,0,0,0,0,34,18,26,8,46,12,1,0,53,0,2,1,5,Matches
778,Alan Empereur\825b8997,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,467,441,26,22,0,58,3,2,0,0,0,0,331,50,86,354,75,23,4,0,396,1,4,3,11,Matches
779,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,266,255,11,0,0,89,10,12,0,0,0,0,114,79,73,140,26,47,5,7,163,0,10,5,17,Matches
780,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,157,144,13,0,0,50,0,5,0,0,0,0,76,49,32,88,14,20,1,5,103,2,6,3,13,Matches
781,Björn Engels\4fdf1fd9,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,605,586,19,17,0,91,29,3,0,0,0,0,399,68,138,53,491,31,2,1,503,2,9,5,4,Matches
782,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,29,1990,20.7,527,498,29,0,0,179,7,5,0,0,0,0,231,160,136,36,314,77,1,25,377,0,7,7,19,Matches
783,Javier Eraso\aec0fb6f,es ESP,MFFW,Leganés,es La Liga,29,1990,9.1,280,250,30,7,1,60,7,12,17,3,9,3,158,58,64,39,210,19,1,5,215,1,2,1,8,Matches
784,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,eng Premier League,27,1992,12.2,743,659,84,26,4,119,35,24,46,18,16,5,468,111,164,173,532,23,10,2,549,4,9,18,19,Matches
785,Christian Eriksen\980522ec,dk DEN,MF,Inter,it Serie A,27,1992,7.8,473,411,62,17,1,62,20,17,41,19,14,2,291,78,104,86,364,15,2,2,358,0,8,7,16,Matches
786,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,657,639,18,7,0,138,19,10,0,0,0,0,321,146,190,49,456,102,11,2,474,4,22,7,25,Matches
787,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,23,1995,3.0,128,90,38,13,0,4,3,0,0,0,0,0,43,7,78,10,85,0,0,21,77,0,7,0,0,Matches
788,Sergio Escudero\b0616e3d,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,592,492,100,16,1,70,12,18,0,0,0,0,335,131,126,421,42,32,84,2,475,6,14,4,14,Matches
789,Bernardo Espinosa\4242011c,co COL,DF,Espanyol,es La Liga,30,1989,25.1,1060,1024,36,35,0,133,36,4,0,0,0,0,577,177,306,124,751,121,1,11,826,4,28,9,13,Matches
790,Sebastiano Esposito\7ff93107,it ITA,FW,Inter,it Serie A,17,2002,2.2,62,54,8,0,0,14,7,0,6,6,0,0,34,15,13,2,54,3,0,2,41,0,1,1,2,Matches
791,Vicente Esquerdo\ced26057,es ESP,MFFW,Valencia,es La Liga,20,1999,0.2,9,9,0,0,0,5,0,0,0,0,0,0,7,1,1,8,1,0,0,0,6,0,0,2,1,Matches
792,Alexander Esswein\b48215cd,de GER,FWMF,Hertha BSC,de Bundesliga,29,1990,2.4,93,86,7,2,0,17,3,8,0,0,0,0,45,27,21,17,57,7,5,1,59,0,2,2,6,Matches
793,Pervis Estupiñán\d38fdf53,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,1823,1432,391,15,2,251,65,140,1,0,0,0,896,493,434,1199,151,68,375,4,1322,10,36,38,94,Matches
794,Oghenekaro Etebo\b579e83d,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,213,209,4,3,0,49,7,10,0,0,0,0,110,49,54,25,154,15,1,3,135,3,8,3,15,Matches
795,Beñat Etxebarria\b037bd4f,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,194,162,32,12,1,27,11,5,16,5,10,0,110,31,53,11,169,9,0,1,161,0,3,2,1,Matches
796,Xabier Etxeita\4a895384,es ESP,DF,Getafe,es La Liga,31,1987,16.1,368,349,19,19,0,56,16,1,0,0,0,0,124,65,179,94,176,68,0,1,209,1,20,4,10,Matches
797,Antony Evans\cce7087c,eng ENG,MFDF,Paderborn 07,de Bundesliga,20,1998,1.7,71,56,15,4,0,15,10,5,10,6,4,0,30,10,31,4,60,4,1,0,39,0,4,1,3,Matches
798,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,2372,2285,87,72,2,305,60,5,0,0,0,0,1764,220,388,590,1585,117,15,5,2088,2,44,12,12,Matches
799,Edu Expósito\283c7121,es ESP,MF,Eibar,es La Liga,22,1996,25.7,933,909,24,14,1,177,32,14,2,0,2,0,614,146,173,139,685,71,2,3,759,2,23,10,20,Matches
800,Valentin Eysseric\ae82fa48,fr FRA,FWMF,Hellas Verona,it Serie A,27,1992,3.9,146,127,19,5,2,16,7,6,7,2,3,0,96,22,28,31,104,3,2,0,115,1,3,3,6,Matches
801,Valentin Eysseric\ae82fa48,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,24,21,3,0,0,5,3,1,2,2,0,0,14,3,7,4,18,1,1,0,16,0,1,1,1,Matches
802,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,672,409,263,69,0,61,21,0,0,0,0,0,128,40,504,21,506,0,0,91,378,4,19,1,3,Matches
803,Fabinho\7f3b388c,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,1528,1505,23,16,5,242,38,6,0,0,0,0,1051,211,266,105,1318,68,4,2,1334,2,18,9,15,Matches
804,Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,521,415,106,5,0,64,5,15,0,0,0,0,300,123,98,71,321,19,101,0,424,1,10,11,17,Matches
805,Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,761,698,63,33,3,132,29,15,22,6,11,1,481,136,144,77,651,16,6,2,623,5,9,11,17,Matches
806,Fabricio\af245161,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,33,21,12,3,0,6,0,0,0,0,0,0,13,6,14,5,20,0,0,6,24,0,2,0,0,Matches
807,Ralf Fährmann\1e43fad8,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,10,7,3,0,0,0,0,0,0,0,0,0,6,1,3,2,6,0,0,2,7,0,1,0,0,Matches
808,Fayçal Fajr\79135368,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,192,152,40,17,0,31,31,12,19,6,10,0,71,37,84,12,159,13,3,1,120,0,8,1,6,Matches
809,Luca Falbo\ca8fa0c0,it ITA,DF,Lazio,it Serie A,19,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,Matches
810,Filippo Falco\e23f56c1,it ITA,FWMF,Lecce,it Serie A,27,1992,22.4,1012,889,123,40,2,192,34,98,39,3,1,2,674,143,195,876,104,11,8,10,812,4,10,11,36,Matches
811,Eliseo Falcon\904cd50d,es ESP,DFMF,Levante,es La Liga,22,1997,0.8,24,22,2,0,0,9,2,0,1,0,0,0,19,0,5,1,21,1,1,0,22,0,0,0,0,Matches
812,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,it Serie A,24,1995,2.0,61,36,25,7,0,2,0,0,0,0,0,0,32,0,29,5,45,0,0,11,39,0,0,0,0,Matches
813,Simon Falette\b82880c6,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,57,53,4,4,0,6,7,0,0,0,0,0,36,6,15,49,6,2,0,0,46,0,4,0,1,Matches
814,Iago Falque\440c84ed,es ESP,MFFW,Torino,it Serie A,29,1990,1.1,64,60,4,1,0,16,1,2,2,1,0,0,45,9,10,55,5,3,1,0,54,0,0,0,4,Matches
815,Iago Falque\440c84ed,es ESP,MF,Genoa,it Serie A,29,1990,5.8,313,295,18,4,0,58,15,20,8,3,2,0,207,31,75,259,35,9,2,2,245,3,6,2,12,Matches
816,Akin Famewo\9d9a71c1,eng ENG,MF,Norwich City,eng Premier League,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
817,Andri Fannar Baldursson\61f2f56a,is ISL,MF,Bologna,it Serie A,17,2002,1.6,67,66,1,1,0,14,0,1,0,0,0,0,52,2,13,14,44,8,0,0,49,0,1,1,4,Matches
818,Paolo Faragò\9085dd7c,it ITA,DF,Cagliari,it Serie A,26,1993,14.9,882,735,147,15,0,121,21,33,0,0,0,0,479,165,238,129,561,40,132,5,688,0,16,18,29,Matches
819,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,1709,1391,318,21,5,203,56,95,9,1,5,3,781,440,488,144,1186,60,288,6,1228,6,51,39,83,Matches
820,Mohamed Fares\b7a5bc86,dz ALG,DFMF,SPAL,it Serie A,23,1996,4.7,201,178,23,5,0,21,8,9,1,0,1,0,127,43,31,151,24,7,17,0,138,0,5,4,15,Matches
821,Diego Farias\157d29b6,br BRA,FWMF,Lecce,it Serie A,29,1990,9.2,363,336,27,2,1,62,10,21,15,1,3,1,260,58,45,27,318,10,5,2,294,1,5,4,15,Matches
822,Ansu Fati\0ba976e4,es ESP,FWDF,Barcelona,es La Liga,16,2002,11.4,538,520,18,2,0,71,8,24,9,5,2,0,433,60,45,64,449,10,7,6,446,3,8,17,13,Matches
823,Julien Faussurier\767212e6,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,1273,980,293,25,1,159,47,66,6,0,2,0,550,297,426,87,854,58,262,5,921,4,23,28,36,Matches
824,Andrea Favilli\44510fde,it ITA,FW,Genoa,it Serie A,22,1997,7.3,193,178,15,1,0,67,6,3,0,0,0,0,116,49,28,88,66,14,0,6,141,0,8,9,8,Matches
825,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,32,1987,13.5,673,642,31,27,2,112,17,1,0,0,0,0,510,77,86,102,513,30,4,1,589,1,11,4,9,Matches
826,Aleix Febas\38126309,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,691,673,18,14,2,166,13,7,0,0,0,0,538,98,55,101,572,14,0,2,585,2,12,19,12,Matches
827,Zouhair Feddal\89151b16,ma MAR,DF,Betis,es La Liga,30,1989,15.9,1062,1015,47,38,1,122,41,1,0,0,0,0,753,105,204,875,110,49,8,7,917,3,20,4,11,Matches
828,Ljubomir Fejsa\874d7a32,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,290,288,2,1,0,63,3,0,0,0,0,0,174,55,61,29,220,20,1,2,234,1,3,4,8,Matches
829,Nabil Fekir\bece776f,fr FRA,MFFW,Betis,es La Liga,26,1993,29.3,1034,979,55,27,2,259,43,42,11,5,4,0,762,142,130,861,113,24,10,4,839,3,18,21,38,Matches
830,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,887,856,31,29,0,135,25,5,0,0,0,0,564,97,226,113,667,72,2,4,707,4,24,9,13,Matches
831,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,22,1997,22.5,1168,1122,46,26,1,110,25,4,1,0,1,0,955,83,130,111,977,45,18,4,1048,0,10,10,13,Matches
832,Lucas Felippe\85e51909,br BRA,MFDF,Hellas Verona,it Serie A,19,2000,0.3,22,22,0,0,0,2,2,1,0,0,0,0,20,1,1,17,5,0,0,0,21,0,1,0,0,Matches
833,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,882,855,27,27,2,150,37,0,0,0,0,0,603,96,183,581,187,69,0,3,734,0,18,8,18,Matches
834,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,19,1999,19.4,531,506,25,3,3,105,9,20,3,1,0,0,371,88,72,42,445,20,5,7,410,2,11,12,22,Matches
835,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,28,1991,24.9,1292,1010,282,16,0,163,23,56,2,1,1,0,682,301,309,144,810,55,264,4,998,1,21,31,36,Matches
836,Zinedine Ferhat\005c0807,dz ALG,FWMF,Nîmes,fr Ligue 1,26,1993,25.0,947,822,125,47,3,188,50,85,62,15,32,11,464,193,290,59,770,56,13,4,600,4,18,18,52,Matches
837,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,853,751,102,27,4,140,53,22,55,15,24,7,528,138,187,64,768,13,5,2,608,3,12,23,39,Matches
838,Edimilson Fernandes\3bb625ac,ch SUI,MFDF,Mainz 05,de Bundesliga,23,1996,16.5,723,710,13,12,0,146,25,9,1,0,1,0,544,90,89,69,614,25,0,5,614,1,9,11,8,Matches
839,Gedson Fernandes\e2dde94c,pt POR,MFDF,Tottenham,eng Premier League,20,1999,0.8,51,44,7,1,0,11,0,3,0,0,0,0,30,14,7,4,39,2,6,0,40,0,1,0,3,Matches
840,Gelson Fernandes\8e58987d,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,254,253,1,1,0,65,1,1,0,0,0,0,184,32,38,33,195,15,0,2,208,0,3,6,7,Matches
841,Matheus Fernandes\f76fdcd2,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,62,62,0,0,0,18,1,1,0,0,0,0,32,13,17,8,41,8,0,1,43,0,2,1,2,Matches
842,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,28,1991,36.0,1118,647,471,134,1,60,28,0,0,0,0,0,486,90,542,86,791,2,0,187,751,5,29,3,0,Matches
843,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,32,1986,4.0,152,98,54,10,0,7,6,0,0,0,0,0,92,6,54,10,125,0,0,15,119,0,5,0,0,Matches
844,Carlos Fernández\e08647d6,es ESP,FWMF,Granada,es La Liga,23,1996,24.5,627,604,23,2,2,212,11,13,2,0,0,0,339,162,126,384,77,88,3,9,381,5,17,17,38,Matches
845,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,1184,1052,132,41,1,167,51,16,0,0,0,0,717,146,321,69,937,56,90,1,907,4,39,19,24,Matches
846,Gabriel Fernández\36c5f77b,uy URU,FWMF,Celta Vigo,es La Liga,25,1994,6.2,123,117,6,1,0,47,4,7,0,0,0,0,73,23,27,27,68,5,2,2,84,1,7,3,6,Matches
847,Joaquín Fernández\b86a64b2,es ESP,MFDF,Valladolid,es La Liga,23,1996,18.4,748,716,32,29,0,111,31,3,0,0,0,0,480,92,176,77,580,70,3,3,609,2,17,9,7,Matches
848,Fernandinho\101da2b5,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,2190,2134,56,44,2,249,76,3,0,0,0,0,1709,193,288,243,1801,83,12,9,1985,6,23,12,22,Matches
849,Fernando\41f32541,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,1536,1483,53,44,1,185,75,6,1,0,1,0,1063,269,204,164,1223,89,8,13,1380,3,18,10,8,Matches
850,Juan Ferney Otero\05816e19,co COL,FWMF,Amiens,fr Ligue 1,24,1995,13.4,362,340,22,3,0,105,5,28,5,1,2,0,199,87,76,45,248,23,10,5,241,3,7,5,23,Matches
851,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,425,387,38,33,0,68,12,0,0,0,0,0,255,52,118,60,332,16,5,5,343,2,8,3,8,Matches
852,Facundo Ferreyra\b39a793e,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,113,105,8,0,0,30,1,2,0,0,0,0,53,30,30,10,62,25,0,3,74,0,2,2,7,Matches
853,Jordan Ferri\375622c5,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,740,700,40,28,1,149,34,18,8,2,6,0,511,101,128,53,640,26,4,6,603,4,6,11,20,Matches
854,Oliver Fink\316162b6,de GER,MFFW,Düsseldorf,de Bundesliga,37,1982,7.5,266,261,5,2,1,93,5,7,0,0,0,0,127,76,63,76,118,28,1,3,160,1,11,8,20,Matches
855,Alfreð Finnbogason\f9e7c4ac,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,242,226,16,0,2,57,7,2,0,0,0,0,113,83,46,36,154,26,5,6,147,3,13,4,13,Matches
856,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,1171,1141,30,3,8,306,8,16,0,0,0,0,874,205,92,152,927,55,11,13,931,3,7,51,55,Matches
857,Junior Firpo\24f59bb2,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,834,744,90,9,1,106,7,8,0,0,0,0,640,125,69,609,114,21,81,3,749,0,11,16,16,Matches
858,John Fleck\b63e789d,sct SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,1164,1030,134,31,3,224,66,58,77,50,10,5,680,215,269,987,96,57,7,8,854,8,23,22,48,Matches
859,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,435,304,131,20,0,47,18,0,0,0,0,0,195,29,211,90,288,0,0,43,305,0,11,0,1,Matches
860,Sergio Floccari\df301450,it ITA,FW,SPAL,it Serie A,37,1981,10.5,261,238,23,3,0,67,10,16,0,0,0,0,172,41,48,58,171,7,0,5,206,0,4,4,11,Matches
861,Alessandro Florenzi\e288d4b3,it ITA,DF,Valencia,es La Liga,28,1991,8.4,477,401,76,7,0,52,20,22,0,0,0,0,227,107,143,22,366,15,69,2,360,5,15,2,14,Matches
