Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
11,Che Adams\f2bf1b0f,sct SCO,FW,Southampton,eng Premier League,23,1996,12.3,265,257,8,0,3,73,8,12,0,0,0,0,160,67,38,18,211,11,0,5,184,1,9,8,20,Matches
12,Tyler Adams\2b09d998,us USA,MFDF,RB Leipzig,de Bundesliga,20,1999,10.6,699,620,79,21,1,80,4,9,0,0,0,0,479,126,94,73,524,33,58,2,595,1,8,19,18,Matches
13,Sargis Adamyan\22919e97,am ARM,FWMF,Hoffenheim,de Bundesliga,26,1993,8.3,191,179,12,0,0,42,3,6,0,0,0,0,109,49,33,28,132,10,6,5,140,0,1,2,14,Matches
14,Antonio Adán\65d62814,es ESP,GK,Atlético Madrid,es La Liga,32,1987,0.3,6,5,1,0,0,0,0,0,0,0,0,0,3,0,3,2,2,0,0,1,4,0,0,0,0,Matches
15,Bobby Adekanye\3ed84b2c,nl NED,FW,Lazio,it Serie A,20,1999,2.1,46,44,2,0,0,6,0,1,0,0,0,0,38,5,3,39,4,1,1,0,41,0,0,1,0,Matches
16,Claud Adjapong\ce5b170a,it ITA,DF,Hellas Verona,it Serie A,21,1998,2.6,80,65,15,1,0,18,1,2,0,0,0,0,40,23,17,10,49,5,14,0,61,0,1,2,1,Matches
17,Amine Adli\dcfb17f4,fr FRA,MFFW,Toulouse,fr Ligue 1,19,2000,0.5,27,22,5,1,0,4,3,1,3,2,0,0,14,8,5,22,2,1,1,0,21,0,1,0,0,Matches
18,Yacine Adli\26777636,fr FRA,MFFW,Bordeaux,fr Ligue 1,19,2000,11.3,581,540,41,18,1,144,22,11,19,8,7,3,441,76,64,62,498,8,3,1,460,3,9,22,7,Matches
19,Adrián\f76e6b4e,es ESP,GK,Liverpool,eng Premier League,32,1987,9.7,314,219,95,27,0,40,12,0,0,0,0,0,150,24,140,31,217,1,0,49,227,0,9,0,1,Matches
20,Aritz Aduriz\293211e1,es ESP,FW,Athletic Club,es La Liga,38,1981,2.3,57,57,0,0,0,22,2,1,0,0,0,0,21,16,20,3,26,8,0,3,33,0,5,0,1,Matches
21,Lumor Agbenyenu\073b1b37,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,969,747,222,11,1,164,24,54,0,0,0,0,497,248,224,646,63,42,211,2,709,7,37,18,45,Matches
22,Martin Agirregabiria\355c883a,es ESP,DF,Alavés,es La Liga,23,1996,23.3,1014,765,249,9,1,161,22,30,2,0,1,0,484,234,296,39,661,61,238,3,722,3,31,17,44,Matches
23,Lucien Agoume\8bc8829a,fr FRA,MF,Inter,it Serie A,17,2002,0.8,39,39,0,0,0,5,0,1,0,0,0,0,34,3,2,10,29,0,0,0,36,0,0,0,1,Matches
24,Kevin Agudelo\46fa7204,co COL,MFFW,Fiorentina,it Serie A,20,1998,0.7,36,36,0,0,0,11,0,0,0,0,0,0,27,6,3,30,4,2,0,0,29,0,1,1,0,Matches
25,Kevin Agudelo\46fa7204,co COL,MFFW,Genoa,it Serie A,20,1998,7.4,301,295,6,1,1,77,4,10,4,3,1,0,214,51,36,241,38,14,1,4,245,0,2,5,13,Matches
26,Nayef Aguerd\288e1e13,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,572,556,16,12,0,61,32,0,0,0,0,0,407,37,128,481,59,18,4,1,487,2,12,4,7,Matches
27,Sergio Agüero\4d034881,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,367,349,18,1,5,90,1,8,0,0,0,0,273,71,23,41,303,11,1,9,284,0,4,11,15,Matches
28,Ruben Aguilar\3dd738a1,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,791,675,116,9,0,102,18,52,0,0,0,0,502,154,135,14,642,15,107,5,666,0,8,6,19,Matches
29,Emmanuel Agyemang-Badu\fe0b8f0e,gh GHA,MFFW,Hellas Verona,it Serie A,28,1990,2.6,104,103,1,0,0,9,1,0,0,0,0,0,81,11,12,6,91,3,1,1,91,0,2,2,0,Matches
30,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,313,306,7,6,0,53,6,2,0,0,0,0,236,54,23,254,40,11,1,1,262,2,13,8,6,Matches
31,Joseph Aidoo\18abe173,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,1223,1177,46,38,1,169,32,1,0,0,0,0,954,105,164,232,904,52,8,3,1073,0,14,6,18,Matches
32,Ola Aina\246d153b,ng NGA,DF,Torino,it Serie A,22,1996,23.1,1160,922,238,13,2,146,33,70,4,0,0,0,641,234,285,251,628,48,221,3,863,6,31,28,36,Matches
33,Youssef Aït Bennasser\c46fa34c,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,413,406,7,5,2,93,5,1,1,1,0,0,330,48,35,63,330,13,1,1,357,2,6,6,3,Matches
34,Rayan Aït Nouri\9b398aea,fr FRA,DF,Angers,fr Ligue 1,18,2001,14.2,801,649,152,7,1,104,21,38,3,0,2,1,446,147,208,554,72,22,142,1,625,2,19,17,30,Matches
35,Albian Ajeti\2b1c4abd,ch SUI,MFFW,West Ham,eng Premier League,22,1997,1.5,18,17,1,0,0,5,0,0,0,0,0,0,6,8,4,2,12,3,0,0,15,0,0,0,0,Matches
36,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,25,1994,22.9,509,486,23,0,2,170,11,18,0,0,0,0,260,155,94,254,113,48,3,7,371,5,11,13,12,Matches
37,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,1929,1857,72,39,2,229,46,0,0,0,0,0,1586,174,169,448,1357,66,33,2,1767,2,27,10,18,Matches
38,Marley Aké\414e1f69,fr FRA,FWMF,Marseille,fr Ligue 1,18,2001,1.1,29,27,2,0,0,6,1,1,0,0,0,0,22,3,4,2,27,0,0,0,25,0,1,0,0,Matches
39,Nathan Aké\eaeca114,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,1183,1130,53,33,1,150,15,2,0,0,0,0,852,134,197,840,209,92,20,1,1042,2,11,5,13,Matches
40,Chadrac Akolo\debc2f28,cd COD,FWMF,Amiens,fr Ligue 1,24,1995,6.0,206,202,4,2,0,48,3,7,1,0,0,1,164,21,21,14,181,6,1,0,172,0,2,6,4,Matches
41,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,754,727,27,12,1,111,4,1,0,0,0,0,606,69,79,93,619,17,15,1,659,0,16,7,3,Matches
42,David Alaba\05439de2,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,2478,2375,103,44,7,263,52,25,4,0,1,0,1938,283,257,2081,276,46,55,6,2250,1,21,20,26,Matches
43,Sofiane Alakouch\5314e067,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,810,612,198,14,1,99,13,27,0,0,0,0,418,224,168,45,544,29,184,3,664,1,9,7,30,Matches
44,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,308,278,30,3,4,92,9,5,0,0,0,0,187,78,43,32,228,19,2,9,227,2,3,15,8,Matches
45,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,2141,1940,201,30,1,173,31,79,2,0,0,0,1526,365,250,1651,269,43,169,4,1864,5,20,30,66,Matches
46,Luis Alberto\5294a83f,es ESP,MF,Lazio,it Serie A,26,1992,34.6,2264,1984,280,68,16,425,106,44,149,53,59,15,1571,302,391,82,2114,26,23,14,1792,23,31,40,59,Matches
47,Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,1882,1830,52,47,1,197,120,4,0,0,0,0,1285,223,374,209,1521,97,3,6,1619,4,47,15,10,Matches
48,Marc Albrighton\b827d5b3,eng ENG,MFDF,Leicester City,eng Premier League,29,1989,9.6,507,472,35,0,1,81,25,49,10,2,6,0,292,82,133,51,411,16,25,3,344,0,14,10,30,Matches
49,Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,230,206,24,1,2,42,0,3,1,0,0,0,143,54,33,39,170,11,1,6,181,1,3,2,6,Matches
50,Paco Alcácer\a7a9d95a,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,112,95,17,0,0,15,3,2,1,0,0,0,62,32,18,15,85,7,0,3,84,0,4,8,2,Matches
51,Thiago Alcántara\77e84962,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,1840,1777,63,55,2,334,89,7,3,1,1,1,1259,297,284,126,1632,49,4,6,1649,5,23,24,22,Matches
52,Rubén Alcaraz\036bba5f,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,1059,951,108,85,2,202,93,12,19,7,5,0,613,172,274,136,837,50,4,6,831,2,35,16,23,Matches
53,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,1895,1814,81,72,6,205,65,8,0,0,0,0,1238,190,467,340,1402,101,9,7,1567,10,39,9,12,Matches
54,Haitam Aleesami\4085f08e,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,1170,934,236,19,0,200,17,36,4,1,2,0,648,231,291,757,124,57,213,1,910,2,13,24,23,Matches
55,Álex Alegría\46166b49,es ESP,FWMF,Mallorca,es La Liga,26,1992,1.2,35,35,0,0,0,14,1,0,0,0,0,0,13,10,12,2,18,5,0,1,23,1,0,1,0,Matches
56,Carles Aleñá\6c811eb7,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,156,151,5,1,1,26,3,0,4,0,3,0,112,24,20,141,14,1,0,0,143,1,3,2,3,Matches
57,Carles Aleñá\6c811eb7,es ESP,MFFW,Betis,es La Liga,21,1998,8.2,389,384,5,3,0,78,11,2,0,0,0,0,306,48,35,336,36,10,2,2,333,2,2,6,8,Matches
58,Rúnar Alex Rúnarsson\8fa8f8d2,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,327,222,105,24,0,45,9,0,0,0,0,0,154,27,146,23,238,0,0,54,237,2,14,2,0,Matches
59,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,3147,2495,652,86,8,413,227,183,162,43,74,8,1472,567,1108,313,2330,83,404,7,2254,11,84,35,111,Matches
60,Enrico Alfonso\95adf1e1,it ITA,GK,Brescia,it Serie A,31,1988,3.1,75,38,37,13,0,5,1,0,0,0,0,0,41,2,32,4,60,0,0,8,53,0,1,1,1,Matches
61,Rachid Alioui\bdedd861,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,467,430,37,3,1,116,7,14,1,1,0,0,300,90,77,97,301,28,2,7,342,0,7,19,21,Matches
62,Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,925,701,224,54,1,131,28,0,0,0,0,0,590,85,250,65,688,2,0,132,794,2,19,3,0,Matches
63,Allan\cc700722,br BRA,MF,Napoli,it Serie A,28,1991,14.2,829,796,33,17,3,145,20,9,0,0,0,0,618,104,107,75,715,14,16,3,718,1,10,15,25,Matches
64,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,eng Premier League,23,1996,20.5,805,747,58,9,6,195,8,5,4,0,0,1,587,139,79,33,702,30,17,8,621,6,8,16,37,Matches
65,Miguel Almirón\862a1c15,py PAR,MFFW,Newcastle Utd,eng Premier League,25,1994,33.6,894,881,13,2,2,207,22,38,1,0,1,0,635,145,114,777,67,29,8,8,682,3,16,31,40,Matches
66,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,1108,941,167,8,0,228,21,51,1,1,0,0,674,231,203,788,93,44,158,0,916,1,15,11,30,Matches
67,Mickaël Alphonse\0a63446f,gp GLP,DF,Dijon,fr Ligue 1,30,1989,15.3,716,547,169,7,0,110,14,26,1,0,1,0,379,129,208,73,440,30,161,1,500,2,15,19,33,Matches
68,Sergio Álvarez\88d91621,es ESP,MFDF,Eibar,es La Liga,27,1992,12.7,427,417,10,8,0,79,16,3,0,0,0,0,234,63,130,45,330,33,2,1,322,1,10,7,8,Matches
69,Sergio Álvarez\8875b8c9,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,53,31,22,3,0,8,4,0,0,0,0,0,28,2,23,4,41,1,0,5,39,0,2,0,0,Matches
70,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,1403,1335,68,57,1,152,50,11,0,0,0,0,935,158,310,89,1164,96,11,6,1149,6,40,9,13,Matches
71,Bruno Alves\585a73a8,pt POR,DF,Parma,it Serie A,37,1981,29.7,1312,1221,91,82,0,111,113,16,0,0,0,0,747,217,348,204,972,80,2,8,1096,4,32,11,12,Matches
72,Steven Alzate\ad1f61f3,co COL,MFDF,Brighton,eng Premier League,20,1998,13.2,664,609,55,5,1,135,9,11,0,0,0,0,471,133,60,30,540,33,50,1,564,1,5,15,16,Matches
73,Ibrahim Amadou\9260926b,fr FRA,DFMF,Norwich City,eng Premier League,26,1993,8.4,361,354,7,4,0,68,5,1,0,0,0,0,285,35,41,23,314,17,2,1,310,1,4,7,5,Matches
74,Ibrahim Amadou\9260926b,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,292,290,2,1,0,64,6,3,0,0,0,0,186,64,42,28,235,10,1,1,231,0,8,7,11,Matches
75,Romain Amalfitano\d7bf3d19,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,892,868,24,10,1,158,29,11,5,1,4,0,586,125,181,72,767,33,8,3,700,1,19,22,14,Matches
76,Amath\f3b1d9a2,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,17,15,2,1,0,4,1,0,1,0,0,0,13,1,3,4,11,2,0,0,12,0,0,0,3,Matches
77,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,1222,1005,217,13,1,183,11,31,0,0,0,0,705,259,258,639,286,55,204,6,983,0,26,13,38,Matches
78,Thierry Ambrose\2945f4b7,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,193,191,2,1,0,60,5,12,0,0,0,0,110,29,54,38,122,14,0,1,140,0,5,2,9,Matches
79,Kelvin Amian\bcc81786,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,669,526,143,19,1,116,6,9,0,0,0,0,402,145,122,53,465,18,124,3,551,2,10,6,17,Matches
80,Nadiem Amiri\555d5edd,de GER,MFDF,Leverkusen,de Bundesliga,22,1996,20.6,1149,984,165,51,6,254,46,32,76,38,25,6,747,205,197,147,941,18,33,6,906,9,14,23,37,Matches
81,Ethan Ampadu\10b9fa99,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,78,77,1,1,1,7,1,0,0,0,0,0,68,0,10,15,59,2,0,0,74,0,1,0,0,Matches
82,Opoku Ampomah\e7199efb,gh GHA,FWMF,Düsseldorf,de Bundesliga,23,1996,5.6,104,99,5,2,0,32,9,7,1,0,1,0,61,18,25,19,77,4,2,0,63,1,3,4,9,Matches
83,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,1738,1651,87,77,5,295,72,28,0,0,0,0,1291,224,223,126,1517,59,10,10,1525,10,21,20,15,Matches
84,Joachim Andersen\e34fc66d,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,1308,1281,27,26,0,156,53,3,0,0,0,0,1028,117,163,172,1054,44,1,3,1192,3,14,9,4,Matches
85,Djavan Anderson\ca241ad3,nl NED,DFMF,Lazio,it Serie A,24,1995,1.9,68,49,19,3,0,5,1,2,0,0,0,0,44,14,10,7,42,2,16,0,58,0,2,1,2,Matches
86,Felipe Anderson\9f1893b9,br BRA,MFFW,West Ham,eng Premier League,26,1993,16.6,934,903,31,9,3,188,23,32,5,3,1,0,635,174,125,124,750,31,12,13,725,3,14,28,40,Matches
87,Sebastian Andersson\b4cf5806,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,795,771,24,0,0,354,7,24,0,0,0,0,296,292,207,52,400,112,0,46,495,4,30,19,35,Matches
88,Florin Andone\dc008610,ro ROU,MFFW,Brighton,eng Premier League,26,1993,0.8,12,11,1,0,0,5,0,1,1,0,0,0,8,2,2,2,6,2,0,1,8,0,0,1,1,Matches
89,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,1239,1218,21,20,0,273,24,10,0,0,0,0,793,224,222,153,942,83,1,8,981,7,42,31,32,Matches
90,Lorenzo Andrenacci\fe471a89,it ITA,GK,Brescia,it Serie A,24,1995,5.9,163,78,85,19,0,0,4,0,0,0,0,0,78,18,67,3,113,0,0,45,128,0,2,0,0,Matches
91,Robert Andrich\e0b113a7,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,1204,1169,35,21,5,284,27,29,7,3,1,0,634,246,324,239,791,110,2,20,857,6,33,21,41,Matches
92,Victorien Angban\d8992b84,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,622,595,27,22,0,132,21,2,1,0,0,1,488,60,74,98,489,21,1,8,548,1,7,8,10,Matches
93,Miguel Ángel Guerrero\b35db3f6,es ESP,FW,Leganés,es La Liga,29,1990,8.8,201,184,17,0,1,42,2,2,0,0,0,0,101,59,41,25,126,27,0,6,149,1,8,2,6,Matches
94,Miguel Ángel Moyá\011d8c56,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,458,322,136,36,0,41,7,0,0,0,0,0,220,36,202,44,331,1,0,58,363,1,7,2,0,Matches
95,José Ángel\3024e383,es ESP,DF,Eibar,es La Liga,29,1989,26.2,1464,1086,378,61,3,212,86,108,5,0,4,0,555,329,580,930,120,59,312,6,982,11,62,22,44,Matches
96,Angeliño\30941e96,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,426,377,49,3,0,70,7,30,0,0,0,0,267,78,81,342,15,18,46,1,335,1,9,5,14,Matches
97,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,758,606,152,20,1,106,32,44,30,21,2,0,405,152,201,567,50,26,102,6,573,3,14,13,32,Matches
98,Faustino Anjorin\b105919e,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,0,Matches
99,Peter Ankersen\df525574,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,607,532,75,7,0,99,4,17,0,0,0,0,408,96,103,70,444,17,68,2,501,1,10,12,19,Matches
100,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Torino,it Serie A,32,1986,19.6,825,670,155,18,0,135,78,123,8,1,2,1,345,158,322,275,393,16,129,2,582,2,26,11,35,Matches
101,Janis Antiste\38d9ce53,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,9,7,2,0,0,0,2,1,2,1,1,0,6,1,2,0,9,0,0,0,5,0,1,0,0,Matches
102,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,507,467,40,1,5,169,14,52,0,0,0,0,249,133,125,49,335,30,25,15,325,4,10,6,36,Matches
103,Antoñito\dbe519cf,es ESP,DFMF,Valladolid,es La Liga,31,1987,11.4,452,356,96,3,1,48,8,32,0,0,0,0,225,95,132,29,311,10,93,1,321,4,7,8,13,Matches
104,Mirko Antonucci\91976866,it ITA,FWMF,Roma,it Serie A,20,1999,0.9,22,22,0,0,0,2,0,2,0,0,0,0,16,3,3,3,18,0,0,1,17,0,1,3,0,Matches
105,Vitorino Antunes\3e4f735d,pt POR,MF,Getafe,es La Liga,32,1987,0.1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Matches
106,Christopher Antwi-Adjei\0a3f6cde,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,27.4,846,706,140,5,4,190,23,47,30,6,6,6,479,182,185,142,536,33,105,8,603,3,16,20,39,Matches
107,Anuar\c93231dc,ma MAR,MFFW,Valladolid,es La Liga,24,1995,2.1,101,99,2,1,0,18,1,1,1,0,0,0,76,12,13,7,82,10,0,0,86,0,1,0,1,Matches
108,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,21.7,1076,1032,44,17,6,209,30,21,11,4,5,0,834,146,96,100,936,21,4,2,911,0,14,22,30,Matches
109,Adil Aouchiche\b94b8be1,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,31,31,0,0,0,2,1,0,0,0,0,0,24,6,1,7,24,0,0,0,24,1,1,0,3,Matches
110,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,964,764,200,14,0,145,6,25,0,0,0,0,557,198,209,84,625,51,186,2,744,2,23,26,41,Matches
111,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,23,1995,34.1,972,926,46,26,1,204,78,32,15,3,3,0,420,192,360,98,704,111,2,5,649,6,36,6,32,Matches
112,Guilherme Arana\2b15a82a,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,54,44,10,2,0,8,2,3,0,0,0,0,37,12,5,38,8,0,8,0,42,0,0,1,5,Matches
113,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1627,1583,44,39,0,281,25,6,4,1,3,0,1104,314,209,236,1319,54,1,9,1397,9,19,29,30,Matches
114,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,23,1996,9.2,309,288,21,7,1,87,6,20,7,1,2,0,200,61,48,236,45,17,6,0,223,2,3,4,16,Matches
115,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1482,1417,65,63,0,204,29,2,0,0,0,0,1102,143,237,286,1058,86,2,5,1290,1,30,14,9,Matches
116,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,208,204,4,2,0,14,1,0,0,0,0,0,182,13,13,22,178,6,1,0,197,0,1,0,2,Matches
117,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,32,1987,22.3,1169,1022,147,51,0,166,99,18,1,0,1,0,555,211,403,285,660,92,95,7,870,5,53,17,26,Matches
118,Alphonse Areola\2f965a72,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,135,96,39,10,0,9,2,0,0,0,0,0,90,7,38,10,97,1,0,26,114,0,2,0,0,Matches
119,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,58,45,13,3,0,1,0,0,0,0,0,0,55,0,3,4,45,0,0,9,56,1,0,0,0,Matches
120,Santiago Arias\fdd60087,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,653,540,113,0,1,99,9,36,0,0,0,0,379,119,155,28,466,33,113,2,498,3,4,7,22,Matches
121,Nicolò Armini\2f7407fa,it ITA,DF,Lazio,it Serie A,18,2001,0.0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,Matches
122,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,612,593,19,0,2,157,8,14,0,0,0,0,390,136,86,131,432,22,15,4,466,2,10,16,32,Matches
123,José Arnaiz\46e07328,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,178,165,13,0,0,41,4,6,1,1,0,0,117,33,28,23,125,22,1,2,130,0,5,2,9,Matches
124,José Arnaiz\46e07328,es ESP,MFFW,Leganés,es La Liga,24,1995,3.7,97,92,5,1,1,15,1,10,3,0,1,1,66,17,14,16,77,2,1,0,73,0,3,2,4,Matches
125,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,1541,1268,273,155,9,285,100,63,91,22,46,6,803,251,487,1154,287,54,21,8,1152,14,29,21,41,Matches
126,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1086,832,254,54,0,119,22,0,0,0,0,0,703,61,322,157,772,2,1,145,877,5,14,9,2,Matches
127,Kwadwo Asamoah\089550f5,gh GHA,DF,Inter,it Serie A,30,1988,7.1,372,330,42,1,0,53,1,14,0,0,0,0,236,74,62,277,42,9,41,2,296,0,3,6,19,Matches
128,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,308,288,20,17,0,53,13,1,1,0,1,0,208,51,49,73,209,19,2,0,260,0,3,6,10,Matches
129,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,1039,660,379,99,2,69,37,0,0,0,0,0,518,76,445,119,731,3,0,150,742,3,31,0,5,Matches
130,Marco Asensio\45af8a54,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,163,159,4,2,0,16,10,9,1,0,1,0,118,22,23,137,18,3,1,1,134,1,6,5,2,Matches
131,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,35,35,0,0,0,3,1,0,0,0,0,0,26,2,7,10,25,0,0,0,30,0,0,0,0,Matches
132,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,1283,1204,79,6,4,341,36,36,4,0,0,2,909,229,145,869,319,53,15,11,998,7,19,36,63,Matches
