Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1138,Patrick Herrmann\dfb6490a,de GER,FW,M'Gladbach,de Bundesliga,29,1991,9.7,234,350,66.9,3955,1191,124,160,77.5,80,108,74.1,25,64,39.1,3,1.7,+1.3,21,13,8,4,25,Matches
1139,Pablo Hervías\ba5a9545,es ESP,DFMF,Valladolid,es La Liga,27,1993,13.4,556,736,75.5,9837,3694,270,297,90.9,212,260,81.5,66,149,44.3,5,3.4,+1.6,32,37,20,13,40,Matches
1140,Përparim Hetemaj\90b70194,fi FIN,MF,Benevento,it Serie A,33,1986,24.6,674,878,76.8,11916,3475,306,362,84.5,277,333,83.2,74,134,55.2,2,1.4,+0.6,16,53,21,9,78,Matches
1141,Son Heung-min\92e7e919,kr KOR,FW,Tottenham,eng Premier League,28,1992,34.6,920,1199,76.7,14606,3244,517,596,86.7,273,344,79.4,88,189,46.6,10,8.9,+1.1,77,32,29,2,64,Matches
1142,Aaron Hickey\1780bb4a,sct SCO,DF,Bologna,it Serie A,18,2002,8.4,339,404,83.9,6100,1977,143,157,91.1,160,187,85.6,32,48,66.7,0,0.3,-0.3,4,24,4,1,24,Matches
1143,Vitorino Hilton\c4bbea9f,br BRA,DF,Montpellier,fr Ligue 1,42,1977,23.5,851,1022,83.3,22647,8286,136,153,88.9,410,440,93.2,304,414,73.4,1,0.2,+0.8,1,50,3,0,48,Matches
1144,Martin Hinteregger\080440a4,at AUT,DF,Eint Frankfurt,de Bundesliga,27,1992,28.1,1560,1886,82.7,33410,11615,449,500,89.8,831,928,89.5,267,427,62.5,1,0.7,+0.3,8,129,8,0,153,Matches
1145,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,de Bundesliga,32,1987,15.5,457,550,83.1,13167,7364,78,79,98.7,211,211,100.0,165,257,64.2,0,0.0,0.0,0,2,0,0,0,Matches
1146,Wesley Hoedt\875898c7,nl NED,DF,Lazio,it Serie A,26,1994,10.6,603,663,91.0,15499,4313,105,116,90.5,310,324,95.7,184,215,85.6,0,0.1,-0.1,2,50,0,0,28,Matches
1147,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,eng Premier League,18,2002,6.4,260,351,74.1,4487,1573,128,149,85.9,109,147,74.1,20,37,54.1,0,0.2,-0.2,3,14,3,1,14,Matches
1148,Nicolas Höfler\5d8e331f,de GER,MF,Freiburg,de Bundesliga,30,1990,30.3,1173,1390,84.4,22550,6280,414,484,85.5,587,641,91.6,142,199,71.4,3,1.5,+1.5,18,97,17,3,107,Matches
1149,Jonas Hofmann\2903a856,de GER,FWMF,M'Gladbach,de Bundesliga,28,1992,20.2,763,1025,74.4,14975,4327,337,389,86.6,274,333,82.3,134,248,54.0,11,5.5,+5.5,57,53,25,4,65,Matches
1150,Marco Höger\4114f306,de GER,DFMF,Köln,de Bundesliga,30,1989,0.6,21,31,67.7,383,167,9,10,90.0,9,14,64.3,3,7,42.9,0,0.0,0.0,0,1,1,0,4,Matches
1151,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,eng Premier League,24,1995,28.4,1578,1768,89.3,35516,9876,393,412,95.4,861,919,93.7,319,423,75.4,1,0.2,+0.8,4,120,6,0,101,Matches
1152,Lucas Höler\ca618d23,de GER,FWMF,Freiburg,de Bundesliga,26,1994,23.2,446,659,67.7,6749,1284,273,341,80.1,129,201,64.2,30,57,52.6,4,3.0,+1.0,21,28,14,1,40,Matches
1153,Mason Holgate\d0042ab9,eng ENG,DF,Everton,eng Premier League,23,1996,25.4,945,1200,78.8,21912,7615,246,282,87.2,485,564,86.0,210,335,62.7,0,0.6,-0.6,9,59,12,4,67,Matches
1154,Jordan Holsgrove\8a6daac3,sct SCO,MF,Celta Vigo,es La Liga,20,1999,1.6,92,104,88.5,1497,271,47,49,95.9,34,35,97.1,8,15,53.3,0,0.0,0.0,1,10,0,0,3,Matches
1155,Franck Honorat\db7849ca,fr FRA,MFFW,Brest,fr Ligue 1,23,1996,27.3,690,1032,66.9,12533,4079,328,407,80.6,242,344,70.3,96,210,45.7,4,6.9,-2.9,64,34,50,27,86,Matches
1156,Matthew Hoppe\1bc432b7,us USA,FW,Schalke 04,de Bundesliga,19,2001,14.5,186,256,72.7,2602,442,109,136,80.1,56,79,70.9,9,16,56.3,1,0.8,+0.2,7,7,7,1,14,Matches
1157,Jannes Horn\2b83fa49,de GER,DF,Köln,de Bundesliga,23,1997,19.6,722,907,79.6,15423,6270,208,239,87.0,385,442,87.1,122,207,58.9,1,1.6,-0.6,15,52,19,14,68,Matches
1158,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,27,1993,33.4,974,1326,73.5,30721,19007,138,139,99.3,419,423,99.1,412,758,54.4,0,0.0,0.0,1,26,1,0,0,Matches
1159,Fraser Hornby\29aee77c,sct SCO,FW,Reims,fr Ligue 1,20,1999,0.4,4,9,44.4,78,8,2,4,50.0,1,3,33.3,1,2,50.0,0,0.0,0.0,0,1,0,0,0,Matches
1160,Conor Hourihane\fcab00a0,ie IRL,MF,Aston Villa,eng Premier League,29,1991,2.5,116,155,74.8,2503,557,31,35,88.6,52,64,81.3,27,46,58.7,1,0.8,+0.2,4,18,2,1,9,Matches
1161,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,de Bundesliga,30,1989,28.5,1072,1391,77.1,29990,19082,167,167,100.0,520,527,98.7,378,687,55.0,0,0.0,0.0,0,9,0,0,1,Matches
1162,Ajdin Hrustic\1f2d714c,au AUS,MFFW,Eint Frankfurt,de Bundesliga,24,1996,3.0,199,244,81.6,3896,1166,77,81,95.1,82,89,92.1,36,64,56.3,0,0.4,-0.4,6,25,10,2,25,Matches
1163,Florian Hübner\e87ad81a,de GER,DF,Union Berlin,de Bundesliga,29,1991,5.8,177,238,74.4,3308,1367,71,79,89.9,84,112,75.0,18,40,45.0,0,0.0,0.0,0,13,2,1,13,Matches
1164,Callum Hudson-Odoi\15f3ec41,eng ENG,FWDF,Chelsea,eng Premier League,19,2000,11.8,542,659,82.2,9055,2150,306,343,89.2,170,202,84.2,58,92,63.0,3,3.1,-0.1,31,24,38,11,55,Matches
1165,Niall Huggins\6d646ff7,wls WAL,DF,Leeds United,eng Premier League,19,2000,0.4,17,23,73.9,240,57,11,14,78.6,6,6,100.0,0,3,0.0,0,0.0,0.0,0,1,0,0,0,Matches
1166,Mats Hummels\05d548d8,de GER,DF,Dortmund,de Bundesliga,31,1988,31.3,2293,2581,88.8,56458,14700,416,454,91.6,1267,1348,94.0,605,759,79.7,0,0.9,-0.9,10,140,9,0,136,Matches
1167,Adrien Hunou\d14229f3,fr FRA,FWMF,Rennes,fr Ligue 1,26,1994,6.5,149,195,76.4,2032,205,89,108,82.4,46,57,80.7,5,10,50.0,0,0.6,-0.6,4,3,5,1,7,Matches
1168,Klaas-Jan Huntelaar\5042e5c2,nl NED,FW,Schalke 04,de Bundesliga,36,1983,6.5,103,135,76.3,1500,228,55,67,82.1,38,50,76.0,3,6,50.0,1,0.5,+0.5,4,5,5,1,8,Matches
1169,Elseid Hysaj\2f3452eb,al ALB,DF,Napoli,it Serie A,26,1994,19.6,1045,1231,84.9,17548,6057,545,593,91.9,366,417,87.8,111,169,65.7,2,1.6,+0.4,14,71,11,0,84,Matches
1170,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,eng Premier League,24,1995,38.0,2389,2687,88.9,45264,12219,965,1054,91.6,1085,1188,91.3,309,400,77.3,4,1.9,+2.1,17,235,20,4,193,Matches
1171,Simone Iacoponi\63071a3f,it ITA,DF,Parma,it Serie A,33,1987,13.3,627,726,86.4,13960,4706,188,202,93.1,311,335,92.8,124,170,72.9,0,0.0,0.0,0,42,1,0,49,Matches
1172,Iago\054849d2,br BRA,DF,Augsburg,de Bundesliga,23,1997,17.3,605,820,73.8,11384,3885,252,289,87.2,276,346,79.8,76,158,48.1,1,1.1,-0.1,14,19,18,10,41,Matches
1173,Roger Ibanez\82efe6fa,br BRA,DF,Roma,it Serie A,21,1998,26.6,1461,1669,87.5,30119,9391,493,540,91.3,742,791,93.8,213,306,69.6,2,0.6,+1.4,8,121,4,0,90,Matches
1174,Vedad Ibišević\c3fd9887,ba BIH,FW,Schalke 04,de Bundesliga,35,1984,1.7,25,35,71.4,355,42,15,19,78.9,6,9,66.7,2,3,66.7,0,0.0,0.0,2,2,0,0,2,Matches
1175,Vicente Iborra\ad1ffcfd,es ESP,MF,Villarreal,es La Liga,32,1988,10.3,545,604,90.2,10868,2560,193,212,91.0,261,278,93.9,81,98,82.7,0,0.2,-0.2,2,39,6,0,28,Matches
1176,Didier Ibrahim Ndong\885b7aa7,ga GAB,MF,Dijon,fr Ligue 1,26,1994,29.0,1317,1521,86.6,26911,6205,468,517,90.5,613,672,91.2,222,292,76.0,1,1.0,0.0,9,116,7,1,118,Matches
1177,Zlatan Ibrahimović\4cde5509,se SWE,FW,Milan,it Serie A,38,1981,16.6,394,557,70.7,5977,1652,203,271,74.9,140,188,74.5,28,44,63.6,2,1.5,+0.5,15,33,23,2,59,Matches
1178,Mauro Icardi\43b78598,ar ARG,FW,Paris S-G,fr Ligue 1,27,1993,12.0,144,176,81.8,1957,376,91,102,89.2,36,50,72.0,7,8,87.5,3,3.1,-0.1,14,9,3,0,10,Matches
1179,Oussama Idrissi\34caa4b3,ma MAR,FWMF,Sevilla,es La Liga,24,1996,0.3,8,10,80.0,232,24,3,4,75.0,2,2,100.0,3,3,100.0,0,0.0,0.0,0,0,1,1,0,Matches
1180,Blendi Idrizi\58450270,xk KVX,MF,Schalke 04,de Bundesliga,22,1998,2.6,52,68,76.5,800,288,37,44,84.1,9,12,75.0,6,8,75.0,0,0.2,-0.2,1,6,2,0,6,Matches
1181,Odion Ighalo\03622183,ng NGA,FW,Manchester Utd,eng Premier League,31,1989,0.1,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1182,Iglesias\974322dc,es ESP,DFMF,Getafe,es La Liga,22,1998,6.7,119,206,57.8,2351,1200,49,61,80.3,40,63,63.5,24,70,34.3,0,0.3,-0.3,5,11,6,5,8,Matches
1183,Borja Iglesias\75645f0e,es ESP,FW,Betis,es La Liga,27,1993,15.7,202,271,74.5,2986,396,121,156,77.6,53,66,80.3,17,24,70.8,0,0.5,-0.5,5,6,3,1,11,Matches
1184,Igor\a4e85758,br BRA,DF,Fiorentina,it Serie A,22,1998,13.0,716,801,89.4,14996,4832,209,230,90.9,390,421,92.6,114,140,81.4,0,0.2,-0.2,3,59,4,1,62,Matches
1185,Kelechi Iheanacho\c92e1a31,ng NGA,FW,Leicester City,eng Premier League,23,1996,16.2,400,501,79.8,5838,924,248,283,87.6,113,136,83.1,29,49,59.2,2,2.9,-0.9,25,21,22,5,29,Matches
1186,Jonathan Ikone\42eaa028,fr FRA,MFFW,Lille,fr Ligue 1,22,1998,24.2,620,773,80.2,10576,2338,309,374,82.6,229,275,83.3,66,86,76.7,5,2.5,+2.5,21,49,28,2,75,Matches
1187,Yun Il-lok\23bf644d,kr KOR,MFFW,Montpellier,fr Ligue 1,28,1992,3.5,80,109,73.4,1299,328,40,49,81.6,30,37,81.1,6,11,54.5,0,0.4,-0.4,3,7,1,1,7,Matches
1188,Ilaix\f4c69aa6,es ESP,MF,Barcelona,es La Liga,17,2003,6.0,340,370,91.9,5064,799,193,205,94.1,123,134,91.8,15,19,78.9,2,0.8,+1.2,7,26,4,0,16,Matches
1189,Ivan Ilić\bb376bed,rs SRB,MF,Hellas Verona,it Serie A,19,2001,20.4,970,1155,84.0,18306,4372,357,407,87.7,490,542,90.4,109,171,63.7,0,0.7,-0.7,14,103,11,1,93,Matches
1190,Josip Iličić\68252d6d,si SVN,FWMF,Atalanta,it Serie A,32,1988,17.0,751,1010,74.4,14184,4720,360,421,85.5,252,332,75.9,120,201,59.7,9,7.8,+1.2,62,69,78,17,140,Matches
1191,Asier Illarramendi\5ce0b5ba,es ESP,MF,Real Sociedad,es La Liga,30,1990,3.7,238,261,91.2,4476,1359,95,99,96.0,115,122,94.3,25,36,69.4,0,0.0,0.0,1,29,2,0,25,Matches
1192,Stefan Ilsanker\8494acc4,at AUT,MFDF,Eint Frankfurt,de Bundesliga,31,1989,17.5,708,883,80.2,13924,4416,261,289,90.3,347,410,84.6,91,156,58.3,0,0.2,-0.2,5,58,5,1,66,Matches
1193,Ciro Immobile\4431aed2,it ITA,FW,Lazio,it Serie A,30,1990,31.7,663,888,74.7,9810,1877,373,465,80.2,179,248,72.2,60,88,68.2,6,6.7,-0.7,54,31,31,2,62,Matches
1194,Riccardo Improta\f6dfa5b8,it ITA,MFDF,Benevento,it Serie A,26,1993,25.9,685,946,72.4,11812,5167,340,397,85.6,257,327,78.6,71,156,45.5,0,1.7,-1.7,22,66,34,17,108,Matches
1195,Roberto Inglese\6c1f7328,it ITA,FW,Parma,it Serie A,28,1991,6.4,75,115,65.2,1110,232,42,55,76.4,24,39,61.5,5,8,62.5,2,1.0,+1.0,3,5,3,0,9,Matches
1196,Danny Ings\07802f7f,eng ENG,FW,Southampton,eng Premier League,28,1992,24.1,344,519,66.3,5196,1437,202,261,77.4,103,152,67.8,27,63,42.9,4,2.6,+1.4,22,29,19,6,49,Matches
1197,Marcus Ingvartsen\271b8617,dk DEN,MFFW,Union Berlin,de Bundesliga,24,1996,21.8,463,652,71.0,7338,2027,235,281,83.6,163,232,70.3,38,85,44.7,5,2.1,+2.9,21,33,11,3,43,Matches
1198,Lorenzo Insigne\2f557579,it ITA,FW,Napoli,it Serie A,29,1991,31.8,1486,1863,79.8,27327,7107,723,805,89.8,522,631,82.7,213,347,61.4,8,8.5,-0.5,64,112,88,13,182,Matches
1199,Roberto Insigne\8faf7b3c,it ITA,MFFW,Benevento,it Serie A,26,1994,17.8,495,625,79.2,8719,2240,232,267,86.9,173,211,82.0,68,106,64.2,4,3.6,+0.4,39,29,31,7,56,Matches
1200,Pablo Insua\4b5e7e90,es ESP,DF,Huesca,es La Liga,26,1993,17.6,647,755,85.7,14981,4331,154,170,90.6,358,391,91.6,132,187,70.6,0,0.1,-0.1,2,23,1,0,19,Matches
1201,Takashi Inui\61bd33d0,jp JPN,MFFW,Eibar,es La Liga,32,1988,20.2,366,534,68.5,6113,1595,191,230,83.0,131,182,72.0,33,88,37.5,0,1.9,-1.9,14,24,23,10,37,Matches
1202,Artur Ioniță\cedb3e36,md MDA,MF,Benevento,it Serie A,29,1990,31.5,598,767,78.0,9436,2447,332,389,85.3,193,241,80.1,47,79,59.5,0,0.4,-0.4,9,48,10,3,39,Matches
1203,Alexander Isak\8e92be30,se SWE,FW,Real Sociedad,es La Liga,20,1999,26.0,329,454,72.5,5126,792,173,215,80.5,117,155,75.5,24,37,64.9,2,2.3,-0.3,11,14,21,2,35,Matches
1204,Isco\a0b4bb3e,es ESP,MFFW,Real Madrid,es La Liga,28,1992,10.1,633,731,86.6,10932,2914,319,338,94.4,222,254,87.4,72,105,68.6,2,1.7,+0.3,20,68,17,1,68,Matches
1205,Ardian Ismajli\6b635f5c,al ALB,DF,Spezia,it Serie A,23,1996,14.4,633,709,89.3,15084,3316,107,120,89.2,382,401,95.3,141,181,77.9,1,0.0,+1.0,0,31,1,1,31,Matches
1206,Branislav Ivanović\85f8571a,rs SRB,DF,West Brom,eng Premier League,36,1984,8.5,265,311,85.2,5966,1426,66,74,89.2,147,163,90.2,52,71,73.2,0,0.1,-0.1,1,11,3,0,10,Matches
1207,Alex Iwobi\6ca5ec4b,ng NGA,FWDF,Everton,eng Premier League,24,1996,17.1,530,688,77.0,9911,2938,213,242,88.0,234,291,80.4,69,113,61.1,2,1.8,+0.2,16,35,26,9,73,Matches
1208,Jairo Izquierdo\2ceb58ab,es ESP,MFDF,Cádiz,es La Liga,26,1993,14.2,333,463,71.9,5402,1773,170,206,82.5,126,159,79.2,28,71,39.4,0,0.9,-0.9,8,21,8,4,21,Matches
1209,José Izquierdo\ca2bc3df,co COL,DF,Brighton,eng Premier League,28,1992,0.1,8,9,88.9,127,13,4,4,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1210,Armando Izzo\89976232,it ITA,DF,Torino,it Serie A,28,1992,22.3,965,1167,82.7,19688,6464,372,397,93.7,417,472,88.3,169,282,59.9,0,0.4,-0.4,6,76,7,3,75,Matches
1211,Phil Jagielka\3233eefd,eng ENG,DF,Sheffield Utd,eng Premier League,37,1982,5.8,142,186,76.3,3668,1007,34,39,87.2,57,71,80.3,49,71,69.0,0,0.0,0.0,0,4,0,0,5,Matches
1212,Alireza Jahanbakhsh\08452314,ir IRN,FWMF,Brighton,eng Premier League,26,1993,5.9,196,265,74.0,3308,778,87,108,80.6,82,100,82.0,19,37,51.4,1,3.2,-2.2,11,4,19,5,21,Matches
1213,Mato Jajalo\8c65eb5f,ba BIH,MF,Udinese,it Serie A,32,1988,0.4,23,29,79.3,321,77,14,15,93.3,8,10,80.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,Matches
1214,Ismail Jakobs\a0415710,de GER,DFMF,Köln,de Bundesliga,20,1999,19.2,465,696,66.8,7879,2715,248,301,82.4,152,231,65.8,53,121,43.8,1,2.0,-1.0,14,19,20,13,37,Matches
1215,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,eng Premier League,22,1997,10.1,237,304,78.0,3257,754,151,176,85.8,68,88,77.3,7,11,63.6,1,1.2,-0.2,10,6,12,3,25,Matches
1216,Reece James\1265a93a,eng ENG,DF,Chelsea,eng Premier League,20,1999,26.4,1688,1987,85.0,31436,8069,738,799,92.4,732,818,89.5,202,315,64.1,2,3.0,-1.0,40,81,45,24,111,Matches
1217,Alexandre Jankewitz\7c39363f,ch SUI,MF,Southampton,eng Premier League,18,2001,0.0,2,3,66.7,31,25,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,Matches
1218,Saidy Janko\689c9cf4,gm GAM,DF,Valladolid,es La Liga,24,1995,13.6,433,589,73.5,7458,2712,205,241,85.1,176,231,76.2,40,84,47.6,1,0.4,+0.6,8,30,12,7,32,Matches
1219,Jakub Jankto\1ea5f91c,cz CZE,MF,Sampdoria,it Serie A,24,1996,26.8,632,914,69.1,11149,3077,291,353,82.4,247,337,73.3,77,167,46.1,3,3.1,-0.1,31,46,24,8,64,Matches
1220,Tony Jantschke\34b54da7,de GER,DF,M'Gladbach,de Bundesliga,30,1990,3.0,234,254,92.1,4840,1490,68,71,95.8,127,133,95.5,36,44,81.8,0,0.0,0.0,0,8,0,0,16,Matches
1221,Adnan Januzaj\4737cebe,be BEL,FWMF,Real Sociedad,es La Liga,25,1995,11.3,409,573,71.4,7647,2857,199,231,86.1,137,173,79.2,61,133,45.9,5,4.4,+0.6,24,32,38,8,67,Matches
1222,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,35,1984,8.0,184,284,64.8,6322,4035,22,23,95.7,78,79,98.7,83,181,45.9,0,0.0,0.0,0,2,0,0,0,Matches
1223,Jason\9038c2a1,es ESP,MFDF,Valencia,es La Liga,26,1994,4.9,94,142,66.2,1596,537,47,63,74.6,38,51,74.5,9,26,34.6,0,0.6,-0.6,6,6,5,3,11,Matches
1224,Luis Javier Suárez\eeba07f8,co COL,FWMF,Granada,es La Liga,22,1997,18.5,182,296,61.5,3135,862,85,124,68.5,79,117,67.5,14,29,48.3,1,1.4,-0.4,13,16,11,3,27,Matches
1225,Corentin Jean\7d9b37bf,fr FRA,FWMF,Lens,fr Ligue 1,25,1995,6.4,129,171,75.4,2103,442,68,80,85.0,42,53,79.2,12,21,57.1,1,0.5,+0.5,7,6,8,5,10,Matches
1226,Daniel Jebbison\03edb878,eng ENG,FW,Sheffield Utd,eng Premier League,17,2003,3.2,24,34,70.6,308,38,16,21,76.2,6,9,66.7,1,2,50.0,0,0.0,0.0,1,2,0,0,1,Matches
1227,Tin Jedvaj\f820504e,hr CRO,DF,Leverkusen,de Bundesliga,24,1995,1.7,110,127,86.6,2255,943,38,39,97.4,59,66,89.4,13,20,65.0,0,0.0,0.0,0,14,1,0,9,Matches
1228,Fredrik Jensen\3eeb80e0,fi FIN,FWMF,Augsburg,de Bundesliga,22,1997,4.2,68,100,68.0,1087,352,36,43,83.7,25,31,80.6,5,16,31.3,1,1.0,0.0,6,5,4,1,4,Matches
1229,Jesé\4a537185,es ESP,FW,Paris S-G,fr Ligue 1,27,1993,0.3,4,8,50.0,35,4,3,5,60.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
1230,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,eng Premier League,23,1997,22.9,638,754,84.6,8741,1055,394,444,88.7,168,196,85.7,32,44,72.7,4,3.4,+0.6,28,23,14,1,31,Matches
1231,Juan Jesus\79083382,br BRA,DF,Roma,it Serie A,29,1991,1.7,120,130,92.3,2566,994,31,34,91.2,68,69,98.6,20,25,80.0,0,0.0,0.0,0,8,0,0,7,Matches
1232,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,eng Premier League,29,1991,9.1,207,263,78.7,3241,561,126,150,84.0,52,64,81.3,22,32,68.8,0,0.8,-0.8,8,16,9,0,19,Matches
1233,Joaquín\4c5b14d2,es ESP,FWMF,Betis,es La Liga,39,1981,14.3,605,753,80.3,9516,2602,357,392,91.1,185,224,82.6,45,96,46.9,6,2.5,+3.5,32,32,31,11,57,Matches
1234,John Joe\fd01216a,ie IRL,MFDF,Getafe,es La Liga,16,2003,0.7,11,21,52.4,177,44,5,9,55.6,6,8,75.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
1235,Joelinton\c17bfb65,br BRA,FWMF,Newcastle Utd,eng Premier League,23,1996,22.0,436,590,73.9,6190,1191,271,326,83.1,130,176,73.9,21,35,60.0,2,2.1,-0.1,17,17,9,2,26,Matches
1236,Marco John\d9e196bf,de GER,DF,Hoffenheim,de Bundesliga,18,2002,11.1,425,534,79.6,6793,2701,220,251,87.6,175,206,85.0,23,44,52.3,0,1.6,-1.6,10,23,19,9,46,Matches
1237,Ben Johnson\9319781b,eng ENG,DF,West Ham,eng Premier League,20,2000,5.8,154,219,70.3,2655,1075,86,94,91.5,46,66,69.7,17,40,42.5,0,0.2,-0.2,4,12,3,3,15,Matches
1238,Sam Johnstone\9e5708be,eng ENG,GK,West Brom,eng Premier League,27,1993,37.0,640,1282,49.9,26989,18771,47,47,100.0,183,193,94.8,408,1038,39.3,1,0.4,+0.6,1,26,0,0,0,Matches
1239,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,eng Premier League,19,2001,13.1,890,976,91.2,15013,3201,433,465,93.1,354,374,94.7,86,105,81.9,2,1.6,+0.4,13,97,22,2,66,Matches
1240,Frenkie de Jong\1bacc518,nl NED,MFDF,Barcelona,es La Liga,23,1997,35.0,2598,2831,91.8,43830,11989,1212,1307,92.7,1126,1185,95.0,198,235,84.3,4,5.5,-1.5,49,227,34,2,186,Matches
1241,Luuk de Jong\abb3bb95,nl NED,FW,Sevilla,es La Liga,29,1990,14.1,261,350,74.6,3717,383,157,188,83.5,78,117,66.7,14,20,70.0,0,1.1,-1.1,12,13,2,0,9,Matches
1242,Jony\244f57b9,es ESP,MFFW,Osasuna,es La Liga,29,1991,9.7,231,397,58.2,4799,2227,96,133,72.2,82,134,61.2,51,108,47.2,2,2.3,-0.3,22,22,33,14,51,Matches
1243,Joan Jordán\2a0c8ba4,es ESP,MF,Sevilla,es La Liga,26,1994,26.7,1775,2024,87.7,36123,7593,713,782,91.2,717,790,90.8,318,399,79.7,6,2.8,+3.2,39,164,33,9,136,Matches
1244,Jorginho\45db685d,it ITA,MF,Chelsea,eng Premier League,28,1991,22.3,1558,1740,89.5,27960,6525,706,755,93.5,670,733,91.4,160,218,73.4,1,2.1,-1.1,24,140,20,1,115,Matches
1245,Josan\5b28b2f6,es ESP,MFDF,Elche,es La Liga,30,1989,21.4,608,812,74.9,10333,3453,319,369,86.4,224,279,80.3,57,119,47.9,2,1.6,+0.4,16,29,15,11,48,Matches
1246,Willian José\d87e2cae,br BRA,FW,Wolves,eng Premier League,28,1991,12.3,249,306,81.4,4406,570,121,140,86.4,86,101,85.1,32,39,82.1,0,0.6,-0.6,11,14,3,0,12,Matches
1247,Willian José\d87e2cae,br BRA,FW,Real Sociedad,es La Liga,28,1991,7.7,186,241,77.2,3585,710,81,106,76.4,69,78,88.5,28,36,77.8,1,0.9,+0.1,7,12,6,1,19,Matches
1248,Joselu\6265208f,es ESP,FW,Alavés,es La Liga,30,1990,33.6,611,1027,59.5,10097,2600,343,515,66.6,181,316,57.3,71,137,51.8,3,3.0,0.0,26,66,16,3,82,Matches
1249,Josema\ed3f5f4c,es ESP,DF,Elche,es La Liga,24,1996,21.8,784,1016,77.2,15253,6075,312,352,88.6,361,440,82.0,102,196,52.0,1,0.6,+0.4,6,43,8,6,35,Matches
1250,Jota\2b65fe46,pt POR,MFFW,Valladolid,es La Liga,21,1999,7.4,159,218,72.9,2514,449,91,107,85.0,49,63,77.8,13,31,41.9,0,0.2,-0.2,2,7,1,0,10,Matches
1251,Jota\9f351459,es ESP,MF,Alavés,es La Liga,29,1991,15.5,369,499,73.9,6969,2128,173,201,86.1,137,167,82.0,52,109,47.7,2,1.9,+0.1,16,37,18,4,49,Matches
1252,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,eng Premier League,23,1996,12.4,327,451,72.5,5377,1228,180,220,81.8,112,151,74.2,30,49,61.2,0,1.6,-1.6,12,33,14,0,46,Matches
1253,Stevan Jovetić\f36c432f,me MNE,FWMF,Monaco,fr Ligue 1,30,1989,8.9,269,382,70.4,4418,1312,141,171,82.5,82,116,70.7,33,60,55.0,0,0.9,-0.9,12,28,19,2,42,Matches
1254,Luka Jović\4d8cd038,rs SRB,FWMF,Real Madrid,es La Liga,22,1997,1.7,34,41,82.9,475,43,22,23,95.7,9,13,69.2,2,2,100.0,0,0.1,-0.1,2,1,0,0,0,Matches
1255,Luka Jović\4d8cd038,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,22,1997,9.9,228,292,78.1,3853,899,123,152,80.9,66,91,72.5,29,34,85.3,1,0.6,+0.4,5,24,10,1,34,Matches
1256,Juanmi\84399660,es ESP,FWMF,Betis,es La Liga,27,1993,6.7,112,144,77.8,1461,262,76,91,83.5,25,30,83.3,5,11,45.5,0,0.1,-0.1,3,2,2,0,3,Matches
1257,Hamed Junior Traorè\570bb4b9,ci CIV,FWMF,Sassuolo,it Serie A,20,2000,19.9,655,858,76.3,10634,2751,356,417,85.4,213,277,76.9,60,109,55.0,2,3.6,-1.6,33,53,21,0,66,Matches
1258,Vinicius Júnior\7111d552,br BRA,FW,Real Madrid,es La Liga,20,2000,21.9,678,822,82.5,9564,2055,435,474,91.8,200,246,81.3,29,52,55.8,3,3.1,-0.1,31,19,31,9,49,Matches
1259,James Justin\fb614c44,eng ENG,DF,Leicester City,eng Premier League,22,1998,23.0,989,1248,79.2,16540,5520,496,557,89.0,413,497,83.1,68,140,48.6,1,1.6,-0.6,18,56,33,7,92,Matches
1260,Musa Juwara\7737dee2,gm GAM,DF,Bologna,it Serie A,18,2001,0.5,22,32,68.8,412,154,9,10,90.0,11,16,68.8,2,5,40.0,0,0.0,0.0,0,3,0,0,4,Matches
1261,Jens Jønsson\53520a67,dk DEN,MF,Cádiz,es La Liga,27,1993,29.1,536,700,76.6,9604,2290,254,306,83.0,215,275,78.2,58,101,57.4,0,1.7,-1.7,11,35,6,0,46,Matches
