Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
28,Matías Aguirregaray\8617e3d9,uy URU,DF,Las Palmas,es La Liga,28,1989,12.8,668,559,109,8,0,96,7,16,0,0,0,0,399,81,188,61,476,23,101,3,489,3,18,11,14,Matches
29,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,fr Ligue 1,23,1994,33.4,1346,1335,11,10,1,214,34,1,0,0,0,0,1074,90,182,965,267,93,1,2,1147,3,24,23,25,Matches
30,Ailton\74ced675,br BRA,DFFW,Stuttgart,de Bundesliga,22,1995,1.2,62,51,11,3,0,13,3,4,0,0,0,0,37,6,19,46,3,4,8,0,45,0,1,1,3,Matches
31,Youssef Aït Bennasser\c46fa34c,ma MAR,MF,Caen,fr Ligue 1,21,1996,22.8,1145,1130,15,10,3,202,59,9,2,0,0,0,871,67,207,166,897,71,1,4,938,3,28,24,25,Matches
32,Arlind Ajeti\f9714604,al ALB,DFMF,Crotone,it Serie A,23,1993,14.1,365,355,10,10,1,52,6,1,0,0,0,0,218,50,97,40,280,30,0,3,286,0,12,5,7,Matches
33,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10.0,604,570,34,12,0,73,24,2,0,0,0,0,440,75,89,142,394,34,22,3,521,0,8,8,6,Matches
34,Nathan Aké\eaeca114,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,1565,1499,66,53,2,163,27,5,0,0,0,0,1159,179,227,1193,188,123,13,5,1340,0,25,26,20,Matches
35,Ager Aketxe\c5eaff5c,es ESP,MF,Athletic Club,es La Liga,23,1993,0.4,41,36,5,2,0,6,2,2,3,0,0,0,32,0,9,30,10,1,0,0,32,0,1,0,1,Matches
36,Chadrac Akolo\debc2f28,cd COD,FWMF,Stuttgart,de Bundesliga,22,1995,12.2,316,308,8,0,1,64,4,18,1,0,1,0,220,54,42,16,272,16,3,2,242,6,0,15,10,Matches
37,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,22,1995,18.8,1010,967,43,36,1,147,18,6,0,0,0,0,773,113,124,115,843,28,7,2,866,2,18,12,14,Matches
38,David Alaba\05439de2,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,1320,1160,160,7,2,203,21,72,6,0,3,3,905,229,186,999,128,33,147,1,1120,1,10,21,43,Matches
39,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,17.2,400,370,30,1,2,94,3,8,0,0,0,0,241,99,60,42,279,33,1,11,302,2,4,4,13,Matches
40,David Alba\7a4cd784,es ESP,DF,Getafe,es La Liga,18,1999,0.7,11,11,0,0,0,2,0,0,0,0,0,0,4,6,1,1,7,3,0,0,6,0,2,1,0,Matches
41,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,2323,2105,218,23,1,387,22,75,1,0,0,0,1797,284,242,1763,298,57,194,5,1985,8,20,43,79,Matches
42,Raúl Albentosa\348e4809,es ESP,DF,La Coruña,es La Liga,28,1988,19.4,782,760,22,21,2,108,27,3,0,0,0,0,489,76,217,105,567,91,1,4,600,3,26,7,12,Matches
43,Luis Alberto\5294a83f,es ESP,MFFW,Lazio,it Serie A,24,1992,29.7,1824,1568,256,62,15,332,93,53,162,34,25,6,1208,214,402,109,1643,25,23,16,1339,21,30,40,62,Matches
44,Raúl Albiol\4bd414c1,es ESP,DF,Napoli,it Serie A,31,1985,30.5,2510,2474,36,36,2,271,161,3,0,0,0,0,1716,394,400,309,2001,138,0,10,2223,4,37,23,19,Matches
45,Miiko Albornoz\d459281d,cl CHI,DF,Hannover 96,de Bundesliga,26,1990,7.8,423,330,93,7,0,64,8,16,0,0,0,0,161,141,121,269,40,15,86,4,324,2,10,9,12,Matches
46,Marc Albrighton\b827d5b3,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,28.2,1254,1097,157,30,8,193,90,121,64,41,12,5,612,230,412,104,1050,20,61,4,757,9,49,61,65,Matches
47,Paco Alcácer\a7a9d95a,es ESP,FWMF,Barcelona,es La Liga,23,1993,7.7,236,227,9,1,0,43,2,7,3,0,0,0,191,19,26,41,180,8,2,2,193,2,2,6,9,Matches
48,Pedro Alcalá\ba71d071,es ESP,DF,Girona,es La Liga,28,1989,7.7,307,296,11,11,0,36,23,1,0,0,0,0,156,29,122,10,240,49,0,4,208,0,19,1,6,Matches
49,Thiago Alcántara\77e84962,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,13.9,1309,1271,38,21,3,174,64,12,8,5,1,1,963,169,177,95,1162,25,7,5,1190,3,17,14,7,Matches
50,David Alcibiade\9b8970ce,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,94,75,19,2,0,10,3,5,0,0,0,0,41,14,39,7,59,9,17,1,69,0,2,1,0,Matches
51,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,eng Premier League,28,1989,13.1,933,896,37,25,2,79,63,4,0,0,0,0,620,112,201,157,721,35,12,0,801,0,10,26,5,Matches
52,Steve Aldo One\a8599c17,cm CMR,DF,La Coruña,es La Liga,22,1995,1.0,22,21,1,1,0,0,0,0,0,0,0,0,17,2,3,20,0,2,0,0,18,0,0,0,0,Matches
53,Álex Alegría\46166b49,es ESP,FW,Levante,es La Liga,24,1992,7.0,154,141,13,0,0,41,0,3,0,0,0,0,98,27,29,35,83,21,0,3,110,1,2,2,5,Matches
54,Iván Alejo\3d7e48ce,es ESP,FWMF,Eibar,es La Liga,22,1995,12.2,354,345,9,1,0,84,14,76,2,0,0,0,172,60,122,28,288,26,6,2,188,2,15,7,39,Matches
55,Alexander\3e1858af,ar ARG,FWMF,Leganés,es La Liga,28,1988,11.8,326,308,18,4,0,63,7,29,10,0,0,0,223,44,59,215,79,27,4,0,220,1,5,10,17,Matches
56,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,18,1998,17.5,1282,1062,220,15,2,126,36,62,11,6,5,0,689,251,342,83,965,34,194,1,958,4,44,38,35,Matches
57,Alexis\db0cd1ae,es ESP,DF,Alavés,es La Liga,31,1985,24.3,731,603,128,45,0,122,14,4,0,0,0,0,374,80,277,101,445,88,83,4,523,6,30,9,6,Matches
58,Alisson\7a2e46a8,br BRA,GK,Roma,it Serie A,24,1992,37.0,1175,935,240,58,0,124,54,0,0,0,0,0,619,121,435,89,847,5,1,198,959,2,28,4,0,Matches
59,Allan\cc700722,br BRA,MF,Napoli,it Serie A,26,1991,31.7,1821,1795,26,7,5,311,25,22,4,1,0,2,1373,236,212,167,1577,49,15,9,1558,6,26,39,37,Matches
60,Joe Allen\9feb8f24,wls WAL,MF,Stoke City,eng Premier League,27,1990,34.9,1375,1339,36,17,2,314,17,18,9,4,0,4,974,180,221,245,984,97,2,8,1101,5,28,41,37,Matches
61,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,32.9,1279,1232,47,15,9,321,21,30,4,0,1,0,919,197,163,83,1106,41,18,10,998,6,20,52,54,Matches
62,José Alonso Lara\7e28d6f7,es ESP,FW,Sevilla,es La Liga,17,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,3,0,1,0,0,Matches
63,Júnior Alonso\b18a3023,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,1875,1816,59,33,3,253,54,6,1,0,0,0,1283,128,464,1305,362,139,25,4,1495,4,43,32,24,Matches
64,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,26,1990,31.7,1712,1425,287,19,0,251,43,83,0,0,0,0,1024,396,292,1182,164,48,268,3,1341,9,32,57,71,Matches
65,Ricky Álvarez\92a5ac34,ar ARG,MFFW,Sampdoria,it Serie A,29,1988,3.0,174,158,16,3,0,27,4,11,10,4,2,2,111,26,37,144,16,7,2,3,131,1,3,6,6,Matches
66,Sergio Álvarez\8875b8c9,es ESP,GK,Celta Vigo,es La Liga,30,1986,16.4,518,397,121,38,0,85,7,0,0,0,0,0,237,28,253,78,394,1,0,32,342,2,22,2,2,Matches
67,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,437,418,19,12,0,84,10,1,0,0,0,0,318,47,72,36,350,34,7,0,359,2,12,6,7,Matches
68,Dani Alves\c9e99e49,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,22.9,1987,1848,139,15,6,376,73,73,5,0,0,0,1405,218,364,184,1622,48,118,7,1686,8,29,54,40,Matches
69,Ibrahim Amadou\9260926b,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,26.7,1539,1528,11,11,4,223,60,4,0,0,0,0,1255,70,214,140,1321,61,0,2,1339,4,34,25,18,Matches
70,Eloi Amagat\12a875ce,es ESP,FWMF,Girona,es La Liga,32,1985,0.2,8,8,0,0,0,2,0,1,0,0,0,0,6,1,1,1,7,0,0,0,7,0,0,0,0,Matches
71,Morgan Amalfitano\ab914649,fr FRA,MF,Rennes,fr Ligue 1,32,1985,8.3,260,248,12,6,3,70,7,15,0,0,0,0,194,16,50,22,222,11,5,0,207,0,6,5,4,Matches
72,Romain Amalfitano\d7bf3d19,fr FRA,MF,Dijon,fr Ligue 1,27,1989,30.0,1400,1377,23,12,2,232,83,18,2,0,0,0,984,82,334,102,1224,60,7,1,1129,5,34,31,30,Matches
73,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,308,246,62,2,0,57,3,0,0,0,0,0,170,65,73,31,193,16,60,2,244,1,3,5,4,Matches
74,Jordi Amat\d70a2141,es ESP,DFMF,Betis,es La Liga,25,1992,22.7,1572,1542,30,22,0,211,39,0,0,0,0,0,1313,63,196,312,1162,77,8,0,1404,3,26,13,17,Matches
75,Amath\f3b1d9a2,sn SEN,MFFW,Getafe,es La Liga,21,1996,31.8,617,610,7,1,0,136,9,23,0,0,0,0,436,63,118,114,437,45,4,5,402,6,21,28,45,Matches
76,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,1324,1155,169,7,2,177,25,46,0,0,0,0,863,121,340,709,356,77,162,3,1050,5,26,17,46,Matches
77,Stephan Ambrosius\2930c9d8,de GER,DF,Hamburger SV,de Bundesliga,18,1998,0.5,33,32,1,1,0,1,1,0,0,0,0,0,28,1,4,3,28,1,0,0,30,1,1,0,0,Matches
78,Kelvin Amian\bcc81786,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35.0,1252,998,254,24,0,244,25,31,2,0,0,0,724,166,362,171,758,82,228,1,962,4,35,37,37,Matches
79,Nadiem Amiri\555d5edd,de GER,MFFW,Hoffenheim,de Bundesliga,20,1996,19.4,875,833,42,20,6,167,20,34,15,3,3,0,605,120,150,125,698,28,7,8,676,7,18,21,31,Matches
80,Ethan Ampadu\10b9fa99,wls WAL,DF,Chelsea,eng Premier League,16,2000,0.1,19,19,0,0,0,0,0,0,0,0,0,0,17,1,1,3,16,0,0,0,19,0,0,0,0,Matches
81,Nordin Amrabat\7c2a398c,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,76,74,2,0,0,21,1,9,0,0,0,0,42,15,19,8,60,5,2,0,46,1,2,2,5,Matches
82,Nordin Amrabat\7c2a398c,ma MAR,FWMF,Leganés,es La Liga,30,1987,18.0,485,462,23,1,0,94,13,52,2,0,0,0,319,58,108,35,409,21,11,3,308,6,16,16,39,Matches
83,Jon Ander Serantes\983ccabe,es ESP,GK,Leganés,es La Liga,27,1989,1.0,27,16,11,5,0,2,1,0,0,0,0,0,2,0,25,0,22,0,0,1,8,0,2,0,0,Matches
84,Joachim Andersen\e34fc66d,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,420,407,13,9,0,38,19,0,0,0,0,0,301,45,74,79,309,18,4,1,369,0,8,2,7,Matches
85,Felipe Anderson\9f1893b9,br BRA,MFFW,Lazio,it Serie A,24,1993,12.9,709,623,86,14,1,98,27,52,35,2,14,3,444,109,156,69,588,16,31,2,504,4,14,18,44,Matches
86,Florin Andone\dc008610,ro ROU,FW,La Coruña,es La Liga,24,1993,18.2,295,278,17,0,0,69,5,23,0,0,0,0,168,67,60,35,182,54,2,9,182,1,15,2,21,Matches
87,Nícolas Andrade\326d09ef,br BRA,GK,Hellas Verona,it Serie A,29,1988,36.0,1357,884,473,111,0,121,77,0,0,0,0,0,332,110,915,121,937,1,0,224,796,6,61,6,7,Matches
88,Benjamin André\ef9c1c95,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,1866,1836,30,17,2,358,54,21,0,0,0,0,1265,194,407,229,1364,180,11,8,1453,11,58,44,44,Matches
89,Marco Andreolli\13d820de,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,847,800,47,33,0,108,32,0,0,0,0,0,557,93,197,179,601,50,2,1,681,3,15,7,7,Matches
90,Yoann Andreu\872cd68c,fr FRA,DF,Angers,fr Ligue 1,28,1989,23.0,1176,965,211,8,0,191,23,55,2,0,0,0,690,135,351,342,550,72,201,5,910,3,29,28,33,Matches
91,Miguel Ángel Guerrero\b35db3f6,es ESP,FW,Leganés,es La Liga,27,1990,16.0,356,330,26,0,0,60,1,1,0,0,0,0,254,57,45,42,241,41,0,13,274,0,3,8,12,Matches
92,Miguel Ángel Moyá\011d8c56,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,272,230,42,11,0,32,9,0,0,0,0,0,120,8,144,32,214,0,0,10,204,0,14,3,1,Matches
93,Miguel Ángel Rubio\56cafd0a,es ESP,DF,Getafe,es La Liga,19,1998,0.3,7,7,0,0,0,2,0,0,0,0,0,0,1,3,3,1,2,2,0,0,3,0,1,0,0,Matches
94,José Ángel\3024e383,es ESP,DF,Eibar,es La Liga,27,1989,27.0,1634,1275,359,58,0,248,86,117,41,0,0,0,608,261,765,1098,141,113,260,2,987,5,98,28,79,Matches
95,Gabriele Angella\0c971997,it ITA,DF,Udinese,it Serie A,28,1989,9.9,494,468,26,16,0,48,18,2,0,0,0,0,300,62,132,37,383,44,10,5,408,1,14,1,4,Matches
96,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Torino,it Serie A,30,1986,20.8,972,802,170,12,0,141,76,65,3,0,0,1,453,157,362,324,456,26,155,7,695,3,33,14,31,Matches
97,Luca Antei\97c9bce3,it ITA,DF,Benevento,it Serie A,25,1992,6.6,371,348,23,19,0,34,8,1,0,0,0,0,280,29,62,29,322,8,4,0,315,0,6,5,3,Matches
98,Mirco Antenucci\43a2e16c,it ITA,FW,SPAL,it Serie A,32,1984,28.6,647,614,33,3,1,184,17,29,0,0,0,0,429,114,104,98,464,47,2,18,475,6,16,16,25,Matches
99,Waldemar Anton\5e66fa06,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,25.3,1190,1142,48,44,0,181,27,5,0,0,0,0,805,151,234,188,851,114,4,4,961,3,41,18,23,Matches
100,Luca Antonelli\40f0ed6c,it ITA,DFMF,Milan,it Serie A,30,1987,1.6,95,89,6,0,0,8,0,1,0,0,0,0,67,12,16,64,19,4,6,1,79,0,1,3,0,Matches
101,Michail Antonio\ac05f970,jm JAM,FWMF,West Ham,eng Premier League,27,1990,15.0,482,436,46,1,0,129,18,52,0,0,0,0,222,104,156,78,290,23,45,7,292,8,11,15,25,Matches
102,Mirko Antonucci\91976866,it ITA,FW,Roma,it Serie A,18,1999,0.3,15,14,1,0,0,1,1,3,0,0,0,0,4,7,4,2,10,2,1,0,11,0,1,0,1,Matches
103,Vitorino Antunes\3e4f735d,pt POR,DF,Getafe,es La Liga,30,1987,31.1,1328,959,369,53,1,197,43,83,49,0,0,0,490,285,553,857,111,81,267,4,832,8,60,32,48,Matches
104,Dennis Aogo\c311243f,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,21.7,1192,1003,189,51,1,174,80,45,48,3,11,6,691,190,311,927,109,48,90,9,964,2,26,19,20,Matches
105,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,27.0,1538,1513,25,16,5,220,28,17,7,0,0,0,1308,89,141,96,1381,47,2,1,1312,3,25,35,31,Matches
106,Alberto Aquilani\ad340e17,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,992,970,22,21,0,154,51,5,0,0,0,0,761,80,151,119,831,33,1,6,826,3,20,23,20,Matches
107,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,21,1995,23.6,658,651,7,2,1,119,45,6,0,0,0,0,360,65,233,63,513,69,2,1,452,6,25,22,20,Matches
108,Guilherme Arana\2b15a82a,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,130,109,21,3,0,8,1,2,0,0,0,0,84,18,28,86,16,10,18,0,107,0,7,1,4,Matches
109,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,1731,1649,82,68,4,223,70,19,3,0,3,0,1225,229,277,165,1458,75,9,6,1485,6,31,31,29,Matches
110,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,21,1996,22.4,757,724,33,7,2,149,46,55,19,0,0,0,571,51,135,601,133,13,7,2,533,4,13,24,40,Matches
111,Sergio Araujo\080ac8d8,ar ARG,FWMF,Las Palmas,es La Liga,25,1992,0.4,22,21,1,0,0,4,0,1,0,0,0,0,18,1,3,3,16,2,1,0,20,0,0,0,1,Matches
112,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,30,1987,26.8,1583,1502,81,47,0,233,141,9,2,0,0,0,940,156,487,301,1071,155,32,6,1234,9,87,24,29,Matches
113,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34.0,584,489,95,15,0,54,8,0,0,0,0,0,458,24,102,60,428,3,0,91,524,0,8,4,0,Matches
114,Scott Arfield\b1313ec4,ca CAN,MF,Burnley,eng Premier League,28,1988,14.8,369,366,3,0,0,92,2,8,1,0,0,0,240,66,63,48,278,31,1,1,251,3,10,25,16,Matches
115,Samuel Armenteros\9c8f641a,se SWE,FW,Benevento,it Serie A,27,1990,4.8,84,68,16,0,0,16,0,1,0,0,0,0,60,10,14,61,12,6,0,0,66,0,1,1,1,Matches
116,Yoël Armougom\9dd5da03,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,1.5,81,57,24,0,0,13,3,4,1,0,0,0,33,18,30,39,11,6,23,1,48,0,4,3,9,Matches
117,José Arnaiz\46e07328,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,4,4,0,0,0,1,0,0,0,0,0,0,3,1,0,1,2,1,0,0,3,0,0,0,0,Matches
118,Marko Arnautović\00459419,at AUT,FWMF,West Ham,eng Premier League,28,1989,25.7,757,713,44,10,1,181,9,60,3,2,1,0,458,151,148,123,523,52,13,21,502,2,12,37,51,Matches
119,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,1425,1252,173,103,1,204,79,38,61,17,20,7,848,244,333,1016,331,54,3,4,1121,9,30,17,26,Matches
120,Jann-Fiete Arp\c21fb312,de GER,FW,Hamburger SV,de Bundesliga,17,2000,9.4,154,135,19,1,1,49,3,3,0,0,0,0,81,48,25,21,111,9,0,3,91,0,3,9,11,Matches
121,Alejandro Arribas\cc29324e,es ESP,DF,La Coruña,es La Liga,28,1989,3.0,120,120,0,0,0,14,2,0,0,0,0,0,78,12,30,8,100,12,0,0,96,0,3,0,2,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Athletic Club,es La Liga,22,1994,30.0,862,663,199,65,0,118,23,0,0,0,0,0,259,22,581,89,684,1,0,67,545,6,11,3,3,Matches
123,Harry Arter\2f4c5a52,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,587,562,25,23,1,73,20,4,1,0,0,1,460,54,73,309,257,15,1,1,505,0,9,18,9,Matches
124,Aythami Artiles\01ae64cd,es ESP,DF,Las Palmas,es La Liga,31,1986,2.0,90,82,8,8,0,22,1,0,0,0,0,0,67,6,17,13,71,3,0,0,75,0,2,1,0,Matches
125,Kwadwo Asamoah\089550f5,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,1276,1159,117,10,0,177,30,28,0,0,0,0,928,192,156,1064,69,24,107,4,1118,4,13,16,25,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,8.0,185,179,6,0,1,44,2,12,1,1,0,0,132,29,24,42,127,10,1,2,134,1,3,7,11,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,1160,1144,16,11,0,197,15,5,1,1,0,0,770,202,188,230,790,105,4,5,964,4,18,21,13,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,28,1989,23.0,469,325,144,35,0,41,13,0,0,0,0,0,154,26,289,47,310,0,0,86,277,4,19,2,0,Matches
129,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,21,1996,20.5,1226,1160,66,11,6,190,39,76,41,0,0,0,987,84,155,1048,142,22,13,1,1028,5,10,24,41,Matches
130,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,1290,1230,60,17,3,291,37,52,24,0,0,0,978,146,166,922,286,62,5,7,971,12,31,37,44,Matches
131,Benoît Assou-Ekotto\a557e6b0,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,606,504,102,17,0,85,25,11,0,0,0,0,281,83,242,472,21,22,85,6,436,4,16,21,13,Matches
132,Simon Asta\dfc85b89,de GER,MF,Augsburg,de Bundesliga,16,2001,0.1,7,6,1,0,0,2,0,0,0,0,0,0,5,1,1,1,5,0,1,0,5,0,0,0,1,Matches
133,Davide Astori\1522dab2,it ITA,DF,Fiorentina,it Serie A,30,1987,25.0,1507,1448,59,55,0,156,47,11,0,0,0,0,1074,179,254,1239,176,61,4,2,1306,6,30,12,17,Matches
