Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1311,Vincent Kompany\d2bff301,be BEL,DF,Manchester City,eng Premier League,31,1986,15.5,1313,1402,93.7,27588,8536,379,394,96.2,713,747,95.4,209,245,85.3,1,0.7,+0.3,4,88,2,0,59,Matches
1312,Ibrahima Konaté\5ed9b537,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,13.6,528,651,81.1,10905,4488,182,203,89.7,256,294,87.1,87,149,58.4,0,0.5,-0.5,3,42,2,0,44,Matches
1313,Moussa Konaté\fcbcbd94,sn SEN,FW,Amiens,fr Ligue 1,24,1993,27.5,345,513,67.3,4979,774,188,242,77.7,115,169,68.0,18,42,42.9,1,1.6,-0.6,18,15,19,3,27,Matches
1314,Geoffrey Kondogbia\cce181df,cf CTA,MF,Valencia,es La Liga,24,1993,29.0,1333,1549,86.1,27028,6564,504,576,87.5,614,684,89.8,207,272,76.1,4,2.2,+1.8,18,147,15,0,148,Matches
1315,Bakary Koné\1f713024,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,27.4,873,1035,84.3,20364,6979,193,225,85.8,459,494,92.9,212,297,71.4,0,0.0,0.0,2,43,4,1,48,Matches
1316,Terence Kongolo\1f9a3a04,nl NED,DF,Huddersfield,eng Premier League,23,1994,11.7,275,393,70.0,4905,2514,113,137,82.5,116,156,74.4,35,76,46.1,0,0.2,-0.2,3,29,4,2,34,Matches
1317,Terence Kongolo\1f9a3a04,nl NED,DF,Monaco,fr Ligue 1,23,1994,2.8,117,162,72.2,2044,663,45,51,88.2,58,76,76.3,11,26,42.3,0,0.3,-0.3,1,11,2,2,4,Matches
1318,Yevhen Konoplyanka\d9a5d930,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,17.4,332,500,66.4,5643,1360,178,222,80.2,121,168,72.0,30,86,34.9,4,4.4,-0.4,32,16,20,10,27,Matches
1319,Julian Korb\3dffff26,de GER,DF,Hannover 96,de Bundesliga,25,1992,26.0,812,1202,67.6,15370,8922,292,371,78.7,414,574,72.1,94,208,45.2,1,2.1,-1.1,23,70,23,10,110,Matches
1320,Laurent Koscielny\f5efb153,fr FRA,DF,Arsenal,eng Premier League,31,1985,24.7,1538,1711,89.9,34778,11328,421,456,92.3,763,820,93.0,346,416,83.2,0,0.5,-0.5,6,131,4,1,113,Matches
1321,Filip Kostić\b1cd37e6,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,27.1,459,777,59.1,7886,2818,226,324,69.8,170,261,65.1,48,128,37.5,1,3.0,-2.0,24,25,31,16,70,Matches
1322,Christian Kouakou\ce316f8c,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,9.4,99,147,67.3,1412,422,54,74,73.0,35,49,71.4,4,14,28.6,1,0.4,+0.6,6,6,7,4,11,Matches
1323,Rominigue Kouamé\86a2ba20,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,2.2,118,139,84.9,2100,524,49,57,86.0,53,60,88.3,15,19,78.9,0,0.3,-0.3,6,8,2,1,9,Matches
1324,Tomáš Koubek\dc366c36,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34.0,413,740,55.8,15736,10637,41,42,97.6,161,166,97.0,209,530,39.4,0,0.1,-0.1,1,22,0,0,0,Matches
1325,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,26,1991,34.1,2676,2932,91.3,49659,19423,1131,1183,95.6,1198,1275,94.0,326,434,75.1,1,0.3,+0.7,8,156,1,0,178,Matches
1326,Jules Koundé\4d1666ff,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,17.7,703,849,82.8,15226,6139,198,219,90.4,371,405,91.6,129,207,62.3,1,0.1,+0.9,3,67,5,1,82,Matches
1327,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,West Ham,eng Premier League,27,1989,31.1,742,963,77.1,11075,2758,440,522,84.3,225,291,77.3,51,93,54.8,3,0.6,+2.4,14,48,2,2,54,Matches
1328,Mateo Kovačić\79c0821a,hr CRO,MF,Real Madrid,es La Liga,23,1994,11.0,715,774,92.4,13173,3284,279,301,92.7,352,373,94.4,74,86,86.0,1,1.0,0.0,12,63,9,0,64,Matches
1329,Maksym Koval\60713cb3,ua UKR,GKMF,La Coruña,es La Liga,24,1992,1.3,21,34,61.8,781,505,4,4,100.0,8,10,80.0,9,20,45.0,0,0.0,0.0,0,0,0,0,0,Matches
1330,Dawid Kownacki\be5e1c4c,pl POL,FW,Sampdoria,it Serie A,20,1997,9.1,200,272,73.5,2801,407,122,142,85.9,66,86,76.7,7,19,36.8,2,1.0,+1.0,6,6,7,1,16,Matches
1331,Vincent Koziello\9a493fb7,fr FRA,MF,Nice,fr Ligue 1,21,1995,9.0,546,581,94.0,10143,2156,213,223,95.5,244,258,94.6,73,78,93.6,0,0.7,-0.7,7,45,2,0,38,Matches
1332,Vincent Koziello\9a493fb7,fr FRA,MF,Köln,de Bundesliga,21,1995,8.8,474,524,90.5,8895,1715,190,210,90.5,214,229,93.4,64,72,88.9,0,0.6,-0.6,6,35,8,0,38,Matches
1333,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3.0,79,136,58.1,2755,1964,6,6,100.0,33,34,97.1,39,95,41.1,0,0.0,0.0,0,0,0,0,0,Matches
1334,Emil Krafth\77cf6852,se SWE,DF,Bologna,it Serie A,22,1994,10.5,420,531,79.1,6803,2672,201,232,86.6,188,233,80.7,22,48,45.8,0,0.1,-0.1,3,19,2,2,33,Matches
1335,Oliver Kragl\1c17dfe0,de GER,MF,Crotone,it Serie A,27,1990,1.1,22,39,56.4,413,189,11,15,73.3,9,13,69.2,2,8,25.0,0,0.2,-0.2,2,2,1,0,3,Matches
1336,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,24.8,668,922,72.5,11962,3536,320,381,84.0,244,307,79.5,86,197,43.7,6,6.0,0.0,51,68,37,13,69,Matches
1337,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,26,1991,23.9,1310,1498,87.4,23203,5876,576,634,90.9,586,643,91.1,130,182,71.4,0,0.6,-0.6,11,132,12,2,108,Matches
1338,Ladislav Krejčí\58027adc,cz CZE,FWDF,Bologna,it Serie A,25,1992,4.4,119,159,74.8,1743,365,72,87,82.8,39,57,68.4,6,9,66.7,0,0.1,-0.1,3,6,4,1,7,Matches
1339,Rene Krhin\9a506145,si SVN,MF,Nantes,fr Ligue 1,27,1990,14.6,427,511,83.6,7528,2259,194,215,90.2,175,212,82.5,49,68,72.1,0,0.1,-0.1,2,39,5,0,40,Matches
1340,Bojan Krkić\9fa0a0b8,es ESP,FW,Stoke City,eng Premier League,26,1990,0.8,23,28,82.1,396,78,12,14,85.7,8,10,80.0,3,3,100.0,0,0.0,0.0,1,1,0,0,3,Matches
1341,Bojan Krkić\9fa0a0b8,es ESP,FWMF,Alavés,es La Liga,26,1990,4.9,109,138,79.0,1980,402,54,62,87.1,38,48,79.2,16,24,66.7,0,0.1,-0.1,2,9,2,1,5,Matches
1342,Michael Krohn-Dehli\1c8dc17d,dk DEN,MF,La Coruña,es La Liga,34,1983,8.1,297,360,82.5,5158,1359,146,164,89.0,112,129,86.8,35,55,63.6,0,0.1,-0.1,1,27,6,1,27,Matches
1343,Michael Krohn-Dehli\1c8dc17d,dk DEN,MFFW,Sevilla,es La Liga,34,1983,6.0,306,376,81.4,5600,1378,136,153,88.9,127,142,89.4,40,71,56.3,1,1.0,0.0,6,23,12,0,32,Matches
1344,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,27,1990,25.1,1919,2160,88.8,38649,12092,761,811,93.8,798,862,92.6,335,452,74.1,7,5.6,+1.4,66,275,36,6,223,Matches
1345,Max Kruse\f9446dcd,de GER,FW,Werder Bremen,de Bundesliga,29,1988,27.3,1015,1347,75.4,20248,3797,417,510,81.8,387,480,80.6,197,308,64.0,6,5.2,+0.8,57,54,43,15,87,Matches
1346,Grzegorz Krychowiak\580d52dd,pl POL,MF,West Brom,eng Premier League,27,1990,18.2,644,821,78.4,12320,3241,264,307,86.0,269,322,83.5,97,156,62.2,2,2.1,-0.1,16,67,8,2,64,Matches
1347,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,24,1992,12.8,378,515,73.4,7619,2999,121,146,82.9,204,254,80.3,53,107,49.5,0,0.3,-0.3,4,25,8,2,38,Matches
1348,Jasmin Kurtić\144607cc,si SVN,MF,SPAL,it Serie A,28,1989,16.0,492,658,74.8,8417,1866,239,299,79.9,187,238,78.6,50,85,58.8,0,0.8,-0.8,12,39,9,0,54,Matches
1349,Jasmin Kurtić\144607cc,si SVN,MFFW,Atalanta,it Serie A,28,1989,7.4,248,322,77.0,4048,916,132,159,83.0,84,113,74.3,24,33,72.7,0,0.6,-0.6,6,18,5,0,21,Matches
1350,Layvin Kurzawa\41e7ef1c,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,18.9,897,1072,83.7,12597,3899,529,589,89.8,314,373,84.2,23,57,40.4,2,1.3,+0.7,10,50,7,2,58,Matches
1351,Filip Kusić\de1a2530,rs SRB,DF,Köln,de Bundesliga,21,1996,0.2,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1352,Zdravko Kuzmanović\6df0dc74,rs SRB,MF,Málaga,es La Liga,29,1987,5.3,295,340,86.8,5664,1703,103,115,89.6,155,171,90.6,34,48,70.8,1,0.4,+0.6,6,35,5,1,36,Matches
1353,Han Kwang-song\87243064,kp PRK,FW,Cagliari,it Serie A,18,1998,3.1,44,64,68.8,702,154,24,33,72.7,14,20,70.0,5,8,62.5,0,0.1,-0.1,1,5,1,1,4,Matches
1354,Enock Kwateng\4bf69118,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1.0,23,39,59.0,437,250,10,12,83.3,10,16,62.5,3,9,33.3,0,0.0,0.0,0,3,0,0,3,Matches
1355,Alberto de la Bella\8497faf7,es ESP,DF,Real Sociedad,es La Liga,31,1985,17.0,812,1035,78.5,15633,5628,308,353,87.3,395,479,82.5,101,185,54.6,1,2.1,-1.1,17,51,27,20,60,Matches
1356,Rajiv van La Parra\1931bde9,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,23.7,509,714,71.3,7711,1826,286,342,83.6,172,239,72.0,30,70,42.9,0,0.9,-0.9,14,25,19,6,57,Matches
1357,Brighton Labeau\f45cf4f7,fr FRA,FW,Amiens,fr Ligue 1,21,1996,0.3,3,3,100.0,33,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1358,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,10.6,161,246,65.4,2295,257,99,134,73.9,52,78,66.7,6,14,42.9,0,0.6,-0.6,9,7,5,2,7,Matches
1359,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,eng Premier League,26,1991,24.5,548,714,76.8,7454,1364,346,416,83.2,142,192,74.0,23,43,53.5,4,4.1,-0.1,33,17,36,6,45,Matches
1360,Mehdi Lacen\a3a306f6,dz ALG,MF,Málaga,es La Liga,33,1984,11.7,406,483,84.1,8206,1910,173,209,82.8,157,170,92.4,71,88,80.7,0,0.2,-0.2,4,36,2,1,39,Matches
1361,Mehdi Lacen\a3a306f6,dz ALG,MF,Getafe,es La Liga,33,1984,0.7,20,27,74.1,332,143,10,12,83.3,8,10,80.0,2,3,66.7,0,0.0,0.0,0,4,0,0,2,Matches
1362,Léo Lacroix\5984e9f9,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,8.6,294,349,84.2,6852,2372,74,84,88.1,142,161,88.2,75,97,77.3,0,0.0,0.0,0,17,1,0,20,Matches
1363,Freddie Ladapo\da2b8db3,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,0.2,6,10,60.0,57,7,3,6,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
1364,Alban Lafont\4e7db402,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38.0,602,999,60.3,23343,17472,46,50,92.0,229,234,97.9,326,709,46.0,0,0.0,0.0,1,42,3,0,1,Matches
1365,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,27,1989,17.0,388,578,67.1,9615,4624,84,104,80.8,195,234,83.3,107,231,46.3,0,0.2,-0.2,3,41,6,0,41,Matches
1366,Konrad Laimer\c1b7847c,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,14.9,604,768,78.6,9868,4106,306,356,86.0,233,297,78.5,47,81,58.0,2,1.6,+0.4,11,54,13,4,86,Matches
1367,Kenny Lala\770d7eb8,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,30.3,1276,1703,74.9,29550,11687,407,458,88.9,509,620,82.1,346,564,61.3,5,2.3,+2.7,27,117,39,17,164,Matches
1368,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,3.4,192,223,86.1,2605,801,123,134,91.8,56,62,90.3,4,11,36.4,0,0.4,-0.4,7,21,9,1,27,Matches
1369,Eugenio Lamanna\349601c3,it ITA,GK,Genoa,it Serie A,27,1989,1.0,15,25,60.0,643,487,1,1,100.0,4,4,100.0,10,20,50.0,0,0.0,0.0,0,1,0,0,0,Matches
1370,Érik Lamela\abe66106,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,9.4,374,470,79.6,6001,1155,193,228,84.6,137,162,84.6,32,54,59.3,2,1.6,+0.4,15,24,14,0,30,Matches
1371,Ádám Lang\8614496d,hu HUN,DF,Dijon,fr Ligue 1,24,1993,2.6,100,117,85.5,2377,613,21,26,80.8,54,56,96.4,24,32,75.0,0,0.0,0.0,0,6,0,0,7,Matches
1372,Sebastian Langkamp\74d70fb5,de GER,DF,Hertha BSC,de Bundesliga,29,1988,10.6,466,537,86.8,10189,3480,115,134,85.8,265,281,94.3,83,116,71.6,0,0.0,0.0,0,21,1,0,26,Matches
1373,Sebastian Langkamp\74d70fb5,de GER,DF,Werder Bremen,de Bundesliga,29,1988,4.6,189,217,87.1,4120,1169,53,57,93.0,99,112,88.4,37,47,78.7,0,0.0,0.0,0,8,0,0,11,Matches
1374,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,eng Premier League,24,1993,22.7,1062,1283,82.8,16815,4589,593,655,90.5,350,401,87.3,88,176,50.0,6,3.9,+2.1,40,92,38,3,121,Matches
1375,Gianluca Lapadula\2ead2809,pe PER,FW,Genoa,it Serie A,27,1990,16.6,168,259,64.9,2331,415,99,145,68.3,63,82,76.8,3,16,18.8,1,1.7,-0.7,15,6,3,0,16,Matches
1376,Aymeric Laporte\119b9a8e,es ESP,DF,Athletic Club,es La Liga,23,1994,19.0,809,991,81.6,20057,7057,177,206,85.9,402,454,88.5,225,321,70.1,1,0.5,+0.5,7,85,8,2,76,Matches
1377,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,23,1994,9.0,766,827,92.6,14851,5249,313,331,94.6,340,358,95.0,102,120,85.0,0,0.1,-0.1,2,52,4,1,61,Matches
1378,Danilo Larangeira\fed5f993,br BRA,DF,Udinese,it Serie A,33,1984,30.8,1083,1370,79.1,25244,8880,247,289,85.5,584,666,87.7,248,402,61.7,0,0.0,0.0,1,56,3,0,65,Matches
1379,Kevin Lasagna\09538fdb,it ITA,FWMF,Udinese,it Serie A,24,1992,23.7,277,448,61.8,3991,849,166,235,70.6,91,142,64.1,14,45,31.1,2,1.2,+0.8,14,14,8,3,30,Matches
1380,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,32.5,892,1115,80.0,18501,6870,304,340,89.4,410,474,86.5,166,275,60.4,0,0.6,-0.6,6,59,4,0,74,Matches
1381,Paul Lasne\542cc80f,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,34.0,1412,1769,79.8,28667,7703,531,616,86.2,588,704,83.5,260,383,67.9,3,2.6,+0.4,34,183,31,9,179,Matches
1382,Borja Lasso\d9faee7e,es ESP,MF,Sevilla,es La Liga,23,1994,0.6,25,35,71.4,450,77,11,16,68.8,11,13,84.6,3,4,75.0,0,0.1,-0.1,1,3,1,0,3,Matches
1383,Toni Lato\8e088e04,es ESP,DF,Valencia,es La Liga,19,1997,8.9,311,395,78.7,6019,2422,104,130,80.0,165,191,86.4,39,67,58.2,1,0.8,+0.2,5,24,3,1,32,Matches
1384,Danny Latza\33b554b7,de GER,MF,Mainz 05,de Bundesliga,27,1989,26.1,969,1251,77.5,19725,4727,334,420,79.5,461,558,82.6,164,244,67.2,1,2.6,-1.6,34,91,18,3,109,Matches
1385,Vincent Laurini\3535098b,fr FRA,DF,Fiorentina,it Serie A,28,1989,17.9,856,1095,78.2,16545,7517,325,380,85.5,416,483,86.1,110,213,51.6,1,1.2,-0.2,17,79,26,16,85,Matches
1386,Wesley Lautoa\6e5b5a45,nc NCL,DFMF,Dijon,fr Ligue 1,29,1987,6.9,246,299,82.3,5334,1510,77,92,83.7,116,128,90.6,52,69,75.4,0,0.0,0.0,0,14,1,0,16,Matches
1387,Diego Laxalt\f26e3c59,uy URU,DFMF,Genoa,it Serie A,24,1993,31.2,934,1316,71.0,15073,6472,486,568,85.6,347,479,72.4,76,191,39.8,3,2.1,+0.9,24,43,32,20,89,Matches
1388,Miguel Layún\ad6295d4,mx MEX,DF,Sevilla,es La Liga,29,1988,13.2,483,651,74.2,9294,3718,204,240,85.0,209,274,76.3,65,120,54.2,0,1.8,-1.8,11,36,14,6,47,Matches
1389,Achraf Lazaar\957d41d2,ma MAR,MFDF,Benevento,it Serie A,25,1992,5.3,120,173,69.4,1911,474,67,78,85.9,40,55,72.7,12,33,36.4,0,0.4,-0.4,3,5,5,4,3,Matches
1390,Valentino Lazaro\016ff750,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,20.7,473,685,69.1,7489,2500,257,314,81.8,155,202,76.7,44,122,36.1,5,3.4,+1.6,27,31,20,8,47,Matches
1391,Darko Lazović\5128bde4,rs SRB,MFDF,Genoa,it Serie A,26,1990,13.8,463,665,69.6,8041,2855,226,278,81.3,184,242,76.0,46,120,38.3,1,2.2,-1.2,15,20,19,9,49,Matches
1392,Manuel Lazzari\02caf6e0,it ITA,DFMF,SPAL,it Serie A,23,1993,34.6,1189,1537,77.4,19490,6137,629,714,88.1,459,573,80.1,93,187,49.7,1,2.0,-1.0,29,60,36,24,97,Matches
1393,Mickaël Le Bihan\d512db65,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,1.2,41,48,85.4,685,112,19,22,86.4,17,18,94.4,3,5,60.0,0,0.3,-0.3,3,5,1,0,4,Matches
1394,Maxime Le Marchand\321a71a7,fr FRA,DF,Nice,fr Ligue 1,27,1989,28.2,1666,1912,87.1,31254,11436,656,708,92.7,793,855,92.7,192,299,64.2,1,0.9,+0.1,11,109,14,6,133,Matches
1395,James Lea Siliki\7cf431a5,cm CMR,MF,Rennes,fr Ligue 1,21,1996,20.9,530,730,72.6,10995,2602,196,246,79.7,205,251,81.7,114,196,58.2,2,2.4,-0.4,20,62,12,7,55,Matches
1396,Mathew Leckie\b93b7882,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,20.6,563,783,71.9,9371,2550,301,391,77.0,194,265,73.2,57,86,66.3,1,1.5,-0.5,17,38,20,8,61,Matches
1397,Benjamin Lecomte\2fa2a875,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38.0,609,922,66.1,20946,14032,82,84,97.6,212,217,97.7,312,618,50.5,0,0.1,-0.1,2,14,0,0,1,Matches
1398,Pierre Lees-Melou\f5044e54,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,32.1,1306,1629,80.2,23069,5709,636,721,88.2,454,539,84.2,174,288,60.4,6,5.1,+0.9,55,111,25,3,112,Matches
1399,Matthias Lehmann\abb42ce6,de GER,MF,Köln,de Bundesliga,34,1983,16.8,645,815,79.1,13254,5094,212,248,85.5,335,386,86.8,96,174,55.2,0,0.1,-0.1,3,101,9,0,100,Matches
1400,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,30,1987,32.0,1860,2144,86.8,36552,11868,643,731,88.0,924,1028,89.9,260,330,78.8,3,1.9,+1.1,35,246,24,0,265,Matches
1401,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,23.4,827,1028,80.4,19355,7120,234,253,92.5,391,441,88.7,192,313,61.3,2,1.3,+0.7,7,63,2,0,52,Matches
1402,Iñigo Lekue\59b7d823,es ESP,DFFW,Athletic Club,es La Liga,24,1993,23.5,862,1157,74.5,15999,5663,361,429,84.1,389,492,79.1,106,207,51.2,1,1.7,-0.7,21,62,38,13,100,Matches
1403,Thomas Lemar\4dbd0916,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,26.4,983,1297,75.8,18817,5831,412,475,86.7,397,484,82.0,152,295,51.5,6,7.3,-1.3,58,111,31,8,133,Matches
1404,Mario Lemina\2b471f99,ga GAB,MF,Southampton,eng Premier League,23,1993,19.1,861,991,86.9,16270,3493,344,381,90.3,385,425,90.6,113,161,70.2,1,0.5,+0.5,8,75,5,1,64,Matches
1405,Mauricio Lemos\dbe5a587,uy URU,DFMF,Las Palmas,es La Liga,21,1995,14.0,717,813,88.2,15830,5506,232,243,95.5,323,349,92.6,153,207,73.9,0,0.3,-0.3,4,38,2,0,40,Matches
1406,Mauricio Lemos\dbe5a587,uy URU,DF,Sassuolo,it Serie A,21,1995,7.8,189,266,71.1,3800,1357,64,71,90.1,96,121,79.3,26,70,37.1,0,0.0,0.0,0,10,0,0,5,Matches
1407,Dylan Lempereur\47c2e669,fr FRA,DF,Metz,fr Ligue 1,18,1998,1.6,33,53,62.3,655,388,12,18,66.7,16,24,66.7,4,9,44.4,0,0.0,0.0,1,0,2,1,6,Matches
1408,Clément Lenglet\4f28a6ff,fr FRA,DF,Sevilla,es La Liga,22,1995,33.3,1385,1679,82.5,29360,12507,410,466,88.0,730,806,90.6,238,386,61.7,1,0.5,+0.5,5,82,5,0,82,Matches
1409,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,eng Premier League,30,1987,12.4,204,293,69.6,3223,887,116,142,81.7,68,92,73.9,17,33,51.5,2,1.4,+0.6,8,11,13,5,22,Matches
1410,Aaron Lennon\2ff964a0,eng ENG,FWMF,Everton,eng Premier League,30,1987,8.8,152,214,71.0,2286,672,92,115,80.0,53,69,76.8,5,13,38.5,0,0.5,-0.5,5,9,3,2,17,Matches
1411,Bernd Leno\2628fd2b,de GER,GK,Leverkusen,de Bundesliga,25,1992,33.0,822,1207,68.1,26174,16208,97,98,99.0,389,396,98.2,335,710,47.2,0,0.1,-0.1,3,20,0,0,1,Matches
1412,Pedro León\d66b9872,es ESP,FWMF,Eibar,es La Liga,30,1986,10.3,244,439,55.6,4451,1680,123,169,72.8,78,127,61.4,39,131,29.8,3,2.0,+1.0,26,15,18,9,32,Matches
1413,Sergio León\0a0cc13c,es ESP,FW,Betis,es La Liga,28,1989,22.0,256,380,67.4,3894,677,166,213,77.9,58,88,65.9,26,57,45.6,1,1.7,-0.7,13,17,6,2,19,Matches
1414,Lukas Lerager\1b82f8df,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,36.5,1247,1626,76.7,22538,6623,524,637,82.3,564,699,80.7,131,219,59.8,1,2.1,-1.1,22,127,26,4,156,Matches
1415,Mehdi Léris\7d3cbc67,fr FRA,MFFW,Chievo,it Serie A,19,1998,0.5,9,14,64.3,131,12,6,8,75.0,2,2,100.0,1,4,25.0,0,0.0,0.0,0,0,0,0,0,Matches
1416,Jefferson Lerma\9b5ce51a,co COL,MF,Levante,es La Liga,22,1994,23.7,891,1098,81.1,16466,4254,374,445,84.0,407,482,84.4,102,154,66.2,1,1.0,0.0,16,92,8,0,92,Matches
1417,Maxime Lestienne\ac290817,be BEL,MFFW,Málaga,es La Liga,25,1992,7.4,159,232,68.5,2720,757,87,106,82.1,51,74,68.9,19,43,44.2,1,0.6,+0.4,8,7,5,3,10,Matches
1418,Alexandre Letellier\96fcd380,fr FRA,GK,Angers,fr Ligue 1,26,1990,13.0,161,256,62.9,6538,4913,17,18,94.4,54,54,100.0,90,184,48.9,0,0.0,0.0,0,7,0,0,0,Matches
1419,Gaetano Letizia\3dd45b70,it ITA,DF,Benevento,it Serie A,27,1990,23.8,993,1285,77.3,19929,6454,402,467,86.1,413,504,81.9,164,272,60.3,0,1.4,-1.4,22,74,18,10,94,Matches
1420,Timo Letschert\be9938ed,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,175,217,80.6,3216,1465,72,80,90.0,85,100,85.0,15,32,46.9,0,0.0,0.0,1,12,0,0,17,Matches
1421,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,480,613,78.3,7081,1146,278,339,82.0,161,201,80.1,23,33,69.7,2,2.9,-0.9,23,28,18,0,39,Matches
1422,Igor Lewczuk\6b9f2f3e,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,143,185,77.3,2729,1064,54,59,91.5,75,96,78.1,13,25,52.0,0,0.7,-0.7,6,10,5,3,10,Matches
1423,Stephan Lichtsteiner\99b1d0e6,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,1009,1239,81.4,18526,7105,428,489,87.5,452,516,87.6,117,198,59.1,2,0.5,+1.5,8,87,16,9,76,Matches
1424,Dimitri Liénard\f7691f63,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,28.9,1210,1679,72.1,26799,7452,435,496,87.7,464,552,84.1,295,575,51.3,5,6.4,-1.4,65,114,30,16,120,Matches
1425,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,323,405,79.8,7010,2444,85,97,87.6,187,197,94.9,51,106,48.1,0,0.1,-0.1,1,21,0,0,24,Matches
1426,Lucas Lima\0f52f925,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,29.5,957,1516,63.1,18210,11170,441,534,82.6,344,518,66.4,153,396,38.6,3,5.3,-2.3,55,104,48,27,120,Matches
1427,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,715,780,91.7,13406,4382,298,310,96.1,317,340,93.2,87,111,78.4,0,0.4,-0.4,2,23,1,0,33,Matches
1428,Karol Linetty\d023d70f,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,839,1040,80.7,13149,3703,449,513,87.5,290,358,81.0,66,103,64.1,1,2.0,-1.0,24,70,30,2,108,Matches
1429,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,20.2,837,986,84.9,12095,2626,500,549,91.1,248,294,84.4,47,79,59.5,5,3.5,+1.5,25,69,18,1,64,Matches
1430,Pol Lirola\ff800ed8,es ESP,DFMF,Sassuolo,it Serie A,19,1997,22.5,636,941,67.6,11516,5496,300,357,84.0,251,342,73.4,75,208,36.1,2,2.0,0.0,22,66,16,13,64,Matches
1431,Jake Livermore\b98570d1,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,892,1132,78.8,17773,4746,325,385,84.4,403,472,85.4,148,231,64.1,2,1.9,+0.1,18,118,12,4,121,Matches
1432,Raúl Lizoain\f69e9eee,es ESP,GK,Las Palmas,es La Liga,26,1991,11.0,207,267,77.5,5348,3276,33,33,100.0,122,126,96.8,51,107,47.7,0,0.0,0.0,0,0,0,0,0,Matches
