Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
539,Duje Čop\8b0b02c9,hr CRO,FW,Cagliari,it Serie A,27,1990,1.1,13,23,56.5,196,46,8,14,57.1,5,8,62.5,0,1,0.0,0,0.0,0.0,0,2,0,0,2,Matches
540,Francis Coquelin\a6951bf8,fr FRA,MFDF,Arsenal,eng Premier League,26,1991,1.9,85,99,85.9,1621,447,32,36,88.9,34,36,94.4,15,19,78.9,0,0.2,-0.2,1,8,1,0,9,Matches
541,Francis Coquelin\a6951bf8,fr FRA,MFDF,Valencia,es La Liga,26,1991,7.3,258,314,82.2,4726,1402,116,135,85.9,109,128,85.2,31,46,67.4,0,0.1,-0.1,2,33,1,0,31,Matches
542,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Sevilla,es La Liga,26,1990,9.1,292,390,74.9,4852,1935,150,172,87.2,117,166,70.5,23,47,48.9,1,0.5,+0.5,5,20,6,4,25,Matches
543,Alex Cordaz\e66ebabb,it ITA,GK,Crotone,it Serie A,34,1983,38.0,520,1119,46.5,23451,18774,40,40,100.0,126,130,96.9,352,947,37.2,0,0.0,0.0,1,36,0,0,0,Matches
544,Iñigo Córdoba\49ea92be,es ESP,FWMF,Athletic Club,es La Liga,20,1997,16.2,353,543,65.0,6040,1785,164,226,72.6,147,205,71.7,33,81,40.7,1,1.7,-0.7,15,32,19,7,53,Matches
545,Jhon Córdoba\9f381d8b,co COL,FW,Köln,de Bundesliga,24,1993,10.6,141,210,67.1,2315,331,79,106,74.5,39,66,59.1,19,26,73.1,2,0.7,+1.3,5,10,7,2,14,Matches
546,Sergio Córdova\229cd98a,ve VEN,FWMF,Augsburg,de Bundesliga,19,1997,6.5,111,150,74.0,1560,300,71,88,80.7,32,42,76.2,6,13,46.2,1,0.9,+0.1,9,9,4,1,9,Matches
547,Jérémy Cordoval\7d45b97a,gp GLP,DF,Troyes,fr Ligue 1,27,1990,10.2,317,412,76.9,4822,2486,172,193,89.1,105,142,73.9,25,47,53.2,1,0.5,+0.5,3,24,7,4,25,Matches
548,Benjamin Corgnet\cfd8dde3,fr FRA,MFFW,Strasbourg,fr Ligue 1,30,1987,15.3,369,566,65.2,6122,1566,198,270,73.3,124,184,67.4,38,77,49.4,2,1.3,+0.7,16,36,15,4,38,Matches
549,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,28,1989,38.0,1270,1584,80.2,23847,5644,535,616,86.9,535,634,84.4,175,269,65.1,1,0.9,+0.1,18,115,18,2,123,Matches
550,Andreas Cornelius\c693347d,dk DEN,FW,Atalanta,it Serie A,24,1993,10.4,213,304,70.1,3217,472,129,166,77.7,65,88,73.9,15,32,46.9,1,1.2,-0.2,17,10,7,0,14,Matches
551,Maxwel Cornet\beb391dd,ci CIV,FWMF,Lyon,fr Ligue 1,20,1996,14.1,399,521,76.6,6385,1589,205,245,83.7,138,172,80.2,36,60,60.0,5,3.2,+1.8,27,16,17,6,44,Matches
552,Quentin Cornette\5d42d487,fr FRA,FWMF,Amiens,fr Ligue 1,23,1994,5.0,96,138,69.6,1449,633,54,68,79.4,32,45,71.1,6,19,31.6,1,1.1,-0.1,6,13,2,0,19,Matches
553,Ángel Correa\01eb744d,ar ARG,FWMF,Atlético Madrid,es La Liga,22,1995,25.0,646,897,72.0,9309,2480,403,505,79.8,196,272,72.1,33,76,43.4,4,2.2,+1.8,28,38,28,3,69,Matches
554,Joaquín Correa\45b9b619,ar ARG,FWMF,Sevilla,es La Liga,22,1994,13.3,394,495,79.6,6605,1583,205,252,81.3,155,186,83.3,31,43,72.1,1,1.8,-0.8,22,23,17,0,53,Matches
555,Andrea Cossu\70fd593e,it ITA,MFFW,Cagliari,it Serie A,37,1980,2.7,76,125,60.8,1415,368,34,41,82.9,27,39,69.2,14,43,32.6,1,0.3,+0.7,4,2,1,1,6,Matches
556,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,33,1983,4.0,111,161,68.9,3558,2152,15,15,100.0,47,47,100.0,49,99,49.5,0,0.0,0.0,0,5,1,0,0,Matches
557,Andrea Costa\f5e9a8bd,it ITA,DF,Benevento,it Serie A,31,1986,15.3,560,735,76.2,11806,5631,184,212,86.8,275,324,84.9,98,189,51.9,0,0.1,-0.1,3,41,6,2,51,Matches
558,Danny da Costa\5ddb8f9f,de GER,DF,Eint Frankfurt,de Bundesliga,24,1993,13.4,507,704,72.0,9333,4070,216,257,84.0,234,310,75.5,54,114,47.4,2,1.6,+0.4,12,28,13,8,58,Matches
559,Diego Costa\a190d597,es ESP,FW,Atlético Madrid,es La Liga,28,1988,11.6,248,328,75.6,3429,526,161,205,78.5,67,85,78.8,9,13,69.2,3,2.3,+0.7,13,10,13,2,21,Matches
560,Douglas Costa\4fa7cb9b,br BRA,FWMF,Juventus,it Serie A,26,1990,19.9,826,1037,79.7,15521,3556,375,433,86.6,318,379,83.9,121,182,66.5,6,7.6,-1.6,58,45,48,14,99,Matches
561,Filippo Costa\00528660,it ITA,DFMF,SPAL,it Serie A,22,1995,16.4,492,750,65.6,9725,3972,192,228,84.2,210,295,71.2,80,196,40.8,1,0.8,+0.2,13,32,18,9,52,Matches
562,Jaume Costa\808d48f3,es ESP,DF,Villarreal,es La Liga,29,1988,28.2,1220,1581,77.2,22208,9258,507,588,86.2,580,729,79.6,124,233,53.2,0,1.8,-1.8,30,105,31,12,140,Matches
563,Nuno da Costa\909222de,cv CPV,FWMF,Strasbourg,fr Ligue 1,26,1991,19.2,231,386,59.8,3715,1110,122,178,68.5,67,119,56.3,27,52,51.9,3,0.9,+2.1,12,23,8,4,34,Matches
564,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36.0,566,935,60.5,19618,12694,56,58,96.6,265,266,99.6,245,611,40.1,0,0.1,-0.1,2,10,0,0,0,Matches
565,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,52,88,59.1,840,263,21,33,63.6,17,31,54.8,6,12,50.0,1,0.4,+0.6,5,5,6,3,6,Matches
566,Lassana Coulibaly\85a44ecc,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,247,315,78.4,4009,1182,124,152,81.6,92,108,85.2,22,35,62.9,1,0.7,+0.3,9,16,10,1,31,Matches
567,Thibaut Courtois\1840e36d,be BEL,GK,Chelsea,eng Premier League,25,1992,35.0,896,1194,75.0,27001,16086,105,106,99.1,483,486,99.4,305,596,51.2,0,0.0,0.0,0,11,0,0,0,Matches
568,Philippe Coutinho\0ef89a37,br BRA,FWMF,Barcelona,es La Liga,25,1992,14.4,713,858,83.1,11737,2825,381,428,89.0,265,300,88.3,61,112,54.5,5,3.7,+1.3,29,62,33,2,80,Matches
569,Philippe Coutinho\0ef89a37,br BRA,MFFW,Liverpool,eng Premier League,25,1992,12.3,561,755,74.3,11117,3681,208,252,82.5,252,305,82.6,88,160,55.0,6,4.2,+1.8,41,90,47,8,117,Matches
570,Nicolas Cozza\8f325097,fr FRA,DFMF,Montpellier,fr Ligue 1,18,1999,6.4,225,317,71.0,4423,2019,79,101,78.2,113,144,78.5,31,62,50.0,2,0.1,+1.9,3,31,5,1,36,Matches
571,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,23,1994,28.2,475,763,62.3,18404,14012,68,70,97.1,147,156,94.2,259,534,48.5,0,0.0,0.0,0,16,0,0,0,Matches
572,Martin Cranie\9e53837d,eng ENG,DF,Huddersfield,eng Premier League,30,1986,2.0,73,90,81.1,1555,484,23,24,95.8,39,45,86.7,10,19,52.6,0,0.0,0.0,0,5,0,0,2,Matches
573,Michele Cremonesi\53636fce,it ITA,DF,SPAL,it Serie A,29,1988,4.3,128,158,81.0,2317,833,47,57,82.5,67,74,90.5,11,21,52.4,0,0.0,0.0,0,11,0,0,12,Matches
574,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,27,1989,34.1,1224,1707,71.7,23519,10212,560,622,90.0,472,587,80.4,183,449,40.8,3,2.8,+0.2,35,117,21,14,96,Matches
575,Lorenzo Crisetig\f54dfca8,it ITA,MF,Bologna,it Serie A,24,1993,6.2,304,357,85.2,5611,1451,140,157,89.2,117,136,86.0,40,53,75.5,0,0.0,0.0,1,38,0,0,26,Matches
576,Bryan Cristante\16657b95,it ITA,MFFW,Atalanta,it Serie A,22,1995,31.4,1223,1584,77.2,21799,6731,517,640,80.8,562,682,82.4,123,207,59.4,2,4.3,-2.3,40,169,44,2,175,Matches
577,Sebastián Cristóforo\3c05c659,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,158,196,80.6,2657,752,76,90,84.4,66,73,90.4,15,27,55.6,0,0.5,-0.5,2,8,1,0,16,Matches
578,Enzo Crivelli\06f33dc8,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,173,263,65.8,2341,427,105,150,70.0,49,72,68.1,7,11,63.6,1,0.8,+0.2,12,8,6,1,21,Matches
579,Enzo Crivelli\06f33dc8,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,85,144,59.0,1164,141,53,82,64.6,24,39,61.5,3,8,37.5,1,0.2,+0.8,4,6,1,0,5,Matches
580,Giovanni Crociata\8c964914,it ITA,FWMF,Crotone,it Serie A,19,1997,3.2,63,92,68.5,971,203,35,44,79.5,25,35,71.4,2,9,22.2,0,0.2,-0.2,3,8,1,0,7,Matches
581,Luca Crosta\a4ec7d09,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,13,24,54.2,393,188,1,1,100.0,6,6,100.0,6,17,35.3,0,0.0,0.0,0,0,0,0,0,Matches
582,Peter Crouch\73d9bdc7,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,377,633,59.6,4962,1246,262,405,64.7,93,160,58.1,9,25,36.0,2,2.9,-0.9,20,46,6,0,50,Matches
583,Juan Cruz\cc2dd8a5,es ESP,FW,Málaga,es La Liga,17,2000,0.1,4,4,100.0,58,19,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
584,Juan Cuadrado\0ab1f153,co COL,FWMF,Juventus,it Serie A,29,1988,15.0,707,837,84.5,14705,3789,293,325,90.2,279,326,85.6,132,171,77.2,4,2.7,+1.3,37,47,39,20,75,Matches
585,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,33,1984,35.0,401,927,43.3,19975,16494,16,20,80.0,82,85,96.5,303,822,36.9,0,0.0,0.0,1,35,0,0,0,Matches
586,Mickaël Cuisance\5722eced,fr FRA,MFFW,M'Gladbach,de Bundesliga,17,1999,13.4,540,682,79.2,10734,2859,228,269,84.8,209,249,83.9,99,141,70.2,1,1.8,-0.8,20,60,14,3,67,Matches
587,Josh Cullen\f6d7d690,ie IRL,MF,West Ham,eng Premier League,21,1996,0.1,3,4,75.0,18,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
588,Patrick Cutrone\a4fe8cda,it ITA,FW,Milan,it Serie A,19,1998,16.7,233,309,75.4,3177,345,152,177,85.9,67,97,69.1,8,16,50.0,1,0.5,+0.5,11,6,5,0,14,Matches
589,Wylan Cyprien\3e092724,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.5,709,824,86.0,12647,3937,344,374,92.0,263,289,91.0,86,135,63.7,1,1.3,-0.3,19,53,5,0,48,Matches
590,Marco D'Alessandro\060606ec,it ITA,MFFW,Benevento,it Serie A,26,1991,11.6,210,292,71.9,3433,830,101,127,79.5,90,114,78.9,16,33,48.5,1,1.7,-0.7,20,9,10,7,17,Matches
591,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,28,1988,33.1,1700,2074,82.0,28581,11721,842,937,89.9,706,825,85.6,136,265,51.3,3,1.8,+1.2,21,135,23,8,138,Matches
592,Damien Da Silva\1ec7e1c5,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,1082,1348,80.3,26836,9213,233,279,83.5,528,599,88.1,306,438,69.9,0,0.0,0.0,2,115,3,0,76,Matches
593,Kouadio-Yves Dabila\3067cbef,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,422,504,83.7,8497,3104,133,147,90.5,218,244,89.3,62,96,64.6,0,0.1,-0.1,4,15,1,1,19,Matches
594,Bryan Dabo\c53083ad,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,247,320,77.2,4251,1078,113,132,85.6,108,133,81.2,22,45,48.9,0,0.1,-0.1,4,20,2,1,23,Matches
595,Bryan Dabo\c53083ad,bf BFA,MFFW,Saint-Étienne,fr Ligue 1,25,1992,14.3,477,607,78.6,7972,1882,229,286,80.1,193,231,83.5,43,65,66.2,0,0.7,-0.7,13,33,8,3,41,Matches
596,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,568,678,83.8,10628,2521,245,276,88.8,238,271,87.8,78,109,71.6,4,3.0,+1.0,19,49,17,0,61,Matches
597,Dario Dainelli\3858e611,it ITA,DF,Chievo,it Serie A,38,1979,16.7,459,611,75.1,10911,4783,114,146,78.1,237,267,88.8,105,193,54.4,0,0.0,0.0,3,41,2,0,40,Matches
598,Felipe dal Belo\8cea6319,br BRA,DF,SPAL,it Serie A,33,1984,28.6,1038,1309,79.3,21388,8712,375,417,89.9,473,546,86.6,180,317,56.8,1,0.1,+0.9,4,74,8,3,88,Matches
599,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,eng Premier League,30,1986,33.4,1546,2014,76.8,26025,10516,800,886,90.3,607,779,77.9,120,281,42.7,3,2.9,+0.1,31,92,26,9,128,Matches
600,Danilo\94b2001f,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,1105,1238,89.3,19332,5045,532,557,95.5,463,507,91.3,101,148,68.2,2,0.2,+1.8,5,80,14,1,88,Matches
601,Scott Dann\52105203,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,451,558,80.8,10169,3735,128,149,85.9,215,239,90.0,102,158,64.6,0,0.1,-0.1,4,35,3,1,37,Matches
602,Kevin Danso\6e33125f,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,364,523,69.6,8805,3072,98,116,84.5,159,197,80.7,106,201,52.7,0,0.4,-0.4,6,25,3,1,27,Matches
603,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,2053,2259,90.9,44062,14992,618,654,94.5,1035,1096,94.4,378,475,79.6,0,0.4,-0.4,3,98,4,0,83,Matches
604,Romain Danzé\a5876fca,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,334,443,75.4,6304,2840,112,134,83.6,184,227,81.1,35,67,52.2,0,0.1,-0.1,3,35,1,0,37,Matches
605,Andrea Danzi\263b855a,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,173,190,91.1,3205,648,67,77,87.0,83,85,97.6,20,24,83.3,0,0.0,0.0,1,10,0,0,4,Matches
606,Stéphane Darbion\75d97aa6,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,18.9,515,692,74.4,7924,3200,289,348,83.0,179,227,78.9,36,81,44.4,2,1.6,+0.4,15,41,32,14,67,Matches
607,Palkó Dárdai\db7161ed,hu HUN,FW,Hertha BSC,de Bundesliga,18,1999,0.3,6,9,66.7,72,28,5,5,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
608,Sergi Darder\070a3904,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,1186,1492,79.5,22787,6979,481,562,85.6,528,617,85.6,170,284,59.9,2,2.6,-0.6,29,156,16,1,139,Matches
609,Sergi Darder\070a3904,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,118,138,85.5,2097,478,53,56,94.6,49,55,89.1,14,23,60.9,0,0.0,0.0,0,6,1,0,10,Matches
610,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,770,971,79.3,14525,3487,329,390,84.4,313,384,81.5,110,157,70.1,3,2.0,+1.0,14,77,15,4,76,Matches
611,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10.0,175,335,52.2,7300,5724,13,13,100.0,60,61,98.4,102,261,39.1,0,0.0,0.0,0,5,0,0,0,Matches
612,Matteo Darmian\96e0490d,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,204,249,81.9,3359,1146,106,113,93.8,76,94,80.9,18,33,54.5,0,0.1,-0.1,1,13,0,0,13,Matches
613,Ben Davies\44781702,wls WAL,DF,Tottenham,eng Premier League,24,1993,25.8,1323,1750,75.6,23645,9186,595,685,86.9,567,709,80.0,134,275,48.7,6,3.5,+2.5,47,105,35,12,167,Matches
614,Tom Davies\9228b07c,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,545,703,77.5,9004,2118,266,304,87.5,208,264,78.8,48,89,53.9,1,0.9,+0.1,9,42,12,1,48,Matches
615,Steven Davis\cf15bbb1,nir NIR,MFFW,Southampton,eng Premier League,32,1985,16.9,879,1073,81.9,16120,4098,391,433,90.3,383,426,89.9,94,165,57.0,0,1.3,-1.3,17,100,22,3,87,Matches
616,Salem Al-Dawsari\60ee859c,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,15,17,88.2,184,44,9,10,90.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
617,Craig Dawson\3e9e06cb,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,777,1095,71.0,16397,7543,283,335,84.5,337,427,78.9,142,293,48.5,0,0.8,-0.8,11,79,18,11,79,Matches
618,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,2328,2975,78.3,44760,12509,980,1146,85.5,995,1195,83.3,324,536,60.4,16,13.4,+2.6,106,254,122,21,317,Matches
619,Sebastien De Maio\952a03fe,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,932,1147,81.3,21686,7303,216,247,87.4,476,541,88.0,232,337,68.8,0,0.3,-0.3,6,71,5,0,69,Matches
620,Rodrigo De Paul\162efffd,ar ARG,MFFW,Udinese,it Serie A,23,1994,25.8,761,1105,68.9,15419,5319,310,391,79.3,306,395,77.5,136,268,50.7,8,7.5,+0.5,68,89,50,17,127,Matches
621,Daniele De Rossi\532d2690,it ITA,MF,Roma,it Serie A,34,1983,20.3,1093,1303,83.9,23926,7715,327,373,87.7,542,606,89.4,219,313,70.0,1,1.4,-0.4,19,157,14,1,141,Matches
622,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,it Serie A,24,1992,10.8,698,796,87.7,13302,4250,284,313,90.7,319,357,89.4,89,108,82.4,0,0.3,-0.3,7,51,7,4,54,Matches
623,Lorenzo De Silvestri\e74f0e59,it ITA,DFMF,Torino,it Serie A,29,1988,32.8,1238,1726,71.7,21363,9849,545,642,84.9,565,770,73.4,105,248,42.3,2,2.1,-0.1,17,90,25,14,108,Matches
624,Lucas Deaux\44f8c299,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,936,1161,80.6,17535,5410,384,447,85.9,397,471,84.3,128,197,65.0,1,1.5,-0.5,13,116,15,3,107,Matches
625,Mathieu Debuchy\92232aad,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,575,781,73.6,9810,4063,257,311,82.6,252,319,79.0,51,114,44.7,1,2.0,-1.0,16,32,18,10,52,Matches
626,Troy Deeney\82e34b69,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,327,559,58.5,4885,1269,192,295,65.1,96,167,57.5,23,47,48.9,2,2.9,-0.9,24,37,16,1,41,Matches
627,Jermain Defoe\f1e8372d,eng ENG,FWMF,Bournemouth,eng Premier League,34,1982,12.1,104,140,74.3,1427,243,71,90,78.9,22,32,68.8,8,9,88.9,1,1.2,-0.2,14,0,4,0,7,Matches
628,Steven Defour\73489527,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,852,1040,81.9,17020,4705,310,349,88.8,397,451,88.0,131,213,61.5,1,1.2,-0.2,16,90,21,9,95,Matches
629,Grégoire Defrel\854ee61a,mq MTQ,FWMF,Roma,it Serie A,26,1991,5.4,116,138,84.1,1766,393,71,81,87.7,33,42,78.6,11,11,100.0,0,0.5,-0.5,5,7,6,0,13,Matches
630,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,104,148,70.3,1641,516,59,74,79.7,28,42,66.7,13,26,50.0,0,0.5,-0.5,2,8,3,2,14,Matches
631,Lorenzo Del Pinto\081b6080,it ITA,MF,Benevento,it Serie A,27,1990,8.4,323,396,81.6,5561,953,156,179,87.2,137,162,84.6,27,46,58.7,0,0.2,-0.2,5,29,3,0,21,Matches
632,Damien Delaney\210d9ecb,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,29,41,70.7,549,375,12,13,92.3,11,16,68.8,5,9,55.6,0,0.0,0.0,0,1,0,0,2,Matches
633,Thomas Delaney\fe641c1a,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,921,1274,72.3,17621,5101,378,477,79.2,391,501,78.0,131,255,51.4,4,2.5,+1.5,28,93,19,7,108,Matches
634,Jonathan Delaplace\79685569,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,167,225,74.2,2789,950,87,103,84.5,57,77,74.0,18,35,51.4,1,0.6,+0.4,12,11,3,2,19,Matches
635,Cristian Dell'Orco\b0243215,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,119,186,64.0,2339,1000,52,59,88.1,52,68,76.5,15,53,28.3,0,0.1,-0.1,3,8,1,0,13,Matches
636,Andy Delort\d33c706e,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,449,788,57.0,7323,2314,233,350,66.6,142,237,59.9,50,137,36.5,4,4.5,-0.5,45,40,28,15,50,Matches
637,Fabian Delph\111c3236,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,1659,1777,93.4,26998,7076,912,938,97.2,610,647,94.3,116,155,74.8,2,1.2,+0.8,12,130,13,2,108,Matches
638,Mousa Dembélé\f7ee69fb,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,1313,1417,92.7,23011,6501,578,612,94.4,615,654,94.0,109,127,85.8,0,0.8,-0.8,16,158,7,3,172,Matches
639,Ousmane Dembélé\b19db005,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.3,392,498,78.7,6927,1820,194,238,81.5,152,190,80.0,43,55,78.2,6,3.8,+2.2,31,28,26,5,45,Matches
640,Jessy Deminguet\a6138e4a,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,143,219,65.3,2628,779,57,71,80.3,66,82,80.5,16,53,30.2,1,1.1,-0.1,10,12,5,3,14,Matches
641,Kerem Demirbay\54b4dc4e,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,577,742,77.8,10671,3351,254,289,87.9,236,287,82.2,79,150,52.7,2,2.2,-0.2,31,53,18,3,74,Matches
642,Ermedin Demirović\ed79b7d3,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,20,31,64.5,260,33,14,20,70.0,4,7,57.1,1,2,50.0,1,0.1,+0.9,1,1,0,0,1,Matches
643,Diego Demme\dc3fa3b5,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,1691,2040,82.9,30614,8881,731,813,89.9,741,854,86.8,199,315,63.2,3,1.8,+1.2,28,192,39,1,178,Matches
644,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Chievo,it Serie A,20,1997,13.2,263,403,65.3,4976,2459,123,159,77.4,97,151,64.2,39,80,48.8,0,0.6,-0.6,8,16,10,7,27,Matches
645,Memphis Depay\8f696594,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,28.4,945,1282,73.7,15493,4847,524,611,85.8,276,354,78.0,103,214,48.1,9,8.5,+0.5,82,71,46,9,109,Matches
646,Mathieu Deplagne\ff16ecad,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,1005,1289,78.0,17194,8169,466,520,89.6,437,536,81.5,84,182,46.2,2,1.3,+0.7,13,78,14,8,114,Matches
647,Laurent Depoitre\aa5859cb,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,277,467,59.3,3712,569,171,249,68.7,78,155,50.3,11,23,47.8,1,1.2,-0.2,11,17,0,0,18,Matches
648,Mike van der Hoorn\25f50295,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,675,858,78.7,15191,5482,202,225,89.8,304,344,88.4,163,272,59.9,0,0.6,-0.6,4,42,4,3,40,Matches
649,Gregory van der Wiel\2fb3ad46,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,133,167,79.6,2433,893,64,73,87.7,51,62,82.3,16,27,59.3,0,0.1,-0.1,1,8,2,1,11,Matches
650,Daniele Dessena\02b2937c,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,163,243,67.1,2799,1170,83,106,78.3,54,82,65.9,21,43,48.8,0,0.2,-0.2,3,11,3,3,17,Matches
651,Mattia Destro\d7d32194,it ITA,FW,Bologna,it Serie A,26,1991,18.0,195,300,65.0,2683,623,123,170,72.4,57,87,65.5,8,17,47.1,2,1.4,+0.6,10,12,7,0,19,Matches
652,Gerard Deulofeu\39583cfd,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,226,290,77.9,3618,575,123,151,81.5,78,92,84.8,23,39,59.0,1,1.1,-0.1,10,3,7,1,14,Matches
653,Gerard Deulofeu\39583cfd,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,114,166,68.7,1929,505,57,71,80.3,34,54,63.0,17,22,77.3,0,0.7,-0.7,11,9,5,2,10,Matches
654,Gianluca Di Chiara\68852c0a,it ITA,DF,Benevento,it Serie A,23,1993,11.2,492,634,77.6,9617,4277,184,204,90.2,247,286,86.4,61,138,44.2,0,0.6,-0.6,13,53,7,3,60,Matches
655,Federico Di Francesco\1fca9171,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,347,465,74.6,5273,1327,202,238,84.9,115,152,75.7,22,48,45.8,1,1.6,-0.6,16,14,10,4,33,Matches
656,Davide Di Gennaro\951a4ee4,it ITA,MF,Lazio,it Serie A,29,1988,0.1,2,2,100.0,37,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
657,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.4,906,1263,71.7,15805,4505,467,544,85.8,301,413,72.9,115,237,48.5,7,7.9,-0.9,55,67,49,11,114,Matches
658,Franco Di Santo\549c6ba7,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,325,483,67.3,5322,982,190,253,75.1,99,154,64.3,30,47,63.8,1,1.8,-0.8,16,20,14,7,29,Matches
659,Cheick Diabaté\95cfe655,ml MLI,FWMF,Benevento,it Serie A,29,1988,7.4,89,117,76.1,1414,175,46,54,85.2,34,47,72.3,6,11,54.5,0,0.2,-0.2,2,5,1,0,6,Matches
660,Fousseni Diabaté\d07e3b41,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,175,230,76.1,2427,638,105,129,81.4,55,67,82.1,7,14,50.0,1,0.6,+0.4,7,8,4,2,16,Matches
661,Moussa Diaby\aeed5c06,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,15,20,75.0,252,61,7,7,100.0,5,6,83.3,2,4,50.0,0,0.0,0.0,0,0,2,0,2,Matches
662,Fallou Diagne\cd387ff4,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,792,1041,76.1,19415,6346,171,215,79.5,390,462,84.4,218,336,64.9,1,0.3,+0.7,8,71,2,0,62,Matches
