Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
722,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,32,1986,28.7,513,737,69.6,9454,1941,246,326,75.5,181,267,67.8,75,105,71.4,6,4.0,+2.0,40,66,30,3,71,Matches
723,Blerim Džemaili\756959aa,ch SUI,MF,Bologna,it Serie A,32,1986,19.4,549,710,77.3,9880,2738,264,309,85.4,207,250,82.8,68,113,60.2,1,1.6,-0.6,20,54,17,0,78,Matches
724,Félix Eboa Eboa\167d5018,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27.0,777,1005,77.3,16815,6298,201,246,81.7,440,510,86.3,130,227,57.3,0,0.8,-0.8,6,53,6,2,56,Matches
725,Dennis Eckert\7f8fb807,de GER,FW,Celta Vigo,es La Liga,21,1997,2.4,30,43,69.8,432,73,18,23,78.3,10,14,71.4,2,2,100.0,0,0.1,-0.1,3,0,0,0,2,Matches
726,Bruno Ecuele Manga\72a0fb65,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,702,1090,64.4,15080,7183,260,322,80.7,285,433,65.8,150,308,48.7,1,0.3,+0.7,5,75,8,2,86,Matches
727,Simone Edera\8697c095,it ITA,FWMF,Torino,it Serie A,21,1997,0.9,29,34,85.3,408,86,17,18,94.4,8,12,66.7,2,2,100.0,0,0.1,-0.1,2,0,0,0,0,Matches
728,Simone Edera\8697c095,it ITA,FW,Bologna,it Serie A,21,1997,2.2,58,81,71.6,862,150,32,38,84.2,20,29,69.0,3,8,37.5,0,0.2,-0.2,2,2,1,0,3,Matches
729,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,24,1993,38.0,942,1099,85.7,25271,15250,172,172,100.0,511,514,99.4,258,410,62.9,1,0.3,+0.7,3,10,0,0,3,Matches
730,Johannes Eggestein\d571df78,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,12.4,242,347,69.7,3528,975,146,188,77.7,71,97,73.2,19,34,55.9,1,1.9,-0.9,10,19,11,0,29,Matches
731,Maximilian Eggestein\beb882a8,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,1314,1653,79.5,23167,7227,580,677,85.7,559,687,81.4,145,213,68.1,4,4.5,-0.5,48,118,28,7,159,Matches
732,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,1457,1673,87.1,24034,6120,711,778,91.4,611,690,88.6,113,158,71.5,0,1.0,-1.0,18,135,7,1,126,Matches
733,Josip Elez\eafac393,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,246,319,77.1,5318,2057,74,85,87.1,131,147,89.1,40,83,48.2,0,0.1,-0.1,2,34,2,0,32,Matches
734,Harvey Elliott\c8387671,eng ENG,MF,Fulham,eng Premier League,15,2003,0.2,10,12,83.3,176,35,5,6,83.3,4,4,100.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1,Matches
735,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,258,289,89.3,5070,1244,96,107,89.7,123,134,91.8,37,43,86.0,0,0.2,-0.2,4,18,4,0,28,Matches
736,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,24,1994,25.0,973,1219,79.8,19576,6906,305,346,88.2,535,605,88.4,126,232,54.3,0,0.6,-0.6,8,55,12,7,60,Matches
737,Gorka Elustondo\7b309e55,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,3.2,107,133,80.5,2274,784,39,47,83.0,44,52,84.6,21,28,75.0,0,0.2,-0.2,2,9,3,1,12,Matches
738,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,29.1,1945,2102,92.5,41315,10720,473,515,91.8,1155,1205,95.9,304,352,86.4,1,0.4,+0.6,3,90,4,1,108,Matches
739,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,24,1993,4.8,100,135,74.1,2651,994,23,26,88.5,46,56,82.1,31,49,63.3,0,0.0,0.0,1,8,0,0,5,Matches
740,Mohamed Elyounoussi\68dc0dac,no NOR,MFFW,Southampton,eng Premier League,23,1994,8.8,171,267,64.0,2730,809,98,120,81.7,49,81,60.5,18,43,41.9,0,1.0,-1.0,12,10,9,1,15,Matches
741,Adri Embarba\db8f0eba,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1992,25.4,510,837,60.9,9910,3364,230,293,78.5,176,255,69.0,89,231,38.5,6,6.2,-0.2,56,34,24,15,40,Matches
742,Breel Embolo\0b4f388a,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,14.9,188,280,67.1,2872,663,119,155,76.8,53,86,61.6,13,23,56.5,1,2.4,-1.4,18,15,10,2,23,Matches
743,Emerson\df8b52a5,br BRA,DF,Betis,es La Liga,19,1999,3.5,164,202,81.2,2309,884,108,122,88.5,43,57,75.4,8,13,61.5,0,0.3,-0.3,5,4,7,2,14,Matches
744,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,278,495,56.2,4351,1104,176,264,66.7,68,137,49.6,26,60,43.3,2,1.2,+0.8,15,26,8,3,37,Matches
745,Björn Engels\4fdf1fd9,be BEL,DF,Reims,fr Ligue 1,23,1994,33.0,1081,1267,85.3,25000,8808,314,350,89.7,492,541,90.9,268,362,74.0,1,0.8,+0.2,10,91,9,1,92,Matches
746,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,28,1990,28.7,683,926,73.8,9507,1207,446,565,78.9,181,254,71.3,31,45,68.9,4,3.6,+0.4,27,29,13,1,38,Matches
747,Javier Eraso\aec0fb6f,es ESP,MFFW,Leganés,es La Liga,28,1990,7.0,175,229,76.4,2862,529,92,104,88.5,64,80,80.0,16,33,48.5,0,0.8,-0.8,6,17,1,0,9,Matches
748,Christian Eriksen\980522ec,dk DEN,MF,Tottenham,eng Premier League,26,1992,30.8,1537,1988,77.3,28332,7604,677,789,85.8,640,769,83.2,190,348,54.6,12,7.1,+4.9,73,174,53,10,177,Matches
749,Patrick Erras\e3f6253d,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,365,453,80.6,6776,1602,144,176,81.8,176,198,88.9,42,72,58.3,1,0.5,+0.5,9,31,2,0,36,Matches
750,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,597,768,77.7,11065,2206,251,308,81.5,271,325,83.4,69,107,64.5,1,1.0,0.0,9,60,7,1,59,Matches
751,Sergio Escudero\b0616e3d,es ESP,DFMF,Sevilla,es La Liga,28,1989,17.2,752,951,79.1,13180,5433,342,371,92.2,334,402,83.1,64,146,43.8,1,1.1,-0.1,10,61,27,9,84,Matches
752,Bernardo Espinosa\4242011c,co COL,DF,Girona,es La Liga,29,1989,30.3,1203,1365,88.1,28127,8029,215,236,91.1,728,782,93.1,258,336,76.8,1,0.9,+0.1,5,22,3,1,48,Matches
753,Michael Esser\83e0eeb4,de GER,GK,Hannover 96,de Bundesliga,30,1987,32.0,867,1231,70.4,30173,20174,112,112,100.0,335,341,98.2,419,775,54.1,0,0.8,-0.8,3,31,0,0,0,Matches
754,Alexander Esswein\b48215cd,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,13.9,308,450,68.4,5363,1335,149,186,80.1,113,169,66.9,36,67,53.7,0,2.2,-2.2,18,21,16,10,28,Matches
755,Neil Etheridge\2642bf6c,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38.0,398,1203,33.1,23498,20413,5,5,100.0,37,42,88.1,356,1154,30.8,0,0.1,-0.1,2,64,0,0,0,Matches
756,Beñat Etxebarria\b037bd4f,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,996,1241,80.3,20811,5626,372,409,91.0,417,471,88.5,196,333,58.9,2,2.5,-0.5,33,121,18,4,103,Matches
757,Xabier Etxeita\4a895384,es ESP,DF,Huesca,es La Liga,30,1987,29.7,659,866,76.1,14516,6094,209,237,88.2,294,344,85.5,147,262,56.1,0,0.2,-0.2,2,54,3,0,62,Matches
758,Lucas Evangelista\5f4ce4b6,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,8.0,228,313,72.8,3738,812,124,161,77.0,77,96,80.2,23,42,54.8,0,0.3,-0.3,6,22,4,2,21,Matches
759,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,871,1010,86.2,19462,5859,216,239,90.4,488,529,92.2,161,230,70.0,0,0.2,-0.2,4,43,1,0,31,Matches
760,Ewerton\78cd577c,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,493,576,85.6,10770,3016,128,137,93.4,288,315,91.4,76,119,63.9,0,0.1,-0.1,1,14,1,0,20,Matches
761,Valentin Eysseric\ae82fa48,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,4.0,134,177,75.7,2399,665,69,84,82.1,43,55,78.2,19,32,59.4,1,0.8,+0.2,11,6,7,1,16,Matches
762,Valentin Eysseric\ae82fa48,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,2.3,76,110,69.1,1278,363,41,51,80.4,24,29,82.8,9,25,36.0,0,0.2,-0.2,5,4,4,0,9,Matches
763,Marco Fabián\e665a2db,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,0.7,8,13,61.5,134,19,5,6,83.3,2,5,40.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
764,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,33,1985,38.0,668,1236,54.0,28629,21089,38,38,100.0,221,223,99.1,407,972,41.9,0,0.2,-0.2,3,15,0,0,0,Matches
765,Fabinho\7f3b388c,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,1406,1628,86.4,27500,6433,529,588,90.0,674,742,90.8,189,267,70.8,2,1.3,+0.7,16,152,25,2,130,Matches
766,Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,28,1990,14.2,482,635,75.9,8642,3605,216,256,84.4,202,248,81.5,52,110,47.3,2,0.4,+1.6,11,34,14,9,44,Matches
767,Cesc Fàbregas\33508c78,es ESP,MF,Chelsea,eng Premier League,31,1987,2.0,164,192,85.4,3022,1046,71,78,91.0,78,85,91.8,15,27,55.6,0,0.3,-0.3,3,17,4,0,18,Matches
768,Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,620,752,82.4,12834,4681,210,241,87.1,292,328,89.0,108,166,65.1,0,0.9,-0.9,20,83,14,0,105,Matches
769,Fabricio\af245161,es ESP,GK,Fulham,eng Premier League,30,1987,2.0,46,61,75.4,1601,1210,2,3,66.7,24,24,100.0,20,34,58.8,0,0.0,0.0,0,1,0,0,0,Matches
770,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,366,514,71.2,12773,8233,31,32,96.9,161,163,98.8,174,319,54.5,0,0.1,-0.1,1,13,0,0,1,Matches
771,Romain Faivre\745ca0a3,fr FRA,MFFW,Monaco,fr Ligue 1,20,1998,1.0,35,43,81.4,664,166,15,19,78.9,14,18,77.8,5,5,100.0,0,0.0,0.0,1,7,1,0,2,Matches
772,Fayçal Fajr\79135368,ma MAR,MF,Caen,fr Ligue 1,29,1988,36.0,1596,2097,76.1,36113,10070,578,648,89.2,598,686,87.2,401,719,55.8,4,4.4,-0.4,61,164,24,7,149,Matches
773,Radamel Falcao\66116290,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,510,657,77.6,6829,1003,341,415,82.2,131,162,80.9,20,39,51.3,2,1.8,+0.2,17,32,7,1,31,Matches
774,Diego Falcinelli\a39b9ef6,it ITA,FW,Bologna,it Serie A,27,1991,7.8,115,151,76.2,1716,330,65,76,85.5,39,49,79.6,8,16,50.0,1,0.9,+0.1,6,7,2,1,8,Matches
775,Simon Falette\b82880c6,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,228,308,74.0,4607,1304,67,82,81.7,119,147,81.0,38,72,52.8,0,0.0,0.0,0,6,0,0,12,Matches
776,Iago Falque\440c84ed,es ESP,FWMF,Torino,it Serie A,28,1990,17.9,709,917,77.3,12821,3038,313,357,87.7,273,341,80.1,96,164,58.5,4,4.1,-0.1,51,49,41,8,82,Matches
777,Paolo Faragò\9085dd7c,it ITA,MFDF,Cagliari,it Serie A,25,1993,18.9,626,864,72.5,10769,3703,302,361,83.7,254,335,75.8,61,131,46.6,1,2.4,-1.4,20,37,17,7,72,Matches
778,Mohamed Fares\b7a5bc86,dz ALG,DFMF,SPAL,it Serie A,22,1996,32.8,1132,1504,75.3,19141,6724,588,660,89.1,409,537,76.2,116,248,46.8,0,2.5,-2.5,39,47,37,26,104,Matches
779,Diego Farias\157d29b6,br BRA,FW,Empoli,it Serie A,28,1990,13.3,266,335,79.4,3900,953,154,181,85.1,89,107,83.2,17,23,73.9,4,3.8,+0.2,22,15,22,3,32,Matches
780,Diego Farias\157d29b6,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,188,243,77.4,2798,574,106,123,86.2,67,87,77.0,11,22,50.0,0,0.3,-0.3,4,10,9,2,18,Matches
781,Andrea Favilli\44510fde,it ITA,FWMF,Genoa,it Serie A,21,1997,1.9,37,50,74.0,536,80,22,27,81.5,11,16,68.8,2,2,100.0,2,0.2,+1.8,2,3,0,0,3,Matches
782,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,31,1987,31.2,1210,1414,85.6,24951,8479,372,414,89.9,621,688,90.3,204,288,70.8,0,0.2,-0.2,4,86,3,1,89,Matches
783,Zouhair Feddal\89151b16,ma MAR,DF,Betis,es La Liga,29,1989,18.9,1104,1282,86.1,23655,7024,343,380,90.3,585,625,93.6,174,271,64.2,1,0.4,+0.6,4,79,8,0,63,Matches
784,Nabil Fekir\bece776f,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,893,1088,82.1,14997,4274,479,536,89.4,285,336,84.8,103,170,60.6,7,5.7,+1.3,49,109,26,5,95,Matches
785,Yassin Fekir\6644712a,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,14,17,82.4,223,83,8,8,100.0,2,4,50.0,3,3,100.0,0,0.1,-0.1,1,2,1,1,1,Matches
786,Felipe\de164de6,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,377,497,75.9,9075,2907,85,106,80.2,191,224,85.3,99,156,63.5,0,0.0,0.0,0,26,2,0,26,Matches
787,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,21,1997,14.3,589,703,83.8,12157,3694,187,207,90.3,297,334,88.9,96,139,69.1,1,0.2,+0.8,3,45,6,1,37,Matches
788,Ohis Felix Uduokhai\677da306,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,115,142,81.0,2439,911,37,41,90.2,56,67,83.6,21,29,72.4,0,0.0,0.0,0,7,1,0,12,Matches
789,Marouane Fellaini\87575fd9,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,353,432,81.7,5696,1698,178,206,86.4,140,160,87.5,27,42,64.3,1,0.3,+0.7,5,30,2,1,29,Matches
790,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,27,1991,22.8,960,1179,81.4,16080,6824,502,546,91.9,369,448,82.4,78,153,51.0,1,1.5,-0.5,14,67,23,13,87,Matches
791,Edimilson Fernandes\3bb625ac,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,750,894,83.9,14707,3380,269,317,84.9,368,406,90.6,107,151,70.9,0,1.1,-1.1,23,78,13,5,83,Matches
792,Gelson Fernandes\8e58987d,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,719,849,84.7,12073,3166,325,371,87.6,335,377,88.9,52,74,70.3,0,0.2,-0.2,4,55,3,0,55,Matches
793,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,27,1991,16.0,272,455,59.8,9898,6785,24,24,100.0,99,100,99.0,148,330,44.8,0,0.0,0.0,0,9,0,0,0,Matches
794,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,31,1986,6.0,133,187,71.1,4831,3098,7,7,100.0,57,57,100.0,69,123,56.1,0,0.0,0.0,1,0,0,0,0,Matches
795,Borja Fernández\9127f9ce,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,308,391,78.8,6397,1662,108,132,81.8,141,170,82.9,55,81,67.9,0,0.0,0.0,0,19,0,0,23,Matches
796,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,471,599,78.6,11389,4003,103,120,85.8,233,262,88.9,132,210,62.9,1,0.3,+0.7,4,31,3,2,37,Matches
797,Joaquín Fernández\b86a64b2,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,244,300,81.3,4840,1290,75,86,87.2,133,147,90.5,34,57,59.6,0,0.0,0.0,1,7,0,0,13,Matches
798,Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,1812,2063,87.8,33501,8873,744,808,92.1,857,952,90.0,194,261,74.3,3,2.6,+0.4,23,256,46,0,213,Matches
799,Juan Ferney Otero\05816e19,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,530,758,69.9,8789,2417,258,322,80.1,225,298,75.5,36,100,36.0,2,2.1,-0.1,26,25,22,9,53,Matches
800,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,288,327,88.1,6163,1777,68,78,87.2,168,173,97.1,45,64,70.3,0,0.0,0.0,0,14,1,1,12,Matches
801,David Ferreiro\8970907e,es ESP,FWMF,Huesca,es La Liga,30,1988,25.3,645,1033,62.4,12093,4100,295,358,82.4,230,351,65.5,105,281,37.4,3,4.5,-1.5,51,45,43,23,65,Matches
802,Facundo Ferreyra\b39a793e,ar ARG,FWMF,Espanyol,es La Liga,27,1991,2.3,32,47,68.1,463,76,20,24,83.3,10,17,58.8,1,2,50.0,0,0.0,0.0,0,1,0,0,2,Matches
803,Jordan Ferri\375622c5,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,876,1066,82.2,17574,5584,350,390,89.7,362,419,86.4,154,218,70.6,1,2.2,-1.2,24,117,25,3,129,Matches
804,Jordan Ferri\375622c5,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,78,92,84.8,1516,238,28,30,93.3,37,41,90.2,12,18,66.7,0,0.0,0.0,0,10,1,0,5,Matches
805,Oliver Fink\316162b6,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,242,393,61.6,3793,1808,135,182,74.2,78,133,58.6,21,49,42.9,0,0.8,-0.8,6,31,5,1,44,Matches
806,Alfreð Finnbogason\f9e7c4ac,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,220,332,66.3,3592,610,116,162,71.6,74,107,69.2,26,35,74.3,1,1.1,-0.1,15,21,10,1,20,Matches
807,Roberto Firmino\4c370d81,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29.0,1058,1311,80.7,15849,4438,611,721,84.7,350,416,84.1,64,91,70.3,6,5.8,+0.2,43,89,54,1,151,Matches
808,Junior Firpo\24f59bb2,es ESP,DFMF,Betis,es La Liga,21,1996,21.5,915,1132,80.8,15433,4723,442,502,88.0,393,483,81.4,65,108,60.2,4,2.1,+1.9,19,41,17,4,70,Matches
809,Mathieu Flamini\148d4105,fr FRA,MF,Getafe,es La Liga,34,1984,5.0,90,131,68.7,1662,544,39,57,68.4,35,50,70.0,14,22,63.6,0,0.0,0.0,1,7,1,0,11,Matches
810,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,25,1993,1.0,23,29,79.3,793,564,1,1,100.0,13,13,100.0,9,15,60.0,0,0.0,0.0,0,0,0,0,0,Matches
811,Sergio Floccari\df301450,it ITA,FW,SPAL,it Serie A,36,1981,10.8,187,237,78.9,2851,351,110,130,84.6,62,77,80.5,12,13,92.3,1,0.2,+0.8,4,13,3,0,10,Matches
812,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,1137,1471,77.3,21758,9774,492,541,90.9,472,567,83.2,162,320,50.6,2,3.5,-1.5,42,108,54,25,144,Matches
813,Phil Foden\ed1e53f3,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,201,234,85.9,2972,466,116,133,87.2,69,76,90.8,11,14,78.6,0,0.6,-0.6,8,9,8,0,18,Matches
814,Guessouma Fofana\9dafff2a,mr MTN,MF,Amiens,fr Ligue 1,25,1992,2.1,45,60,75.0,934,210,15,20,75.0,19,22,86.4,10,17,58.8,0,0.0,0.0,0,8,0,0,4,Matches
815,Guessouma Fofana\9dafff2a,mr MTN,MF,Guingamp,fr Ligue 1,25,1992,5.3,99,128,77.3,1615,507,53,61,86.9,36,43,83.7,9,18,50.0,0,0.0,0.0,0,7,0,0,12,Matches
816,Seko Fofana\5313ed43,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,976,1159,84.2,17291,3446,465,516,90.1,387,443,87.4,112,160,70.0,4,4.0,0.0,39,63,22,12,59,Matches
817,Wesley Fofana\132a82f1,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,70,80,87.5,1244,612,33,33,100.0,26,31,83.9,10,14,71.4,0,0.0,0.0,0,3,1,0,2,Matches
818,Youssouf Fofana\822d51d7,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,277,351,78.9,5279,1222,102,132,77.3,132,149,88.6,39,59,66.1,1,0.4,+0.6,5,24,7,1,22,Matches
819,Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,1085,1429,75.9,18829,8365,524,617,84.9,456,582,78.4,96,192,50.0,0,1.0,-1.0,12,57,14,6,114,Matches
820,Thomas Fontaine\9f90c06b,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,166,198,83.8,4060,1393,34,40,85.0,84,95,88.4,46,59,78.0,1,0.4,+0.6,3,8,0,0,7,Matches
821,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,1921,2172,88.4,42800,12323,460,512,89.8,1082,1147,94.3,371,487,76.2,1,0.3,+0.7,8,131,5,1,117,Matches
822,Rui Fonte\6ff8ef56,pt POR,FWMF,Lille,fr Ligue 1,28,1990,7.0,151,190,79.5,2224,522,82,96,85.4,46,62,74.2,10,14,71.4,0,0.2,-0.2,6,13,5,1,16,Matches
823,Pablo Fornals\82927de4,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,926,1194,77.6,16907,4940,430,514,83.7,354,431,82.1,126,189,66.7,3,4.8,-1.8,43,108,40,8,114,Matches
824,Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,405,531,76.3,6863,2365,201,234,85.9,152,189,80.4,43,81,53.1,7,4.6,+2.4,35,51,30,2,75,Matches
825,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,30,1988,1.0,10,23,43.5,444,387,0,0,,5,5,100.0,5,18,27.8,0,0.0,0.0,0,0,0,0,0,Matches
826,Steven Fortes\574aa9ec,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,45,55,81.8,971,399,8,11,72.7,30,32,93.8,7,12,58.3,0,0.0,0.0,0,1,0,0,5,Matches
827,Iver Fossum\ce218223,no NOR,MFFW,Hannover 96,de Bundesliga,22,1996,5.1,199,254,78.3,3478,846,87,93,93.5,87,100,87.0,20,51,39.2,0,0.7,-0.7,9,11,5,4,12,Matches
828,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,35,1983,38.0,610,1251,48.8,28670,24288,44,47,93.6,153,161,95.0,413,1040,39.7,0,0.3,-0.3,7,43,1,0,0,Matches
829,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,379,485,78.1,7185,2699,155,168,92.3,185,230,80.4,38,76,50.0,0,0.5,-0.5,6,21,4,0,36,Matches
830,Dimitri Foulquier\45e17712,fr FRA,MFFW,Getafe,es La Liga,25,1993,20.0,291,475,61.3,5057,1846,142,187,75.9,111,173,64.2,33,71,46.5,2,1.7,+0.3,15,26,9,4,36,Matches
831,Juan Foyth\6c7762c3,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,508,590,86.1,10052,2973,197,218,90.4,230,260,88.5,76,99,76.8,0,0.3,-0.3,3,28,3,1,18,Matches
832,Raphael Framberger\626fab5f,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,181,281,64.4,3173,1634,94,124,75.8,65,97,67.0,20,47,42.6,0,1.0,-1.0,5,18,7,6,19,Matches
833,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,598,809,73.9,11403,5436,253,284,89.1,259,330,78.5,81,168,48.2,2,1.1,+0.9,12,56,15,8,67,Matches
834,Mike Frantz\482b70ad,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,509,671,75.9,9732,2572,182,231,78.8,247,305,81.0,66,106,62.3,1,1.1,-0.1,14,28,15,10,35,Matches
835,Ryan Fraser\d56543a0,sct SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,1026,1506,68.1,18495,6404,449,561,80.0,426,570,74.7,127,294,43.2,14,11.6,+2.4,87,83,61,23,138,Matches
836,Pierluigi Frattali\71dac2c2,it ITA,GK,Parma,it Serie A,32,1985,1.0,27,38,71.1,833,428,4,4,100.0,16,16,100.0,7,18,38.9,0,0.0,0.0,0,1,0,0,0,Matches
837,Fred\b853e0ad,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,656,761,86.2,13052,3247,259,286,90.6,267,299,89.3,115,149,77.2,1,0.9,+0.1,15,70,6,2,65,Matches
838,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,394,541,72.8,5829,2432,243,278,87.4,119,175,68.0,25,62,40.3,0,0.3,-0.3,4,15,7,4,26,Matches
839,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,1987,2262,87.8,35734,8884,841,926,90.8,928,1025,90.5,189,251,75.3,6,3.5,+2.5,42,230,43,3,210,Matches
840,Nicolas Frey\6378443d,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,98,122,80.3,2104,1005,28,32,87.5,52,55,94.5,18,33,54.5,0,0.0,0.0,1,9,0,0,6,Matches
841,Marco Friedl\f86ad3f5,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,230,264,87.1,5115,1810,59,63,93.7,121,137,88.3,49,60,81.7,0,0.0,0.0,0,22,0,0,22,Matches
842,Alexander Fuchs\9c9bd01f,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,182,243,74.9,3329,656,78,105,74.3,88,105,83.8,16,25,64.0,0,0.7,-0.7,9,27,2,0,21,Matches
843,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,117,155,75.5,2260,1060,46,51,90.2,59,65,90.8,11,31,35.5,0,0.3,-0.3,6,9,6,4,19,Matches
844,Javi Fuego\2e8fc160,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,108,136,79.4,1897,734,46,53,86.8,50,57,87.7,9,17,52.9,0,0.0,0.0,0,12,0,0,9,Matches
845,Angelo Fulgini\4b96c347,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,18.2,595,785,75.8,9873,3075,310,364,85.2,215,270,79.6,53,111,47.7,1,2.9,-1.9,36,44,34,2,77,Matches
