Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1423,Lucas Lima\0f52f925,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3.0,0,0,0,6,6,0,12,0,4,0,0,0,30,2,4,33.3,Matches
1424,Anthony Limbombe\ccee698e,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,1.7,0,0,0,2,3,1,7,1,0,0,0,0,8,0,3,0.0,Matches
1425,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,6,0,0,26,9,0,1,25,16,0,0,1,406,95,49,66.0,Matches
1426,Karol Linetty\d023d70f,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,4,0,0,50,38,0,30,16,32,0,0,0,217,14,23,37.8,Matches
1427,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,eng Premier League,26,1992,10.4,3,0,0,31,12,0,5,6,9,0,0,0,52,1,10,9.1,Matches
1428,Pol Lirola\ff800ed8,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,4,0,0,19,11,1,67,24,20,0,1,0,228,11,22,33.3,Matches
1429,Diego Llorente\bba30585,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,7,1,1,23,17,3,1,19,21,1,2,0,301,63,47,57.3,Matches
1430,Fernando Llorente\82dbf623,es ESP,FW,Napoli,it Serie A,34,1985,5.6,1,0,0,12,9,3,1,1,1,0,0,0,15,28,23,54.9,Matches
1431,Marcos Llorente\02c15616,es ESP,MFFW,Atlético Madrid,es La Liga,24,1995,15.2,4,0,0,30,22,4,18,6,22,1,0,0,125,15,21,41.7,Matches
1432,Gautier Lloris\ac89503b,fr FRA,DF,Nice,fr Ligue 1,24,1995,3.0,1,0,0,1,1,0,0,2,4,0,0,1,20,5,4,55.6,Matches
1433,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,,Matches
1434,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,eng Premier League,23,1996,16.6,6,0,0,36,57,0,18,14,33,0,0,0,167,7,24,22.6,Matches
1435,Stanislav Lobotka\e1cbb531,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,1,0,0,10,30,1,3,7,17,0,0,0,147,8,12,40.0,Matches
1436,Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,0,0,0,8,17,0,1,6,10,0,0,0,68,2,7,22.2,Matches
1437,Jürgen Locadia\6cc47ae1,nl NED,MFFW,Brighton,eng Premier League,25,1993,1.0,0,0,0,0,2,0,0,0,1,0,0,0,8,1,2,33.3,Matches
1438,Jürgen Locadia\6cc47ae1,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,1,0,0,9,8,6,4,0,4,0,0,0,20,9,10,47.4,Matches
1439,Manuel Locatelli\a8a874f1,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,9,0,0,54,65,0,26,16,58,0,0,1,271,28,33,45.9,Matches
1440,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,6,1,1,45,47,11,80,22,46,0,0,0,225,27,31,46.6,Matches
1441,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,2.3,0,0,0,2,3,0,1,0,0,0,0,0,23,1,4,20.0,Matches
1442,Enzo Loiodice\6bca20fe,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0,0,0,7,0,0,0,3,5,0,0,0,15,1,4,20.0,Matches
1443,Kevin Long\5a4280b1,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0,0,0,10,6,0,0,1,8,0,0,0,64,22,16,57.9,Matches
1444,Shane Long\9f472354,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,0,0,0,35,26,12,21,2,15,0,0,0,81,114,127,47.3,Matches
1445,Matthew Longstaff\c0027d2d,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,1,0,0,6,7,0,3,6,3,0,0,0,57,4,3,57.1,Matches
1446,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,2,1,0,19,29,0,20,19,21,0,0,0,170,12,20,37.5,Matches
1447,Ademola Lookman\7c104bb7,eng ENG,MFFW,RB Leipzig,de Bundesliga,21,1997,3.4,0,0,0,9,4,0,10,2,5,0,1,0,34,1,3,25.0,Matches
1448,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,1,0,0,0,6,0,0,0,0,0,0,1,133,0,0,,Matches
1449,Rony Lopes\7c2965bb,pt POR,FWMF,Sevilla,es La Liga,23,1995,1.5,0,0,0,0,2,0,1,1,1,0,0,0,13,0,3,0.0,Matches
1450,Rony Lopes\7c2965bb,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,0,0,0,0,4,1,0,0,1,0,0,0,3,1,4,20.0,Matches
1451,Adrián López\88a359d4,es ESP,FWMF,Osasuna,es La Liga,31,1988,16.0,0,0,0,14,9,6,18,6,6,0,0,0,65,43,67,39.1,Matches
1452,David López\f03f284b,es ESP,DFMF,Espanyol,es La Liga,29,1989,27.3,5,1,1,37,27,1,5,23,30,0,0,0,342,68,53,56.2,Matches
1453,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,5,1,1,0,6,0,0,0,2,0,0,0,210,0,0,,Matches
1454,Javi López\e9ada8cf,es ESP,DF,Alavés,es La Liga,17,2002,1.0,0,0,0,1,0,0,2,0,3,0,1,0,6,1,0,100.0,Matches
1455,Javi López\ffad706e,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,5,1,1,30,23,0,23,11,26,0,0,0,181,31,17,64.6,Matches
1456,Lluis López\a685f013,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,1,0,0,5,1,0,0,1,1,0,0,0,25,4,2,66.7,Matches
1457,Maxime Lopez\20094685,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,12.3,2,0,0,13,7,1,17,7,10,0,0,0,80,2,13,13.3,Matches
1458,Pau López\20b9f052,es ESP,GK,Roma,it Serie A,24,1994,32.0,3,0,0,1,2,0,0,0,0,0,0,0,162,0,0,,Matches
1459,Roberto López\2a8c9f98,es ESP,MFFW,Real Sociedad,es La Liga,19,2000,0.6,0,0,0,0,3,0,1,0,2,0,0,0,8,3,3,50.0,Matches
1460,Unai López\88050721,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,6,0,0,50,24,1,42,13,27,0,0,0,212,24,24,50.0,Matches
1461,Losada\41521385,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
1462,Albert Lottin\934a0957,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,0,0,1,0,0,3,3,0,0,0,3,1,0,100.0,Matches
1463,Imran Louza\e1df6989,ma MAR,MFFW,Nantes,fr Ligue 1,20,1999,22.3,4,0,0,47,36,0,23,13,45,0,1,0,191,22,53,29.3,Matches
1464,Matteo Lovato\5fa57166,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
1465,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,1,0,0,5,10,0,0,8,9,0,0,0,107,39,21,65.0,Matches
1466,Eduard Löwen\70678132,de GER,MFFW,Augsburg,de Bundesliga,22,1997,7.5,0,0,0,14,18,2,7,2,10,0,0,0,53,14,20,41.2,Matches
1467,Eduard Löwen\70678132,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0,0,0,4,3,0,2,7,6,0,0,0,35,5,2,71.4,Matches
1468,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,eng Premier League,30,1989,17.0,2,0,0,18,11,0,28,16,24,0,1,0,135,24,14,63.2,Matches
1469,Hirving Lozano\a69e4806,mx MEX,FWMF,Napoli,it Serie A,24,1995,11.4,3,0,0,25,42,6,34,3,7,0,0,0,60,10,16,38.5,Matches
1470,Pol Lozano\ea610f00,es ESP,MFFW,Espanyol,es La Liga,19,1999,1.9,0,1,0,8,1,0,0,0,4,0,0,0,25,2,0,100.0,Matches
1471,Jan Luca Rumpf\3588d4fe,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1.0,0,0,0,2,1,0,0,1,3,0,0,0,10,2,4,33.3,Matches
1472,Jean Lucas\a99138af,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,3,0,0,8,7,0,3,4,9,0,0,0,25,1,7,12.5,Matches
1473,Fabio Lucioni\8efa621b,it ITA,DF,Lecce,it Serie A,31,1987,34.8,8,1,0,26,20,0,3,30,29,0,2,1,270,63,48,56.8,Matches
1474,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,es La Liga,24,1995,22.1,5,0,0,18,31,2,70,10,24,1,0,0,147,19,32,37.3,Matches
1475,José Luis Morales\4a478107,es ESP,FWMF,Levante,es La Liga,32,1987,28.0,3,0,0,18,14,15,72,11,7,0,0,0,134,16,22,42.1,Matches
1476,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,5,0,0,56,22,1,7,33,51,0,1,0,339,83,39,68.0,Matches
1477,José Luis Rodríguez\b333b014,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1478,David Luiz\c0e27d1a,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,5,2,0,30,14,1,5,19,20,0,3,0,210,58,34,63.0,Matches
1479,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,8,0,0,64,40,0,17,21,33,0,1,0,320,32,33,49.2,Matches
1480,Jordan Lukaku\0cd0e21b,be BEL,DF,Lazio,it Serie A,25,1994,4.4,2,0,0,6,1,1,15,0,3,0,0,0,28,2,1,66.7,Matches
1481,Romelu Lukaku\5eae500a,be BEL,FW,Inter,it Serie A,26,1993,33.1,2,0,0,53,27,23,31,2,4,0,0,0,106,83,73,53.2,Matches
1482,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Hertha BSC,de Bundesliga,21,1997,22.6,2,0,0,27,30,10,44,8,22,0,0,0,137,20,35,36.4,Matches
1483,Saša Lukić\c6e8cf1f,rs SRB,MF,Torino,it Serie A,22,1996,20.7,5,1,0,49,24,2,12,17,31,0,1,0,171,19,44,30.2,Matches
1484,Senad Lulić\7fd58fe3,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,6,0,0,32,14,7,61,12,24,0,0,0,162,16,11,59.3,Matches
1485,John Lundstram\0df2b165,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,5,0,0,31,15,7,33,18,33,0,0,0,235,26,35,42.6,Matches
1486,Sebastiano Luperto\997fff07,it ITA,DF,Napoli,it Serie A,22,1996,5.9,2,0,0,7,2,0,4,2,8,0,0,0,51,6,11,35.3,Matches
1487,Arnaud Lusamba\54131505,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,10.9,1,0,0,12,24,1,6,4,16,0,0,0,68,5,12,29.4,Matches
1488,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,0,0,0,0,2,0,0,0,0,0,0,0,74,0,0,,Matches
1489,Lyanco\b5bf1770,br BRA,DF,Torino,it Serie A,22,1997,13.1,5,0,0,18,14,1,4,15,15,0,0,1,124,19,16,54.3,Matches
1490,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,4,0,0,21,14,3,32,15,12,0,1,0,100,26,25,51.0,Matches
1491,Yann M'Vila\d4133fa1,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,21.6,1,0,0,15,19,0,0,28,21,0,1,0,262,33,19,63.5,Matches
1492,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,eng Premier League,20,1998,3.9,0,0,0,6,5,1,9,2,4,0,0,0,31,4,4,50.0,Matches
1493,Darwin Machís\ed6ea4d9,ve VEN,FWMF,Granada,es La Liga,26,1993,23.7,5,0,0,47,46,12,76,12,19,0,0,0,153,19,39,32.8,Matches
1494,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,1,0,0,1,3,0,1,1,2,0,0,0,12,3,0,100.0,Matches
1495,James Maddison\ee38d9c5,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,4,0,0,40,98,4,65,12,39,0,0,0,218,6,29,17.1,Matches
1496,Lisandro Magallán\01a49bd2,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,4,0,0,23,6,1,0,6,13,0,1,0,126,33,21,61.1,Matches
1497,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,5,0,0,28,39,0,4,26,19,0,0,0,198,15,10,60.0,Matches
1498,Giangiacomo Magnani\cce9f582,it ITA,DFMF,Brescia,it Serie A,23,1995,1.3,2,0,0,2,2,0,0,2,0,0,1,0,9,5,0,100.0,Matches
1499,Giangiacomo Magnani\cce9f582,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1,0,0,4,1,0,0,1,0,0,0,0,16,10,1,90.9,Matches
1500,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,1,0,0,4,6,0,6,7,11,0,0,0,36,3,2,60.0,Matches
1501,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,6,0,0,36,28,6,1,55,27,0,0,0,434,193,69,73.7,Matches
1502,Abdallahi Mahmoud\ab99e4a0,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,1,0,0,3,4,0,0,4,5,0,0,0,9,4,3,57.1,Matches
1503,Riyad Mahrez\892d5bb1,dz ALG,FWMF,Manchester City,eng Premier League,28,1991,21.6,0,0,0,16,37,13,52,15,21,5,0,0,140,10,23,30.3,Matches
1504,Thiago Maia\91e58f66,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0,0,0,2,1,0,0,1,3,0,0,0,7,1,1,50.0,Matches
1505,Arne Maier\ab700320,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0,0,0,6,4,0,7,5,2,0,0,0,61,2,7,22.2,Matches
1506,Habib Maïga\e768de1f,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,7,0,0,48,29,1,39,23,68,0,0,0,280,38,37,50.7,Matches
1507,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,24,1995,28.0,0,0,0,0,6,0,0,0,0,0,0,0,140,1,0,100.0,Matches
1508,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,6,1,1,16,15,0,20,17,27,0,0,0,131,14,13,51.9,Matches
1509,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0,0,0,18,11,4,0,3,5,0,0,0,40,5,23,17.9,Matches
1510,Abdul Majeed Waris\46907171,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,1,0,0,8,20,1,4,4,6,0,0,0,21,1,5,16.7,Matches
1511,Žan Majer\bf13975c,si SVN,MF,Lecce,it Serie A,27,1992,18.5,7,0,0,31,13,1,24,18,20,1,0,0,173,11,12,47.8,Matches
1512,Jean-Victor Makengo\22bfb57e,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11.0,1,0,0,23,18,1,6,3,10,0,0,0,65,2,19,9.5,Matches
1513,Nemanja Maksimović\00b28772,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,5,0,0,23,14,1,5,40,34,0,0,0,312,62,77,44.6,Matches
1514,Nikola Maksimović\16b9d5cf,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,3,1,0,25,10,0,12,19,21,0,1,0,190,41,21,66.1,Matches
1515,Kévin Malcuit\d6a889ea,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,0,0,4,4,0,13,3,5,0,0,0,22,3,2,60.0,Matches
1516,Daniel Maldini\801831fe,it ITA,FWMF,Milan,it Serie A,17,2001,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
1517,Ruslan Malinovskyi\48d5bd33,ua UKR,MFFW,Atalanta,it Serie A,26,1993,17.1,7,1,1,34,61,3,33,3,15,3,0,0,133,13,24,35.1,Matches
1518,Yunus Mallı\f3722c97,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,1,0,0,9,16,0,4,3,4,0,0,0,40,3,8,27.3,Matches
1519,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,7,0,0,37,27,3,59,14,28,0,0,0,202,39,26,60.0,Matches
1520,Streli Mamba\625e41b1,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,0,0,37,31,11,4,6,11,1,0,0,70,17,27,38.6,Matches
1521,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0,0,0,1,3,0,0,2,0,0,0,0,24,9,1,90.0,Matches
1522,Vincent Manceau\c26a3918,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1,0,0,16,13,1,41,22,29,0,0,0,174,17,16,51.5,Matches
1523,Gianluca Mancini\5aa53281,it ITA,DFMF,Roma,it Serie A,23,1996,30.4,16,1,1,78,28,4,4,32,35,0,0,0,269,78,25,75.7,Matches
1524,Marco Mancosu\2c3a6c21,it ITA,MFFW,Lecce,it Serie A,30,1988,27.1,3,0,0,26,22,9,40,13,17,2,0,0,170,23,36,39.0,Matches
1525,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,1,0,0,0,2,0,0,0,0,0,0,0,144,0,1,0.0,Matches
1526,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,4,0,0,21,23,1,21,13,32,0,1,1,123,17,16,51.5,Matches
1527,Aïssa Mandi\fbd6378b,dz ALG,DF,Betis,es La Liga,27,1991,28.6,9,0,0,30,18,5,3,24,16,0,0,0,231,53,41,56.4,Matches
1528,Rolando Mandragora\c7259b83,it ITA,MF,Udinese,it Serie A,22,1997,22.8,2,0,0,50,25,1,26,19,33,0,0,0,206,22,22,50.0,Matches
1529,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,3,0,0,48,70,14,52,11,35,2,0,0,169,35,79,30.7,Matches
1530,Eliaquim Mangala\f520049f,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,3,1,1,11,1,1,0,2,4,0,1,0,61,16,8,66.7,Matches
1531,Thomas Mangani\c801616a,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,0,0,0,23,26,1,47,11,23,0,0,0,209,18,27,40.0,Matches
1532,Massimiliano Mangraviti\33914f14,it ITA,DF,Brescia,it Serie A,21,1998,10.8,2,0,0,13,5,0,8,2,5,0,1,0,77,20,21,48.8,Matches
1533,Kostas Manolas\c707411f,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,2,0,0,27,16,0,1,15,17,0,1,0,230,62,33,65.3,Matches
1534,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,5,0,0,21,11,1,34,13,32,0,1,0,119,18,22,45.0,Matches
1535,Giacomo Manzari\d8dfae8a,it ITA,FWMF,Sassuolo,it Serie A,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches
1536,Myziane Maolida\706a60e1,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,0,0,0,11,5,1,12,5,11,0,1,0,47,4,8,33.3,Matches
1537,Faitout Maouassa\e54a9890,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,3,0,0,17,34,2,48,15,29,0,1,0,150,21,14,60.0,Matches
1538,Fernando Marçal\9ae9eaea,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,1,2,0,16,11,0,26,14,17,0,0,2,132,20,5,80.0,Matches
1539,Marcelo\603116a7,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,2,0,0,9,21,0,52,15,12,2,0,0,130,10,7,58.8,Matches
1540,Marcelo\e3d0b0c4,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,4,0,0,16,11,0,1,17,16,0,0,0,194,75,21,78.1,Matches
1541,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,2,0,0,14,13,2,48,12,17,0,0,0,99,15,15,50.0,Matches
1542,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,5,0,0,19,16,0,5,20,9,1,0,0,163,32,29,52.5,Matches
1543,Óscar de Marcos\9f323c71,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6.0,1,0,0,9,3,2,13,4,0,0,0,0,40,7,13,35.0,Matches
1544,Dario Maresic\5d93ccee,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,0,0,0,1,1,0,0,1,0,0,0,0,8,1,2,33.3,Matches
1545,Miguel Marí\d70a3661,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
1546,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,2,0,0,0,2,1,0,0,0,8,4,3,57.1,Matches
1547,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,2,0,0,15,17,2,0,9,11,0,0,0,177,55,17,76.4,Matches
1548,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,0,0,2,0,0,0,0,0,0,0,0,5,2,3,40.0,Matches
1549,Adrian Mariappa\8aa5f52c,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,6,1,1,23,7,2,18,7,12,0,0,1,133,41,32,56.2,Matches
1550,Jordan Marié\0d2158d5,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,0,0,6,2,0,1,5,5,0,0,0,25,1,5,16.7,Matches
1551,Federico Marigosu\66a9470c,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0.0,Matches
1552,Adrián Marín\b7f2edff,es ESP,DF,Alavés,es La Liga,22,1997,9.5,1,0,0,23,5,0,16,10,6,0,1,0,69,8,8,50.0,Matches
1553,Guillermo Maripán\d9764034,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,75.0,Matches
1554,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,0,0,14,5,1,5,21,28,0,1,0,164,38,33,53.5,Matches
1555,Marlon\cdf65d12,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,8,0,0,28,11,0,0,20,20,0,1,0,156,21,28,42.9,Matches
1556,Omar Marmoush\0e0102eb,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,0,0,0,2,0,0,1,0,0,0,0,0,10,0,1,0.0,Matches
1557,Gonzalo Maroni\e01ca8f4,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,0,0,0,4,1,0,2,2,1,0,0,0,14,1,2,33.3,Matches
1558,Marquinhos\d5f2f82b,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,1,0,0,18,5,0,5,11,25,0,0,0,179,41,32,56.2,Matches
1559,Bruno Martella\1e12c53b,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,3,0,0,8,2,1,41,14,9,0,0,0,88,12,16,42.9,Matches
1560,Roger Martí\0ae4e09a,es ESP,FW,Levante,es La Liga,28,1991,25.2,6,1,1,62,36,10,23,7,11,2,0,1,88,31,67,31.6,Matches
1561,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,1,0,0,32,47,12,20,5,12,1,0,0,76,21,60,25.9,Matches
1562,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,2,0,0,19,14,2,59,14,15,0,0,0,161,17,25,40.5,Matches
1563,Daniel Martín\4df0dff8,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,,Matches
1564,David Martin\07666c20,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,1,0,0,0,1,0,0,0,0,0,0,0,20,0,0,,Matches
1565,Jonas Martin\468fdbad,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,1,0,0,3,0,0,2,0,3,0,0,0,20,6,2,75.0,Matches
1566,Jonas Martin\468fdbad,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,0,0,2,4,0,5,1,7,0,0,0,31,2,2,50.0,Matches
1567,Josh Martin\3f072a68,eng ENG,FWMF,Norwich City,eng Premier League,17,2001,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,Matches
1568,Martinelli\48a5a5d6,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,1,0,0,12,9,2,16,2,13,0,0,0,34,7,32,17.9,Matches
1569,Álex Martínez\e1c805cf,es ESP,DF,Granada,es La Liga,28,1990,0.2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
1570,Emiliano Martínez\7956236f,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0,,Matches
1571,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,10,0,0,39,42,3,15,26,31,1,1,1,351,101,57,63.9,Matches
1572,Javi Martínez\3672b352,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
1573,Javi Martínez\7f97771d,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,5,1,1,10,5,1,0,10,8,0,0,0,91,27,10,73.0,Matches
1574,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,it Serie A,21,1997,27.2,8,1,0,55,88,22,23,14,13,2,0,0,132,26,62,29.5,Matches
1575,Pablo Martínez\ecc77652,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,0,0,0,3,1,0,0,1,2,0,0,0,8,0,1,0.0,Matches
1576,Pablo Martinez\1ad8cb67,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,5,1,1,23,32,0,0,37,28,0,2,0,247,62,42,59.6,Matches
1577,Gelson Martins\3ef0fa48,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,3,1,0,19,25,2,49,24,20,0,1,0,137,8,19,29.6,Matches
1578,Adam Marušić\d4535821,me MNE,DF,Lazio,it Serie A,26,1992,10.5,3,0,0,15,13,0,16,8,8,0,0,0,66,12,14,46.2,Matches
1579,Omar Mascarell\11fd2b75,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,4,0,0,24,22,0,5,38,41,0,0,0,304,57,35,62.0,Matches
1580,Andrea Masiello\e0314d87,it ITA,DF,Genoa,it Serie A,33,1986,14.7,4,0,0,13,5,0,10,17,14,0,0,0,136,12,13,48.0,Matches
1581,Andrea Masiello\e0314d87,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,1,0,0,11,1,0,2,3,13,0,0,0,51,11,5,68.8,Matches
