Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
381,Roman Bürki\9d12e142,ch SUI,GK,Dortmund,de Bundesliga,26,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
382,Patrick Burner\8746d5d0,mq MTQ,DF,Nice,fr Ligue 1,21,1996,10.0,0,2,1,50.0,0.20,0.10,0.00,0.00,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
383,Dženis Burnić\0dabaf14,de GER,MFDF,Stuttgart,de Bundesliga,19,1998,3.4,0,7,0,0.0,2.07,0.00,0.00,,25.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
384,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,es La Liga,29,1988,28.8,1,6,3,50.0,0.21,0.10,0.17,0.33,10.4,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
385,Unai Bustinza\f3112790,es ESP,DF,Leganés,es La Liga,25,1992,18.2,2,15,9,60.0,0.82,0.49,0.13,0.22,8.1,0,0,0,2.8,2.8,0.22,-0.8,-0.8,Matches
386,Ludovic Butelle\26975a92,fr FRA,GK,Angers,fr Ligue 1,34,1983,18.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
387,Jack Butland\cc70a1d5,eng ENG,GK,Stoke City,eng Premier League,24,1993,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
388,Sam Byram\1bf811d4,eng ENG,DF,West Ham,eng Premier League,23,1993,2.8,0,5,0,0.0,1.81,0.00,0.00,,14.0,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
389,Jakub Błaszczykowski\2b350e6b,pl POL,FWMF,Wolfsburg,de Bundesliga,31,1985,5.8,1,1,1,100.0,0.17,0.17,1.00,1.00,17.0,0,0,0,0.3,0.3,0.30,+0.7,+0.7,Matches
390,Erick Cabaco\e7ab4179,uy URU,DF,Levante,es La Liga,22,1995,11.6,0,3,2,66.7,0.26,0.17,0.00,0.00,6.7,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
391,Willy Caballero\a179d516,ar ARG,GK,Chelsea,eng Premier League,35,1981,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
392,Yohan Cabaye\ad7b19ef,fr FRA,MF,Crystal Palace,eng Premier League,31,1986,26.4,0,38,10,26.3,1.44,0.38,0.00,0.00,24.3,4,0,0,1.8,1.8,0.05,-1.8,-1.8,Matches
393,Rémy Cabella\148e136f,fr FRA,MF,Marseille,fr Ligue 1,27,1990,0.7,1,2,1,50.0,2.81,1.41,0.50,1.00,7.4,0,0,0,0.4,0.4,0.22,+0.6,+0.6,Matches
394,Rémy Cabella\148e136f,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,27,1990,25.1,7,58,23,39.7,2.31,0.92,0.10,0.26,19.7,3,1,3,7.8,5.5,0.09,-0.8,+0.5,Matches
395,Gustavo Cabral\92b4a127,ar ARG,DF,Celta Vigo,es La Liga,31,1985,21.0,1,11,2,18.2,0.52,0.10,0.09,0.50,8.9,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
396,Leandro Cabrera\69cbc8b6,uy URU,DF,Crotone,it Serie A,26,1991,4.1,0,2,0,0.0,0.49,0.00,0.00,,12.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
397,Leandro Cabrera\69cbc8b6,uy URU,DF,Getafe,es La Liga,26,1991,8.0,0,2,0,0.0,0.25,0.00,0.00,,4.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
398,Fabrizio Cacciatore\00b0bb87,it ITA,DF,Chievo,it Serie A,30,1986,31.9,2,24,10,41.7,0.75,0.31,0.08,0.20,18.1,0,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
399,Martín Cáceres\e94d79e3,uy URU,DF,Lazio,it Serie A,30,1987,4.9,1,4,2,50.0,0.82,0.41,0.25,0.50,10.7,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
400,Martín Cáceres\e94d79e3,uy URU,DF,Hellas Verona,it Serie A,30,1987,12.9,3,16,5,31.3,1.24,0.39,0.19,0.60,12.4,0,0,0,2.2,2.2,0.15,+0.8,+0.8,Matches
401,Cafú\85322440,pt POR,MF,Metz,fr Ligue 1,24,1993,7.5,0,5,3,60.0,0.66,0.40,0.00,0.00,18.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
402,Jonathan Cafu\8d043f1d,br BRA,FWMF,Bordeaux,fr Ligue 1,26,1991,7.0,2,14,6,42.9,1.99,0.85,0.14,0.33,16.6,1,0,0,1.6,1.6,0.12,+0.4,+0.4,Matches
403,Gary Cahill\7914b9fe,eng ENG,DF,Chelsea,eng Premier League,31,1985,23.2,0,9,3,33.3,0.39,0.13,0.00,0.00,19.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
404,Yannick Cahuzac\677ee102,fr FRA,MF,Toulouse,fr Ligue 1,32,1985,16.9,0,3,2,66.7,0.18,0.12,0.00,0.00,13.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
405,Felipe Caicedo\93b891d1,ec ECU,FW,Lazio,it Serie A,28,1988,8.0,3,17,8,47.1,2.13,1.00,0.18,0.38,12.2,0,0,0,3.9,3.9,0.23,-0.9,-0.9,Matches
406,Caiuby\c6637acf,br BRA,FWMF,Augsburg,de Bundesliga,29,1988,31.7,5,77,25,32.5,2.43,0.79,0.06,0.20,17.3,0,0,0,4.9,4.9,0.06,+0.1,+0.1,Matches
407,Cala\fe05804b,es ESP,DF,Getafe,es La Liga,27,1989,20.0,2,20,6,30.0,1.00,0.30,0.10,0.33,10.9,0,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
408,Davide Calabria\2146785a,it ITA,DF,Milan,it Serie A,20,1996,17.4,1,8,4,50.0,0.46,0.23,0.13,0.25,19.8,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
409,Mattia Caldara\ac7e640b,it ITA,DF,Atalanta,it Serie A,23,1994,24.0,3,9,6,66.7,0.37,0.25,0.33,0.50,9.3,0,0,1,3.5,2.7,0.30,-0.5,+0.3,Matches
410,Carlos Calderón\4e2c27bb,es ESP,FW,Getafe,es La Liga,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
411,Luca Caldirola\226008f1,it ITA,DF,Werder Bremen,de Bundesliga,26,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
412,Hakan Çalhanoğlu\cd0fa27b,tr TUR,FWMF,Milan,it Serie A,23,1994,24.1,6,92,29,31.5,3.81,1.20,0.07,0.21,20.9,10,0,0,5.7,5.7,0.06,+0.3,+0.3,Matches
413,Fabrizio Caligara\22ca11f1,it ITA,MF,Cagliari,it Serie A,17,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
414,Daniel Caligiuri\d1273f09,it ITA,DFMF,Schalke 04,de Bundesliga,29,1988,32.4,6,33,16,48.5,1.02,0.49,0.09,0.19,21.0,1,3,3,4.6,2.4,0.07,+1.4,+0.6,Matches
415,José Callejón\78841da9,es ESP,FW,Napoli,it Serie A,30,1987,36.0,10,67,32,47.8,1.86,0.89,0.15,0.31,13.7,0,0,0,9.3,9.3,0.14,+0.7,+0.7,Matches
416,Jonathan Calleri\6922f806,ar ARG,FW,Las Palmas,es La Liga,23,1993,34.5,9,99,24,24.2,2.87,0.69,0.04,0.17,14.6,0,5,5,13.9,10.1,0.10,-4.9,-6.1,Matches
417,Simone Calvano\9dabfcf5,it ITA,MF,Hellas Verona,it Serie A,24,1993,7.2,0,4,0,0.0,0.56,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
418,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,eng Premier League,20,1997,20.9,4,43,15,34.9,2.06,0.72,0.09,0.27,14.4,0,0,0,5.2,5.2,0.12,-1.2,-1.2,Matches
419,Ignacio Camacho\8ed9b33a,es ESP,MFDF,Wolfsburg,de Bundesliga,27,1990,10.6,0,5,2,40.0,0.47,0.19,0.00,0.00,14.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
420,Abdoul Camara\07296190,gn GUI,FWMF,Guingamp,fr Ligue 1,27,1990,10.8,2,19,6,31.6,1.75,0.55,0.11,0.33,19.6,1,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches
421,Souleymane Camara\c58270f8,sn SEN,FW,Montpellier,fr Ligue 1,34,1982,10.4,2,18,6,33.3,1.73,0.58,0.11,0.33,12.4,0,0,1,3.2,2.4,0.13,-1.2,-0.4,Matches
422,Víctor Camarasa\b2d03887,es ESP,MF,Betis,es La Liga,23,1994,13.9,1,20,4,20.0,1.44,0.29,0.05,0.25,21.0,1,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
423,Geoff Cameron\1a160ea3,us USA,DFMF,Stoke City,eng Premier League,32,1985,16.9,0,5,0,0.0,0.30,0.00,0.00,,12.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
424,José Campaña\61220da2,es ESP,MF,Levante,es La Liga,24,1993,30.4,1,24,8,33.3,0.79,0.26,0.04,0.13,21.2,1,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
425,Joel Campbell\895ff3ca,cr CRC,MFFW,Betis,es La Liga,25,1992,2.4,2,8,5,62.5,3.36,2.10,0.25,0.40,21.0,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matches
426,Tyrese Campbell\38aefb74,eng ENG,FW,Stoke City,eng Premier League,17,1999,0.9,0,2,1,50.0,2.28,1.14,0.00,0.00,12.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
427,Emre Can\a65ce836,de GER,MF,Liverpool,eng Premier League,23,1994,23.2,3,27,8,29.6,1.16,0.34,0.11,0.38,20.1,1,0,0,1.6,1.6,0.06,+1.4,+1.4,Matches
428,Sergio Canales\a6de370d,es ESP,MFFW,Real Sociedad,es La Liga,26,1991,21.4,4,64,16,25.0,2.99,0.75,0.06,0.25,23.5,5,0,0,4.1,4.1,0.06,-0.1,-0.1,Matches
429,João Cancelo\bd6351cd,pt POR,DF,Inter,it Serie A,23,1994,20.6,1,12,1,8.3,0.58,0.05,0.08,1.00,24.4,2,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
430,João Cancelo\bd6351cd,pt POR,MF,Valencia,es La Liga,23,1994,1.0,0,4,2,50.0,4.00,2.00,0.00,0.00,11.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
431,Antonio Candreva\356c9002,it ITA,FW,Inter,it Serie A,30,1987,28.2,0,75,25,33.3,2.66,0.89,0.00,0.00,22.4,1,0,0,3.5,3.5,0.05,-3.5,-3.5,Matches
432,Paolo Cannavaro\46ed55b6,it ITA,DF,Sassuolo,it Serie A,36,1981,16.0,0,5,0,0.0,0.31,0.00,0.00,,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
433,Ander Capa\37f1cf47,es ESP,DF,Eibar,es La Liga,25,1992,25.0,0,6,1,16.7,0.24,0.04,0.00,0.00,20.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
434,Pierrick Capelle\79b2399c,fr FRA,MFFW,Angers,fr Ligue 1,30,1987,20.9,2,42,11,26.2,2.01,0.53,0.05,0.18,18.2,0,0,0,2.9,2.9,0.07,-0.9,-0.9,Matches
435,Leonardo Capezzi\07ea0ef2,it ITA,MF,Sampdoria,it Serie A,22,1995,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
436,Étienne Capoue\5acc4a10,fr FRA,MF,Watford,eng Premier League,29,1988,17.1,1,24,4,16.7,1.40,0.23,0.04,0.25,26.3,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
437,Elio Capradossi\174944a3,it ITA,DF,Roma,it Serie A,21,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
438,Gianluca Caprari\54e53b7e,it ITA,FWMF,Sampdoria,it Serie A,24,1993,20.1,5,69,25,36.2,3.43,1.24,0.07,0.20,17.4,5,0,0,7.8,7.8,0.11,-2.8,-2.8,Matches
439,Marco Capuano\616aea37,it ITA,DF,Cagliari,it Serie A,25,1991,7.7,0,3,0,0.0,0.39,0.00,0.00,,7.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
440,Marco Capuano\616aea37,it ITA,DF,Crotone,it Serie A,25,1991,15.6,0,2,1,50.0,0.13,0.06,0.00,0.00,8.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
441,Antonio Caracciolo\99d8fc35,it ITA,DF,Hellas Verona,it Serie A,27,1990,31.7,2,18,2,11.1,0.57,0.06,0.11,1.00,12.9,0,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches
442,Yoan Cardinale\950ff24d,fr FRA,GK,Nice,fr Ligue 1,23,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
443,Diego Carlos\b4a014b1,br BRA,DF,Nantes,fr Ligue 1,24,1993,25.5,1,25,6,24.0,0.98,0.24,0.04,0.17,17.8,8,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
444,Lionel Carole\5b5724d2,fr FRA,DF,Sevilla,es La Liga,26,1991,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
445,Yannick Carrasco\de39485a,be BEL,MFFW,Atlético Madrid,es La Liga,23,1993,10.0,3,25,9,36.0,2.50,0.90,0.12,0.33,19.9,0,0,0,2.0,2.0,0.08,+1.0,+1.0,Matches
446,Michael Carrick\ab7263c1,eng ENG,MF,Manchester Utd,eng Premier League,36,1981,1.2,0,2,1,50.0,1.65,0.83,0.00,0.00,14.5,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
447,Daniel Carriço\e1deea75,pt POR,DF,Sevilla,es La Liga,28,1988,5.1,0,2,0,0.0,0.39,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
448,André Carrillo\7527558b,pe PER,FWMF,Watford,eng Premier League,26,1991,17.1,1,22,2,9.1,1.29,0.12,0.05,0.50,16.6,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
449,Guido Carrillo\8f898ba8,ar ARG,FW,Southampton,eng Premier League,26,1991,5.0,0,9,4,44.4,1.80,0.80,0.00,0.00,12.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
450,Guido Carrillo\8f898ba8,ar ARG,FWMF,Monaco,fr Ligue 1,26,1991,4.7,4,14,6,42.9,2.96,1.27,0.29,0.67,9.7,0,0,0,1.9,1.9,0.14,+2.1,+2.1,Matches
451,Thomas Carrique\23b6ab66,fr FRA,DF,Bordeaux,fr Ligue 1,18,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
452,Andy Carroll\b581987a,eng ENG,FW,West Ham,eng Premier League,28,1989,8.3,3,28,8,28.6,3.36,0.96,0.11,0.38,15.8,0,0,0,1.5,1.5,0.05,+1.5,+1.5,Matches
453,Tom Carroll\5a1900a4,eng ENG,MF,Swansea City,eng Premier League,25,1992,28.6,0,19,3,15.8,0.67,0.11,0.00,0.00,22.9,5,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
454,Federico Cartabia\a8e6bebf,ar ARG,FWMF,La Coruña,es La Liga,24,1993,14.7,2,34,11,32.4,2.31,0.75,0.06,0.18,22.5,3,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches
455,Dani Carvajal\4958bfb2,es ESP,DF,Real Madrid,es La Liga,25,1992,24.7,0,15,6,40.0,0.61,0.24,0.00,0.00,18.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
456,Casemiro\4d224fe8,br BRA,MF,Real Madrid,es La Liga,25,1992,28.8,5,32,12,37.5,1.11,0.42,0.16,0.42,22.9,2,0,0,2.9,2.9,0.09,+2.1,+2.1,Matches
457,Kiko Casilla\58bc7d18,es ESP,GK,Real Madrid,es La Liga,30,1986,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
458,Francesco Cassata\96960855,it ITA,MF,Sassuolo,it Serie A,20,1997,5.1,1,5,1,20.0,0.98,0.20,0.20,1.00,26.2,1,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
459,Timothy Castagne\197640fd,be BEL,DFMF,Atalanta,it Serie A,21,1995,16.7,0,8,4,50.0,0.48,0.24,0.00,0.00,16.4,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
460,Leandro Castán\019f4d0d,br BRA,DF,Cagliari,it Serie A,30,1986,12.7,0,3,1,33.3,0.24,0.08,0.00,0.00,12.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
461,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
462,Dani Castellano\21d4e122,es ESP,DF,Las Palmas,es La Liga,29,1987,22.5,0,4,0,0.0,0.18,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
463,Javi Castellano\dac68523,es ESP,MF,Las Palmas,es La Liga,29,1987,17.4,0,4,2,50.0,0.23,0.11,0.00,0.00,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
464,Samu Castillejo\130a7a3f,es ESP,MFFW,Villarreal,es La Liga,22,1995,23.0,6,56,19,33.9,2.43,0.82,0.11,0.32,20.1,2,0,0,4.2,4.2,0.08,+1.8,+1.8,Matches
465,Chory Castro\8cc3d96e,uy URU,MFFW,Málaga,es La Liga,32,1984,22.9,4,31,10,32.3,1.35,0.44,0.10,0.30,18.5,2,1,1,3.5,2.4,0.08,+0.5,+0.6,Matches
466,Gonzalo Castro\68829001,de GER,MF,Dortmund,de Bundesliga,30,1987,13.4,0,10,2,20.0,0.75,0.15,0.00,0.00,19.4,1,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches
467,Jonny Castro\e28868f3,es ESP,DF,Celta Vigo,es La Liga,23,1994,35.6,2,14,4,28.6,0.39,0.11,0.14,0.50,19.6,0,0,0,1.7,1.7,0.12,+0.3,+0.3,Matches
468,Lucas Castro\56b2957b,ar ARG,MF,Chievo,it Serie A,28,1989,22.1,3,41,16,39.0,1.86,0.73,0.07,0.19,15.9,0,0,0,3.4,3.4,0.09,-0.4,-0.4,Matches
469,Rubén Castro\d109f62b,es ESP,FW,Betis,es La Liga,36,1981,4.0,1,7,5,71.4,1.75,1.25,0.00,0.00,15.7,0,1,1,1.6,1.0,0.14,-0.6,-1.0,Matches
470,Danilo Cataldi\ba3d3bea,it ITA,MF,Benevento,it Serie A,22,1994,25.4,1,37,7,18.9,1.46,0.28,0.03,0.14,24.7,5,0,0,2.3,2.3,0.06,-1.3,-1.3,Matches
471,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,28,1989,5.8,0,2,1,50.0,0.34,0.17,0.00,0.00,9.5,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
472,Edinson Cavani\527f063d,uy URU,FW,Paris S-G,fr Ligue 1,30,1987,28.7,28,104,49,47.1,3.63,1.71,0.24,0.51,13.9,5,3,5,23.2,19.7,0.19,+4.8,+5.3,Matches
473,Marijan Ćavar\33ec696b,ba BIH,FWMF,Eint Frankfurt,de Bundesliga,19,1998,0.4,0,1,0,0.0,2.81,0.00,0.00,,35.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
474,Dani Ceballos\c0617e2b,es ESP,MFFW,Real Madrid,es La Liga,20,1996,4.5,2,7,4,57.1,1.57,0.90,0.29,0.50,19.8,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches
475,Federico Ceccherini\d9624b51,it ITA,DF,Crotone,it Serie A,25,1992,35.9,1,19,6,31.6,0.53,0.17,0.05,0.17,14.6,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
476,Emanuel Cecchini\5c256395,ar ARG,MFDF,Málaga,es La Liga,20,1996,0.3,0,1,0,0.0,3.00,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
477,Petr Čech\71672fa0,cz CZE,GK,Arsenal,eng Premier League,35,1982,33.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
478,Ricardo Centurión\fac896b0,ar ARG,MFFW,Genoa,it Serie A,24,1993,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
479,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,27,1989,24.7,3,10,5,50.0,0.40,0.20,0.30,0.60,7.2,0,0,0,1.2,1.2,0.12,+1.8,+1.8,Matches
480,Fabio Ceravolo\4cc93246,it ITA,FW,Benevento,it Serie A,30,1987,0.6,0,2,1,50.0,3.16,1.58,0.00,0.00,10.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
481,Alessio Cerci\5370cba7,it ITA,FWMF,Hellas Verona,it Serie A,30,1987,18.2,3,41,12,29.3,2.26,0.66,0.05,0.17,19.4,4,1,1,3.2,2.4,0.06,-0.2,-0.4,Matches
482,Boštjan Cesar\c1d18f10,si SVN,DF,Chievo,it Serie A,35,1982,6.1,0,1,0,0.0,0.16,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
483,Damir Ceter\eade5337,co COL,FWMF,Cagliari,it Serie A,19,1997,2.2,0,1,0,0.0,0.45,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
484,Nacer Chadli\5b54bf3b,be BEL,MFFW,West Brom,eng Premier League,27,1989,2.9,1,4,2,50.0,1.38,0.69,0.25,0.50,27.2,2,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
485,Fouad Chafik\edd1466a,ma MAR,DF,Dijon,fr Ligue 1,30,1986,17.9,0,6,1,16.7,0.33,0.06,0.00,0.00,22.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
486,Nathaniel Chalobah\422862ea,eng ENG,MF,Watford,eng Premier League,22,1994,5.0,0,12,4,33.3,2.42,0.81,0.00,0.00,22.1,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
487,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,eng Premier League,22,1995,9.6,0,9,3,33.3,0.94,0.31,0.00,0.00,13.0,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
488,Nereo Champagne\7a9fae62,ar ARG,GK,Leganés,es La Liga,32,1985,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
489,Timothy Chandler\b3b7f5a6,us USA,DFMF,Eint Frankfurt,de Bundesliga,27,1990,21.0,2,24,8,33.3,1.14,0.38,0.08,0.25,14.6,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
490,Kwon Chang-hoon\7961f7aa,kr KOR,FWMF,Dijon,fr Ligue 1,23,1994,23.7,11,70,30,42.9,2.95,1.26,0.16,0.37,19.3,6,0,0,8.2,8.2,0.12,+2.8,+2.8,Matches
491,Charles\c4b8bcf4,br BRA,FW,Eibar,es La Liga,33,1984,17.6,8,49,15,30.6,2.79,0.85,0.16,0.53,12.7,0,0,0,5.9,5.9,0.12,+2.1,+1.1,Matches
492,Charly Charrier\346c15cc,fr FRA,MFFW,Amiens,fr Ligue 1,31,1986,1.2,0,1,0,0.0,0.86,0.00,0.00,,9.8,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matches
493,Pape Cheikh Diop\873ce3a2,sn SEN,MF,Lyon,fr Ligue 1,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
494,Chema\7f203b54,es ESP,DF,Levante,es La Liga,25,1992,22.4,1,8,3,37.5,0.36,0.13,0.13,0.33,11.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
495,Denis Cheryshev\0ac94a23,ru RUS,MFFW,Villarreal,es La Liga,26,1990,10.3,2,29,9,31.0,2.82,0.87,0.07,0.22,17.5,0,0,0,4.7,4.7,0.16,-2.7,-2.7,Matches
496,Raman Chibsah\aa5a409a,gh GHA,MF,Benevento,it Serie A,24,1993,11.6,0,7,3,42.9,0.60,0.26,0.00,0.00,15.0,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
497,Leandro Chichizola\8d957256,ar ARG,GK,Las Palmas,es La Liga,27,1990,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
498,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,32,1984,24.0,0,13,2,15.4,0.54,0.08,0.00,0.00,10.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
499,Federico Chiesa\b0f7e36c,it ITA,FWMF,Fiorentina,it Serie A,19,1997,33.5,6,109,31,28.4,3.26,0.93,0.06,0.19,19.0,0,0,0,7.2,7.2,0.07,-1.2,-1.2,Matches
500,Ben Chilwell\d2424d1b,eng ENG,DF,Leicester City,eng Premier League,20,1996,20.6,0,6,1,16.7,0.29,0.05,0.00,0.00,24.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
501,Vlad Chiricheș\c316607a,ro ROU,DF,Napoli,it Serie A,27,1989,6.5,0,3,0,0.0,0.46,0.00,0.00,,25.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
502,Hamza Choudhury\7d2d3329,eng ENG,MFDF,Leicester City,eng Premier League,19,1997,4.2,0,2,0,0.0,0.48,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
503,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,21,1996,23.2,0,13,1,7.7,0.56,0.04,0.00,0.00,9.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
504,Chuca\c4af5889,es ESP,MF,Villarreal,es La Liga,20,1997,1.0,0,2,0,0.0,2.05,0.00,0.00,,27.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
505,Lee Chung-yong\49b05a83,kr KOR,FWMF,Crystal Palace,eng Premier League,29,1988,1.5,0,1,0,0.0,0.67,0.00,0.00,,12.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
506,Amato Ciciretti\1ab0b878,it ITA,MFFW,Benevento,it Serie A,23,1993,9.0,2,32,11,34.4,3.57,1.23,0.06,0.18,21.1,7,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches
507,Cifu\90f83973,es ESP,DF,Málaga,es La Liga,26,1990,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
508,Luca Cigarini\ae64d449,it ITA,MF,Cagliari,it Serie A,31,1986,22.5,2,22,6,27.3,0.98,0.27,0.09,0.33,28.7,5,0,1,1.7,0.9,0.04,+0.3,+1.1,Matches
509,Per Ciljan Skjelbred\ecab64a0,no NOR,MF,Hertha BSC,de Bundesliga,30,1987,24.3,0,7,3,42.9,0.29,0.12,0.00,0.00,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
