Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
132,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,es La Liga,24-170,1997,12,12,1080,12.0,9,0.75,32,22,78.1,4,6,2,5,41.7,2,2,0,0,0.0,Matches
133,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,it Serie A,34-320,1987,13,13,1170,13.0,26,2.00,59,36,61.0,1,6,6,1,7.7,3,3,0,0,0.0,Matches
134,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,25-109,1996,3,2,187,2.1,3,1.44,9,7,77.8,0,1,1,1,50.0,1,1,0,0,0.0,Matches
135,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,it Serie A,30-207,1991,13,13,1170,13.0,24,1.85,57,39,66.7,5,3,5,4,30.8,5,5,0,0,0.0,Matches
136,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,32-346,1988,13,13,1170,13.0,18,1.38,58,41,69.0,5,3,5,2,15.4,0,0,0,0,,Matches
137,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,28-238,1993,15,15,1350,15.0,19,1.27,52,33,67.3,2,4,9,3,20.0,3,2,0,1,0.0,Matches
138,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,29-202,1992,1,1,90,1.0,2,2.00,0,0,,0,0,1,0,0.0,2,2,0,0,0.0,Matches
139,Jason Steele\28300a16,eng ENG,GK,Brighton,eng Premier League,31-102,1990,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
140,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,29-066,1992,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches
141,Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,26-240,1995,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
142,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,31-224,1990,11,11,990,11.0,12,1.09,35,24,68.6,4,3,4,3,27.3,2,1,1,0,50.0,Matches
143,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,35-292,1986,6,6,540,6.0,10,1.67,21,14,61.9,4,1,1,1,16.7,3,2,1,0,33.3,Matches
144,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,29-212,1992,12,12,1080,12.0,13,1.08,35,22,62.9,5,4,3,3,25.0,0,0,0,0,,Matches
145,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,31-265,1990,10,9,882,9.8,13,1.33,31,20,61.3,5,0,4,2,22.2,1,1,0,0,0.0,Matches
146,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,31-143,1990,12,12,1080,12.0,16,1.33,59,43,72.9,3,6,3,2,16.7,0,0,0,0,,Matches
147,Rúben Vezo\c67cd65c,pt POR,DF,Levante,es La Liga,27-217,1994,1,1,4,11.1,0,0.00,0,0,,0,1,0,0,0.0,0,0,0,0,,Matches
148,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,it Serie A,25-052,1996,14,14,1260,14.0,26,1.86,72,50,66.7,6,1,7,2,14.3,4,2,0,2,0.0,Matches
149,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,eng Premier League,24-269,1997,4,4,360,4.0,12,3.00,19,9,47.4,0,1,3,0,0.0,3,2,1,0,33.3,Matches
150,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,de Bundesliga,27-031,1994,13,13,1170,13.0,14,1.08,43,30,69.8,5,3,5,4,30.8,1,1,0,0,0.0,Matches
151,Luca Zidane\c818c4d9,fr FRA,MFGK,Rayo Vallecano,es La Liga,23-199,1998,1,1,15,0.2,0,0.00,0,0,,0,0,1,0,0.0,0,0,0,0,,Matches
152,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,it Serie A,30-326,1991,7,7,630,7.0,19,2.71,40,22,55.0,1,1,5,0,0.0,2,1,1,0,50.0,Matches
