Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
71,Bruno Alves\585a73a8,pt POR,DF,Parma,it Serie A,37,1981,29.7,15,0.51,11,1,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
72,Steven Alzate\ad1f61f3,co COL,MFDF,Brighton,eng Premier League,20,1998,13.2,30,2.27,22,0,5,2,1,0,1,0.08,0,0,0,0,1,0,Matches
73,Ibrahim Amadou\9260926b,fr FRA,DFMF,Norwich City,eng Premier League,26,1993,8.4,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
74,Ibrahim Amadou\9260926b,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
75,Romain Amalfitano\d7bf3d19,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,27,1.43,18,0,3,2,3,1,2,0.11,2,0,0,0,0,0,Matches
76,Amath\f3b1d9a2,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
77,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,27,1.12,21,1,1,1,1,2,2,0.08,2,0,0,0,0,0,Matches
78,Thierry Ambrose\2945f4b7,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,23,3.78,17,0,4,1,1,0,0,0.00,0,0,0,0,0,0,Matches
79,Kelvin Amian\bcc81786,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,11,0.61,10,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
80,Nadiem Amiri\555d5edd,de GER,MFDF,Leverkusen,de Bundesliga,22,1996,20.6,89,4.31,57,22,6,2,2,0,9,0.44,8,0,0,0,1,0,Matches
81,Ethan Ampadu\10b9fa99,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
82,Opoku Ampomah\e7199efb,gh GHA,FWMF,Düsseldorf,de Bundesliga,23,1996,5.6,17,3.06,11,0,4,1,1,0,0,0.00,0,0,0,0,0,0,Matches
83,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,75,2.31,63,0,5,0,4,3,5,0.15,4,0,0,0,1,0,Matches
84,Joachim Andersen\e34fc66d,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,12,0.71,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Djavan Anderson\ca241ad3,nl NED,DFMF,Lazio,it Serie A,24,1995,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
86,Felipe Anderson\9f1893b9,br BRA,MFFW,West Ham,eng Premier League,26,1993,16.6,58,3.49,44,2,5,3,3,1,8,0.48,7,0,1,0,0,0,Matches
87,Sebastian Andersson\b4cf5806,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,46,1.54,34,0,4,5,2,1,7,0.23,1,0,2,4,0,0,Matches
88,Florin Andone\dc008610,ro ROU,MFFW,Brighton,eng Premier League,26,1993,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,43,1.88,34,0,3,1,1,4,5,0.22,4,0,0,0,0,1,Matches
90,Lorenzo Andrenacci\fe471a89,it ITA,GK,Brescia,it Serie A,24,1995,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,Robert Andrich\e0b113a7,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,78,2.73,53,5,4,9,5,2,5,0.17,4,0,0,0,1,0,Matches
92,Victorien Angban\d8992b84,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,11,0.96,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
93,Miguel Ángel Guerrero\b35db3f6,es ESP,FW,Leganés,es La Liga,29,1990,8.8,18,2.05,14,0,1,0,3,0,2,0.23,1,0,0,0,1,0,Matches
94,Miguel Ángel Moyá\011d8c56,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
95,José Ángel\3024e383,es ESP,DF,Eibar,es La Liga,29,1989,26.2,51,1.94,35,10,0,3,2,1,5,0.19,4,0,0,1,0,0,Matches
96,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,39,3.21,24,10,4,1,0,0,5,0.41,3,1,1,0,0,0,Matches
97,Angeliño\30941e96,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,14,2.98,13,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Faustino Anjorin\b105919e,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,Peter Ankersen\df525574,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,21,1.78,17,0,3,1,0,0,1,0.08,1,0,0,0,0,0,Matches
100,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Torino,it Serie A,32,1986,19.6,58,2.95,42,4,5,2,2,3,8,0.41,6,0,2,0,0,0,Matches
101,Janis Antiste\38d9ce53,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
102,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,59,3.00,31,1,15,5,6,1,7,0.36,2,0,2,2,1,0,Matches
103,Antoñito\dbe519cf,es ESP,DFMF,Valladolid,es La Liga,31,1987,11.4,19,1.66,16,1,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
104,Mirko Antonucci\91976866,it ITA,FWMF,Roma,it Serie A,20,1999,0.9,2,2.20,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
105,Vitorino Antunes\3e4f735d,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Christopher Antwi-Adjei\0a3f6cde,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,27.4,80,2.91,53,8,9,2,7,1,5,0.18,3,1,1,0,0,0,Matches
107,Anuar\c93231dc,ma MAR,MFFW,Valladolid,es La Liga,24,1995,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,21.7,69,3.17,45,1,8,6,7,2,10,0.46,9,0,0,1,0,0,Matches
109,Adil Aouchiche\b94b8be1,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,1,1.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
110,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,18,1.01,13,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
111,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,23,1995,34.1,37,1.09,19,7,2,4,5,0,4,0.12,3,1,0,0,0,0,Matches
112,Guilherme Arana\2b15a82a,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,42,1.78,38,1,0,0,2,1,4,0.17,4,0,0,0,0,0,Matches
114,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,23,1996,9.2,31,3.37,16,1,8,2,3,1,2,0.22,1,0,0,1,0,0,Matches
115,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,7,0.22,4,0,1,2,0,0,3,0.09,2,0,0,1,0,0,Matches
116,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
117,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,32,1987,22.3,20,0.90,15,3,0,2,0,0,2,0.09,2,0,0,0,0,0,Matches
118,Alphonse Areola\2f965a72,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,Santiago Arias\fdd60087,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,21,1.76,18,2,0,1,0,0,2,0.17,2,0,0,0,0,0,Matches
121,Nicolò Armini\2f7407fa,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,50,2.62,37,0,4,4,3,2,9,0.47,5,0,1,2,0,1,Matches
123,José Arnaiz\46e07328,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,15,1.71,10,0,0,1,4,0,2,0.23,1,0,0,0,1,0,Matches
124,José Arnaiz\46e07328,es ESP,MFFW,Leganés,es La Liga,24,1995,3.7,14,3.74,8,2,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches
125,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,121,3.86,51,49,4,8,8,1,13,0.41,5,5,0,2,1,0,Matches
126,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,Kwadwo Asamoah\089550f5,gh GHA,DF,Inter,it Serie A,30,1988,7.1,16,2.25,16,0,0,0,0,0,3,0.42,3,0,0,0,0,0,Matches
128,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,4,0.57,4,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
129,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,3,0.09,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
130,Marco Asensio\45af8a54,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0,Matches
131,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,5,5.92,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
132,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,107,2.95,76,1,10,5,11,4,12,0.33,6,0,4,0,2,0,Matches
133,Roger Assalé\5d5219b1,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,19,3.22,13,0,1,0,5,0,3,0.51,1,0,0,0,2,0,Matches
134,Youcef Atal\6a827d8e,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,32,2.87,18,0,9,1,3,1,2,0.18,1,0,0,0,1,0,Matches
135,Miguel Atienza\12eda7be,es ESP,MF,Eibar,es La Liga,20,1999,0.3,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
136,Christian Atsu\8816329f,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,8.3,23,2.76,17,2,2,0,1,1,3,0.36,2,1,0,0,0,0,Matches
137,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,56,1.61,38,0,7,4,5,2,10,0.29,6,0,0,2,1,1,Matches
138,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
139,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,40,3.17,35,2,2,0,0,1,3,0.24,3,0,0,0,0,0,Matches
140,Jean-Kévin Augustin\97bfa797,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,7,2.37,2,0,1,0,4,0,2,0.68,0,0,0,0,2,0,Matches
141,Ludwig Augustinsson\9fec8860,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,20,1.95,15,4,0,0,1,0,1,0.10,1,0,0,0,0,0,Matches
142,Serge Aurier\5c2b4f07,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,48,1.60,43,2,2,0,0,1,5,0.17,4,0,1,0,0,0,Matches
143,Mathias Autret\7dfbba27,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,56,4.12,35,14,2,2,1,2,5,0.37,4,0,0,1,0,0,Matches
144,Ezequiel Ávila\253a06b9,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,50,2.83,29,0,7,5,7,2,7,0.40,3,0,1,0,2,1,Matches
145,Javier Avilés\53ddba36,es ESP,MFFW,Leganés,es La Liga,21,1997,2.0,6,2.93,5,0,1,0,0,0,2,0.98,1,0,1,0,0,0,Matches
146,Chidozie Awaziem\70d8e84c,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,10,0.45,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
147,Taiwo Awoniyi\e5478b87,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,12,2.24,10,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Florian Ayé\718b8afd,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,30,1.96,16,1,4,6,3,0,1,0.07,0,0,0,0,1,0,Matches
149,Jordan Ayew\da052c14,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,35.0,68,1.94,43,0,11,1,11,2,7,0.20,3,0,3,0,1,0,Matches
150,Kaan Ayhan\2200181e,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,31,1.02,27,0,0,1,0,3,3,0.10,3,0,0,0,0,0,Matches
151,Ramon Azeez\0cc474e7,ng NGA,MF,Granada,es La Liga,26,1992,15.1,17,1.12,11,1,0,2,1,2,1,0.07,1,0,0,0,0,0,Matches
152,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,80,2.23,71,2,1,2,3,1,7,0.20,6,1,0,0,0,0,Matches
153,Ludovic Baal\d3ce9f1f,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,20,2.18,17,1,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches
154,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,25,0.78,24,0,0,0,1,0,1,0.03,1,0,0,0,0,0,Matches
