Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
31,Kevin Agudelo\46fa7204,co COL,MF,Genoa,it Serie A,23-014,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
32,Kevin Agudelo\46fa7204,co COL,FW,Spezia,it Serie A,23-014,1998,1,29,29,2.5,0.3,0,,0,1,29,0,0.00,0,1,-1,-3.10,-1.92,0.5,0.3,+0.2,+0.62,+1.42,Matches
33,Nayef Aguerd\288e1e13,ma MAR,DF,Rennes,fr Ligue 1,25-243,1996,14,1260,90,100.0,14.0,14,90,14,0,,0,1.79,24,12,+12,+0.86,,23.0,16.6,+6.4,+0.46,,Matches
34,Sergio Agüero\4d034881,ar ARG,FW,Barcelona,es La Liga,33-179,1988,4,151,38,12.0,1.7,2,65,1,2,11,0,1.00,1,2,-1,-0.60,-1.25,3.6,1.7,+1.9,+1.14,+0.51,Matches
35,Ruben Aguilar\3dd738a1,fr FRA,DF,Monaco,fr Ligue 1,28-216,1993,12,896,75,71.1,10.0,9,89,8,3,31,2,1.50,14,11,+3,+0.30,+0.80,12.3,9.9,+2.3,+0.24,+0.44,Matches
36,Naouirou Ahamada\a6c58494,fr FRA,MF,Stuttgart,de Bundesliga,19-244,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
37,Aymeric Ahmed\713fc6da,fr FRA,MF,Strasbourg,fr Ligue 1,18-020,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
38,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,fr Ligue 1,27-253,1994,10,399,40,31.7,4.4,5,62,0,5,18,0,1.30,7,8,-1,-0.23,-0.96,5.5,6.7,-1.2,-0.28,-0.46,Matches
39,Joseph Aidoo\18abe173,gh GHA,DF,Celta Vigo,es La Liga,26-060,1995,9,594,66,44.0,6.6,7,83,3,2,7,3,1.00,8,9,-1,-0.15,+0.09,8.4,9.4,-0.9,-0.14,+0.17,Matches
40,Ola Aina\246d153b,ng NGA,DF,Torino,it Serie A,25-051,1996,12,788,66,67.4,8.8,10,75,3,2,18,0,1.33,8,8,0,0.00,-0.94,11.9,7.7,+4.2,+0.48,+0.71,Matches
41,Rayan Aït Nouri\9b398aea,fr FRA,DF,Wolves,eng Premier League,20-175,2001,6,449,75,38.4,5.0,5,88,4,1,7,6,1.33,4,3,+1,+0.20,+0.33,4.4,6.6,-2.3,-0.46,-0.67,Matches
42,Kristoffer Ajer\a8c0acb7,no NOR,DF,Brentford,eng Premier League,23-225,1998,7,565,81,52.3,6.3,6,87,5,1,45,1,1.29,8,6,+2,+0.32,+0.84,8.0,6.7,+1.4,+0.22,+0.11,Matches
43,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,27-276,1994,13,1015,78,80.6,11.3,12,82,6,1,32,0,1.38,22,15,+7,+0.62,+0.99,16.5,14.5,+2.0,+0.17,+0.71,Matches
44,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,26-132,1995,13,1170,90,100.0,13.0,13,90,13,0,,0,2.31,33,19,+14,+1.08,,25.7,18.3,+7.4,+0.57,,Matches
45,Carlos Akapo\f2a68b97,gq EQG,DF,Cádiz,es La Liga,28-261,1993,7,416,59,33.0,4.6,4,87,3,3,23,4,1.00,5,9,-4,-0.87,-0.12,5.6,7.6,-2.0,-0.43,+0.02,Matches
46,Nathan Aké\eaeca114,nl NED,DF,Manchester City,eng Premier League,26-283,1995,4,285,71,26.4,3.2,3,90,3,1,15,8,1.75,3,1,+2,+0.63,-1.29,5.4,2.8,+2.6,+0.83,-0.94,Matches
47,Ilias Akhomach\b8bd60fe,es ESP,FW,Barcelona,es La Liga,17-226,2004,1,45,45,3.6,0.5,1,45,0,0,,1,3.00,0,0,0,0.00,-0.52,0.5,0.2,+0.4,+0.73,+0.05,Matches
48,Maghnes Akliouche\b625b241,fr FRA,MF,Monaco,fr Ligue 1,19-276,2002,1,1,1,0.1,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,-0.07,0.0,0.0,0.0,-2.36,-2.47,Matches
49,Paul Akouokou\31f5b89b,ci CIV,MF,Betis,es La Liga,23-343,1997,2,171,86,13.6,1.9,2,86,1,0,,7,2.00,4,1,+3,+1.58,+1.41,2.3,1.7,+0.6,+0.31,+0.18,Matches
50,Jean-Daniel Akpa-Akpro\fdf4b948,ci CIV,MF,Lazio,it Serie A,29-048,1992,7,232,33,19.8,2.6,3,59,0,4,14,6,1.57,5,5,0,0.00,-0.38,2.5,4.9,-2.4,-0.93,-1.07,Matches
51,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,26-223,1995,11,726,66,62.1,8.1,9,76,4,2,23,1,1.73,19,11,+8,+0.99,+1.19,14.3,10.7,+3.6,+0.45,-0.05,Matches
52,David Alaba\05439de2,at AUT,DF,Real Madrid,es La Liga,29-157,1992,12,1072,89,91.6,11.9,12,89,11,0,,0,2.25,27,12,+15,+1.26,-1.50,19.3,13.8,+5.5,+0.46,-0.42,Matches
53,Sofiane Alakouch\5314e067,ma MAR,DFMF,Metz,fr Ligue 1,23-122,1998,3,151,50,11.2,1.7,0,,0,3,50,10,0.33,0,2,-2,-1.19,-0.37,2.2,2.8,-0.6,-0.34,+0.37,Matches
54,Jony Álamo\788be7f9,es ESP,MF,Elche,es La Liga,20-064,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
55,Tomás Alarcón\99ea2ddd,cl CHI,MF,Cádiz,es La Liga,22-313,1999,13,877,67,69.6,9.7,10,80,6,3,27,0,0.69,8,17,-9,-0.92,-0.45,9.3,14.5,-5.2,-0.53,-0.30,Matches
56,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,29-051,1992,6,145,24,13.4,1.6,1,90,1,5,11,1,1.17,1,2,-1,-0.62,-1.49,3.0,2.2,+0.8,+0.50,+0.46,Matches
57,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,32-252,1989,10,880,88,69.8,9.8,10,88,9,0,,1,1.80,17,12,+5,+0.51,+0.04,17.3,10.0,+7.3,+0.75,+0.20,Matches
58,Josué Albert\3d738df0,gf GUF,DF,Clermont Foot,fr Ligue 1,29-311,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
59,Luis Alberto\5294a83f,es ESP,MF,Lazio,it Serie A,29-061,1992,13,889,68,76.0,9.9,10,78,5,3,35,0,1.62,18,14,+4,+0.40,+0.40,13.1,13.4,-0.3,-0.03,+0.18,Matches
60,Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,es La Liga,36-085,1985,10,900,90,71.4,10.0,10,90,10,0,,3,0.90,6,10,-4,-0.40,-1.40,10.7,13.8,-3.1,-0.31,-1.45,Matches
61,Marc Albrighton\b827d5b3,eng ENG,MFFW,Leicester City,eng Premier League,32-010,1989,4,281,70,26.0,3.1,3,90,3,1,11,5,1.00,2,5,-3,-0.96,-0.74,2.5,7.2,-4.7,-1.49,-1.82,Matches
62,Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,es La Liga,28-090,1993,7,341,49,27.1,3.8,4,69,0,3,22,5,1.29,5,6,-1,-0.26,-0.36,5.6,4.2,+1.4,+0.37,+0.37,Matches
63,Thiago Alcántara\77e84962,es ESP,MF,Liverpool,eng Premier League,30-231,1991,7,341,49,29.1,3.8,4,73,0,3,17,0,2.29,12,1,+11,+2.90,+1.06,13.4,3.6,+9.8,+2.59,+1.40,Matches
64,Omar Alderete\bb08bce9,py PAR,DF,Valencia,es La Liga,24-337,1996,14,1119,80,82.9,12.4,13,83,8,1,45,0,1.36,19,16,+3,+0.24,+1.02,15.4,12.7,+2.7,+0.22,+0.67,Matches
65,Iván Alejo\3d7e48ce,es ESP,MF,Cádiz,es La Liga,26-291,1995,2,69,35,5.5,0.8,0,,0,2,35,4,1.00,0,2,-2,-2.61,-1.93,0.3,1.3,-1.0,-1.30,-0.91,Matches
66,Pedro Alemañ\f0ac14b1,es ESP,MF,Valencia,es La Liga,19-252,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
67,Carles Aleñá\6c811eb7,es ESP,MFFW,Getafe,es La Liga,23-327,1998,14,1044,75,77.3,11.6,14,75,1,0,,0,0.71,9,10,-1,-0.09,+2.27,6.9,10.8,-4.0,-0.34,+0.94,Matches
68,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,23-052,1998,11,964,88,82.4,10.7,11,88,10,0,,0,2.18,33,9,+24,+2.24,+0.49,29.6,11.2,+18.4,+1.72,+0.68,Matches
69,Alfon\1c772b46,es ESP,FW,Celta Vigo,es La Liga,22-208,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
70,Mohamed Ali Cho\f8405304,fr FRA,FW,Angers,fr Ligue 1,17-313,2004,15,1007,67,74.6,11.2,12,78,0,3,24,0,1.47,18,12,+6,+0.54,+1.06,16.0,13.1,+3.0,+0.27,+0.70,Matches
71,Rachid Alioui\bdedd861,ma MAR,FW,Angers,fr Ligue 1,29-163,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
72,Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,29-057,1992,12,1080,90,92.3,12.0,12,90,12,0,,0,2.08,34,11,+23,+1.92,-3.08,30.8,13.1,+17.7,+1.48,-1.59,Matches
73,Allan\cc700722,br BRA,MF,Everton,eng Premier League,30-324,1991,12,1051,88,97.3,11.7,12,88,9,0,,0,1.25,16,18,-2,-0.17,+2.93,16.3,16.1,+0.3,+0.02,+1.24,Matches
74,Jim Allevinah\1956b948,ga GAB,FW,Clermont Foot,fr Ligue 1,26-274,1995,13,727,56,57.7,8.1,8,76,0,5,24,0,0.92,6,16,-10,-1.24,-1.07,8.8,12.4,-3.7,-0.45,-0.60,Matches
75,Dele Alli\cea4ee8f,eng ENG,MF,Tottenham,eng Premier League,25-231,1996,8,516,65,47.8,5.7,6,83,5,2,11,4,1.50,3,10,-7,-1.22,-1.38,4.8,9.3,-4.5,-0.79,-1.23,Matches
76,Miguel Almirón\862a1c15,py PAR,MF,Newcastle Utd,eng Premier League,27-291,1994,11,721,66,61.6,8.0,8,81,4,3,24,1,0.45,9,19,-10,-1.25,-0.45,8.4,16.0,-7.6,-0.95,-0.24,Matches
77,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,30-335,1990,6,535,89,49.5,5.9,6,89,5,0,,5,2.17,12,2,+10,+1.68,-0.96,7.9,7.1,+0.8,+0.14,-1.35,Matches
78,Giorgio Altare\aa5322d5,it ITA,DF,Cagliari,it Serie A,23-111,1998,1,4,4,0.3,0.0,0,,0,1,4,13,1.00,0,1,-1,-22.50,-21.64,0.1,0.4,-0.3,-6.28,-5.52,Matches
79,Hugo Álvarez\6f392eb8,es ESP,FW,Celta Vigo,es La Liga,36-160,1985,1,11,11,0.8,0.1,0,,0,1,11,2,3.00,0,0,0,0.00,+0.20,0.6,0.0,+0.6,+5.15,+5.44,Matches
80,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,26-308,1995,5,450,90,35.7,5.0,5,90,5,0,,2,0.80,4,5,-1,-0.20,-0.64,7.0,4.7,+2.3,+0.46,-0.18,Matches
81,Steven Alzate\ad1f61f3,co COL,MF,Brighton,eng Premier League,23-081,1998,2,90,45,7.7,1.0,1,71,0,1,19,4,2.00,0,1,-1,-1.00,-0.92,0.5,0.9,-0.4,-0.40,-0.35,Matches
82,Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,es La Liga,20-008,2001,3,79,26,5.9,0.9,1,63,0,2,8,8,1.00,2,1,+1,+1.14,+1.85,0.8,1.4,-0.7,-0.75,-0.21,Matches
83,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,26-342,1994,8,606,76,56.1,6.7,7,84,6,1,21,3,1.63,10,13,-3,-0.45,-0.07,8.8,10.9,-2.1,-0.31,-0.37,Matches
84,Amath\f3b1d9a2,sn SEN,FWMF,Mallorca,es La Liga,25-135,1996,11,566,51,41.9,6.3,6,73,1,5,26,2,1.27,9,6,+3,+0.48,+1.74,8.4,7.1,+1.3,+0.21,+0.99,Matches
85,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,27-264,1994,2,128,64,10.9,1.4,2,64,0,0,,10,1.00,1,1,0,0.00,-0.69,0.5,2.3,-1.8,-1.24,-1.57,Matches
86,Wisdom Amey\35b4bc62,it ITA,DF,Bologna,it Serie A,16-109,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
87,Kelvin Amian\bcc81786,fr FRA,DF,Spezia,it Serie A,23-293,1998,9,683,76,58.4,7.6,8,80,6,1,45,1,0.78,11,22,-11,-1.45,-0.53,6.2,15.9,-9.7,-1.28,-1.26,Matches
88,Nadiem Amiri\555d5edd,de GER,MFFW,Leverkusen,de Bundesliga,25-032,1996,10,354,35,32.8,3.9,3,80,1,7,16,2,2.00,6,6,0,0.00,-0.99,6.4,5.5,+0.9,+0.22,+0.17,Matches
89,Ethan Ampadu\10b9fa99,wls WAL,MF,Venezia,it Serie A,21-075,2000,8,547,68,43.4,6.1,6,79,3,2,37,0,1.38,7,9,-2,-0.33,+0.55,6.7,10.1,-3.5,-0.57,+0.10,Matches
90,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,it Serie A,25-099,1996,9,203,23,16.1,2.3,1,55,0,8,19,4,1.67,1,6,-5,-2.22,-2.81,1.7,6.2,-4.5,-1.99,-2.51,Matches
91,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,eng Premier League,25-181,1996,12,1024,85,87.5,11.4,11,90,11,1,34,0,1.33,18,15,+3,+0.26,+2.11,14.9,11.6,+3.3,+0.29,+0.37,Matches
92,Elliot Anderson\de31038e,sct SCO,MF,Newcastle Utd,eng Premier League,19-022,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
93,Felipe Anderson\9f1893b9,br BRA,FW,Lazio,it Serie A,28-227,1993,13,1089,84,93.1,12.1,13,84,6,0,,0,1.62,23,18,+5,+0.41,+1.52,17.8,17.1,+0.7,+0.06,+1.99,Matches
94,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,30-136,1991,13,561,43,47.9,6.2,5,76,1,8,23,0,1.38,10,8,+2,+0.32,+0.62,8.2,9.5,-1.3,-0.21,-0.39,Matches
95,Florin Andone\dc008610,ro ROU,FW,Brighton,eng Premier League,28-231,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
96,Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,28-231,1993,3,109,36,8.7,1.2,1,66,0,2,22,5,0.33,1,6,-5,-4.13,-3.66,0.7,3.1,-2.5,-2.03,-1.74,Matches
97,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-043,1998,5,220,44,18.8,2.4,2,84,1,3,18,3,0.80,1,4,-3,-1.23,-0.56,1.9,3.0,-1.1,-0.68,+0.14,Matches
98,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-117,1990,14,1223,87,90.6,13.6,14,87,12,0,,0,1.29,18,20,-2,-0.15,+0.56,20.3,13.7,+6.6,+0.49,+0.55,Matches
99,Lorenzo Andrenacci\fe471a89,it ITA,GK,Genoa,it Serie A,26-330,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
100,Lluis Andreu\a9ee9b0f,es ESP,GK,Elche,es La Liga,22-124,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
101,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-067,1994,8,461,58,42.7,5.1,5,78,4,3,24,0,1.75,12,7,+5,+0.98,+0.54,8.0,6.4,+1.6,+0.30,+0.34,Matches
102,Ángel\b1e5bbec,es ESP,GK,Granada,es La Liga,19-159,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
103,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-084,1989,8,277,35,22.0,3.1,3,81,1,5,7,4,1.38,6,4,+2,+0.65,+1.20,4.2,5.2,-1.0,-0.33,-0.32,Matches
104,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,24-328,1997,9,670,74,62.0,7.4,8,82,6,1,13,1,1.56,14,9,+5,+0.67,-0.43,15.3,10.7,+4.5,+0.61,+0.25,Matches
105,Ebenezer Annan\39aa05a7,gh GHA,DF,Bologna,it Serie A,19-099,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
106,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-069,1986,7,338,48,28.9,3.8,3,78,1,4,26,1,1.57,8,4,+4,+1.07,+1.07,4.1,4.7,-0.6,-0.16,-0.58,Matches
107,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-102,2002,9,537,60,45.9,6.0,7,73,2,2,13,3,0.78,5,14,-9,-1.51,-0.51,7.4,7.7,-0.3,-0.05,+1.31,Matches
108,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-131,1996,10,891,89,76.2,9.9,10,89,9,0,,0,1.10,14,18,-4,-0.40,-0.08,12.9,14.8,-1.9,-0.20,+0.84,Matches
109,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-144,2000,1,58,58,4.3,0.6,1,58,0,0,,7,0.00,1,4,-3,-4.66,-4.31,0.5,2.2,-1.7,-2.70,-2.45,Matches
110,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,31-245,1990,11,985,90,91.2,10.9,11,90,7,0,,0,2.09,22,12,+10,+0.91,+1.86,16.4,11.0,+5.4,+0.49,+0.71,Matches
111,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,27-294,1994,10,382,38,32.6,4.2,4,77,1,6,13,2,0.70,3,8,-5,-1.18,-0.84,4.9,9.9,-5.0,-1.18,-0.99,Matches
112,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-151,1998,13,1005,77,85.9,11.2,12,82,8,1,26,0,1.36,17,18,-1,-0.09,-0.64,20.6,19.8,+0.8,+0.07,+0.42,Matches
113,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-136,2002,13,341,26,27.1,3.8,3,63,0,10,15,0,0.69,5,8,-3,-0.79,+0.09,5.0,6.8,-1.7,-0.46,-0.26,Matches
114,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-172,1992,12,697,58,51.6,7.7,7,83,6,5,24,2,1.33,9,9,0,0.00,0.00,10.1,10.6,-0.5,-0.06,-0.02,Matches
115,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-059,1995,12,984,82,72.9,10.9,12,82,9,0,,0,0.83,9,11,-2,-0.18,+1.54,7.7,12.3,-4.6,-0.42,+0.48,Matches
116,Mattia Aramu\0847b5a5,it ITA,FWMF,Venezia,it Serie A,26-198,1995,11,663,60,52.6,7.4,9,68,1,2,28,0,1.36,7,7,0,0.00,+1.36,7.4,10.2,-2.8,-0.39,+0.52,Matches
117,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,32-225,1989,6,517,86,47.9,5.7,6,86,4,0,,0,2.67,15,3,+12,+2.09,+2.73,9.9,6.0,+3.9,+0.67,+1.08,Matches
118,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-091,1991,13,898,69,66.5,10.0,9,89,8,4,23,2,1.23,11,10,+1,+0.10,+0.90,11.7,14.1,-2.4,-0.24,0.00,Matches
119,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,22-266,1999,10,576,58,45.7,6.4,5,90,5,5,25,0,1.90,9,10,-1,-0.16,-1.21,9.0,8.3,+0.7,+0.10,-1.07,Matches
120,Iván Arboleda\f8cfae1f,co COL,GK,Rayo Vallecano,es La Liga,25-221,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
121,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-130,2001,3,27,9,2.3,0.3,0,,0,3,9,6,1.00,1,0,+1,+3.33,+3.65,0.2,0.8,-0.7,-2.21,-1.84,Matches
122,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,eng Premier League,28-274,1993,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
123,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-149,1999,2,172,86,13.7,1.9,2,86,1,0,,11,1.50,2,4,-2,-1.05,-0.88,1.4,4.3,-2.9,-1.49,-1.64,Matches
124,Simone Aresti\a9eaccda,it ITA,GK,Cagliari,it Serie A,35-258,1986,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
