Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
386,Armando Broja\97220da2,al ALB,FWMF,Southampton,eng Premier League,20-079,2001,9,379,42,32.4,4.2,3,83,1,6,22,0,1.11,5,8,-3,-0.71,-0.26,7.9,5.2,+2.6,+0.63,+0.92,Matches
387,Dylan Bronn\edd81e2a,tn TUN,DF,Metz,fr Ligue 1,26-162,1995,13,1169,90,86.6,13.0,13,90,12,0,,0,0.69,15,25,-10,-0.77,+0.72,12.0,19.9,-7.9,-0.61,+0.47,Matches
388,John Brooks\e27da244,us USA,DF,Wolfsburg,de Bundesliga,28-304,1993,12,960,80,82.1,10.7,10,90,9,2,32,1,1.58,12,14,-2,-0.19,-0.19,17.0,15.2,+1.8,+0.17,-0.36,Matches
389,Daniel Brosinski\a7813ac4,de GER,DF,Mainz 05,de Bundesliga,33-134,1988,3,174,58,14.9,1.9,2,83,1,1,9,8,1.00,1,3,-2,-1.03,-1.49,2.3,2.8,-0.5,-0.27,-0.67,Matches
390,Josh Brownhill\47369df8,eng ENG,MF,Burnley,eng Premier League,25-344,1995,12,1002,84,92.8,11.1,11,90,11,1,12,0,0.75,13,18,-5,-0.45,+0.70,12.6,18.5,-5.9,-0.53,-0.38,Matches
391,Marcelo Brozović\33b8d077,hr CRO,MF,Inter,it Serie A,29-012,1992,14,1161,83,92.1,12.9,14,83,10,0,,0,2.21,32,14,+18,+1.40,+0.49,27.3,15.3,+12.1,+0.94,+0.04,Matches
392,Cédric Brunner\f0a37d36,ch SUI,DF,Arminia,de Bundesliga,27-284,1994,12,1001,83,85.6,11.1,12,83,9,0,,0,0.75,7,15,-8,-0.72,+0.35,10.0,17.9,-7.9,-0.78,+0.08,Matches
393,Bruno\e51336b7,br BRA,GK,Venezia,it Serie A,23-181,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
394,Jacob Bruun Larsen\4e204552,dk DEN,FWMF,Hoffenheim,de Bundesliga,23-070,1998,10,432,43,36.9,4.8,6,62,0,4,15,1,1.40,8,8,0,0.00,-0.85,6.9,6.8,0.0,+0.01,-0.73,Matches
395,Bryan\7b5ab7f2,es ESP,FWMF,Tottenham,eng Premier League,20-290,2001,5,62,12,5.7,0.7,0,,0,5,12,5,1.20,1,1,0,0.00,+0.53,0.4,1.1,-0.7,-1.02,-0.93,Matches
396,Ante Budimir\8f3565b3,hr CRO,FW,Osasuna,es La Liga,30-129,1991,5,144,29,11.4,1.6,1,71,0,4,18,2,0.40,0,1,-1,-0.62,-0.38,1.4,1.4,-0.1,-0.05,+0.02,Matches
397,Emi Buendía\66b76d44,ar ARG,MFFW,Aston Villa,eng Premier League,24-338,1996,11,621,56,53.1,6.9,8,73,1,3,14,1,1.18,9,12,-3,-0.43,-0.43,5.0,10.2,-5.2,-0.75,-0.73,Matches
398,Osman Bukari\eab85789,gh GHA,FWMF,Nantes,fr Ligue 1,22-350,1998,8,400,50,29.6,4.4,4,66,0,4,34,3,0.88,6,5,+1,+0.23,+0.32,6.1,5.3,+0.8,+0.17,+0.32,Matches
399,Aleksander Buksa\59f2d958,pl POL,FW,Genoa,it Serie A,18-317,2003,3,52,17,4.4,0.6,0,,0,3,17,2,0.33,1,2,-1,-1.73,-1.09,0.5,0.4,+0.1,+0.19,+0.46,Matches
400,Alessandro Buongiorno\4ae67f27,it ITA,DF,Torino,it Serie A,22-175,1999,7,413,59,35.3,4.6,4,79,3,3,33,6,1.71,12,6,+6,+1.31,+1.55,7.2,5.3,+1.9,+0.42,+0.27,Matches
401,Sascha Burchert\25bdea4b,de GER,GK,Greuther Fürth,de Bundesliga,32-029,1989,6,540,90,46.2,6.0,6,90,6,0,,5,0.17,4,16,-12,-2.00,+0.29,6.2,11.0,-4.8,-0.81,+0.04,Matches
402,Jonathan Burkardt\05f99a4a,de GER,FW,Mainz 05,de Bundesliga,21-140,2000,13,968,74,82.7,10.8,12,79,4,1,22,0,1.38,15,10,+5,+0.46,+1.36,14.8,11.7,+3.1,+0.29,-0.07,Matches
403,Nishan Burkart\c59b67ed,ch SUI,FW,Freiburg,de Bundesliga,21-301,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
404,Alessandro Burlamaqui\2ae026d4,pe PER,MF,Valencia,es La Liga,19-283,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
405,Dan Burn\b2d31e83,eng ENG,DF,Brighton,eng Premier League,29-203,1992,5,302,60,25.8,3.4,4,70,2,1,21,1,1.20,0,4,-4,-1.19,-1.40,2.9,6.0,-3.1,-0.91,-1.12,Matches
406,Gianluca Busio\4a0b7f07,us USA,MF,Venezia,it Serie A,19-184,2002,13,1094,84,86.8,12.2,13,84,9,0,,0,1.15,12,16,-4,-0.33,+2.38,12.2,18.4,-6.2,-0.51,+0.94,Matches
407,Oriol Busquets\49712367,es ESP,MF,Clermont Foot,fr Ligue 1,22-312,1999,4,78,20,6.2,0.9,1,57,0,3,7,6,0.25,0,5,-5,-5.77,-5.31,0.3,1.9,-1.6,-1.86,-1.78,Matches
408,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,es La Liga,33-135,1988,14,1222,87,97.0,13.6,14,87,11,0,,0,1.64,21,15,+6,+0.44,-1.93,23.1,14.1,+9.0,+0.66,-0.80,Matches
409,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,eng Premier League,28-263,1993,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
410,Adrián Butzke\505dce2b,es ESP,FW,Granada,es La Liga,22-243,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
411,Marcin Bułka\db87a2c4,pl POL,GK,Nice,fr Ligue 1,22-055,1999,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
412,Erick Cabaco\e7ab4179,uy URU,DF,Getafe,es La Liga,26-223,1995,4,152,38,11.3,1.7,2,71,0,2,5,3,0.80,2,2,0,0.00,+0.68,1.8,1.7,+0.1,+0.06,+0.69,Matches
413,Jimmy Cabot\46359159,fr FRA,DF,Angers,fr Ligue 1,27-224,1994,15,1333,89,98.7,14.8,15,89,14,0,,0,1.47,22,17,+5,+0.34,+5.63,18.3,17.0,+1.4,+0.09,+0.34,Matches
414,Leandro Cabrera\69cbc8b6,uy URU,DF,Espanyol,es La Liga,30-164,1991,14,1260,90,100.0,14.0,14,90,14,0,,0,1.21,14,14,0,0.00,,15.6,17.4,-1.8,-0.13,,Matches
415,Martín Cáceres\e94d79e3,uy URU,DF,Cagliari,it Serie A,34-235,1987,10,538,54,42.7,6.0,6,73,4,4,25,0,0.70,7,10,-3,-0.50,+0.74,6.3,9.3,-2.9,-0.49,+0.51,Matches
416,Anthony Caci\0118c54c,fr FRA,DF,Strasbourg,fr Ligue 1,24-150,1997,13,972,75,77.1,10.8,11,86,9,2,15,0,1.38,19,13,+6,+0.56,+0.56,14.1,14.7,-0.7,-0.06,-0.42,Matches
417,Mathieu Cafaro\2a657da0,fr FRA,FWMF,Reims,fr Ligue 1,24-248,1997,4,192,48,15.2,2.1,3,53,0,1,34,3,1.00,3,4,-1,-0.47,-0.30,2.5,3.5,-1.0,-0.46,-0.29,Matches
418,Yannick Cahuzac\677ee102,fr FRA,MF,Lens,fr Ligue 1,36-314,1985,10,333,33,24.7,3.7,3,84,2,7,11,5,2.10,8,5,+3,+0.81,+0.46,7.3,4.2,+3.1,+0.84,+0.21,Matches
419,Felipe Caicedo\93b891d1,ec ECU,FW,Genoa,it Serie A,33-084,1988,5,210,42,17.9,2.3,1,90,1,4,30,0,0.80,6,4,+2,+0.86,+1.89,4.5,4.3,+0.2,+0.10,+0.42,Matches
420,Felipe Caicedo\93b891d1,ec ECU,FWMF,Lazio,it Serie A,33-084,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
421,Moisés Caicedo\16264a81,ec ECU,MF,Brighton,eng Premier League,20-026,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
422,Marc-Aurèle Caillard\5ee6e943,fr FRA,GK,Metz,fr Ligue 1,27-200,1994,1,3,3,0.2,0.0,0,,0,1,3,11,0.00,0,1,-1,-30.00,-29.20,0.3,0.5,-0.2,-5.60,-4.94,Matches
423,Cala\fe05804b,es ESP,DF,Cádiz,es La Liga,32-002,1989,7,499,71,39.6,5.5,5,88,4,2,29,6,0.71,4,12,-8,-1.44,-1.09,5.0,8.2,-3.2,-0.57,-0.22,Matches
424,Davide Calabria\2146785a,it ITA,DF,Milan,it Serie A,24-357,1996,10,826,83,70.6,9.2,9,90,8,1,19,0,2.80,22,10,+12,+1.31,+0.78,16.9,10.5,+6.4,+0.69,+0.41,Matches
425,Riccardo Calafiori\aded8e6f,it ITA,DF,Roma,it Serie A,19-193,2002,5,171,34,14.6,1.9,2,72,0,3,9,6,2.40,3,3,0,0.00,-0.72,2.0,2.2,-0.3,-0.14,-0.98,Matches
426,Mattia Caldara\ac7e640b,it ITA,DF,Venezia,it Serie A,27-207,1994,11,904,82,71.7,10.0,10,90,10,1,4,2,1.18,8,16,-8,-0.80,-0.54,9.4,18.9,-9.5,-0.95,-1.13,Matches
427,Calderón\da4e70e5,es ESP,DF,Betis,es La Liga,21-325,2000,1,65,65,5.2,0.7,0,,0,1,65,2,1.00,1,0,+1,+1.38,+1.08,0.7,0.1,+0.7,+0.90,+0.79,Matches
428,Fernando Calero\41b3069f,es ESP,DF,Espanyol,es La Liga,26-075,1995,1,45,45,3.6,0.5,1,45,0,0,,9,0.00,1,0,+1,+2.00,+2.07,0.4,0.5,-0.1,-0.13,0.00,Matches
429,Duje Ćaleta-Car\94f8d10c,hr CRO,DF,Marseille,fr Ligue 1,25-072,1996,6,494,82,42.2,5.5,6,82,4,0,,5,1.00,5,3,+2,+0.36,-0.43,5.3,8.2,-2.8,-0.51,-1.17,Matches
430,Hakan Çalhanoğlu\cd0fa27b,tr TUR,MF,Inter,it Serie A,27-293,1994,12,763,64,60.6,8.5,11,69,1,1,5,2,2.08,18,10,+8,+0.94,-1.05,14.2,9.5,+4.6,+0.55,-0.98,Matches
431,Daniel Caligiuri\d1273f09,it ITA,MFDF,Augsburg,de Bundesliga,33-317,1988,13,884,68,75.6,9.8,11,76,2,2,23,0,1.00,9,19,-10,-1.02,-1.02,9.1,19.0,-9.9,-1.01,-0.09,Matches
432,José Callejón\78841da9,es ESP,FW,Fiorentina,it Serie A,34-290,1987,14,809,58,64.2,9.0,11,69,3,3,16,0,1.50,13,11,+2,+0.22,+0.22,11.2,12.3,-1.1,-0.12,-0.66,Matches
433,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,eng Premier League,24-257,1997,3,248,83,23.0,2.8,3,83,1,0,,0,2.33,7,3,+4,+1.45,+2.21,5.5,2.4,+3.1,+1.12,+1.46,Matches
434,Mahdi Camara\8577e60a,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23-151,1998,13,1120,86,88.9,12.4,12,90,11,1,46,0,0.69,15,27,-12,-0.96,-0.96,15.8,18.6,-2.8,-0.22,+0.43,Matches
435,Mamadou Camara\2c0ad2e9,sn SEN,MF,Lens,fr Ligue 1,19-044,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
436,Víctor Camarasa\b2d03887,es ESP,MFFW,Betis,es La Liga,27-184,1994,5,93,19,7.4,1.0,0,,0,5,19,1,1.40,1,2,-1,-0.97,-1.43,1.0,1.9,-0.9,-0.90,-1.14,Matches
437,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Real Madrid,es La Liga,19-018,2002,9,351,39,30.0,3.9,4,60,1,5,22,1,2.22,10,4,+6,+1.54,+0.22,9.1,5.0,+4.1,+1.05,+0.79,Matches
438,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,fr Ligue 1,19-018,2002,4,143,36,11.3,1.6,1,68,0,3,25,0,1.25,2,4,-2,-1.26,-2.39,1.1,3.3,-2.1,-1.35,-2.04,Matches
439,Andrea Cambiaso\247ed022,it ITA,DF,Genoa,it Serie A,21-281,2000,13,930,72,79.5,10.3,12,74,6,1,41,0,0.69,9,16,-7,-0.68,+0.07,10.1,10.2,-0.1,-0.01,+1.17,Matches
440,Axel Camblan\9f4a940f,fr FRA,FW,Brest,fr Ligue 1,18-090,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
441,Sergio Camello\873619c6,es ESP,FW,Atlético Madrid,es La Liga,20-291,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
442,José Campaña\61220da2,es ESP,MF,Levante,es La Liga,28-181,1993,7,528,75,41.9,5.9,6,81,3,1,45,0,0.57,5,6,-1,-0.17,+1.30,4.7,5.4,-0.7,-0.12,-0.14,Matches
443,Chem Campbell\6f711f67,wls WAL,MF,Wolves,eng Premier League,18-333,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
444,Gaizka Campos Bahillo\54a9bc73,es ESP,GK,Celta Vigo,es La Liga,24-196,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
445,Emre Can\a65ce836,de GER,MFDF,Dortmund,de Bundesliga,27-320,1994,6,306,51,26.2,3.4,3,81,0,3,21,0,2.50,9,1,+8,+2.35,+1.73,8.3,2.6,+5.7,+1.67,+1.49,Matches
446,Sergio Canales\a6de370d,es ESP,MFFW,Betis,es La Liga,30-285,1991,13,965,74,76.6,10.7,12,78,5,1,27,0,1.85,18,14,+4,+0.37,+0.07,14.5,12.7,+1.8,+0.17,+0.05,Matches
447,Matteo Cancellieri\b6a1cdf9,it ITA,MFDF,Hellas Verona,it Serie A,19-289,2002,5,141,28,11.2,1.6,1,61,0,4,20,8,0.00,3,5,-2,-1.28,-1.68,1.9,2.7,-0.8,-0.53,-0.59,Matches
448,João Cancelo\bd6351cd,pt POR,DF,Manchester City,eng Premier League,27-185,1994,12,1067,89,98.8,11.9,12,89,11,0,,0,2.17,25,5,+20,+1.69,+8.61,26.5,8.1,+18.4,+1.55,+2.66,Matches
449,Antonio Candreva\356c9002,it ITA,MFFW,Sampdoria,it Serie A,34-273,1987,14,1256,90,99.7,14.0,14,90,13,0,,0,1.07,20,25,-5,-0.36,+22.14,13.9,21.3,-7.4,-0.53,+0.71,Matches
450,Simone Canestrelli\d8c54a50,it ITA,DF,Empoli,it Serie A,21-078,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
451,Gianmarco Cangiano\a36084cd,it ITA,FW,Bologna,it Serie A,20-012,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
452,Sergi Canós\1137759d,es ESP,DF,Brentford,eng Premier League,24-299,1997,12,994,83,92.0,11.0,12,83,8,0,,0,1.08,15,16,-1,-0.09,-0.09,14.2,13.6,+0.6,+0.05,-1.42,Matches
453,Álex Cantero\4aa253fd,es ESP,FWMF,Levante,es La Liga,21-173,2000,11,282,26,22.4,3.1,2,61,0,9,18,3,0.45,2,5,-3,-0.96,-0.04,5.8,3.6,+2.2,+0.71,+0.97,Matches
454,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,eng Premier League,23-274,1998,6,360,60,30.8,4.0,4,78,2,2,25,1,0.50,2,13,-11,-2.75,-1.75,2.9,9.5,-6.5,-1.63,-1.12,Matches
455,Ander Capa\37f1cf47,es ESP,DFMF,Athletic Club,es La Liga,29-293,1992,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
456,Pierrick Capelle\79b2399c,fr FRA,DFMF,Angers,fr Ligue 1,34-227,1987,12,548,46,40.6,6.1,5,85,2,7,18,2,1.42,8,6,+2,+0.33,+0.10,7.2,6.9,+0.3,+0.05,-0.06,Matches
457,Leonardo Capezzi\07ea0ef2,it ITA,MFFW,Salernitana,it Serie A,26-245,1995,3,110,37,8.7,1.2,1,81,0,2,15,1,0.33,3,5,-2,-1.64,-0.38,1.9,2.0,-0.1,-0.11,+0.43,Matches
458,Capita\13d5fc25,ao ANG,FW,Lille,fr Ligue 1,19-322,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
459,Étienne Capoue\5acc4a10,fr FRA,MF,Villarreal,es La Liga,33-140,1988,12,981,82,77.9,10.9,12,82,7,0,,1,1.17,11,10,+1,+0.09,+0.41,13.6,13.4,+0.2,+0.02,-0.37,Matches
460,Gianluca Caprari\54e53b7e,it ITA,FWMF,Hellas Verona,it Serie A,28-121,1993,12,831,69,66.0,9.2,10,78,4,2,27,0,1.58,22,12,+10,+1.08,+2.55,13.6,10.4,+3.3,+0.35,+1.06,Matches
461,Amay Caprice\4a661ea6,fr FRA,DF,Marseille,fr Ligue 1,17-099,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
462,Francesco Caputo\5bd72174,it ITA,FW,Sampdoria,it Serie A,34-114,1987,12,928,77,73.7,10.3,10,85,5,2,38,0,1.17,18,21,-3,-0.29,+0.52,11.2,16.4,-5.2,-0.50,+0.12,Matches
463,Francesco Caputo\5bd72174,it ITA,FW,Sassuolo,it Serie A,34-114,1987,2,156,78,13.3,1.7,2,78,0,0,,0,2.00,3,2,+1,+0.58,+0.75,2.7,2.7,0.0,+0.01,+0.03,Matches
464,Maxence Caqueret\f81ef10d,fr FRA,MF,Lyon,fr Ligue 1,21-286,2000,13,1020,78,87.2,11.3,11,86,10,2,38,0,1.36,20,20,0,0.00,0.00,21.0,20.5,+0.5,+0.05,+0.27,Matches
465,Andrea Carboni\f7e2af2c,it ITA,DF,Cagliari,it Serie A,20-297,2001,13,1083,83,86.0,12.0,13,83,8,0,,1,0.62,16,24,-8,-0.66,+1.88,12.9,22.0,-9.1,-0.76,+0.16,Matches
466,Isaac Carcelen\c4b888df,es ESP,DFMF,Cádiz,es La Liga,28-219,1993,13,935,72,74.2,10.4,11,79,5,2,33,1,0.92,9,13,-4,-0.39,+1.55,9.0,14.6,-5.5,-0.53,-0.36,Matches
467,Cárdenas\e1846dde,es ESP,GK,Levante,es La Liga,24-245,1997,5,450,90,35.7,5.0,5,90,5,0,,8,0.40,2,6,-4,-0.80,+0.20,4.3,4.2,+0.1,+0.02,+0.10,Matches
468,Irvin Cardona\5e080f73,fr FRA,FW,Brest,fr Ligue 1,24-112,1997,14,693,50,55.0,7.7,8,68,0,6,25,0,1.07,9,12,-3,-0.39,-0.71,8.8,8.4,+0.4,+0.05,+0.64,Matches
469,Lazar Carević\8804949c,me MNE,GK,Barcelona,es La Liga,22-257,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
470,Igor Carioca\e3e32fbb,br BRA,DF,Lorient,fr Ligue 1,25-099,1996,14,1009,72,80.1,11.2,11,87,9,3,17,0,1.07,11,18,-7,-0.62,-0.27,12.9,18.8,-5.9,-0.53,+0.14,Matches
471,Diego Carlos\b4a014b1,br BRA,DF,Sevilla,es La Liga,28-258,1993,12,1079,90,92.2,12.0,12,90,11,0,,0,2.08,22,9,+13,+1.08,+0.10,18.4,10.3,+8.1,+0.67,+0.77,Matches
472,Carmona\2dce876a,es ESP,DF,Sevilla,es La Liga,19-303,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
473,Marc Carmona Tormo\e085f0fa,es ESP,DF,Mallorca,es La Liga,20-324,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
474,Matteo Carnelos\7195a684,it ITA,GK,Udinese,it Serie A,18-279,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
475,Yannick Carrasco\de39485a,be BEL,DFFW,Atlético Madrid,es La Liga,28-085,1993,13,1004,77,85.8,11.2,11,84,6,2,41,0,2.00,21,11,+10,+0.90,+1.44,15.1,8.5,+6.6,+0.59,+0.80,Matches
476,Coke Carrillo\4e9bcf57,es ESP,GK,Celta Vigo,es La Liga,19-325,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
477,Guido Carrillo\8f898ba8,ar ARG,FWMF,Elche,es La Liga,30-187,1991,10,248,25,19.7,2.8,1,90,1,9,18,4,0.60,1,5,-4,-1.45,-1.01,2.6,4.7,-2.1,-0.75,-0.21,Matches
478,Scott Carson\3e1550ee,eng ENG,GK,Manchester City,eng Premier League,36-086,1985,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
479,Dani Carvajal\4958bfb2,es ESP,DF,Real Madrid,es La Liga,29-321,1992,9,505,56,43.2,5.6,6,75,3,3,18,0,2.56,16,7,+9,+1.60,+0.39,12.9,7.2,+5.7,+1.01,+0.91,Matches
480,Matis Carvalho\8608f269,pt POR,GK,Montpellier,fr Ligue 1,22-214,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
481,William Carvalho\dee86451,pt POR,MF,Betis,es La Liga,29-235,1992,12,620,52,49.2,6.9,7,76,1,5,18,2,1.92,11,8,+3,+0.44,+0.15,11.5,11.1,+0.4,+0.05,-0.20,Matches
482,Nicolò Casale\3f5f38fb,it ITA,DF,Hellas Verona,it Serie A,23-287,1998,13,813,63,64.5,9.0,10,72,3,3,31,0,1.38,15,14,+1,+0.11,-0.29,13.1,11.3,+1.8,+0.20,+0.60,Matches
483,Casemiro\4d224fe8,br BRA,MF,Real Madrid,es La Liga,29-278,1992,12,996,83,85.1,11.1,11,88,10,1,30,1,2.25,24,11,+13,+1.17,-1.41,18.6,14.1,+4.5,+0.41,-0.60,Matches
484,Matty Cash\2389cdc2,pl POL,DF,Aston Villa,eng Premier League,24-113,1997,13,1153,89,98.5,12.8,13,89,11,0,,0,1.23,18,18,0,0.00,+15.88,12.6,16.5,-3.9,-0.31,+7.17,Matches
485,Kiko Casilla\58bc7d18,es ESP,GK,Elche,es La Liga,35-057,1986,12,1080,90,85.7,12.0,12,90,12,0,,2,0.83,9,15,-6,-0.50,+1.00,9.8,16.0,-6.3,-0.52,+0.43,Matches
486,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,fr Ligue 1,23-285,1998,10,475,48,37.7,5.3,7,60,0,3,18,4,0.80,8,7,+1,+0.19,+0.65,6.0,6.2,-0.2,-0.03,+0.29,Matches
487,Timothy Castagne\197640fd,be BEL,DF,Leicester City,eng Premier League,25-358,1995,10,778,78,72.0,8.6,7,90,7,3,49,1,1.20,11,13,-2,-0.23,+0.66,12.3,13.2,-0.9,-0.11,+0.17,Matches
488,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,29-156,1992,12,1080,90,92.3,12.0,12,90,12,0,,0,1.67,14,14,0,0.00,+2.00,18.9,15.0,+3.9,+0.33,+1.19,Matches
489,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Nantes,fr Ligue 1,26-306,1995,12,1075,90,79.6,11.9,12,90,11,0,,0,1.17,14,17,-3,-0.25,-1.23,14.3,16.0,-1.7,-0.15,-0.46,Matches
490,Samu Castillejo\130a7a3f,es ESP,FW,Milan,it Serie A,26-314,1995,3,91,30,7.8,1.0,1,45,0,2,23,6,3.00,5,0,+5,+4.95,+4.19,1.8,0.5,+1.3,+1.26,+0.75,Matches
491,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,it Serie A,24-284,1997,10,437,44,34.7,4.9,5,57,0,5,30,0,1.80,6,6,0,0.00,-0.22,7.3,5.8,+1.5,+0.30,+0.28,Matches
492,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,it Serie A,27-114,1994,11,519,47,44.4,5.8,5,78,0,6,22,1,1.64,10,5,+5,+0.87,+1.01,7.0,6.6,+0.5,+0.08,+0.28,Matches
493,Catena\274ab13c,es ESP,DF,Rayo Vallecano,es La Liga,27-031,1994,15,1350,90,100.0,15.0,15,90,15,0,,0,1.60,23,16,+7,+0.47,,19.7,20.1,-0.4,-0.02,,Matches
494,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,32-295,1989,10,833,83,77.1,9.3,10,83,7,0,,1,1.30,16,17,-1,-0.11,+0.99,12.5,17.2,-4.7,-0.51,+0.81,Matches
495,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,eng Premier League,34-287,1987,5,213,43,19.7,2.4,2,69,0,3,25,0,1.40,4,1,+3,+1.27,+1.68,3.2,2.6,+0.5,+0.22,+0.53,Matches
496,Nicolò Cavuoti\747701ab,it ITA,MF,Cagliari,it Serie A,18-238,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
497,Pietro Ceccaroni\4d1efb48,it ITA,DF,Venezia,it Serie A,25-342,1995,14,1260,90,100.0,14.0,14,90,14,0,,0,1.07,12,21,-9,-0.64,,13.6,22.4,-8.8,-0.63,,Matches
498,Federico Ceccherini\d9624b51,it ITA,DF,Hellas Verona,it Serie A,29-201,1992,12,642,54,51.0,7.1,8,64,3,4,33,2,1.42,10,13,-3,-0.42,-1.29,7.3,8.8,-1.5,-0.22,-0.42,Matches
499,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,24-284,1997,13,1052,81,77.9,11.7,12,88,11,1,1,1,1.31,15,17,-2,-0.17,+0.13,18.0,12.5,+5.5,+0.47,+0.15,Matches
500,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,fr Ligue 1,25-316,1996,13,1170,90,86.7,13.0,13,90,13,0,,0,0.85,15,25,-10,-0.77,+0.73,11.1,19.5,-8.4,-0.65,+0.16,Matches
501,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,32-109,1989,11,759,69,60.2,8.4,8,86,6,3,24,1,0.64,11,20,-9,-1.07,-0.35,9.5,17.3,-7.8,-0.93,-0.38,Matches
502,Michele Cerofolini\efdeaff3,it ITA,GK,Fiorentina,it Serie A,22-328,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
503,Franco Cervi\5e1028e5,ar ARG,MF,Celta Vigo,es La Liga,27-186,1994,14,457,33,33.9,5.1,3,51,0,11,28,1,1.07,8,7,+1,+0.20,+0.60,7.8,7.2,+0.7,+0.13,+0.56,Matches
504,César\d88d2aed,es ESP,MF,Elche,es La Liga,20-219,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
505,Leonardo César Jardim\f5dfc256,br BRA,GK,Lille,fr Ligue 1,26-253,1995,2,180,90,13.3,2.0,2,90,2,0,,4,0.50,3,7,-4,-2.00,-2.08,2.4,2.9,-0.5,-0.25,-0.80,Matches
506,Damir Ceter\eade5337,co COL,FW,Cagliari,it Serie A,24-026,1997,1,6,6,0.5,0.1,0,,0,1,6,2,0.00,0,0,0,0.00,+0.93,0.0,0.2,-0.2,-2.28,-1.51,Matches
507,Julian Chabot\ae7058f9,de GER,DF,Sampdoria,it Serie A,23-289,1998,6,198,33,15.7,2.2,1,90,1,5,22,8,1.50,1,6,-5,-2.27,-2.19,1.5,4.4,-2.9,-1.33,-0.95,Matches
508,El Chadaille Bitshiabu\2180c761,fr FRA,DF,Paris S-G,fr Ligue 1,16-196,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
509,Nassim Chadli\5c61496e,fr FRA,MFDF,Troyes,fr Ligue 1,20-123,2001,4,28,7,2.2,0.3,0,,0,4,7,6,0.75,0,0,0,0.00,+0.66,0.8,0.5,+0.3,+1.02,+1.53,Matches
510,Mehdi Chahiri\1787195f,ma MAR,MF,Strasbourg,fr Ligue 1,25-126,1996,1,16,16,1.3,0.2,0,,0,1,16,3,0.00,0,1,-1,-5.63,-6.13,0.1,0.3,-0.2,-1.15,-1.20,Matches
511,Trevoh Chalobah\5515376c,eng ENG,DF,Chelsea,eng Premier League,22-146,1999,7,544,78,50.4,6.0,6,90,6,1,4,5,2.71,20,1,+19,+3.14,+1.97,11.5,5.4,+6.1,+1.01,+0.39,Matches
