Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
779,Diego Farias\157d29b6,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,243,228,15,2,0,53,7,10,5,0,0,0,187,39,17,24,206,6,4,2,188,0,5,3,7,Matches
780,Diego Farias\157d29b6,br BRA,FW,Empoli,it Serie A,28,1990,13.3,335,323,12,3,4,74,6,17,1,0,1,0,272,38,25,42,276,10,3,4,266,0,6,8,18,Matches
781,Andrea Favilli\44510fde,it ITA,FWMF,Genoa,it Serie A,21,1997,1.9,50,45,5,0,0,9,1,5,0,0,0,0,29,12,9,30,6,8,3,0,37,0,1,0,0,Matches
782,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,31,1987,31.2,1414,1362,52,43,0,193,32,5,0,0,0,0,1043,150,221,196,1060,102,9,8,1210,1,32,14,10,Matches
783,Zouhair Feddal\89151b16,ma MAR,DF,Betis,es La Liga,29,1989,18.9,1282,1213,69,63,0,188,49,6,0,0,0,0,931,132,219,1036,142,63,6,7,1104,5,28,14,6,Matches
784,Nabil Fekir\bece776f,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,1088,984,104,44,7,220,48,38,52,10,6,4,858,68,162,930,125,18,5,2,893,3,13,30,19,Matches
785,Yassin Fekir\6644712a,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,17,17,0,0,0,0,1,1,0,0,0,0,16,0,1,2,15,0,0,0,14,0,0,1,0,Matches
786,Felipe\de164de6,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,497,475,22,20,0,60,27,3,0,0,0,0,307,58,132,371,66,43,2,1,377,1,11,5,10,Matches
787,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,21,1997,14.3,703,667,36,18,1,123,13,5,0,0,0,0,549,50,104,79,571,28,18,0,589,0,5,8,15,Matches
788,Ohis Felix Uduokhai\677da306,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,142,119,23,7,0,12,1,2,0,0,0,0,93,16,33,93,21,10,16,0,115,0,6,3,2,Matches
789,Marouane Fellaini\87575fd9,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,432,428,4,2,0,85,4,4,0,0,0,0,316,65,51,60,301,34,2,4,353,2,10,5,18,Matches
790,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,27,1991,22.8,1179,962,217,17,1,135,24,57,11,5,5,0,729,226,224,101,833,47,189,2,960,3,20,28,28,Matches
791,Edimilson Fernandes\3bb625ac,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,894,882,12,6,1,149,22,12,0,0,0,0,721,77,96,111,729,37,1,8,750,0,12,13,17,Matches
792,Gelson Fernandes\8e58987d,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,849,840,9,7,0,136,5,3,0,0,0,0,635,96,118,77,661,83,1,2,719,0,6,9,20,Matches
793,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,27,1991,16.0,455,239,216,53,0,13,16,0,0,0,0,0,144,33,278,29,316,0,0,74,272,3,24,4,1,Matches
794,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,31,1986,6.0,187,111,76,27,0,9,11,0,0,0,0,0,74,7,106,9,151,0,0,18,133,1,6,0,0,Matches
795,Borja Fernández\9127f9ce,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,391,380,11,11,0,69,23,3,0,0,0,0,248,50,93,57,279,34,0,0,308,1,13,6,5,Matches
796,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,599,581,18,18,0,78,25,5,0,0,0,0,397,41,161,28,517,42,0,2,471,3,17,9,8,Matches
797,Joaquín Fernández\b86a64b2,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,300,289,11,7,0,50,6,0,0,0,0,0,219,31,50,29,238,18,4,1,244,0,2,2,8,Matches
798,Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,2063,2022,41,34,15,314,36,6,1,0,0,0,1647,176,240,275,1677,73,6,6,1812,9,25,24,32,Matches
799,Juan Ferney Otero\05816e19,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,758,716,42,14,0,186,20,61,15,1,0,0,509,102,147,84,578,56,8,6,530,1,30,11,44,Matches
800,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,327,309,18,13,0,36,11,2,0,0,0,0,245,37,45,60,240,15,5,2,288,1,7,2,5,Matches
801,David Ferreiro\8970907e,es ESP,FWMF,Huesca,es La Liga,30,1988,25.3,1033,875,158,50,2,123,76,146,71,9,7,2,495,156,382,157,798,31,36,6,645,9,27,20,40,Matches
802,Facundo Ferreyra\b39a793e,ar ARG,FWMF,Espanyol,es La Liga,27,1991,2.3,47,44,3,0,0,24,0,2,0,0,0,0,21,21,5,3,26,8,1,1,32,0,0,1,3,Matches
803,Jordan Ferri\375622c5,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,92,92,0,0,0,6,3,3,0,0,0,0,76,4,12,3,87,2,0,0,78,0,1,3,3,Matches
804,Jordan Ferri\375622c5,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,1066,1041,25,12,5,213,40,14,0,0,0,0,725,158,183,48,924,63,13,6,876,1,13,20,34,Matches
805,Oliver Fink\316162b6,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,393,388,5,1,2,106,4,11,1,0,0,0,188,105,100,102,182,59,3,4,242,3,16,11,18,Matches
806,Alfreð Finnbogason\f9e7c4ac,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,332,295,37,0,1,72,3,6,0,0,0,0,206,72,54,50,219,38,2,12,220,1,6,16,26,Matches
807,Roberto Firmino\4c370d81,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29.0,1311,1284,27,1,15,277,10,19,1,0,0,0,1024,178,109,164,1053,51,16,11,1058,6,14,44,43,Matches
808,Junior Firpo\24f59bb2,es ESP,DFMF,Betis,es La Liga,21,1996,21.5,1132,961,171,14,1,154,11,58,0,0,0,0,772,208,152,755,158,40,157,3,915,4,8,27,32,Matches
809,Mathieu Flamini\148d4105,fr FRA,MF,Getafe,es La Liga,34,1984,5.0,131,127,4,3,0,31,5,0,0,0,0,0,53,37,41,31,73,14,0,3,90,1,5,3,0,Matches
810,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,25,1993,1.0,29,23,6,1,0,5,0,0,0,0,0,0,13,0,16,8,20,0,0,1,23,0,0,0,0,Matches
811,Sergio Floccari\df301450,it ITA,FW,SPAL,it Serie A,36,1981,10.8,237,220,17,0,1,55,3,6,0,0,0,0,192,21,24,51,168,6,0,1,187,1,4,7,13,Matches
812,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,1471,1213,258,29,8,202,43,84,24,2,8,0,739,323,409,56,1149,47,205,5,1137,2,32,20,38,Matches
813,Phil Foden\ed1e53f3,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,234,230,4,0,1,40,2,5,3,0,0,0,198,24,12,195,31,3,1,3,201,1,3,8,7,Matches
814,Guessouma Fofana\9dafff2a,mr MTN,MF,Guingamp,fr Ligue 1,25,1992,5.3,128,127,1,1,0,15,1,3,0,0,0,0,92,19,17,13,94,18,0,0,99,0,3,2,4,Matches
815,Guessouma Fofana\9dafff2a,mr MTN,MF,Amiens,fr Ligue 1,25,1992,2.1,60,59,1,1,0,17,3,2,0,0,0,0,46,4,10,8,46,1,0,1,45,0,2,1,0,Matches
816,Seko Fofana\5313ed43,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,1159,1140,19,8,3,197,44,33,1,0,0,0,932,114,113,168,944,26,9,5,976,2,17,27,31,Matches
817,Wesley Fofana\132a82f1,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,80,69,11,4,0,3,1,1,0,0,0,0,62,5,13,1,72,0,7,0,70,0,0,1,0,Matches
818,Youssouf Fofana\822d51d7,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,351,339,12,5,0,91,12,4,0,0,0,0,256,61,34,60,270,10,7,1,277,3,3,4,10,Matches
819,Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,1429,1096,333,14,2,208,17,32,0,0,0,0,733,340,356,109,905,84,319,3,1085,3,27,25,40,Matches
820,Thomas Fontaine\9f90c06b,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,198,193,5,5,0,37,14,0,0,0,0,0,150,15,33,141,41,13,0,1,166,0,5,1,3,Matches
821,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,2172,2078,94,84,1,246,52,3,0,0,0,0,1755,135,282,215,1806,95,10,8,1921,2,37,16,22,Matches
822,Rui Fonte\6ff8ef56,pt POR,FWMF,Lille,fr Ligue 1,28,1990,7.0,190,176,14,2,0,41,4,3,0,0,0,0,122,31,37,18,134,14,1,5,151,0,2,0,4,Matches
823,Pablo Fornals\82927de4,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,1194,1158,36,10,9,205,31,30,10,0,0,0,879,144,171,136,990,42,8,7,926,11,20,36,52,Matches
824,Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,531,471,60,19,6,91,16,18,33,7,13,1,398,43,90,46,455,17,3,4,405,5,8,15,19,Matches
825,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,30,1988,1.0,23,12,11,4,0,0,0,0,0,0,0,0,5,0,18,3,15,0,0,4,10,0,2,0,0,Matches
826,Steven Fortes\574aa9ec,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,55,53,2,2,0,7,0,0,0,0,0,0,43,4,8,4,44,5,0,0,45,0,3,1,0,Matches
827,Iver Fossum\ce218223,no NOR,MFFW,Hannover 96,de Bundesliga,22,1996,5.1,254,221,33,11,2,24,10,7,21,0,0,0,171,26,57,23,215,15,0,0,199,0,0,3,6,Matches
828,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,35,1983,38.0,1251,756,495,188,0,71,45,0,0,0,0,0,233,47,971,826,213,0,0,106,610,16,41,16,8,Matches
829,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,485,425,60,4,1,51,9,8,0,0,0,0,319,58,108,29,376,20,56,2,379,2,16,9,9,Matches
830,Dimitri Foulquier\45e17712,fr FRA,MFFW,Getafe,es La Liga,25,1993,20.0,475,438,37,6,1,92,5,21,0,0,0,0,256,96,123,68,305,55,29,2,291,5,22,12,43,Matches
831,Juan Foyth\6c7762c3,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,590,563,27,11,0,88,20,6,0,0,0,0,466,45,79,53,474,29,16,2,508,3,9,8,11,Matches
832,Raphael Framberger\626fab5f,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,281,215,66,4,1,58,5,20,0,0,0,0,140,62,79,15,191,9,62,2,181,2,8,14,19,Matches
833,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,809,671,138,16,1,110,21,37,2,0,0,0,417,151,241,72,518,69,120,2,598,3,22,24,25,Matches
834,Mike Frantz\482b70ad,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,671,628,43,11,0,94,13,30,0,0,0,0,423,97,151,106,439,62,30,5,509,0,14,10,24,Matches
835,Ryan Fraser\d56543a0,sct SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,1506,1286,220,61,4,243,71,155,111,17,27,4,913,213,380,246,1178,53,19,5,1026,6,30,63,70,Matches
836,Pierluigi Frattali\71dac2c2,it ITA,GK,Parma,it Serie A,32,1985,1.0,38,23,15,0,0,0,0,0,0,0,0,0,21,2,15,2,28,0,0,6,27,0,1,0,0,Matches
837,Fred\b853e0ad,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,761,731,30,22,0,121,35,8,3,2,0,0,569,82,110,525,217,10,4,2,656,5,16,18,14,Matches
838,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,541,434,107,6,0,112,4,18,0,0,0,0,289,110,142,39,353,35,101,2,394,1,14,12,19,Matches
839,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,2262,2145,117,100,4,317,41,17,1,0,0,0,1887,197,178,332,1812,75,15,6,1987,9,29,41,30,Matches
840,Nicolas Frey\6378443d,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,122,97,25,4,0,14,1,1,0,0,0,0,58,14,50,10,86,3,21,0,98,0,3,1,2,Matches
841,Marco Friedl\f86ad3f5,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,264,230,34,4,0,17,7,2,0,0,0,0,187,31,46,161,64,7,30,2,230,0,4,6,4,Matches
842,Alexander Fuchs\9c9bd01f,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,243,240,3,2,1,49,6,3,0,0,0,0,199,19,25,28,195,15,1,2,182,1,3,11,11,Matches
843,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,155,128,27,3,0,12,6,15,0,0,0,0,73,38,44,115,8,5,24,2,117,1,2,3,8,Matches
844,Javi Fuego\2e8fc160,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,136,125,11,11,0,19,3,0,0,0,0,0,92,15,29,28,102,4,0,0,108,0,2,0,6,Matches
845,Angelo Fulgini\4b96c347,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,18.2,785,726,59,27,9,177,25,18,24,2,4,1,570,97,118,88,650,25,8,2,595,4,14,21,28,Matches
846,Niclas Füllkrug\4f16405e,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,379,345,34,0,1,103,6,4,0,0,0,0,207,103,69,66,201,60,3,10,258,2,5,11,18,Matches
847,Ramiro Funes Mori\89cbc961,ar ARG,DFMF,Villarreal,es La Liga,27,1991,29.2,1211,1176,35,29,0,153,40,3,1,0,0,0,818,126,267,523,578,77,5,1,995,2,34,13,16,Matches
848,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Southampton,eng Premier League,26,1991,5.3,118,117,1,0,0,37,0,3,0,0,0,0,76,25,17,87,14,12,0,1,81,2,3,4,7,Matches
849,Manolo Gabbiadini\8f866fe8,it ITA,FW,Sampdoria,it Serie A,26,1991,9.0,315,284,31,9,3,67,8,19,13,5,2,0,198,70,47,252,42,4,3,6,225,3,4,5,17,Matches
850,Mijat Gaćinović\16daec92,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,23,1995,18.1,608,581,27,11,2,105,18,19,11,3,1,0,424,94,90,125,421,48,5,4,427,5,12,21,31,Matches
851,Gianluca Gaetano\3b387cc7,it ITA,FW,Napoli,it Serie A,18,2000,0.1,11,11,0,0,0,2,0,0,0,0,0,0,9,2,0,3,8,0,0,0,10,0,0,0,0,Matches
852,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,it Serie A,24,1994,12.1,798,783,15,10,1,114,16,7,0,0,0,0,616,79,103,83,651,36,2,3,699,2,18,7,10,Matches
853,Riccardo Gagliolo\173061c0,se SWE,DF,Parma,it Serie A,28,1990,33.8,1376,1190,186,42,1,200,25,28,0,0,0,0,835,179,362,840,307,72,144,5,1030,8,29,29,41,Matches
854,Milan Gajić\9f6325f9,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1.0,47,35,12,0,0,10,0,3,0,0,0,0,25,16,6,13,18,2,12,0,38,0,1,0,2,Matches
855,Javi Galán\a4b00319,es ESP,DFMF,Huesca,es La Liga,23,1994,16.0,627,458,169,3,2,88,15,60,1,0,1,0,247,180,200,394,33,30,165,0,421,5,21,16,32,Matches
856,Sam Gallagher\44361ade,eng ENG,FWDF,Southampton,eng Premier League,22,1995,0.4,8,8,0,0,0,1,0,0,0,0,0,0,1,3,4,0,3,4,0,0,2,0,0,0,0,Matches
857,Álex Gallar\36d5469c,es ESP,MFFW,Huesca,es La Liga,26,1992,11.2,470,401,69,32,0,73,21,24,24,1,2,0,314,54,102,387,60,9,12,0,345,3,8,20,16,Matches
858,Enric Gallego\82e9b89d,es ESP,FW,Huesca,es La Liga,31,1986,17.1,383,350,33,0,0,115,3,9,0,0,0,0,172,116,95,204,58,49,0,15,222,1,5,13,22,Matches
859,Álex Gálvez\960fb42d,es ESP,DF,Rayo Vallecano,es La Liga,29,1989,15.7,676,628,48,41,0,83,11,1,0,0,0,0,485,55,136,57,575,29,7,2,556,2,16,10,7,Matches
860,Kévin Gameiro\42276181,fr FRA,FW,Valencia,es La Liga,31,1987,17.9,434,402,32,1,4,86,5,17,0,0,0,0,323,74,37,44,349,22,6,4,334,1,6,12,28,Matches
861,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Everton,eng Premier League,28,1989,31.4,1739,1688,51,36,3,324,49,11,0,0,0,0,1313,202,224,171,1434,102,3,7,1472,7,35,45,23,Matches
862,Ignatius Ganago\23c63b7f,cm CMR,FW,Nice,fr Ligue 1,19,1999,11.5,224,208,16,1,0,50,0,6,0,0,0,0,186,21,17,30,179,7,0,1,176,0,4,7,7,Matches
863,Cristian Ganea\baf5665c,ro ROU,MF,Athletic Club,es La Liga,26,1992,0.5,11,10,1,0,0,1,0,1,0,0,0,0,7,2,2,8,1,1,1,0,10,0,0,0,0,Matches
864,Ganso\23593121,br BRA,MFFW,Amiens,fr Ligue 1,28,1989,5.8,329,288,41,24,1,70,6,5,6,0,0,0,256,36,37,262,43,8,9,4,282,2,2,4,9,Matches
865,Ezequiel Garay\ac3fb1be,ar ARG,DF,Valencia,es La Liga,31,1986,23.7,1066,1020,46,44,0,116,30,3,0,0,0,0,773,104,189,70,906,60,2,2,908,2,10,9,8,Matches
866,Borja Garcés\bc39454c,es ESP,FW,Atlético Madrid,es La Liga,18,1999,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,1,0,0,2,0,0,0,2,Matches
867,Alberto García\17d9e354,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17.0,532,344,188,64,0,30,18,0,0,0,0,0,224,25,283,10,420,0,0,82,381,1,12,1,1,Matches
868,Aleix García\a10361d2,es ESP,MF,Girona,es La Liga,21,1997,18.5,1126,1036,90,48,3,163,59,29,35,5,10,0,801,140,185,172,894,38,7,4,929,3,29,28,14,Matches
869,Álvaro García\90bbd822,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,19.6,507,490,17,2,1,100,21,59,4,0,0,0,313,93,101,313,147,32,10,2,309,1,13,13,36,Matches
870,Borja García\e7f4603c,es ESP,FWMF,Girona,es La Liga,27,1990,29.2,1350,1308,42,21,10,282,51,29,7,0,1,0,938,183,229,174,1097,45,13,10,1102,5,23,31,32,Matches
871,Dani García\240d3a0b,es ESP,MF,Athletic Club,es La Liga,28,1990,27.5,1391,1353,38,31,0,197,46,2,2,0,0,0,911,185,295,214,1030,108,4,5,1165,2,19,10,19,Matches
872,Javi García\167c1bb0,es ESP,DFMF,Betis,es La Liga,31,1987,5.8,451,444,7,7,0,52,5,0,0,0,0,0,395,30,26,99,324,19,0,1,424,0,2,0,4,Matches
873,Manu García\05a4465d,es ESP,MF,Alavés,es La Liga,32,1986,25.9,951,932,19,13,0,186,26,13,0,0,0,0,600,131,220,508,260,123,5,6,718,4,36,12,29,Matches
874,Manu García\6ed1a2a2,es ESP,MF,Toulouse,fr Ligue 1,20,1998,20.5,950,934,16,9,5,201,22,7,3,0,0,1,735,105,110,132,790,20,1,5,748,5,12,27,24,Matches
875,Raúl García\b418dbd4,es ESP,MFFW,Athletic Club,es La Liga,32,1986,26.3,935,922,13,4,7,213,24,33,0,0,0,0,423,197,315,163,522,130,4,12,545,9,52,19,43,Matches
876,Raúl García\1a317a1b,es ESP,DF,Girona,es La Liga,29,1989,9.4,500,373,127,16,0,69,19,49,4,0,1,0,225,123,152,322,48,18,107,0,352,1,15,11,17,Matches
877,Raúl García\1a317a1b,es ESP,DF,Leganés,es La Liga,29,1989,4.2,131,99,32,7,0,20,8,2,0,0,0,0,48,26,57,77,6,20,25,0,74,2,6,0,7,Matches
878,Sergio García\2bee98fd,es ESP,FWMF,Espanyol,es La Liga,35,1983,16.5,515,461,54,14,4,110,25,43,30,0,1,0,306,89,120,100,376,20,6,2,328,4,8,15,37,Matches
879,James Garner\4e015693,eng ENG,MF,Manchester Utd,eng Premier League,17,2001,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Matches
880,Mario Gaspar\fb5d47b3,es ESP,DF,Villarreal,es La Liga,27,1990,28.9,1326,1067,259,18,1,186,14,46,0,0,0,0,742,290,294,86,891,71,241,3,1068,2,18,12,36,Matches
881,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,eng Premier League,26,1992,3.0,106,75,31,5,0,2,8,0,0,0,0,0,52,2,52,1,87,0,0,12,71,0,7,1,0,Matches
882,Marcello Gazzola\93390969,it ITA,DFMF,Parma,it Serie A,33,1985,10.2,388,320,68,2,0,82,6,23,0,0,0,0,155,93,140,14,252,38,66,0,248,3,6,9,27,Matches
883,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Mainz 05,de Bundesliga,22,1995,29.7,1348,1310,38,32,3,255,56,16,0,0,0,0,959,155,234,163,1079,68,6,4,1066,3,24,19,48,Matches
884,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38.0,1104,685,419,87,0,71,29,0,0,0,0,0,368,58,678,35,852,0,0,145,720,5,25,7,2,Matches
885,Theodor Gebre Selassie\3f65898c,cz CZE,DF,Werder Bremen,de Bundesliga,31,1986,31.3,1685,1381,304,15,2,267,10,35,1,0,0,0,1060,397,228,60,1172,102,288,8,1383,1,23,26,60,Matches
886,Dennis Geiger\37f606f0,de GER,MFFW,Hoffenheim,de Bundesliga,20,1998,2.7,147,136,11,5,1,27,6,2,5,0,0,0,120,14,13,7,135,1,1,2,132,0,1,1,2,Matches
887,Jérémy Gélin\4c700f46,fr FRA,DFMF,Rennes,fr Ligue 1,21,1997,14.2,813,790,23,21,2,80,33,1,1,0,0,0,612,66,135,53,706,46,1,3,703,1,18,9,10,Matches
888,Romain Genevois\1040e783,ht HAI,DF,Caen,fr Ligue 1,30,1987,4.0,164,146,18,2,1,22,5,3,0,0,0,0,90,30,44,24,114,9,16,0,127,0,7,2,4,Matches
889,Christian Gentner\a4f94a0d,de GER,MF,Stuttgart,de Bundesliga,32,1985,22.4,1018,992,26,20,2,153,38,27,1,0,0,0,598,182,238,154,747,89,4,8,723,5,31,15,50,Matches
890,Yannick Gerhardt\62ab9184,de GER,MF,Wolfsburg,de Bundesliga,24,1994,27.3,1026,999,27,9,1,198,29,39,0,0,0,0,714,147,165,694,229,73,17,3,789,6,27,21,44,Matches
891,Valère Germain\ea0ff634,fr FRA,FW,Marseille,fr Ligue 1,28,1990,24.1,605,570,35,4,2,171,6,17,0,0,0,0,356,149,100,60,420,58,7,6,468,0,11,8,28,Matches
892,Gerson\8827bf46,br BRA,MFFW,Fiorentina,it Serie A,21,1997,27.0,1134,1095,39,28,4,194,23,14,3,0,0,0,835,119,180,888,158,53,5,10,934,1,22,23,15,Matches
893,Gervinho\e468c053,ci CIV,FW,Parma,it Serie A,31,1987,25.6,537,524,13,3,4,135,3,16,4,0,0,0,444,71,22,126,393,4,4,10,443,1,4,9,28,Matches
894,Willem Geubbels\9836e892,fr FRA,MF,Monaco,fr Ligue 1,16,2001,0.1,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,0,0,0,3,0,0,1,0,Matches
895,Lamine Ghezali\ce84946a,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,26,25,1,0,0,3,0,2,0,0,0,0,15,5,6,3,21,1,1,0,17,1,1,1,3,Matches
896,Rachid Ghezzal\dc3a9a0d,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,470,429,41,13,2,83,26,24,25,7,10,0,309,66,95,378,54,28,3,1,358,1,4,16,13,Matches
897,Paolo Ghiglione\71dc23da,it ITA,MFDF,Frosinone,it Serie A,21,1997,5.7,238,200,38,1,0,38,10,20,2,0,0,0,113,60,65,25,172,4,35,0,159,4,3,4,17,Matches
898,Saman Ghoddos\f7b1d4e0,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,610,486,124,40,1,114,24,35,63,5,8,3,350,94,166,38,519,25,12,6,401,4,11,15,22,Matches
899,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,1004,822,182,27,3,106,37,51,53,17,4,2,645,132,227,762,94,29,102,0,811,5,16,18,23,Matches
900,Emanuele Giaccherini\1c50f354,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,1090,962,128,37,2,200,51,61,61,4,7,1,678,158,254,157,884,27,10,7,778,2,22,39,48,Matches
901,Morgan Gibbs-White\32f60ed8,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,332,315,17,4,2,80,13,8,8,1,4,0,215,72,45,10,288,23,0,2,270,1,2,9,8,Matches
902,Ben Gibson\bcfb0142,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,34,33,1,0,0,10,0,0,0,0,0,0,18,3,13,28,1,1,1,0,23,0,0,1,1,Matches
903,Fabian Giefer\fbefefdb,de GER,GK,Augsburg,de Bundesliga,28,1990,4.0,109,80,29,5,0,9,2,0,0,0,0,0,44,4,61,3,79,0,0,15,72,1,3,1,1,Matches
904,Niko Gießelmann\7242b495,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,1381,1124,257,37,2,204,42,51,10,0,1,0,745,213,423,974,116,60,210,2,1014,1,29,21,49,Matches
905,Daniel Ginczek\e5f63987,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,337,330,7,2,3,52,10,19,0,0,0,0,185,79,73,31,250,35,1,7,199,6,8,13,21,Matches
906,Matthias Ginter\f521b80a,de GER,DF,M'Gladbach,de Bundesliga,24,1994,26.4,1781,1728,53,43,1,222,77,7,0,0,0,0,1347,123,311,238,1445,60,10,2,1545,5,25,15,10,Matches
907,Andrei Girotto\3befc2b6,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,814,789,25,23,0,162,27,7,1,0,0,0,527,128,159,66,646,68,1,6,636,0,17,14,20,Matches
908,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,255,251,4,0,2,65,4,0,0,0,0,0,149,62,44,168,42,20,0,5,175,1,2,16,7,Matches
909,Kamil Glik\c6056d58,pl POL,DF,Monaco,fr Ligue 1,30,1988,33.0,1606,1546,60,57,0,170,57,2,0,0,0,0,1158,127,321,233,1225,101,3,9,1356,3,32,9,9,Matches
910,Serge Gnabry\88e357ef,de GER,FWMF,Bayern Munich,de Bundesliga,23,1995,19.6,840,820,20,2,5,144,16,43,2,0,0,0,655,120,65,189,609,21,16,2,689,3,8,23,29,Matches
911,Joris Gnagnon\1232e1dc,fr FRA,DFMF,Sevilla,es La Liga,21,1997,5.0,260,246,14,13,1,34,7,1,0,0,0,0,216,10,34,18,224,12,1,0,231,0,1,3,1,Matches
912,Eddy Gnahoré\a0434482,fr FRA,MF,Amiens,fr Ligue 1,24,1993,24.9,1157,1116,41,31,2,250,24,6,1,0,0,0,982,111,64,73,1026,27,8,5,1028,2,12,17,19,Matches
