Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1166,Mathias Jensen\0f134faf,dk DEN,MFFW,Celta Vigo,es La Liga,22,1996,2.6,84,82,2,1,0,17,1,3,1,0,0,0,58,12,14,14,61,6,0,2,63,0,1,3,2,Matches
1167,Jesé\4a537185,es ESP,FWMF,Betis,es La Liga,25,1993,8.7,207,180,27,1,1,47,3,8,4,0,0,0,165,31,11,16,180,5,2,2,154,0,3,12,15,Matches
1168,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,eng Premier League,21,1997,11.5,361,346,15,1,3,84,2,6,0,0,0,0,284,47,30,54,280,18,1,7,299,1,8,5,15,Matches
1169,Juan Jesus\79083382,br BRA,DF,Roma,it Serie A,27,1991,15.6,832,783,49,32,0,94,13,0,0,0,0,0,667,76,89,673,105,27,17,1,760,2,8,5,6,Matches
1170,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,eng Premier League,27,1991,34.6,1086,1038,48,3,3,314,27,40,0,0,0,0,682,219,185,73,884,62,6,23,796,3,16,48,49,Matches
1171,Joaquín\4c5b14d2,es ESP,FWDF,Betis,es La Liga,37,1981,18.8,981,885,96,18,7,158,30,66,35,5,7,1,696,138,147,37,877,20,36,4,798,2,6,25,27,Matches
1172,Joelinton\c17bfb65,br BRA,FWMF,Hoffenheim,de Bundesliga,21,1996,23.7,707,671,36,2,4,158,6,14,0,0,0,0,542,95,70,113,501,40,5,21,570,6,6,18,22,Matches
1173,Aron Jóhannsson\c0dc9fc7,us USA,MF,Werder Bremen,de Bundesliga,27,1990,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Matches
1174,Stefan Johansen\a48da055,no NOR,MF,Fulham,eng Premier League,27,1991,4.6,257,244,13,8,0,46,6,3,2,1,1,0,177,27,53,192,51,11,2,1,198,1,4,8,5,Matches
1175,Jakob Johansson\e4a26a91,se SWE,MF,Rennes,fr Ligue 1,28,1990,7.9,386,377,9,9,1,81,11,1,0,0,0,0,289,41,56,30,321,23,0,2,340,2,4,7,5,Matches
1176,Ben Johnson\9319781b,eng ENG,DF,West Ham,eng Premier League,18,2000,0.7,22,14,8,0,0,4,0,0,0,0,0,0,11,5,6,4,10,0,8,0,19,0,0,0,1,Matches
1177,Fabian Johnson\76e5da9d,us USA,DFFW,M'Gladbach,de Bundesliga,30,1987,11.2,562,503,59,8,0,100,4,12,0,0,0,0,408,87,67,121,369,14,51,3,457,0,6,14,21,Matches
1178,Tyreke Johnson\4701e130,eng ENG,FW,Southampton,eng Premier League,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1179,Karl-Johan Johnsson\a56bd2ee,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17.0,480,298,182,54,0,38,19,0,0,0,0,0,107,30,343,26,359,0,0,58,268,2,16,4,2,Matches
1180,Jonathas\531807b3,br BRA,FW,Hannover 96,de Bundesliga,29,1989,6.7,155,137,18,1,1,41,0,2,0,0,0,0,81,48,26,9,104,26,1,3,106,0,2,5,9,Matches
1181,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,eng Premier League,26,1992,14.0,734,718,16,12,0,84,12,2,0,0,0,0,604,57,73,71,599,40,4,2,684,0,10,2,4,Matches
1182,Jony\244f57b9,es ESP,MFFW,Alavés,es La Liga,27,1991,33.0,1183,880,303,88,3,169,110,192,90,22,20,5,506,179,498,873,139,42,117,7,657,7,62,22,73,Matches
1183,Joan Jordán\2a0c8ba4,es ESP,MF,Eibar,es La Liga,24,1994,31.9,1886,1670,216,92,2,297,146,62,118,4,19,2,1185,224,477,216,1531,99,4,7,1505,7,35,32,37,Matches
1184,Bruno Jordão\41ff002d,pt POR,MF,Lazio,it Serie A,19,1998,1.0,42,42,0,0,0,11,0,1,0,0,0,0,36,1,5,3,34,3,0,0,36,0,0,1,0,Matches
1185,Jorginho\45db685d,it ITA,MF,Chelsea,eng Premier League,26,1991,35.1,3028,2983,45,43,11,472,45,3,0,0,0,0,2367,332,329,190,2757,60,2,10,2705,12,29,75,34,Matches
1186,Willian José\d87e2cae,br BRA,FW,Real Sociedad,es La Liga,26,1991,26.3,773,726,47,5,0,166,51,17,0,0,0,0,497,134,142,90,618,41,1,7,576,4,12,15,28,Matches
1187,Joselu\6265208f,es ESP,FW,Newcastle Utd,eng Premier League,28,1990,6.6,209,201,8,0,1,83,2,5,0,0,0,0,101,60,48,26,99,28,2,11,134,0,3,7,11,Matches
1188,Evens Joseph\acde3581,fr FRA,FWMF,Caen,fr Ligue 1,19,1999,3.6,58,57,1,0,0,21,1,1,0,0,0,0,51,5,2,8,49,0,1,0,45,0,1,1,3,Matches
1189,Diogo Jota\178ae8f8,pt POR,FWMF,Wolves,eng Premier League,21,1996,26.2,797,763,34,0,2,218,20,44,2,0,0,0,566,141,90,263,482,21,5,9,599,5,25,33,34,Matches
1190,Aleksandar Jovanović\129dd8e7,rs SRB,GK,Huesca,es La Liga,25,1992,12.0,335,201,134,54,0,19,14,0,0,0,0,0,68,13,254,14,281,0,0,22,158,2,11,5,1,Matches
1191,Vukašin Jovanović\0eb03d5b,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,15.3,788,766,22,22,0,123,42,0,0,0,0,0,583,75,130,142,591,46,0,0,680,1,16,7,7,Matches
1192,Stevan Jovetić\f36c432f,me MNE,MFFW,Monaco,fr Ligue 1,28,1989,4.4,122,118,4,1,1,29,4,3,0,0,0,0,71,22,29,10,93,11,2,2,84,1,2,3,5,Matches
1193,Luka Jović\4d8cd038,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,20,1997,24.9,601,566,35,4,6,116,17,19,0,0,0,0,338,168,95,165,331,71,3,14,434,2,13,16,21,Matches
1194,Jozabed\9b337c7c,es ESP,MF,Celta Vigo,es La Liga,27,1991,12.8,721,704,17,14,1,108,34,7,1,0,0,0,495,102,124,70,615,30,2,1,611,4,13,14,14,Matches
1195,Miguel Juan Llambrich\d83f09ff,es ESP,DF,Villarreal,es La Liga,22,1996,6.0,236,180,56,5,0,31,4,14,0,0,0,0,127,56,53,16,161,7,51,1,174,1,8,9,11,Matches
1196,Juanfran\cfd8d664,es ESP,DF,Atlético Madrid,es La Liga,33,1985,17.9,983,824,159,6,1,155,10,44,2,0,0,0,635,171,177,68,736,20,151,4,796,5,11,26,38,Matches
1197,Juanfran\9ba48d64,es ESP,DF,Leganés,es La Liga,29,1988,16.2,669,545,124,12,0,96,32,74,8,1,3,0,315,138,216,73,447,32,104,4,450,2,25,13,29,Matches
1198,Juanmi\84399660,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,16.9,375,358,17,2,3,85,9,4,1,1,0,0,253,84,38,40,291,22,4,7,305,4,2,7,13,Matches
1199,Juanpe\1633fc8a,es ESP,DF,Girona,es La Liga,27,1991,30.7,1515,1438,77,62,1,248,52,5,0,0,0,0,1037,148,330,385,984,88,15,3,1256,3,31,10,17,Matches
1200,Juanpi\d79afcfc,ve VEN,MFFW,Huesca,es La Liga,24,1994,7.4,232,210,22,15,0,44,8,5,6,1,1,2,151,33,48,189,32,5,1,0,170,0,6,8,7,Matches
1201,Nathaël Julan\39901146,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,4.8,122,113,9,0,0,29,0,2,0,0,0,0,63,28,31,15,62,23,0,1,75,0,5,2,7,Matches
1202,Christopher Jullien\f323d995,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,33.5,1459,1414,45,39,0,207,47,4,0,0,0,0,997,157,305,411,869,101,6,7,1227,3,36,22,12,Matches
1203,David Juncà\de7d40d6,es ESP,DF,Celta Vigo,es La Liga,24,1993,19.5,1044,875,169,17,1,147,18,44,0,0,0,0,617,189,238,788,44,46,152,3,838,7,19,14,19,Matches
1204,Sebastian Jung\86b30561,de GER,DF,Wolfsburg,de Bundesliga,28,1990,0.6,56,52,4,0,0,3,1,3,0,0,0,0,37,4,15,8,42,2,4,0,47,0,0,0,2,Matches
1205,Hamed Junior Traorè\570bb4b9,ci CIV,MF,Empoli,it Serie A,18,2000,25.1,1012,976,36,9,11,193,43,17,6,0,1,0,783,89,140,175,781,19,20,6,794,7,21,23,30,Matches
1206,Vinicius Júnior\7111d552,br BRA,FW,Real Madrid,es La Liga,18,2000,9.7,315,309,6,0,2,98,6,26,2,0,0,0,231,50,34,45,258,3,3,5,230,0,4,14,21,Matches
1207,Musa Juwara\7737dee2,gm GAM,FW,Chievo,it Serie A,16,2001,0.1,6,6,0,0,0,2,0,0,0,0,0,0,3,2,1,5,0,1,0,0,4,0,0,0,0,Matches
1208,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Huddersfield,eng Premier League,28,1990,23.9,1135,1087,48,36,0,169,19,1,0,0,0,0,826,102,207,78,937,90,12,0,943,1,22,19,20,Matches
1209,Sory Kaba\d29202c2,gn GUI,FWMF,Dijon,fr Ligue 1,23,1995,2.6,72,69,3,0,1,27,2,0,0,0,0,0,37,18,17,4,46,8,0,2,51,1,2,0,4,Matches
1210,Ozan Kabak\2d61d13a,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15.0,549,533,16,15,0,90,17,2,0,0,0,0,363,57,129,58,430,42,1,1,439,1,13,8,6,Matches
1211,Christian Kabasele\914ab9a1,be BEL,DF,Watford,eng Premier League,27,1991,17.6,538,530,8,8,0,75,20,1,0,0,0,0,336,56,146,42,431,38,0,2,409,4,13,20,6,Matches
1212,Elias Kachunga\5bddccc9,cd COD,FWMF,Huddersfield,eng Premier League,26,1992,13.1,311,301,10,1,0,85,3,12,0,0,0,0,203,54,54,28,233,26,5,4,223,1,9,8,15,Matches
1213,Pavel Kadeřábek\79c90e45,cz CZE,DFMF,Hoffenheim,de Bundesliga,26,1992,27.9,1417,1194,223,9,1,191,31,79,0,0,0,0,753,325,339,78,1016,73,214,6,1076,2,19,17,48,Matches
1214,Shinji Kagawa\5afafbfe,jp JPN,MF,Dortmund,de Bundesliga,29,1989,1.1,78,77,1,0,0,5,2,2,1,0,0,0,65,9,4,18,58,2,0,0,69,0,0,2,1,Matches
1215,Florian Kainz\94c18565,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,4.1,205,185,20,4,0,35,6,17,10,0,0,0,140,18,47,51,139,6,6,0,136,0,4,4,7,Matches
1216,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Rayo Vallecano,es La Liga,27,1991,8.0,280,257,23,8,1,46,10,21,8,0,0,0,192,37,51,232,27,9,6,1,189,0,10,4,9,Matches
1217,Nikola Kalinić\d4931a5a,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,7.1,104,103,1,0,1,26,1,0,0,0,0,0,66,28,10,13,62,13,0,7,60,1,0,8,6,Matches
1218,Salomon Kalou\2042d931,ci CIV,FWMF,Hertha BSC,de Bundesliga,32,1985,25.7,713,687,26,3,5,168,9,26,0,0,0,0,499,130,84,76,556,45,8,12,509,9,13,31,29,Matches
1219,Samuel Kalu\b8d22478,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,14.2,563,495,68,20,1,114,34,38,43,1,0,0,350,71,142,69,460,14,5,2,367,3,9,26,28,Matches
1220,François Kamano\81d3318f,gn GUI,FWMF,Bordeaux,fr Ligue 1,22,1996,28.5,926,895,31,9,2,247,24,33,11,0,0,0,731,103,92,82,806,19,10,6,732,4,9,31,41,Matches
1221,Aboubakar Kamara\4047c976,mr MTN,FWMF,Fulham,eng Premier League,23,1995,7.7,245,239,6,1,1,53,6,18,0,0,0,0,178,37,30,38,184,10,4,1,170,1,5,21,15,Matches
1222,Boubacar Kamara\cc77354e,fr FRA,DF,Marseille,fr Ligue 1,18,1999,26.8,1426,1351,75,49,0,184,25,5,0,0,0,0,1047,139,240,189,1108,70,26,5,1221,4,15,11,22,Matches
1223,Hassane Kamara\19a12bed,ci CIV,DFFW,Reims,fr Ligue 1,23,1994,10.3,467,384,83,5,0,81,10,10,0,0,0,0,289,75,103,336,36,14,78,0,363,3,12,10,15,Matches
1224,Marcin Kamiński\463503e2,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27.0,1163,1123,40,39,1,199,51,4,0,0,0,0,849,92,222,845,222,76,1,1,984,3,23,11,13,Matches
1225,Patrick Kammerbauer\8bdcb6fd,de GER,FW,Freiburg,de Bundesliga,21,1997,0.0,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,0,0,0,3,0,0,0,0,Matches
1226,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,23.5,1497,1363,134,71,6,207,52,32,46,0,2,3,1138,134,225,124,1302,44,15,1,1237,6,21,27,30,Matches
1227,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,eng Premier League,25,1993,26.9,585,553,32,8,0,143,41,20,0,0,0,0,376,98,111,66,447,28,14,3,427,1,12,24,25,Matches
1228,Wilfried Kanga\b4c816a9,fr FRA,FW,Angers,fr Ligue 1,20,1998,5.5,91,87,4,0,0,23,1,5,0,0,0,0,57,20,14,20,52,9,0,4,63,0,2,1,1,Matches
1229,Lee Kangin\8455ad90,kr KOR,FWMF,Valencia,es La Liga,17,2001,0.3,15,15,0,0,0,2,1,4,0,0,0,0,7,2,6,12,3,0,0,0,8,0,1,0,2,Matches
1230,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,27,1991,34.4,2044,2028,16,8,4,332,21,23,0,0,0,0,1689,204,151,253,1721,46,6,7,1798,9,22,50,49,Matches
1231,Stefanos Kapino\62ba5881,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,0.5,16,13,3,0,0,0,0,0,0,0,0,0,10,1,5,0,9,0,0,7,12,0,1,0,0,Matches
1232,Wilfrid Kaptoum\d717630e,cm CMR,MF,Betis,es La Liga,22,1996,8.6,331,328,3,2,0,61,3,2,0,0,0,0,267,40,24,37,273,16,1,2,286,1,5,3,7,Matches
1233,Kenan Karaman\8f0f2230,tr TUR,FWMF,Düsseldorf,de Bundesliga,24,1994,10.2,279,272,7,1,0,69,5,12,0,0,0,0,200,44,35,41,201,26,0,1,190,2,4,18,15,Matches
1234,Yann Karamoh\8b66d9cc,fr FRA,MF,Inter,it Serie A,20,1998,0.1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0,1,0,3,0,0,0,0,Matches
1235,Yann Karamoh\8b66d9cc,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1998,13.6,549,495,54,16,2,108,24,37,28,2,2,0,394,59,96,57,475,7,7,2,395,2,9,13,24,Matches
1236,Ibrahim Karamoko\550985aa,fr FRA,MF,Chievo,it Serie A,17,2001,0.7,18,18,0,0,0,3,2,2,0,0,0,0,13,3,2,3,14,1,0,0,14,0,1,0,3,Matches
1237,Orestis Karnezis\85b011bb,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,235,165,70,13,0,14,6,0,0,0,0,0,116,22,97,18,179,0,0,34,163,0,4,0,0,Matches
1238,Rick Karsdorp\9f84febe,nl NED,DF,Roma,it Serie A,23,1995,6.6,411,341,70,1,2,67,8,23,0,0,0,0,243,77,91,16,315,7,69,2,315,2,8,14,16,Matches
1239,Grigoris Kastanos\2a82aa85,cy CYP,MF,Juventus,it Serie A,20,1998,0.7,20,19,1,1,0,5,0,0,0,0,0,0,15,5,0,16,2,2,0,0,17,0,0,0,1,Matches
1240,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,40,22,18,3,0,0,1,0,0,0,0,0,10,1,29,0,31,0,0,7,25,0,2,0,0,Matches
1241,Beram Kayal\26679cdf,il ISR,MF,Brighton,eng Premier League,30,1988,10.4,282,272,10,1,1,47,7,5,1,0,1,0,182,37,63,21,229,24,0,3,198,2,18,12,7,Matches
1242,Moise Kean\3d50bcdb,it ITA,FWMF,Juventus,it Serie A,18,2000,6.0,91,88,3,0,0,18,1,1,0,0,0,0,67,12,12,12,69,3,0,3,74,0,0,4,3,Matches
1243,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,1523,1486,37,34,2,243,41,3,0,0,0,0,1081,149,293,223,1076,132,3,3,1276,4,35,27,19,Matches
1244,Neeskens Kebano\18b999f4,cd COD,FWMF,Fulham,eng Premier League,26,1992,1.2,31,30,1,1,0,8,1,3,0,0,0,0,26,3,2,1,27,1,0,1,25,0,2,1,0,Matches
1245,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,1390,1324,66,20,2,218,16,8,0,0,0,0,1175,131,84,426,838,52,46,2,1278,1,11,13,12,Matches
1246,Jules Keita\8c955557,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,5.1,137,131,6,2,2,35,6,5,1,0,0,0,115,18,4,17,114,2,3,1,107,1,2,6,3,Matches
1247,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,23,1995,15.4,1015,1002,13,7,6,158,11,6,4,0,0,0,898,63,54,131,859,15,1,5,901,1,7,28,12,Matches
1248,Keko\1512328c,es ESP,MFFW,Valladolid,es La Liga,26,1991,17.0,538,513,25,3,1,115,37,72,6,0,2,0,284,106,148,46,438,30,16,2,345,2,16,16,43,Matches
1249,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,339,328,11,11,0,52,12,2,0,0,0,0,215,28,96,34,271,24,0,0,261,0,6,4,3,Matches
1250,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,1014,972,42,29,1,195,37,5,0,0,0,0,695,113,206,712,166,72,13,3,844,3,22,8,11,Matches
1251,Kenedy\5eebbfdf,br BRA,MFFW,Newcastle Utd,eng Premier League,22,1996,15.0,534,487,47,3,0,84,9,21,5,0,2,0,358,63,113,399,72,19,38,2,379,2,16,15,29,Matches
1252,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,565,435,130,3,0,109,6,14,0,0,0,0,302,108,155,20,382,23,127,0,434,1,17,10,19,Matches
1253,Christophe Kerbrat\0515a4cb,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,860,803,57,56,0,73,35,3,0,0,0,0,514,91,255,72,680,96,1,3,652,2,40,18,12,Matches
1254,Sebastian Kerk\87fdfb9b,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,13.1,489,387,102,30,1,74,31,34,44,7,17,1,245,86,158,378,56,19,28,3,319,2,10,14,15,Matches
1255,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,21,1996,33.5,1739,1700,39,25,6,286,31,28,4,0,0,0,1383,151,205,310,1347,48,10,4,1498,5,19,29,32,Matches
1256,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,15.0,475,446,29,13,0,92,11,11,9,1,1,0,322,63,90,379,68,17,2,1,327,4,9,11,22,Matches
1257,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,31.3,1111,862,249,80,2,188,93,63,129,23,23,6,628,170,313,56,990,24,20,10,740,6,33,20,42,Matches
1258,Rani Khedira\59e4b92e,de GER,DFMF,Augsburg,de Bundesliga,24,1994,29.2,1301,1266,35,34,1,201,28,10,0,0,0,0,904,136,261,121,1025,116,1,6,1063,6,27,11,23,Matches
1259,Sami Khedira\38ac43d3,de GER,MF,Juventus,it Serie A,31,1987,7.8,359,351,8,4,0,53,3,10,0,0,0,0,279,45,35,40,300,10,4,1,306,2,3,2,8,Matches
1260,Isaac Kiese Thelin\b956af7d,se SWE,FWMF,Leverkusen,de Bundesliga,26,1992,2.0,39,38,1,0,0,9,0,0,0,0,0,0,14,9,16,4,19,8,0,2,20,1,1,1,2,Matches
1261,Kike\e897d8ba,es ESP,FW,Eibar,es La Liga,28,1989,14.4,406,390,16,1,1,123,3,14,0,0,0,0,238,98,70,101,200,46,0,15,281,1,13,15,18,Matches
1262,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1263,Joshua Kimmich\49296448,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34.0,3025,2578,447,73,5,509,125,126,133,0,22,6,2101,356,568,543,2144,77,241,8,2584,10,16,37,50,Matches
1264,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,1473,1423,50,30,4,155,18,3,0,0,0,0,1270,103,100,1205,183,51,20,3,1366,4,15,8,14,Matches
1265,Joshua King\43458538,no NOR,FWMF,Bournemouth,eng Premier League,26,1992,32.9,866,841,25,0,3,231,13,47,3,0,0,0,577,160,129,104,634,49,5,23,610,6,20,32,45,Matches
1266,Sofian Kiyine\ce1806be,ma MAR,MFDF,Chievo,it Serie A,20,1997,9.1,368,329,39,7,1,84,22,22,10,1,2,0,244,46,78,54,270,15,19,1,285,0,13,9,10,Matches
1267,Simon Kjær\8b8a56ce,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,899,869,30,30,2,119,32,0,0,0,0,0,606,111,182,165,629,88,0,2,772,2,31,8,4,Matches
1268,Davy Klaassen\15fd5593,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,1254,1209,45,13,5,193,29,27,11,0,0,0,853,195,206,241,892,73,21,8,936,2,27,32,45,Matches
1269,Felix Klaus\aeda1f69,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,4.9,139,135,4,0,1,28,6,13,0,0,0,0,80,36,23,11,102,20,3,1,108,0,6,1,2,Matches
1270,Ragnar Klavan\008a6e6d,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,619,597,22,22,0,72,10,2,0,0,0,0,438,43,138,472,93,43,0,0,512,2,20,6,5,Matches
1271,Tim Kleindienst\258a6f4d,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,58,55,3,0,0,12,0,1,0,0,0,0,43,7,8,24,24,4,0,2,44,0,2,0,0,Matches
1272,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,1021,822,199,8,1,143,13,35,1,0,0,0,569,228,224,161,582,69,190,5,763,5,20,13,35,Matches
1273,Justin Kluivert\4c3a6744,nl NED,FW,Roma,it Serie A,19,1999,14.9,471,451,20,3,0,97,17,51,10,0,0,0,300,87,84,62,367,27,7,3,351,3,5,5,28,Matches
1274,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,258,210,48,1,1,50,9,15,0,0,0,0,134,48,76,32,160,11,47,2,181,1,12,6,10,Matches
1275,Robin Knoche\6bd5cd5d,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,2013,1946,67,62,0,254,122,2,0,0,0,0,1568,126,319,144,1727,105,5,7,1740,3,41,19,22,Matches
1276,Anthony Knockaert\6c679c6d,fr FRA,MFFW,Brighton,eng Premier League,26,1991,20.4,737,636,101,46,2,157,60,50,46,14,21,0,454,100,183,626,62,26,9,4,525,6,24,28,22,Matches
1277,Törles Knöll\b883006f,de GER,FWMF,Nürnberg,de Bundesliga,20,1997,4.1,83,75,8,1,0,14,0,1,0,0,0,0,52,12,19,8,55,13,2,2,56,1,1,1,5,Matches
1278,Gregor Kobel\cd59b9df,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,42,34,8,3,0,1,0,0,0,0,0,0,12,0,30,2,35,0,0,3,27,1,3,0,0,Matches
1279,Gregor Kobel\cd59b9df,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,524,369,155,39,0,61,9,0,0,0,0,0,276,17,231,77,353,1,0,73,368,1,21,1,1,Matches
1280,Robin Koch\ea6bc03a,de GER,MFDF,Freiburg,de Bundesliga,22,1996,21.1,914,881,33,24,0,170,32,0,0,0,0,0,637,89,188,119,690,64,5,3,741,3,21,11,13,Matches
1281,Kenan Kodro\e82d2807,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,1.8,45,43,2,0,0,12,1,1,0,0,0,0,26,11,8,3,35,4,0,0,38,0,0,0,1,Matches
1282,Dominik Kohr\0fbecd11,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,527,513,14,14,2,79,12,3,0,0,0,0,398,57,72,79,413,25,0,3,423,3,7,15,11,Matches
1283,Djégui Koita\b1adaefa,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,57,57,0,0,0,6,2,0,0,0,0,0,32,4,21,0,51,6,0,0,39,0,3,3,1,Matches
1284,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,2057,1892,165,65,6,328,58,42,85,12,11,5,1423,229,405,176,1785,65,11,8,1698,8,28,31,37,Matches
1285,Aleksandar Kolarov\eda40760,rs SRB,DF,Roma,it Serie A,32,1985,32.3,2088,1699,389,75,3,348,79,118,50,6,16,1,1226,380,482,1577,144,86,264,2,1624,5,45,30,67,Matches
1286,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,1233,1015,218,13,4,198,14,53,2,1,0,0,747,313,173,842,112,62,203,5,975,5,23,31,52,Matches
1287,Randal Kolo Muani\c0b3669f,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,1.4,30,29,1,0,0,10,0,2,0,0,0,0,20,8,2,4,24,2,0,0,21,0,0,1,2,Matches
1288,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,2006,1806,200,33,1,264,50,38,0,0,0,0,1323,319,364,1632,99,95,167,1,1637,1,43,39,38,Matches
1289,Vincent Kompany\d2bff301,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1210,1204,6,6,0,107,17,1,0,0,0,0,1015,94,101,32,1127,37,0,1,1133,2,7,7,4,Matches
1290,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,1024,767,257,8,1,134,14,51,0,0,0,0,515,263,246,663,55,48,249,1,760,5,19,24,51,Matches
1291,Ibrahima Konaté\5ed9b537,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,1032,989,43,43,3,173,21,2,0,0,0,0,692,115,225,86,782,109,0,8,822,3,22,18,12,Matches
1292,Moussa Konaté\fcbcbd94,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,400,375,25,1,3,108,7,8,0,0,0,0,236,86,78,66,245,41,2,12,268,0,17,11,24,Matches
1293,Geoffrey Kondogbia\cce181df,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,752,742,10,10,1,135,49,0,0,0,0,0,555,78,119,600,121,18,0,1,638,2,8,18,12,Matches
1294,Kouadio Koné\86574238,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,47,47,0,0,0,10,0,0,0,0,0,0,40,6,1,5,41,0,0,1,42,0,0,0,1,Matches
1295,Lamine Koné\a46472d0,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,1072,1031,41,33,0,144,49,3,0,0,0,0,779,112,181,184,781,53,8,21,914,0,23,10,15,Matches
1296,Youssouf Koné\e6eadfb8,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,1060,859,201,17,0,158,26,53,0,0,0,0,626,207,227,733,107,30,184,3,858,0,17,16,21,Matches
1297,Terence Kongolo\1f9a3a04,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,1252,1141,111,21,3,198,10,18,0,0,0,0,792,154,306,939,122,68,90,2,963,5,23,32,33,Matches
