Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1378,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,29,1991,26.4,20,92,40,43.5,3.48,1.51,0.16,0.38,17.3,7,5,5,16.4,12.6,0.14,+3.6,+2.4,Matches
1379,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,29,1991,22.6,0,9,1,11.1,0.40,0.04,0.00,0.00,23.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1380,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,fr Ligue 1,23,1997,2.5,0,4,3,75.0,1.61,1.21,0.00,0.00,12.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1381,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,30,1990,23.5,3,34,12,35.3,1.45,0.51,0.09,0.25,21.8,1,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
1382,Filip Krovinović\c2dfedeb,hr CRO,MF,West Brom,eng Premier League,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1383,Rade Krunić\817c6964,ba BIH,MFFW,Milan,it Serie A,26,1993,8.0,1,8,5,62.5,1.00,0.62,0.13,0.20,21.3,1,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
1384,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,de Bundesliga,32,1988,18.1,11,23,12,52.2,1.27,0.66,0.26,0.50,19.8,1,5,6,6.6,2.0,0.09,+4.4,+4.0,Matches
1385,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,27,1992,9.8,0,2,1,50.0,0.20,0.10,0.00,0.00,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1386,Takefusa Kubo\16aa3654,jp JPN,MFFW,Getafe,es La Liga,19,2001,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,18.3,4,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
1387,Takefusa Kubo\16aa3654,jp JPN,MFFW,Villarreal,es La Liga,19,2001,3.3,0,8,5,62.5,2.41,1.51,0.00,0.00,14.5,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
1388,Juraj Kucka\5aaef9ef,sk SVK,MFFW,Parma,it Serie A,33,1987,25.9,7,56,15,26.8,2.16,0.58,0.05,0.20,20.4,2,4,4,6.8,3.8,0.07,+0.2,-0.8,Matches
1389,Kuki\2b6dc4d7,es ESP,MF,Valladolid,es La Liga,22,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1390,Dejan Kulusevski\df3cda47,se SWE,MFFW,Juventus,it Serie A,20,2000,21.4,4,34,7,20.6,1.59,0.33,0.12,0.57,15.0,0,0,0,2.9,2.9,0.09,+1.1,+1.1,Matches
1391,Marash Kumbulla\a40819d9,al ALB,DF,Roma,it Serie A,20,2000,15.1,1,6,2,33.3,0.40,0.13,0.17,0.50,6.9,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
1392,Pierre Kunde\9ceb7642,cm CMR,MF,Mainz 05,de Bundesliga,25,1995,5.7,0,7,0,0.0,1.23,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1393,Fabian Kunze\d25fee56,de GER,MF,Arminia,de Bundesliga,22,1998,14.1,0,7,1,14.3,0.50,0.07,0.00,0.00,18.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
1394,Jasmin Kurtić\144607cc,si SVN,MF,Parma,it Serie A,31,1989,30.4,4,35,9,25.7,1.15,0.30,0.11,0.44,17.7,0,0,0,3.7,3.7,0.11,+0.3,+0.3,Matches
1395,Layvin Kurzawa\41e7ef1c,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,14.2,1,11,2,18.2,0.77,0.14,0.09,0.50,16.6,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1396,Dereck Kutesa\1b6862e8,ch SUI,MFFW,Reims,fr Ligue 1,22,1997,7.6,1,10,4,40.0,1.31,0.52,0.10,0.25,16.7,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
1397,Ahmed Kutucu\beda9675,tr TUR,FWMF,Schalke 04,de Bundesliga,20,2000,1.2,0,2,0,0.0,1.67,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
1398,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,11.5,1,4,2,50.0,0.35,0.17,0.25,0.50,9.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
1399,Giorgos Kyriakopoulos\0a483542,gr GRE,DF,Sassuolo,it Serie A,24,1996,16.2,1,24,14,58.3,1.48,0.87,0.04,0.07,21.9,1,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1400,Antonino La Gumina\822a7761,it ITA,FW,Sampdoria,it Serie A,24,1996,3.8,0,11,1,9.1,2.90,0.26,0.00,0.00,15.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
1401,Gaëtan Laborde\7cdda3bf,fr FRA,FWMF,Montpellier,fr Ligue 1,26,1994,36.2,16,101,42,41.6,2.79,1.16,0.16,0.38,12.1,0,0,0,11.7,11.7,0.12,+4.3,+4.3,Matches
1402,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,eng Premier League,29,1991,21.4,13,43,25,58.1,2.01,1.17,0.23,0.40,14.2,3,3,3,9.7,7.4,0.17,+3.3,+2.6,Matches
1403,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,fr Ligue 1,18,2002,5.8,0,3,0,0.0,0.52,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1404,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,de Bundesliga,20,2000,28.8,1,17,2,11.8,0.59,0.07,0.06,0.50,8.7,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
1405,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,21,1999,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1406,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,30,1989,29.2,0,8,3,37.5,0.27,0.10,0.00,0.00,7.5,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
1407,Konrad Laimer\c1b7847c,at AUT,DFFW,RB Leipzig,de Bundesliga,23,1997,0.9,0,3,2,66.7,3.21,2.14,0.00,0.00,13.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
1408,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,de Bundesliga,27,1992,30.8,2,24,7,29.2,0.78,0.23,0.08,0.29,15.3,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches
1409,Diego Lainez\bf12926c,mx MEX,FW,Betis,es La Liga,20,2000,9.6,0,14,4,28.6,1.46,0.42,0.00,0.00,18.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1410,Kenny Lala\770d7eb8,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,20.4,3,8,2,25.0,0.39,0.10,0.00,0.00,30.8,3,3,3,2.5,0.3,0.03,+0.5,-0.3,Matches
1411,Adam Lallana\99813635,eng ENG,MFFW,Brighton,eng Premier League,32,1988,17.7,1,22,4,18.2,1.24,0.23,0.05,0.25,16.3,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
1412,Érik Lamela\abe66106,ar ARG,FWMF,Tottenham,eng Premier League,28,1992,8.0,1,22,9,40.9,2.76,1.13,0.05,0.11,19.1,4,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
1413,Sam Lammers\c283ddef,nl NED,FWMF,Atalanta,it Serie A,23,1997,3.2,2,9,4,44.4,2.78,1.24,0.22,0.50,12.9,0,0,0,1.3,1.3,0.14,+0.7,+0.7,Matches
1414,Tariq Lamptey\f4e433d4,eng ENG,DF,Brighton,eng Premier League,19,2000,9.8,1,6,2,33.3,0.61,0.20,0.17,0.50,12.1,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
1415,Loïck Landre\08082af0,fr FRA,DF,Nîmes,fr Ligue 1,28,1992,18.1,1,9,2,22.2,0.50,0.11,0.11,0.50,8.5,0,0,0,1.4,1.4,0.16,-0.4,-0.4,Matches
1416,Michael Langer\d20f088b,at AUT,GK,Schalke 04,de Bundesliga,35,1985,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1417,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,eng Premier League,27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,17.2,1,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1418,Gianluca Lapadula\2ead2809,pe PER,FW,Benevento,it Serie A,30,1990,28.5,8,75,28,37.3,2.63,0.98,0.11,0.29,15.5,5,0,1,10.2,9.3,0.12,-2.2,-1.3,Matches
1419,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,26,1994,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,11.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
1420,Julien Laporte\f066022d,fr FRA,DF,Lorient,fr Ligue 1,26,1993,29.5,0,8,1,12.5,0.27,0.03,0.00,0.00,12.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1421,Danilo Larangeira\fed5f993,br BRA,DF,Bologna,it Serie A,36,1984,34.8,0,14,2,14.3,0.40,0.06,0.00,0.00,13.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1422,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,23,1997,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1423,Kevin Lasagna\09538fdb,it ITA,FW,Udinese,it Serie A,27,1992,12.3,2,43,14,32.6,3.51,1.14,0.05,0.14,14.6,1,0,0,7.3,7.3,0.17,-5.3,-5.3,Matches
1424,Kevin Lasagna\09538fdb,it ITA,FW,Hellas Verona,it Serie A,27,1992,14.1,2,30,7,23.3,2.13,0.50,0.07,0.29,14.1,0,0,0,3.4,3.4,0.11,-1.4,-1.4,Matches
1425,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,9.5,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
1426,Paul Lasne\542cc80f,fr FRA,MF,Brest,fr Ligue 1,31,1989,18.7,0,5,1,20.0,0.27,0.05,0.00,0.00,15.7,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1427,Toni Lato\8e088e04,es ESP,DF,Valencia,es La Liga,22,1997,8.1,1,2,2,100.0,0.25,0.25,0.50,0.50,11.6,0,0,0,1.0,1.0,0.48,0.0,0.0,Matches
1428,Danny Latza\33b554b7,de GER,MF,Mainz 05,de Bundesliga,30,1989,20.0,0,21,9,42.9,1.05,0.45,0.00,0.00,18.1,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
1429,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,fr Ligue 1,21,1998,18.0,3,59,21,35.6,3.27,1.17,0.05,0.14,22.9,14,0,0,3.2,3.2,0.05,-0.2,-0.2,Matches
1430,Vincent Laurini\3535098b,fr FRA,DF,Parma,it Serie A,31,1989,9.7,0,1,0,0.0,0.10,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1431,Lauti\f934c5c9,uy URU,MFFW,Celta Vigo,es La Liga,19,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1432,Wesley Lautoa\6e5b5a45,nc NCL,MFDF,Dijon,fr Ligue 1,32,1987,17.9,0,8,3,37.5,0.45,0.17,0.00,0.00,25.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1433,Valentino Lazaro\016ff750,at AUT,DFFW,M'Gladbach,de Bundesliga,24,1996,13.8,2,16,4,25.0,1.16,0.29,0.13,0.50,17.0,0,0,0,2.0,2.0,0.13,0.0,0.0,Matches
1434,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,it Serie A,29,1990,27.8,3,32,11,34.4,1.15,0.40,0.09,0.27,17.3,2,0,0,2.9,2.9,0.09,+0.1,+0.1,Matches
1435,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,it Serie A,26,1993,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,19.1,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
1436,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,fr Ligue 1,22,1998,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.7,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
1437,Enzo Le Fée\6f806d99,fr FRA,MFFW,Lorient,fr Ligue 1,20,2000,20.2,0,32,5,15.6,1.59,0.25,0.00,0.00,26.3,5,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches
1438,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,fr Ligue 1,30,1989,25.6,0,9,4,44.4,0.35,0.16,0.00,0.00,19.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1439,Maxime Le Marchand\321a71a7,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1440,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,es La Liga,23,1996,30.5,0,17,1,5.9,0.56,0.03,0.00,0.00,10.7,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches
1441,Damien Le Tallec\8f4d116f,fr FRA,MFDF,Montpellier,fr Ligue 1,30,1990,13.6,0,12,3,25.0,0.88,0.22,0.00,0.00,10.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
1442,James Lea Siliki\7cf431a5,cm CMR,MF,Rennes,fr Ligue 1,24,1996,2.8,0,6,1,16.7,2.12,0.35,0.00,0.00,21.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1443,Rafael Leão\20730eae,pt POR,FW,Milan,it Serie A,21,1999,21.4,6,43,20,46.5,2.01,0.94,0.14,0.30,15.8,0,0,0,5.7,5.7,0.13,+0.3,+0.3,Matches
1444,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,34,1985,36.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1445,Mathew Leckie\b93b7882,au AUS,FWDF,Hertha BSC,de Bundesliga,29,1991,5.6,0,2,1,50.0,0.36,0.18,0.00,0.00,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1446,Benjamin Lecomte\2fa2a875,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1447,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,27,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1448,Pierre Lees-Melou\f5044e54,fr FRA,MF,Nice,fr Ligue 1,27,1993,22.9,4,42,12,28.6,1.83,0.52,0.07,0.25,20.1,0,1,1,4.3,3.6,0.09,-0.3,-0.6,Matches
1449,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,33,1987,23.7,0,12,3,25.0,0.51,0.13,0.00,0.00,23.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1450,Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,es La Liga,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,5,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
1451,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,es La Liga,27,1993,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1452,Thomas Lemar\4dbd0916,fr FRA,MFFW,Atlético Madrid,es La Liga,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.10,20.7,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1453,Mario Lemina\2b471f99,ga GAB,MF,Fulham,eng Premier League,26,1993,18.9,1,18,2,11.1,0.95,0.11,0.06,0.50,23.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
1454,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,fr Ligue 1,33,1987,21.5,1,17,3,17.6,0.79,0.14,0.06,0.33,23.1,1,0,0,1.0,1.0,0.06,0.0,0.0,Matches
1455,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,1,11,5,45.5,0.40,0.18,0.09,0.20,13.0,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1456,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,28,1992,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1457,Christopher Lenz\bbd86530,de GER,DF,Union Berlin,de Bundesliga,25,1994,25.0,0,16,6,37.5,0.64,0.24,0.00,0.00,21.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1458,Pedro León\d66b9872,es ESP,MFFW,Eibar,es La Liga,33,1986,10.4,1,20,6,30.0,1.93,0.58,0.05,0.17,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1459,Sergio León\0a0cc13c,es ESP,FW,Levante,es La Liga,31,1989,8.3,2,19,5,26.3,2.29,0.60,0.11,0.40,13.8,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
1460,Lukas Lerager\1b82f8df,dk DEN,MF,Genoa,it Serie A,27,1993,12.9,0,5,2,40.0,0.39,0.16,0.00,0.00,15.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
1461,Mehdi Léris\7d3cbc67,fr FRA,DFMF,Sampdoria,it Serie A,22,1998,4.3,0,2,1,50.0,0.47,0.23,0.00,0.00,14.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1462,Khanya Leshabela\383e68b1,za RSA,MF,Leicester City,eng Premier League,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1463,Karlo Letica\4a6914ff,hr CRO,GK,Sampdoria,it Serie A,23,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1464,Gaetano Letizia\3dd45b70,it ITA,DF,Benevento,it Serie A,30,1990,17.4,3,13,7,53.8,0.75,0.40,0.23,0.43,22.4,0,0,0,0.4,0.4,0.03,+2.6,+2.6,Matches
1465,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,de Bundesliga,31,1988,27.3,41,130,56,43.1,4.76,2.05,0.25,0.59,13.3,5,8,9,31.6,24.7,0.19,+9.4,+8.3,Matches
1466,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1467,Aaron Leya Iseka\29ef0f49,be BEL,FW,Metz,fr Ligue 1,22,1997,11.2,4,18,6,33.3,1.61,0.54,0.11,0.33,14.8,0,2,3,4.7,2.4,0.13,-0.7,-0.4,Matches
1468,Yanis Lhery\cc972842,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,17,2003,0.3,0,1,0,0.0,3.00,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1469,Dimitri Liénard\f7691f63,fr FRA,MF,Strasbourg,fr Ligue 1,32,1988,20.3,2,28,8,28.6,1.38,0.39,0.04,0.13,27.8,8,1,2,2.8,1.1,0.04,-0.8,-0.1,Matches
1470,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,4,10,4,40.0,0.30,0.12,0.40,1.00,7.3,0,0,0,2.1,2.1,0.21,+1.9,+1.9,Matches
1471,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,it Serie A,20,1999,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,11.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
1472,Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,fr Ligue 1,18,2002,2.2,0,4,2,50.0,1.84,0.92,0.00,0.00,13.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
1473,Dimitris Limnios\62c7067a,gr GRE,MFFW,Köln,de Bundesliga,22,1998,4.2,0,6,3,50.0,1.43,0.71,0.00,0.00,17.3,1,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
1474,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.00,5.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
1475,Karol Linetty\d023d70f,pl POL,MF,Torino,it Serie A,25,1995,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,17.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
1476,Jesse Lingard\810e3c74,eng ENG,MFFW,West Ham,eng Premier League,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.20,0.40,20.9,1,1,2,5.1,3.4,0.09,+3.9,+4.6,Matches
1477,Pol Lirola\ff800ed8,es ESP,DFFW,Fiorentina,it Serie A,22,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1478,Pol Lirola\ff800ed8,es ESP,DF,Marseille,fr Ligue 1,22,1997,17.3,2,10,4,40.0,0.58,0.23,0.20,0.50,14.4,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
1479,Jake Livermore\b98570d1,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,0,5,0,0.0,0.36,0.00,0.00,,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1480,Diego Llorente\bba30585,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,1,8,3,37.5,0.60,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
1481,Diego Llorente\bba30585,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1482,Fernando Llorente\82dbf623,es ESP,FWMF,Napoli,it Serie A,35,1985,0.6,0,2,0,0.0,3.46,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1483,Fernando Llorente\82dbf623,es ESP,FW,Udinese,it Serie A,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.20,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
1484,Marcos Llorente\02c15616,es ESP,MFDF,Atlético Madrid,es La Liga,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0,0,0,4.3,4.3,0.09,+7.7,+7.7,Matches
1485,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1486,Giovani Lo Celso\d7553721,ar ARG,MF,Tottenham,eng Premier League,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
1487,Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1488,Manuel Locatelli\a8a874f1,it ITA,MF,Sassuolo,it Serie A,22,1998,32.0,4,41,9,22.0,1.28,0.28,0.05,0.22,21.0,6,2,2,4.2,2.7,0.07,-0.2,-0.7,Matches
1489,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,es La Liga,22,1998,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1490,Ruben Loftus-Cheek\e97fd090,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1491,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Fulham,eng Premier League,24,1996,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches
1492,Niklas Lomb\9321b8ed,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1493,Kevin Long\5a4280b1,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
1494,Shane Long\9f472354,ie IRL,FW,Southampton,eng Premier League,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1495,Matthew Longstaff\c0027d2d,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1496,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.00,0.00,18.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches
1497,Ademola Lookman\7c104bb7,eng ENG,FWMF,Fulham,eng Premier League,22,1997,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3,0,1,5.5,4.8,0.07,-1.5,-0.8,Matches
1498,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1499,Rony Lopes\7c2965bb,pt POR,FWMF,Nice,fr Ligue 1,24,1995,19.8,3,41,16,39.0,2.07,0.81,0.07,0.19,18.4,3,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
1500,Pedro López Muñoz\a60823a4,es ESP,DF,Huesca,es La Liga,36,1983,11.9,0,3,0,0.0,0.25,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1501,Adrián López\88a359d4,es ESP,FWMF,Osasuna,es La Liga,32,1988,5.3,1,10,2,20.0,1.87,0.37,0.10,0.50,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
1502,Javi López\e9ada8cf,es ESP,DFMF,Alavés,es La Liga,18,2002,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1503,Maxime Lopez\20094685,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,2,11,4,36.4,0.53,0.19,0.18,0.50,18.0,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
1504,Maxime Lopez\20094685,fr FRA,FWMF,Marseille,fr Ligue 1,22,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
