Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
462,William Carvalho\dee86451,pt POR,MF,Betis,es La Liga,28,1992,13.6,2,15,6,40.0,1.10,0.44,0.13,0.33,16.9,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
463,Casemiro\4d224fe8,br BRA,MF,Real Madrid,es La Liga,28,1992,32.2,6,45,11,24.4,1.40,0.34,0.13,0.55,17.7,0,0,0,4.6,4.6,0.10,+1.4,+1.4,Matches
464,Matty Cash\2389cdc2,pl POL,DF,Aston Villa,eng Premier League,22,1997,26.4,0,9,2,22.2,0.34,0.08,0.00,0.00,22.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
465,Kiko Casilla\58bc7d18,es ESP,GK,Leeds United,eng Premier League,33,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
466,Giuseppe Caso\099a2de5,it ITA,MF,Genoa,it Serie A,21,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
467,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,fr Ligue 1,22,1998,22.6,1,11,2,18.2,0.49,0.09,0.09,0.50,26.7,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
468,Francesco Cassata\96960855,it ITA,DFMF,Genoa,it Serie A,23,1997,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
469,Timothy Castagne\197640fd,be BEL,DF,Leicester City,eng Premier League,24,1995,26.1,2,8,3,37.5,0.31,0.12,0.25,0.67,10.3,0,0,0,1.3,1.3,0.16,+0.7,+0.7,Matches
470,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,28,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
471,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Nantes,fr Ligue 1,25,1995,21.6,1,8,4,50.0,0.37,0.18,0.13,0.25,6.3,0,0,0,1.7,1.7,0.23,-0.7,-0.7,Matches
472,Samu Castillejo\130a7a3f,es ESP,FW,Milan,it Serie A,25,1995,13.1,1,25,7,28.0,1.91,0.53,0.04,0.14,17.7,1,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
473,Gonzalo Castro\68829001,de GER,MFFW,Stuttgart,de Bundesliga,33,1987,19.2,4,31,11,35.5,1.61,0.57,0.13,0.36,18.2,2,0,0,3.3,3.3,0.11,+0.7,+0.7,Matches
474,Jonny Castro\e28868f3,es ESP,DF,Wolves,eng Premier League,26,1994,5.5,0,1,0,0.0,0.18,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
475,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,it Serie A,23,1997,25.9,5,33,14,42.4,1.27,0.54,0.15,0.36,16.7,0,0,0,3.5,3.5,0.11,+1.5,+1.5,Matches
476,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,it Serie A,25,1994,6.3,0,6,2,33.3,0.95,0.32,0.00,0.00,19.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
477,Ivan Cavaleiro\979b811d,pt POR,FWMF,Fulham,eng Premier League,26,1993,27.5,3,46,16,34.8,1.67,0.58,0.04,0.13,17.6,1,1,2,6.2,4.7,0.10,-3.2,-2.7,Matches
478,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,eng Premier League,33,1987,15.3,10,35,15,42.9,2.29,0.98,0.29,0.67,11.1,0,0,0,7.4,7.4,0.21,+2.6,+2.6,Matches
479,Dani Ceballos\c0617e2b,es ESP,MF,Arsenal,eng Premier League,23,1996,17.9,0,12,2,16.7,0.67,0.11,0.00,0.00,21.7,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
480,Federico Ceccherini\d9624b51,it ITA,DF,Fiorentina,it Serie A,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
481,Federico Ceccherini\d9624b51,it ITA,DF,Hellas Verona,it Serie A,28,1992,19.3,0,11,0,0.0,0.57,0.00,0.00,,8.8,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
482,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,23,1997,26.5,3,16,6,37.5,0.60,0.23,0.19,0.50,20.6,0,0,0,0.8,0.8,0.05,+2.2,+2.2,Matches
483,Bersant Celina\3043d33f,xk KVX,MFFW,Dijon,fr Ligue 1,23,1996,25.5,0,24,5,20.8,0.94,0.20,0.00,0.00,22.0,4,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
484,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,fr Ligue 1,24,1996,35.8,1,25,7,28.0,0.70,0.20,0.04,0.14,22.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
485,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,30,1989,16.3,0,7,1,14.3,0.43,0.06,0.00,0.00,10.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
486,Alberto Cerri\1079c685,it ITA,FWMF,Cagliari,it Serie A,24,1996,4.1,1,16,6,37.5,3.90,1.46,0.06,0.17,10.0,0,0,0,2.5,2.5,0.16,-1.5,-1.5,Matches
487,Sava Cestic\0b7dae21,rs SRB,DF,Köln,de Bundesliga,19,2001,10.0,0,1,0,0.0,0.10,0.00,0.00,,5.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
488,Julian Chabot\ae7058f9,de GER,DF,Spezia,it Serie A,22,1998,18.4,1,9,2,22.2,0.49,0.11,0.11,0.50,8.9,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
489,Nassim Chadli\5c61496e,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
490,Fouad Chafik\edd1466a,ma MAR,DF,Dijon,fr Ligue 1,33,1986,18.0,1,5,1,20.0,0.28,0.06,0.20,1.00,24.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
491,Mehdi Chahiri\1787195f,ma MAR,FWMF,Strasbourg,fr Ligue 1,24,1996,8.9,2,21,7,33.3,2.36,0.79,0.10,0.29,19.7,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
492,Sofian Chakla\37f04799,ma MAR,DF,Getafe,es La Liga,26,1993,10.0,0,3,1,33.3,0.30,0.10,0.00,0.00,8.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
493,Sofian Chakla\37f04799,ma MAR,DF,Villarreal,es La Liga,26,1993,0.1,0,1,0,0.0,6.92,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
494,Aníbal Chalá\84c0768a,ec ECU,DF,Dijon,fr Ligue 1,24,1996,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
495,Trevoh Chalobah\5515376c,eng ENG,DFMF,Lorient,fr Ligue 1,21,1999,24.9,2,14,3,21.4,0.56,0.12,0.14,0.67,12.1,0,0,0,1.9,1.9,0.14,+0.1,+0.1,Matches
496,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,eng Premier League,25,1995,8.4,0,8,0,0.0,0.96,0.00,0.00,,15.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
497,Timothy Chandler\b3b7f5a6,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,4.8,1,6,2,33.3,1.25,0.42,0.17,0.50,15.0,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
498,Kwon Chang-hoon\7961f7aa,kr KOR,MFFW,Freiburg,de Bundesliga,26,1994,2.4,0,3,0,0.0,1.25,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
499,Gaëtan Charbonnier\18ebca4b,fr FRA,MFFW,Brest,fr Ligue 1,31,1988,17.4,6,34,12,35.3,1.95,0.69,0.15,0.42,14.7,3,1,1,5.7,5.0,0.15,+0.3,0.0,Matches
500,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,fr Ligue 1,25,1994,30.2,3,20,9,45.0,0.66,0.30,0.15,0.33,11.1,0,0,0,2.4,2.4,0.12,+0.6,+0.6,Matches
501,Xavier Chavalerin\279ddf6a,fr FRA,MF,Reims,fr Ligue 1,29,1991,28.3,0,22,6,27.3,0.78,0.21,0.00,0.00,20.6,0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
502,Pape Cheikh Diop\873ce3a2,sn SEN,MF,Dijon,fr Ligue 1,22,1997,12.1,0,6,0,0.0,0.50,0.00,0.00,,19.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
503,Chema\7f203b54,es ESP,DFMF,Getafe,es La Liga,28,1992,6.2,0,3,1,33.3,0.48,0.16,0.00,0.00,29.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
504,Rayan Cherki\b34c63a5,fr FRA,FWMF,Lyon,fr Ligue 1,16,2003,7.8,1,16,5,31.3,2.06,0.64,0.06,0.20,17.9,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
505,Denis Cheryshev\0ac94a23,ru RUS,MF,Valencia,es La Liga,29,1990,12.2,0,21,5,23.8,1.72,0.41,0.00,0.00,18.6,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
506,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,35,1984,15.4,0,6,0,0.0,0.39,0.00,0.00,,10.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
507,Federico Chiesa\b0f7e36c,it ITA,MFDF,Juventus,it Serie A,22,1997,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,17.7,0,0,0,6.0,6.0,0.10,+2.0,+2.0,Matches
508,Federico Chiesa\b0f7e36c,it ITA,DF,Fiorentina,it Serie A,22,1997,2.7,1,9,1,11.1,3.38,0.37,0.11,1.00,17.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
509,Ben Chilwell\d2424d1b,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,3,27,10,37.0,1.06,0.39,0.11,0.30,14.0,0,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches
510,Vlad Chiricheș\c316607a,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,2,11,3,27.3,0.54,0.15,0.18,0.67,13.5,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
511,Pedro Chirivella\68a26d51,es ESP,MF,Nantes,fr Ligue 1,23,1997,25.3,0,9,2,22.2,0.36,0.08,0.00,0.00,20.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
512,Tahith Chong\2696b6a9,nl NED,FWMF,Werder Bremen,de Bundesliga,20,1999,4.3,0,9,1,11.1,2.10,0.23,0.00,0.00,20.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
513,Joris Chotard\7909ffa4,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,0,8,3,37.5,0.62,0.23,0.00,0.00,17.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
514,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,eng Premier League,22,1997,3.5,0,4,1,25.0,1.14,0.28,0.00,0.00,19.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
515,Mounir Chouiar\45c1c326,fr FRA,FWMF,Dijon,fr Ligue 1,21,1999,14.3,0,23,5,21.7,1.61,0.35,0.00,0.00,21.1,4,0,1,2.0,1.2,0.05,-2.0,-1.2,Matches
516,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,0,3,0,0.0,0.20,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
517,Carney Chukwuemeka\b2f9c73e,eng ENG,FWMF,Aston Villa,eng Premier League,16,2004,0.2,0,1,0,0.0,4.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
518,Samuel Chukwueze\b8a642fc,ng NGA,MFFW,Villarreal,es La Liga,21,1999,15.2,4,31,10,32.3,2.04,0.66,0.13,0.40,16.6,0,0,0,3.5,3.5,0.11,+0.5,+0.5,Matches
519,Darko Churlinov\c6608135,mk MKD,DFFW,Stuttgart,de Bundesliga,20,2000,2.4,0,3,0,0.0,1.25,0.00,0.00,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
520,Víctor Chust\ec1a731e,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
521,Sébastien Cibois\2b9b37b2,fr FRA,GK,Brest,fr Ligue 1,22,1998,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
522,Cifu\90f83973,es ESP,DF,Elche,es La Liga,29,1990,5.0,0,3,0,0.0,0.60,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
523,Alberto Cifuentes\94084f83,es ESP,GK,Cádiz,es La Liga,41,1979,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
524,Luca Cigarini\ae64d449,it ITA,MF,Crotone,it Serie A,34,1986,10.3,0,16,2,12.5,1.55,0.19,0.00,0.00,27.4,4,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
525,Jasper Cillessen\04ac8285,nl NED,GK,Valencia,es La Liga,31,1989,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
526,Antonio Cioffi\3f1107d5,it ITA,FW,Napoli,it Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
527,Tim Civeja\59a48c59,de GER,MFDF,Augsburg,de Bundesliga,18,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
528,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,1,8,2,25.0,0.38,0.10,0.13,0.50,10.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
529,Alexis Claude-Maurice\741418c3,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,21.2,4,33,15,45.5,1.55,0.71,0.12,0.27,18.2,3,0,0,4.0,4.0,0.13,0.0,0.0,Matches
530,Jonathan Clauss\5219ab4a,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,3,35,14,40.0,1.25,0.50,0.09,0.21,22.0,3,0,0,1.8,1.8,0.05,+1.2,+1.2,Matches
531,Carlos Clerc\33a61a52,es ESP,DF,Levante,es La Liga,28,1992,30.9,0,6,4,66.7,0.19,0.13,0.00,0.00,19.2,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
532,Nathaniel Clyne\0442183b,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,0,4,1,25.0,0.31,0.08,0.00,0.00,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
533,Conor Coady\2928dca2,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,1,8,2,25.0,0.22,0.05,0.13,0.50,10.6,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
534,Marcus Coco\3010aefb,fr FRA,MFFW,Nantes,fr Ligue 1,24,1996,16.4,0,13,1,7.7,0.79,0.06,0.00,0.00,15.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
535,Coke\6d8f8441,es ESP,DF,Levante,es La Liga,33,1987,9.3,0,10,2,20.0,1.08,0.22,0.00,0.00,17.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
536,Séamus Coleman\0420d84f,ie IRL,DFMF,Everton,eng Premier League,31,1988,17.9,0,12,4,33.3,0.67,0.22,0.00,0.00,19.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2,Matches
537,Ebrima Colley\bf356094,gm GAM,FWMF,Hellas Verona,it Serie A,20,2000,8.2,1,17,7,41.2,2.08,0.86,0.06,0.14,14.1,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
538,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,2,12,3,25.0,0.42,0.10,0.17,0.67,9.4,0,0,0,1.5,1.5,0.12,+0.5,+0.5,Matches
539,Simone Colombi\72be9309,it ITA,GK,Parma,it Serie A,29,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
540,Lorenzo Colombo\04df29a5,it ITA,FW,Milan,it Serie A,18,2002,1.0,0,3,1,33.3,2.87,0.96,0.00,0.00,13.0,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches
541,Racine Coly\166a981d,sn SEN,DF,Nice,fr Ligue 1,24,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
542,Kingsley Coman\042e8a49,fr FRA,FWMF,Bayern Munich,de Bundesliga,24,1996,19.5,5,52,19,36.5,2.67,0.98,0.10,0.26,16.9,0,0,0,4.1,4.1,0.08,+0.9,+0.9,Matches
543,Daniel Congré\3f5b4635,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,2,13,3,23.1,0.36,0.08,0.15,0.67,7.5,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Matches
544,Aaron Connolly\27c01749,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,2,23,8,34.8,2.62,0.91,0.09,0.25,13.7,0,0,0,3.5,3.5,0.15,-1.5,-1.5,Matches
545,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
546,Andrea Conti\8fef5412,it ITA,DF,Milan,it Serie A,26,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,Andrea Conti\8fef5412,it ITA,DF,Parma,it Serie A,26,1994,9.0,0,5,2,40.0,0.56,0.22,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
548,Liam Cooper\dc64b8b3,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,1,15,8,53.3,0.62,0.33,0.07,0.13,8.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
549,Francis Coquelin\a6951bf8,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,0,4,0,0.0,0.49,0.00,0.00,,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
550,Theo Corbeanu\25b82f9a,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
551,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,0,21,7,33.3,0.91,0.30,0.00,0.00,24.2,5,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
552,Alex Cordaz\e66ebabb,it ITA,GK,Crotone,it Serie A,37,1983,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
553,Iñigo Córdoba\49ea92be,es ESP,FWMF,Athletic Club,es La Liga,23,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
554,Iñigo Córdoba\49ea92be,es ESP,MF,Alavés,es La Liga,23,1997,2.4,0,1,0,0.0,0.42,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
555,Jhon Córdoba\9f381d8b,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,7,50,19,38.0,2.93,1.11,0.14,0.37,12.6,0,0,0,7.4,7.4,0.15,-0.4,-0.4,Matches
556,Sergio Córdova\229cd98a,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,2,20,4,20.0,1.65,0.33,0.10,0.50,15.4,0,0,0,3.1,3.1,0.16,-1.1,-1.1,Matches
557,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,0,5,0,0.0,0.33,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
558,Andreas Cornelius\c693347d,dk DEN,FW,Parma,it Serie A,27,1993,21.1,1,31,7,22.6,1.47,0.33,0.03,0.14,11.3,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
559,Maxwel Cornet\beb391dd,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,2,22,11,50.0,0.81,0.40,0.09,0.18,16.8,2,0,0,2.5,2.5,0.12,-0.5,-0.5,Matches
560,Ángel Correa\01eb744d,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,9,53,23,43.4,1.99,0.87,0.17,0.39,17.0,0,0,0,7.6,7.4,0.14,+1.4,+1.6,Matches
561,Joaquín Correa\45b9b619,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,8,54,22,40.7,2.51,1.02,0.13,0.32,13.4,0,1,1,8.3,7.8,0.14,-0.3,-0.8,Matches
562,Rober Correa\46bd3a5b,es ESP,DF,Eibar,es La Liga,27,1992,12.6,0,6,0,0.0,0.48,0.00,0.00,,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
563,Félix Correia\c803c92a,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
564,Thierry Correia\c78b352d,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1,8,2,25.0,0.34,0.08,0.13,0.50,17.1,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
565,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,36,1983,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
566,Danny da Costa\5ddb8f9f,de GER,DF,Mainz 05,de Bundesliga,27,1993,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,28.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
567,Danny da Costa\5ddb8f9f,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,0,3,0,0.0,2.45,0.00,0.00,,20.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
568,David Pereira da Costa\59948ef7,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,1,2,1,50.0,1.14,0.57,0.50,1.00,17.5,0,0,0,0.7,0.7,0.37,+0.3,+0.3,Matches
569,Diego Costa\a190d597,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,2,4,2,50.0,1.73,0.87,0.25,0.50,13.1,0,1,1,1.4,0.6,0.16,+0.6,+0.4,Matches
570,Douglas Costa\4fa7cb9b,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
571,Douglas Costa\4fa7cb9b,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,1,4,2,50.0,1.13,0.56,0.25,0.50,20.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
572,Hélder Costa\f13d02a6,ao ANG,MFFW,Leeds United,eng Premier League,26,1994,12.8,3,16,6,37.5,1.25,0.47,0.19,0.50,14.3,0,0,0,2.0,2.0,0.12,+1.0,+1.0,Matches
573,Jaume Costa\808d48f3,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,0,2,0,0.0,0.51,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
574,Charles Costes\aa67d758,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
575,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
576,Vladimír Coufal\fdf3cb77,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,0,15,5,33.3,0.44,0.15,0.00,0.00,16.6,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
577,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,18,4,22.2,1.65,0.37,0.11,0.50,12.3,0,1,1,3.0,2.2,0.12,0.0,-0.2,Matches
578,Lassana Coulibaly\85a44ecc,ml MLI,MFFW,Angers,fr Ligue 1,24,1996,18.7,1,14,4,28.6,0.75,0.21,0.07,0.25,23.3,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
579,Mamadou Coulibaly\c976160c,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,0,2,0,0.0,0.98,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
580,Senou Coulibaly\67b7357e,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,2,5,3,60.0,0.23,0.14,0.40,0.67,6.7,0,0,0,0.7,0.7,0.14,+1.3,+1.3,Matches
581,Tanguy Coulibaly\05ba9d7c,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,2,27,9,33.3,1.61,0.54,0.07,0.22,16.2,0,0,0,3.2,3.2,0.12,-1.2,-1.2,Matches
582,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
583,Philippe Coutinho\0ef89a37,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17.0,0,0,0,3.9,3.9,0.14,-1.9,-1.9,Matches
584,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,0,1,0,0.0,0.07,0.00,0.00,,6.0,0,0,0,0.4,0.4,0.38,-0.4,-0.4,Matches
585,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
586,Gian Crespi\4dea2f2c,it ITA,GK,Crotone,it Serie A,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
587,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,0,19,4,21.1,0.54,0.11,0.00,0.00,24.6,11,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
588,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1,5,1,20.0,0.26,0.05,0.00,0.00,28.0,0,1,1,0.9,0.1,0.03,+0.1,-0.1,Matches
589,Bryan Cristante\16657b95,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,1,27,7,25.9,1.13,0.29,0.04,0.14,17.9,0,0,0,2.2,2.2,0.08,-1.2,-1.2,Matches
590,Giovanni Crociata\8c964914,it ITA,MFDF,Crotone,it Serie A,22,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
591,Juan Cruz Armada\a56da3ba,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,0,1,0,0.0,0.05,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
