Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
663,Adama Diakhaby\65585e3a,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,9.5,347,4,43,141,192,41,342,11,30,36.7,13,1,224,1226,761,34,8,6,25,17,364,238,65.4,91,Matches
664,Mouctar Diakhaby\d2110326,fr FRA,DF,Lyon,fr Ligue 1,20,1996,8.1,491,80,344,187,6,2,480,8,8,100.0,8,1,343,2362,1163,13,3,0,2,1,311,307,98.7,2,Matches
665,Abdou Diallo\fc62f087,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,1496,118,681,769,159,24,1391,36,48,75.0,39,3,866,4943,2808,89,27,1,17,17,841,800,95.1,14,Matches
666,Abdoulaye Diallo\26383ea5,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,82,67,82,0,0,0,60,0,0,,0,0,36,213,117,0,0,0,0,0,27,27,100.0,0,Matches
667,Habib Diallo\6605d143,sn SEN,FW,Metz,fr Ligue 1,22,1995,0.2,6,0,0,1,5,1,6,0,0,,0,0,1,0,0,0,0,0,0,1,7,5,71.4,4,Matches
668,Mustapha Diallo\6c6ecdd4,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,759,21,199,474,127,39,757,6,7,85.7,6,0,413,1911,673,17,6,0,5,7,526,433,82.3,52,Matches
669,Mohamed Diamé\b7d082af,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,1157,49,310,705,208,22,1154,30,48,62.5,33,2,674,2672,1348,48,19,1,29,37,731,636,87.0,23,Matches
670,Lassana Diarra\79584585,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,561,14,131,404,69,3,559,24,32,75.0,25,0,463,2299,1258,43,11,2,7,6,459,440,95.9,9,Matches
671,Amadou Diawara\bf309d24,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,797,12,126,598,101,1,778,3,4,75.0,3,0,591,1709,771,29,11,0,7,5,643,628,97.7,2,Matches
672,Brahim Díaz\407feb71,es ESP,FWMF,Manchester City,eng Premier League,17,1999,0.6,51,1,6,16,30,10,51,1,2,50.0,1,0,41,134,62,4,0,2,7,4,46,37,80.4,13,Matches
673,Bakaye Dibassy\247accfd,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,1672,172,805,699,279,30,1484,25,34,73.5,27,3,919,5115,2625,101,29,6,21,24,856,797,93.1,35,Matches
674,Daniel Didavi\d3096421,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,24.9,1240,14,128,686,513,68,1151,16,31,51.6,18,0,856,4331,2410,138,43,6,57,28,1179,918,77.9,218,Matches
675,Thomas Didillon\a3d524cb,fr FRA,GK,Metz,fr Ligue 1,21,1995,9.0,251,204,247,4,0,0,185,0,0,,0,0,115,861,588,0,0,0,0,0,75,75,100.0,0,Matches
676,Étienne Didot\d2aa8ac0,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18.0,1197,38,335,694,234,8,1149,7,11,63.6,8,2,718,3737,1628,70,15,2,16,17,770,734,95.3,18,Matches
677,Adrián Diéguez\70438d35,es ESP,DF,Alavés,es La Liga,21,1996,4.8,214,16,97,106,24,3,186,7,8,87.5,7,0,129,733,430,19,1,2,3,2,111,101,91.0,1,Matches
678,Dennis Diekmeier\6873f3bc,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,1125,59,281,508,405,30,864,16,27,59.3,18,1,552,3210,1880,77,30,7,9,23,618,529,85.6,54,Matches
679,Eric Dier\ac861941,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,31.4,2562,159,735,1644,318,38,2516,16,23,69.6,17,0,1730,8382,4181,156,32,0,7,14,1937,1860,96.0,24,Matches
680,Lucas Digne\1b84dbe1,fr FRA,DF,Barcelona,es La Liga,24,1993,7.8,621,30,203,277,178,19,559,4,7,57.1,5,0,391,2052,1091,56,11,4,6,2,416,382,91.8,37,Matches
681,Virgil van Dijk\e06683ca,nl NED,DF,Southampton,eng Premier League,26,1991,11.0,796,78,412,380,60,24,778,3,3,100.0,3,0,459,2479,1582,45,11,1,5,2,509,487,95.7,11,Matches
682,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,26,1991,14.0,1271,81,475,816,45,16,1250,1,2,50.0,1,0,815,4445,2512,94,5,0,2,1,906,889,98.1,8,Matches
683,Landry Dimata\b5f63410,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,10.0,342,8,38,172,162,32,327,6,13,46.2,6,0,245,1149,534,27,7,6,32,37,457,257,56.2,94,Matches
684,Tristan Dingomé\92b56413,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.0,675,25,185,339,196,8,670,8,13,61.5,9,0,474,2442,1070,37,13,0,6,9,519,451,86.9,37,Matches
685,Ismaël Diomandé\10650926,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,7.9,338,45,199,153,26,2,338,0,0,,0,0,224,1852,1083,16,6,1,6,2,210,202,96.2,2,Matches
686,Lois Diony\4be0b467,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.4,266,9,23,87,168,47,250,8,17,47.1,8,0,184,807,287,20,4,9,23,21,374,188,50.3,97,Matches
687,Issa Diop\a712ca2b,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,1503,176,824,715,67,29,1461,7,8,87.5,7,0,798,5275,3112,67,10,1,4,9,788,767,97.3,17,Matches
688,Papakouli Diop\7329018e,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,110,7,25,69,20,1,110,0,0,,0,0,66,259,96,4,2,0,3,1,65,56,86.2,3,Matches
689,Papakouli Diop\7329018e,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,541,9,66,368,126,20,531,4,6,66.7,5,0,332,1406,547,29,9,0,7,5,333,308,92.5,28,Matches
690,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,992,28,258,649,151,12,972,13,16,81.3,14,0,714,3640,1396,49,17,4,17,19,724,676,93.4,26,Matches
691,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,1387,226,790,586,79,22,1345,30,33,90.9,30,0,668,4186,1713,32,9,1,8,8,495,462,93.3,21,Matches
692,Koffi Djidji\933d3b51,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,1266,124,638,516,182,6,1100,10,21,47.6,13,1,639,3294,1542,40,25,0,9,3,615,576,93.7,7,Matches
693,Alexander Djiku\43e7a164,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,1590,134,860,772,66,23,1558,6,7,85.7,6,0,827,5646,3251,59,7,0,6,3,834,813,97.5,18,Matches
694,Papy Djilobodji\083525e5,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,1922,245,1206,802,68,32,1873,9,12,75.0,9,0,1221,7952,4468,65,9,0,5,11,1121,1104,98.5,28,Matches
695,Berat Djimsiti\6eee05f1,al ALB,DF,Benevento,it Serie A,24,1993,30.0,1945,330,1227,822,51,21,1875,8,10,80.0,8,0,1254,9340,5223,89,14,0,5,5,1276,1261,98.8,13,Matches
696,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,1114,891,1107,12,0,0,885,2,2,100.0,2,0,614,3491,1918,0,0,0,0,1,477,475,99.6,0,Matches
697,Keagan Dolly\ccb1c3af,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,536,2,57,196,321,23,482,11,21,52.4,12,0,348,2053,1158,60,23,7,16,20,490,365,74.5,84,Matches
698,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,26,1990,5.0,134,119,133,1,0,0,106,0,0,,0,0,69,338,191,0,0,0,0,0,42,42,100.0,0,Matches
699,Jean-Luc Dompé\9ffdf29a,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,19,0,3,5,12,2,15,0,0,,0,0,11,163,111,4,0,1,0,0,11,10,90.9,2,Matches
700,Giulio Donati\22051fbe,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,1409,85,448,681,344,8,1143,14,26,53.8,14,0,698,3046,1717,79,28,1,17,13,720,657,91.3,27,Matches
701,Ji Dong-won\7d841904,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,5,1,3,1,1,0,5,0,0,,0,0,3,18,6,1,0,0,0,0,6,1,16.7,0,Matches
702,Anastasios Donis\0f26fd24,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,387,7,53,167,231,45,374,21,44,47.7,26,0,313,2993,2049,88,37,21,23,28,398,270,67.8,65,Matches
703,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,18,1999,38.0,1223,1021,1220,3,0,0,956,1,1,100.0,1,0,650,2681,1484,0,0,0,0,0,596,595,99.8,0,Matches
704,Godfred Donsah\384dd218,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,889,54,209,493,251,31,880,35,53,66.0,38,1,617,2957,1878,81,30,8,44,23,656,547,83.4,76,Matches
705,Dória\d28b4a9d,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,35,3,20,13,5,0,35,0,0,,0,0,15,75,36,1,1,0,1,0,19,16,84.2,1,Matches
706,Niklas Dorsch\7f73bdf4,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,45,0,6,31,10,1,44,2,3,66.7,2,0,37,137,79,5,2,0,0,3,40,35,87.5,6,Matches
707,Gabriel Dos Santos\67ac5bb8,br BRA,FW,Troyes,fr Ligue 1,19,1997,0.9,43,5,32,15,0,0,43,0,0,,0,0,31,303,183,1,0,0,0,0,29,29,100.0,0,Matches
708,Mauro dos Santos\ec699fdd,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,406,64,235,174,16,4,403,1,1,100.0,1,0,230,1390,631,12,0,0,2,2,203,199,98.0,0,Matches
709,Mathieu Dossevi\6421dd73,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,1480,15,186,592,840,78,1357,62,116,53.4,71,7,1135,7778,4242,210,61,27,93,67,1240,1042,84.0,239,Matches
710,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,eng Premier League,24,1993,36.9,2713,114,623,1658,608,69,2662,45,66,68.2,49,1,1786,9327,5021,205,62,6,35,49,1906,1726,90.6,103,Matches
711,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,24,1992,11.4,422,13,99,248,95,17,420,6,8,75.0,7,0,284,1268,371,10,5,0,15,9,283,238,84.1,30,Matches
712,Mohamed Dräger\8954fddc,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,18,0,1,13,5,1,17,0,0,,0,0,13,40,19,1,1,0,2,3,17,12,70.6,3,Matches
713,Aleksandar Dragović\6fd8a334,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,449,51,244,221,18,3,420,0,1,0.0,0,0,215,1263,807,16,1,0,0,1,242,234,96.7,1,Matches
714,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,27,1,11,19,0,0,26,0,0,,0,0,22,118,44,0,0,0,1,0,18,18,100.0,0,Matches
715,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,51,48,51,0,0,0,37,0,0,,0,0,24,159,128,0,0,0,0,0,16,16,100.0,0,Matches
716,Boukary Dramé\a5cd894b,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,65,4,32,24,12,0,55,0,1,0.0,1,0,32,130,66,3,0,0,0,0,40,34,85.0,1,Matches
717,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,1523,12,196,937,514,59,1479,38,55,69.1,40,1,1178,6746,3369,160,44,19,22,25,1340,1231,91.9,130,Matches
718,Danny Drinkwater\2649ff32,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,444,7,79,301,89,7,440,3,3,100.0,3,1,304,1045,413,22,8,0,5,3,369,335,90.8,27,Matches
719,Josip Drmić\15ea94de,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,5.2,199,1,13,115,86,25,190,4,7,57.1,4,0,133,553,201,10,2,4,18,8,243,151,62.1,53,Matches
720,Rick van Drongelen\f0797d57,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,851,86,424,454,48,11,799,5,6,83.3,6,0,459,3333,1720,37,7,1,6,12,454,435,95.8,11,Matches
721,Óscar Duarte\aa0ac32d,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,565,69,337,243,9,6,548,2,2,100.0,2,0,328,1658,656,12,0,0,1,0,322,317,98.4,4,Matches
722,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,21,1995,23.8,1217,107,440,531,293,19,1003,11,12,91.7,11,1,537,2537,1304,61,23,4,5,13,511,463,90.6,26,Matches
723,Leo Dubois\ff0ab48c,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,2289,100,685,992,794,48,1861,32,47,68.1,33,0,1319,8305,4728,199,79,17,38,27,1276,1179,92.4,57,Matches
724,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,371,309,369,2,0,0,241,0,0,,0,0,167,865,432,0,0,0,0,0,131,128,97.7,0,Matches
725,Ondrej Duda\79ca3e23,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,426,9,55,278,110,7,420,15,19,78.9,17,0,289,1122,424,24,5,3,23,14,363,282,77.7,39,Matches
726,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,1902,421,1314,584,83,60,1862,9,9,100.0,9,0,819,4203,2218,16,4,0,7,4,991,940,94.9,17,Matches
727,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,978,98,412,422,171,4,817,0,0,,0,0,365,1378,657,20,8,0,3,2,429,410,95.6,4,Matches
728,Alfred Duncan\528492ea,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,1083,47,226,511,415,53,1057,38,59,64.4,43,2,781,3410,2051,102,26,7,42,48,846,703,83.1,119,Matches
729,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,25,1991,38.0,2058,339,1316,791,96,41,2007,12,15,80.0,13,0,1049,6804,4132,70,15,1,11,12,1070,1040,97.2,8,Matches
730,Maxime Dupé\0e12089d,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1.0,23,20,23,0,0,0,15,0,0,,0,0,7,10,6,0,0,0,0,0,6,6,100.0,0,Matches
731,Jimmy Durmaz\f09a8b75,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,641,8,83,320,305,26,572,17,33,51.5,18,0,431,3041,1884,95,29,10,14,13,515,423,82.1,52,Matches
732,Riza Durmisi\e5cd9da6,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,1231,65,343,564,402,40,1093,13,18,72.2,13,0,832,4603,2658,131,41,8,20,12,852,775,91.0,72,Matches
733,Hugo Duro\37e103f8,es ESP,FW,Getafe,es La Liga,17,1999,0.2,9,0,1,3,7,1,9,0,0,,0,0,8,40,14,0,0,0,0,1,12,7,58.3,4,Matches
734,Noë Dussenne\8b9b8e43,be BEL,DF,Crotone,it Serie A,25,1992,0.9,23,1,17,6,2,1,21,0,0,,0,0,9,71,14,0,0,0,0,0,6,5,83.3,0,Matches
735,Paulo Dybala\e0921a4f,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,1749,7,168,848,845,110,1613,69,120,57.5,80,6,1402,6448,3053,175,45,22,78,65,1616,1375,85.1,236,Matches
736,Nathan Dyer\6dfd5af0,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,729,8,85,379,340,35,722,26,48,54.2,29,2,582,2964,1714,86,36,6,34,39,748,538,71.9,76,Matches
737,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,31,1986,33.5,1240,37,55,521,733,248,1195,48,69,69.6,50,2,853,4162,1718,106,31,22,89,67,1598,961,60.1,434,Matches
738,Blerim Džemaili\756959aa,ch SUI,MF,Bologna,it Serie A,31,1986,13.3,636,21,125,355,203,27,613,9,17,52.9,12,0,458,2139,1290,52,25,1,24,21,536,448,83.6,60,Matches
739,Félix Eboa Eboa\167d5018,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,881,97,461,391,79,10,832,4,6,66.7,5,0,451,2857,1513,42,7,1,1,5,428,416,97.2,13,Matches
740,Éder\5a325298,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,370,2,32,138,220,50,360,5,15,33.3,7,0,265,1153,584,35,12,3,20,16,414,268,64.7,80,Matches
741,Simone Edera\8697c095,it ITA,FW,Torino,it Serie A,20,1997,3.6,175,2,30,79,82,16,169,7,16,43.8,7,0,131,558,311,14,5,3,10,14,171,125,73.1,33,Matches
742,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,1177,1000,1166,15,1,0,956,0,0,,0,0,667,2723,1436,0,0,0,2,2,633,629,99.4,0,Matches
743,Tom Edwards\1b780599,eng ENG,DF,Stoke City,eng Premier League,18,1999,5.3,266,22,111,126,46,1,227,2,3,66.7,3,0,140,740,415,20,8,1,5,0,139,130,93.5,0,Matches
744,Mandela Egbo\5603d397,eng ENG,MF,M'Gladbach,de Bundesliga,19,1997,0.1,3,1,1,2,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,Matches
745,Johannes Eggestein\d571df78,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,1.1,50,2,5,26,23,5,50,1,2,50.0,1,0,35,253,132,5,3,1,5,2,51,34,66.7,10,Matches
746,Maximilian Eggestein\beb882a8,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,1393,58,296,746,444,74,1368,36,62,58.1,39,0,904,4347,2441,123,45,8,27,64,1123,838,74.6,166,Matches
747,Albin Ekdal\f503ea63,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,692,34,174,460,101,16,681,8,19,42.1,11,0,422,2565,1201,52,15,1,5,14,426,390,91.5,29,Matches
748,Josip Elez\eafac393,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,459,61,235,234,19,2,434,4,4,100.0,4,0,259,1619,1003,31,3,0,2,2,268,265,98.9,4,Matches
749,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16.0,581,498,571,11,0,0,349,0,0,,0,0,222,1244,847,0,0,0,0,0,186,186,100.0,0,Matches
750,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,915,36,166,613,186,14,904,3,5,60.0,3,0,691,2984,1428,69,14,0,1,10,787,733,93.1,29,Matches
751,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,1214,105,605,594,85,15,1166,3,6,50.0,5,0,799,4555,2320,67,9,1,9,9,794,773,97.4,20,Matches
752,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,32.4,2121,151,691,1112,464,51,1865,33,51,64.7,38,0,1283,7277,4080,154,50,10,24,33,1313,1222,93.1,65,Matches
753,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,23,1993,29.9,1311,232,792,536,56,31,1261,4,4,100.0,4,0,642,3307,1692,33,2,0,2,1,640,611,95.5,27,Matches
754,Breel Embolo\0b4f388a,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,402,5,31,217,187,41,399,24,53,45.3,26,2,304,1211,729,44,17,6,40,31,479,285,59.5,108,Matches
755,Youssef En-Nesyri\04e17fd5,ma MAR,FWMF,Málaga,es La Liga,20,1997,17.7,602,36,82,273,288,70,589,17,49,34.7,18,0,354,1683,818,38,16,5,58,30,773,407,52.7,152,Matches
756,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,27,1990,14.8,567,9,27,264,299,71,554,5,8,62.5,6,0,320,1069,363,24,8,5,45,24,796,428,53.8,169,Matches
757,Javier Eraso\aec0fb6f,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,1152,15,159,546,513,74,1066,17,30,56.7,19,1,797,3440,1582,82,25,7,52,45,1038,733,70.6,204,Matches
758,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,2893,21,226,1504,1365,115,2636,26,61,42.6,27,3,1974,10001,5205,306,119,16,74,71,2401,2090,87.0,260,Matches
759,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Eibar,es La Liga,24,1993,17.4,849,25,146,510,229,33,843,12,18,66.7,15,1,513,2164,860,39,15,1,13,13,529,470,88.8,47,Matches
760,Sergio Escudero\b0616e3d,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,1850,88,519,968,469,38,1606,26,33,78.8,26,2,1169,5600,3071,117,46,9,20,23,1128,1047,92.8,68,Matches
761,Bernardo Espinosa\4242011c,co COL,DF,Girona,es La Liga,28,1989,31.9,1491,233,947,533,64,40,1465,2,3,66.7,2,0,844,3534,1380,17,1,0,0,5,819,801,97.8,34,Matches
762,Michael Esser\83e0eeb4,de GER,GK,Hannover 96,de Bundesliga,29,1987,3.0,130,116,130,0,0,0,94,0,0,,0,0,56,391,209,0,0,0,0,0,56,55,98.2,0,Matches
763,Alexander Esswein\b48215cd,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,307,10,49,149,128,15,304,1,4,25.0,1,0,198,1131,601,29,7,4,15,5,305,211,69.2,39,Matches
764,Oghenekaro Etebo\b579e83d,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,790,21,183,530,154,10,783,13,16,81.3,13,0,645,3818,1946,61,22,1,18,25,593,552,93.1,32,Matches
765,Beñat Etxebarria\b037bd4f,es ESP,MF,Athletic Club,es La Liga,30,1987,12.4,902,20,120,552,274,2,790,6,9,66.7,7,0,598,2620,1245,54,24,1,16,11,594,550,92.6,43,Matches
766,Xabier Etxeita\4a895384,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,200,31,113,87,10,4,200,0,0,,0,0,112,626,335,6,1,0,0,0,111,110,99.1,4,Matches
767,Jonny Evans\f8fcd2a5,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,1233,176,726,534,48,17,1176,5,6,83.3,6,0,624,3887,2271,46,6,0,5,6,608,594,97.7,4,Matches
768,Franck Evina\44e471ca,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,55,0,11,22,27,8,55,2,3,66.7,2,1,35,103,52,2,1,0,4,8,53,40,75.5,14,Matches
769,Patrice Evra\51a3caf1,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,197,15,76,90,41,3,164,3,6,50.0,3,0,90,336,212,8,3,0,3,1,103,92,89.3,4,Matches
770,Patrice Evra\51a3caf1,fr FRA,DF,West Ham,eng Premier League,36,1981,2.5,147,10,53,77,22,0,125,2,5,40.0,2,0,89,289,174,7,2,0,1,5,76,73,96.1,1,Matches
771,Edu Expósito\283c7121,es ESP,MFFW,La Coruña,es La Liga,20,1996,1.1,58,3,13,38,9,1,58,2,2,100.0,2,0,44,235,115,6,2,0,2,0,46,39,84.8,1,Matches
772,Erik Expósito\07d67579,es ESP,FW,Las Palmas,es La Liga,21,1996,5.2,151,4,8,61,91,27,146,6,8,75.0,6,0,91,376,131,7,3,1,20,5,205,109,53.2,57,Matches
773,Valentin Eysseric\ae82fa48,fr FRA,MFFW,Nice,fr Ligue 1,25,1992,1.0,90,0,10,38,47,5,80,2,4,50.0,2,0,70,286,182,10,4,1,2,4,75,68,90.7,9,Matches
774,Valentin Eysseric\ae82fa48,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,508,7,65,245,229,30,480,13,22,59.1,15,0,377,1821,876,54,16,6,12,14,420,349,83.1,72,Matches
775,Imoh Ezekiel\9243fea6,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,5.2,183,1,15,78,114,23,177,8,13,61.5,10,0,152,1098,655,35,15,8,16,8,194,136,70.1,39,Matches
776,Marco Fabián\e665a2db,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,4.7,245,3,21,141,95,13,229,10,14,71.4,11,0,191,1015,330,22,3,0,7,14,230,180,78.3,27,Matches
777,Łukasz Fabiański\9328b835,pl POL,GK,Swansea City,eng Premier League,32,1985,38.0,1355,1244,1352,3,0,0,894,0,0,,0,0,559,3034,1575,0,0,0,0,0,482,481,99.8,0,Matches
778,Fabinho\7f3b388c,br BRA,MF,Monaco,fr Ligue 1,23,1993,34.0,2308,74,555,1538,375,35,2273,28,38,73.7,31,0,1523,9219,4802,190,51,9,21,20,1550,1469,94.8,70,Matches
779,Cesc Fàbregas\33508c78,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,2555,58,455,1347,881,72,2306,19,27,70.4,19,0,1671,6804,3743,167,41,6,22,25,2053,1856,90.4,124,Matches
780,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,1010,902,1009,3,0,0,717,0,0,,0,0,498,2589,1326,0,0,0,0,1,401,401,100.0,0,Matches
781,Fayçal Fajr\79135368,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,1272,56,246,691,415,18,1154,16,23,69.6,19,0,790,3830,1468,57,26,2,20,19,737,659,89.4,58,Matches
782,Radamel Falcao\66116290,co COL,FW,Monaco,fr Ligue 1,31,1986,23.6,855,16,49,411,442,108,811,29,51,56.9,32,1,601,2448,989,59,18,10,78,50,999,637,63.8,262,Matches
783,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Fiorentina,it Serie A,26,1991,4.9,187,3,10,73,116,28,185,5,10,50.0,5,0,143,530,245,11,6,2,17,11,278,149,53.6,80,Matches
784,Diego Falcinelli\a39b9ef6,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,446,11,43,185,235,68,418,11,18,61.1,13,0,291,1088,499,24,8,8,33,40,645,329,51.0,138,Matches
785,Simon Falette\b82880c6,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,1519,137,675,869,69,17,1470,7,10,70.0,7,0,899,5275,2807,90,16,1,6,5,882,870,98.6,13,Matches
786,Simon Falette\b82880c6,gn GUI,DF,Metz,fr Ligue 1,25,1992,1.0,73,11,45,34,1,0,72,0,0,,0,0,55,345,185,0,0,0,0,0,51,51,100.0,0,Matches
787,Cesar Falletti\00823e9a,uy URU,FWMF,Bologna,it Serie A,24,1992,3.6,244,1,36,116,110,18,236,10,14,71.4,11,0,197,1070,455,26,8,4,15,14,203,167,82.3,20,Matches
788,Iago Falque\440c84ed,es ESP,FW,Torino,it Serie A,27,1990,31.3,1703,16,188,796,846,134,1603,48,86,55.8,51,2,1316,7842,3535,216,55,34,45,64,1615,1260,78.0,269,Matches
789,Paolo Faragò\9085dd7c,it ITA,DFMF,Cagliari,it Serie A,24,1993,27.3,1695,76,423,743,619,62,1396,18,28,64.3,19,0,829,4407,2602,130,48,10,38,30,977,824,84.3,112,Matches
790,Imad Faraj\b396a0b1,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,1.8,117,5,26,46,51,8,110,5,7,71.4,6,1,90,500,298,15,3,1,12,5,96,79,82.3,10,Matches
791,Davide Faraoni\aae9d04a,it ITA,DF,Crotone,it Serie A,25,1991,19.5,1198,117,443,550,255,19,999,14,25,56.0,14,1,633,3194,1573,55,21,3,16,15,555,511,92.1,22,Matches
