Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
22,Ibrahim Afellay\9a8c6673,nl NED,MF,Stoke City,eng Premier League,31,1986,1.8,90,0,19,65,10,0,88,1,4,25.0,1,0,62,280,64,2,0,0,1,1,77,65,84.4,3,Matches
23,Benik Afobe\b63f4077,cd COD,FWMF,Bournemouth,eng Premier League,24,1993,6.8,237,7,22,109,120,31,223,7,9,77.8,8,0,138,694,313,17,2,5,31,9,338,169,50.0,53,Matches
24,Martin Agirregabiria\355c883a,es ESP,DF,Alavés,es La Liga,21,1996,20.3,1058,86,383,472,252,6,896,18,29,62.1,21,1,580,2747,1516,66,16,5,17,14,520,480,92.3,23,Matches
25,Imanol Agirretxe\c84c1afc,es ESP,FW,Real Sociedad,es La Liga,30,1987,2.6,76,2,8,42,33,11,75,3,4,75.0,3,1,52,150,61,3,2,0,5,2,96,56,58.3,23,Matches
26,Sergio Agüero\4d034881,ar ARG,FW,Manchester City,eng Premier League,29,1988,21.8,944,8,42,381,594,183,912,39,61,63.9,47,1,692,3681,1999,128,34,33,58,61,1230,757,61.5,253,Matches
27,Ruben Aguilar\3dd738a1,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,27.3,1796,62,507,825,616,34,1519,19,39,48.7,24,1,1078,6460,4295,180,71,6,27,30,1145,1039,90.7,72,Matches
28,Matías Aguirregaray\8617e3d9,uy URU,DF,Las Palmas,es La Liga,28,1989,12.8,788,28,207,417,219,11,682,17,24,70.8,17,0,546,2864,1413,56,18,2,15,14,492,461,93.7,32,Matches
29,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,fr Ligue 1,23,1994,33.4,1696,81,559,1000,254,37,1689,23,33,69.7,26,0,1122,5591,2744,99,28,2,31,24,1043,976,93.6,53,Matches
30,Ailton\74ced675,br BRA,DFFW,Stuttgart,de Bundesliga,22,1995,1.2,83,3,23,50,14,3,72,1,3,33.3,1,0,48,250,148,9,3,0,3,0,53,46,86.8,1,Matches
31,Youssef Aït Bennasser\c46fa34c,ma MAR,MF,Caen,fr Ligue 1,21,1996,22.8,1378,47,387,900,241,10,1363,48,60,80.0,50,3,1014,6550,3636,115,45,4,12,26,952,881,92.5,34,Matches
32,Arlind Ajeti\f9714604,al ALB,DFMF,Crotone,it Serie A,23,1993,14.1,551,113,331,219,19,9,541,9,10,90.0,9,0,259,1258,593,13,3,0,3,4,211,203,96.2,4,Matches
33,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10.0,720,56,312,422,65,10,688,6,7,85.7,6,0,477,3474,2034,57,20,0,5,3,486,477,98.1,7,Matches
34,Nathan Aké\eaeca114,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,2071,319,1303,803,100,49,2008,7,7,100.0,7,0,1043,6573,3506,77,9,0,7,7,1174,1119,95.3,12,Matches
35,Ager Aketxe\c5eaff5c,es ESP,MF,Athletic Club,es La Liga,23,1993,0.4,50,0,2,24,29,2,45,0,2,0.0,0,0,39,176,79,6,3,0,0,2,47,37,78.7,6,Matches
36,Chadrac Akolo\debc2f28,cd COD,FWMF,Stuttgart,de Bundesliga,22,1995,12.2,477,4,31,241,248,47,468,13,26,50.0,14,1,359,1719,1144,56,24,7,29,29,519,341,65.7,115,Matches
37,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,22,1995,18.8,1191,93,556,654,69,9,1154,10,12,83.3,10,0,812,3990,2243,64,11,0,5,7,823,801,97.3,4,Matches
38,David Alaba\05439de2,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,1477,47,297,696,568,40,1310,17,26,65.4,18,1,1065,4974,2563,116,43,6,13,17,1111,1034,93.1,86,Matches
39,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,17.2,658,15,60,330,306,102,626,27,38,71.1,29,2,426,1600,585,32,14,3,50,45,852,498,58.5,208,Matches
40,David Alba\7a4cd784,es ESP,DF,Getafe,es La Liga,18,1999,0.7,16,5,11,5,0,0,16,0,0,,0,0,7,38,14,0,0,0,0,0,4,4,100.0,0,Matches
41,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,2585,97,680,1120,937,113,2374,17,27,63.0,19,3,1861,7513,3752,144,56,12,32,9,1981,1810,91.4,152,Matches
42,Raúl Albentosa\348e4809,es ESP,DF,La Coruña,es La Liga,28,1988,19.4,918,130,610,299,30,23,896,1,1,100.0,1,0,542,2111,861,9,0,0,2,0,532,513,96.4,19,Matches
43,Luis Alberto\5294a83f,es ESP,MFFW,Lazio,it Serie A,24,1992,29.7,2156,7,156,1090,1103,93,1903,51,84,60.7,56,10,1611,9112,5723,296,124,20,54,53,1809,1567,86.6,231,Matches
44,Raúl Albiol\4bd414c1,es ESP,DF,Napoli,it Serie A,31,1985,30.5,2733,177,1040,1810,71,32,2701,2,5,40.0,2,0,1881,10564,6827,195,19,1,3,4,1996,1985,99.4,19,Matches
45,Miiko Albornoz\d459281d,cl CHI,DF,Hannover 96,de Bundesliga,26,1990,7.8,513,36,177,205,160,12,422,10,13,76.9,10,0,275,1379,699,23,9,0,6,4,299,274,91.6,14,Matches
46,Marc Albrighton\b827d5b3,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,28.2,1591,62,337,732,633,39,1437,61,109,56.0,62,8,1071,5362,2696,134,36,6,46,36,1212,983,81.1,75,Matches
47,Paco Alcácer\a7a9d95a,es ESP,FWMF,Barcelona,es La Liga,23,1993,7.7,309,5,34,151,142,35,301,5,9,55.6,5,1,211,890,333,16,10,3,16,6,329,224,68.1,49,Matches
48,Pedro Alcalá\ba71d071,es ESP,DF,Girona,es La Liga,28,1989,7.7,361,43,192,165,17,9,352,3,3,100.0,3,0,190,941,514,16,1,0,1,0,191,181,94.8,5,Matches
49,Thiago Alcántara\77e84962,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,13.9,1455,16,194,919,434,40,1421,26,35,74.3,28,1,1218,5190,2641,143,40,7,9,23,1245,1181,94.9,99,Matches
50,David Alcibiade\9b8970ce,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,120,13,48,50,33,3,102,0,0,,0,0,52,352,232,4,3,0,0,0,47,46,97.9,3,Matches
51,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,eng Premier League,28,1989,13.1,1061,80,471,598,85,10,1025,5,8,62.5,5,0,732,4308,2701,81,17,0,2,3,789,771,97.7,3,Matches
52,Steve Aldo One\a8599c17,cm CMR,DF,La Coruña,es La Liga,22,1995,1.0,30,5,20,12,0,0,29,0,0,,0,0,15,109,52,0,0,0,0,0,15,15,100.0,0,Matches
53,Álex Alegría\46166b49,es ESP,FW,Levante,es La Liga,24,1992,7.0,256,7,16,119,129,32,243,2,6,33.3,3,0,154,431,176,15,5,3,31,16,317,183,57.7,70,Matches
54,Iván Alejo\3d7e48ce,es ESP,FWMF,Eibar,es La Liga,22,1995,12.2,530,1,46,179,356,33,523,32,54,59.3,32,0,442,2787,1574,93,23,7,50,23,553,369,66.7,83,Matches
55,Alexander\3e1858af,ar ARG,FWMF,Leganés,es La Liga,28,1988,11.8,458,4,70,217,213,41,439,10,18,55.6,13,4,341,1494,723,33,14,6,25,13,413,302,73.1,83,Matches
56,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,18,1998,17.5,1486,48,387,736,438,26,1269,17,37,45.9,18,4,890,3555,2024,106,36,5,17,11,983,912,92.8,46,Matches
57,Alexis\db0cd1ae,es ESP,DF,Alavés,es La Liga,31,1985,24.3,936,129,491,383,98,30,809,4,7,57.1,5,0,412,1846,873,15,4,1,6,2,402,380,94.5,17,Matches
58,Alisson\7a2e46a8,br BRA,GK,Roma,it Serie A,24,1992,37.0,1326,1095,1318,12,0,0,1089,6,6,100.0,6,0,793,2998,1547,0,0,0,2,0,644,643,99.8,0,Matches
59,Allan\cc700722,br BRA,MF,Napoli,it Serie A,26,1991,31.7,2239,41,248,1381,780,53,2215,73,121,60.3,78,4,1781,7618,4263,258,88,15,52,68,1844,1670,90.6,134,Matches
60,Joe Allen\9feb8f24,wls WAL,MF,Stoke City,eng Premier League,27,1990,34.9,1822,96,395,1003,528,64,1794,49,76,64.5,54,7,1121,5541,2643,119,41,5,33,53,1191,1009,84.7,105,Matches
61,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,32.9,1867,36,194,848,988,186,1826,56,130,43.1,69,15,1375,7348,3778,184,71,23,119,100,1860,1370,73.7,419,Matches
62,José Alonso Lara\7e28d6f7,es ESP,FW,Sevilla,es La Liga,17,2000,0.1,6,0,1,4,3,1,6,1,1,100.0,1,0,7,61,43,2,1,0,0,1,7,6,85.7,1,Matches
63,Júnior Alonso\b18a3023,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,2158,189,1266,983,96,23,2100,11,13,84.6,11,0,1379,8277,4833,85,20,0,9,7,1332,1306,98.0,18,Matches
64,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,26,1990,31.7,2101,95,575,897,771,107,1815,18,34,52.9,19,1,1216,6386,3868,200,61,12,39,26,1481,1271,85.8,125,Matches
65,Ricky Álvarez\92a5ac34,ar ARG,MFFW,Sampdoria,it Serie A,29,1988,3.0,226,3,21,113,105,7,210,4,8,50.0,4,0,149,800,417,23,8,4,9,13,206,164,79.6,36,Matches
66,Sergio Álvarez\8875b8c9,es ESP,GK,Celta Vigo,es La Liga,30,1986,16.4,599,545,595,6,0,0,482,1,1,100.0,1,0,362,1478,721,0,0,0,0,0,318,316,99.4,0,Matches
67,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,477,17,187,315,18,3,460,2,2,100.0,2,0,316,2192,1303,40,5,0,1,0,293,286,97.6,2,Matches
68,Dani Alves\c9e99e49,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,22.9,2246,50,559,1167,675,50,2105,20,41,48.8,21,2,1645,7669,4648,202,69,8,20,24,1703,1645,96.6,90,Matches
69,Ibrahim Amadou\9260926b,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,26.7,1781,111,787,1002,130,18,1770,9,9,100.0,9,0,1276,6933,3504,68,25,0,15,14,1262,1232,97.6,31,Matches
70,Eloi Amagat\12a875ce,es ESP,FWMF,Girona,es La Liga,32,1985,0.2,10,0,0,6,4,2,10,0,0,,0,0,7,46,8,1,0,0,0,0,9,9,100.0,2,Matches
71,Morgan Amalfitano\ab914649,fr FRA,MF,Rennes,fr Ligue 1,32,1985,8.3,336,11,50,184,125,19,324,7,10,70.0,7,0,243,1373,544,29,9,1,9,15,296,232,78.4,34,Matches
72,Romain Amalfitano\d7bf3d19,fr FRA,MF,Dijon,fr Ligue 1,27,1989,30.0,1741,62,533,1116,264,9,1720,35,60,58.3,37,2,1298,8768,3740,147,53,0,44,42,1208,1142,94.5,58,Matches
73,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,366,26,131,201,50,1,304,4,7,57.1,5,0,196,842,425,9,2,0,1,4,206,193,93.7,0,Matches
74,Jordi Amat\d70a2141,es ESP,DFMF,Betis,es La Liga,25,1992,22.7,1736,115,748,1015,86,12,1706,9,13,69.2,10,0,1314,7196,3623,100,16,1,6,3,1279,1264,98.8,15,Matches
75,Amath\f3b1d9a2,sn SEN,MFFW,Getafe,es La Liga,21,1996,31.8,1063,26,204,472,500,100,1057,57,94,60.6,65,7,802,3917,2316,101,35,19,92,66,1011,617,61.0,169,Matches
76,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,1608,87,548,777,407,10,1442,35,64,54.7,42,1,1050,5285,3069,127,43,3,30,28,972,930,95.7,41,Matches
77,Stephan Ambrosius\2930c9d8,de GER,DF,Hamburger SV,de Bundesliga,18,1998,0.5,39,4,24,17,0,0,38,0,0,,0,0,27,134,74,1,0,0,0,0,29,27,93.1,0,Matches
78,Kelvin Amian\bcc81786,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35.0,1538,120,591,648,403,17,1286,15,22,68.2,16,0,799,4514,2496,101,39,3,28,23,783,701,89.5,42,Matches
79,Nadiem Amiri\555d5edd,de GER,MFFW,Hoffenheim,de Bundesliga,20,1996,19.4,1165,24,172,628,467,69,1126,31,48,64.6,36,2,881,4762,2717,141,50,16,50,47,942,806,85.6,129,Matches
80,Ethan Ampadu\10b9fa99,wls WAL,DF,Chelsea,eng Premier League,16,2000,0.1,22,3,16,10,1,0,22,0,0,,0,0,11,61,37,1,0,0,0,0,19,19,100.0,0,Matches
81,Nordin Amrabat\7c2a398c,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,100,0,13,38,54,5,98,1,3,33.3,1,0,64,310,183,12,3,3,5,6,100,71,71.0,19,Matches
82,Nordin Amrabat\7c2a398c,ma MAR,FWMF,Leganés,es La Liga,30,1987,18.0,772,7,62,295,489,69,750,37,59,62.7,43,2,672,3766,2122,121,37,30,65,68,886,585,66.0,185,Matches
83,Jon Ander Serantes\983ccabe,es ESP,GK,Leganés,es La Liga,27,1989,1.0,33,27,33,0,0,0,22,0,0,,0,0,12,57,37,0,0,0,0,0,7,7,100.0,0,Matches
84,Joachim Andersen\e34fc66d,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,486,80,255,249,12,4,474,0,0,,0,0,313,1723,1122,23,3,0,1,1,334,333,99.7,3,Matches
85,Felipe Anderson\9f1893b9,br BRA,MFFW,Lazio,it Serie A,24,1993,12.9,945,8,75,432,549,78,863,72,117,61.5,77,2,772,4136,2584,136,58,24,48,44,821,670,81.6,138,Matches
86,Florin Andone\dc008610,ro ROU,FW,La Coruña,es La Liga,24,1993,18.2,536,11,40,225,310,102,519,14,44,31.8,17,0,364,1393,815,41,9,15,68,38,772,396,51.3,189,Matches
87,Nícolas Andrade\326d09ef,br BRA,GK,Hellas Verona,it Serie A,29,1988,36.0,1517,1390,1514,6,0,0,1048,1,1,100.0,1,0,666,3480,1914,0,0,0,0,0,536,535,99.8,0,Matches
88,Benjamin André\ef9c1c95,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,2309,76,442,1309,682,63,2283,28,40,70.0,31,1,1379,6872,2955,135,46,5,47,48,1719,1446,84.1,271,Matches
89,Marco Andreolli\13d820de,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,1069,174,604,490,29,12,1023,2,3,66.7,2,0,578,2899,1597,33,3,0,2,2,620,610,98.4,3,Matches
90,Yoann Andreu\872cd68c,fr FRA,DF,Angers,fr Ligue 1,28,1989,23.0,1383,64,510,596,364,12,1173,11,23,47.8,12,1,808,4525,2490,115,37,3,20,12,784,728,92.9,33,Matches
91,Miguel Ángel Guerrero\b35db3f6,es ESP,FW,Leganés,es La Liga,27,1990,16.0,543,18,36,277,260,59,515,17,29,58.6,19,0,357,1348,514,31,10,8,43,24,676,368,54.4,138,Matches
92,Miguel Ángel Moyá\011d8c56,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,321,296,320,3,0,0,279,0,0,,0,0,199,882,480,0,0,0,0,0,175,175,100.0,0,Matches
93,Miguel Ángel Rubio\56cafd0a,es ESP,DF,Getafe,es La Liga,19,1998,0.3,10,2,6,3,1,1,10,0,0,,0,0,2,2,2,0,0,0,0,0,1,1,100.0,0,Matches
94,José Ángel\3024e383,es ESP,DF,Eibar,es La Liga,27,1989,27.0,1851,73,450,911,595,19,1493,28,34,82.4,28,1,1042,5008,2269,106,53,2,22,13,972,906,93.2,40,Matches
95,Gabriele Angella\0c971997,it ITA,DF,Udinese,it Serie A,28,1989,9.9,615,75,326,288,27,6,590,2,2,100.0,2,0,334,1264,506,11,1,0,2,0,337,332,98.5,8,Matches
96,Cristian Ansaldi\bbafc0c4,ar ARG,DFMF,Torino,it Serie A,30,1986,20.8,1247,79,441,569,336,33,1081,56,73,76.7,59,2,840,5393,2971,132,38,10,35,39,817,736,90.1,55,Matches
97,Luca Antei\97c9bce3,it ITA,DF,Benevento,it Serie A,25,1992,6.6,452,64,249,229,9,1,433,2,3,66.7,2,0,270,1689,1020,23,1,0,0,4,285,285,100.0,1,Matches
98,Mirco Antenucci\43a2e16c,it ITA,FW,SPAL,it Serie A,32,1984,28.6,1016,13,83,460,539,121,980,40,65,61.5,45,2,776,3855,1402,81,25,12,87,56,1152,765,66.4,324,Matches
99,Waldemar Anton\5e66fa06,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,25.3,1557,164,793,738,135,25,1516,21,28,75.0,22,0,946,5615,3044,74,16,0,20,21,868,831,95.7,37,Matches
100,Luca Antonelli\40f0ed6c,it ITA,DFMF,Milan,it Serie A,30,1987,1.6,114,6,26,69,27,4,108,1,1,100.0,1,0,82,262,161,9,4,0,3,2,86,78,90.7,2,Matches
101,Michail Antonio\ac05f970,jm JAM,FWMF,West Ham,eng Premier League,27,1990,15.0,771,20,112,356,380,42,725,45,84,53.6,49,1,552,2451,1344,70,20,11,64,52,799,546,68.3,109,Matches
102,Mirko Antonucci\91976866,it ITA,FW,Roma,it Serie A,18,1999,0.3,20,0,1,4,15,4,19,0,0,,0,0,10,36,10,0,0,0,1,0,19,15,78.9,5,Matches
103,Vitorino Antunes\3e4f735d,pt POR,DF,Getafe,es La Liga,30,1987,31.1,1640,87,530,710,502,16,1271,16,32,50.0,18,3,850,4412,2183,83,39,3,27,34,763,703,92.1,45,Matches
104,Dennis Aogo\c311243f,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,21.7,1345,37,298,754,349,29,1159,4,6,66.7,4,0,774,3336,1484,62,16,3,8,6,882,812,92.1,54,Matches
105,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,27.0,1897,36,331,1134,598,83,1876,57,88,64.8,58,5,1431,8284,4390,188,69,23,44,46,1560,1426,91.4,131,Matches
106,Alberto Aquilani\ad340e17,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,1123,49,305,696,178,13,1105,9,13,69.2,11,1,884,3622,1526,61,18,0,12,13,892,851,95.4,24,Matches
107,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,21,1995,23.6,859,46,235,526,151,19,851,19,31,61.3,20,1,588,3127,1149,34,12,2,8,18,467,405,86.7,29,Matches
108,Guilherme Arana\2b15a82a,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,138,7,54,58,33,2,117,1,1,100.0,1,0,88,537,287,12,4,1,0,2,80,78,97.5,5,Matches
109,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,2069,59,439,1350,413,42,1989,23,33,69.7,24,1,1436,5859,3092,145,57,4,27,43,1501,1408,93.8,58,Matches
110,Luiz Araújo\fa18c72e,br BRA,FWMF,Lille,fr Ligue 1,21,1996,22.4,1048,14,168,496,515,64,1015,59,89,66.3,65,0,860,5918,3208,147,52,23,51,56,927,754,81.3,154,Matches
111,Sergio Araujo\080ac8d8,ar ARG,FWMF,Las Palmas,es La Liga,25,1992,0.4,26,0,1,10,15,2,26,3,3,100.0,3,0,23,90,33,2,0,0,0,1,28,20,71.4,6,Matches
112,Anaitz Arbilla\850c0a0d,es ESP,DF,Eibar,es La Liga,30,1987,26.8,1785,115,692,1106,125,9,1701,20,25,80.0,22,0,1140,8366,3838,104,20,0,7,5,974,958,98.4,7,Matches
113,Alphonse Areola\2f965a72,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34.0,739,620,736,3,0,0,645,0,0,,0,0,409,2012,1021,0,0,0,0,0,332,331,99.7,0,Matches
114,Scott Arfield\b1313ec4,ca CAN,MF,Burnley,eng Premier League,28,1988,14.8,543,25,124,237,215,34,540,13,31,41.9,18,2,333,1561,756,35,12,2,20,20,437,304,69.6,61,Matches
115,Samuel Armenteros\9c8f641a,se SWE,FW,Benevento,it Serie A,27,1990,4.8,141,4,16,80,54,13,125,9,10,90.0,9,0,90,248,80,3,3,1,23,6,208,95,45.7,34,Matches
116,Yoël Armougom\9dd5da03,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,1.5,93,4,18,43,38,3,71,1,1,100.0,1,0,46,251,190,6,2,1,4,1,53,44,83.0,4,Matches
117,José Arnaiz\46e07328,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,6,0,1,2,4,0,6,0,0,,0,0,4,9,1,0,0,0,1,0,4,4,100.0,1,Matches
118,Marko Arnautović\00459419,at AUT,FWMF,West Ham,eng Premier League,28,1989,25.7,1093,43,124,420,630,159,1050,50,92,54.3,55,4,751,3941,2039,106,32,30,61,40,1303,764,58.6,230,Matches
119,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,1693,65,362,1079,355,14,1528,19,25,76.0,20,1,1091,5138,2556,100,30,0,21,29,1147,1066,92.9,60,Matches
120,Jann-Fiete Arp\c21fb312,de GER,FW,Hamburger SV,de Bundesliga,17,2000,9.4,270,10,14,126,142,50,252,14,22,63.6,15,0,183,536,200,13,3,2,33,23,413,191,46.2,104,Matches
121,Alejandro Arribas\cc29324e,es ESP,DF,La Coruña,es La Liga,28,1989,3.0,137,12,71,69,4,2,137,0,0,,0,0,92,410,155,2,0,0,2,0,86,83,96.5,2,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Athletic Club,es La Liga,22,1994,30.0,1017,869,1015,7,0,0,819,0,0,,0,0,585,3017,1655,0,0,0,0,0,492,491,99.8,0,Matches
123,Harry Arter\2f4c5a52,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,685,15,148,456,122,3,663,5,7,71.4,5,0,473,2483,1247,36,8,1,8,8,517,489,94.6,7,Matches
124,Aythami Artiles\01ae64cd,es ESP,DF,Las Palmas,es La Liga,31,1986,2.0,119,28,86,36,3,3,111,0,0,,0,0,70,341,117,2,0,0,1,0,73,69,94.5,3,Matches
125,Kwadwo Asamoah\089550f5,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,1427,50,389,817,315,12,1314,29,40,72.5,31,0,1119,4953,2928,123,35,6,16,20,1108,1051,94.9,37,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,8.0,289,5,23,113,178,43,283,12,20,60.0,12,0,227,1395,676,35,11,13,22,21,440,214,48.6,87,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,1444,71,369,958,188,13,1431,10,18,55.6,12,0,842,3788,1769,78,26,2,13,28,854,785,91.9,32,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,28,1989,23.0,593,542,592,2,0,0,449,1,1,100.0,1,0,284,1691,803,0,0,0,1,0,177,177,100.0,0,Matches
