Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
441,Ebrima Colley\bf356094,gm GAM,FW,Spezia,it Serie A,21-300,2000,3.5,1,0,0,9,13,1,12,3,4,0,0,0,24,2,5,28.6,Matches
442,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,29-035,1992,12.5,4,0,0,13,24,1,0,53,16,0,0,0,130,40,18,69.0,Matches
443,Nathan Collins\a8c19eb8,ie IRL,DF,Burnley,eng Premier League,20-212,2001,3.0,0,0,0,4,3,1,0,7,6,0,0,0,47,16,7,69.6,Matches
444,Kingsley Coman\042e8a49,fr FRA,FW,Bayern Munich,de Bundesliga,25-168,1996,3.6,0,0,0,2,7,1,25,3,2,0,0,0,20,2,3,40.0,Matches
445,Santi Comesaña\5ae499d0,es ESP,MF,Rayo Vallecano,es La Liga,25-054,1996,12.8,5,0,0,33,23,1,4,24,32,0,0,0,111,28,25,52.8,Matches
446,Aaron Connolly\27c01749,ie IRL,FW,Brighton,eng Premier League,21-304,2000,0.7,0,0,0,0,3,0,1,0,0,0,0,0,4,0,2,0.0,Matches
447,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,34-305,1987,13.0,2,0,0,1,1,0,0,0,0,0,1,0,71,0,0,,Matches
448,Liam Cooper\dc64b8b3,sct SCO,DF,Leeds United,eng Premier League,30-090,1991,13.0,4,0,0,12,9,2,1,25,12,0,1,0,136,56,28,66.7,Matches
449,Francis Coquelin\a6951bf8,fr FRA,MF,Villarreal,es La Liga,30-199,1991,6.3,2,0,0,15,14,0,2,12,12,0,0,0,54,11,7,61.1,Matches
450,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Nantes,fr Ligue 1,31-027,1990,6.4,0,1,0,8,13,0,15,15,11,0,0,0,39,4,5,44.4,Matches
451,Sergio Córdova\229cd98a,ve VEN,FWMF,Augsburg,de Bundesliga,24-111,1997,2.8,1,0,0,4,9,5,2,0,2,0,0,0,18,15,18,45.5,Matches
452,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,32-156,1989,3.5,1,0,0,10,1,0,3,5,3,0,0,0,31,6,6,50.0,Matches
453,Maxwel Cornet\beb391dd,ci CIV,FWMF,Burnley,eng Premier League,25-062,1996,5.0,2,0,0,5,6,6,5,5,4,0,0,0,34,11,16,40.7,Matches
454,Maxwel Cornet\beb391dd,ci CIV,DFMF,Lyon,fr Ligue 1,25-062,1996,0.7,2,1,1,1,1,0,3,0,1,0,0,0,4,0,1,0.0,Matches
455,Ángel Correa\01eb744d,ar ARG,FWMF,Atlético Madrid,es La Liga,26-264,1995,8.5,2,0,0,7,11,5,13,6,5,0,0,0,45,2,9,18.2,Matches
456,Joaquín Correa\45b9b619,ar ARG,FWMF,Inter,it Serie A,27-107,1994,4.2,2,0,0,2,8,1,7,2,2,0,0,0,19,3,5,37.5,Matches
457,Thierry Correia\c78b352d,pt POR,DF,Valencia,es La Liga,22-264,1999,4.5,1,0,0,9,13,0,8,10,5,0,0,0,31,3,6,33.3,Matches
458,Danny da Costa\5ddb8f9f,de GER,DF,Eint Frankfurt,de Bundesliga,28-138,1993,3.3,1,0,0,2,2,0,2,11,2,0,0,0,34,7,3,70.0,Matches
459,David Pereira da Costa\59948ef7,pt POR,FWMF,Lens,fr Ligue 1,20-327,2001,2.7,1,0,0,3,2,0,1,1,3,0,0,0,13,0,4,0.0,Matches
460,Hélder Costa\f13d02a6,ao ANG,MF,Leeds United,eng Premier League,27-320,1994,0.2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0.0,Matches
461,Hélder Costa\f13d02a6,ao ANG,MFFW,Valencia,es La Liga,27-320,1994,5.4,1,0,0,13,6,1,15,7,8,0,0,0,41,3,6,33.3,Matches
462,Jaume Costa\808d48f3,es ESP,DF,Mallorca,es La Liga,33-255,1988,5.5,1,1,0,1,13,1,15,7,7,0,0,0,49,4,4,50.0,Matches
463,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,34-148,1987,14.0,1,0,0,0,2,0,0,0,0,0,0,0,70,0,0,,Matches
464,Vladimír Coufal\fdf3cb77,cz CZE,DF,West Ham,eng Premier League,29-098,1992,7.1,0,0,0,10,8,0,30,7,9,0,0,0,80,8,14,36.4,Matches
465,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,30-099,1991,3.0,0,0,0,3,3,3,1,2,3,0,0,0,9,28,17,62.2,Matches
466,Lassana Coulibaly\85a44ecc,ml MLI,MF,Salernitana,it Serie A,25-232,1996,7.5,1,0,0,7,20,0,1,9,7,0,0,0,86,12,7,63.2,Matches
467,Mamadou Coulibaly\c976160c,sn SEN,MFFW,Salernitana,it Serie A,22-298,1999,7.4,1,0,0,15,8,0,5,18,10,0,0,0,85,7,8,46.7,Matches
468,Tanguy Coulibaly\05ba9d7c,fr FRA,DFFW,Stuttgart,de Bundesliga,20-283,2001,6.8,5,0,0,16,9,1,3,5,7,0,0,0,31,5,7,41.7,Matches
469,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,29-201,1992,13.0,1,0,0,1,1,0,0,0,0,0,1,0,45,0,0,,Matches
470,Philippe Coutinho\0ef89a37,br BRA,MFFW,Barcelona,es La Liga,29-169,1992,4.8,1,0,0,8,17,0,9,6,4,1,0,0,25,1,3,25.0,Matches
471,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,fr Ligue 1,22-324,1999,9.7,1,0,0,14,8,1,8,24,12,0,0,0,70,12,10,54.5,Matches
472,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,27-153,1994,13.0,0,0,0,0,4,0,0,0,0,0,0,0,56,0,0,,Matches
473,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,31-348,1989,12.0,0,0,0,6,5,0,27,12,8,0,0,0,108,19,10,65.5,Matches
474,Charlie Cresswell\4654e5f5,eng ENG,DF,Leeds United,eng Premier League,18-356,2002,1.0,0,0,0,1,2,1,0,3,2,0,0,0,7,4,3,57.1,Matches
475,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,it Serie A,34-333,1986,11.7,3,0,0,14,22,0,14,31,16,0,0,0,136,17,8,68.0,Matches
476,Bryan Cristante\16657b95,it ITA,MF,Roma,it Serie A,26-270,1995,11.3,4,0,0,19,11,0,8,16,21,0,1,0,108,31,23,57.4,Matches
477,Cristo\ad81ba78,es ESP,DF,Real Sociedad,es La Liga,21-212,2000,0.2,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0.0,Matches
478,Domen Črnigoj\22cd43d2,si SVN,MF,Venezia,it Serie A,26-010,1995,6.7,1,0,0,13,8,0,7,17,8,0,0,0,51,13,14,48.1,Matches
479,Giovanni Crociata\8c964914,it ITA,FW,Empoli,it Serie A,24-109,1997,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
480,Juan Cruz Armada\a56da3ba,es ESP,DF,Osasuna,es La Liga,29-123,1992,3.1,0,0,0,4,0,0,1,5,0,0,0,0,13,1,3,25.0,Matches
481,Juan Cuadrado\0ab1f153,co COL,DFMF,Juventus,it Serie A,33-186,1988,9.1,4,0,0,11,21,0,31,11,13,0,0,0,77,5,1,83.3,Matches
482,Cucho\71b47ab9,co COL,MFFW,Watford,eng Premier League,22-222,1999,4.4,0,0,0,5,4,0,13,2,1,0,0,0,31,13,13,50.0,Matches
483,Marc Cucurella\1daec722,es ESP,FWDF,Getafe,es La Liga,23-129,1998,0.3,0,0,0,0,1,0,1,2,1,0,0,0,4,0,0,,Matches
484,Marc Cucurella\1daec722,es ESP,DF,Brighton,eng Premier League,23-129,1998,9.3,3,0,0,8,10,1,24,12,15,0,0,0,76,11,11,50.0,Matches
485,Jorge Cuenca\0abc51f2,es ESP,DF,Getafe,es La Liga,22-011,1999,11.1,1,0,0,11,3,0,2,23,16,0,0,0,104,36,21,63.2,Matches
486,Matheus Cunha\dc62b55d,br BRA,FW,Hertha BSC,de Bundesliga,22-185,1999,0.7,0,0,0,1,3,0,0,1,0,0,0,0,6,0,2,0.0,Matches
487,Matheus Cunha\dc62b55d,br BRA,FWMF,Atlético Madrid,es La Liga,22-185,1999,1.8,2,0,0,4,3,0,3,2,5,0,0,0,9,7,6,53.8,Matches
488,Patrick Cutrone\a4fe8cda,it ITA,FW,Empoli,it Serie A,23-329,1998,7.1,1,0,0,7,7,12,14,2,2,1,0,0,20,4,23,14.8,Matches
489,Wylan Cyprien\3e092724,fr FRA,MF,Nantes,fr Ligue 1,26-304,1995,4.7,0,0,0,3,2,0,1,5,8,0,0,0,42,5,3,62.5,Matches
490,Rafael Czichos\b0a0698b,de GER,DF,Köln,de Bundesliga,31-198,1990,11.6,3,0,0,13,8,0,1,29,12,0,0,1,122,43,25,63.2,Matches
491,Lennart-Marten Czyborra\7ba1f1ef,de GER,DF,Arminia,de Bundesliga,22-209,1999,1.5,1,0,0,6,0,0,3,6,1,0,0,0,8,0,1,0.0,Matches
492,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,33-080,1988,1.6,0,0,0,2,1,0,0,1,1,0,0,0,10,5,3,62.5,Matches
493,Lucas Da Cunha\007faf7a,fr FRA,MF,Nice,fr Ligue 1,20-172,2001,4.4,0,0,0,3,5,0,13,2,8,0,0,0,40,5,7,41.7,Matches
494,Damien Da Silva\1ec7e1c5,fr FRA,DF,Lyon,fr Ligue 1,33-195,1988,2.0,2,1,1,2,0,0,0,7,3,0,0,0,12,5,4,55.6,Matches
495,Moanes Dabbur\eac044ad,il ISR,FWMF,Hoffenheim,de Bundesliga,29-198,1992,3.5,0,0,0,8,8,0,4,2,4,0,0,0,17,4,10,28.6,Matches
496,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,fr Ligue 1,23-080,1998,1.1,0,0,0,2,1,0,3,2,0,0,0,0,3,1,1,50.0,Matches
497,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,25-331,1996,6.4,4,1,1,9,6,0,4,8,7,0,0,0,66,5,3,62.5,Matches
498,Patson Daka\ca45605e,zm ZAM,FWMF,Leicester City,eng Premier League,23-050,1998,1.2,0,0,0,2,2,0,0,1,0,0,0,0,8,2,4,33.3,Matches
499,Stuart Dallas\67ca8566,nir NIR,DFMF,Leeds United,eng Premier League,30-223,1991,12.9,0,0,0,7,21,0,21,25,8,0,0,0,107,13,14,48.1,Matches
500,Diogo Dalot\d9565625,pt POR,DFFW,Manchester Utd,eng Premier League,22-255,1999,1.0,1,0,0,2,1,0,6,3,0,0,0,0,7,3,0,100.0,Matches
501,Mikkel Damsgaard\215f3907,dk DEN,MFFW,Sampdoria,it Serie A,21-148,2000,5.7,1,0,0,9,8,0,9,9,8,0,0,0,47,4,4,50.0,Matches
502,Flavius Daniliuc\7ef972c3,at AUT,DF,Nice,fr Ligue 1,20-215,2001,4.2,0,0,0,3,1,0,0,8,7,0,0,0,33,6,3,66.7,Matches
503,Danilo\94b2001f,br BRA,DFMF,Juventus,it Serie A,30-136,1991,10.0,4,0,0,13,2,0,5,14,9,0,0,0,98,23,8,74.2,Matches
504,Kevin Danso\6e33125f,at AUT,DF,Lens,fr Ligue 1,23-070,1998,11.6,2,1,0,20,18,0,0,23,11,1,0,0,115,30,11,73.2,Matches
505,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,38-041,1983,14.0,3,0,0,11,5,0,1,22,15,0,0,0,130,31,11,73.8,Matches
506,Ebrima Darboe\cf043a33,gm GAM,MF,Roma,it Serie A,20-175,2001,0.7,0,0,0,1,1,0,0,2,1,0,0,0,6,0,0,,Matches
507,Márton Dárdai\41bff4fa,de GER,DF,Hertha BSC,de Bundesliga,19-289,2002,6.4,0,0,0,8,8,0,1,9,4,0,0,0,40,13,6,68.4,Matches
508,Sergi Darder\070a3904,es ESP,MF,Espanyol,es La Liga,27-341,1993,12.0,1,0,0,11,11,0,11,15,5,0,0,0,66,2,4,33.3,Matches
509,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,31-112,1990,4.6,3,0,0,5,7,1,4,3,3,0,0,0,41,5,16,23.8,Matches
510,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,eng Premier League,31-051,1990,8.0,1,0,0,1,2,0,0,0,0,0,1,0,31,0,0,,Matches
511,Matteo Darmian\96e0490d,it ITA,DF,Inter,it Serie A,31-361,1989,10.3,2,0,0,15,11,0,23,11,16,1,0,0,53,12,3,80.0,Matches
512,Jonathan David\ce50fd99,ca CAN,FW,Lille,fr Ligue 1,21-318,2000,11.9,1,0,0,14,19,3,5,4,5,0,0,0,52,11,27,28.9,Matches
513,Alphonso Davies\d781d855,ca CAN,DF,Bayern Munich,de Bundesliga,21-026,2000,10.3,1,0,0,8,18,1,34,12,13,0,0,0,99,10,8,55.6,Matches
514,Ben Davies\44781702,wls WAL,DF,Tottenham,eng Premier League,28-218,1993,3.3,1,0,0,7,5,1,1,7,3,0,1,0,17,6,4,60.0,Matches
515,Tom Davies\9228b07c,eng ENG,MF,Everton,eng Premier League,23-151,1998,1.8,0,0,0,2,3,0,0,4,2,0,0,0,11,4,2,66.7,Matches
516,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,eng Premier League,23-288,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,Matches
517,Paweł Dawidowicz\16bb656a,pl POL,DF,Hellas Verona,it Serie A,26-192,1995,11.2,3,0,0,24,12,0,4,21,17,0,1,0,102,28,16,63.6,Matches
518,Craig Dawson\3e9e06cb,eng ENG,DF,West Ham,eng Premier League,31-206,1990,5.9,0,0,0,4,2,0,0,6,2,0,0,0,46,26,12,68.4,Matches
519,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,eng Premier League,30-153,1991,5.0,0,0,0,3,7,0,16,3,2,0,0,0,49,2,8,20.0,Matches
520,Konrad De La Fuente\4b77bb89,us USA,DFFW,Marseille,fr Ligue 1,20-135,2001,6.2,1,0,0,3,5,1,21,3,4,0,0,0,23,4,4,50.0,Matches
521,Rodrigo De Paul\162efffd,ar ARG,MF,Atlético Madrid,es La Liga,27-188,1994,7.2,2,0,0,15,24,0,12,8,10,0,0,0,62,4,8,33.3,Matches
522,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,it Serie A,29-039,1992,2.7,1,0,0,6,0,0,9,2,2,0,0,0,12,3,3,50.0,Matches
523,Lorenzo De Silvestri\e74f0e59,it ITA,DF,Bologna,it Serie A,33-189,1988,11.3,2,0,0,13,13,0,21,14,10,1,0,0,75,24,24,50.0,Matches
524,Saulo Decarli\41df88b8,ch SUI,DF,Bochum,de Bundesliga,29-297,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
525,Troy Deeney\82e34b69,eng ENG,FW,Watford,eng Premier League,33-152,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,57.1,Matches
526,Grégoire Defrel\854ee61a,mq MTQ,FW,Sassuolo,it Serie A,30-164,1991,5.0,2,0,0,7,7,1,0,3,7,0,0,0,24,4,13,23.5,Matches
527,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,it Serie A,26-119,1995,9.6,2,0,0,14,11,0,2,17,10,0,0,0,79,16,6,72.7,Matches
528,Romain Del Castillo\0be95d34,fr FRA,MFFW,Rennes,fr Ligue 1,25-244,1996,0.3,0,0,0,0,2,0,0,1,1,0,0,0,2,0,1,0.0,Matches
529,Romain Del Castillo\0be95d34,fr FRA,FWMF,Brest,fr Ligue 1,25-244,1996,2.0,0,0,0,4,6,0,7,1,3,1,0,0,16,1,2,33.3,Matches
530,Thomas Delaine\8332db56,fr FRA,DF,Metz,fr Ligue 1,29-249,1992,7.7,0,0,0,9,7,0,30,10,10,0,0,0,34,0,8,0.0,Matches
531,Thomas Delaney\fe641c1a,dk DEN,MFFW,Sevilla,es La Liga,30-086,1991,4.3,3,1,1,5,6,1,4,5,5,0,0,0,37,16,3,84.2,Matches
532,Thomas Delaney\fe641c1a,dk DEN,MF,Dortmund,de Bundesliga,30-086,1991,0.2,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,,Matches
533,Sacha Delaye\e4448c8c,fr FRA,MF,Montpellier,fr Ligue 1,19-219,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
534,Andy Delort\d33c706e,dz ALG,FW,Nice,fr Ligue 1,30-050,1991,10.0,3,0,0,24,20,8,19,7,3,0,0,0,50,31,29,51.7,Matches
535,Andy Delort\d33c706e,dz ALG,FW,Montpellier,fr Ligue 1,30-050,1991,3.0,0,0,0,6,3,0,8,0,2,0,0,0,13,6,9,40.0,Matches
536,Fabian Delph\111c3236,eng ENG,MF,Everton,eng Premier League,32-007,1989,1.9,1,0,0,3,1,0,1,7,6,0,0,0,21,0,1,0.0,Matches
537,Moussa Dembélé\e7986081,fr FRA,FW,Lyon,fr Ligue 1,25-139,1996,5.2,0,0,0,5,5,0,4,0,2,1,0,0,20,9,16,36.0,Matches
538,Ousmane Dembélé\b19db005,fr FRA,FW,Barcelona,es La Liga,24-197,1997,0.3,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,,Matches
539,Yusuf Demir\fa265f6d,at AUT,FW,Barcelona,es La Liga,18-179,2003,2.1,0,0,0,1,4,0,1,1,1,0,0,0,17,1,2,33.3,Matches
540,Merih Demiral\e3cceee6,tr TUR,DF,Atalanta,it Serie A,23-268,1998,7.9,4,0,0,13,10,1,0,21,10,0,1,0,57,34,11,75.6,Matches
541,Kerem Demirbay\54b4dc4e,de GER,MF,Leverkusen,de Bundesliga,28-148,1993,11.0,4,0,0,18,17,2,10,24,22,0,0,0,111,4,11,26.7,Matches
542,Ermedin Demirović\ed79b7d3,ba BIH,FWMF,Freiburg,de Bundesliga,23-248,1998,1.6,2,0,0,11,2,2,0,2,0,0,0,0,11,3,8,27.3,Matches
543,Diego Demme\dc3fa3b5,de GER,FWMF,Napoli,it Serie A,30-007,1991,0.4,1,0,0,4,0,0,1,1,0,0,0,0,3,0,0,,Matches
544,Jason Denayer\47af88b8,be BEL,DF,Lyon,fr Ligue 1,26-153,1995,7.7,1,0,0,2,4,0,1,8,4,0,1,0,45,8,14,36.4,Matches
545,Leander Dendoncker\5a7301ae,be BEL,MFFW,Wolves,eng Premier League,26-227,1995,3.8,1,0,0,4,1,0,0,3,5,0,0,0,33,7,3,70.0,Matches
546,Emmanuel Dennis\2c44a35d,ng NGA,FWMF,Watford,eng Premier League,24-013,1997,9.2,6,0,0,32,14,2,9,7,10,0,0,0,47,23,28,45.1,Matches
547,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,it Serie A,24-218,1997,1.2,1,0,0,8,1,0,2,1,0,0,0,0,7,1,3,25.0,Matches
548,Memphis Depay\8f696594,nl NED,FW,Barcelona,es La Liga,27-288,1994,14.0,1,0,0,15,45,9,50,2,4,3,0,0,64,10,16,38.5,Matches
549,Mike van der Hoorn\25f50295,nl NED,DF,Arminia,de Bundesliga,29-044,1992,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,100.0,Matches
550,Arthur Desmas\e8c5dd4d,fr FRA,GK,Clermont Foot,fr Ligue 1,27-235,1994,13.0,0,0,0,0,2,0,0,0,0,0,0,1,57,0,0,,Matches
551,Sergiño Dest\5976f83e,us USA,DFFW,Barcelona,es La Liga,21-025,2000,9.7,0,0,0,12,21,1,42,10,15,0,0,0,57,6,11,35.3,Matches
552,Mattia Destro\d7d32194,it ITA,FW,Genoa,it Serie A,30-253,1991,7.0,2,0,0,9,11,10,1,3,1,0,0,0,24,30,38,44.1,Matches
553,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,it Serie A,27-260,1994,8.1,1,0,0,10,17,7,20,9,2,0,0,0,39,0,8,0.0,Matches
554,Kiernan Dewsbury Hall\5c74c0f5,eng ENG,MF,Leicester City,eng Premier League,23-083,1998,0.4,0,0,0,0,2,0,1,2,1,0,0,0,7,0,0,,Matches
555,Jacopo Dezi\e921b9db,it ITA,MF,Venezia,it Serie A,29-291,1992,0.2,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,100.0,Matches
556,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,it Serie A,33-069,1988,0.4,1,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0.0,Matches
557,Federico Di Francesco\1fca9171,it ITA,FWMF,Empoli,it Serie A,27-167,1994,7.5,1,0,0,18,17,3,17,5,5,0,0,0,45,1,10,9.1,Matches
558,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,it Serie A,28-116,1993,13.0,1,0,0,12,21,4,16,16,22,1,0,0,103,20,9,69.0,Matches
559,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,fr Ligue 1,33-287,1988,5.8,1,0,0,3,6,2,27,5,5,0,0,0,23,1,1,50.0,Matches
560,Francesco Di Mariano\35a2557c,it ITA,FW,Venezia,it Serie A,25-222,1996,0.7,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0.0,Matches
561,Francesco Di Tacchio\b5c3ff9f,it ITA,MF,Salernitana,it Serie A,31-222,1990,10.0,1,0,0,24,19,0,3,26,10,0,0,1,111,13,18,41.9,Matches
562,Boulaye Dia\244bc2c8,sn SEN,FW,Villarreal,es La Liga,25-012,1996,6.0,1,0,0,9,11,2,4,3,3,0,0,0,21,16,14,53.3,Matches
563,Moussa Diaby\aeed5c06,fr FRA,FWMF,Leverkusen,de Bundesliga,22-144,1999,10.0,7,0,0,18,13,4,17,9,5,0,0,0,53,1,11,8.3,Matches
564,Mouctar Diakhaby\d2110326,fr FRA,DF,Valencia,es La Liga,24-344,1996,6.3,5,0,0,11,4,0,0,17,11,0,0,1,65,11,9,55.0,Matches
565,Abdou Diallo\fc62f087,sn SEN,DF,Paris S-G,fr Ligue 1,25-208,1996,7.5,1,0,0,11,1,0,13,8,12,0,0,0,40,10,4,71.4,Matches
566,Habib Diallo\6605d143,sn SEN,FW,Strasbourg,fr Ligue 1,26-163,1995,8.1,2,0,0,8,17,6,6,4,5,0,0,0,43,34,31,52.3,Matches
567,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,eng Premier League,22-265,1999,4.6,0,0,0,7,9,0,2,3,9,0,0,0,46,7,9,43.8,Matches
568,Mouhamadou Diarra\6d0fe035,fr FRA,MF,Strasbourg,fr Ligue 1,17-329,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
569,Stéphane Diarra\29939a1d,fr FRA,FWMF,Lorient,fr Ligue 1,22-354,1998,3.1,1,0,0,3,5,1,11,4,4,1,0,0,17,2,5,28.6,Matches
570,Raphael Dias Belloli\3423f250,br BRA,MFFW,Leeds United,eng Premier League,24-349,1996,10.1,3,0,0,17,20,1,29,19,8,0,0,0,77,7,9,43.8,Matches
571,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,eng Premier League,24-198,1997,10.2,2,0,0,11,3,0,4,15,15,0,0,0,76,17,17,50.0,Matches
572,Krepin Diatta\8104e41e,sn SEN,MFDF,Monaco,fr Ligue 1,22-276,1999,3.2,0,0,0,3,8,0,4,3,4,0,0,0,25,9,3,75.0,Matches
573,Amadou Diawara\bf309d24,gn GUI,MF,Roma,it Serie A,24-134,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
574,Brahim Díaz\407feb71,es ESP,MF,Milan,it Serie A,22-117,1999,6.6,2,0,0,6,8,2,5,3,8,0,0,0,45,1,15,6.3,Matches
575,Víctor Díaz\3624ce4c,es ESP,DF,Granada,es La Liga,33-169,1988,6.4,1,0,0,4,4,0,4,11,6,0,0,0,48,12,14,46.2,Matches
576,Daniel Didavi\d3096421,de GER,FWMF,Stuttgart,de Bundesliga,31-280,1990,3.1,1,0,0,3,6,2,5,1,1,0,0,0,18,2,7,22.2,Matches
577,Bamba Dieng\40774c6b,sn SEN,FW,Marseille,fr Ligue 1,21-250,2000,4.8,0,0,0,5,5,3,2,6,7,1,0,0,12,5,8,38.5,Matches
578,Eric Dier\ac861941,eng ENG,DF,Tottenham,eng Premier League,27-317,1994,11.1,0,0,0,3,4,0,0,20,3,0,0,1,70,31,20,60.8,Matches
579,Elhadji Dieye\6a04bb7c,sn SEN,DFMF,Saint-Étienne,fr Ligue 1,19-176,2002,0.1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,,Matches
580,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,eng Premier League,28-131,1993,11.0,3,0,0,16,7,0,25,21,16,0,0,1,110,20,13,60.6,Matches
581,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,30-143,1991,13.0,0,0,0,3,3,0,0,17,7,0,0,0,133,42,22,65.6,Matches
582,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,it Serie A,28-292,1993,0.9,1,0,0,1,1,0,4,1,0,0,0,0,4,0,1,0.0,Matches
583,Javairô Dilrosun\34a0f5ff,nl NED,FWMF,Bordeaux,fr Ligue 1,23-159,1998,6.9,2,0,0,6,13,0,7,5,3,0,0,0,25,2,4,33.3,Matches
584,Javairô Dilrosun\34a0f5ff,nl NED,FW,Hertha BSC,de Bundesliga,23-159,1998,1.5,0,0,0,3,2,0,0,2,1,0,0,0,10,0,2,0.0,Matches
585,Federico Dimarco\970b8574,it ITA,DF,Inter,it Serie A,24-018,1997,6.4,0,0,0,7,5,1,21,7,4,0,0,0,48,2,7,22.2,Matches
586,Landry Dimata\b5f63410,be BEL,FWMF,Espanyol,es La Liga,24-088,1997,4.1,0,0,0,10,20,2,1,1,1,0,0,0,8,12,22,35.3,Matches
587,Stole Dimitrievski\fc70e345,mk MKD,GK,Rayo Vallecano,es La Liga,27-338,1993,14.8,0,0,0,0,5,0,0,0,0,0,0,0,68,0,0,,Matches
588,Junior Dina Ebimbe\95bb6ddc,fr FRA,MF,Paris S-G,fr Ligue 1,21-007,2000,1.9,1,0,0,6,2,0,1,2,2,0,0,0,8,0,1,0.0,Matches
589,Tristan Dingomé\92b56413,cm CMR,MFFW,Troyes,fr Ligue 1,30-284,1991,3.0,1,0,0,1,2,0,9,5,4,0,0,0,32,1,0,100.0,Matches
590,Sinaly Diomande\6de23ab0,ci CIV,DF,Lyon,fr Ligue 1,20-233,2001,6.4,2,0,0,6,4,0,0,18,5,0,0,1,40,19,9,67.9,Matches
591,Sofiane Diop\19053e31,fr FRA,MFFW,Monaco,fr Ligue 1,21-172,2000,9.7,4,0,0,12,17,2,20,15,13,1,0,0,54,5,13,27.8,Matches
592,Andy Diouf\9b5237b1,fr FRA,MF,Rennes,fr Ligue 1,19-195,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
593,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,24-069,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches
594,Axel Disasi\ad82197c,fr FRA,DF,Monaco,fr Ligue 1,23-262,1998,9.4,2,0,0,17,3,1,1,12,11,0,1,0,94,23,10,69.7,Matches
595,Matías Dituro\b6160ad0,ar ARG,GK,Celta Vigo,es La Liga,34-204,1987,15.0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,0,,Matches
596,Tiago Djaló\b2336681,pt POR,DF,Lille,fr Ligue 1,21-233,2000,9.3,2,0,0,9,12,0,2,11,13,0,0,0,80,15,14,51.7,Matches
597,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,29-332,1991,13.6,3,1,0,20,10,1,3,43,18,0,2,0,131,30,16,65.2,Matches
