Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1212,Elias Kachunga\5bddccc9,cd COD,FWMF,Huddersfield,eng Premier League,26,1992,13.1,0,14,3,21.4,1.07,0.23,0.00,0.00,13.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1213,Pavel Kadeřábek\79c90e45,cz CZE,DFMF,Hoffenheim,de Bundesliga,26,1992,27.9,3,31,11,35.5,1.11,0.39,0.10,0.27,10.7,0,0,0,3.7,3.7,0.12,-0.7,-0.7,Matches
1214,Shinji Kagawa\5afafbfe,jp JPN,MF,Dortmund,de Bundesliga,29,1989,1.1,0,4,2,50.0,3.67,1.84,0.00,0.00,19.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1215,Florian Kainz\94c18565,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,4.1,0,8,2,25.0,1.93,0.48,0.00,0.00,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1216,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Rayo Vallecano,es La Liga,27,1991,8.0,1,5,0,0.0,0.63,0.00,0.00,,20.6,1,1,1,1.2,0.4,0.08,-0.2,-0.4,Matches
1217,Nikola Kalinić\d4931a5a,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,7.1,2,9,5,55.6,1.26,0.70,0.22,0.40,10.8,0,0,0,1.5,1.5,0.16,+0.5,+0.5,Matches
1218,Salomon Kalou\2042d931,ci CIV,FWMF,Hertha BSC,de Bundesliga,32,1985,25.7,8,45,14,31.1,1.75,0.54,0.11,0.36,13.7,1,3,3,8.8,6.6,0.15,-0.8,-1.6,Matches
1219,Samuel Kalu\b8d22478,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,14.2,3,41,14,34.1,2.88,0.98,0.07,0.21,21.6,6,0,1,3.5,2.8,0.07,-0.5,+0.2,Matches
1220,François Kamano\81d3318f,gn GUI,FWMF,Bordeaux,fr Ligue 1,22,1996,28.5,10,78,29,37.2,2.74,1.02,0.08,0.21,21.7,3,4,4,9.5,6.3,0.08,+0.5,-0.3,Matches
1221,Aboubakar Kamara\4047c976,mr MTN,FWMF,Fulham,eng Premier League,23,1995,7.7,3,19,8,42.1,2.47,1.04,0.11,0.25,19.0,0,1,2,3.6,2.1,0.11,-0.6,-0.1,Matches
1222,Boubacar Kamara\cc77354e,fr FRA,DF,Marseille,fr Ligue 1,18,1999,26.8,1,8,3,37.5,0.30,0.11,0.13,0.33,13.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
1223,Hassane Kamara\19a12bed,ci CIV,DFFW,Reims,fr Ligue 1,23,1994,10.3,0,9,1,11.1,0.87,0.10,0.00,0.00,21.4,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
1224,Marcin Kamiński\463503e2,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27.0,0,9,1,11.1,0.33,0.04,0.00,0.00,17.2,2,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1225,Patrick Kammerbauer\8bdcb6fd,de GER,FW,Freiburg,de Bundesliga,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1226,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,23.5,2,34,14,41.2,1.45,0.60,0.06,0.14,22.1,0,0,0,1.6,1.6,0.05,+0.4,+0.4,Matches
1227,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,eng Premier League,25,1993,26.9,17,96,42,43.8,3.56,1.56,0.14,0.31,16.3,4,4,4,14.2,11.2,0.12,+2.8,+1.8,Matches
1228,Wilfried Kanga\b4c816a9,fr FRA,FW,Angers,fr Ligue 1,20,1998,5.5,2,17,8,47.1,3.10,1.46,0.12,0.25,16.0,0,0,0,2.7,2.7,0.16,-0.7,-0.7,Matches
1229,Lee Kangin\8455ad90,kr KOR,FWMF,Valencia,es La Liga,17,2001,0.3,0,1,0,0.0,3.75,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1230,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,27,1991,34.4,4,30,6,20.0,0.87,0.17,0.13,0.67,17.4,0,0,0,2.5,2.5,0.08,+1.5,+1.5,Matches
1231,Stefanos Kapino\62ba5881,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1232,Wilfrid Kaptoum\d717630e,cm CMR,MF,Betis,es La Liga,22,1996,8.6,0,3,1,33.3,0.35,0.12,0.00,0.00,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1233,Kenan Karaman\8f0f2230,tr TUR,FWMF,Düsseldorf,de Bundesliga,24,1994,10.2,3,22,8,36.4,2.15,0.78,0.14,0.38,10.7,0,0,0,3.2,3.2,0.15,-0.2,-0.2,Matches
1234,Yann Karamoh\8b66d9cc,fr FRA,MF,Inter,it Serie A,20,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1235,Yann Karamoh\8b66d9cc,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1998,13.6,3,38,11,28.9,2.79,0.81,0.08,0.27,17.0,1,0,0,4.3,4.3,0.11,-1.3,-1.3,Matches
1236,Ibrahim Karamoko\550985aa,fr FRA,MF,Chievo,it Serie A,17,2001,0.7,0,2,0,0.0,2.77,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1237,Orestis Karnezis\85b011bb,gr GRE,GK,Napoli,it Serie A,33,1985,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1238,Rick Karsdorp\9f84febe,nl NED,DF,Roma,it Serie A,23,1995,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1239,Grigoris Kastanos\2a82aa85,cy CYP,MF,Juventus,it Serie A,20,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1240,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1241,Beram Kayal\26679cdf,il ISR,MF,Brighton,eng Premier League,30,1988,10.4,1,5,2,40.0,0.48,0.19,0.20,0.50,20.2,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
1242,Moise Kean\3d50bcdb,it ITA,FWMF,Juventus,it Serie A,18,2000,6.0,6,19,10,52.6,3.16,1.66,0.32,0.60,13.2,0,0,0,3.4,3.4,0.18,+2.6,+2.6,Matches
1243,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,1,28,9,32.1,0.85,0.27,0.04,0.11,9.3,0,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
1244,Neeskens Kebano\18b999f4,cd COD,FWMF,Fulham,eng Premier League,26,1992,1.2,0,1,0,0.0,0.83,0.00,0.00,,5.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1245,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,1,14,4,28.6,0.66,0.19,0.07,0.25,11.3,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
1246,Jules Keita\8c955557,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,5.1,2,16,5,31.3,3.16,0.99,0.13,0.40,16.1,0,0,0,2.0,2.0,0.13,0.0,0.0,Matches
1247,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,23,1995,15.4,2,27,9,33.3,1.75,0.58,0.07,0.22,17.5,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
1248,Keko\1512328c,es ESP,MFFW,Valladolid,es La Liga,26,1991,17.0,2,21,10,47.6,1.23,0.59,0.10,0.20,14.4,0,0,0,3.2,3.2,0.16,-1.2,-1.2,Matches
1249,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,0,3,1,33.3,0.24,0.08,0.00,0.00,7.4,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
1250,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,2,15,2,13.3,0.67,0.09,0.13,1.00,10.5,0,0,0,1.9,1.9,0.12,+0.1,+0.1,Matches
1251,Kenedy\5eebbfdf,br BRA,MFFW,Newcastle Utd,eng Premier League,22,1996,15.0,1,29,5,17.2,1.94,0.33,0.03,0.20,21.5,1,0,1,2.4,1.6,0.05,-1.4,-0.6,Matches
1252,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,0,3,0,0.0,0.34,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1253,Christophe Kerbrat\0515a4cb,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,0,1,0,0.0,0.04,0.00,0.00,,17.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1254,Sebastian Kerk\87fdfb9b,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,13.1,0,18,7,38.9,1.37,0.53,0.00,0.00,25.5,5,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
1255,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,21,1996,33.5,8,49,12,24.5,1.46,0.36,0.10,0.42,18.3,0,3,3,7.1,4.9,0.10,+0.9,+0.1,Matches
1256,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,15.0,3,27,11,40.7,1.80,0.73,0.11,0.27,21.6,0,0,0,1.6,1.6,0.06,+1.4,+1.4,Matches
1257,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,31.3,13,93,34,36.6,2.97,1.09,0.10,0.26,23.6,13,4,4,12.5,9.5,0.10,+0.5,-0.5,Matches
1258,Rani Khedira\59e4b92e,de GER,DFMF,Augsburg,de Bundesliga,24,1994,29.2,4,12,5,41.7,0.41,0.17,0.33,0.80,10.5,0,0,0,2.0,2.0,0.17,+2.0,+2.0,Matches
1259,Sami Khedira\38ac43d3,de GER,MF,Juventus,it Serie A,31,1987,7.8,2,18,5,27.8,2.29,0.64,0.11,0.40,14.2,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
1260,Isaac Kiese Thelin\b956af7d,se SWE,FWMF,Leverkusen,de Bundesliga,26,1992,2.0,0,4,1,25.0,2.00,0.50,0.00,0.00,12.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1261,Kike\e897d8ba,es ESP,FW,Eibar,es La Liga,28,1989,14.4,3,42,17,40.5,2.91,1.18,0.07,0.18,12.9,0,0,0,5.0,5.0,0.12,-2.0,-2.0,Matches
1262,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1263,Joshua Kimmich\49296448,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34.0,2,25,8,32.0,0.74,0.24,0.08,0.25,17.5,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
1264,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,0,4,1,25.0,0.18,0.04,0.00,0.00,19.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
1265,Joshua King\43458538,no NOR,FWMF,Bournemouth,eng Premier League,26,1992,32.9,12,64,19,29.7,1.95,0.58,0.11,0.37,15.6,0,5,6,12.0,7.5,0.12,0.0,-0.5,Matches
1266,Sofian Kiyine\ce1806be,ma MAR,MFDF,Chievo,it Serie A,20,1997,9.1,0,21,3,14.3,2.32,0.33,0.00,0.00,26.1,3,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
1267,Simon Kjær\8b8a56ce,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,0,15,3,20.0,0.67,0.13,0.00,0.00,12.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1268,Davy Klaassen\15fd5593,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,5,31,9,29.0,0.99,0.29,0.16,0.56,19.0,0,0,0,3.3,3.3,0.11,+1.7,+1.7,Matches
1269,Felix Klaus\aeda1f69,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,4.9,1,14,6,42.9,2.84,1.22,0.07,0.17,16.8,0,0,0,2.3,2.3,0.17,-1.3,-1.3,Matches
1270,Ragnar Klavan\008a6e6d,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,0,2,0,0.0,0.15,0.00,0.00,,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1271,Tim Kleindienst\258a6f4d,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,0,5,1,20.0,2.25,0.45,0.00,0.00,16.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1272,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,5,14,7,50.0,0.63,0.31,0.36,0.71,12.2,0,0,0,2.0,2.0,0.15,+3.0,+3.0,Matches
1273,Justin Kluivert\4c3a6744,nl NED,FW,Roma,it Serie A,19,1999,14.9,1,21,8,38.1,1.41,0.54,0.05,0.13,17.1,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
1274,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,0,5,1,20.0,0.76,0.15,0.00,0.00,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1275,Robin Knoche\6bd5cd5d,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,3,14,6,42.9,0.45,0.19,0.21,0.50,8.1,0,0,0,2.0,2.0,0.14,+1.0,+1.0,Matches
1276,Anthony Knockaert\6c679c6d,fr FRA,MFFW,Brighton,eng Premier League,26,1991,20.4,2,27,9,33.3,1.32,0.44,0.07,0.22,17.6,2,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches
1277,Törles Knöll\b883006f,de GER,FWMF,Nürnberg,de Bundesliga,20,1997,4.1,1,8,3,37.5,1.95,0.73,0.13,0.33,9.9,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches
1278,Gregor Kobel\cd59b9df,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1279,Gregor Kobel\cd59b9df,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1280,Robin Koch\ea6bc03a,de GER,MFDF,Freiburg,de Bundesliga,22,1996,21.1,1,9,2,22.2,0.43,0.09,0.11,0.50,16.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
1281,Kenan Kodro\e82d2807,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,1.8,1,4,1,25.0,2.24,0.56,0.25,1.00,15.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
1282,Dominik Kohr\0fbecd11,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,0,14,4,28.6,1.29,0.37,0.00,0.00,22.3,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
1283,Djégui Koita\b1adaefa,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1284,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,3,20,5,25.0,0.70,0.17,0.15,0.60,20.2,1,0,0,1.1,1.1,0.06,+1.9,+1.9,Matches
1285,Aleksandar Kolarov\eda40760,rs SRB,DF,Roma,it Serie A,32,1985,32.3,8,37,11,29.7,1.15,0.34,0.14,0.45,23.3,9,3,3,4.5,2.3,0.06,+3.5,+2.7,Matches
1286,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,0,10,2,20.0,0.48,0.10,0.00,0.00,16.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1287,Randal Kolo Muani\c0b3669f,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,1.4,0,3,1,33.3,2.21,0.74,0.00,0.00,13.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1288,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,3,17,6,35.3,0.48,0.17,0.18,0.50,7.0,0,0,0,2.2,2.2,0.13,+0.8,+0.8,Matches
1289,Vincent Kompany\d2bff301,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1,4,1,25.0,0.29,0.07,0.25,1.00,19.8,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
1290,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,0,1,0,0.0,0.05,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1291,Ibrahima Konaté\5ed9b537,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,1,14,3,21.4,0.52,0.11,0.07,0.33,10.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
1292,Moussa Konaté\fcbcbd94,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,7,49,15,30.6,2.35,0.72,0.10,0.33,15.8,0,2,3,7.8,5.5,0.11,-0.8,-0.5,Matches
1293,Geoffrey Kondogbia\cce181df,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,1,22,4,18.2,1.59,0.29,0.05,0.25,20.1,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
1294,Kouadio Koné\86574238,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1295,Lamine Koné\a46472d0,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,1,7,2,28.6,0.29,0.08,0.14,0.50,8.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
1296,Youssouf Koné\e6eadfb8,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,0,5,0,0.0,0.26,0.00,0.00,,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1297,Terence Kongolo\1f9a3a04,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,1,14,4,28.6,0.46,0.13,0.07,0.25,12.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
1298,Yevhen Konoplyanka\d9a5d930,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,1,19,6,31.6,2.61,0.82,0.05,0.17,21.4,1,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
1299,Pascal Köpke\3861d9cc,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,0.8,0,4,1,25.0,4.86,1.22,0.00,0.00,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1300,Julian Korb\3dffff26,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,0,1,0,0.0,0.09,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1301,Laurent Koscielny\f5efb153,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,3,5,4,80.0,0.34,0.27,0.60,0.75,5.8,0,0,0,1.6,1.6,0.32,+1.4,+1.4,Matches
1302,Filip Kostić\b1cd37e6,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,6,60,16,26.7,1.83,0.49,0.10,0.38,21.0,7,0,0,4.8,4.8,0.08,+1.2,+1.2,Matches
1303,Christian Kouakou\ce316f8c,ci CIV,FW,Caen,fr Ligue 1,27,1991,0.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
1304,Christian Kouamé\58e933d2,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,4,86,25,29.1,2.52,0.73,0.05,0.16,16.2,0,0,0,6.9,6.9,0.08,-2.9,-2.9,Matches
1305,Tomáš Koubek\dc366c36,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1306,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2,22,7,31.8,0.63,0.20,0.09,0.29,9.9,0,0,0,3.2,3.2,0.15,-1.2,-1.2,Matches
1307,Jules Koundé\4d1666ff,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,0,14,2,14.3,0.38,0.05,0.00,0.00,13.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1308,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,0,21,8,38.1,1.00,0.38,0.00,0.00,19.3,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
1309,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,0,29,3,10.3,1.50,0.16,0.00,0.00,20.0,0,0,0,1.8,1.8,0.06,-1.8,-1.8,Matches
1310,Dawid Kownacki\be5e1c4c,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,1,4,1,25.0,2.14,0.54,0.00,0.00,21.3,0,1,2,1.7,0.2,0.05,-0.7,-0.2,Matches
1311,Dawid Kownacki\be5e1c4c,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,4,12,5,41.7,1.88,0.78,0.33,0.80,14.2,0,0,0,1.3,1.3,0.11,+2.7,+2.7,Matches
1312,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1313,Emil Krafth\77cf6852,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,1,11,5,45.5,0.33,0.15,0.09,0.20,20.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1314,Luka Krajnc\2b71b88a,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,0,2,1,50.0,0.23,0.11,0.00,0.00,14.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1315,Andrej Kramarić\603cb947,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,17,101,38,37.6,3.79,1.43,0.12,0.32,18.2,7,5,6,19.8,15.2,0.15,-2.8,-3.2,Matches
1316,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,27,1991,12.6,2,8,3,37.5,0.63,0.24,0.25,0.67,16.6,0,0,0,0.9,0.9,0.11,+1.1,+1.1,Matches
1317,Vasyl Kravets\29e48848,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,0,4,2,50.0,0.75,0.37,0.00,0.00,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1318,Ladislav Krejčí\58027adc,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,0,9,4,44.4,0.76,0.34,0.00,0.00,18.3,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1319,Rene Krhin\9a506145,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,0,6,1,16.7,0.51,0.09,0.00,0.00,12.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1320,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,0,30,9,30.0,1.22,0.36,0.00,0.00,23.9,0,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches
1321,Rade Krunić\817c6964,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,5,54,15,27.8,1.75,0.49,0.09,0.33,17.3,0,0,0,4.4,4.4,0.08,+0.6,+0.6,Matches
1322,Max Kruse\f9446dcd,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,11,84,37,44.0,2.67,1.18,0.10,0.22,18.9,2,3,3,10.0,7.8,0.09,+1.0,+0.2,Matches
1323,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,0,6,2,33.3,0.46,0.15,0.00,0.00,21.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1324,Yuya Kubo\cba16a46,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,1,31,11,35.5,2.06,0.73,0.03,0.09,18.2,0,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
1325,Juraj Kucka\5aaef9ef,sk SVK,MF,Parma,it Serie A,31,1987,17.1,4,24,8,33.3,1.41,0.47,0.13,0.38,22.5,0,1,1,2.0,1.3,0.05,+2.0,+1.7,Matches
1326,Dejan Kulusevski\df3cda47,se SWE,MFDF,Atalanta,it Serie A,18,2000,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,19.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1327,Pierre Kunde\9ceb7642,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,0,30,7,23.3,1.41,0.33,0.00,0.00,28.5,1,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
1328,Jasmin Kurtić\144607cc,si SVN,MF,SPAL,it Serie A,29,1989,28.4,6,63,14,22.2,2.22,0.49,0.10,0.43,22.0,9,0,0,3.5,3.5,0.06,+2.5,+2.5,Matches
1329,Layvin Kurzawa\41e7ef1c,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,1,7,2,28.6,0.62,0.18,0.14,0.50,10.4,0,0,0,1.5,1.5,0.23,-0.5,-0.5,Matches
1330,Rafał Kurzawa\3d3b0206,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,1,2,1,50.0,0.75,0.38,0.50,1.00,13.6,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
1331,Ahmed Kutucu\beda9675,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,2,11,7,63.6,2.33,1.48,0.18,0.29,20.1,1,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
1332,Enock Kwateng\4bf69118,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,0,5,0,0.0,0.22,0.00,0.00,,18.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1333,Grejohn Kyei\397ba086,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1334,Antonino La Gumina\822a7761,it ITA,FW,Empoli,it Serie A,22,1996,12.1,2,30,9,30.0,2.48,0.74,0.07,0.22,10.6,0,0,0,5.4,5.4,0.19,-3.4,-3.4,Matches
1335,Rajiv van La Parra\1931bde9,nl NED,FWMF,Huddersfield,eng Premier League,27,1991,4.5,0,5,0,0.0,1.11,0.00,0.00,,23.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1336,Gaëtan Laborde\7cdda3bf,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,11,86,30,34.9,2.67,0.93,0.13,0.37,15.0,0,0,0,8.8,8.8,0.10,+2.2,+2.2,Matches
1337,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,0,1,0,0.0,1.00,0.00,0.00,,10.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
