Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
321,Osman Bukari\eab85789,gh GHA,FWMF,Nantes,fr Ligue 1,22-350,1998,8,4,400,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.09,0.12,0.20,0.09,0.20,Matches
322,Aleksander Buksa\59f2d958,pl POL,FW,Genoa,it Serie A,18-317,2003,3,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
323,Alessandro Buongiorno\4ae67f27,it ITA,DF,Torino,it Serie A,22-175,1999,7,4,413,4.6,0,1,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.5,0.8,0.06,0.11,0.16,0.06,0.16,Matches
324,Sascha Burchert\25bdea4b,de GER,GK,Greuther Fürth,de Bundesliga,32-029,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
325,Jonathan Burkardt\05f99a4a,de GER,FW,Mainz 05,de Bundesliga,21-140,2000,13,12,968,10.8,6,1,6,0,0,0,0,0.56,0.09,0.65,0.56,0.65,4.2,4.2,1.4,5.6,0.39,0.13,0.52,0.39,0.52,Matches
326,Dan Burn\b2d31e83,eng ENG,DF,Brighton,eng Premier League,29-203,1992,5,4,302,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07,Matches
327,Gianluca Busio\4a0b7f07,us USA,MF,Venezia,it Serie A,19-184,2002,13,13,1094,12.2,1,1,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,1.5,2.2,0.06,0.12,0.18,0.06,0.18,Matches
328,Oriol Busquets\49712367,es ESP,MF,Clermont Foot,fr Ligue 1,22-312,1999,4,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
329,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,es La Liga,33-135,1988,14,14,1222,13.6,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.2,0.2,0.7,0.9,0.01,0.05,0.07,0.01,0.07,Matches
330,Erick Cabaco\e7ab4179,uy URU,DF,Getafe,es La Liga,26-223,1995,4,2,152,1.7,0,1,0,0,0,3,1,0.00,0.59,0.59,0.00,0.59,0.0,0.0,0.4,0.4,0.00,0.23,0.23,0.00,0.23,Matches
331,Jimmy Cabot\46359159,fr FRA,DF,Angers,fr Ligue 1,27-224,1994,15,15,1333,14.8,0,5,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,0.2,0.2,1.7,1.9,0.01,0.11,0.13,0.01,0.13,Matches
332,Leandro Cabrera\69cbc8b6,uy URU,DF,Espanyol,es La Liga,30-164,1991,14,14,1260,14.0,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.0,0.9,0.06,0.00,0.07,0.06,0.07,Matches
333,Martín Cáceres\e94d79e3,uy URU,DF,Cagliari,it Serie A,34-235,1987,10,6,538,6.0,1,1,1,0,0,1,1,0.17,0.17,0.33,0.17,0.33,0.2,0.2,0.4,0.6,0.04,0.07,0.11,0.04,0.11,Matches
334,Anthony Caci\0118c54c,fr FRA,DF,Strasbourg,fr Ligue 1,24-150,1997,13,11,972,10.8,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.3,1.8,0.04,0.12,0.16,0.04,0.16,Matches
335,Mathieu Cafaro\2a657da0,fr FRA,FWMF,Reims,fr Ligue 1,24-248,1997,4,3,192,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.11,0.14,0.25,0.11,0.25,Matches
336,Yannick Cahuzac\677ee102,fr FRA,MF,Lens,fr Ligue 1,36-314,1985,10,3,333,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
337,Felipe Caicedo\93b891d1,ec ECU,FW,Genoa,it Serie A,33-084,1988,5,1,210,2.3,1,2,1,0,0,1,0,0.43,0.86,1.29,0.43,1.29,1.0,1.0,0.9,1.9,0.44,0.37,0.81,0.44,0.81,Matches
338,Marc-Aurèle Caillard\5ee6e943,fr FRA,GK,Metz,fr Ligue 1,27-200,1994,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
339,Cala\fe05804b,es ESP,DF,Cádiz,es La Liga,32-002,1989,7,5,499,5.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
340,Davide Calabria\2146785a,it ITA,DF,Milan,it Serie A,24-357,1996,10,9,826,9.2,2,1,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33,1.6,1.6,0.7,2.3,0.18,0.07,0.25,0.18,0.25,Matches
341,Riccardo Calafiori\aded8e6f,it ITA,DF,Roma,it Serie A,19-193,2002,5,2,171,1.9,0,1,0,0,0,2,0,0.00,0.53,0.53,0.00,0.53,0.0,0.0,0.8,0.8,0.00,0.41,0.41,0.00,0.41,Matches
342,Mattia Caldara\ac7e640b,it ITA,DF,Venezia,it Serie A,27-207,1994,11,10,904,10.0,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.8,0.8,0.0,0.8,0.08,0.00,0.08,0.08,0.08,Matches
343,Calderón\da4e70e5,es ESP,DF,Betis,es La Liga,21-325,2000,1,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.19,0.19,0.00,0.19,Matches
344,Fernando Calero\41b3069f,es ESP,DF,Espanyol,es La Liga,26-075,1995,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
345,Duje Ćaleta-Car\94f8d10c,hr CRO,DF,Marseille,fr Ligue 1,25-072,1996,6,6,494,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
346,Hakan Çalhanoğlu\cd0fa27b,tr TUR,MF,Inter,it Serie A,27-293,1994,12,11,763,8.5,4,3,2,2,2,3,0,0.47,0.35,0.83,0.24,0.59,2.6,1.1,2.2,3.3,0.31,0.25,0.56,0.13,0.38,Matches
347,Daniel Caligiuri\d1273f09,it ITA,MFDF,Augsburg,de Bundesliga,33-317,1988,13,11,884,9.8,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,1.1,1.9,0.08,0.11,0.20,0.08,0.20,Matches
348,José Callejón\78841da9,es ESP,FW,Fiorentina,it Serie A,34-290,1987,14,11,809,9.0,0,2,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.6,0.6,2.2,2.7,0.06,0.24,0.30,0.06,0.30,Matches
349,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,eng Premier League,24-257,1997,3,3,248,2.8,3,0,1,2,2,0,0,1.09,0.00,1.09,0.36,0.36,3.8,2.3,0.1,2.4,1.38,0.05,1.44,0.83,0.89,Matches
350,Mahdi Camara\8577e60a,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23-151,1998,13,12,1120,12.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.06,0.09,0.14,0.06,0.14,Matches
351,Víctor Camarasa\b2d03887,es ESP,MFFW,Betis,es La Liga,27-184,1994,5,0,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
352,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Real Madrid,es La Liga,19-018,2002,9,4,351,3.9,1,0,1,0,0,3,0,0.26,0.00,0.26,0.26,0.26,0.8,0.8,0.1,0.9,0.20,0.02,0.22,0.20,0.22,Matches
353,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,fr Ligue 1,19-018,2002,4,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
354,Andrea Cambiaso\247ed022,it ITA,DF,Genoa,it Serie A,21-281,2000,13,12,930,10.3,1,2,1,0,0,2,0,0.10,0.19,0.29,0.10,0.29,0.5,0.5,1.1,1.6,0.05,0.11,0.16,0.05,0.16,Matches
355,José Campaña\61220da2,es ESP,MF,Levante,es La Liga,28-181,1993,7,6,528,5.9,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.2,0.6,0.06,0.04,0.10,0.06,0.10,Matches
356,Emre Can\a65ce836,de GER,MFDF,Dortmund,de Bundesliga,27-320,1994,6,3,306,3.4,2,0,0,2,2,0,0,0.59,0.00,0.59,0.00,0.00,1.6,0.1,0.0,0.1,0.46,0.00,0.47,0.02,0.02,Matches
357,Sergio Canales\a6de370d,es ESP,MFFW,Betis,es La Liga,30-285,1991,13,12,965,10.7,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,1.7,1.7,1.8,3.5,0.16,0.17,0.32,0.16,0.32,Matches
358,Matteo Cancellieri\b6a1cdf9,it ITA,MFFW,Hellas Verona,it Serie A,19-289,2002,5,1,141,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.08,0.09,0.18,0.08,0.18,Matches
359,João Cancelo\bd6351cd,pt POR,DF,Manchester City,eng Premier League,27-185,1994,12,12,1067,11.9,0,3,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,1.5,1.5,1.9,3.4,0.13,0.16,0.29,0.13,0.29,Matches
360,Antonio Candreva\356c9002,it ITA,MFFW,Sampdoria,it Serie A,34-273,1987,14,14,1256,14.0,6,3,6,0,0,2,0,0.43,0.21,0.64,0.43,0.64,2.2,2.2,3.3,5.5,0.15,0.24,0.39,0.15,0.39,Matches
361,Sergi Canós\1137759d,es ESP,DF,Brentford,eng Premier League,24-299,1997,12,12,994,11.0,1,2,1,0,0,3,0,0.09,0.18,0.27,0.09,0.27,1.1,1.1,1.2,2.2,0.10,0.11,0.20,0.10,0.20,Matches
362,Álex Cantero\4aa253fd,es ESP,FWMF,Levante,es La Liga,21-173,2000,11,2,282,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.0,1.6,0.53,0.00,0.53,0.53,0.53,Matches
363,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,eng Premier League,23-274,1998,6,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.05,0.08,0.03,0.08,Matches
364,Pierrick Capelle\79b2399c,fr FRA,DFMF,Angers,fr Ligue 1,34-227,1987,12,5,548,6.1,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.6,0.7,0.03,0.10,0.12,0.03,0.12,Matches
365,Leonardo Capezzi\07ea0ef2,it ITA,MFFW,Salernitana,it Serie A,26-245,1995,3,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
366,Étienne Capoue\5acc4a10,fr FRA,MF,Villarreal,es La Liga,33-140,1988,12,12,981,10.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches
367,Gianluca Caprari\54e53b7e,it ITA,FWMF,Hellas Verona,it Serie A,28-121,1993,12,10,831,9.2,3,4,3,0,0,1,0,0.32,0.43,0.76,0.32,0.76,1.8,1.8,2.5,4.3,0.19,0.28,0.47,0.19,0.47,Matches
368,Francesco Caputo\5bd72174,it ITA,FW,Sampdoria,it Serie A,34-114,1987,12,10,928,10.3,3,2,3,0,0,0,0,0.29,0.19,0.48,0.29,0.48,3.5,3.5,1.1,4.7,0.34,0.11,0.45,0.34,0.45,Matches
369,Francesco Caputo\5bd72174,it ITA,FW,Sassuolo,it Serie A,34-114,1987,2,2,156,1.7,0,1,0,0,0,1,0,0.00,0.58,0.58,0.00,0.58,0.7,0.7,0.4,1.0,0.39,0.21,0.60,0.39,0.60,Matches
370,Maxence Caqueret\f81ef10d,fr FRA,MF,Lyon,fr Ligue 1,21-286,2000,13,11,1020,11.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.04,0.05,0.09,0.04,0.09,Matches
371,Andrea Carboni\f7e2af2c,it ITA,DF,Cagliari,it Serie A,20-297,2001,13,13,1083,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
372,Isaac Carcelen\c4b888df,es ESP,DFMF,Cádiz,es La Liga,28-219,1993,13,11,935,10.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
373,Cárdenas\e1846dde,es ESP,GK,Levante,es La Liga,24-245,1997,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
374,Irvin Cardona\5e080f73,fr FRA,FW,Brest,fr Ligue 1,24-112,1997,14,8,693,7.7,2,1,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,0.7,0.7,0.8,1.5,0.10,0.11,0.20,0.10,0.20,Matches
375,Igor Carioca\e3e32fbb,br BRA,DF,Lorient,fr Ligue 1,25-099,1996,14,11,1009,11.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.3,0.04,0.07,0.11,0.04,0.11,Matches
376,Diego Carlos\b4a014b1,br BRA,DF,Sevilla,es La Liga,28-258,1993,12,12,1079,12.0,2,0,2,0,0,3,1,0.17,0.00,0.17,0.17,0.17,1.7,1.7,0.1,1.8,0.14,0.01,0.15,0.14,0.15,Matches
377,Yannick Carrasco\de39485a,be BEL,DFFW,Atlético Madrid,es La Liga,28-085,1993,13,11,1004,11.2,2,3,2,0,0,3,0,0.18,0.27,0.45,0.18,0.45,1.8,1.8,1.7,3.6,0.17,0.15,0.32,0.17,0.32,Matches
378,Guido Carrillo\8f898ba8,ar ARG,FWMF,Elche,es La Liga,30-187,1991,10,1,248,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.29,0.00,0.29,0.29,0.29,Matches
379,Dani Carvajal\4958bfb2,es ESP,DF,Real Madrid,es La Liga,29-321,1992,9,6,505,5.6,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.4,0.4,0.8,1.2,0.07,0.14,0.21,0.07,0.21,Matches
380,William Carvalho\dee86451,pt POR,MF,Betis,es La Liga,29-235,1992,12,7,620,6.9,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,0.8,1.5,0.10,0.11,0.21,0.10,0.21,Matches
381,Nicolò Casale\3f5f38fb,it ITA,DF,Hellas Verona,it Serie A,23-287,1998,13,10,813,9.0,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,1.0,1.2,0.01,0.11,0.13,0.01,0.13,Matches
382,Casemiro\4d224fe8,br BRA,MF,Real Madrid,es La Liga,29-278,1992,12,11,996,11.1,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.6,0.6,1.1,1.7,0.06,0.10,0.15,0.06,0.15,Matches
383,Matty Cash\2389cdc2,pl POL,DF,Aston Villa,eng Premier League,24-113,1997,13,13,1153,12.8,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.4,1.1,0.06,0.03,0.09,0.06,0.09,Matches
384,Kiko Casilla\58bc7d18,es ESP,GK,Elche,es La Liga,35-057,1986,12,12,1080,12.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
385,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,fr Ligue 1,23-285,1998,10,7,475,5.3,2,0,2,0,0,0,0,0.38,0.00,0.38,0.38,0.38,1.0,1.0,0.2,1.2,0.19,0.03,0.22,0.19,0.22,Matches
386,Timothy Castagne\197640fd,be BEL,DF,Leicester City,eng Premier League,25-358,1995,10,7,778,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
387,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,29-156,1992,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
388,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Nantes,fr Ligue 1,26-306,1995,12,12,1075,11.9,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.1,0.9,0.07,0.00,0.08,0.07,0.08,Matches
389,Samu Castillejo\130a7a3f,es ESP,FW,Milan,it Serie A,26-314,1995,3,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.04,0.11,0.07,0.11,Matches
390,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,it Serie A,24-284,1997,10,5,437,4.9,0,1,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.0,0.0,0.1,0.2,0.01,0.03,0.03,0.01,0.03,Matches
391,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,it Serie A,27-114,1994,11,5,519,5.8,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.2,0.3,0.03,0.03,0.05,0.03,0.05,Matches
392,Catena\274ab13c,es ESP,DF,Rayo Vallecano,es La Liga,27-031,1994,15,15,1350,15.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.4,1.3,0.06,0.03,0.09,0.06,0.09,Matches
393,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,32-295,1989,10,10,833,9.3,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
394,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,eng Premier League,34-287,1987,5,2,213,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.4,1.4,0.0,1.5,0.61,0.01,0.62,0.61,0.62,Matches
395,Pietro Ceccaroni\4d1efb48,it ITA,DF,Venezia,it Serie A,25-342,1995,14,14,1260,14.0,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.1,0.4,0.02,0.00,0.03,0.02,0.03,Matches
396,Federico Ceccherini\d9624b51,it ITA,DF,Hellas Verona,it Serie A,29-201,1992,12,8,642,7.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,Matches
397,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,24-284,1997,13,12,1052,11.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.03,0.03,0.06,0.03,0.06,Matches
398,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,fr Ligue 1,25-316,1996,13,13,1170,13.0,4,1,4,0,0,3,0,0.31,0.08,0.38,0.31,0.38,0.7,0.7,0.5,1.2,0.06,0.04,0.10,0.06,0.10,Matches
399,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,32-109,1989,11,8,759,8.4,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
400,Franco Cervi\5e1028e5,ar ARG,MF,Celta Vigo,es La Liga,27-186,1994,14,3,457,5.1,1,1,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39,1.0,1.0,0.4,1.4,0.20,0.07,0.27,0.20,0.27,Matches
401,Leonardo César Jardim\f5dfc256,br BRA,GK,Lille,fr Ligue 1,26-253,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
402,Damir Ceter\eade5337,co COL,FW,Cagliari,it Serie A,24-026,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
403,Julian Chabot\ae7058f9,de GER,DF,Sampdoria,it Serie A,23-289,1998,6,1,198,2.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
404,Nassim Chadli\5c61496e,fr FRA,MFDF,Troyes,fr Ligue 1,20-123,2001,4,0,28,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.55,0.00,0.55,0.55,0.55,Matches
405,Mehdi Chahiri\1787195f,ma MAR,MF,Strasbourg,fr Ligue 1,25-126,1996,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
406,Trevoh Chalobah\5515376c,eng ENG,DF,Chelsea,eng Premier League,22-146,1999,7,6,544,6.0,2,0,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.5,0.5,0.0,0.5,0.09,0.00,0.09,0.09,0.09,Matches
407,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,eng Premier League,26-312,1995,2,2,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,Matches
408,Dylan Chambost\dbde4959,fr FRA,FWMF,Troyes,fr Ligue 1,24-101,1997,9,4,283,3.1,0,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.4,0.4,0.4,0.8,0.12,0.13,0.25,0.12,0.25,Matches
409,Timothy Chandler\b3b7f5a6,us USA,DF,Eint Frankfurt,de Bundesliga,31-244,1990,5,4,290,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
410,Chapela\9ed40a69,es ESP,MF,Cádiz,es La Liga,22-191,1999,5,2,230,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.06,0.07,0.01,0.07,Matches
411,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,fr Ligue 1,26-341,1994,12,12,1080,12.0,2,0,2,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.5,0.5,0.3,0.8,0.04,0.03,0.07,0.04,0.07,Matches
412,Xavier Chavalerin\279ddf6a,fr FRA,MF,Troyes,fr Ligue 1,30-266,1991,10,10,862,9.6,3,1,3,0,0,2,0,0.31,0.10,0.42,0.31,0.42,0.9,0.9,0.9,1.8,0.09,0.09,0.19,0.09,0.19,Matches
413,Xavier Chavalerin\279ddf6a,fr FRA,MFDF,Reims,fr Ligue 1,30-266,1991,3,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.09,0.06,0.15,0.09,0.15,Matches
414,Chema\7f203b54,es ESP,MF,Getafe,es La Liga,29-270,1992,1,1,45,0.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
415,Rayan Cherki\b34c63a5,fr FRA,FW,Lyon,fr Ligue 1,18-103,2003,8,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.19,0.14,0.33,0.19,0.33,Matches
416,Denis Cheryshev\0ac94a23,ru RUS,MF,Valencia,es La Liga,30-337,1990,6,4,323,3.6,0,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,0.5,0.5,0.3,0.8,0.15,0.09,0.23,0.15,0.23,Matches
417,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,37-106,1984,8,6,592,6.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
418,Federico Chiesa\b0f7e36c,it ITA,MFFW,Juventus,it Serie A,24-034,1997,12,9,752,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,1.9,1.9,0.9,2.9,0.23,0.11,0.34,0.23,0.34,Matches
419,Ben Chilwell\d2424d1b,eng ENG,DF,Chelsea,eng Premier League,24-342,1996,6,6,540,6.0,3,1,3,0,0,0,0,0.50,0.17,0.67,0.50,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,Matches
420,Vlad Chiricheș\c316607a,ro ROU,DF,Sassuolo,it Serie A,32-014,1989,11,10,882,9.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches
421,Pedro Chirivella\68a26d51,es ESP,MF,Nantes,fr Ligue 1,24-189,1997,14,14,1211,13.5,2,1,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,0.6,0.6,0.5,1.1,0.04,0.04,0.08,0.04,0.08,Matches
422,Joris Chotard\7909ffa4,fr FRA,MF,Montpellier,fr Ligue 1,20-065,2001,13,12,1053,11.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.04,0.03,0.04,Matches
423,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,eng Premier League,24-058,1997,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
424,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,25-232,1996,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.02,0.05,0.04,0.05,Matches
425,Max Christiansen\e7b899b8,de GER,MF,Greuther Fürth,de Bundesliga,25-064,1996,9,4,526,5.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
426,Carney Chukwuemeka\b2f9c73e,eng ENG,MF,Aston Villa,eng Premier League,17-325,2004,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
