Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
30,Kristoffer Ajer\a8c0acb7,no NOR,DF,Brentford,eng Premier League,23-225,1998,7,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07,Matches
31,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,27-276,1994,13,12,1015,11.3,5,5,4,1,1,2,1,0.44,0.44,0.89,0.35,0.80,4.0,3.2,1.0,4.3,0.35,0.09,0.44,0.29,0.38,Matches
32,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,26-132,1995,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08,Matches
33,Carlos Akapo\f2a68b97,gq EQG,DF,Cádiz,es La Liga,28-261,1993,7,4,416,4.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
34,Nathan Aké\eaeca114,nl NED,DF,Manchester City,eng Premier League,26-283,1995,4,3,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
35,Ilias Akhomach\b8bd60fe,es ESP,FW,Barcelona,es La Liga,17-226,2004,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.07,0.06,0.13,0.07,0.13,Matches
36,Maghnes Akliouche\b625b241,fr FRA,MF,Monaco,fr Ligue 1,19-276,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
37,Paul Akouokou\31f5b89b,ci CIV,MF,Betis,es La Liga,23-343,1997,2,2,171,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
38,Jean-Daniel Akpa-Akpro\fdf4b948,ci CIV,MF,Lazio,it Serie A,29-048,1992,7,3,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.14,0.01,0.15,0.14,0.15,Matches
39,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,26-223,1995,11,9,726,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,0.9,0.9,1.3,2.2,0.11,0.16,0.27,0.11,0.27,Matches
40,David Alaba\05439de2,at AUT,DF,Real Madrid,es La Liga,29-157,1992,12,12,1072,11.9,1,3,1,0,0,0,0,0.08,0.25,0.34,0.08,0.34,0.3,0.3,1.7,2.0,0.03,0.14,0.17,0.03,0.17,Matches
41,Sofiane Alakouch\5314e067,ma MAR,DFMF,Metz,fr Ligue 1,23-122,1998,3,0,151,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
42,Tomás Alarcón\99ea2ddd,cl CHI,MF,Cádiz,es La Liga,22-313,1999,13,10,877,9.7,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,0.8,1.7,0.09,0.08,0.17,0.09,0.17,Matches
43,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,29-051,1992,6,1,145,1.6,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,1.2,0.4,0.1,0.5,0.74,0.04,0.78,0.27,0.31,Matches
44,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,32-252,1989,10,10,880,9.8,0,4,0,0,0,3,0,0.00,0.41,0.41,0.00,0.41,0.6,0.6,1.7,2.3,0.06,0.17,0.23,0.06,0.23,Matches
45,Luis Alberto\5294a83f,es ESP,MF,Lazio,it Serie A,29-061,1992,13,10,889,9.9,2,4,2,0,0,3,0,0.20,0.40,0.61,0.20,0.61,1.0,1.0,2.0,3.0,0.10,0.20,0.30,0.10,0.30,Matches
46,Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,es La Liga,36-085,1985,10,10,900,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
47,Marc Albrighton\b827d5b3,eng ENG,MFFW,Leicester City,eng Premier League,32-010,1989,4,3,281,3.1,1,0,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,0.0,0.0,0.2,0.3,0.01,0.07,0.09,0.01,0.09,Matches
48,Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,es La Liga,28-090,1993,7,4,341,3.8,0,2,0,0,0,1,0,0.00,0.53,0.53,0.00,0.53,0.8,0.8,1.5,2.3,0.22,0.40,0.62,0.22,0.62,Matches
49,Thiago Alcántara\77e84962,es ESP,MF,Liverpool,eng Premier League,30-231,1991,7,4,341,3.8,1,1,1,0,0,0,0,0.26,0.26,0.53,0.26,0.53,0.7,0.7,0.8,1.5,0.19,0.20,0.39,0.19,0.39,Matches
50,Omar Alderete\bb08bce9,py PAR,DF,Valencia,es La Liga,24-337,1996,14,13,1119,12.4,1,0,1,0,0,9,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
51,Iván Alejo\3d7e48ce,es ESP,MF,Cádiz,es La Liga,26-291,1995,2,0,69,0.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
52,Carles Aleñá\6c811eb7,es ESP,MFFW,Getafe,es La Liga,23-327,1998,14,14,1044,11.6,0,2,0,0,0,4,1,0.00,0.17,0.17,0.00,0.17,0.6,0.6,1.1,1.7,0.05,0.09,0.14,0.05,0.14,Matches
53,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,23-052,1998,11,11,964,10.7,1,7,1,0,0,1,0,0.09,0.65,0.75,0.09,0.75,1.2,1.2,5.0,6.2,0.12,0.47,0.58,0.12,0.58,Matches
54,Mohamed Ali Cho\f8405304,fr FRA,FW,Angers,fr Ligue 1,17-313,2004,15,12,1007,11.2,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,4.4,4.4,0.6,5.0,0.39,0.06,0.45,0.39,0.45,Matches
55,Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,29-057,1992,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
56,Allan\cc700722,br BRA,MF,Everton,eng Premier League,30-324,1991,12,12,1051,11.7,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.4,0.4,0.01,0.03,0.04,0.01,0.04,Matches
57,Jim Allevinah\1956b948,ga GAB,FW,Clermont Foot,fr Ligue 1,26-274,1995,13,8,727,8.1,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,1.4,1.4,0.5,1.9,0.17,0.06,0.23,0.17,0.23,Matches
58,Dele Alli\cea4ee8f,eng ENG,MF,Tottenham,eng Premier League,25-231,1996,8,6,516,5.7,1,0,0,1,1,1,0,0.17,0.00,0.17,0.00,0.00,1.1,0.3,0.0,0.3,0.18,0.00,0.18,0.05,0.05,Matches
59,Miguel Almirón\862a1c15,py PAR,MF,Newcastle Utd,eng Premier League,27-291,1994,11,8,721,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,Matches
60,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,30-335,1990,6,6,535,5.9,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.9,0.9,0.8,1.7,0.14,0.14,0.28,0.14,0.28,Matches
61,Giorgio Altare\aa5322d5,it ITA,DF,Cagliari,it Serie A,23-111,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
62,Hugo Álvarez\6f392eb8,es ESP,FW,Celta Vigo,es La Liga,36-160,1985,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,2.32,0.00,2.32,2.32,2.32,Matches
63,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,26-308,1995,5,5,450,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
64,Steven Alzate\ad1f61f3,co COL,MF,Brighton,eng Premier League,23-081,1998,2,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.14,0.14,0.00,0.14,Matches
65,Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,es La Liga,20-008,2001,3,1,79,0.9,0,1,0,0,0,0,0,0.00,1.14,1.14,0.00,1.14,0.0,0.0,0.0,0.1,0.03,0.05,0.08,0.03,0.08,Matches
66,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,26-342,1994,8,7,606,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches
67,Amath\f3b1d9a2,sn SEN,FWMF,Mallorca,es La Liga,25-135,1996,11,6,566,6.3,0,1,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.8,0.8,0.2,1.0,0.13,0.04,0.16,0.13,0.16,Matches
68,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,27-264,1994,2,2,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
69,Kelvin Amian\bcc81786,fr FRA,DF,Spezia,it Serie A,23-293,1998,9,8,683,7.6,0,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.5,0.6,0.01,0.07,0.08,0.01,0.08,Matches
70,Nadiem Amiri\555d5edd,de GER,MFFW,Leverkusen,de Bundesliga,25-032,1996,10,3,354,3.9,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.1,0.4,0.08,0.03,0.11,0.08,0.11,Matches
71,Ethan Ampadu\10b9fa99,wls WAL,MF,Venezia,it Serie A,21-075,2000,8,6,547,6.1,0,2,0,0,0,4,1,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.6,0.6,0.00,0.09,0.09,0.00,0.09,Matches
72,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,it Serie A,25-099,1996,9,1,203,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
73,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,eng Premier League,25-181,1996,12,11,1024,11.4,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.5,0.8,0.02,0.05,0.07,0.02,0.07,Matches
74,Felipe Anderson\9f1893b9,br BRA,FW,Lazio,it Serie A,28-227,1993,13,13,1089,12.1,3,3,3,0,0,1,0,0.25,0.25,0.50,0.25,0.50,2.5,2.5,2.8,5.4,0.21,0.23,0.44,0.21,0.44,Matches
75,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,30-136,1991,13,5,561,6.2,2,1,2,0,0,2,0,0.32,0.16,0.48,0.32,0.48,2.3,2.3,0.3,2.6,0.38,0.05,0.43,0.38,0.43,Matches
76,Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,28-231,1993,3,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-043,1998,5,2,220,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.05,0.13,0.19,0.05,0.19,Matches
78,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-117,1990,14,14,1223,13.6,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.5,1.0,0.04,0.04,0.07,0.04,0.07,Matches
79,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-067,1994,8,5,461,5.1,2,0,2,0,0,1,1,0.39,0.00,0.39,0.39,0.39,1.2,1.2,0.3,1.4,0.23,0.05,0.28,0.23,0.28,Matches
80,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-084,1989,8,3,277,3.1,1,1,1,0,0,0,1,0.32,0.32,0.65,0.32,0.65,0.1,0.1,0.3,0.3,0.03,0.09,0.11,0.03,0.11,Matches
81,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,24-328,1997,9,8,670,7.4,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.5,1.9,0.06,0.20,0.26,0.06,0.26,Matches
82,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-069,1986,7,3,338,3.8,0,3,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,0.2,0.2,0.8,1.0,0.04,0.23,0.27,0.04,0.27,Matches
83,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-102,2002,9,7,537,6.0,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.2,1.5,0.21,0.03,0.25,0.21,0.25,Matches
84,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-131,1996,10,10,891,9.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.04,0.03,0.07,0.04,0.07,Matches
85,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-144,2000,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,31-245,1990,11,11,985,10.9,6,3,6,0,1,4,1,0.55,0.27,0.82,0.55,0.82,5.2,4.9,2.9,7.8,0.47,0.26,0.74,0.45,0.71,Matches
87,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,27-294,1994,10,4,382,4.2,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,1.1,1.1,0.4,1.5,0.26,0.09,0.35,0.26,0.35,Matches
88,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-151,1998,13,12,1005,11.2,3,2,3,0,0,0,0,0.27,0.18,0.45,0.27,0.45,3.6,3.6,2.3,5.9,0.32,0.21,0.53,0.32,0.53,Matches
89,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-136,2002,13,3,341,3.8,0,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.4,0.4,0.2,0.6,0.10,0.05,0.15,0.10,0.15,Matches
90,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-172,1992,12,7,697,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.03,0.03,0.00,0.03,Matches
91,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-059,1995,12,12,984,10.9,0,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.6,0.6,0.4,1.0,0.05,0.04,0.09,0.05,0.09,Matches
92,Mattia Aramu\0847b5a5,it ITA,FWMF,Venezia,it Serie A,26-198,1995,11,9,663,7.4,4,2,2,2,2,4,0,0.54,0.27,0.81,0.27,0.54,2.9,1.3,1.1,2.4,0.39,0.15,0.54,0.18,0.33,Matches
93,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,32-225,1989,6,6,517,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
94,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-091,1991,13,9,898,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
95,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,22-266,1999,10,5,576,6.4,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.0,0.4,0.05,0.01,0.06,0.05,0.06,Matches
96,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-130,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
97,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-149,1999,2,2,172,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
98,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,29-319,1992,4,2,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.07,0.07,0.01,0.07,Matches
99,Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,24-291,1997,12,11,965,10.7,2,2,2,0,0,0,0,0.19,0.19,0.37,0.19,0.37,3.7,3.7,1.6,5.3,0.35,0.14,0.49,0.35,0.49,Matches
100,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,29-243,1992,4,1,125,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.6,0.24,0.17,0.41,0.24,0.41,Matches
101,Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,32-223,1989,12,12,1059,11.8,5,1,4,1,2,2,0,0.42,0.08,0.51,0.34,0.42,6.0,4.4,1.8,6.2,0.51,0.15,0.66,0.38,0.53,Matches
102,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-185,1994,13,13,1170,13.0,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.7,0.7,1.7,2.4,0.06,0.13,0.19,0.06,0.19,Matches
103,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-056,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
104,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-104,1990,12,7,569,6.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.07,0.07,0.14,0.07,0.14,Matches
