Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
687,Issa Diop\a712ca2b,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,51,29,36,14,1,10,33,30.3,23,162,43,26.5,95,58,9,43,24,0,19,66,117,122,3,Matches
688,Papakouli Diop\7329018e,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,4,3,1,2,1,2,5,40.0,3,70,12,17.1,23,39,8,5,2,0,3,5,9,4,0,Matches
689,Papakouli Diop\7329018e,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,21,14,7,10,4,7,22,31.8,15,177,51,28.8,33,108,36,7,0,0,7,9,30,7,0,Matches
690,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,26,21,16,6,4,8,26,30.8,18,269,68,25.3,92,140,37,23,3,0,20,19,45,12,1,Matches
691,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,70,53,59,9,2,23,44,52.3,21,313,109,34.8,203,94,16,45,13,0,32,61,131,134,3,Matches
692,Koffi Djidji\933d3b51,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,56,23,38,15,3,13,22,59.1,9,246,66,26.8,147,79,20,61,17,1,44,32,88,75,1,Matches
693,Alexander Djiku\43e7a164,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,58,36,47,10,1,18,44,40.9,26,250,89,35.6,185,61,4,44,8,0,36,67,125,112,3,Matches
694,Papy Djilobodji\083525e5,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,41,25,32,9,0,13,31,41.9,18,150,62,41.3,117,28,5,59,29,1,30,60,101,133,0,Matches
695,Berat Djimsiti\6eee05f1,al ALB,DF,Benevento,it Serie A,24,1993,30.0,30,19,24,6,0,16,35,45.7,19,231,83,35.9,171,54,6,56,24,0,32,32,62,171,0,Matches
696,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,0,0,0,0,0,0,8,0.0,8,4,2,50.0,4,0,0,1,0,0,1,0,0,5,1,Matches
697,Keagan Dolly\ccb1c3af,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,13,8,4,7,2,5,14,35.7,9,169,44,26.0,35,83,51,11,0,0,11,4,17,2,0,Matches
698,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,26,1990,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
699,Jean-Luc Dompé\9ffdf29a,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,1,1,0,1,0,1,1,100.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,Matches
700,Giulio Donati\22051fbe,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,52,30,31,17,4,17,36,47.2,19,314,93,29.6,164,122,28,58,7,0,51,32,84,75,0,Matches
701,Ji Dong-won\7d841904,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,0,0,0,0,0,0,2,0.0,2,9,1,11.1,1,8,0,1,1,0,0,1,1,0,0,Matches
702,Anastasios Donis\0f26fd24,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,21,17,9,8,4,1,3,33.3,2,207,49,23.7,41,106,60,5,0,0,5,5,26,7,0,Matches
703,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,18,1999,38.0,1,0,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,1,3,Matches
704,Godfred Donsah\384dd218,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,32,22,14,14,4,9,19,47.4,10,356,94,26.4,112,179,65,31,0,0,31,14,46,38,0,Matches
705,Dória\d28b4a9d,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,1,1,1,0,0,0,2,0.0,2,6,0,0.0,3,2,1,3,1,0,2,1,2,1,0,Matches
706,Niklas Dorsch\7f73bdf4,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,2,0,0,2,0,0,1,0.0,1,9,3,33.3,3,2,4,1,0,0,1,0,2,0,0,Matches
707,Gabriel Dos Santos\67ac5bb8,br BRA,FW,Troyes,fr Ligue 1,19,1997,0.9,1,1,1,0,0,0,1,0.0,1,2,2,100.0,1,1,0,2,2,0,0,0,1,1,0,Matches
708,Mauro dos Santos\ec699fdd,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,16,13,11,5,0,6,11,54.5,5,83,31,37.3,52,29,2,12,7,0,5,9,25,40,0,Matches
709,Mathieu Dossevi\6421dd73,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,31,23,15,10,6,6,39,15.4,33,362,89,24.6,98,167,97,30,3,0,27,33,64,3,0,Matches
710,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,eng Premier League,24,1993,36.9,91,57,35,44,12,24,78,30.8,54,782,213,27.2,256,402,124,58,9,1,49,67,158,81,2,Matches
711,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,24,1992,11.4,23,18,12,11,0,6,22,27.3,16,397,72,18.1,120,234,43,19,4,0,15,12,35,5,1,Matches
712,Mohamed Dräger\8954fddc,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,0,0,0,0,0,0,1,0.0,1,15,4,26.7,3,11,1,1,0,0,1,0,0,0,0,Matches
713,Aleksandar Dragović\6fd8a334,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,10,3,10,0,0,5,14,35.7,9,87,36,41.4,52,32,3,21,8,2,13,18,28,51,0,Matches
714,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0,0,0,0,0,1,0.0,1,5,2,40.0,4,1,0,1,0,0,1,0,0,1,0,Matches
715,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
716,Boukary Dramé\a5cd894b,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,3,2,2,1,0,0,0,,0,8,3,37.5,5,3,0,2,0,0,2,0,3,1,0,Matches
717,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,15,10,4,6,5,5,28,17.9,23,206,57,27.7,48,102,56,21,2,0,19,27,42,4,0,Matches
718,Danny Drinkwater\2649ff32,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,16,10,4,11,1,5,17,29.4,12,150,44,29.3,51,82,17,10,2,0,8,10,26,8,0,Matches
719,Josip Drmić\15ea94de,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,5.2,0,0,0,0,0,0,4,0.0,4,69,18,26.1,5,37,27,2,0,0,2,2,2,1,0,Matches
720,Rick van Drongelen\f0797d57,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,29,20,22,7,0,18,37,48.6,19,190,72,37.9,128,48,14,32,10,0,22,13,42,75,1,Matches
721,Óscar Duarte\aa0ac32d,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,9,6,6,3,0,3,10,30.0,7,45,19,42.2,31,12,2,10,7,0,3,7,16,35,0,Matches
722,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,21,1995,23.8,54,29,32,19,3,18,49,36.7,31,345,83,24.1,213,99,33,74,11,1,63,30,84,51,0,Matches
723,Leo Dubois\ff0ab48c,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,50,24,32,16,2,19,48,39.6,29,328,94,28.7,170,110,48,74,12,1,62,47,97,55,0,Matches
724,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches
725,Ondrej Duda\79ca3e23,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,14,11,6,7,1,3,17,17.6,14,209,54,25.8,31,131,47,14,0,0,14,6,20,5,0,Matches
726,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,42,25,29,13,0,12,31,38.7,19,185,59,31.9,132,48,5,82,60,3,22,54,96,368,6,Matches
727,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,34,18,29,5,0,16,27,59.3,11,201,61,30.3,124,63,14,43,11,0,32,31,65,126,1,Matches
728,Alfred Duncan\528492ea,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,39,31,15,18,6,15,44,34.1,29,503,152,30.2,130,265,108,43,2,0,41,18,57,25,1,Matches
729,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,25,1991,38.0,74,45,55,18,1,27,57,47.4,30,354,133,37.6,261,83,10,94,62,2,32,94,168,267,2,Matches
730,Maxime Dupé\0e12089d,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
731,Jimmy Durmaz\f09a8b75,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,12,6,4,4,4,3,10,30.0,7,142,34,23.9,37,65,40,9,0,0,9,13,25,4,0,Matches
732,Riza Durmisi\e5cd9da6,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,28,17,18,7,3,8,17,47.1,9,290,90,31.0,149,105,36,44,7,0,37,13,41,31,1,Matches
733,Hugo Duro\37e103f8,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,0,0,0,0,0,1,0.0,1,6,2,33.3,1,2,3,1,0,0,1,0,0,0,0,Matches
734,Noë Dussenne\8b9b8e43,be BEL,DF,Crotone,it Serie A,25,1992,0.9,0,0,0,0,0,0,0,,0,11,0,0.0,9,2,0,2,0,0,2,1,1,2,0,Matches
735,Paulo Dybala\e0921a4f,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,20,16,5,10,5,6,35,17.1,29,408,102,25.0,44,193,171,26,0,0,26,13,33,4,0,Matches
736,Nathan Dyer\6dfd5af0,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,18,11,5,10,3,7,28,25.0,21,384,79,20.6,99,176,109,18,0,0,18,15,33,2,0,Matches
737,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,31,1986,33.5,19,10,1,8,10,5,18,27.8,13,419,111,26.5,14,141,264,16,5,0,11,2,21,35,0,Matches
738,Blerim Džemaili\756959aa,ch SUI,MF,Bologna,it Serie A,31,1986,13.3,30,19,9,16,5,11,33,33.3,22,243,66,27.2,75,121,47,19,3,0,16,4,34,13,0,Matches
739,Félix Eboa Eboa\167d5018,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,18,8,10,8,0,7,18,38.9,11,132,46,34.8,84,43,5,31,11,0,20,34,52,63,1,Matches
740,Éder\5a325298,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,9,4,1,3,5,1,7,14.3,6,182,36,19.8,14,66,102,6,2,0,4,5,14,3,0,Matches
741,Simone Edera\8697c095,it ITA,FW,Torino,it Serie A,20,1997,3.6,6,5,4,2,0,3,11,27.3,8,105,23,21.9,27,47,31,2,0,0,2,3,9,2,0,Matches
742,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,0,0,0,0,0,0,0,,0,3,2,66.7,3,0,0,0,0,0,0,0,0,1,5,Matches
743,Tom Edwards\1b780599,eng ENG,DF,Stoke City,eng Premier League,18,1999,5.3,14,10,10,4,0,9,11,81.8,2,77,23,29.9,46,28,3,6,3,0,3,7,21,19,0,Matches
744,Mandela Egbo\5603d397,eng ENG,MF,M'Gladbach,de Bundesliga,19,1997,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
745,Johannes Eggestein\d571df78,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,1.1,0,0,0,0,0,0,2,0.0,2,43,6,14.0,8,18,17,3,1,0,2,1,1,1,0,Matches
746,Maximilian Eggestein\beb882a8,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,56,38,28,23,5,17,51,33.3,34,695,185,26.6,180,364,151,43,5,0,38,21,77,55,0,Matches
747,Albin Ekdal\f503ea63,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,31,25,16,14,1,9,25,36.0,16,225,86,38.2,89,116,20,17,4,0,13,13,44,26,0,Matches
748,Josip Elez\eafac393,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,17,14,14,1,2,4,14,28.6,10,96,39,40.6,67,26,3,16,7,0,9,9,26,41,0,Matches
749,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,1,1,2,0,Matches
750,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,13,6,5,6,2,5,13,38.5,8,150,42,28.0,53,72,25,13,2,1,11,11,24,13,0,Matches
751,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,21,8,12,6,3,16,28,57.1,12,166,54,32.5,101,57,8,33,7,0,26,21,42,64,1,Matches
752,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,32.4,59,30,40,13,6,15,27,55.6,12,339,110,32.4,203,103,33,61,13,0,48,30,89,120,1,Matches
753,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,23,1993,29.9,25,14,20,5,0,9,24,37.5,15,150,47,31.3,113,28,9,63,37,0,26,28,53,141,0,Matches
754,Breel Embolo\0b4f388a,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,19,14,3,7,9,1,8,12.5,7,264,75,28.4,28,111,125,17,1,0,16,3,22,6,0,Matches
755,Youssef En-Nesyri\04e17fd5,ma MAR,FWMF,Málaga,es La Liga,20,1997,17.7,17,11,7,6,4,2,14,14.3,12,463,109,23.5,43,225,195,20,3,0,17,5,22,27,0,Matches
756,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,27,1990,14.8,8,8,1,5,2,0,12,0.0,12,342,119,34.8,14,116,212,20,1,0,19,5,13,6,0,Matches
757,Javier Eraso\aec0fb6f,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,27,14,9,13,5,9,31,29.0,22,879,216,24.6,123,490,266,29,5,0,24,20,47,6,0,Matches
758,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,57,37,15,31,11,20,69,29.0,49,572,169,29.5,124,256,192,41,0,0,41,36,93,13,0,Matches
759,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Eibar,es La Liga,24,1993,17.4,37,29,16,18,3,11,36,30.6,25,318,98,30.8,62,184,72,29,2,0,27,24,61,9,0,Matches
760,Sergio Escudero\b0616e3d,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,59,36,35,20,4,23,69,33.3,46,343,100,29.2,165,123,55,55,4,1,51,44,103,32,1,Matches
761,Bernardo Espinosa\4242011c,co COL,DF,Girona,es La Liga,28,1989,31.9,30,22,24,4,2,10,22,45.5,12,162,56,34.6,105,53,4,29,17,1,12,35,65,140,2,Matches
762,Michael Esser\83e0eeb4,de GER,GK,Hannover 96,de Bundesliga,29,1987,3.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
763,Alexander Esswein\b48215cd,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,19,10,13,5,1,6,20,30.0,14,221,50,22.6,64,104,53,7,0,0,7,7,26,8,0,Matches
764,Oghenekaro Etebo\b579e83d,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,17,13,6,8,3,10,18,55.6,8,251,67,26.7,57,145,49,24,4,0,20,19,36,8,0,Matches
765,Beñat Etxebarria\b037bd4f,es ESP,MF,Athletic Club,es La Liga,30,1987,12.4,26,15,9,15,2,9,29,31.0,20,230,56,24.3,52,135,43,14,2,0,12,22,48,9,0,Matches
766,Xabier Etxeita\4a895384,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,4,2,4,0,0,1,3,33.3,2,32,11,34.4,17,13,2,6,4,0,2,4,8,23,0,Matches
767,Jonny Evans\f8fcd2a5,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,28,19,18,8,2,8,31,25.8,23,200,63,31.5,147,47,6,28,17,0,11,65,93,164,1,Matches
768,Franck Evina\44e471ca,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,2,2,2,0,0,1,2,50.0,1,13,4,30.8,1,5,7,5,0,0,5,0,2,0,0,Matches
769,Patrice Evra\51a3caf1,fr FRA,DF,West Ham,eng Premier League,36,1981,2.5,6,4,5,1,0,4,6,66.7,2,29,8,27.6,18,9,2,4,2,0,2,6,12,9,1,Matches
770,Patrice Evra\51a3caf1,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,5,3,4,1,0,4,6,66.7,2,37,6,16.2,24,11,2,4,3,0,1,6,11,4,0,Matches
771,Edu Expósito\283c7121,es ESP,MFFW,La Coruña,es La Liga,20,1996,1.1,1,0,0,0,1,0,0,,0,27,4,14.8,10,12,5,2,0,0,2,0,1,1,0,Matches
772,Erik Expósito\07d67579,es ESP,FW,Las Palmas,es La Liga,21,1996,5.2,1,0,0,0,1,1,10,10.0,9,99,24,24.2,5,34,60,5,0,0,5,2,3,4,0,Matches
773,Valentin Eysseric\ae82fa48,fr FRA,MFFW,Nice,fr Ligue 1,25,1992,1.0,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,2,0,0,2,6,6,0,0,Matches
774,Valentin Eysseric\ae82fa48,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,19,13,9,5,5,9,21,42.9,12,156,46,29.5,34,75,47,10,1,0,9,7,26,4,0,Matches
775,Imoh Ezekiel\9243fea6,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,5.2,7,6,2,2,3,1,2,50.0,1,51,10,19.6,12,21,18,2,0,0,2,1,8,0,0,Matches
776,Marco Fabián\e665a2db,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,4.7,6,4,1,3,2,1,7,14.3,6,110,33,30.0,15,58,37,3,0,0,3,1,7,1,0,Matches
777,Łukasz Fabiański\9328b835,pl POL,GK,Swansea City,eng Premier League,32,1985,38.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,2,2,Matches
778,Fabinho\7f3b388c,br BRA,MF,Monaco,fr Ligue 1,23,1993,34.0,96,61,33,50,13,29,97,29.9,68,545,159,29.2,171,309,65,50,10,0,40,39,135,37,0,Matches
779,Cesc Fàbregas\33508c78,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,72,49,29,33,10,19,67,28.4,48,509,170,33.4,191,235,83,32,5,0,27,27,99,17,1,Matches
780,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,1,1,1,0,0,1,2,50.0,1,5,0,0.0,5,0,0,2,0,0,2,0,1,0,1,Matches
781,Fayçal Fajr\79135368,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,52,41,19,27,6,18,61,29.5,43,588,128,21.8,148,368,72,43,4,0,39,22,74,24,0,Matches
782,Radamel Falcao\66116290,co COL,FW,Monaco,fr Ligue 1,31,1986,23.6,7,7,1,5,1,3,15,20.0,12,346,90,26.0,9,150,187,18,5,0,13,13,20,11,1,Matches
783,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Fiorentina,it Serie A,26,1991,4.9,3,2,1,2,0,1,3,33.3,2,94,31,33.0,6,40,48,3,0,0,3,1,4,3,0,Matches
784,Diego Falcinelli\a39b9ef6,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,7,5,2,3,2,2,15,13.3,13,281,70,24.9,29,115,137,17,3,0,14,1,8,4,1,Matches
785,Simon Falette\b82880c6,gn GUI,DF,Metz,fr Ligue 1,25,1992,1.0,1,0,0,1,0,0,1,0.0,1,7,0,0.0,5,2,0,1,0,0,1,3,4,5,0,Matches
786,Simon Falette\b82880c6,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,39,28,27,11,1,14,31,45.2,17,217,73,33.6,129,81,7,48,14,0,34,42,81,137,1,Matches
787,Cesar Falletti\00823e9a,uy URU,FWMF,Bologna,it Serie A,24,1992,3.6,11,8,5,5,1,5,9,55.6,4,65,20,30.8,17,32,16,9,0,0,9,0,11,0,0,Matches
788,Iago Falque\440c84ed,es ESP,FW,Torino,it Serie A,27,1990,31.3,45,25,19,16,10,11,55,20.0,44,572,157,27.4,136,263,173,29,1,0,28,17,62,14,1,Matches
789,Paolo Faragò\9085dd7c,it ITA,DFMF,Cagliari,it Serie A,24,1993,27.3,103,69,55,34,14,25,71,35.2,46,515,197,38.3,226,201,88,56,3,0,53,15,118,77,1,Matches
790,Imad Faraj\b396a0b1,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,1.8,5,4,3,1,1,2,5,40.0,3,22,5,22.7,6,13,3,1,0,0,1,2,7,3,0,Matches
791,Davide Faraoni\aae9d04a,it ITA,DF,Crotone,it Serie A,25,1991,19.5,57,35,35,19,3,26,58,44.8,32,283,84,29.7,150,100,33,51,9,1,42,27,84,62,0,Matches
792,Mohamed Fares\b7a5bc86,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,58,33,34,20,4,21,50,42.0,29,512,151,29.5,175,236,101,68,6,0,62,28,86,117,1,Matches
793,Diego Farias\157d29b6,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,24,10,2,11,11,4,26,15.4,22,322,79,24.5,62,128,132,16,0,0,16,9,33,3,0,Matches
794,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,30,1987,32.5,48,28,32,14,2,23,34,67.6,11,220,82,37.3,117,89,14,44,27,2,17,23,71,148,2,Matches
795,Zouhair Feddal\89151b16,ma MAR,DF,Betis,es La Liga,28,1989,14.0,17,10,11,5,1,5,13,38.5,8,96,30,31.3,63,31,2,29,17,3,12,29,46,78,2,Matches
796,Nabil Fekir\bece776f,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,38,34,10,19,9,7,30,23.3,23,735,179,24.4,109,359,267,23,1,0,22,11,49,0,0,Matches
797,Felipe\de164de6,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,7,4,6,1,0,0,4,0.0,4,52,15,28.8,32,18,2,8,3,0,5,7,14,24,0,Matches
798,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,20,1997,13.0,39,23,22,17,0,9,23,39.1,14,146,43,29.5,83,57,6,39,15,0,24,18,57,33,0,Matches
799,Ohis Felix Uduokhai\677da306,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,33,18,20,11,2,8,16,50.0,8,167,58,34.7,101,58,8,30,10,0,20,18,51,79,2,Matches
800,Marouane Fellaini\87575fd9,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,15,9,7,7,1,5,11,45.5,6,142,39,27.5,45,78,19,13,6,1,7,14,29,24,1,Matches
801,Kiko Femenía\e5d01ecf,es ESP,DFFW,Watford,eng Premier League,26,1991,19.0,33,19,22,7,4,12,29,41.4,17,194,70,36.1,84,76,34,26,3,0,23,48,81,47,1,Matches
802,Leroy Fer\3cefa66a,nl NED,MF,Swansea City,eng Premier League,27,1990,15.5,44,31,19,19,6,13,34,38.2,21,325,98,30.2,116,156,53,20,4,0,16,17,61,24,1,Matches
803,Julien Féret\ac62861c,fr FRA,MF,Caen,fr Ligue 1,35,1982,34.0,38,25,11,18,9,12,65,18.5,53,599,148,24.7,131,364,104,68,6,0,62,54,92,47,0,Matches
804,Edimilson Fernandes\3bb625ac,ch SUI,MFFW,West Ham,eng Premier League,21,1996,9.4,18,10,14,4,0,9,23,39.1,14,164,52,31.7,66,73,25,16,2,0,14,18,36,8,0,Matches
805,Gelson Fernandes\8e58987d,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,11.5,53,31,25,25,3,13,47,27.7,34,394,122,31.0,143,211,40,23,4,0,19,9,62,20,0,Matches
806,Andrés Fernández\307fcd26,es ESP,GK,Villarreal,es La Liga,30,1986,2.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
807,Augusto Fernández\78c40e94,ar ARG,MFFW,Atlético Madrid,es La Liga,31,1986,1.2,3,1,1,2,0,1,3,33.3,2,17,6,35.3,4,10,3,4,3,0,1,1,4,1,0,Matches
808,Brian Fernández\857e2586,ar ARG,FW,Metz,fr Ligue 1,22,1994,1.4,1,0,0,1,0,0,1,0.0,1,14,4,28.6,0,5,9,0,0,0,0,0,1,0,0,Matches
809,Carlos Fernández\e08647d6,es ESP,FW,Sevilla,es La Liga,21,1996,1.5,1,1,1,0,0,0,2,0.0,2,42,12,28.6,1,19,22,0,0,0,0,0,1,0,0,Matches
810,Enzo Fernández\4cafb146,es ESP,MF,Alavés,es La Liga,22,1995,0.8,2,2,2,0,0,0,0,,0,39,9,23.1,7,25,7,1,0,0,1,0,2,1,0,Matches
811,Federico Fernández\f25b010f,ar ARG,DF,Swansea City,eng Premier League,28,1989,29.7,38,20,29,7,2,22,40,55.0,18,229,77,33.6,165,53,11,49,31,0,18,38,76,236,0,Matches
812,Raúl Fernández\6fb59070,es ESP,GK,Levante,es La Liga,29,1988,11.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,2,0,Matches
813,Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,32,1985,32.0,68,49,25,33,10,22,64,34.4,42,461,185,40.1,139,243,79,48,6,1,42,60,128,102,2,Matches
814,Alex Ferrari\d0dbca9f,it ITA,DF,Hellas Verona,it Serie A,23,1994,23.7,77,53,45,22,10,41,80,51.3,39,353,113,32.0,215,108,30,58,18,2,40,30,107,101,1,Matches
815,Jordan Ferri\375622c5,fr FRA,MF,Lyon,fr Ligue 1,25,1992,7.1,17,13,9,6,2,4,14,28.6,10,203,51,25.1,78,95,30,10,1,0,9,9,26,9,0,Matches
816,Sam Field\bd8a7d05,eng ENG,MF,West Brom,eng Premier League,19,1998,6.0,17,11,10,5,2,4,14,28.6,10,119,36,30.3,40,63,16,10,2,0,8,11,28,8,0,Matches
817,Afonso Figueiredo\f51edbf3,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,2.5,1,1,1,0,0,0,2,0.0,2,18,5,27.8,4,10,4,3,0,0,3,2,3,3,0,Matches
818,Gian Filippo Felicioli\ff219f73,it ITA,FWDF,Hellas Verona,it Serie A,19,1997,3.1,11,5,5,3,3,5,9,55.6,4,62,14,22.6,27,23,12,2,0,0,2,5,16,0,0,Matches
819,Alfreð Finnbogason\f9e7c4ac,is ISL,FW,Augsburg,de Bundesliga,28,1989,20.2,14,9,4,6,4,3,12,25.0,9,381,102,26.8,27,160,194,16,2,1,14,12,26,8,0,Matches
820,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,eng Premier League,25,1991,30.7,62,48,12,35,15,10,46,21.7,36,729,229,31.4,49,373,307,41,2,1,39,25,87,10,0,Matches
821,Junior Firpo\24f59bb2,es ESP,DFMF,Betis,es La Liga,20,1996,13.2,18,7,13,3,2,7,16,43.8,9,179,61,34.1,100,66,13,36,1,0,35,15,33,20,1,Matches
