Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2230,Younousse Sankharé\c650629d,sn SEN,MFFW,Bordeaux,fr Ligue 1,27,1989,20.9,25,14,7,15,3,3,21,14.3,18,300,79,26.3,72,178,50,15,3,0,12,26,51,10,0,Matches
2231,Baissama Sankoh\a8b4a643,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,17.1,19,17,11,7,1,2,20,10.0,18,263,81,30.8,80,151,32,31,9,0,22,25,44,41,1,Matches
2232,Siriki Sanogo\ff120e44,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,1,1,0,1,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,1,0,0,Matches
2233,Yaya Sanogo\11ced928,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,9,5,3,3,3,1,7,14.3,6,249,55,22.1,18,94,137,13,4,0,9,7,16,11,0,Matches
2234,Morgan Sanson\6e7f1353,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,47,28,14,18,15,13,45,28.9,32,520,147,28.3,91,271,158,35,0,0,35,28,75,3,0,Matches
2235,Nicola Sansone\7eb97a8e,it ITA,FWMF,Villarreal,es La Liga,25,1991,7.1,6,4,1,3,2,3,8,37.5,5,145,32,22.1,22,76,47,6,2,0,4,0,6,1,0,Matches
2236,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,56,36,25,26,5,12,58,20.7,46,421,116,27.6,152,233,36,40,7,0,33,46,102,41,1,Matches
2237,Ivan Santini\086d7db3,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.8,15,11,3,7,5,1,22,4.5,21,505,123,24.4,18,224,263,15,4,0,11,7,22,33,0,Matches
2238,Davide Santon\88c89891,it ITA,DF,Inter,it Serie A,26,1991,9.3,25,14,16,9,0,7,17,41.2,10,117,43,36.8,75,36,6,19,3,0,16,7,32,26,1,Matches
2239,Christian Santos\4efd29bb,ve VEN,FW,Alavés,es La Liga,29,1988,4.8,2,1,1,1,0,0,4,0.0,4,109,21,19.3,4,64,41,4,1,0,3,3,5,8,1,Matches
2240,Douglas Santos\c50e5bba,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,26.4,89,51,53,33,3,37,80,46.3,43,482,162,33.6,221,212,49,77,2,0,75,33,122,90,2,Matches
2241,Samir Santos\92b4758e,br BRA,DF,Udinese,it Serie A,22,1994,28.5,67,41,41,22,4,16,38,42.1,22,372,129,34.7,232,123,17,60,14,0,46,34,101,156,2,Matches
2242,Antonio Santurro\61228681,it ITA,GK,Bologna,it Serie A,25,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2243,Riccardo Saponara\3bb7af3b,it ITA,MFFW,Fiorentina,it Serie A,25,1991,10.0,9,9,4,4,1,1,12,8.3,11,184,53,28.8,22,88,74,6,1,0,5,2,11,4,0,Matches
2244,Pablo Sarabia\9744ff80,es ESP,FWMF,Sevilla,es La Liga,25,1992,26.6,19,10,8,9,2,8,50,16.0,42,568,125,22.0,120,288,160,49,2,0,47,27,46,12,0,Matches
2245,Yusuf Sari\a2da58b1,tr TUR,FW,Marseille,fr Ligue 1,18,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2246,Bouna Sarr\1a4b9094,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,19.9,62,40,41,16,5,20,33,60.6,13,263,95,36.1,133,89,41,38,4,0,34,27,89,16,0,Matches
2247,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,20.6,18,15,5,7,6,5,20,25.0,15,335,73,21.8,54,158,123,14,0,0,14,12,30,3,0,Matches
2248,Malang Sarr\4315f30d,fr FRA,DF,Nice,fr Ligue 1,18,1999,14.7,20,11,14,6,0,6,17,35.3,11,106,33,31.1,72,27,7,23,10,0,13,25,45,30,0,Matches
2249,Imanol Sarriegi\b32b7d1b,es ESP,MFFW,Eibar,es La Liga,22,1995,0.5,3,3,1,1,1,1,2,50.0,1,6,2,33.3,2,3,1,1,0,0,1,1,4,0,0,Matches
2250,Marco Sau\1ad1f50d,it ITA,FWMF,Cagliari,it Serie A,29,1987,14.6,16,13,4,5,7,2,11,18.2,9,238,66,27.7,36,107,95,12,0,0,12,4,20,2,0,Matches
2251,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,es La Liga,26,1991,25.5,24,10,17,7,0,9,32,28.1,23,173,55,31.8,128,42,3,45,25,0,20,30,54,114,3,Matches
2252,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,it Serie A,18,1999,0.3,0,0,0,0,0,0,1,0.0,1,5,1,20.0,0,4,1,1,0,0,1,0,0,0,0,Matches
2253,Fabian Schär\c8aa95da,ch SUI,DF,La Coruña,es La Liga,25,1991,24.7,47,27,37,10,0,16,46,34.8,30,188,55,29.3,132,51,5,45,22,1,23,29,76,105,3,Matches
2254,Ezequiel Schelotto\a6e316c1,it ITA,DF,Brighton,eng Premier League,28,1989,14.6,25,12,16,8,1,18,36,50.0,18,171,51,29.8,102,49,20,16,4,0,12,21,46,65,2,Matches
2255,Pasquale Schiattarella\bd84fc61,it ITA,MF,SPAL,it Serie A,30,1987,22.1,43,29,20,16,7,17,52,32.7,35,364,83,22.8,146,172,46,11,2,0,9,14,57,28,0,Matches
2256,Eros Schiavon\c4f97172,it ITA,MFDF,SPAL,it Serie A,34,1983,4.3,12,8,5,6,1,3,8,37.5,5,82,23,28.0,34,35,13,9,2,0,7,1,13,4,0,Matches
2257,Patrik Schick\5d4f7d61,cz CZE,FW,Roma,it Serie A,21,1996,11.0,9,7,1,4,4,1,12,8.3,11,215,60,27.9,13,89,113,20,2,0,18,1,10,8,0,Matches
2258,Julian Schieber\37c213cf,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,0.6,1,1,0,0,1,1,1,100.0,0,22,5,22.7,5,10,7,0,0,0,0,0,1,1,0,Matches
2259,Christopher Schindler\8ae9869d,de GER,DF,Huddersfield,eng Premier League,27,1990,36.3,101,58,63,36,2,30,54,55.6,24,470,183,38.9,301,161,8,84,34,0,50,63,164,331,1,Matches
2260,Sven Schipplock\53eeaf6a,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,3.8,3,3,1,2,0,0,3,0.0,3,120,27,22.5,11,62,47,4,0,0,4,1,4,2,0,Matches
2261,Jeffrey Schlupp\3312f911,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,19.4,66,32,37,25,4,18,41,43.9,23,287,87,30.3,133,98,56,55,9,0,46,33,99,75,0,Matches
2262,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,30,1986,32.9,0,0,0,0,0,0,3,0.0,3,2,0,0.0,2,0,0,2,0,0,2,1,1,6,1,Matches
2263,Marcel Schmelzer\89565ac5,de GER,DF,Dortmund,de Bundesliga,29,1988,16.6,29,25,15,13,1,11,32,34.4,21,245,91,37.1,109,106,30,41,4,0,37,26,55,74,1,Matches
2264,Jonathan Schmid\088ca1bd,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,16.4,26,14,9,11,6,8,18,44.4,10,244,55,22.5,65,117,62,29,2,0,27,7,33,41,1,Matches
2265,Manuel Schmiedebach\d8f5dc3d,de GER,MF,Hannover 96,de Bundesliga,28,1988,1.8,5,2,5,0,0,3,9,33.3,6,51,14,27.5,26,21,4,6,0,0,6,3,8,3,0,Matches
2266,Benno Schmitz\ad00b1a8,de GER,DF,RB Leipzig,de Bundesliga,22,1994,0.9,2,1,2,0,0,2,3,66.7,1,8,4,50.0,2,5,1,0,0,0,0,0,2,2,0,Matches
2267,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,eng Premier League,27,1989,23.7,69,46,39,27,3,20,56,35.7,36,488,139,28.5,200,255,33,25,9,0,16,61,130,59,1,Matches
2268,Alessandro Schöpf\106bca06,at AUT,DFMF,Schalke 04,de Bundesliga,23,1994,9.0,28,19,14,11,3,8,23,34.8,15,255,80,31.4,84,127,44,18,0,0,18,10,38,21,1,Matches
2269,Nico Schulz\fa274d97,de GER,DFMF,Hoffenheim,de Bundesliga,24,1993,19.8,36,23,14,16,6,9,24,37.5,15,318,108,34.0,109,146,63,36,5,0,31,13,49,33,0,Matches
2270,André Schürrle\ecbb3fdf,de GER,FW,Dortmund,de Bundesliga,26,1990,13.7,18,11,8,3,7,3,23,13.0,20,201,63,31.3,28,74,99,13,1,0,12,9,27,8,0,Matches
2271,Julian Schuster\d0421d25,de GER,DFMF,Freiburg,de Bundesliga,32,1985,14.5,15,9,6,7,2,6,11,54.5,5,119,34,28.6,58,51,10,24,13,0,11,10,25,68,1,Matches
2272,Pirmin Schwegler\5528407e,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,25.8,72,45,28,40,4,20,61,32.8,41,428,134,31.3,144,237,47,32,6,0,26,36,108,55,0,Matches
2273,Alexander Schwolow\0d55d942,de GER,GK,Freiburg,de Bundesliga,25,1992,32.3,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,0,3,1,0,0,1,0,0,3,2,Matches
2274,Simone Scuffet\41bd99ea,it ITA,GK,Udinese,it Serie A,21,1996,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,1,Matches
2275,Sergio Segura García\3536fdc1,es ESP,DF,Leganés,es La Liga,21,1995,0.3,,2,,,,,,,,,,,,,,,,,,1,,,,Matches
2276,Ernest Seka\e1b3413d,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,24.2,56,36,42,10,4,19,46,41.3,27,199,65,32.7,131,54,14,42,7,0,35,39,95,63,2,Matches
2277,Vahid Selimović\6aeb647a,lu LUX,DF,Metz,fr Ligue 1,20,1997,11.7,17,8,10,6,1,8,12,66.7,4,105,39,37.1,68,35,2,19,9,1,10,16,33,39,1,Matches
2278,Davie Selke\1238a3f9,de GER,FW,Hertha BSC,de Bundesliga,22,1995,21.0,10,7,3,4,3,1,8,12.5,7,418,89,21.3,26,224,168,22,3,0,19,5,15,18,0,Matches
2279,Ole Selnæs\4db2157a,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,22.9,59,40,20,35,4,18,61,29.5,43,383,104,27.2,130,207,46,43,13,0,30,28,87,37,1,Matches
2280,Nélson Semedo\d04b94db,pt POR,DF,Barcelona,es La Liga,23,1993,16.6,33,20,17,10,6,11,21,52.4,10,247,70,28.3,110,93,44,15,1,0,14,17,50,19,1,Matches
2281,Rúben Semedo\c904f3d5,pt POR,DFMF,Villarreal,es La Liga,23,1994,2.6,6,3,6,0,0,2,5,40.0,3,22,7,31.8,15,7,0,5,2,0,3,4,10,14,1,Matches
2282,Stefano Sensi\b70bde8f,it ITA,MF,Sassuolo,it Serie A,21,1995,11.6,25,21,11,12,2,9,30,30.0,21,239,78,32.6,75,118,46,19,2,0,17,11,36,10,0,Matches
2283,Luigi Sepe\343f753a,it ITA,GK,Napoli,it Serie A,26,1991,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2284,Suat Serdar\b3325a30,de GER,MF,Mainz 05,de Bundesliga,20,1997,18.9,58,35,24,24,10,11,52,21.2,41,485,126,26.0,123,261,101,38,3,0,35,20,78,14,0,Matches
2285,Jean Seri\10efd0e1,ci CIV,MF,Nice,fr Ligue 1,26,1991,29.1,18,15,7,7,4,8,45,17.8,37,436,107,24.5,124,216,96,23,4,0,19,31,49,19,1,Matches
2286,Julien Serrano\7fb301af,fr FRA,DF,Monaco,fr Ligue 1,19,1998,3.1,2,1,0,1,1,0,2,0.0,2,39,10,25.6,23,9,7,6,0,0,6,3,5,7,1,Matches
2287,Grégory Sertic\c4527123,fr FRA,DFMF,Marseille,fr Ligue 1,27,1989,3.9,4,2,4,0,0,1,6,16.7,5,20,4,20.0,12,8,0,10,7,0,3,7,11,17,0,Matches
2288,Stéphane Sessègnon\35c5f9b1,bj BEN,MF,Montpellier,fr Ligue 1,33,1984,10.9,2,1,0,2,0,1,7,14.3,6,138,25,18.1,27,92,19,4,0,0,4,2,4,2,0,Matches
2289,Lee Seung-woo\0f22b650,kr KOR,MFFW,Hellas Verona,it Serie A,19,1998,4.0,5,3,0,3,2,1,9,11.1,8,104,24,23.1,29,44,31,1,0,0,1,2,7,0,0,Matches
2290,Stephan El Shaarawy\d3aaad90,it ITA,FW,Roma,it Serie A,24,1992,23.9,27,15,9,10,8,4,20,20.0,16,363,101,27.8,64,121,178,23,1,0,22,20,47,5,1,Matches
2291,Meritan Shabani\012c38ec,al ALB,FW,Bayern Munich,de Bundesliga,18,1999,0.6,2,1,1,0,1,1,5,20.0,4,11,3,27.3,3,4,4,1,0,0,1,0,2,0,0,Matches
2292,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Stoke City,eng Premier League,25,1991,33.8,31,15,9,14,8,15,35,42.9,20,394,95,24.1,71,193,130,12,2,0,10,30,61,5,0,Matches
2293,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,eng Premier League,22,1995,8.8,17,11,9,7,1,11,19,57.9,8,116,39,33.6,57,37,22,20,2,0,18,9,26,21,0,Matches
2294,Ryan Shawcross\285a3d44,eng ENG,DF,Stoke City,eng Premier League,29,1987,26.3,45,22,33,11,1,17,29,58.6,12,268,82,30.6,169,85,14,57,26,0,31,35,80,280,2,Matches
2295,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,eng Premier League,25,1992,25.2,41,24,19,18,4,13,45,28.9,32,329,93,28.3,146,151,32,31,9,0,22,44,85,50,0,Matches
2296,Gaku Shibasaki\d2ac648c,jp JPN,MFFW,Getafe,es La Liga,25,1992,11.1,18,10,5,10,3,7,18,38.9,11,331,62,18.7,60,189,82,14,1,0,13,8,26,3,0,Matches
2297,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,fr Ligue 1,25,1992,23.9,52,31,22,23,7,16,39,41.0,23,241,88,36.5,94,99,48,29,4,0,25,48,100,23,1,Matches
2298,Sidnei\b14d0c5d,br BRA,DF,La Coruña,es La Liga,27,1989,19.8,38,23,26,12,0,11,23,47.8,12,185,58,31.4,135,44,6,32,10,0,22,23,61,77,2,Matches
2299,Jaime Sierra Mateos\aaa4239e,es ESP,FWMF,Leganés,es La Liga,19,1998,0.3,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
2300,Vincent Sierro\92ffb8f9,ch SUI,MFFW,Freiburg,de Bundesliga,21,1995,2.4,9,5,2,7,0,1,4,25.0,3,57,20,35.1,6,38,13,1,1,0,0,3,12,0,0,Matches
2301,Gylfi Sigurðsson\76dd1480,is ISL,MFFW,Everton,eng Premier League,27,1989,25.1,39,24,17,16,6,17,58,29.3,41,582,136,23.4,177,270,135,54,6,0,48,24,63,36,0,Matches
2302,Kolbeinn Sigþórsson\adf825b9,is ISL,FW,Nantes,fr Ligue 1,27,1990,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
2303,Adrien Silva\d6f88a1d,pt POR,MF,Leicester City,eng Premier League,28,1989,8.5,23,15,9,12,2,6,29,20.7,23,223,66,29.6,60,127,36,13,2,0,11,18,41,5,0,Matches
2304,André Silva\3effaa34,pt POR,FW,Milan,it Serie A,21,1995,10.4,8,5,0,5,3,1,4,25.0,3,219,51,23.3,6,103,110,7,0,0,7,2,10,7,0,Matches
2305,Bernardo Silva\3eb22ec9,pt POR,FWMF,Manchester City,eng Premier League,22,1994,17.0,28,20,11,10,7,7,36,19.4,29,303,95,31.4,73,139,91,20,1,0,19,13,41,8,1,Matches
2306,David Silva\e2716bd0,es ESP,MF,Manchester City,eng Premier League,31,1986,27.0,38,23,10,21,7,12,45,26.7,33,380,104,27.4,72,175,133,31,5,0,26,22,60,10,0,Matches
2307,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,fr Ligue 1,26,1991,23.1,22,16,18,2,2,10,24,41.7,14,238,69,29.0,143,71,24,58,10,1,48,34,56,42,0,Matches
2308,Jonathan Silva\f2308b33,ar ARG,DF,Roma,it Serie A,23,1994,1.2,0,0,0,0,0,0,1,0.0,1,13,7,53.8,7,4,2,2,1,0,1,1,1,4,0,Matches
2309,Thiago Silva\86e7deaf,br BRA,DF,Paris S-G,fr Ligue 1,32,1984,23.5,30,21,21,9,0,11,19,57.9,8,154,64,41.6,88,60,6,40,21,3,19,22,52,78,1,Matches
2310,Matías Silvestre\b6ca47a2,ar ARG,DF,Sampdoria,it Serie A,32,1984,34.0,17,9,16,1,0,7,14,50.0,7,130,28,21.5,93,34,3,44,23,1,21,12,29,152,2,Matches
2311,Marco Silvestri\0d422df7,it ITA,GK,Hellas Verona,it Serie A,26,1991,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2312,Giovanni Simeone\343c0d52,ar ARG,FW,Fiorentina,it Serie A,22,1995,33.3,45,35,11,20,14,4,35,11.4,31,719,199,27.7,58,321,340,33,6,0,27,8,53,31,0,Matches
2313,Lorenco Šimić\65e4dede,hr CRO,DF,SPAL,it Serie A,21,1996,3.5,7,2,5,2,0,0,4,0.0,4,33,9,27.3,26,6,1,7,3,0,4,10,17,16,0,Matches
2314,Stefan Simić\b5365398,cz CZE,DF,Crotone,it Serie A,22,1995,6.2,11,5,8,3,0,4,6,66.7,2,60,18,30.0,33,26,1,9,3,0,6,5,16,43,0,Matches
2315,David Simón\251336da,es ESP,DF,Las Palmas,es La Liga,28,1988,8.0,21,18,9,8,4,6,17,35.3,11,155,49,31.6,69,65,21,16,4,0,12,10,31,5,0,Matches
2316,Danny Simpson\3201b03d,eng ENG,DF,Leicester City,eng Premier League,30,1987,25.6,44,22,34,8,2,21,55,38.2,34,256,70,27.3,147,85,24,75,21,0,54,49,93,110,0,Matches
2317,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,eng Premier League,20,1996,0.8,2,0,1,1,0,1,3,33.3,2,11,1,9.1,8,3,0,1,0,0,1,1,3,0,0,Matches
2318,Josh Sims\6d6f09dc,eng ENG,FWMF,Southampton,eng Premier League,20,1997,1.8,4,3,2,2,0,1,5,20.0,4,51,20,39.2,16,16,19,5,0,0,5,2,6,0,0,Matches
2319,Jerome Sinclair\1695c659,eng ENG,FWMF,Watford,eng Premier League,20,1996,0.3,0,0,0,0,0,0,0,,0,10,1,10.0,1,7,2,1,0,0,1,2,2,0,0,Matches
2320,Giovanni Sio\0fe7f7bc,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,24.4,13,9,2,7,4,2,11,18.2,9,327,84,25.7,16,156,155,21,1,0,20,7,20,21,0,Matches
2321,Dimitris Siovas\92d38e6c,gr GRE,DF,Leganés,es La Liga,28,1988,22.9,45,30,40,4,1,21,40,52.5,19,191,66,34.6,136,52,3,36,11,0,25,56,101,51,0,Matches
2322,Tobias Sippel\0d8a37c2,de GER,GK,M'Gladbach,de Bundesliga,29,1988,4.8,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2323,Salvatore Sirigu\10dc46f0,it ITA,GK,Torino,it Serie A,30,1987,37.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,2,Matches
2324,Moussa Sissoko\2acd49b9,fr FRA,MFFW,Tottenham,eng Premier League,27,1989,15.4,24,15,13,7,4,13,20,65.0,7,239,81,33.9,73,121,45,21,2,0,19,12,36,24,0,Matches
2325,Pione Sisto\fd9c4805,dk DEN,FWMF,Celta Vigo,es La Liga,22,1995,28.0,16,13,10,5,1,8,32,25.0,24,556,158,28.4,140,258,158,20,2,0,18,13,29,1,0,Matches
2326,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,20,1996,0.7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2327,Ellyes Skhiri\c2211709,tn TUN,MF,Montpellier,fr Ligue 1,22,1995,33.9,72,53,33,36,3,25,74,33.8,49,701,173,24.7,216,386,99,71,7,0,64,60,132,31,2,Matches
2328,Łukasz Skorupski\ab4449d6,pl POL,GK,Roma,it Serie A,26,1991,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2329,Milan Škriniar\30f5ffa9,sk SVK,DF,Inter,it Serie A,22,1995,38.0,107,67,83,20,4,45,72,62.5,27,301,112,37.2,203,86,12,69,29,0,40,19,126,180,0,Matches
2330,Islam Slimani\ffec9769,dz ALG,FW,Newcastle Utd,eng Premier League,29,1988,1.5,0,0,0,0,0,0,1,0.0,1,20,5,25.0,0,11,9,0,0,0,0,1,1,1,0,Matches
2331,Islam Slimani\ffec9769,dz ALG,FWMF,Leicester City,eng Premier League,29,1988,2.8,2,2,1,1,0,0,6,0.0,6,75,21,28.0,11,36,28,1,0,0,1,0,2,3,0,Matches
2332,Naïm Sliti\2e0367a6,tn TUN,FWMF,Dijon,fr Ligue 1,25,1992,25.5,44,28,19,17,8,18,46,39.1,28,445,114,25.6,92,199,154,21,2,0,19,16,60,4,0,Matches
2333,Chris Smalling\b6964eb6,eng ENG,DF,Manchester Utd,eng Premier League,27,1989,28.2,43,29,27,16,0,13,26,50.0,13,271,93,34.3,174,92,5,51,29,0,22,57,100,178,1,Matches
2334,Adam Smith\20b104bc,eng ENG,DFMF,Bournemouth,eng Premier League,26,1991,23.0,67,35,40,20,7,26,61,42.6,35,430,129,30.0,193,163,74,65,9,0,56,46,113,55,0,Matches
2335,Tommy Smith\e9208654,eng ENG,DF,Huddersfield,eng Premier League,25,1992,21.2,40,21,21,14,5,16,39,41.0,23,282,82,29.1,158,86,38,33,5,1,28,26,66,93,2,Matches
2336,Wesley Sneijder\ad625c12,nl NED,MFFW,Nice,fr Ligue 1,33,1984,4.4,1,1,0,1,0,0,1,0.0,1,40,5,12.5,5,19,16,1,0,0,1,2,3,1,0,Matches
2337,Cédric Soares\839c14e1,pt POR,DF,Southampton,eng Premier League,25,1991,31.0,59,25,45,11,3,29,51,56.9,22,424,122,28.8,241,124,59,66,12,0,54,35,94,106,0,Matches
2338,Ramadan Sobhi\98be0d02,eg EGY,FWMF,Stoke City,eng Premier League,20,1997,13.8,32,25,17,13,2,13,42,31.0,29,280,83,29.6,107,113,60,13,0,0,13,13,45,11,0,Matches
2339,Rubén Sobrino\19b776e9,es ESP,FWMF,Alavés,es La Liga,25,1992,16.3,32,19,9,17,6,4,31,12.9,27,465,96,20.6,80,241,144,26,2,0,24,9,41,6,0,Matches
2340,Dominic Solanke\e77dc3b2,eng ENG,FW,Liverpool,eng Premier League,19,1997,6.6,9,4,0,6,3,0,5,0.0,5,169,56,33.1,13,70,86,7,2,0,5,1,10,7,0,Matches
2341,Carlos Soler\fed17f5a,es ESP,MFFW,Valencia,es La Liga,20,1997,26.3,46,27,14,22,10,14,36,38.9,22,669,151,22.6,207,330,132,47,1,0,46,8,54,15,1,Matches
2342,Somália\c1febb46,br BRA,MFFW,Toulouse,fr Ligue 1,28,1988,22.2,60,38,23,26,11,10,51,19.6,41,484,116,24.0,158,214,112,47,2,0,45,37,97,14,1,Matches
2343,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,28,1988,29.2,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,Matches
2344,Kévin Soni\6435143e,cm CMR,MF,Girona,es La Liga,19,1998,0.2,1,1,0,1,0,0,0,,0,4,0,0.0,1,2,1,0,0,0,0,0,1,0,0,Matches
2345,Jérémy Sorbon\7768df30,fr FRA,DF,Guingamp,fr Ligue 1,33,1983,29.0,34,16,29,4,1,11,35,31.4,24,184,65,35.3,137,42,5,48,25,1,23,45,79,107,0,Matches
2346,Oliver Sorg\541cdd20,de GER,DF,Hannover 96,de Bundesliga,27,1990,18.7,56,28,30,25,1,17,59,28.8,42,275,68,24.7,132,124,19,30,7,0,23,30,86,83,0,Matches
2347,David Soria\8f8c6934,es ESP,GK,Sevilla,es La Liga,24,1993,14.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,1,1,Matches
2348,Roberto Soriano\9d4c45d6,it ITA,MFFW,Villarreal,es La Liga,26,1991,12.7,17,11,6,9,2,1,16,6.3,15,228,53,23.2,68,110,50,22,1,0,21,6,23,3,0,Matches
2349,Stefano Sorrentino\048877f5,it ITA,GK,Chievo,it Serie A,38,1979,38.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,3,0,Matches
2350,Pape Souaré\46b5375e,sn SEN,DF,Crystal Palace,eng Premier League,27,1990,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,Matches
2351,Rayan Souici\e3ad3368,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,1998,0.1,0,0,0,0,0,0,0,,0,6,1,16.7,3,3,0,0,0,0,0,0,0,0,0,Matches
2352,Adama Soumaoro\7b075c75,fr FRA,DF,Lille,fr Ligue 1,25,1992,13.2,10,5,8,2,0,1,2,50.0,1,40,16,40.0,28,11,1,31,21,0,10,17,27,43,3,Matches
2353,Boubakary Soumaré\ae59b359,fr FRA,MF,Lille,fr Ligue 1,18,1999,5.7,15,11,10,5,0,5,11,45.5,6,112,23,20.5,35,68,9,7,0,0,7,6,21,6,0,Matches
2354,Samuel Souprayen\f7c9fcd6,fr FRA,DF,Hellas Verona,it Serie A,28,1989,17.6,32,19,24,7,1,14,23,60.9,9,218,73,33.5,126,75,17,29,7,0,22,18,50,62,1,Matches
2355,Arnaud Souquet\4e0afc5d,fr FRA,DF,Nice,fr Ligue 1,25,1992,26.8,91,46,61,22,8,34,56,60.7,22,372,117,31.5,223,106,43,58,16,0,42,39,130,51,0,Matches
2356,Çağlar Söyüncü\21166ff4,tr TUR,DF,Freiburg,de Bundesliga,21,1996,23.9,42,22,24,16,2,13,31,41.9,18,252,84,33.3,174,70,8,41,21,0,20,35,77,154,1,Matches
2357,Luca Sparandeo\dfbb3234,it ITA,DF,Benevento,it Serie A,17,1999,0.4,0,0,0,0,0,0,1,0.0,1,6,0,0.0,4,2,0,1,0,0,1,0,0,1,0,Matches
2358,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,eng Premier League,38,1979,11.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
2359,Leonardo Spinazzola\3626daea,it ITA,DF,Atalanta,it Serie A,24,1993,16.7,17,8,9,7,1,6,16,37.5,10,165,54,32.7,58,69,38,35,4,0,31,16,33,37,0,Matches
2360,Nicolás Spolli\9a560ebe,ar ARG,DF,Genoa,it Serie A,34,1983,20.0,27,17,22,3,2,10,23,43.5,13,200,59,29.5,126,69,5,31,17,0,14,18,45,111,1,Matches
2361,Marco Sportiello\ac4003af,it ITA,GK,Fiorentina,it Serie A,25,1992,35.6,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,1,1,Matches
2362,Bassem Srarfi\84549a07,tn TUN,FWMF,Nice,fr Ligue 1,20,1997,9.7,15,6,6,7,2,2,13,15.4,11,117,26,22.2,34,53,30,20,2,0,18,11,26,4,0,Matches
2363,Kostas Stafylidis\861e0116,gr GRE,DFMF,Stoke City,eng Premier League,23,1993,3.7,9,3,5,3,1,1,7,14.3,6,54,10,18.5,34,15,5,13,2,1,11,9,18,15,0,Matches
