Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1197,Joaquín\4c5b14d2,es ESP,FWMF,Betis,es La Liga,36,1981,27.5,90,3.27,59,15,8,3,5,0,11,0.40,5,3,1,0,2,0,Matches
1198,Aron Jóhannsson\c0dc9fc7,us USA,MFFW,Werder Bremen,de Bundesliga,26,1990,3.1,17,5.54,14,0,1,1,0,1,1,0.33,0,0,0,1,0,0,Matches
1199,Fabian Johnson\76e5da9d,us USA,MFFW,M'Gladbach,de Bundesliga,29,1987,5.2,6,1.16,5,0,0,1,0,0,1,0.19,1,0,0,0,0,0,Matches
1200,Glen Johnson\8cceca90,eng ENG,DF,Stoke City,eng Premier League,32,1984,6.1,8,1.32,5,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1201,Karl-Johan Johnsson\a56bd2ee,se SWE,GK,Guingamp,fr Ligue 1,27,1990,38.0,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1202,Miloš Jojić\fb59286d,rs SRB,MFFW,Köln,de Bundesliga,25,1992,16.2,55,3.39,37,10,1,4,3,0,8,0.49,4,3,0,0,1,0,Matches
1203,Jonathas\531807b3,br BRA,FW,Hannover 96,de Bundesliga,28,1989,7.0,17,2.41,12,0,2,1,2,0,5,0.71,4,0,0,0,1,0,Matches
1204,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,eng Premier League,25,1992,21.9,7,0.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1205,Nigel de Jong\a0e209bc,nl NED,MF,Mainz 05,de Bundesliga,32,1984,8.2,10,1.22,9,1,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1206,Jony\244f57b9,es ESP,MFFW,Málaga,es La Liga,26,1991,2.4,10,4.15,5,3,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1207,Joan Jordán\2a0c8ba4,es ESP,MF,Eibar,es La Liga,23,1994,27.0,76,2.82,41,22,4,4,3,2,5,0.19,3,1,0,1,0,0,Matches
1208,Jorge\13c44fc5,br BRA,DF,Monaco,fr Ligue 1,21,1996,21.3,36,1.69,25,3,2,0,5,1,6,0.28,3,0,0,0,3,0,Matches
1209,Jorginho\45db685d,it ITA,MF,Napoli,it Serie A,25,1991,29.4,95,3.23,88,4,0,1,0,2,12,0.41,10,1,0,1,0,0,Matches
1210,Willian José\d87e2cae,br BRA,FW,Real Sociedad,es La Liga,25,1991,30.8,71,2.31,57,0,4,5,5,0,9,0.29,7,0,1,1,0,0,Matches
1211,Joselu\6265208f,es ESP,FW,Newcastle Utd,eng Premier League,27,1990,19.0,36,1.89,29,0,2,3,1,1,1,0.05,1,0,0,0,0,0,Matches
1212,Yann Jouffre\5d66c10d,fr FRA,MFFW,Metz,fr Ligue 1,33,1984,3.0,9,2.95,5,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1213,Vukašin Jovanović\0eb03d5b,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,16.0,8,0.50,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1214,Stevan Jovetić\f36c432f,me MNE,FW,Monaco,fr Ligue 1,27,1989,8.4,26,3.11,16,0,3,3,2,2,6,0.72,3,0,0,3,0,0,Matches
1215,Luka Jović\4d8cd038,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1997,10.4,20,1.92,14,0,1,3,2,0,5,0.48,4,0,0,1,0,0,Matches
1216,Jozabed\9b337c7c,es ESP,MF,Celta Vigo,es La Liga,26,1991,16.4,44,2.69,39,0,1,2,0,2,4,0.24,3,0,0,0,0,1,Matches
1217,Juanfran\cfd8d664,es ESP,DF,Atlético Madrid,es La Liga,32,1985,14.5,20,1.38,17,1,0,0,1,1,4,0.28,3,0,0,0,0,1,Matches
1218,Juanfran\9ba48d64,es ESP,DF,La Coruña,es La Liga,28,1988,34.0,58,1.71,49,4,2,2,1,0,3,0.09,2,1,0,0,0,0,Matches
1219,Juankar\e9a12436,es ESP,DF,Málaga,es La Liga,27,1990,8.7,18,2.07,14,2,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
1220,Juanmi\84399660,es ESP,FWMF,Real Sociedad,es La Liga,24,1993,16.5,22,1.33,17,0,0,2,3,0,6,0.36,4,0,0,1,1,0,Matches
1221,Juanpe\1633fc8a,es ESP,DF,Girona,es La Liga,26,1991,34.1,17,0.50,13,2,0,1,1,0,2,0.06,1,0,0,0,1,0,Matches
1222,Juanpi\d79afcfc,ve VEN,MFFW,Málaga,es La Liga,23,1994,6.8,13,1.92,7,2,1,0,3,0,3,0.44,1,1,0,0,1,0,Matches
1223,Mariano Julio Izco\0d2bdb4b,ar ARG,MFFW,Crotone,it Serie A,34,1983,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1224,Christopher Jullien\f323d995,fr FRA,DF,Toulouse,fr Ligue 1,24,1993,28.9,17,0.59,14,0,0,2,0,1,4,0.14,3,0,0,1,0,0,Matches
1225,David Juncà\de7d40d6,es ESP,DF,Eibar,es La Liga,23,1993,10.0,24,2.40,15,5,1,0,3,0,3,0.30,3,0,0,0,0,0,Matches
1226,Gideon Jung\a2e7de6f,de GER,MFDF,Hamburger SV,de Bundesliga,22,1994,28.6,16,0.56,14,0,1,0,1,0,1,0.04,1,0,0,0,0,0,Matches
1227,Sebastian Jung\86b30561,de GER,DF,Wolfsburg,de Bundesliga,27,1990,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1228,Zlatko Junuzović\dba67bc4,at AUT,MFFW,Werder Bremen,de Bundesliga,29,1987,18.1,69,3.81,50,13,0,1,5,0,4,0.22,2,2,0,0,0,0,Matches
1229,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Huddersfield,eng Premier League,27,1990,38.0,18,0.47,15,0,0,0,0,3,4,0.11,4,0,0,0,0,0,Matches
1230,Christian Kabasele\914ab9a1,be BEL,DF,Watford,eng Premier League,26,1991,25.9,8,0.31,7,1,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
1231,Younès Kaboul\3680d723,fr FRA,DF,Watford,eng Premier League,31,1986,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1232,Alexander Kačaniklić\8ba3a754,se SWE,MFFW,Nantes,fr Ligue 1,25,1991,3.5,6,1.71,5,0,0,1,0,0,1,0.28,1,0,0,0,0,0,Matches
1233,Gojko Kačar\cc58c4ea,rs SRB,DF,Augsburg,de Bundesliga,30,1987,2.5,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1234,Elias Kachunga\5bddccc9,cd COD,FWMF,Huddersfield,eng Premier League,25,1992,14.8,23,1.56,19,0,2,0,2,0,1,0.07,1,0,0,0,0,0,Matches
1235,Pavel Kadeřábek\79c90e45,cz CZE,DFMF,Hoffenheim,de Bundesliga,25,1992,24.4,49,2.01,38,4,0,2,4,1,8,0.33,8,0,0,0,0,0,Matches
1236,Shinji Kagawa\5afafbfe,jp JPN,MF,Dortmund,de Bundesliga,28,1989,13.0,35,2.70,24,7,1,1,2,0,4,0.31,3,0,0,0,1,0,Matches
1237,Sullay Kaikai\fc166e49,sl SLE,MF,Crystal Palace,eng Premier League,21,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1238,Florian Kainz\94c18565,at AUT,MFFW,Werder Bremen,de Bundesliga,24,1992,19.0,71,3.81,42,19,2,4,3,1,4,0.21,3,1,0,0,0,0,Matches
1239,Dominik Kaiser\733fecf1,de GER,MFDF,RB Leipzig,de Bundesliga,28,1988,3.1,9,2.95,3,3,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1240,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Amiens,fr Ligue 1,26,1991,34.3,108,3.15,62,25,10,6,5,0,12,0.35,7,1,3,1,0,0,Matches
1241,Nikola Kalinić\d4931a5a,hr CRO,FW,Milan,it Serie A,29,1988,20.1,64,3.18,47,0,1,6,9,1,10,0.50,6,0,0,1,3,0,Matches
1242,Salomon Kalou\2042d931,ci CIV,FWMF,Hertha BSC,de Bundesliga,31,1985,24.5,34,1.39,27,0,3,1,3,0,4,0.16,4,0,0,0,0,0,Matches
1243,Daichi Kamada\15b287da,jp JPN,FWMF,Eint Frankfurt,de Bundesliga,20,1996,1.6,2,1.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1244,François Kamano\81d3318f,gn GUI,FWMF,Bordeaux,fr Ligue 1,21,1996,22.4,70,3.13,48,2,11,3,4,2,8,0.36,5,0,1,1,1,0,Matches
1245,Bingourou Kamara\3814120d,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,18.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1246,Boubacar Kamara\cc77354e,fr FRA,DFMF,Marseille,fr Ligue 1,17,1999,5.1,4,0.79,3,0,1,0,0,0,2,0.40,1,0,1,0,0,0,Matches
1247,Marcin Kamiński\463503e2,pl POL,DF,Stuttgart,de Bundesliga,25,1992,12.6,10,0.79,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1248,Kevin Kampl\b825a650,si SVN,MF,Leverkusen,de Bundesliga,26,1990,0.3,2,6.00,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1249,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,de Bundesliga,26,1990,22.4,81,3.61,54,19,3,3,1,1,10,0.45,6,2,0,0,1,1,Matches
1250,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,eng Premier League,24,1993,34.2,101,2.96,59,1,16,15,8,2,10,0.29,7,0,2,1,0,0,Matches
1251,Wilfried Kanga\b4c816a9,fr FRA,FWMF,Angers,fr Ligue 1,19,1998,2.0,3,1.54,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1252,Mamadou Kanouté\3d5ed93d,sn SEN,FWMF,Benevento,it Serie A,23,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1253,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,26,1991,33.3,82,2.46,75,0,2,2,0,3,8,0.24,7,0,0,1,0,0,Matches
1254,Bartosz Kapustka\7364c4d1,pl POL,FWMF,Freiburg,de Bundesliga,20,1996,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1255,Kenan Karaman\8f0f2230,tr TUR,MFFW,Hannover 96,de Bundesliga,23,1994,9.5,19,2.00,13,0,3,2,1,0,0,0.00,0,0,0,0,0,0,Matches
1256,Yann Karamoh\8b66d9cc,fr FRA,FWMF,Inter,it Serie A,19,1998,5.4,21,3.87,14,1,2,2,2,0,5,0.92,3,0,1,1,0,0,Matches
1257,Loris Karius\32e7ce92,de GER,GK,Liverpool,eng Premier League,24,1993,19.0,2,0.11,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1258,Orestis Karnezis\85b011bb,gr GRE,GK,Watford,eng Premier League,32,1985,14.4,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1259,Rick Karsdorp\9f84febe,nl NED,DF,Roma,it Serie A,22,1995,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1260,Aleksandar Katai\d5127c3f,rs SRB,FWMF,Alavés,es La Liga,26,1991,0.6,3,4.91,2,0,0,0,1,0,1,1.64,1,0,0,0,0,0,Matches
1261,Florian Kath\6a81a181,de GER,FWMF,Freiburg,de Bundesliga,22,1994,7.5,19,2.54,11,0,2,2,3,1,4,0.54,2,0,1,0,1,0,Matches
1262,Ole Käuper\e5d652c1,de GER,MF,Werder Bremen,de Bundesliga,20,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1263,Eiji Kawashima\a4527d33,jp JPN,GK,Metz,fr Ligue 1,34,1983,28.6,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1264,Beram Kayal\26679cdf,il ISR,MF,Brighton,eng Premier League,29,1988,8.3,15,1.81,11,0,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
1265,Joris Kayembe\4657faba,be BEL,FWMF,Nantes,fr Ligue 1,22,1994,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1266,Olarenwaju Kayode\d3272fba,ng NGA,FWMF,Girona,es La Liga,24,1993,4.3,9,2.11,4,0,0,1,4,0,3,0.70,1,0,0,1,1,0,Matches
1267,Moise Kean\3d50bcdb,it ITA,FW,Hellas Verona,it Serie A,17,2000,12.6,19,1.51,10,0,3,4,2,0,1,0.08,0,0,0,0,1,0,Matches
1268,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,24,1993,28.4,11,0.39,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1269,Thilo Kehrer\51dbeea9,de GER,DF,Schalke 04,de Bundesliga,20,1996,26.3,24,0.91,19,1,0,1,2,1,1,0.04,0,0,0,0,1,0,Matches
1270,Cheick Keita\82f32d55,ml MLI,DF,Bologna,it Serie A,21,1996,1.4,2,1.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1271,Naby Keïta\f25c8e3a,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,21.8,88,4.06,61,3,11,3,7,3,10,0.46,8,0,0,1,0,1,Matches
1272,Keko\1512328c,es ESP,MFFW,Málaga,es La Liga,25,1991,13.4,30,2.23,23,0,2,1,4,0,2,0.15,2,0,0,0,0,0,Matches
1273,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,13.3,4,0.30,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1274,Marc-Oliver Kempf\815c314f,de GER,DF,Freiburg,de Bundesliga,22,1995,10.0,6,0.60,4,0,0,2,0,0,1,0.10,0,0,0,1,0,0,Matches
1275,Kenedy\5eebbfdf,br BRA,MFDF,Newcastle Utd,eng Premier League,21,1996,11.4,30,2.64,17,5,3,3,2,0,3,0.26,1,1,0,1,0,0,Matches
1276,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,20,1997,17.7,17,0.96,12,2,0,2,1,0,4,0.23,1,0,0,2,1,0,Matches
1277,Ryan Kent\316de854,eng ENG,FWMF,Freiburg,de Bundesliga,20,1996,2.7,5,1.84,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1278,Christophe Kerbrat\0515a4cb,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,36.9,18,0.49,15,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1279,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,20,1996,36.3,119,3.28,100,0,10,5,2,2,7,0.19,6,0,0,0,1,0,Matches
1280,Billy Ketkeophomphone\06f46837,fr FRA,MFFW,Angers,fr Ligue 1,27,1990,4.9,12,2.47,8,1,0,2,1,0,1,0.21,0,0,0,1,0,0,Matches
1281,Driss Khalid\abccacf7,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1282,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Troyes,fr Ligue 1,22,1995,21.7,69,3.17,33,17,10,3,4,2,3,0.14,0,1,0,1,1,0,Matches
1283,Wahbi Khazri\2677a1de,tn TUN,FWMF,Rennes,fr Ligue 1,26,1991,21.3,68,3.19,38,11,5,6,7,1,7,0.33,4,1,1,1,0,0,Matches
1284,Rani Khedira\59e4b92e,de GER,MFDF,Augsburg,de Bundesliga,23,1994,25.3,19,0.75,16,1,0,1,0,1,2,0.08,1,0,0,0,0,1,Matches
1285,Sami Khedira\38ac43d3,de GER,MF,Juventus,it Serie A,30,1987,21.2,38,1.79,32,0,2,3,1,0,8,0.38,6,0,1,1,0,0,Matches
1286,Stefan Kießling\c419e035,de GER,FWDF,Leverkusen,de Bundesliga,33,1984,0.9,5,5.49,2,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1287,Kike\e897d8ba,es ESP,FW,Eibar,es La Liga,27,1989,27.3,52,1.90,34,0,0,4,12,2,2,0.07,1,0,0,1,0,0,Matches
1288,Joshua Kimmich\49296448,de GER,DF,Bayern Munich,de Bundesliga,22,1995,25.9,95,3.67,65,20,0,1,8,1,22,0.85,19,1,0,1,1,0,Matches
1289,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,26.9,15,0.56,12,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1290,Andy King\d790907f,wls WAL,MF,Swansea City,eng Premier League,28,1988,7.9,7,0.88,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1291,Andy King\d790907f,wls WAL,MF,Leicester City,eng Premier League,28,1988,6.0,4,0.67,2,0,0,0,2,0,1,0.17,0,0,0,0,1,0,Matches
1292,Joshua King\43458538,no NOR,MFFW,Bournemouth,eng Premier League,25,1992,27.3,85,3.12,59,0,9,2,12,3,9,0.33,6,0,1,0,2,0,Matches
1293,Simon Kjær\8b8a56ce,dk DEN,DF,Sevilla,es La Liga,28,1989,17.5,4,0.23,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1294,Davy Klaassen\15fd5593,nl NED,MFFW,Everton,eng Premier League,24,1993,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1295,Felix Klaus\aeda1f69,de GER,MFFW,Hannover 96,de Bundesliga,24,1992,22.0,74,3.36,30,16,4,8,15,1,10,0.45,2,2,0,2,4,0,Matches
1296,Ragnar Klavan\008a6e6d,ee EST,DF,Liverpool,eng Premier League,31,1985,16.1,15,0.93,15,0,0,0,0,0,2,0.12,2,0,0,0,0,0,Matches
1297,Tim Kleindienst\258a6f4d,de GER,FW,Freiburg,de Bundesliga,21,1995,12.6,24,1.90,13,0,4,6,1,0,4,0.32,3,0,0,1,0,0,Matches
1298,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,21,1996,24.3,29,1.19,25,1,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches
1299,Lukas Klünter\92948149,de GER,DFFW,Köln,de Bundesliga,21,1996,14.8,31,2.09,23,1,2,3,1,1,0,0.00,0,0,0,0,0,0,Matches
1300,Robin Knoche\6bd5cd5d,de GER,DF,Wolfsburg,de Bundesliga,25,1992,23.4,11,0.47,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1301,Anthony Knockaert\6c679c6d,fr FRA,MFFW,Brighton,eng Premier League,25,1991,26.9,68,2.53,47,7,10,1,3,0,8,0.30,8,0,0,0,0,0,Matches
1302,Törles Knöll\b883006f,de GER,MF,Hamburger SV,de Bundesliga,19,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1303,Robin Koch\ea6bc03a,de GER,MFDF,Freiburg,de Bundesliga,21,1996,21.3,10,0.47,9,0,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches
1304,Kenan Kodro\e82d2807,ba BIH,FW,Mainz 05,de Bundesliga,23,1993,2.6,9,3.48,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1305,Hervé Koffi\faf873a7,bf BFA,GK,Lille,fr Ligue 1,20,1996,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1306,Dominik Kohr\0fbecd11,de GER,MF,Leverkusen,de Bundesliga,23,1994,18.5,42,2.27,34,0,2,2,1,3,5,0.27,4,0,1,0,0,0,Matches
1307,Seybou Koita\d3b58e33,ne NIG,FWMF,Amiens,fr Ligue 1,23,1994,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1308,Koke\55126f3b,es ESP,MFFW,Atlético Madrid,es La Liga,25,1992,30.6,89,2.91,56,26,1,3,3,0,10,0.33,8,1,0,0,1,0,Matches
1309,Aleksandar Kolarov\eda40760,rs SRB,DF,Roma,it Serie A,31,1985,34.0,147,4.32,84,39,6,10,7,1,12,0.35,8,1,0,0,3,0,Matches
1310,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,24,1993,23.9,41,1.72,35,1,3,1,1,0,6,0.25,6,0,0,0,0,0,Matches
1311,Vincent Kompany\d2bff301,be BEL,DF,Manchester City,eng Premier League,31,1986,15.5,11,0.71,11,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1312,Ibrahima Konaté\5ed9b537,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,13.6,10,0.73,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1313,Moussa Konaté\fcbcbd94,sn SEN,FW,Amiens,fr Ligue 1,24,1993,27.5,49,1.78,32,0,3,3,10,1,5,0.18,3,0,0,0,2,0,Matches
1314,Geoffrey Kondogbia\cce181df,cf CTA,MF,Valencia,es La Liga,24,1993,29.0,56,1.93,45,0,4,1,5,1,8,0.28,6,0,0,0,2,0,Matches
1315,Bakary Koné\1f713024,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,27.4,14,0.51,12,0,0,1,1,0,1,0.04,0,0,0,0,1,0,Matches
1316,Terence Kongolo\1f9a3a04,nl NED,DF,Huddersfield,eng Premier League,23,1994,11.7,9,0.77,8,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
1317,Terence Kongolo\1f9a3a04,nl NED,DF,Monaco,fr Ligue 1,23,1994,2.8,3,1.05,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
1318,Yevhen Konoplyanka\d9a5d930,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,17.4,57,3.28,34,9,5,5,2,2,7,0.40,3,1,1,1,1,0,Matches
1319,Julian Korb\3dffff26,de GER,DF,Hannover 96,de Bundesliga,25,1992,26.0,40,1.54,33,2,2,1,1,1,4,0.15,4,0,0,0,0,0,Matches
1320,Laurent Koscielny\f5efb153,fr FRA,DF,Arsenal,eng Premier League,31,1985,24.7,11,0.44,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1321,Filip Kostić\b1cd37e6,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,27.1,58,2.17,36,5,3,4,8,2,4,0.15,2,0,1,1,0,0,Matches
1322,Christian Kouakou\ce316f8c,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,9.4,22,2.34,14,0,0,3,4,1,1,0.11,1,0,0,0,0,0,Matches
1323,Rominigue Kouamé\86a2ba20,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,2.2,8,3.58,8,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches
1324,Tomáš Koubek\dc366c36,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1325,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,26,1991,34.1,30,0.88,28,0,0,0,1,1,2,0.06,2,0,0,0,0,0,Matches
1326,Jules Koundé\4d1666ff,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,17.7,15,0.85,12,0,1,2,0,0,2,0.11,2,0,0,0,0,0,Matches
1327,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,West Ham,eng Premier League,27,1989,31.1,33,1.06,26,0,1,1,2,3,7,0.23,6,0,0,0,0,1,Matches
1328,Mateo Kovačić\79c0821a,hr CRO,MF,Real Madrid,es La Liga,23,1994,11.0,26,2.36,22,0,1,0,3,0,4,0.36,2,0,0,0,2,0,Matches
1329,Maksym Koval\60713cb3,ua UKR,GKMF,La Coruña,es La Liga,24,1992,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1330,Dawid Kownacki\be5e1c4c,pl POL,FW,Sampdoria,it Serie A,20,1997,9.1,19,2.08,11,0,3,1,3,1,5,0.55,3,0,1,0,1,0,Matches
1331,Vincent Koziello\9a493fb7,fr FRA,MF,Nice,fr Ligue 1,21,1995,9.0,19,2.12,17,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1332,Vincent Koziello\9a493fb7,fr FRA,MF,Köln,de Bundesliga,21,1995,8.8,12,1.37,9,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1333,Thomas Kraft\bb25c778,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1334,Emil Krafth\77cf6852,se SWE,DF,Bologna,it Serie A,22,1994,10.5,6,0.57,5,0,0,0,1,0,1,0.10,0,0,0,0,1,0,Matches
1335,Oliver Kragl\1c17dfe0,de GER,MF,Crotone,it Serie A,27,1990,1.1,5,4.59,0,2,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
1336,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,24.8,88,3.55,53,19,9,6,1,0,12,0.48,8,2,0,2,0,0,Matches
1337,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,26,1991,23.9,28,1.17,20,3,2,0,1,2,1,0.04,1,0,0,0,0,0,Matches
1338,Ladislav Krejčí\58027adc,cz CZE,FWDF,Bologna,it Serie A,25,1992,4.4,7,1.58,5,0,0,0,2,0,1,0.23,0,0,0,0,1,0,Matches
1339,Rene Krhin\9a506145,si SVN,MF,Nantes,fr Ligue 1,27,1990,14.6,12,0.82,8,0,0,2,2,0,1,0.07,1,0,0,0,0,0,Matches
1340,Bojan Krkić\9fa0a0b8,es ESP,FW,Stoke City,eng Premier League,26,1990,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1341,Bojan Krkić\9fa0a0b8,es ESP,FWMF,Alavés,es La Liga,26,1990,4.9,6,1.22,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1342,Michael Krohn-Dehli\1c8dc17d,dk DEN,MFFW,Sevilla,es La Liga,34,1983,6.0,12,2.01,10,1,1,0,0,0,2,0.34,2,0,0,0,0,0,Matches
1343,Michael Krohn-Dehli\1c8dc17d,dk DEN,MF,La Coruña,es La Liga,34,1983,8.1,8,0.99,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1344,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,27,1990,25.1,123,4.90,71,37,3,3,6,3,16,0.64,12,3,1,0,0,0,Matches
1345,Max Kruse\f9446dcd,de GER,FW,Werder Bremen,de Bundesliga,29,1988,27.3,111,4.07,79,16,9,4,2,1,11,0.40,6,2,1,2,0,0,Matches
1346,Grzegorz Krychowiak\580d52dd,pl POL,MF,West Brom,eng Premier League,27,1990,18.2,38,2.08,29,4,2,1,1,1,4,0.22,3,0,0,0,1,0,Matches
1347,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,24,1992,12.8,7,0.55,5,2,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
1348,Jasmin Kurtić\144607cc,si SVN,MFFW,Atalanta,it Serie A,28,1989,7.4,12,1.63,11,0,1,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1349,Jasmin Kurtić\144607cc,si SVN,MF,SPAL,it Serie A,28,1989,16.0,21,1.31,12,5,2,1,0,1,1,0.06,1,0,0,0,0,0,Matches
1350,Layvin Kurzawa\41e7ef1c,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,18.9,27,1.43,19,2,0,1,1,4,2,0.11,2,0,0,0,0,0,Matches
