Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
582,Peter Crouch\73d9bdc7,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,33,1.90,30,0,1,0,2,0,2,0.11,2,0,0,0,0,0,Matches
583,Juan Cruz\cc2dd8a5,es ESP,FW,Málaga,es La Liga,17,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
584,Juan Cuadrado\0ab1f153,co COL,FWMF,Juventus,it Serie A,29,1988,15.0,68,4.52,56,1,4,1,5,1,10,0.66,8,0,1,0,1,0,Matches
585,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,33,1984,35.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
586,Mickaël Cuisance\5722eced,fr FRA,MFFW,M'Gladbach,de Bundesliga,17,1999,13.4,37,2.76,17,8,4,2,5,1,2,0.15,0,1,0,1,0,0,Matches
587,Josh Cullen\f6d7d690,ie IRL,MF,West Ham,eng Premier League,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
588,Patrick Cutrone\a4fe8cda,it ITA,FW,Milan,it Serie A,19,1998,16.7,26,1.55,20,0,0,5,1,0,6,0.36,3,0,0,2,1,0,Matches
589,Wylan Cyprien\3e092724,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.5,34,3.22,17,11,2,3,1,0,4,0.38,2,2,0,0,0,0,Matches
590,Marco D'Alessandro\060606ec,it ITA,MFFW,Benevento,it Serie A,26,1991,11.6,37,3.19,24,1,4,0,6,2,5,0.43,2,1,0,0,2,0,Matches
591,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,28,1988,33.1,66,1.99,49,4,2,3,4,4,9,0.27,5,0,0,1,2,1,Matches
592,Damien Da Silva\1ec7e1c5,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,13,0.41,9,2,0,1,1,0,2,0.06,1,0,0,0,1,0,Matches
593,Kouadio-Yves Dabila\3067cbef,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,6,0.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
594,Bryan Dabo\c53083ad,bf BFA,MFFW,Saint-Étienne,fr Ligue 1,25,1992,14.3,29,2.03,22,1,1,3,2,0,3,0.21,1,0,0,1,1,0,Matches
595,Bryan Dabo\c53083ad,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,7,1.07,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
596,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,36,2.83,28,1,4,1,0,2,7,0.55,6,0,1,0,0,0,Matches
597,Dario Dainelli\3858e611,it ITA,DF,Chievo,it Serie A,38,1979,16.7,6,0.36,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
598,Felipe dal Belo\8cea6319,br BRA,DF,SPAL,it Serie A,33,1984,28.6,12,0.42,9,1,0,1,0,1,2,0.07,1,0,0,1,0,0,Matches
599,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,eng Premier League,30,1986,33.4,53,1.59,45,7,0,0,0,1,3,0.09,3,0,0,0,0,0,Matches
600,Danilo\94b2001f,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,29,1.93,22,1,1,1,2,2,3,0.20,3,0,0,0,0,0,Matches
601,Scott Dann\52105203,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,10,0.63,8,0,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
602,Kevin Danso\6e33125f,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,15,1.22,9,2,2,1,0,1,1,0.08,0,0,0,1,0,0,Matches
603,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,19,0.59,12,0,1,5,0,1,3,0.09,2,0,0,0,0,1,Matches
604,Romain Danzé\a5876fca,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,6,0.79,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
605,Andrea Danzi\263b855a,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,5,1.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
606,Stéphane Darbion\75d97aa6,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,18.9,37,1.95,31,2,0,2,2,0,6,0.32,5,0,0,1,0,0,Matches
607,Palkó Dárdai\db7161ed,hu HUN,FW,Hertha BSC,de Bundesliga,18,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
608,Sergi Darder\070a3904,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,4,1.72,2,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
609,Sergi Darder\070a3904,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,53,1.71,38,8,0,1,2,4,4,0.13,3,1,0,0,0,0,Matches
610,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,31,1.71,22,3,2,1,3,0,4,0.22,4,0,0,0,0,0,Matches
611,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10.0,2,0.20,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
612,Matteo Darmian\96e0490d,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
613,Ben Davies\44781702,wls WAL,DF,Tottenham,eng Premier League,24,1993,25.8,75,2.90,54,16,1,2,1,1,7,0.27,5,1,0,1,0,0,Matches
614,Tom Davies\9228b07c,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,26,1.23,20,3,0,1,2,0,6,0.28,5,0,0,1,0,0,Matches
615,Steven Davis\cf15bbb1,nir NIR,MFFW,Southampton,eng Premier League,32,1985,16.9,41,2.43,36,3,1,0,1,0,2,0.12,1,0,0,0,1,0,Matches
616,Salem Al-Dawsari\60ee859c,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
617,Craig Dawson\3e9e06cb,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,28,1.01,16,1,1,6,3,1,2,0.07,1,0,0,1,0,0,Matches
618,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,196,5.74,138,42,4,5,6,1,32,0.94,28,3,0,1,0,0,Matches
619,Sebastien De Maio\952a03fe,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,14,0.61,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
620,Rodrigo De Paul\162efffd,ar ARG,MFFW,Udinese,it Serie A,23,1994,25.8,109,4.23,72,22,5,5,4,1,12,0.47,8,3,0,1,0,0,Matches
621,Daniele De Rossi\532d2690,it ITA,MF,Roma,it Serie A,34,1983,20.3,43,2.12,39,2,0,1,1,0,3,0.15,2,0,0,1,0,0,Matches
622,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,it Serie A,24,1992,10.8,15,1.39,15,0,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
623,Lorenzo De Silvestri\e74f0e59,it ITA,DFMF,Torino,it Serie A,29,1988,32.8,44,1.34,34,4,1,3,0,2,6,0.18,5,0,0,1,0,0,Matches
624,Lucas Deaux\44f8c299,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,32,1.48,28,1,1,0,1,1,3,0.14,3,0,0,0,0,0,Matches
625,Mathieu Debuchy\92232aad,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,30,2.05,23,2,2,1,2,0,3,0.21,2,0,0,1,0,0,Matches
626,Troy Deeney\82e34b69,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,47,2.30,41,0,0,2,2,2,5,0.24,4,0,0,0,0,1,Matches
627,Jermain Defoe\f1e8372d,eng ENG,FWMF,Bournemouth,eng Premier League,34,1982,12.1,27,2.23,19,0,1,5,1,1,4,0.33,1,0,0,2,0,1,Matches
628,Steven Defour\73489527,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,33,1.49,27,0,1,4,0,1,3,0.14,3,0,0,0,0,0,Matches
629,Grégoire Defrel\854ee61a,mq MTQ,FWMF,Roma,it Serie A,26,1991,5.4,16,2.98,11,1,2,0,0,2,4,0.74,2,0,0,0,0,2,Matches
630,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
631,Lorenzo Del Pinto\081b6080,it ITA,MF,Benevento,it Serie A,27,1990,8.4,11,1.30,8,0,0,1,2,0,1,0.12,1,0,0,0,0,0,Matches
632,Damien Delaney\210d9ecb,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
633,Thomas Delaney\fe641c1a,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,62,1.99,47,1,2,5,6,1,4,0.13,3,0,0,0,0,1,Matches
634,Jonathan Delaplace\79685569,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,19,2.93,16,0,1,0,0,2,1,0.15,1,0,0,0,0,0,Matches
635,Cristian Dell'Orco\b0243215,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,6,1.28,4,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
636,Andy Delort\d33c706e,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,72,2.78,47,9,3,7,6,0,8,0.31,6,1,0,1,0,0,Matches
637,Fabian Delph\111c3236,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,35,1.81,32,1,1,0,1,0,5,0.26,5,0,0,0,0,0,Matches
638,Mousa Dembélé\f7ee69fb,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,46,2.20,36,1,2,2,1,4,3,0.14,2,1,0,0,0,0,Matches
639,Ousmane Dembélé\b19db005,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.3,50,4.86,34,9,3,3,1,0,11,1.07,8,0,1,2,0,0,Matches
640,Jessy Deminguet\a6138e4a,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,13,2.19,6,6,0,0,0,1,2,0.34,1,0,0,0,0,1,Matches
641,Kerem Demirbay\54b4dc4e,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,62,4.61,37,13,5,0,4,3,5,0.37,4,1,0,0,0,0,Matches
642,Ermedin Demirović\ed79b7d3,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,3,1.48,2,0,0,1,0,0,1,0.49,1,0,0,0,0,0,Matches
643,Diego Demme\dc3fa3b5,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,73,2.87,65,1,1,1,4,1,10,0.39,8,0,0,0,2,0,Matches
644,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Chievo,it Serie A,20,1997,13.2,11,0.83,11,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
645,Memphis Depay\8f696594,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,28.4,143,5.04,76,34,12,10,10,1,20,0.70,12,3,1,2,1,1,Matches
646,Mathieu Deplagne\ff16ecad,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,29,1.08,24,1,2,0,1,1,4,0.15,3,0,1,0,0,0,Matches
647,Laurent Depoitre\aa5859cb,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,23,1.14,15,0,2,1,3,2,6,0.30,2,0,2,1,1,0,Matches
648,Mike van der Hoorn\25f50295,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,8,0.37,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
649,Gregory van der Wiel\2fb3ad46,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,2,0.62,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
650,Daniele Dessena\02b2937c,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,8,1.26,5,0,0,1,1,1,1,0.16,1,0,0,0,0,0,Matches
651,Mattia Destro\d7d32194,it ITA,FW,Bologna,it Serie A,26,1991,18.0,34,1.89,22,0,4,4,3,1,5,0.28,2,0,1,2,0,0,Matches
652,Gerard Deulofeu\39583cfd,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,16,3.31,10,3,0,0,2,1,1,0.21,0,0,0,0,1,0,Matches
653,Gerard Deulofeu\39583cfd,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,17,3.04,11,2,1,1,1,1,2,0.36,1,0,0,0,0,1,Matches
654,Gianluca Di Chiara\68852c0a,it ITA,DF,Benevento,it Serie A,23,1993,11.2,20,1.79,14,5,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
655,Federico Di Francesco\1fca9171,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,33,1.87,30,0,0,1,2,0,6,0.34,4,0,0,1,1,0,Matches
656,Davide Di Gennaro\951a4ee4,it ITA,MF,Lazio,it Serie A,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
657,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.4,108,4.60,74,19,6,4,4,1,14,0.60,10,1,1,1,0,1,Matches
658,Franco Di Santo\549c6ba7,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,32,1.74,23,0,2,5,2,0,4,0.22,3,0,0,0,1,0,Matches
659,Cheick Diabaté\95cfe655,ml MLI,FWMF,Benevento,it Serie A,29,1988,7.4,5,0.68,4,0,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
660,Fousseni Diabaté\d07e3b41,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,20,3.07,15,0,1,1,3,0,3,0.46,3,0,0,0,0,0,Matches
661,Moussa Diaby\aeed5c06,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
662,Fallou Diagne\cd387ff4,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,21,0.84,16,0,0,2,1,2,3,0.12,2,0,0,1,0,0,Matches
663,Adama Diakhaby\65585e3a,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,9.5,14,1.48,8,0,0,1,4,1,5,0.53,3,0,0,1,1,0,Matches
664,Mouctar Diakhaby\d2110326,fr FRA,DF,Lyon,fr Ligue 1,20,1996,8.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
665,Abdou Diallo\fc62f087,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,26,0.97,21,0,3,1,0,1,4,0.15,4,0,0,0,0,0,Matches
666,Abdoulaye Diallo\26383ea5,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
667,Habib Diallo\6605d143,sn SEN,FW,Metz,fr Ligue 1,22,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
668,Mustapha Diallo\6c6ecdd4,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,21,1.37,13,0,1,3,3,1,0,0.00,0,0,0,0,0,0,Matches
669,Mohamed Diamé\b7d082af,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,32,1.41,21,0,4,2,0,5,0,0.00,0,0,0,0,0,0,Matches
670,Lassana Diarra\79584585,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,12,1.78,10,0,1,0,0,1,1,0.15,1,0,0,0,0,0,Matches
671,Amadou Diawara\bf309d24,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,17,2.34,14,1,0,1,0,1,3,0.41,3,0,0,0,0,0,Matches
672,Brahim Díaz\407feb71,es ESP,FWMF,Manchester City,eng Premier League,17,1999,0.6,2,3.27,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
673,Bakaye Dibassy\247accfd,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,24,0.78,17,2,3,2,0,0,2,0.06,1,0,1,0,0,0,Matches
674,Daniel Didavi\d3096421,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,24.9,60,2.41,41,8,1,6,3,1,10,0.40,5,3,0,1,0,1,Matches
675,Thomas Didillon\a3d524cb,fr FRA,GK,Metz,fr Ligue 1,21,1995,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
676,Étienne Didot\d2aa8ac0,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18.0,34,1.89,26,6,0,1,1,0,3,0.17,2,0,0,1,0,0,Matches
677,Adrián Diéguez\70438d35,es ESP,DF,Alavés,es La Liga,21,1996,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
678,Dennis Diekmeier\6873f3bc,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,36,1.73,27,2,3,0,3,1,5,0.24,5,0,0,0,0,0,Matches
679,Eric Dier\ac861941,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,31.4,34,1.08,32,0,0,1,1,0,4,0.13,4,0,0,0,0,0,Matches
680,Lucas Digne\1b84dbe1,fr FRA,DF,Barcelona,es La Liga,24,1993,7.8,9,1.15,7,0,0,0,0,2,2,0.26,2,0,0,0,0,0,Matches
681,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,26,1991,14.0,12,0.86,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
682,Virgil van Dijk\e06683ca,nl NED,DF,Southampton,eng Premier League,26,1991,11.0,8,0.72,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
683,Landry Dimata\b5f63410,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,10.0,29,2.90,15,1,1,2,10,0,2,0.20,2,0,0,0,0,0,Matches
684,Tristan Dingomé\92b56413,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.0,25,1.89,24,0,0,1,0,0,2,0.15,1,0,0,1,0,0,Matches
685,Ismaël Diomandé\10650926,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,7.9,2,0.25,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
686,Lois Diony\4be0b467,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.4,25,2.42,14,0,2,4,5,0,4,0.39,0,0,1,0,3,0,Matches
687,Issa Diop\a712ca2b,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,18,0.53,13,1,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches
688,Papakouli Diop\7329018e,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,3,1.02,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
689,Papakouli Diop\7329018e,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,13,1.24,11,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
690,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,16,1.07,15,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
691,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,12,0.33,9,0,1,1,1,0,2,0.06,2,0,0,0,0,0,Matches
692,Koffi Djidji\933d3b51,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,23,0.86,17,3,2,0,0,1,2,0.07,2,0,0,0,0,0,Matches
693,Alexander Djiku\43e7a164,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,13,0.46,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
694,Papy Djilobodji\083525e5,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,14,0.47,13,0,0,0,0,1,3,0.10,3,0,0,0,0,0,Matches
695,Berat Djimsiti\6eee05f1,al ALB,DF,Benevento,it Serie A,24,1993,30.0,17,0.57,14,0,1,1,1,0,1,0.03,1,0,0,0,0,0,Matches
696,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,7,0.19,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
697,Keagan Dolly\ccb1c3af,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,52,5.31,25,17,4,3,1,2,2,0.20,2,0,0,0,0,0,Matches
698,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,26,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
699,Jean-Luc Dompé\9ffdf29a,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
700,Giulio Donati\22051fbe,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,40,1.58,34,2,0,0,4,0,3,0.12,3,0,0,0,0,0,Matches
701,Ji Dong-won\7d841904,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
702,Anastasios Donis\0f26fd24,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,32,3.03,16,0,7,2,5,2,7,0.66,2,0,3,0,1,1,Matches
703,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,18,1999,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
704,Godfred Donsah\384dd218,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,35,1.76,21,0,8,2,3,1,5,0.25,2,0,3,0,0,0,Matches
705,Dória\d28b4a9d,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
706,Niklas Dorsch\7f73bdf4,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
707,Gabriel Dos Santos\67ac5bb8,br BRA,FW,Troyes,fr Ligue 1,19,1997,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
708,Mauro dos Santos\ec699fdd,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
709,Mathieu Dossevi\6421dd73,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,140,5.02,91,26,12,2,6,3,15,0.54,12,2,0,0,0,1,Matches
710,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,eng Premier League,24,1993,36.9,81,2.19,69,0,6,3,1,2,4,0.11,3,0,0,0,0,1,Matches
711,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,24,1992,11.4,9,0.79,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
712,Mohamed Dräger\8954fddc,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
713,Aleksandar Dragović\6fd8a334,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
714,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
716,Boukary Dramé\a5cd894b,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
717,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,79,4.17,67,2,4,2,1,3,17,0.90,15,0,1,1,0,0,Matches
718,Danny Drinkwater\2649ff32,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,10,1.71,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
719,Josip Drmić\15ea94de,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,5.2,14,2.70,9,0,2,1,0,2,4,0.77,1,0,2,1,0,0,Matches
720,Rick van Drongelen\f0797d57,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,6,0.37,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
721,Óscar Duarte\aa0ac32d,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,5,0.45,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
722,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,21,1995,23.8,34,1.43,27,1,0,1,5,0,2,0.08,0,0,0,0,2,0,Matches
723,Leo Dubois\ff0ab48c,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,109,3.25,64,29,4,9,2,1,6,0.18,3,1,0,1,1,0,Matches
724,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
725,Ondrej Duda\79ca3e23,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,14,1.69,10,0,4,0,0,0,1,0.12,1,0,0,0,0,0,Matches
726,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,15,0.41,9,0,0,3,2,1,2,0.05,1,0,0,0,1,0,Matches
727,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,10,0.56,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
728,Alfred Duncan\528492ea,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,56,2.59,48,0,3,2,2,1,5,0.23,5,0,0,0,0,0,Matches
729,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,25,1991,38.0,28,0.74,19,0,0,4,3,2,3,0.08,1,0,0,1,1,0,Matches
730,Maxime Dupé\0e12089d,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
731,Jimmy Durmaz\f09a8b75,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,55,4.82,27,15,4,2,5,2,7,0.61,3,1,1,0,1,1,Matches
732,Riza Durmisi\e5cd9da6,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,40,1.73,35,1,2,0,2,0,7,0.30,6,0,0,0,1,0,Matches
733,Hugo Duro\37e103f8,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
734,Noë Dussenne\8b9b8e43,be BEL,DF,Crotone,it Serie A,25,1992,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
735,Paulo Dybala\e0921a4f,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,144,5.50,70,27,14,11,20,2,15,0.57,8,3,2,0,2,0,Matches
736,Nathan Dyer\6dfd5af0,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,25,1.72,18,0,2,1,3,1,1,0.07,0,0,0,1,0,0,Matches
737,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,31,1986,33.5,112,3.34,84,1,13,8,6,0,9,0.27,7,0,1,1,0,0,Matches
