Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1504,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,eng Premier League,26,1992,36,35,3077,34.2,22,1,22,0,0,2,0,0.64,0.03,0.67,0.64,0.67,17.2,17.2,4.5,21.8,0.50,0.13,0.64,0.50,0.64,Matches
1505,Thomas Mangani\c801616a,fr FRA,MF,Angers,fr Ligue 1,31,1987,29,18,1598,17.8,3,0,0,3,4,2,1,0.17,0.00,0.17,0.00,0.00,4.0,0.9,3.0,4.0,0.22,0.17,0.39,0.05,0.22,Matches
1506,Kostas Manolas\c707411f,gr GRE,DF,Roma,it Serie A,27,1991,27,27,2324,25.8,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,0.2,1.3,0.05,0.01,0.05,0.05,0.05,Matches
1507,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,18,12,1101,12.2,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.9,1.0,0.01,0.07,0.08,0.01,0.08,Matches
1508,Martín Mantovani\4ffb647d,ar ARG,DF,Huesca,es La Liga,34,1984,9,6,701,7.8,2,0,2,0,0,2,0,0.26,0.00,0.26,0.26,0.26,0.5,0.5,0.0,0.5,0.06,0.00,0.06,0.06,0.06,Matches
1509,Juan Manuel Valencia\7f50c23b,co COL,FW,Bologna,it Serie A,20,1998,1,0,28,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
1510,Harrison Manzala\392d98fc,cd COD,MFFW,Angers,fr Ligue 1,24,1994,8,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.73,0.00,0.73,0.73,0.73,Matches
1511,Fran Manzanara\bbfaeda4,es ESP,DFMF,Levante,es La Liga,21,1996,4,1,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.23,0.00,0.23,0.23,0.23,Matches
1512,Myziane Maolida\706a60e1,fr FRA,FWMF,Nice,fr Ligue 1,19,1999,14,10,952,10.6,0,3,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,1.8,1.8,2.1,3.9,0.17,0.20,0.37,0.17,0.37,Matches
1513,Faitout Maouassa\e54a9890,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,27,25,2137,23.7,0,1,0,0,0,2,1,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.9,1.4,0.02,0.04,0.06,0.02,0.06,Matches
1514,Fernando Marçal\9ae9eaea,br BRA,DF,Lyon,fr Ligue 1,29,1989,12,12,878,9.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06,Matches
1515,Iván Marcano\7a20d90a,es ESP,DF,Roma,it Serie A,31,1987,10,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.9,0.03,0.08,0.11,0.03,0.11,Matches
1516,Marcelo\603116a7,br BRA,DF,Real Madrid,es La Liga,30,1988,23,21,1853,20.6,2,2,2,0,0,6,0,0.10,0.10,0.19,0.10,0.19,1.5,1.5,3.0,4.5,0.07,0.15,0.22,0.07,0.22,Matches
1517,Marcelo\e3d0b0c4,br BRA,DF,Lyon,fr Ligue 1,31,1987,33,33,2878,32.0,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,1.8,3.7,0.06,0.06,0.11,0.06,0.11,Matches
1518,Solly March\bb5fbd2b,eng ENG,MFFW,Brighton,eng Premier League,24,1994,35,30,2463,27.4,1,5,1,0,0,1,0,0.04,0.18,0.22,0.04,0.22,2.6,2.6,3.6,6.2,0.09,0.13,0.23,0.09,0.23,Matches
1519,Federico Marchetti\f794b426,it ITA,GK,Genoa,it Serie A,35,1983,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1520,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,it Serie A,26,1992,31,31,2790,31.0,4,0,4,0,0,9,0,0.13,0.00,0.13,0.13,0.13,2.8,2.8,0.3,3.1,0.09,0.01,0.10,0.09,0.10,Matches
1521,Óscar de Marcos\9f323c71,es ESP,DFFW,Athletic Club,es La Liga,29,1989,30,28,2421,26.9,1,2,1,0,0,7,2,0.04,0.07,0.11,0.04,0.11,1.2,1.2,2.6,3.8,0.05,0.09,0.14,0.05,0.14,Matches
1522,Georg Margreitter\b5114f85,at AUT,DF,Nürnberg,de Bundesliga,29,1988,27,22,2064,22.9,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.3,1.4,0.04,0.02,0.06,0.04,0.06,Matches
1523,Miguel Marí\d70a3661,es ESP,MF,Eibar,es La Liga,21,1997,2,0,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1524,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,es La Liga,23,1995,21,19,1772,19.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06,Matches
1525,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,es La Liga,24,1993,13,3,447,5.0,3,0,3,0,0,2,0,0.60,0.00,0.60,0.60,0.60,2.9,2.9,0.8,3.7,0.58,0.16,0.74,0.58,0.74,Matches
1526,Mariano\5c4dc0ff,do DOM,FW,Lyon,fr Ligue 1,24,1993,3,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.15,0.03,0.18,0.15,0.18,Matches
1527,Adrian Mariappa\8aa5f52c,jm JAM,DF,Watford,eng Premier League,31,1986,26,20,1927,21.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.7,1.7,0.05,0.03,0.08,0.05,0.08,Matches
1528,Jordan Marié\0d2158d5,fr FRA,MF,Dijon,fr Ligue 1,26,1991,26,20,1803,20.0,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.0,1.0,0.5,1.5,0.05,0.03,0.08,0.05,0.08,Matches
1529,Adrián Marín\b7f2edff,es ESP,DFMF,Alavés,es La Liga,21,1997,6,2,290,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
1530,João Mário\f0021247,pt POR,MFFW,Inter,it Serie A,25,1993,20,12,1082,12.0,1,2,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,0.9,0.9,2.2,3.1,0.08,0.19,0.26,0.08,0.26,Matches
1531,Guillermo Maripán\d9764034,cl CHI,DF,Alavés,es La Liga,24,1994,23,22,2008,22.3,2,2,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,1.2,1.2,0.6,1.8,0.05,0.03,0.08,0.05,0.08,Matches
1532,Lazar Marković\723ba189,rs SRB,FW,Fulham,eng Premier League,24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06,Matches
1533,Marlon\cdf65d12,br BRA,DF,Sassuolo,it Serie A,22,1995,18,18,1508,16.8,1,0,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
1534,Marquinhos\d5f2f82b,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,30,30,2693,29.9,3,2,3,0,0,2,1,0.10,0.07,0.17,0.10,0.17,1.2,1.2,1.9,3.1,0.04,0.06,0.11,0.04,0.11,Matches
1535,Roger Martí\0ae4e09a,es ESP,FW,Levante,es La Liga,27,1991,31,23,1887,21.0,13,0,11,2,2,5,0,0.62,0.00,0.62,0.52,0.52,12.7,11.0,1.0,12.0,0.61,0.05,0.65,0.52,0.57,Matches
1536,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,27,18,1621,18.0,10,2,9,1,1,2,0,0.56,0.11,0.67,0.50,0.61,6.3,5.5,2.6,8.2,0.35,0.15,0.49,0.31,0.45,Matches
1537,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,de Bundesliga,21,1997,33,32,2878,32.0,0,3,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,5.0,5.7,0.02,0.15,0.18,0.02,0.18,Matches
1538,Jonas Martin\468fdbad,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,23,23,2059,22.9,3,1,1,2,3,9,0,0.13,0.04,0.17,0.04,0.09,4.0,1.7,1.9,3.6,0.17,0.08,0.26,0.07,0.16,Matches
1539,Marvin Martin\f4319ee8,fr FRA,MFFW,Reims,fr Ligue 1,30,1988,13,8,623,6.9,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,1.1,1.4,0.05,0.15,0.20,0.05,0.20,Matches
1540,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,es La Liga,27,1991,33,33,2902,32.2,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.5,2.0,0.04,0.02,0.06,0.04,0.06,Matches
1541,Javi Martínez\7f97771d,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,21,16,1309,14.5,3,0,3,0,0,3,0,0.21,0.00,0.21,0.21,0.21,1.5,1.5,0.4,1.9,0.10,0.02,0.13,0.10,0.13,Matches
1542,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,it Serie A,20,1997,27,13,1344,14.9,6,2,5,1,1,4,0,0.40,0.13,0.54,0.33,0.47,7.3,6.6,2.4,9.0,0.49,0.16,0.65,0.44,0.60,Matches
1543,Pablo Martinez\1ad8cb67,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,32,32,2815,31.3,3,1,3,0,0,7,0,0.10,0.03,0.13,0.10,0.13,1.3,1.3,0.2,1.5,0.04,0.01,0.05,0.04,0.05,Matches
1544,Gelson Martins\3ef0fa48,pt POR,FW,Atlético Madrid,es La Liga,23,1995,8,1,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.26,0.02,0.28,0.26,0.28,Matches
1545,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,16,16,1389,15.4,4,2,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.4,3.4,1.8,5.2,0.22,0.12,0.33,0.22,0.33,Matches
1546,Adam Marušić\d4535821,me MNE,DFMF,Lazio,it Serie A,25,1992,26,24,2111,23.5,1,1,1,0,0,2,1,0.04,0.04,0.09,0.04,0.09,1.4,1.4,1.7,3.1,0.06,0.07,0.13,0.06,0.13,Matches
1547,Omar Mascarell\11fd2b75,es ESP,MF,Schalke 04,de Bundesliga,25,1993,14,11,993,11.0,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03,Matches
1548,Andrea Masiello\e0314d87,it ITA,DF,Atalanta,it Serie A,32,1986,24,22,1836,20.4,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,0.8,1.7,0.04,0.04,0.09,0.04,0.09,Matches
1549,Adam Masina\de0f152c,ma MAR,DF,Watford,eng Premier League,24,1994,14,11,1004,11.2,0,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.6,0.6,0.00,0.05,0.06,0.00,0.06,Matches
1550,Jordi Masip\8fae77ea,es ESP,GK,Valladolid,es La Liga,29,1989,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1551,Han-Noah Massengo\eba1e557,fr FRA,FWMF,Monaco,fr Ligue 1,17,2001,3,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1552,Arthur Masuaku\57df7a11,cd COD,DF,West Ham,eng Premier League,24,1993,23,19,1759,19.5,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,1.2,1.3,0.00,0.06,0.06,0.00,0.06,Matches
1553,Jaime Mata\02319ad7,es ESP,FWMF,Getafe,es La Liga,29,1988,34,27,2432,27.0,14,6,10,4,4,10,0,0.52,0.22,0.74,0.37,0.59,12.4,9.4,3.0,12.4,0.46,0.11,0.57,0.35,0.46,Matches
1554,Juan Mata\29733c72,es ESP,FWMF,Manchester Utd,eng Premier League,30,1988,22,16,1289,14.3,3,2,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.5,1.5,3.3,4.8,0.11,0.23,0.34,0.11,0.34,Matches
1555,Luca Matarese\a6fc1a22,it ITA,FW,Frosinone,it Serie A,20,1998,2,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1556,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,34,29,2483,27.6,14,2,14,0,0,2,0,0.51,0.07,0.58,0.51,0.58,11.8,11.8,2.6,14.4,0.43,0.09,0.52,0.43,0.52,Matches
1557,Christian Mathenia\4a15e95b,de GER,GK,Nürnberg,de Bundesliga,26,1992,22,22,1932,21.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1558,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,28,28,2436,27.1,1,0,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,1.5,1.5,0.7,2.2,0.06,0.02,0.08,0.06,0.08,Matches
1559,Joël Matip\b217ef29,cm CMR,DF,Liverpool,eng Premier League,26,1991,22,17,1537,17.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.6,0.03,0.00,0.04,0.03,0.04,Matches
1560,Rabbi Matondo\33144cc5,wls WAL,FWMF,Schalke 04,de Bundesliga,17,2000,7,1,189,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.22,0.12,0.34,0.22,0.34,Matches
1561,Alessandro Matri\58d97e77,it ITA,FW,Sassuolo,it Serie A,33,1984,19,6,603,6.7,2,0,2,0,0,3,0,0.30,0.00,0.30,0.30,0.30,2.8,2.8,0.3,3.2,0.42,0.05,0.47,0.42,0.47,Matches
1562,Federico Mattiello\fba81826,it ITA,MFDF,Bologna,it Serie A,23,1995,17,16,1333,14.8,1,1,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2.1,2.5,0.03,0.14,0.17,0.03,0.17,Matches
1563,Blaise Matuidi\c0cddebe,fr FRA,MF,Juventus,it Serie A,31,1987,31,29,2418,26.9,3,2,3,0,0,5,0,0.11,0.07,0.19,0.11,0.19,1.6,1.6,1.4,2.9,0.06,0.05,0.11,0.06,0.11,Matches
1564,José Mauri\644faf10,it ITA,MF,Milan,it Serie A,22,1996,5,2,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.05,0.08,0.13,0.05,0.13,Matches
1565,Stephy Mavididi\30144daa,eng ENG,FW,Juventus,it Serie A,20,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1566,Konstantinos Mavropanos\00963611,gr GRE,DF,Arsenal,eng Premier League,20,1997,4,3,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.03,0.13,0.16,0.03,0.16,Matches
1567,Alfie Mawson\d368feb8,eng ENG,DF,Fulham,eng Premier League,24,1994,15,13,1131,12.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
1568,Philipp Max\826e8b63,de GER,DFMF,Augsburg,de Bundesliga,24,1993,30,30,2569,28.5,4,2,4,0,0,1,0,0.14,0.07,0.21,0.14,0.21,2.4,2.4,4.9,7.3,0.08,0.17,0.26,0.08,0.26,Matches
1569,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Paris S-G,fr Ligue 1,29,1989,22,8,802,8.9,3,0,3,0,0,0,0,0.34,0.00,0.34,0.34,0.34,4.7,4.7,0.4,5.1,0.52,0.04,0.57,0.52,0.57,Matches
1570,Alexandru Maxim\61fc9685,ro ROU,MF,Mainz 05,de Bundesliga,28,1990,22,3,579,6.4,1,0,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,0.7,0.7,1.5,2.3,0.11,0.24,0.36,0.11,0.36,Matches
1571,Borja Mayoral\64e8ed6d,es ESP,FW,Levante,es La Liga,21,1997,29,16,1621,18.0,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,3.4,3.4,2.9,6.3,0.19,0.16,0.35,0.19,0.35,Matches
1572,Róbert Mazáň\30672832,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.05,0.08,0.03,0.08,Matches
1573,Luca Mazzitelli\dc61b402,it ITA,MFFW,Genoa,it Serie A,22,1995,10,3,323,3.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.12,0.02,0.14,0.12,0.14,Matches
1574,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,29,24,2343,26.0,33,7,32,1,2,5,1,1.27,0.27,1.54,1.23,1.50,27.3,25.8,5.5,31.3,1.05,0.21,1.26,0.99,1.20,Matches
1575,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,it Serie A,23,1994,23,22,2010,22.3,2,0,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,1.9,1.9,0.2,2.1,0.08,0.01,0.10,0.08,0.10,Matches
1576,Loïc Mbe Soh\8f534f8e,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.17,0.00,0.17,0.17,0.17,Matches
1577,Nolan Mbemba\6c9642ae,cg CGO,MFDF,Reims,fr Ligue 1,23,1995,8,4,357,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
1578,Adama Mbengue\b931d9d1,sn SEN,DF,Caen,fr Ligue 1,24,1993,11,8,739,8.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.6,0.03,0.04,0.07,0.03,0.07,Matches
1579,Isaac Mbenza\aa1a8c7e,be BEL,FWMF,Huddersfield,eng Premier League,22,1996,22,10,986,11.0,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,0.8,1.9,0.10,0.08,0.18,0.10,0.18,Matches
1580,Stéphane Mbia\c39d9657,cm CMR,DFMF,Toulouse,fr Ligue 1,32,1986,5,5,446,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
1581,Kara Mbodji\8325870c,sn SEN,DF,Nantes,fr Ligue 1,28,1989,6,6,506,5.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
1582,Jordi Mboula\4887118d,es ESP,FW,Monaco,fr Ligue 1,19,1999,7,3,276,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.1,0.31,0.05,0.36,0.31,0.36,Matches
1583,James McArthur\cee31595,sct SCO,MF,Crystal Palace,eng Premier League,30,1987,38,36,3058,34.0,3,6,3,0,0,7,0,0.09,0.18,0.26,0.09,0.26,5.1,5.1,3.5,8.6,0.15,0.10,0.25,0.15,0.25,Matches
1584,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,28,1989,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1585,James McCarthy\64b08de7,ie IRL,MF,Everton,eng Premier League,27,1990,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1586,Kevin McDonald\71a08f97,sct SCO,MF,Fulham,eng Premier League,29,1988,15,10,841,9.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1587,Levan Mchedlidze\54ab361e,ge GEO,FWDF,Empoli,it Serie A,28,1990,11,0,208,2.3,0,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.1,0.3,0.09,0.03,0.13,0.09,0.13,Matches
1588,Weston McKennie\01c3aff5,us USA,MFDF,Schalke 04,de Bundesliga,19,1998,24,19,1746,19.4,1,4,1,0,0,6,0,0.05,0.21,0.26,0.05,0.26,2.0,2.0,1.7,3.8,0.10,0.09,0.19,0.10,0.19,Matches
1589,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,eng Premier League,18,1999,21,19,1591,17.7,3,5,3,0,0,2,0,0.17,0.28,0.45,0.17,0.45,1.7,1.7,3.0,4.7,0.09,0.17,0.27,0.09,0.27,Matches
1590,Scott McTominay\d93c2511,sct SCO,MFDF,Manchester Utd,eng Premier League,21,1996,16,9,867,9.6,2,0,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.0,1.1,0.11,0.00,0.11,0.11,0.11,Matches
1591,Iuri Medeiros\97e2aa67,pt POR,MFFW,Genoa,it Serie A,24,1994,2,2,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.07,0.18,0.10,0.18,Matches
1592,Nicky Medja\714ffae7,ch SUI,MF,Fiorentina,it Serie A,18,2000,1,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1593,Álvaro Medrán\31223bcf,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,21,12,1149,12.8,3,0,3,0,0,8,1,0.23,0.00,0.23,0.23,0.23,1.5,1.5,1.5,3.1,0.12,0.12,0.24,0.12,0.24,Matches
1594,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,eng Premier League,28,1989,38,38,3420,38.0,0,2,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,0.6,2.1,0.04,0.02,0.06,0.04,0.06,Matches
1595,Riccardo Meggiorini\2ec0f902,it ITA,FW,Chievo,it Serie A,32,1985,24,18,1548,17.2,3,1,2,1,1,6,0,0.17,0.06,0.23,0.12,0.17,3.7,3.0,0.5,3.5,0.22,0.03,0.25,0.17,0.20,Matches
1596,Admir Mehmedi\b500b384,ch SUI,FWMF,Wolfsburg,de Bundesliga,27,1991,26,20,1692,18.8,6,5,6,0,0,1,0,0.32,0.27,0.59,0.32,0.59,3.2,3.2,3.8,7.0,0.17,0.20,0.37,0.17,0.37,Matches
1597,Soualiho Meïté\5cec2c74,fr FRA,MF,Torino,it Serie A,24,1994,35,30,2659,29.5,2,4,2,0,0,7,1,0.07,0.14,0.20,0.07,0.20,1.2,1.2,2.6,3.7,0.04,0.09,0.13,0.04,0.13,Matches
1598,Farid El Melali\d21e361a,dz ALG,MFFW,Angers,fr Ligue 1,21,1997,18,0,328,3.6,0,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,0.4,0.4,0.2,0.6,0.12,0.05,0.17,0.12,0.17,Matches
1599,Óscar Melendo\379652be,es ESP,MFFW,Espanyol,es La Liga,20,1997,32,22,1997,22.2,0,5,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,3.3,4.1,0.04,0.15,0.18,0.04,0.18,Matches
1600,Gonzalo Melero\3902e91b,es ESP,MF,Huesca,es La Liga,24,1994,22,14,1345,14.9,2,1,1,1,2,3,0,0.13,0.07,0.20,0.07,0.13,4.0,2.5,1.1,3.6,0.27,0.07,0.34,0.17,0.24,Matches
1601,Arthur Melo\48b3dd60,br BRA,MF,Barcelona,es La Liga,21,1996,27,19,1430,15.9,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.6,1.9,0.02,0.10,0.12,0.02,0.12,Matches
1602,Pedro Mendes\6690ef25,pt POR,DF,Montpellier,fr Ligue 1,27,1990,31,31,2667,29.6,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,0.5,0.5,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
1603,Thiago Mendes\c6e5d20f,br BRA,MF,Lille,fr Ligue 1,26,1992,35,35,3074,34.2,0,5,0,0,0,10,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,4.2,5.5,0.04,0.12,0.16,0.04,0.16,Matches
1604,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,es La Liga,21,1997,31,27,2349,26.1,6,7,5,1,1,5,0,0.23,0.27,0.50,0.19,0.46,5.5,4.8,3.3,8.1,0.21,0.13,0.34,0.18,0.31,Matches
1605,Nathaniel Mendez-Laing\b4b2f632,eng ENG,MFFW,Cardiff City,eng Premier League,26,1992,20,11,985,10.9,4,1,3,1,1,0,0,0.37,0.09,0.46,0.27,0.37,2.8,2.1,1.4,3.5,0.26,0.13,0.39,0.19,0.32,Matches
1606,Stiven Mendoza\e68f2cb4,co COL,FWMF,Amiens,fr Ligue 1,26,1992,25,22,1877,20.9,2,2,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19,2.8,2.8,1.9,4.7,0.13,0.09,0.23,0.13,0.23,Matches
1607,Alexandre Mendy\e067808c,gw GNB,FW,Guingamp,fr Ligue 1,24,1994,16,8,767,8.5,3,0,3,0,0,2,0,0.35,0.00,0.35,0.35,0.35,3.0,3.0,0.5,3.5,0.35,0.05,0.41,0.35,0.41,Matches
1608,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,eng Premier League,24,1994,10,10,900,10.0,0,5,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,1.3,1.5,0.02,0.13,0.15,0.02,0.15,Matches
1609,Edouard Mendy\33887998,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
