Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
25,Ruben Aguilar\3dd738a1,fr FRA,DF,Monaco,fr Ligue 1,28-216,1993,10.0,0,2,1,50.0,0.20,0.10,0.00,0.00,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
26,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,fr Ligue 1,27-253,1994,4.4,0,4,0,0.0,0.90,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
27,Joseph Aidoo\18abe173,gh GHA,DF,Celta Vigo,es La Liga,26-060,1995,6.6,0,2,0,0.0,0.30,0.00,0.00,,8.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
28,Ola Aina\246d153b,ng NGA,DF,Torino,it Serie A,25-051,1996,8.8,0,5,1,20.0,0.57,0.11,0.00,0.00,21.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
29,Rayan Aït Nouri\9b398aea,fr FRA,DF,Wolves,eng Premier League,20-175,2001,5.0,0,3,2,66.7,0.60,0.40,0.00,0.00,15.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
30,Kristoffer Ajer\a8c0acb7,no NOR,DF,Brentford,eng Premier League,23-225,1998,6.3,0,2,0,0.0,0.32,0.00,0.00,,9.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
31,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,27-276,1994,11.3,5,22,10,45.5,1.95,0.89,0.18,0.40,12.8,0,1,1,4.0,3.2,0.15,+1.0,+0.8,Matches
32,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,26-132,1995,13.0,0,10,2,20.0,0.77,0.15,0.00,0.00,12.2,1,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
33,Carlos Akapo\f2a68b97,gq EQG,DF,Cádiz,es La Liga,28-261,1993,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
34,Nathan Aké\eaeca114,nl NED,DF,Manchester City,eng Premier League,26-283,1995,3.2,0,1,0,0.0,0.32,0.00,0.00,,6.0,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
35,Ilias Akhomach\b8bd60fe,es ESP,FW,Barcelona,es La Liga,17-226,2004,0.5,0,2,0,0.0,4.00,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
36,Maghnes Akliouche\b625b241,fr FRA,MF,Monaco,fr Ligue 1,19-276,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
37,Paul Akouokou\31f5b89b,ci CIV,MF,Betis,es La Liga,23-343,1997,1.9,0,2,0,0.0,1.05,0.00,0.00,,21.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
38,Jean-Daniel Akpa-Akpro\fdf4b948,ci CIV,MF,Lazio,it Serie A,29-048,1992,2.6,0,1,0,0.0,0.39,0.00,0.00,,11.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4,Matches
39,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,26-223,1995,8.1,1,10,3,30.0,1.24,0.37,0.10,0.33,12.7,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
40,David Alaba\05439de2,at AUT,DF,Real Madrid,es La Liga,29-157,1992,11.9,1,7,1,14.3,0.59,0.08,0.14,1.00,23.0,3,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
41,Sofiane Alakouch\5314e067,ma MAR,DFMF,Metz,fr Ligue 1,23-122,1998,1.7,0,1,0,0.0,0.60,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
42,Tomás Alarcón\99ea2ddd,cl CHI,MF,Cádiz,es La Liga,22-313,1999,9.7,0,10,1,10.0,1.03,0.10,0.00,0.00,22.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
43,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,29-051,1992,1.6,0,3,1,33.3,1.86,0.62,0.00,0.00,13.3,0,0,1,1.2,0.4,0.14,-1.2,-0.4,Matches
44,Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,32-252,1989,9.8,0,9,0,0.0,0.92,0.00,0.00,,21.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
45,Luis Alberto\5294a83f,es ESP,MF,Lazio,it Serie A,29-061,1992,9.9,2,15,5,33.3,1.52,0.51,0.13,0.40,20.7,1,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
46,Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,es La Liga,36-085,1985,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
47,Marc Albrighton\b827d5b3,eng ENG,MFFW,Leicester City,eng Premier League,32-010,1989,3.1,1,1,1,100.0,0.32,0.32,1.00,1.00,17.2,0,0,0,0.0,0.0,0.04,+1.0,+1.0,Matches
48,Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,es La Liga,28-090,1993,3.8,0,5,2,40.0,1.32,0.53,0.00,0.00,13.1,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
49,Thiago Alcántara\77e84962,es ESP,MF,Liverpool,eng Premier League,30-231,1991,3.8,1,9,4,44.4,2.38,1.06,0.11,0.25,16.5,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
50,Omar Alderete\bb08bce9,py PAR,DF,Valencia,es La Liga,24-337,1996,12.4,1,9,3,33.3,0.72,0.24,0.11,0.33,12.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
51,Iván Alejo\3d7e48ce,es ESP,MF,Cádiz,es La Liga,26-291,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
52,Carles Aleñá\6c811eb7,es ESP,MFFW,Getafe,es La Liga,23-327,1998,11.6,0,17,1,5.9,1.47,0.09,0.00,0.00,24.1,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
53,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,23-052,1998,10.7,1,20,6,30.0,1.87,0.56,0.05,0.17,22.5,3,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
54,Mohamed Ali Cho\f8405304,fr FRA,FW,Angers,fr Ligue 1,17-313,2004,11.2,2,26,9,34.6,2.32,0.80,0.08,0.22,13.8,0,0,0,4.4,4.4,0.17,-2.4,-2.4,Matches
55,Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,29-057,1992,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
56,Allan\cc700722,br BRA,MF,Everton,eng Premier League,30-324,1991,11.7,0,3,1,33.3,0.26,0.09,0.00,0.00,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
57,Jim Allevinah\1956b948,ga GAB,FW,Clermont Foot,fr Ligue 1,26-274,1995,8.1,0,18,9,50.0,2.23,1.11,0.00,0.00,19.4,1,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
58,Dele Alli\cea4ee8f,eng ENG,MF,Tottenham,eng Premier League,25-231,1996,5.7,1,3,1,33.3,0.52,0.17,0.00,0.00,19.6,0,1,1,1.1,0.3,0.10,-0.1,-0.3,Matches
59,Miguel Almirón\862a1c15,py PAR,MF,Newcastle Utd,eng Premier League,27-291,1994,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,20.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
60,Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,30-335,1990,5.9,1,11,3,27.3,1.85,0.50,0.09,0.33,22.6,3,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
61,Giorgio Altare\aa5322d5,it ITA,DF,Cagliari,it Serie A,23-111,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
62,Hugo Álvarez\6f392eb8,es ESP,FW,Celta Vigo,es La Liga,36-160,1985,0.1,0,1,0,0.0,8.18,0.00,0.00,,8.0,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matches
63,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,26-308,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
64,Steven Alzate\ad1f61f3,co COL,MF,Brighton,eng Premier League,23-081,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
65,Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,es La Liga,20-008,2001,0.9,0,1,0,0.0,1.14,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
66,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,26-342,1994,6.7,0,1,1,100.0,0.15,0.15,0.00,0.00,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
67,Amath\f3b1d9a2,sn SEN,FWMF,Mallorca,es La Liga,25-135,1996,6.3,0,6,2,33.3,0.95,0.32,0.00,0.00,17.2,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
68,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,27-264,1994,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
69,Kelvin Amian\bcc81786,fr FRA,DF,Spezia,it Serie A,23-293,1998,7.6,0,2,0,0.0,0.26,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
70,Nadiem Amiri\555d5edd,de GER,MFFW,Leverkusen,de Bundesliga,25-032,1996,3.9,1,7,1,14.3,1.78,0.25,0.14,1.00,20.8,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
71,Ethan Ampadu\10b9fa99,wls WAL,MF,Venezia,it Serie A,21-075,2000,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,it Serie A,25-099,1996,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
73,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,eng Premier League,25-181,1996,11.4,0,2,1,50.0,0.18,0.09,0.00,0.00,8.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
74,Felipe Anderson\9f1893b9,br BRA,FW,Lazio,it Serie A,28-227,1993,12.1,3,19,5,26.3,1.57,0.41,0.16,0.60,16.6,0,0,0,2.5,2.5,0.13,+0.5,+0.5,Matches
75,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,30-136,1991,6.2,2,24,9,37.5,3.85,1.44,0.08,0.22,12.1,0,0,0,2.3,2.3,0.10,-1.3,-1.3,Matches
76,Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,28-231,1993,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
77,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-043,1998,2.4,0,3,0,0.0,1.23,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
78,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-117,1990,13.6,1,5,1,20.0,0.37,0.07,0.20,1.00,7.7,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
79,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-067,1994,5.1,2,9,3,33.3,1.76,0.59,0.22,0.67,16.0,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
80,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-084,1989,3.1,1,5,2,40.0,1.62,0.65,0.20,0.50,29.3,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches
81,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,24-328,1997,7.4,0,5,1,20.0,0.67,0.13,0.00,0.00,13.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
82,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-069,1986,3.8,0,3,1,33.3,0.80,0.27,0.00,0.00,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
83,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-102,2002,6.0,1,9,2,22.2,1.51,0.34,0.11,0.50,9.2,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches
84,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-131,1996,9.9,0,5,1,20.0,0.51,0.10,0.00,0.00,13.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
85,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-144,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
86,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,31-245,1990,10.9,6,38,11,28.9,3.47,1.01,0.16,0.55,13.9,0,0,1,5.2,4.9,0.13,+0.8,+1.1,Matches
87,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,27-294,1994,4.2,0,11,3,27.3,2.59,0.71,0.00,0.00,16.8,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
88,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-151,1998,11.2,3,29,13,44.8,2.60,1.16,0.10,0.23,17.2,0,0,0,3.6,3.6,0.12,-0.6,-0.6,Matches
89,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-136,2002,3.8,0,6,4,66.7,1.58,1.06,0.00,0.00,21.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
90,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-172,1992,7.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
91,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-059,1995,10.9,0,20,5,25.0,1.83,0.46,0.00,0.00,24.7,1,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
92,Mattia Aramu\0847b5a5,it ITA,FWMF,Venezia,it Serie A,26-198,1995,7.4,4,13,5,38.5,1.76,0.68,0.15,0.40,27.7,5,2,2,2.9,1.3,0.10,+1.1,+0.7,Matches
93,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,32-225,1989,5.7,0,2,0,0.0,0.35,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
94,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-091,1991,10.0,0,4,0,0.0,0.40,0.00,0.00,,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
95,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,22-266,1999,6.4,1,5,3,60.0,0.78,0.47,0.20,0.33,8.9,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
96,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-130,2001,0.3,0,1,0,0.0,3.33,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
97,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-149,1999,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
98,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,29-319,1992,2.6,0,1,0,0.0,0.39,0.00,0.00,,22.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
99,Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,24-291,1997,10.7,2,37,11,29.7,3.45,1.03,0.05,0.18,17.3,0,0,0,3.7,3.7,0.10,-1.7,-1.7,Matches
100,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,29-243,1992,1.4,0,1,0,0.0,0.72,0.00,0.00,,3.6,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matches
101,Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,32-223,1989,11.8,5,36,12,33.3,3.06,1.02,0.11,0.33,14.8,1,1,2,6.0,4.4,0.12,-1.0,-0.4,Matches
102,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-185,1994,13.0,1,18,7,38.9,1.38,0.54,0.06,0.14,27.2,6,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
103,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-056,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
104,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-104,1990,6.3,0,9,6,66.7,1.42,0.95,0.00,0.00,20.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
105,Santiago Arzamendia\759d8dd7,py PAR,MF,Cádiz,es La Liga,23-207,1998,2.1,0,1,0,0.0,0.48,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
106,Takuma Asano\13ddc856,jp JPN,FW,Bochum,de Bundesliga,27-018,1994,6.7,0,12,5,41.7,1.80,0.75,0.00,0.00,17.7,0,0,0,1.4,1.4,0.11,-1.4,-1.4,Matches
107,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,24-276,1997,9.9,0,5,1,20.0,0.51,0.10,0.00,0.00,13.8,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
108,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32-153,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
109,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,25-311,1996,6.0,4,20,8,40.0,3.33,1.33,0.20,0.50,16.7,0,0,0,2.5,2.5,0.12,+1.5,+1.5,Matches
110,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,20-323,2001,5.2,0,5,0,0.0,0.97,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
111,Fisnik Asllani\35f67a30,xk KVX,FW,Hoffenheim,de Bundesliga,19-112,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,Kristjan Asllani\0fdcef0e,al ALB,MFFW,Empoli,it Serie A,19-264,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
113,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,34-119,1987,13.7,6,31,11,35.5,2.27,0.80,0.16,0.45,18.4,3,1,3,6.0,3.6,0.12,0.0,+1.4,Matches
114,Lorenz Assignon\b026bbf6,tg TOG,DFMF,Rennes,fr Ligue 1,21-159,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
115,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,20-307,2001,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
116,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25-195,1996,7.9,1,8,2,25.0,1.02,0.25,0.13,0.50,21.6,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
117,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,32-163,1989,10.6,4,26,12,46.2,2.46,1.13,0.15,0.33,14.1,0,0,2,5.0,3.4,0.13,-1.0,+0.6,Matches
118,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,24-314,1997,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
119,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,27-090,1994,11.6,1,3,1,33.3,0.26,0.09,0.33,1.00,17.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
120,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,27-221,1994,2.8,0,1,0,0.0,0.35,0.00,0.00,,17.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
121,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,28-339,1992,2.7,0,3,1,33.3,1.11,0.37,0.00,0.00,13.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
122,Ezequiel Ávila\253a06b9,ar ARG,FW,Osasuna,es La Liga,27-295,1994,5.7,2,14,8,57.1,2.47,1.41,0.14,0.25,19.4,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
123,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,de Bundesliga,24-108,1997,9.7,8,28,13,46.4,2.90,1.34,0.29,0.62,14.4,0,0,0,5.1,5.1,0.18,+2.9,+2.9,Matches
124,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,it Serie A,31-118,1990,1.5,0,1,0,0.0,0.67,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
125,Jordan Ayew\da052c14,gh GHA,FWMF,Crystal Palace,eng Premier League,30-078,1991,7.9,0,17,2,11.8,2.15,0.25,0.00,0.00,17.7,1,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
126,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,it Serie A,27-018,1994,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
